,QUARTER,TIME_REMAINING,DALLAS_ACTION,MILWAUKEE_ACTION,DALLAS_SCORE,MILWAUKEE_SCORE
90,1,2:12.0,Defensive rebound by M. Kleber,,29,20
91,1,2:08.0,M. Kleber misses 3-pt jump shot from 27 ft,,29,20
92,1,2:05.0,,Defensive rebound by G. Hill,29,20
93,1,1:52.0,,G. Hill misses 3-pt jump shot from 27 ft,29,20
94,1,1:49.0,Defensive rebound by S. Curry,,29,20
95,1,1:47.0,D. Wright makes 3-pt jump shot from 27 ft (assist by S. Curry),,32,20
96,1,1:30.0,,G. Hill makes 2-pt layup from 3 ft,32,22
97,1,1:14.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,32,22
98,1,1:10.0,,Defensive rebound by S. Brown,32,22
99,1,0:58.0,,E. İlyasova misses 3-pt jump shot from 25 ft,32,22
100,1,0:55.0,Defensive rebound by D. Wright,,32,22
101,1,0:47.0,S. Curry makes 2-pt jump shot from 7 ft (assist by K. Porziņģis),,34,22
102,1,0:31.0,,S. Brown misses 2-pt layup from 4 ft (block by K. Porziņģis),34,22
103,1,0:28.0,Defensive rebound by K. Porziņģis,,34,22
104,1,0:20.0,K. Porziņģis makes 2-pt dunk from 1 ft (assist by J. Jackson),,36,22
105,1,0:07.0,,Personal foul by D. Wright (drawn by G. Hill),36,22
106,1,0:07.0,C. Lee enters the game for K. Porziņģis,,36,22
107,1,0:07.0,,K. Korver enters the game for R. Lopez,36,22
108,1,0:03.0,,Turnover by E. İlyasova (bad pass; steal by D. Wright),36,22
109,1,0:00.0,S. Curry misses 2-pt jump shot from 14 ft,,36,22
110,1,0:00.0,Offensive rebound by Team,,36,22
111,2,11:46.0,Turnover by C. Lee (traveling),,36,22
112,2,11:36.0,,G. Antetokounmpo makes 2-pt layup from 7 ft (assist by G. Hill),36,24
113,2,11:36.0,,Shooting foul by M. Kleber (drawn by G. Antetokounmpo),36,24
114,2,11:36.0,,G. Antetokounmpo misses free throw 1 of 1,36,24
115,2,11:33.0,Defensive rebound by J. Jackson,,36,24
116,2,11:15.0,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Jackson),,39,24
117,2,10:48.0,,G. Hill misses 3-pt jump shot from 24 ft,39,24
118,2,10:44.0,,Offensive rebound by P. Connaughton,39,24
119,2,10:44.0,,P. Connaughton makes 2-pt layup from 1 ft,39,26
120,2,10:32.0,S. Curry makes 2-pt jump shot from 4 ft (assist by D. Wright),,41,26
121,2,10:32.0,Shooting foul by K. Korver (drawn by S. Curry),,41,26
122,2,10:32.0,S. Curry makes free throw 1 of 1,,42,26
123,2,10:10.0,,K. Korver makes 2-pt jump shot from 17 ft (assist by P. Connaughton),42,28
124,2,9:48.0,J. Jackson misses 3-pt jump shot from 28 ft,,42,28
125,2,9:45.0,,Defensive rebound by G. Antetokounmpo,42,28
126,2,9:39.0,,S. Brown misses 3-pt jump shot from 27 ft,42,28
127,2,9:37.0,Defensive rebound by S. Curry,,42,28
128,2,9:34.0,S. Curry misses 3-pt jump shot from 28 ft,,42,28
129,2,9:31.0,,Defensive rebound by S. Brown,42,28
130,2,9:24.0,,G. Hill misses 2-pt layup from 1 ft (block by D. Wright),42,28
131,2,9:20.0,Defensive rebound by S. Curry,,42,28
132,2,9:04.0,S. Curry misses 3-pt jump shot from 24 ft (block by K. Korver),,42,28
133,2,9:02.0,,Defensive rebound by K. Korver,42,28
134,2,8:58.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Korver),42,30
135,2,8:58.0,,Shooting foul by J. Jackson (drawn by G. Antetokounmpo),42,30
136,2,8:58.0,,D. DiVincenzo enters the game for P. Connaughton,42,30
137,2,8:58.0,,K. Middleton enters the game for G. Hill,42,30
138,2,8:58.0,,G. Antetokounmpo makes free throw 1 of 1,42,31
139,2,8:48.0,D. Wright makes 2-pt layup from 1 ft,,44,31
140,2,8:36.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,44,31
141,2,8:34.0,,Offensive rebound by G. Antetokounmpo,44,31
142,2,8:34.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,44,33
143,2,8:16.0,J. Jackson misses 2-pt layup from 4 ft,,44,33
144,2,8:12.0,Offensive rebound by M. Kleber,,44,33
145,2,8:12.0,M. Kleber makes 2-pt layup from 1 ft,,46,33
146,2,7:58.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,46,33
147,2,7:55.0,Defensive rebound by D. Wright,,46,33
148,2,7:45.0,S. Curry misses 2-pt layup from 7 ft (block by D. DiVincenzo),,46,33
149,2,7:42.0,,Defensive rebound by K. Middleton,46,33
150,2,7:38.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. DiVincenzo),46,36
151,2,7:38.0,Dallas full timeout,,46,36
152,2,7:26.0,J. Jackson misses 3-pt jump shot from 28 ft,,46,36
153,2,7:20.0,,Defensive rebound by G. Antetokounmpo,46,36
154,2,7:14.0,,K. Middleton misses 2-pt jump shot from 11 ft,46,36
155,2,7:11.0,Defensive rebound by D. Wright,,46,36
156,2,6:58.0,M. Kleber makes 3-pt jump shot from 29 ft (assist by J. Jackson),,49,36
157,2,6:43.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,49,38
158,2,6:17.0,Turnover by S. Curry (out of bounds lost ball),,49,38
159,2,6:17.0,T. Hardaway enters the game for S. Curry,,49,38
160,2,6:17.0,,W. Matthews enters the game for S. Brown,49,38
161,2,6:04.0,,K. Middleton misses 2-pt jump shot from 18 ft,49,38
162,2,6:02.0,,Offensive rebound by K. Middleton,49,38
163,2,6:02.0,,K. Middleton makes 2-pt layup from 2 ft,49,40
164,2,5:43.0,T. Hardaway misses 2-pt layup from 3 ft,,49,40
165,2,5:41.0,,Defensive rebound by D. DiVincenzo,49,40
166,2,5:37.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by D. DiVincenzo),49,42
167,2,5:35.0,Dallas full timeout,,49,42
168,2,5:35.0,J. Brunson enters the game for J. Jackson,,49,42
169,2,5:35.0,D. Finney-Smith enters the game for M. Kleber,,49,42
170,2,5:35.0,K. Porziņģis enters the game for C. Lee,,49,42
171,2,5:35.0,D. Powell enters the game for D. Wright,,49,42
172,2,5:20.0,K. Porziņģis makes 2-pt jump shot from 12 ft,,51,42
173,2,5:10.0,,K. Middleton misses 3-pt jump shot from 26 ft,51,42
174,2,5:07.0,Defensive rebound by K. Porziņģis,,51,42
175,2,5:05.0,Personal foul by K. Korver (drawn by D. Finney-Smith),,51,42
176,2,5:05.0,,B. Lopez enters the game for G. Antetokounmpo,51,42
177,2,4:58.0,J. Brunson makes 2-pt jump shot from 17 ft,,53,42
178,2,4:46.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by K. Middleton),53,45
179,2,4:35.0,T. Hardaway makes 2-pt jump shot from 15 ft (assist by J. Brunson),,55,45
180,2,4:24.0,,B. Lopez misses 3-pt jump shot from 24 ft,55,45
181,2,4:21.0,,Offensive rebound by D. DiVincenzo,55,45
182,2,4:18.0,,B. Lopez makes 2-pt layup from 2 ft (assist by K. Korver),55,47
183,2,4:18.0,,Shooting foul by K. Porziņģis (drawn by B. Lopez),55,47
184,2,4:18.0,,G. Hill enters the game for D. DiVincenzo,55,47
185,2,4:18.0,,E. İlyasova enters the game for K. Middleton,55,47
186,2,4:18.0,,B. Lopez makes free throw 1 of 1,55,48
187,2,4:05.0,T. Hardaway misses 3-pt jump shot from 28 ft,,55,48
188,2,4:02.0,,Defensive rebound by E. İlyasova,55,48
189,2,3:57.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by E. İlyasova),55,51
190,2,3:35.0,Shooting foul by K. Korver (drawn by D. Powell),,55,51
191,2,3:35.0,D. Powell makes free throw 1 of 2,,56,51
192,2,3:35.0,D. Powell makes free throw 2 of 2,,57,51
193,2,3:20.0,,E. İlyasova misses 2-pt hook shot from 9 ft,57,51
194,2,3:18.0,Defensive rebound by K. Porziņģis,,57,51
195,2,3:12.0,Turnover by T. Hardaway (bad pass; steal by G. Hill),,57,51
196,2,3:00.0,,W. Matthews misses 2-pt layup from 2 ft,57,51
197,2,2:58.0,Defensive rebound by D. Powell,,57,51
198,2,2:43.0,T. Hardaway misses 3-pt jump shot from 26 ft,,57,51
199,2,2:40.0,Offensive rebound by D. Powell,,57,51
200,2,2:32.0,D. Powell makes 2-pt layup from 1 ft,,59,51
201,2,2:07.0,,B. Lopez misses 3-pt jump shot from 27 ft,59,51
202,2,2:04.0,,Offensive rebound by G. Hill,59,51
203,2,2:02.0,,K. Korver misses 3-pt jump shot from 27 ft,59,51
204,2,2:02.0,,Offensive rebound by W. Matthews,59,51
205,2,1:49.0,,G. Hill misses 3-pt jump shot from 25 ft,59,51
206,2,1:49.0,,Offensive rebound by Team,59,51
207,2,1:49.0,,Personal foul by D. Powell (drawn by B. Lopez),59,51
208,2,1:49.0,,G. Antetokounmpo enters the game for K. Korver,59,51
209,2,1:49.0,,K. Middleton enters the game for B. Lopez,59,51
210,2,1:45.0,,G. Hill misses 2-pt jump shot from 13 ft,59,51
211,2,1:44.0,Defensive rebound by K. Porziņģis,,59,51
212,2,1:33.0,T. Hardaway misses 3-pt jump shot from 27 ft,,59,51
213,2,1:30.0,,Defensive rebound by G. Antetokounmpo,59,51
214,2,1:30.0,,Personal foul by D. Powell (drawn by G. Antetokounmpo),59,51
215,2,1:30.0,,G. Antetokounmpo makes free throw 1 of 2,59,52
216,2,1:30.0,M. Kleber enters the game for D. Powell,,59,52
217,2,1:30.0,,G. Antetokounmpo makes free throw 2 of 2,59,53
218,2,1:19.0,Personal foul by K. Middleton (drawn by K. Porziņģis),,59,53
219,2,1:19.0,,D. DiVincenzo enters the game for E. İlyasova,59,53
220,2,1:08.0,J. Brunson misses 3-pt jump shot from 27 ft,,59,53
221,2,1:03.0,,Defensive rebound by K. Middleton,59,53
222,2,0:53.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. DiVincenzo),59,56
223,2,0:41.0,Turnover by K. Porziņģis (lost ball; steal by K. Middleton),,59,56
224,2,0:34.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,59,56
225,2,0:31.0,Defensive rebound by D. Finney-Smith,,59,56
226,2,0:12.0,T. Hardaway misses 3-pt jump shot from 23 ft,,59,56
227,2,0:10.0,,Defensive rebound by G. Antetokounmpo,59,56
228,2,0:05.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Brunson),59,56
229,2,0:00.0,Turnover by J. Brunson (lost ball; steal by D. DiVincenzo),,59,56
230,3,11:38.0,K. Porziņģis makes 2-pt jump shot from 18 ft (assist by D. Powell),,61,56
231,3,11:19.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by D. DiVincenzo),61,58
232,3,10:51.0,T. Hardaway misses 2-pt jump shot from 12 ft,,61,58
233,3,10:48.0,,Defensive rebound by B. Lopez,61,58
234,3,10:44.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,61,58
235,3,10:41.0,Defensive rebound by D. Finney-Smith,,61,58
236,3,10:36.0,Personal foul by D. DiVincenzo (drawn by J. Brunson),,61,58
237,3,10:21.0,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by J. Brunson),,64,58
238,3,10:00.0,,Turnover by G. Antetokounmpo (traveling),64,58
239,3,9:48.0,T. Hardaway misses 2-pt jump shot from 18 ft,,64,58
240,3,9:45.0,,Defensive rebound by G. Antetokounmpo,64,58
241,3,9:42.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,64,60
242,3,9:24.0,D. Powell misses 3-pt jump shot from 25 ft,,64,60
243,3,9:22.0,,Defensive rebound by G. Antetokounmpo,64,60
244,3,9:19.0,,Personal foul by D. Finney-Smith (drawn by G. Antetokounmpo),64,60
245,3,9:13.0,,D. DiVincenzo misses 2-pt layup from 2 ft,64,60
246,3,9:10.0,Defensive rebound by D. Finney-Smith,,64,60
247,3,9:01.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,64,60
248,3,8:59.0,,Defensive rebound by D. DiVincenzo,64,60
249,3,8:56.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,64,62
250,3,8:56.0,,Shooting foul by D. Powell (drawn by G. Antetokounmpo),64,62
251,3,8:56.0,M. Kleber enters the game for D. Powell,,64,62
252,3,8:56.0,,G. Antetokounmpo makes free throw 1 of 1,64,63
253,3,8:43.0,Turnover by T. Hardaway (bad pass),,64,63
254,3,8:43.0,Dallas full timeout,,64,63
255,3,8:29.0,,K. Middleton misses 3-pt jump shot from 27 ft,64,63
256,3,8:27.0,Defensive rebound by D. Finney-Smith,,64,63
257,3,8:10.0,K. Porziņģis misses 3-pt jump shot from 29 ft (block by G. Antetokounmpo),,64,63
258,3,8:06.0,,Defensive rebound by D. DiVincenzo,64,63
259,3,8:05.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by D. DiVincenzo),64,65
260,3,7:46.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by J. Brunson),,66,65
261,3,7:31.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),66,67
262,3,7:12.0,M. Kleber makes 3-pt jump shot from 24 ft (assist by J. Brunson),,69,67
263,3,6:58.0,,K. Middleton misses 3-pt jump shot from 27 ft,69,67
264,3,6:55.0,Defensive rebound by T. Hardaway,,69,67
265,3,6:45.0,T. Hardaway misses 3-pt jump shot from 28 ft,,69,67
266,3,6:42.0,Offensive rebound by D. Finney-Smith,,69,67
267,3,6:32.0,Turnover by M. Kleber (bad pass),,69,67
268,3,6:32.0,S. Curry enters the game for T. Hardaway,,69,67
269,3,6:32.0,,E. İlyasova enters the game for G. Antetokounmpo,69,67
270,3,6:22.0,,D. DiVincenzo misses 2-pt jump shot from 19 ft,69,67
271,3,6:20.0,Defensive rebound by M. Kleber,,69,67
272,3,6:06.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,69,67
273,3,6:03.0,,Defensive rebound by D. DiVincenzo,69,67
274,3,5:52.0,,D. DiVincenzo misses 2-pt layup from 2 ft,69,67
275,3,5:50.0,,Offensive rebound by E. İlyasova,69,67
276,3,5:49.0,,E. İlyasova misses 2-pt layup from 2 ft,69,67
277,3,5:47.0,Defensive rebound by K. Porziņģis,,69,67
278,3,5:43.0,Personal foul by E. İlyasova (drawn by K. Porziņģis),,69,67
279,3,5:43.0,,S. Brown enters the game for D. DiVincenzo,69,67
280,3,5:43.0,,G. Hill enters the game for W. Matthews,69,67
281,3,5:29.0,S. Curry makes 2-pt layup from 7 ft,,71,67
282,3,5:14.0,,K. Middleton makes 2-pt jump shot from 16 ft,71,69
283,3,4:57.0,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Porziņģis),,74,69
284,3,4:57.0,Shooting foul by S. Brown (drawn by S. Curry),,74,69
285,3,4:57.0,D. Powell enters the game for K. Porziņģis,,74,69
286,3,4:57.0,S. Curry makes free throw 1 of 1,,75,69
287,3,4:45.0,,Personal foul by D. Finney-Smith (drawn by K. Middleton),75,69
288,3,4:36.0,,E. İlyasova misses 2-pt layup from 2 ft,75,69
289,3,4:33.0,Defensive rebound by M. Kleber,,75,69
290,3,4:26.0,D. Finney-Smith misses 2-pt jump shot from 7 ft,,75,69
291,3,4:25.0,Offensive rebound by Team,,75,69
292,3,4:25.0,,G. Antetokounmpo enters the game for B. Lopez,75,69
293,3,4:25.0,,P. Connaughton enters the game for K. Middleton,75,69
294,3,4:11.0,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,78,69
295,3,3:50.0,,G. Antetokounmpo misses 2-pt hook shot from 2 ft,78,69
296,3,3:47.0,Defensive rebound by D. Powell,,78,69
297,3,3:30.0,M. Kleber misses 3-pt jump shot from 27 ft,,78,69
298,3,3:26.0,,Defensive rebound by E. İlyasova,78,69
299,3,3:14.0,,P. Connaughton misses 3-pt jump shot from 26 ft,78,69
300,3,3:14.0,Defensive rebound by Team,,78,69
301,3,3:03.0,J. Brunson makes 2-pt jump shot from 17 ft,,80,69
302,3,3:02.0,,Milwaukee full timeout,80,69
303,3,3:02.0,J. Jackson enters the game for J. Brunson,,80,69
304,3,3:02.0,D. Wright enters the game for D. Powell,,80,69
305,3,2:36.0,,P. Connaughton misses 2-pt jump shot from 10 ft,80,69
306,3,2:33.0,Defensive rebound by M. Kleber,,80,69
307,3,2:30.0,S. Curry misses 3-pt jump shot from 27 ft,,80,69
308,3,2:28.0,,Defensive rebound by E. İlyasova,80,69
309,3,2:26.0,,Personal take foul by M. Kleber (drawn by G. Antetokounmpo),80,69
310,3,2:26.0,T. Hardaway enters the game for D. Finney-Smith,,80,69
311,3,2:26.0,,K. Korver enters the game for E. İlyasova,80,69
312,3,2:18.0,,G. Hill makes 2-pt layup from 1 ft (assist by K. Korver),80,71
313,3,1:52.0,D. Wright misses 2-pt jump shot from 7 ft,,80,71
314,3,1:49.0,,Defensive rebound by G. Antetokounmpo,80,71
315,3,1:43.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),80,74
316,3,1:29.0,Personal foul by P. Connaughton (drawn by M. Kleber),,80,74
317,3,1:25.0,Personal foul by G. Antetokounmpo (drawn by S. Curry),,80,74
318,3,1:25.0,S. Curry makes free throw 1 of 2,,81,74
319,3,1:25.0,S. Curry makes free throw 2 of 2,,82,74
320,3,1:17.0,,Personal foul by M. Kleber (drawn by G. Antetokounmpo),82,74
321,3,1:17.0,,G. Antetokounmpo misses free throw 1 of 2,82,74
322,3,1:17.0,,Offensive rebound by Team,82,74
323,3,1:17.0,,G. Antetokounmpo misses free throw 2 of 2,82,74
324,3,1:14.0,Defensive rebound by M. Kleber,,82,74
325,3,1:03.0,Turnover by T. Hardaway (lost ball; steal by G. Antetokounmpo),,82,74
326,3,0:59.0,,S. Brown misses 2-pt layup from 1 ft (block by M. Kleber),82,74
327,3,0:55.0,Defensive rebound by S. Curry,,82,74
328,3,0:44.0,D. Wright makes 2-pt layup from 1 ft (assist by S. Curry),,84,74
329,3,0:44.0,,Milwaukee full timeout,84,74
330,3,0:20.0,,P. Connaughton misses 3-pt jump shot from 27 ft,84,74
331,3,0:20.0,,Offensive rebound by Team,84,74
332,3,0:20.0,,Turnover by Team (shot clock),84,74
333,3,0:07.0,Personal foul by G. Hill (drawn by J. Jackson),,84,74
334,3,0:07.0,J. Jackson makes free throw 1 of 2,,85,74
335,3,0:07.0,J. Jackson makes free throw 2 of 2,,86,74
336,3,0:01.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,86,74
337,3,0:01.0,,Offensive rebound by G. Antetokounmpo,86,74
338,3,0:00.0,,Shooting foul by M. Kleber (drawn by G. Antetokounmpo),86,74
339,3,0:00.0,,Instant Replay (Request: Ruling Stands),86,74
340,3,0:00.0,,G. Antetokounmpo makes free throw 1 of 2,86,75
341,3,0:00.0,B. Marjanović enters the game for S. Curry,,86,75
342,3,0:00.0,K. Porziņģis enters the game for D. Wright,,86,75
343,3,0:00.0,,B. Lopez enters the game for G. Hill,86,75
344,3,0:00.0,,R. Lopez enters the game for K. Korver,86,75
345,3,0:00.0,,G. Antetokounmpo makes free throw 2 of 2,86,76
346,4,11:43.0,,Turnover by K. Middleton (bad pass; steal by D. Wright),86,76
347,4,11:39.0,Turnover by S. Curry (traveling),,86,76
348,4,11:29.0,,S. Brown misses 3-pt jump shot from 23 ft,86,76
349,4,11:25.0,,Offensive rebound by K. Middleton,86,76
350,4,11:25.0,,K. Middleton misses 2-pt layup from 1 ft,86,76
351,4,11:22.0,Defensive rebound by D. Powell,,86,76
352,4,11:09.0,S. Curry makes 2-pt jump shot from 8 ft,,88,76
353,4,10:54.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,88,78
354,4,10:54.0,,Shooting foul by D. Powell (drawn by G. Antetokounmpo),88,78
355,4,10:54.0,M. Kleber enters the game for D. Powell,,88,78
356,4,10:54.0,,G. Antetokounmpo makes free throw 1 of 1,88,79
357,4,10:34.0,D. Wright makes 2-pt layup from 2 ft (assist by S. Curry),,90,79
358,4,10:24.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,90,79
359,4,10:22.0,,Offensive rebound by G. Antetokounmpo,90,79
360,4,10:08.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,90,79
361,4,10:04.0,Defensive rebound by D. Finney-Smith,,90,79
362,4,9:57.0,S. Curry makes 2-pt jump shot from 21 ft,,92,79
363,4,9:35.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),92,82
364,4,9:25.0,Shooting foul by K. Middleton (drawn by K. Porziņģis),,92,82
365,4,9:25.0,K. Porziņģis makes free throw 1 of 2,,93,82
366,4,9:25.0,,D. DiVincenzo enters the game for G. Hill,93,82
367,4,9:25.0,K. Porziņģis makes free throw 2 of 2,,94,82
368,4,9:13.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by D. DiVincenzo),94,84
