,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MIAMI_ACTION,MINNESOTA_SCORE,MIAMI_SCORE
52,1,5:46.0,,G. Dragić enters the game for D. Robinson,17,15
53,1,5:31.0,,Shooting foul by J. Okogie (drawn by B. Adebayo),17,15
54,1,5:31.0,,B. Adebayo misses free throw 1 of 2,17,15
55,1,5:31.0,,Offensive rebound by Team,17,15
56,1,5:31.0,J. Culver enters the game for J. Okogie,,17,15
57,1,5:31.0,,B. Adebayo makes free throw 2 of 2,17,16
58,1,5:21.0,Offensive foul by D. Russell (drawn by K. Nunn),,17,16
59,1,5:21.0,Turnover by D. Russell (offensive foul),,17,16
60,1,5:09.0,,K. Nunn misses 3-pt jump shot from 24 ft,17,16
61,1,5:07.0,Defensive rebound by J. Hernangómez,,17,16
62,1,4:53.0,J. Culver misses 2-pt layup from 2 ft (block by J. Butler),,17,16
63,1,4:51.0,Offensive rebound by J. Culver,,17,16
64,1,4:48.0,J. Layman misses 3-pt jump shot from 23 ft,,17,16
65,1,4:46.0,,Defensive rebound by K. Olynyk,17,16
66,1,4:40.0,,Personal foul by J. Layman (drawn by K. Olynyk),17,16
67,1,4:40.0,K. Martin enters the game for J. Hernangómez,,17,16
68,1,4:25.0,,B. Adebayo misses 3-pt jump shot from 25 ft (block by J. Culver),17,16
69,1,4:24.0,,Offensive rebound by Team,17,16
70,1,4:23.0,,Turnover by Team (shot clock),17,16
71,1,4:11.0,Turnover by D. Russell (bad pass),,17,16
72,1,4:00.0,,J. Butler misses 2-pt layup from 2 ft (block by J. Johnson),17,16
73,1,3:57.0,,Offensive rebound by J. Butler,17,16
74,1,3:56.0,,G. Dragić makes 3-pt jump shot from 26 ft (assist by K. Nunn),17,19
75,1,3:43.0,J. Layman misses 2-pt jump shot from 11 ft,,17,19
76,1,3:39.0,,Defensive rebound by K. Olynyk,17,19
77,1,3:31.0,,Turnover by B. Adebayo (bad pass),17,19
78,1,3:31.0,,J. Crowder enters the game for B. Adebayo,17,19
79,1,3:31.0,,D. Jones enters the game for K. Olynyk,17,19
80,1,3:20.0,J. Culver misses 2-pt layup from 1 ft (block by D. Jones),,17,19
81,1,3:20.0,Offensive rebound by Team,,17,19
82,1,3:12.0,J. Culver makes 3-pt jump shot from 25 ft (assist by K. Martin),,20,19
83,1,3:08.0,,Personal foul by J. Layman (drawn by J. Butler),20,19
84,1,3:08.0,,J. Butler makes free throw 1 of 2,20,20
85,1,3:08.0,M. Beasley enters the game for J. Layman,,20,20
86,1,3:08.0,J. McLaughlin enters the game for D. Russell,,20,20
87,1,3:08.0,,J. Butler makes free throw 2 of 2,20,21
88,1,2:59.0,J. Johnson misses 3-pt jump shot from 26 ft,,20,21
89,1,2:56.0,,Defensive rebound by J. Crowder,20,21
90,1,2:54.0,,Shooting foul by J. Culver (drawn by J. Butler),20,21
91,1,2:54.0,,Miami full timeout,20,21
92,1,2:54.0,,D. Robinson enters the game for K. Nunn,20,21
93,1,2:54.0,,J. Butler misses free throw 1 of 2,20,21
94,1,2:54.0,,Offensive rebound by Team,20,21
95,1,2:54.0,,J. Butler makes free throw 2 of 2,20,22
96,1,2:35.0,K. Martin misses 3-pt jump shot from 23 ft,,20,22
97,1,2:32.0,,Defensive rebound by G. Dragić,20,22
98,1,2:22.0,,G. Dragić makes 2-pt layup from 1 ft (assist by J. Butler),20,24
99,1,2:11.0,M. Beasley misses 3-pt jump shot from 26 ft,,20,24
100,1,2:09.0,,Defensive rebound by J. Crowder,20,24
101,1,1:59.0,,G. Dragić makes 2-pt layup from 1 ft,20,26
102,1,1:40.0,J. Culver makes 2-pt layup from 1 ft,,22,26
103,1,1:22.0,,D. Robinson misses 3-pt jump shot from 26 ft,22,26
104,1,1:20.0,Defensive rebound by J. Culver,,22,26
105,1,1:14.0,K. Martin makes 2-pt layup from 1 ft (assist by J. McLaughlin),,24,26
106,1,1:00.0,,J. Crowder misses 3-pt jump shot from 23 ft,24,26
107,1,1:00.0,Defensive rebound by M. Beasley,,24,26
108,1,0:53.0,M. Beasley makes 3-pt jump shot from 27 ft (assist by J. Johnson),,27,26
109,1,0:39.0,,J. Butler misses 2-pt layup from 2 ft (block by J. Johnson),27,26
110,1,0:37.0,Defensive rebound by M. Beasley,,27,26
111,1,0:30.0,J. Johnson makes 2-pt layup from 2 ft (assist by M. Beasley),,29,26
112,1,0:19.0,,D. Jones makes 2-pt dunk from 1 ft (assist by G. Dragić),29,28
113,1,0:00.0,K. Martin misses 3-pt jump shot from 25 ft,,29,28
114,1,0:00.0,Offensive rebound by Team,,29,28
115,2,11:45.0,M. Beasley misses 3-pt jump shot from 26 ft,,29,28
116,2,11:44.0,,Defensive rebound by J. Crowder,29,28
117,2,11:43.0,,Personal foul by K. Martin (drawn by J. Crowder),29,28
118,2,11:25.0,,J. Crowder makes 2-pt layup from 2 ft (assist by A. Iguodala),29,30
119,2,11:07.0,J. Culver misses 2-pt jump shot from 16 ft,,29,30
120,2,11:05.0,,Defensive rebound by D. Robinson,29,30
121,2,10:55.0,,Turnover by D. Jones (lost ball; steal by J. McLaughlin),29,30
122,2,10:49.0,J. McLaughlin makes 3-pt jump shot from 25 ft (assist by K. Martin),,32,30
123,2,10:30.0,,G. Dragić misses 3-pt jump shot from 23 ft,32,30
124,2,10:30.0,Defensive rebound by J. Johnson,,32,30
125,2,10:03.0,K. Martin makes 3-pt jump shot from 23 ft (assist by J. Johnson),,35,30
126,2,9:48.0,,Turnover by G. Dragić (bad pass; steal by J. Culver),35,30
127,2,9:37.0,K. Martin misses 3-pt jump shot from 23 ft,,35,30
128,2,9:35.0,,Defensive rebound by D. Robinson,35,30
129,2,9:35.0,,Personal take foul by J. Johnson (drawn by G. Dragić),35,30
130,2,9:35.0,N. Reid enters the game for J. Johnson,,35,30
131,2,9:21.0,,Turnover by A. Iguodala (bad pass; steal by M. Beasley),35,30
132,2,9:18.0,Shooting foul by A. Iguodala (drawn by N. Reid),,35,30
133,2,9:18.0,N. Reid misses free throw 1 of 2,,35,30
134,2,9:18.0,Offensive rebound by Team,,35,30
135,2,9:18.0,N. Reid makes free throw 2 of 2,,36,30
136,2,8:56.0,,A. Iguodala makes 2-pt layup from 2 ft,36,32
137,2,8:51.0,Personal foul by G. Dragić (drawn by M. Beasley),,36,32
138,2,8:42.0,Turnover by J. Culver (discontinued dribble),,36,32
139,2,8:34.0,,Personal foul by M. Beasley (drawn by D. Robinson),36,32
140,2,8:25.0,,Turnover by A. Iguodala (bad pass; steal by J. McLaughlin),36,32
141,2,8:19.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by J. McLaughlin),,39,32
142,2,8:18.0,,Miami full timeout,39,32
143,2,8:18.0,,B. Adebayo enters the game for D. Jones,39,32
144,2,8:05.0,,B. Adebayo misses 2-pt dunk from 2 ft,39,32
145,2,8:03.0,Defensive rebound by N. Reid,,39,32
146,2,7:44.0,N. Reid misses 3-pt jump shot from 25 ft,,39,32
147,2,7:44.0,Offensive rebound by Team,,39,32
148,2,7:44.0,,K. Nunn enters the game for D. Robinson,39,32
149,2,7:37.0,J. Culver misses 2-pt layup from 3 ft (block by B. Adebayo),,39,32
150,2,7:37.0,Offensive rebound by Team,,39,32
151,2,7:35.0,Offensive foul by K. Martin (drawn by A. Iguodala),,39,32
152,2,7:35.0,Turnover by K. Martin (offensive foul),,39,32
153,2,7:26.0,,Shooting foul by N. Reid (drawn by B. Adebayo),39,32
154,2,7:26.0,,B. Adebayo makes free throw 1 of 2,39,33
155,2,7:26.0,J. Hernangómez enters the game for M. Beasley,,39,33
156,2,7:26.0,J. Layman enters the game for K. Martin,,39,33
157,2,7:26.0,D. Russell enters the game for J. McLaughlin,,39,33
158,2,7:26.0,,B. Adebayo misses free throw 2 of 2,39,33
159,2,7:24.0,Defensive rebound by N. Reid,,39,33
160,2,7:13.0,N. Reid makes 2-pt layup from 1 ft (assist by J. Culver),,41,33
161,2,6:59.0,,J. Crowder misses 3-pt jump shot from 24 ft,41,33
162,2,6:56.0,Defensive rebound by J. Layman,,41,33
163,2,6:53.0,J. Hernangómez makes 2-pt layup from 1 ft (assist by J. Layman),,43,33
164,2,6:40.0,,G. Dragić makes 2-pt jump shot from 10 ft,43,35
165,2,6:27.0,N. Reid misses 3-pt jump shot from 24 ft,,43,35
166,2,6:24.0,,Defensive rebound by G. Dragić,43,35
167,2,6:21.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by K. Nunn),43,37
168,2,6:21.0,,Shooting foul by N. Reid (drawn by B. Adebayo),43,37
169,2,6:21.0,J. Okogie enters the game for J. Culver,,43,37
170,2,6:21.0,,B. Adebayo misses free throw 1 of 1,43,37
171,2,6:19.0,Defensive rebound by J. Layman,,43,37
172,2,6:09.0,D. Russell makes 3-pt jump shot from 24 ft,,46,37
173,2,6:09.0,Shooting foul by K. Nunn (drawn by D. Russell),,46,37
174,2,6:09.0,J. Johnson enters the game for N. Reid,,46,37
175,2,6:09.0,,J. Butler enters the game for G. Dragić,46,37
176,2,6:09.0,D. Russell misses free throw 1 of 1,,46,37
177,2,6:07.0,,Defensive rebound by B. Adebayo,46,37
178,2,6:00.0,,Personal foul by D. Russell (drawn by K. Nunn),46,37
179,2,6:00.0,,K. Nunn makes free throw 1 of 2,46,38
180,2,6:00.0,,K. Nunn makes free throw 2 of 2,46,39
181,2,5:54.0,Personal foul by B. Adebayo (drawn by J. Layman),,46,39
182,2,5:46.0,J. Hernangómez misses 3-pt jump shot from 25 ft,,46,39
183,2,5:43.0,,Defensive rebound by A. Iguodala,46,39
184,2,5:32.0,,B. Adebayo makes 2-pt layup from 1 ft,46,41
185,2,5:23.0,D. Russell misses 3-pt jump shot from 23 ft,,46,41
186,2,5:21.0,,Defensive rebound by B. Adebayo,46,41
187,2,5:15.0,,K. Nunn misses 3-pt jump shot from 25 ft,46,41
188,2,5:15.0,,Offensive rebound by B. Adebayo,46,41
189,2,5:14.0,,Turnover by B. Adebayo (bad pass),46,41
190,2,4:57.0,J. Johnson misses 2-pt jump shot from 12 ft,,46,41
191,2,4:53.0,,Defensive rebound by J. Crowder,46,41
192,2,4:47.0,,K. Nunn misses 2-pt jump shot from 2 ft,46,41
193,2,4:45.0,,Offensive rebound by J. Butler,46,41
194,2,4:44.0,,J. Crowder misses 3-pt jump shot from 26 ft,46,41
195,2,4:41.0,Defensive rebound by D. Russell,,46,41
196,2,4:39.0,Minnesota full timeout,,46,41
197,2,4:39.0,,D. Jones enters the game for A. Iguodala,46,41
198,2,4:32.0,Shooting foul by J. Butler (drawn by J. Layman),,46,41
199,2,4:32.0,J. Layman makes free throw 1 of 2,,47,41
200,2,4:32.0,J. Layman misses free throw 2 of 2,,47,41
201,2,4:30.0,,Defensive rebound by J. Crowder,47,41
202,2,4:18.0,,J. Butler misses 2-pt layup from 2 ft (block by J. Okogie),47,41
203,2,4:17.0,,Offensive rebound by Team,47,41
204,2,4:13.0,,K. Nunn makes 2-pt layup from 1 ft (assist by J. Butler),47,43
205,2,3:56.0,J. Hernangómez makes 3-pt jump shot from 26 ft (assist by J. Johnson),,50,43
206,2,3:42.0,,Personal foul by J. Layman (drawn by B. Adebayo),50,43
207,2,3:42.0,,B. Adebayo makes free throw 1 of 2,50,44
208,2,3:42.0,M. Beasley enters the game for J. Layman,,50,44
209,2,3:42.0,,B. Adebayo makes free throw 2 of 2,50,45
210,2,3:29.0,D. Russell misses 2-pt jump shot from 6 ft,,50,45
211,2,3:27.0,,Defensive rebound by B. Adebayo,50,45
212,2,3:22.0,,Shooting foul by J. Johnson (drawn by D. Jones),50,45
213,2,3:22.0,,D. Jones makes free throw 1 of 2,50,46
214,2,3:22.0,,D. Jones makes free throw 2 of 2,50,47
215,2,3:07.0,Turnover by J. Hernangómez (bad pass; steal by J. Crowder),,50,47
216,2,3:06.0,,Shooting foul by M. Beasley (drawn by K. Nunn),50,47
217,2,3:06.0,,K. Nunn misses free throw 1 of 2,50,47
218,2,3:06.0,,Offensive rebound by Team,50,47
219,2,3:06.0,,K. Nunn makes free throw 2 of 2,50,48
220,2,2:59.0,Shooting foul by K. Nunn (drawn by D. Russell),,50,48
221,2,2:59.0,D. Russell makes free throw 1 of 2,,51,48
222,2,2:59.0,D. Russell makes free throw 2 of 2,,52,48
223,2,2:38.0,,B. Adebayo misses 2-pt layup from 1 ft,52,48
224,2,2:35.0,Defensive rebound by J. Johnson,,52,48
225,2,2:28.0,J. Johnson makes 2-pt layup from 2 ft,,54,48
226,2,2:15.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Butler),54,50
227,2,2:03.0,J. Johnson misses 3-pt jump shot from 26 ft,,54,50
228,2,2:01.0,,Defensive rebound by K. Nunn,54,50
229,2,1:53.0,,K. Nunn makes 2-pt hook shot from 8 ft,54,52
230,2,1:29.0,M. Beasley misses 3-pt jump shot from 26 ft,,54,52
231,2,1:27.0,,Defensive rebound by J. Crowder,54,52
232,2,1:25.0,,D. Jones makes 2-pt layup from 1 ft (assist by J. Butler),54,54
233,2,1:25.0,,Shooting foul by J. Johnson (drawn by D. Jones),54,54
234,2,1:25.0,J. Culver enters the game for M. Beasley,,54,54
235,2,1:25.0,K. Martin enters the game for J. Johnson,,54,54
236,2,1:25.0,,G. Dragić enters the game for K. Nunn,54,54
237,2,1:25.0,,D. Jones makes free throw 1 of 1,54,55
238,2,1:10.0,D. Russell makes 3-pt jump shot from 25 ft,,57,55
239,2,0:58.0,,J. Butler misses 2-pt layup from 2 ft,57,55
240,2,0:55.0,Defensive rebound by D. Russell,,57,55
241,2,0:42.0,J. Culver misses 3-pt jump shot from 25 ft,,57,55
242,2,0:40.0,,Defensive rebound by J. Crowder,57,55
243,2,0:26.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by B. Adebayo),57,58
244,2,0:08.0,Turnover by K. Martin (step out of bounds),,57,58
245,2,0:00.0,,G. Dragić makes 2-pt jump shot from 13 ft,57,60
246,2,0:00.0,,Instant Replay (Request: Ruling Stands),57,60
247,3,11:46.0,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),,60,60
248,3,11:30.0,,Turnover by J. Butler (bad pass; steal by N. Reid),60,60
249,3,11:09.0,D. Russell makes 3-pt jump shot from 29 ft,,63,60
250,3,10:43.0,,J. Butler makes 2-pt jump shot from 8 ft (assist by B. Adebayo),63,62
251,3,10:43.0,,Shooting foul by N. Reid (drawn by J. Butler),63,62
252,3,10:43.0,,J. Butler makes free throw 1 of 1,63,63
253,3,10:18.0,M. Beasley misses 3-pt jump shot from 25 ft,,63,63
254,3,10:16.0,,Defensive rebound by D. Robinson,63,63
255,3,10:09.0,,K. Nunn misses 3-pt jump shot from 26 ft,63,63
256,3,10:06.0,Defensive rebound by N. Reid,,63,63
257,3,9:59.0,D. Russell misses 3-pt jump shot from 26 ft,,63,63
258,3,9:56.0,,Defensive rebound by K. Olynyk,63,63
259,3,9:45.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by B. Adebayo),63,66
260,3,9:42.0,Minnesota full timeout,,63,66
261,3,9:42.0,J. Johnson enters the game for N. Reid,,63,66
262,3,9:25.0,D. Russell makes 2-pt jump shot from 15 ft,,65,66
263,3,9:01.0,,B. Adebayo makes 2-pt jump shot from 13 ft (assist by D. Robinson),65,68
264,3,8:41.0,D. Russell misses 3-pt jump shot from 25 ft,,65,68
265,3,8:39.0,,Defensive rebound by K. Olynyk,65,68
266,3,8:39.0,,Turnover by K. Olynyk (bad pass; steal by J. Hernangómez),65,68
267,3,8:38.0,J. Hernangómez makes 2-pt dunk from 1 ft,,67,68
268,3,8:23.0,,K. Nunn makes 2-pt jump shot from 7 ft,67,70
269,3,8:11.0,J. Hernangómez misses 3-pt jump shot from 26 ft,,67,70
270,3,8:09.0,,Defensive rebound by B. Adebayo,67,70
271,3,7:58.0,,B. Adebayo misses 2-pt layup from 2 ft,67,70
272,3,7:56.0,Defensive rebound by D. Russell,,67,70
273,3,7:51.0,M. Beasley makes 2-pt layup from 1 ft (assist by D. Russell),,69,70
274,3,7:39.0,,K. Nunn makes 2-pt layup from 1 ft,69,72
275,3,7:27.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by J. Okogie),,71,72
276,3,7:27.0,Shooting foul by B. Adebayo (drawn by J. Hernangómez),,71,72
277,3,7:27.0,J. Hernangómez misses free throw 1 of 1,,71,72
278,3,7:25.0,,Defensive rebound by K. Olynyk,71,72
279,3,7:04.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by B. Adebayo),71,74
280,3,6:49.0,J. Okogie misses 2-pt jump shot from 6 ft (block by K. Olynyk),,71,74
281,3,6:46.0,Offensive rebound by J. Johnson,,71,74
282,3,6:44.0,J. Johnson makes 2-pt layup from 1 ft,,73,74
283,3,6:38.0,,Shooting foul by J. Johnson (drawn by B. Adebayo),73,74
284,3,6:38.0,,B. Adebayo makes free throw 1 of 2,73,75
285,3,6:38.0,N. Reid enters the game for J. Johnson,,73,75
286,3,6:38.0,,B. Adebayo misses free throw 2 of 2,73,75
287,3,6:35.0,,Offensive rebound by D. Robinson,73,75
288,3,6:25.0,,K. Nunn makes 3-pt jump shot from 26 ft (assist by K. Olynyk),73,78
289,3,6:03.0,J. Okogie makes 2-pt jump shot from 1 ft,,75,78
290,3,5:56.0,,K. Nunn misses 2-pt layup from 1 ft,75,78
291,3,5:54.0,,Offensive rebound by J. Butler,75,78
292,3,5:51.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Butler),75,81
293,3,5:36.0,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by M. Beasley),,78,81
294,3,5:22.0,,K. Nunn misses 2-pt jump shot from 17 ft,78,81
295,3,5:20.0,Defensive rebound by J. Hernangómez,,78,81
296,3,5:09.0,N. Reid makes 2-pt layup from 1 ft (assist by D. Russell),,80,81
297,3,5:09.0,,Miami full timeout,80,81
298,3,5:09.0,J. Culver enters the game for M. Beasley,,80,81
299,3,5:09.0,J. Layman enters the game for J. Okogie,,80,81
300,3,5:09.0,,G. Dragić enters the game for D. Robinson,80,81
301,3,4:49.0,,J. Butler makes 2-pt layup from 1 ft (assist by K. Nunn),80,83
302,3,4:33.0,Turnover by D. Russell (bad pass; steal by K. Olynyk),,80,83
303,3,4:29.0,,Turnover by K. Nunn (lost ball; steal by J. Layman),80,83
304,3,4:17.0,J. Hernangómez makes 2-pt layup from 2 ft (assist by D. Russell),,82,83
305,3,4:05.0,,Shooting foul by J. Culver (drawn by J. Butler),82,83
306,3,4:05.0,,J. Butler makes free throw 1 of 2,82,84
307,3,4:05.0,J. McLaughlin enters the game for D. Russell,,82,84
308,3,4:05.0,,J. Crowder enters the game for K. Olynyk,82,84
309,3,4:05.0,,J. Butler makes free throw 2 of 2,82,85
310,3,3:56.0,J. Layman misses 3-pt jump shot from 25 ft,,82,85
311,3,3:56.0,,Defensive rebound by Team,82,85
312,3,3:42.0,,B. Adebayo makes 2-pt layup from 1 ft (assist by J. Butler),82,87
313,3,3:29.0,Shooting foul by K. Nunn (drawn by J. McLaughlin),,82,87
314,3,3:29.0,J. McLaughlin makes free throw 1 of 2,,83,87
315,3,3:29.0,K. Martin enters the game for J. Hernangómez,,83,87
316,3,3:29.0,J. McLaughlin makes free throw 2 of 2,,84,87
317,3,3:25.0,,Personal foul by J. Layman (drawn by J. Butler),84,87
318,3,3:23.0,,Turnover by B. Adebayo (bad pass),84,87
319,3,3:10.0,N. Reid makes 2-pt layup from 2 ft (assist by J. McLaughlin),,86,87
320,3,2:55.0,,Shooting foul by N. Reid (drawn by J. Butler),86,87
321,3,2:55.0,,J. Butler makes free throw 1 of 2,86,88
322,3,2:55.0,J. Johnson enters the game for N. Reid,,86,88
323,3,2:55.0,,D. Jones enters the game for B. Adebayo,86,88
324,3,2:55.0,,J. Butler makes free throw 2 of 2,86,89
325,3,2:44.0,J. McLaughlin makes 2-pt layup from 2 ft,,88,89
326,3,2:31.0,,D. Jones makes 2-pt dunk from 1 ft (assist by K. Nunn),88,91
327,3,2:19.0,Turnover by J. Johnson (bad pass; steal by J. Crowder),,88,91
328,3,2:17.0,,Personal foul by J. McLaughlin (drawn by K. Nunn),88,91
329,3,2:17.0,,K. Nunn misses free throw 1 of 2,88,91
330,3,2:17.0,,Offensive rebound by Team,88,91
331,3,2:17.0,,A. Iguodala enters the game for J. Butler,88,91
332,3,2:17.0,,K. Nunn makes free throw 2 of 2,88,92
333,3,1:56.0,K. Martin misses 3-pt jump shot from 23 ft,,88,92
334,3,1:54.0,,Defensive rebound by G. Dragić,88,92
335,3,1:45.0,,J. Crowder misses 3-pt jump shot from 26 ft,88,92
336,3,1:43.0,Defensive rebound by J. Johnson,,88,92
337,3,1:40.0,J. Johnson makes 2-pt layup from 1 ft,,90,92
338,3,1:40.0,Shooting foul by K. Nunn (drawn by J. Johnson),,90,92
339,3,1:40.0,J. Johnson makes free throw 1 of 1,,91,92
340,3,1:29.0,,Shooting foul by J. McLaughlin (drawn by G. Dragić),91,92
341,3,1:29.0,,G. Dragić misses free throw 1 of 3,91,92
342,3,1:29.0,,Offensive rebound by Team,91,92
343,3,1:29.0,,G. Dragić makes free throw 2 of 3,91,93
344,3,1:29.0,,D. Robinson enters the game for K. Nunn,91,93
345,3,1:29.0,,G. Dragić makes free throw 3 of 3,91,94
346,3,1:11.0,K. Martin makes 2-pt jump shot from 10 ft (assist by J. Layman),,93,94
347,3,0:56.0,,Turnover by G. Dragić (bad pass; steal by J. Johnson),93,94
348,3,0:53.0,Offensive foul by J. Culver (drawn by D. Robinson),,93,94
349,3,0:53.0,Turnover by J. Culver (offensive foul),,93,94
350,3,0:31.0,,Turnover by G. Dragić (lost ball; steal by J. Layman),93,94
351,3,0:25.0,Personal foul by D. Robinson (drawn by K. Martin),,93,94
352,3,0:25.0,K. Martin makes free throw 1 of 2,,94,94
353,3,0:25.0,J. Hernangómez enters the game for J. Johnson,,94,94
354,3,0:25.0,K. Martin makes free throw 2 of 2,,95,94
355,3,0:06.0,,Offensive foul by A. Iguodala (drawn by J. Hernangómez),95,94
356,3,0:06.0,,Turnover by A. Iguodala (offensive foul),95,94
357,3,0:06.0,M. Beasley enters the game for J. Culver,,95,94
358,3,0:00.0,J. McLaughlin misses 3-pt jump shot from 25 ft,,95,94
359,3,0:00.0,Offensive rebound by Team,,95,94
360,4,11:37.0,,D. Jones misses 2-pt layup from 7 ft,95,94
361,4,11:34.0,,Offensive rebound by D. Jones,95,94
362,4,11:33.0,,D. Jones makes 2-pt layup at rim,95,96
363,4,11:22.0,Turnover by J. Johnson (bad pass; steal by A. Iguodala),,95,96
364,4,11:19.0,,J. Crowder misses 2-pt layup at rim (block by J. Culver),95,96
365,4,11:19.0,,Offensive rebound by Team,95,96
366,4,11:15.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by D. Jones),95,99
367,4,11:00.0,J. Culver makes 2-pt dunk from 1 ft (assist by J. Johnson),,97,99
368,4,10:44.0,,G. Dragić misses 2-pt layup from 1 ft,97,99
369,4,10:43.0,Defensive rebound by J. McLaughlin,,97,99
370,4,10:37.0,J. Johnson misses 2-pt layup from 2 ft,,97,99
371,4,10:36.0,Offensive rebound by J. Johnson,,97,99
372,4,10:34.0,Turnover by J. Johnson (lost ball; steal by G. Dragić),,97,99
373,4,10:27.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by G. Dragić),97,102
374,4,10:26.0,Minnesota full timeout,,97,102
375,4,10:12.0,Turnover by J. Johnson (lost ball; steal by D. Jones),,97,102
376,4,10:05.0,,J. Crowder misses 3-pt jump shot from 25 ft,97,102
377,4,10:02.0,Defensive rebound by K. Martin,,97,102
378,4,10:01.0,Personal foul by J. Crowder (drawn by K. Martin),,97,102
