,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DENVER_ACTION,PHILADELPHIA_SCORE,DENVER_SCORE
102,1,2:12.0,Offensive foul by J. Embiid (drawn by M. Plumlee),,20,14
103,1,2:12.0,Turnover by J. Embiid (offensive foul),,20,14
104,1,1:58.0,,M. Plumlee makes 2-pt dunk at rim (assist by M. Beasley),20,16
105,1,1:37.0,J. Richardson misses 2-pt jump shot from 15 ft (block by J. Grant),,20,16
106,1,1:32.0,,Defensive rebound by T. Craig,20,16
107,1,1:18.0,,J. Grant makes 2-pt jump shot from 17 ft (assist by M. Morris),20,18
108,1,1:04.0,T. Burke misses 2-pt jump shot from 16 ft,,20,18
109,1,1:03.0,Offensive rebound by Team,,20,18
110,1,1:03.0,,Loose ball foul by T. Craig (drawn by J. Embiid),20,18
111,1,0:54.0,J. Richardson makes 2-pt layup from 1 ft (assist by J. Embiid),,22,18
112,1,0:44.0,,M. Plumlee misses 2-pt jump shot from 14 ft,22,18
113,1,0:42.0,Defensive rebound by J. Embiid,,22,18
114,1,0:33.0,Turnover by J. Embiid (lost ball; steal by M. Plumlee),,22,18
115,1,0:24.0,,M. Beasley misses 2-pt jump shot from 16 ft,22,18
116,1,0:21.0,Defensive rebound by J. Embiid,,22,18
117,1,0:01.0,T. Burke makes 2-pt jump shot from 15 ft,,24,18
118,2,11:43.0,T. Harris makes 2-pt jump shot from 17 ft (assist by K. O'Quinn),,26,18
119,2,11:24.0,,M. Morris makes 2-pt layup from 3 ft (assist by T. Craig),26,20
120,2,11:11.0,J. Richardson misses 2-pt jump shot from 18 ft,,26,20
121,2,11:09.0,,Defensive rebound by M. Beasley,26,20
122,2,11:02.0,,Offensive foul by M. Plumlee (drawn by K. O'Quinn),26,20
123,2,11:02.0,,Turnover by M. Plumlee (offensive foul),26,20
124,2,11:02.0,,N. Jokić enters the game for M. Plumlee,26,20
125,2,10:50.0,K. O'Quinn makes 2-pt layup from 3 ft (assist by T. Burke),,28,20
126,2,10:50.0,Shooting foul by N. Jokić (drawn by K. O'Quinn),,28,20
127,2,10:50.0,K. O'Quinn misses free throw 1 of 1,,28,20
128,2,10:48.0,,Defensive rebound by N. Jokić,28,20
129,2,10:39.0,,Turnover by M. Beasley (bad pass; steal by J. Ennis),28,20
130,2,10:36.0,J. Ennis makes 2-pt layup from 2 ft,,30,20
131,2,10:36.0,,Denver full timeout,30,20
132,2,10:36.0,,J. Murray enters the game for M. Beasley,30,20
133,2,10:36.0,,M. Porter enters the game for T. Craig,30,20
134,2,10:21.0,,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),30,22
135,2,10:03.0,T. Harris misses 2-pt hook shot from 3 ft (block by J. Grant),,30,22
136,2,10:00.0,Offensive rebound by T. Harris,,30,22
137,2,9:59.0,T. Harris misses 2-pt layup from 3 ft,,30,22
138,2,9:58.0,,Defensive rebound by N. Jokić,30,22
139,2,9:53.0,,M. Porter makes 2-pt dunk from 2 ft (assist by N. Jokić),30,24
140,2,9:23.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by T. Burke),,32,24
141,2,9:11.0,,N. Jokić misses 2-pt jump shot from 20 ft,32,24
142,2,9:07.0,Defensive rebound by T. Harris,,32,24
143,2,8:51.0,K. O'Quinn makes 2-pt jump shot from 23 ft (assist by J. Richardson),,34,24
144,2,8:36.0,,Shooting foul by K. O'Quinn (drawn by N. Jokić),34,24
145,2,8:36.0,,N. Jokić misses free throw 1 of 2,34,24
146,2,8:36.0,,Offensive rebound by Team,34,24
147,2,8:36.0,,N. Jokić makes free throw 2 of 2,34,25
148,2,8:25.0,T. Burke misses 2-pt jump shot from 8 ft,,34,25
149,2,8:21.0,Offensive rebound by J. Ennis,,34,25
150,2,8:21.0,J. Ennis makes 2-pt dunk from 1 ft,,36,25
151,2,8:21.0,,Technical foul by T. Burke,36,25
152,2,8:21.0,,J. Murray makes technical free throw,36,26
153,2,8:21.0,,G. Harris enters the game for M. Morris,36,26
154,2,8:06.0,,J. Murray makes 2-pt jump shot from 15 ft,36,28
155,2,7:46.0,T. Burke makes 3-pt jump shot from 23 ft (assist by T. Harris),,39,28
156,2,7:37.0,,N. Jokić misses 3-pt jump shot from 25 ft,39,28
157,2,7:33.0,Defensive rebound by T. Burke,,39,28
158,2,7:23.0,K. O'Quinn makes 2-pt layup from 2 ft (assist by T. Burke),,41,28
159,2,7:23.0,,Denver full timeout,41,28
160,2,7:23.0,F. Korkmaz enters the game for J. Ennis,,41,28
161,2,7:23.0,M. Scott enters the game for J. Richardson,,41,28
162,2,7:23.0,,W. Barton enters the game for J. Grant,41,28
163,2,7:23.0,,P. Millsap enters the game for M. Porter,41,28
164,2,7:07.0,,Shooting foul by K. O'Quinn (drawn by N. Jokić),41,28
165,2,7:07.0,,N. Jokić makes free throw 1 of 2,41,29
166,2,7:07.0,,N. Jokić makes free throw 2 of 2,41,30
167,2,6:46.0,T. Harris misses 2-pt jump shot from 8 ft,,41,30
168,2,6:44.0,,Defensive rebound by N. Jokić,41,30
169,2,6:33.0,,Shooting foul by M. Scott (drawn by P. Millsap),41,30
170,2,6:33.0,,P. Millsap makes free throw 1 of 2,41,31
171,2,6:33.0,,P. Millsap makes free throw 2 of 2,41,32
172,2,6:13.0,K. O'Quinn makes 3-pt jump shot from 26 ft,,44,32
173,2,5:59.0,,N. Jokić misses 3-pt jump shot from 24 ft,44,32
174,2,5:56.0,Defensive rebound by T. Harris,,44,32
175,2,5:41.0,K. O'Quinn misses 2-pt layup from 2 ft,,44,32
176,2,5:41.0,,Defensive rebound by Team,44,32
177,2,5:41.0,R. Neto enters the game for T. Burke,,44,32
178,2,5:29.0,,G. Harris misses 2-pt jump shot from 8 ft,44,32
179,2,5:23.0,Defensive rebound by K. O'Quinn,,44,32
180,2,5:16.0,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by K. O'Quinn),,47,32
181,2,4:59.0,,J. Murray makes 2-pt layup from 2 ft,47,34
182,2,4:38.0,F. Korkmaz makes 3-pt jump shot from 25 ft (assist by R. Neto),,50,34
183,2,4:19.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),50,36
184,2,4:02.0,Turnover by K. O'Quinn (bad pass; steal by N. Jokić),,50,36
185,2,4:02.0,,Personal foul by K. O'Quinn (drawn by N. Jokić),50,36
186,2,4:02.0,J. Embiid enters the game for K. O'Quinn,,50,36
187,2,4:02.0,A. Horford enters the game for M. Scott,,50,36
188,2,3:52.0,,J. Murray makes 2-pt jump shot from 20 ft,50,38
189,2,3:50.0,Philadelphia full timeout,,50,38
190,2,3:50.0,J. Richardson enters the game for T. Harris,,50,38
191,2,3:30.0,J. Embiid misses 2-pt layup from 2 ft (block by N. Jokić),,50,38
192,2,3:29.0,Offensive rebound by J. Embiid,,50,38
193,2,3:27.0,J. Embiid misses 2-pt layup from 1 ft,,50,38
194,2,3:26.0,Offensive rebound by J. Embiid,,50,38
195,2,3:26.0,J. Embiid misses 2-pt layup from 1 ft,,50,38
196,2,3:25.0,Offensive rebound by J. Embiid,,50,38
197,2,3:24.0,J. Embiid misses 2-pt layup from 1 ft (block by P. Millsap),,50,38
198,2,3:23.0,,Defensive rebound by J. Murray,50,38
199,2,3:04.0,,P. Millsap misses 2-pt dunk from 2 ft (block by J. Embiid),50,38
200,2,3:02.0,Defensive rebound by A. Horford,,50,38
201,2,2:59.0,F. Korkmaz makes 2-pt jump shot from 16 ft (assist by R. Neto),,52,38
202,2,2:36.0,,N. Jokić misses 3-pt jump shot from 25 ft,52,38
203,2,2:33.0,Defensive rebound by J. Embiid,,52,38
204,2,2:13.0,A. Horford misses 2-pt jump shot from 12 ft,,52,38
205,2,2:10.0,,Defensive rebound by N. Jokić,52,38
206,2,2:04.0,,J. Murray makes 2-pt jump shot from 12 ft,52,40
207,2,1:44.0,Turnover by A. Horford (bad pass),,52,40
208,2,1:44.0,,M. Plumlee enters the game for N. Jokić,52,40
209,2,1:29.0,,M. Plumlee misses 2-pt jump shot from 21 ft,52,40
210,2,1:26.0,,Offensive rebound by P. Millsap,52,40
211,2,1:18.0,,P. Millsap misses 2-pt jump shot from 4 ft,52,40
212,2,1:16.0,Defensive rebound by A. Horford,,52,40
213,2,0:59.0,J. Richardson makes 2-pt jump shot from 17 ft (assist by A. Horford),,54,40
214,2,0:47.0,,Shooting foul by F. Korkmaz (drawn by M. Plumlee),54,40
215,2,0:47.0,,M. Plumlee misses free throw 1 of 2,54,40
216,2,0:47.0,,Offensive rebound by Team,54,40
217,2,0:47.0,,T. Craig enters the game for J. Murray,54,40
218,2,0:47.0,,M. Plumlee misses free throw 2 of 2,54,40
219,2,0:45.0,Defensive rebound by J. Embiid,,54,40
220,2,0:33.0,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by J. Richardson),,57,40
221,2,0:17.0,,W. Barton makes 2-pt jump shot from 6 ft,57,42
222,2,0:05.0,Personal take foul by M. Plumlee (drawn by R. Neto),,57,42
223,2,0:00.0,J. Embiid misses 2-pt layup from 4 ft,,57,42
224,2,0:00.0,,Defensive rebound by M. Plumlee,57,42
225,3,11:36.0,Turnover by J. Embiid (lost ball; steal by W. Barton),,57,42
226,3,11:32.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by W. Barton),57,45
227,3,11:12.0,A. Horford misses 3-pt jump shot from 22 ft,,57,45
228,3,11:10.0,,Defensive rebound by N. Jokić,57,45
229,3,10:54.0,,N. Jokić misses 3-pt jump shot from 25 ft,57,45
230,3,10:51.0,Defensive rebound by T. Harris,,57,45
231,3,10:38.0,Turnover by J. Embiid (lost ball; steal by P. Millsap),,57,45
232,3,10:38.0,,Personal foul by J. Embiid (drawn by P. Millsap),57,45
233,3,10:22.0,,G. Harris misses 2-pt jump shot from 12 ft,57,45
234,3,10:17.0,Defensive rebound by T. Harris,,57,45
235,3,10:08.0,J. Embiid misses 3-pt jump shot from 24 ft,,57,45
236,3,10:05.0,,Defensive rebound by W. Barton,57,45
237,3,9:56.0,,J. Murray misses 2-pt jump shot from 8 ft,57,45
238,3,9:53.0,,Offensive rebound by J. Murray,57,45
239,3,9:53.0,,J. Murray misses 2-pt layup from 1 ft,57,45
240,3,9:51.0,Defensive rebound by T. Harris,,57,45
241,3,9:40.0,T. Harris makes 2-pt jump shot from 3 ft,,59,45
242,3,9:24.0,,W. Barton makes 2-pt jump shot from 6 ft,59,47
243,3,9:07.0,J. Embiid makes 2-pt layup from 2 ft (assist by R. Neto),,61,47
244,3,8:46.0,,W. Barton misses 3-pt jump shot from 25 ft,61,47
245,3,8:40.0,Defensive rebound by J. Embiid,,61,47
246,3,8:19.0,Turnover by R. Neto (bad pass; steal by J. Murray),,61,47
247,3,8:14.0,,W. Barton makes 2-pt layup from 2 ft (assist by J. Murray),61,49
248,3,7:51.0,Shooting foul by P. Millsap (drawn by A. Horford),,61,49
249,3,7:51.0,A. Horford misses free throw 1 of 2,,61,49
250,3,7:51.0,Offensive rebound by Team,,61,49
251,3,7:51.0,A. Horford misses free throw 2 of 2,,61,49
252,3,7:49.0,,Defensive rebound by P. Millsap,61,49
253,3,7:41.0,,N. Jokić makes 2-pt jump shot from 21 ft,61,51
254,3,7:15.0,Turnover by J. Embiid (lost ball; steal by G. Harris),,61,51
255,3,7:10.0,,P. Millsap makes 3-pt jump shot from 22 ft (assist by G. Harris),61,54
256,3,7:09.0,Philadelphia full timeout,,61,54
257,3,7:09.0,J. Ennis enters the game for J. Embiid,,61,54
258,3,7:09.0,F. Korkmaz enters the game for J. Richardson,,61,54
259,3,7:00.0,R. Neto misses 2-pt layup from 2 ft (block by J. Murray),,61,54
260,3,6:59.0,Offensive rebound by Team,,61,54
261,3,6:51.0,A. Horford makes 3-pt jump shot from 25 ft (assist by F. Korkmaz),,64,54
262,3,6:35.0,,J. Murray makes 2-pt jump shot from 16 ft (assist by G. Harris),64,56
263,3,6:10.0,Shooting foul by G. Harris (drawn by F. Korkmaz),,64,56
264,3,6:10.0,F. Korkmaz misses free throw 1 of 2,,64,56
265,3,6:10.0,Offensive rebound by Team,,64,56
266,3,6:10.0,F. Korkmaz makes free throw 2 of 2,,65,56
267,3,5:58.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by G. Harris),65,59
268,3,5:32.0,T. Harris makes 2-pt jump shot from 17 ft,,67,59
269,3,5:12.0,,J. Murray makes 2-pt jump shot from 21 ft,67,61
270,3,4:56.0,Turnover by R. Neto (bad pass),,67,61
271,3,4:49.0,,J. Murray misses 3-pt jump shot from 25 ft,67,61
272,3,4:46.0,Defensive rebound by A. Horford,,67,61
273,3,4:39.0,T. Harris misses 2-pt jump shot from 11 ft,,67,61
274,3,4:35.0,Offensive rebound by A. Horford,,67,61
275,3,4:32.0,R. Neto makes 2-pt jump shot from 7 ft (assist by T. Harris),,69,61
276,3,4:18.0,,P. Millsap misses 2-pt jump shot from 13 ft,69,61
277,3,4:14.0,Defensive rebound by F. Korkmaz,,69,61
278,3,4:10.0,T. Harris misses 3-pt jump shot from 25 ft,,69,61
279,3,4:07.0,,Defensive rebound by G. Harris,69,61
280,3,4:01.0,,G. Harris misses 2-pt jump shot from 11 ft,69,61
281,3,3:58.0,Defensive rebound by A. Horford,,69,61
282,3,3:42.0,A. Horford misses 2-pt jump shot from 20 ft,,69,61
283,3,3:38.0,,Defensive rebound by J. Murray,69,61
284,3,3:29.0,,N. Jokić misses 2-pt layup from 2 ft (block by A. Horford),69,61
285,3,3:27.0,Defensive rebound by R. Neto,,69,61
286,3,3:24.0,Shooting foul by P. Millsap (drawn by J. Ennis),,69,61
287,3,3:24.0,J. Ennis misses free throw 1 of 2,,69,61
288,3,3:24.0,Offensive rebound by Team,,69,61
289,3,3:24.0,,J. Grant enters the game for N. Jokić,69,61
290,3,3:24.0,,M. Plumlee enters the game for P. Millsap,69,61
291,3,3:24.0,J. Ennis misses free throw 2 of 2,,69,61
292,3,3:22.0,,Defensive rebound by M. Plumlee,69,61
293,3,3:11.0,,Turnover by W. Barton (bad pass; steal by T. Harris),69,61
294,3,3:03.0,A. Horford makes 2-pt layup from 1 ft (assist by R. Neto),,71,61
295,3,3:03.0,,Denver full timeout,71,61
296,3,3:03.0,T. Burke enters the game for T. Harris,,71,61
297,3,3:03.0,J. Richardson enters the game for F. Korkmaz,,71,61
298,3,3:03.0,M. Scott enters the game for R. Neto,,71,61
299,3,3:03.0,,M. Morris enters the game for W. Barton,71,61
300,3,3:03.0,,M. Porter enters the game for G. Harris,71,61
301,3,2:50.0,,Turnover by M. Plumlee (bad pass; steal by M. Scott),71,61
302,3,2:38.0,J. Richardson makes 3-pt jump shot from 24 ft (assist by A. Horford),,74,61
303,3,2:25.0,,M. Morris misses 2-pt jump shot from 13 ft,74,61
304,3,2:22.0,,Offensive rebound by M. Morris,74,61
305,3,2:16.0,,Shooting foul by M. Scott (drawn by J. Grant),74,61
306,3,2:16.0,,J. Grant makes free throw 1 of 2,74,62
307,3,2:16.0,J. Embiid enters the game for A. Horford,,74,62
308,3,2:16.0,,J. Grant makes free throw 2 of 2,74,63
309,3,2:00.0,J. Embiid makes 2-pt jump shot from 14 ft,,76,63
310,3,1:48.0,,M. Porter misses 3-pt jump shot from 25 ft,76,63
311,3,1:46.0,Defensive rebound by Team,,76,63
312,3,1:46.0,,M. Beasley enters the game for J. Murray,76,63
313,3,1:36.0,J. Richardson misses 2-pt jump shot from 21 ft,,76,63
314,3,1:32.0,,Defensive rebound by M. Plumlee,76,63
315,3,1:29.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by J. Grant),76,65
316,3,1:16.0,J. Ennis makes 2-pt layup from 1 ft (assist by J. Richardson),,78,65
317,3,1:02.0,,J. Grant misses 2-pt jump shot from 6 ft,78,65
318,3,0:59.0,Defensive rebound by M. Scott,,78,65
319,3,0:53.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by J. Richardson),,81,65
320,3,0:39.0,,M. Morris misses 2-pt jump shot from 9 ft (block by T. Burke),81,65
321,3,0:38.0,,Offensive rebound by Team,81,65
322,3,0:36.0,,J. Grant misses 2-pt jump shot from 19 ft,81,65
323,3,0:31.0,Defensive rebound by J. Ennis,,81,65
324,3,0:11.0,J. Embiid makes 2-pt layup from 2 ft,,83,65
325,3,0:11.0,Shooting foul by M. Plumlee (drawn by J. Embiid),,83,65
326,3,0:11.0,,N. Jokić enters the game for J. Grant,83,65
327,3,0:11.0,,J. Murray enters the game for M. Plumlee,83,65
328,3,0:11.0,J. Embiid makes free throw 1 of 1,,84,65
329,3,0:04.0,,Personal take foul by J. Richardson (drawn by J. Murray),84,65
330,3,0:01.0,,N. Jokić misses 3-pt jump shot from 27 ft,84,65
331,3,0:01.0,Defensive rebound by J. Embiid,,84,65
332,4,11:47.0,,J. Murray misses 2-pt jump shot from 17 ft,84,65
333,4,11:44.0,Defensive rebound by J. Embiid,,84,65
334,4,11:31.0,M. Scott misses 3-pt jump shot from 25 ft,,84,65
335,4,11:28.0,Offensive rebound by J. Embiid,,84,65
336,4,11:21.0,J. Richardson misses 2-pt jump shot from 12 ft,,84,65
337,4,11:15.0,Offensive rebound by Team,,84,65
338,4,11:05.0,T. Burke misses 2-pt layup from 1 ft,,84,65
339,4,11:02.0,Offensive rebound by M. Scott,,84,65
340,4,11:01.0,M. Scott makes 2-pt layup from 2 ft,,86,65
341,4,10:49.0,,N. Jokić makes 2-pt jump shot from 4 ft (assist by J. Murray),86,67
342,4,10:36.0,Turnover by F. Korkmaz (lost ball; steal by P. Millsap),,86,67
343,4,10:29.0,,P. Millsap makes 3-pt jump shot from 23 ft (assist by J. Murray),86,70
344,4,10:15.0,Personal foul by N. Jokić (drawn by J. Richardson),,86,70
345,4,10:15.0,,W. Barton enters the game for M. Porter,86,70
346,4,10:05.0,J. Embiid misses 2-pt layup from 4 ft (block by P. Millsap),,86,70
347,4,10:00.0,,Defensive rebound by P. Millsap,86,70
348,4,9:55.0,,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),86,72
349,4,9:43.0,Turnover by J. Embiid (bad pass),,86,72
350,4,9:36.0,,J. Murray misses 3-pt jump shot from 26 ft,86,72
351,4,9:33.0,Defensive rebound by F. Korkmaz,,86,72
352,4,9:14.0,J. Richardson misses 2-pt layup from 1 ft,,86,72
353,4,9:13.0,,Defensive rebound by N. Jokić,86,72
354,4,9:07.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by P. Millsap),86,75
355,4,9:05.0,Philadelphia full timeout,,86,75
356,4,9:05.0,T. Harris enters the game for J. Richardson,,86,75
357,4,9:05.0,,G. Harris enters the game for M. Morris,86,75
358,4,8:49.0,T. Burke misses 3-pt jump shot from 25 ft,,86,75
359,4,8:46.0,,Defensive rebound by W. Barton,86,75
360,4,8:36.0,,N. Jokić misses 3-pt jump shot from 25 ft,86,75
361,4,8:32.0,Defensive rebound by J. Embiid,,86,75
362,4,8:12.0,T. Harris misses 2-pt jump shot from 8 ft,,86,75
363,4,8:10.0,,Defensive rebound by N. Jokić,86,75
364,4,8:09.0,,N. Jokić misses 2-pt jump shot from 10 ft,86,75
365,4,7:57.0,,Offensive rebound by N. Jokić,86,75
366,4,7:51.0,,P. Millsap misses 2-pt layup from 6 ft,86,75
367,4,7:48.0,Defensive rebound by J. Embiid,,86,75
368,4,7:43.0,J. Embiid misses 3-pt jump shot from 24 ft,,86,75
369,4,7:40.0,,Defensive rebound by Team,86,75
370,4,7:40.0,A. Horford enters the game for T. Burke,,86,75
371,4,7:40.0,R. Neto enters the game for J. Embiid,,86,75
372,4,7:31.0,,N. Jokić misses 2-pt jump shot from 15 ft,86,75
373,4,7:28.0,Defensive rebound by T. Harris,,86,75
374,4,7:19.0,R. Neto makes 3-pt jump shot from 25 ft (assist by A. Horford),,89,75
375,4,7:01.0,,G. Harris makes 2-pt layup from 1 ft (assist by J. Murray),89,77
376,4,6:45.0,R. Neto misses 2-pt layup from 3 ft (block by N. Jokić),,89,77
377,4,6:45.0,Offensive rebound by Team,,89,77
378,4,6:38.0,T. Harris misses 3-pt jump shot from 25 ft,,89,77
379,4,6:34.0,,Defensive rebound by W. Barton,89,77
380,4,6:31.0,,Personal foul by M. Scott (drawn by N. Jokić),89,77
381,4,6:22.0,,G. Harris misses 2-pt layup from 4 ft (block by R. Neto),89,77
382,4,6:19.0,Defensive rebound by A. Horford,,89,77
383,4,6:00.0,R. Neto makes 2-pt layup from 1 ft (assist by T. Harris),,91,77
384,4,5:48.0,,N. Jokić makes 2-pt hook shot from 2 ft,91,79
