,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,SAN ANTONIO_ACTION,BROOKLYN_SCORE,SAN ANTONIO_SCORE
383,4,8:13.0,,L. Walker misses 2-pt jump shot from 19 ft,83,90
384,4,8:11.0,Defensive rebound by T. Prince,,83,90
385,4,8:07.0,Shooting foul by L. Aldridge (drawn by S. Dinwiddie),,83,90
386,4,8:07.0,S. Dinwiddie makes free throw 1 of 2,,84,90
387,4,8:07.0,S. Dinwiddie makes free throw 2 of 2,,85,90
388,4,7:50.0,,D. DeRozan misses 2-pt jump shot from 12 ft,85,90
389,4,7:48.0,,Offensive rebound by L. Aldridge,85,90
390,4,7:48.0,,L. Aldridge misses 2-pt layup from 1 ft,85,90
391,4,7:48.0,,Offensive rebound by L. Aldridge,85,90
392,4,7:48.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by L. Aldridge),85,90
393,4,7:48.0,,L. Aldridge makes free throw 1 of 2,85,91
394,4,7:48.0,,L. Aldridge makes free throw 2 of 2,85,92
395,4,7:29.0,Shooting foul by L. Aldridge (drawn by S. Dinwiddie),,85,92
396,4,7:29.0,S. Dinwiddie makes free throw 1 of 2,,86,92
397,4,7:29.0,W. Chandler enters the game for J. Harris,,86,92
398,4,7:29.0,,D. Murray enters the game for D. White,86,92
399,4,7:29.0,S. Dinwiddie makes free throw 2 of 2,,87,92
400,4,7:14.0,,L. Walker misses 3-pt jump shot from 25 ft,87,92
401,4,7:12.0,Defensive rebound by J. Allen,,87,92
402,4,7:03.0,Turnover by S. Dinwiddie (traveling),,87,92
403,4,7:03.0,,B. Forbes enters the game for L. Walker,87,92
404,4,6:46.0,,D. Murray makes 2-pt jump shot from 18 ft,87,94
405,4,6:23.0,T. Prince makes 2-pt layup from 2 ft,,89,94
406,4,6:08.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. DeRozan),89,96
407,4,5:48.0,Flagrant foul type 1 by B. Forbes (drawn by T. Prince),,89,96
408,4,5:48.0,Instant Replay (Request: Ruling Stands),,89,96
409,4,5:48.0,T. Prince makes flagrant free throw 1 of 3,,90,96
410,4,5:48.0,T. Prince makes flagrant free throw 2 of 3,,91,96
411,4,5:48.0,T. Prince makes flagrant free throw 3 of 3,,92,96
412,4,5:48.0,,P. Mills enters the game for B. Forbes,92,96
413,4,5:44.0,S. Dinwiddie makes 2-pt dunk from 1 ft (assist by J. Allen),,94,96
414,4,5:43.0,,San Antonio full timeout,94,96
415,4,5:22.0,,M. Belinelli makes 2-pt jump shot from 22 ft (assist by L. Aldridge),94,98
416,4,5:10.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,94,98
417,4,5:08.0,,Defensive rebound by Team,94,98
418,4,4:57.0,,L. Aldridge makes 2-pt jump shot from 18 ft (assist by D. DeRozan),94,100
419,4,4:37.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,,94,100
420,4,4:34.0,,Defensive rebound by D. Murray,94,100
421,4,4:28.0,,Personal foul by T. Luwawu-Cabarrot (drawn by D. DeRozan),94,100
422,4,4:28.0,J. Harris enters the game for W. Chandler,,94,100
423,4,4:28.0,G. Temple enters the game for T. Luwawu-Cabarrot,,94,100
424,4,4:15.0,,L. Aldridge misses 2-pt jump shot from 15 ft,94,100
425,4,4:13.0,Defensive rebound by T. Prince,,94,100
426,4,4:09.0,T. Prince misses 3-pt jump shot from 27 ft,,94,100
427,4,4:08.0,,Defensive rebound by Team,94,100
428,4,4:08.0,Loose ball foul by J. Allen (drawn by P. Mills),,94,100
429,4,4:08.0,,P. Mills makes free throw 1 of 2,94,101
430,4,4:08.0,,P. Mills makes free throw 2 of 2,94,102
431,4,3:52.0,S. Dinwiddie makes 2-pt jump shot from 10 ft,,96,102
432,4,3:52.0,Shooting foul by M. Belinelli (drawn by S. Dinwiddie),,96,102
433,4,3:52.0,S. Dinwiddie makes free throw 1 of 1,,97,102
434,4,3:37.0,,P. Mills makes 3-pt jump shot from 25 ft,97,105
435,4,3:17.0,S. Dinwiddie makes 2-pt jump shot from 6 ft,,99,105
436,4,3:02.0,,L. Aldridge makes 2-pt jump shot from 22 ft (assist by D. DeRozan),99,107
437,4,2:45.0,S. Dinwiddie misses 3-pt jump shot from 31 ft,,99,107
438,4,2:41.0,Offensive rebound by J. Allen,,99,107
439,4,2:37.0,S. Dinwiddie makes 2-pt layup at rim (assist by J. Allen),,101,107
440,4,2:13.0,,M. Belinelli misses 3-pt jump shot from 30 ft,101,107
441,4,2:10.0,Defensive rebound by J. Harris,,101,107
442,4,2:04.0,Turnover by T. Prince (lost ball; steal by M. Belinelli),,101,107
443,4,2:00.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by D. DeRozan),101,109
444,4,1:49.0,Offensive foul by G. Temple (drawn by M. Belinelli),,101,109
445,4,1:49.0,Turnover by G. Temple (offensive foul),,101,109
446,4,1:37.0,,P. Mills makes 3-pt jump shot from 26 ft (assist by D. Murray),101,112
447,4,1:33.0,Shooting foul by D. Murray (drawn by S. Dinwiddie),,101,112
448,4,1:33.0,,San Antonio full timeout,101,112
449,4,1:33.0,,Instant Replay (Challenge: Ruling Stands),101,112
450,4,1:33.0,S. Dinwiddie misses free throw 1 of 3,,101,112
451,4,1:33.0,Offensive rebound by Team,,101,112
452,4,1:33.0,S. Dinwiddie makes free throw 2 of 3,,102,112
453,4,1:33.0,S. Dinwiddie makes free throw 3 of 3,,103,112
454,4,1:13.0,,P. Mills misses 2-pt layup from 1 ft,103,112
455,4,1:13.0,,Offensive rebound by L. Aldridge,103,112
456,4,1:13.0,,L. Aldridge makes 2-pt layup from 1 ft,103,114
457,4,1:13.0,Brooklyn full timeout,,103,114
458,4,1:09.0,T. Prince misses 3-pt jump shot from 25 ft,,103,114
459,4,1:08.0,Offensive rebound by J. Harris,,103,114
460,4,1:06.0,S. Dinwiddie misses 3-pt jump shot from 29 ft,,103,114
461,4,1:03.0,,Defensive rebound by D. Murray,103,114
462,4,1:03.0,,Personal foul by T. Prince (drawn by D. Murray),103,114
463,4,1:03.0,,D. Murray makes free throw 1 of 2,103,115
464,4,1:03.0,W. Chandler enters the game for J. Allen,,103,115
465,4,1:03.0,R. Kurucs enters the game for S. Dinwiddie,,103,115
466,4,1:03.0,T. Luwawu-Cabarrot enters the game for J. Harris,,103,115
467,4,1:03.0,D. Musa enters the game for T. Prince,,103,115
468,4,1:03.0,T. Pinson enters the game for G. Temple,,103,115
469,4,1:03.0,,D. Murray makes free throw 2 of 2,103,116
470,4,0:47.0,D. Musa makes 2-pt layup from 1 ft,,105,116
471,4,0:47.0,,San Antonio full timeout,105,116
472,4,0:47.0,,B. Forbes enters the game for L. Aldridge,105,116
473,4,0:47.0,,T. Lyles enters the game for M. Belinelli,105,116
474,4,0:47.0,,C. Metu enters the game for D. DeRozan,105,116
475,4,0:47.0,,L. Walker enters the game for P. Mills,105,116
476,4,0:47.0,,D. White enters the game for D. Murray,105,116
477,4,0:47.0,,Violation by Team (delay of game),105,116
478,4,0:29.0,,B. Forbes misses 2-pt jump shot from 17 ft,105,116
479,4,0:28.0,,Offensive rebound by C. Metu,105,116
480,4,0:28.0,,C. Metu makes 2-pt layup from 1 ft,105,118
481,4,0:17.0,R. Kurucs misses 3-pt jump shot from 27 ft,,105,118
482,4,0:14.0,,Defensive rebound by C. Metu,105,118
