,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,UTAH_ACTION,NEW ORLEANS_SCORE,UTAH_SCORE
97,1,2:10.0,,D. Mitchell enters the game for R. O'Neale,26,39
98,1,2:10.0,,J. Green makes free throw 2 of 2,26,40
99,1,1:50.0,N. Melli misses 2-pt jump shot from 14 ft,,26,40
100,1,1:48.0,,Defensive rebound by Team,26,40
101,1,1:34.0,,D. Mitchell misses 2-pt layup from 3 ft,26,40
102,1,1:32.0,Defensive rebound by N. Melli,,26,40
103,1,1:23.0,L. Ball misses 2-pt jump shot from 19 ft,,26,40
104,1,1:20.0,,Defensive rebound by G. Niang,26,40
105,1,1:15.0,,G. Niang makes 2-pt layup from 3 ft,26,42
106,1,1:07.0,N. Melli makes 3-pt jump shot from 26 ft (assist by E. Moore),,29,42
107,1,0:52.0,,J. Ingles misses 3-pt jump shot from 23 ft,29,42
108,1,0:49.0,Defensive rebound by K. Williams,,29,42
109,1,0:43.0,L. Ball makes 2-pt layup from 2 ft (assist by K. Williams),,31,42
110,1,0:27.0,,J. Ingles misses 2-pt layup from 3 ft,31,42
111,1,0:25.0,Defensive rebound by L. Ball,,31,42
112,1,0:19.0,L. Ball misses 2-pt jump shot from 9 ft (block by G. Niang),,31,42
113,1,0:19.0,,Defensive rebound by Team,31,42
114,1,0:02.0,,Shooting foul by L. Ball (drawn by D. Mitchell),31,42
115,1,0:02.0,,D. Mitchell makes free throw 1 of 2,31,43
116,1,0:02.0,,D. Mitchell makes free throw 2 of 2,31,44
117,1,0:00.0,F. Jackson misses 3-pt jump shot from 54 ft (block by G. Niang),,31,44
118,1,0:00.0,Offensive rebound by Team,,31,44
119,2,11:48.0,E. Moore makes 3-pt jump shot from 26 ft (assist by B. Ingram),,34,44
120,2,11:31.0,,D. Mitchell makes 2-pt dunk from 2 ft (assist by J. Ingles),34,46
121,2,11:29.0,Technical foul by D. Mitchell,,34,46
122,2,11:29.0,B. Ingram makes technical free throw,,35,46
123,2,11:11.0,L. Ball misses 3-pt jump shot from 29 ft,,35,46
124,2,11:08.0,,Defensive rebound by J. Ingles,35,46
125,2,11:04.0,,Offensive foul by J. Green (drawn by B. Ingram),35,46
126,2,11:04.0,,Turnover by J. Green (offensive foul),35,46
127,2,11:04.0,,D. Exum enters the game for G. Niang,35,46
128,2,10:54.0,F. Jackson misses 2-pt jump shot from 5 ft,,35,46
129,2,10:51.0,,Defensive rebound by J. Green,35,46
130,2,10:36.0,,J. Ingles misses 3-pt jump shot from 24 ft,35,46
131,2,10:33.0,Defensive rebound by N. Melli,,35,46
132,2,10:23.0,F. Jackson misses 3-pt jump shot from 25 ft,,35,46
133,2,10:20.0,,Defensive rebound by J. Ingles,35,46
134,2,10:12.0,,E. Mudiay makes 2-pt layup from 3 ft,35,48
135,2,9:58.0,F. Jackson misses 2-pt jump shot from 10 ft,,35,48
136,2,9:55.0,,Defensive rebound by E. Mudiay,35,48
137,2,9:52.0,,Personal foul by F. Jackson (drawn by E. Mudiay),35,48
138,2,9:37.0,,E. Mudiay misses 3-pt jump shot from 24 ft,35,48
139,2,9:33.0,Defensive rebound by E. Moore,,35,48
140,2,9:29.0,E. Moore misses 2-pt layup from 1 ft,,35,48
141,2,9:28.0,,Defensive rebound by J. Ingles,35,48
142,2,9:22.0,,D. Mitchell makes 2-pt jump shot from 2 ft (assist by J. Ingles),35,50
143,2,9:09.0,Shooting foul by E. Mudiay (drawn by F. Jackson),,35,50
144,2,9:09.0,F. Jackson makes free throw 1 of 2,,36,50
145,2,9:09.0,F. Jackson makes free throw 2 of 2,,37,50
146,2,8:51.0,,Shooting foul by N. Melli (drawn by E. Mudiay),37,50
147,2,8:51.0,,E. Mudiay misses free throw 1 of 2,37,50
148,2,8:51.0,,Offensive rebound by Team,37,50
149,2,8:51.0,,B. Bogdanović enters the game for J. Green,37,50
150,2,8:51.0,,T. Bradley enters the game for D. Mitchell,37,50
151,2,8:51.0,,E. Mudiay makes free throw 2 of 2,37,51
152,2,8:38.0,E. Moore misses 2-pt jump shot from 10 ft,,37,51
153,2,8:35.0,,Defensive rebound by T. Bradley,37,51
154,2,8:16.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,37,51
155,2,8:14.0,Defensive rebound by F. Jackson,,37,51
156,2,8:06.0,B. Ingram misses 2-pt jump shot from 5 ft,,37,51
157,2,8:04.0,,Defensive rebound by D. Exum,37,51
158,2,7:57.0,,J. Ingles misses 3-pt jump shot from 26 ft,37,51
159,2,7:53.0,,Offensive rebound by E. Mudiay,37,51
160,2,7:50.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by E. Mudiay),37,53
161,2,7:36.0,L. Ball misses 3-pt jump shot from 25 ft,,37,53
162,2,7:34.0,,Defensive rebound by T. Bradley,37,53
163,2,7:15.0,,D. Exum misses 2-pt layup from 4 ft,37,53
164,2,7:12.0,,Offensive rebound by D. Exum,37,53
165,2,7:08.0,,Utah full timeout,37,53
166,2,7:08.0,J. Hayes enters the game for L. Ball,,37,53
167,2,7:08.0,J. Holiday enters the game for N. Melli,,37,53
168,2,7:08.0,,M. Conley enters the game for J. Ingles,37,53
169,2,7:08.0,,R. O'Neale enters the game for E. Mudiay,37,53
170,2,6:59.0,,M. Conley misses 2-pt jump shot from 16 ft,37,53
171,2,6:56.0,,Offensive rebound by T. Bradley,37,53
172,2,6:56.0,,Turnover by Team (shot clock),37,53
173,2,6:40.0,J. Holiday misses 2-pt layup from 3 ft,,37,53
174,2,6:37.0,,Defensive rebound by B. Bogdanović,37,53
175,2,6:32.0,,T. Bradley makes 2-pt layup from 1 ft (assist by D. Exum),37,55
176,2,6:20.0,J. Hayes misses 2-pt dunk from 1 ft,,37,55
177,2,6:17.0,,Defensive rebound by T. Bradley,37,55
178,2,6:02.0,,Offensive foul by D. Exum (drawn by J. Hayes),37,55
179,2,6:02.0,,Turnover by D. Exum (offensive foul),37,55
180,2,6:02.0,J. Redick enters the game for F. Jackson,,37,55
181,2,6:02.0,,G. Niang enters the game for D. Exum,37,55
182,2,5:44.0,Shooting foul by M. Conley (drawn by J. Redick),,37,55
183,2,5:44.0,J. Redick makes free throw 1 of 3,,38,55
184,2,5:44.0,J. Redick makes free throw 2 of 3,,39,55
185,2,5:44.0,J. Redick makes free throw 3 of 3,,40,55
186,2,5:29.0,,G. Niang misses 2-pt jump shot from 13 ft,40,55
187,2,5:27.0,Defensive rebound by B. Ingram,,40,55
188,2,5:15.0,B. Ingram misses 2-pt layup from 5 ft,,40,55
189,2,5:11.0,Offensive rebound by J. Hayes,,40,55
190,2,5:11.0,J. Hayes makes 2-pt dunk at rim,,42,55
191,2,4:59.0,,T. Bradley makes 2-pt layup from 2 ft (assist by B. Bogdanović),42,57
192,2,4:44.0,J. Holiday misses 2-pt layup from 2 ft,,42,57
193,2,4:44.0,,Defensive rebound by Team,42,57
194,2,4:44.0,,J. Green enters the game for T. Bradley,42,57
195,2,4:44.0,,D. Mitchell enters the game for G. Niang,42,57
196,2,4:30.0,,B. Bogdanović makes 2-pt jump shot from 9 ft (assist by J. Green),42,59
197,2,4:18.0,B. Ingram misses 2-pt jump shot from 9 ft,,42,59
198,2,4:14.0,,Defensive rebound by D. Mitchell,42,59
199,2,4:09.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by D. Mitchell),42,62
200,2,3:53.0,B. Ingram misses 3-pt jump shot from 25 ft,,42,62
201,2,3:51.0,Offensive rebound by J. Redick,,42,62
202,2,3:49.0,J. Redick misses 2-pt jump shot from 5 ft,,42,62
203,2,3:47.0,,Defensive rebound by J. Green,42,62
204,2,3:44.0,,Personal foul by J. Hayes (drawn by J. Green),42,62
205,2,3:44.0,K. Williams enters the game for E. Moore,,42,62
206,2,3:32.0,,J. Green misses 3-pt jump shot from 26 ft,42,62
207,2,3:29.0,Defensive rebound by J. Holiday,,42,62
208,2,3:24.0,J. Hayes misses 2-pt layup from 2 ft,,42,62
209,2,3:21.0,,Defensive rebound by D. Mitchell,42,62
210,2,3:19.0,,Turnover by B. Bogdanović (bad pass),42,62
211,2,3:08.0,J. Holiday makes 2-pt hook shot from 5 ft,,44,62
212,2,2:49.0,,M. Conley makes 2-pt layup from 2 ft (assist by J. Green),44,64
213,2,2:41.0,B. Ingram makes 3-pt jump shot from 22 ft (assist by J. Holiday),,47,64
214,2,2:17.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by R. O'Neale),47,67
215,2,2:07.0,J. Holiday makes 3-pt jump shot from 24 ft,,50,67
216,2,1:47.0,,D. Mitchell makes 3-pt jump shot from 23 ft (assist by R. O'Neale),50,70
217,2,1:31.0,B. Ingram makes 2-pt jump shot from 10 ft,,52,70
218,2,1:15.0,,Shooting foul by J. Hayes (drawn by M. Conley),52,70
219,2,1:15.0,New Orleans full timeout,,52,70
220,2,1:15.0,,M. Conley makes free throw 1 of 2,52,71
221,2,1:15.0,,M. Conley makes free throw 2 of 2,52,72
222,2,1:05.0,J. Hayes makes 2-pt dunk from 2 ft (assist by J. Holiday),,54,72
223,2,0:40.0,,D. Mitchell misses 3-pt jump shot from 28 ft,54,72
224,2,0:37.0,Defensive rebound by B. Ingram,,54,72
225,2,0:30.0,B. Ingram misses 2-pt jump shot from 11 ft,,54,72
226,2,0:27.0,,Defensive rebound by B. Bogdanović,54,72
227,2,0:10.0,,D. Mitchell misses 3-pt jump shot from 26 ft,54,72
228,2,0:07.0,,Offensive rebound by M. Conley,54,72
229,2,0:01.0,,Shooting foul by J. Redick (drawn by R. O'Neale),54,72
230,2,0:01.0,,R. O'Neale makes free throw 1 of 2,54,73
231,2,0:01.0,,R. O'Neale makes free throw 2 of 2,54,74
232,3,11:50.0,Turnover by K. Williams (bad pass; steal by M. Conley),,54,74
233,3,11:43.0,,Turnover by D. Mitchell (lost ball; steal by J. Holiday),54,74
234,3,11:35.0,J. Redick misses 3-pt jump shot from 28 ft,,54,74
235,3,11:32.0,,Defensive rebound by M. Conley,54,74
236,3,11:09.0,,M. Conley misses 2-pt jump shot from 10 ft,54,74
237,3,11:08.0,Defensive rebound by J. Hayes,,54,74
238,3,11:02.0,J. Holiday makes 2-pt layup from 2 ft (assist by B. Ingram),,56,74
239,3,10:38.0,,M. Conley misses 2-pt jump shot from 10 ft (block by J. Hayes),56,74
240,3,10:32.0,Defensive rebound by J. Redick,,56,74
241,3,10:22.0,Turnover by B. Ingram (bad pass),,56,74
242,3,10:09.0,,D. Mitchell makes 2-pt jump shot from 11 ft,56,76
243,3,9:48.0,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Hayes),,59,76
244,3,9:37.0,,Shooting foul by J. Hayes (drawn by M. Conley),59,76
245,3,9:37.0,,M. Conley misses free throw 1 of 2,59,76
246,3,9:37.0,,Offensive rebound by Team,59,76
247,3,9:37.0,,M. Conley makes free throw 2 of 2,59,77
248,3,9:24.0,Shooting foul by R. O'Neale (drawn by B. Ingram),,59,77
249,3,9:24.0,B. Ingram makes free throw 1 of 2,,60,77
250,3,9:24.0,B. Ingram makes free throw 2 of 2,,61,77
251,3,9:13.0,,Personal foul by K. Williams (drawn by B. Bogdanović),61,77
252,3,9:05.0,,Turnover by D. Mitchell (lost ball; steal by J. Redick),61,77
253,3,9:00.0,B. Ingram misses 2-pt jump shot from 6 ft,,61,77
254,3,8:57.0,,Defensive rebound by M. Conley,61,77
255,3,8:50.0,,Turnover by M. Conley (bad pass; steal by J. Redick),61,77
256,3,8:48.0,J. Redick misses 3-pt jump shot from 27 ft,,61,77
257,3,8:44.0,Offensive rebound by K. Williams,,61,77
258,3,8:43.0,Turnover by K. Williams (lost ball; steal by R. O'Neale),,61,77
259,3,8:36.0,,M. Conley misses 3-pt jump shot from 23 ft,61,77
260,3,8:34.0,Defensive rebound by J. Holiday,,61,77
261,3,8:15.0,B. Ingram makes 2-pt jump shot from 6 ft,,63,77
262,3,7:57.0,,T. Bradley makes 2-pt jump shot from 12 ft (assist by D. Mitchell),63,79
263,3,7:49.0,Personal foul by M. Conley (drawn by J. Redick),,63,79
264,3,7:49.0,L. Ball enters the game for J. Hayes,,63,79
265,3,7:49.0,N. Melli enters the game for J. Holiday,,63,79
266,3,7:49.0,,J. Ingles enters the game for M. Conley,63,79
267,3,7:48.0,J. Redick misses 3-pt jump shot from 25 ft,,63,79
268,3,7:44.0,,Defensive rebound by T. Bradley,63,79
269,3,7:36.0,,Personal foul by B. Ingram (drawn by D. Mitchell),63,79
270,3,7:24.0,,B. Bogdanović makes 2-pt jump shot from 8 ft,63,81
271,3,7:06.0,L. Ball misses 2-pt jump shot from 20 ft,,63,81
272,3,7:03.0,,Defensive rebound by J. Ingles,63,81
273,3,6:58.0,,D. Mitchell misses 2-pt layup from 5 ft (block by K. Williams),63,81
274,3,6:58.0,,Offensive rebound by Team,63,81
275,3,6:58.0,,Utah full timeout,63,81
276,3,6:58.0,,Turnover by B. Bogdanović (back court),63,81
277,3,6:49.0,B. Ingram makes 2-pt jump shot from 10 ft,,65,81
278,3,6:34.0,,B. Bogdanović misses 2-pt jump shot from 6 ft (block by L. Ball),65,81
279,3,6:32.0,Defensive rebound by Team,,65,81
280,3,6:21.0,B. Ingram makes 2-pt jump shot from 16 ft,,67,81
281,3,6:14.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,67,81
282,3,6:11.0,Defensive rebound by J. Redick,,67,81
283,3,6:04.0,J. Redick makes 3-pt jump shot from 26 ft (assist by L. Ball),,70,81
284,3,5:50.0,,D. Mitchell makes 3-pt jump shot from 25 ft,70,84
285,3,5:29.0,N. Melli makes 3-pt jump shot from 26 ft (assist by J. Redick),,73,84
286,3,5:14.0,,Offensive foul by T. Bradley (drawn by B. Ingram),73,84
287,3,5:14.0,,Turnover by T. Bradley (offensive foul),73,84
288,3,5:14.0,,J. Green enters the game for T. Bradley,73,84
289,3,5:14.0,,E. Mudiay enters the game for D. Mitchell,73,84
290,3,5:06.0,B. Ingram makes 2-pt dunk from 1 ft (assist by J. Redick),,75,84
291,3,4:49.0,,E. Mudiay makes 2-pt jump shot from 10 ft,75,86
292,3,4:36.0,L. Ball makes 3-pt jump shot from 28 ft (assist by B. Ingram),,78,86
293,3,4:24.0,,Offensive foul by J. Green (drawn by K. Williams),78,86
294,3,4:24.0,,Turnover by J. Green (offensive foul),78,86
295,3,4:10.0,B. Ingram misses 2-pt jump shot from 14 ft,,78,86
296,3,4:07.0,Offensive rebound by K. Williams,,78,86
297,3,4:00.0,Turnover by L. Ball (bad pass),,78,86
298,3,3:41.0,,J. Green makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),78,89
299,3,3:22.0,B. Ingram misses 2-pt jump shot from 10 ft,,78,89
300,3,3:18.0,Offensive rebound by L. Ball,,78,89
301,3,3:11.0,Turnover by J. Redick (step out of bounds),,78,89
302,3,3:11.0,J. Holiday enters the game for K. Williams,,78,89
303,3,2:54.0,,B. Bogdanović makes 2-pt layup from 2 ft,78,91
304,3,2:42.0,J. Holiday misses 3-pt jump shot from 27 ft,,78,91
305,3,2:39.0,,Defensive rebound by B. Bogdanović,78,91
306,3,2:35.0,,Shooting foul by J. Redick (drawn by J. Green),78,91
307,3,2:35.0,New Orleans full timeout,,78,91
308,3,2:35.0,J. Hayes enters the game for B. Ingram,,78,91
309,3,2:35.0,F. Jackson enters the game for J. Redick,,78,91
310,3,2:35.0,,M. Conley enters the game for B. Bogdanović,78,91
311,3,2:35.0,,D. Mitchell enters the game for E. Mudiay,78,91
312,3,2:35.0,,G. Niang enters the game for R. O'Neale,78,91
313,3,2:35.0,,J. Green makes free throw 1 of 2,78,92
314,3,2:35.0,,J. Green makes free throw 2 of 2,78,93
315,3,2:22.0,J. Holiday makes 2-pt jump shot from 8 ft,,80,93
316,3,2:10.0,,G. Niang makes 3-pt jump shot from 26 ft (assist by M. Conley),80,96
317,3,2:01.0,L. Ball makes 3-pt jump shot from 25 ft,,83,96
318,3,1:52.0,,D. Mitchell misses 2-pt dunk from 1 ft,83,96
319,3,1:50.0,Defensive rebound by J. Holiday,,83,96
320,3,1:50.0,Personal foul by J. Ingles (drawn by J. Holiday),,83,96
321,3,1:32.0,J. Holiday makes 3-pt jump shot from 25 ft,,86,96
322,3,1:19.0,,D. Mitchell makes 2-pt layup from 1 ft (assist by M. Conley),86,98
323,3,1:04.0,L. Ball misses 2-pt jump shot from 8 ft (block by J. Green),,86,98
324,3,1:02.0,Offensive rebound by L. Ball,,86,98
325,3,1:01.0,L. Ball makes 2-pt layup from 2 ft,,88,98
326,3,0:50.0,,M. Conley misses 2-pt layup from 1 ft,88,98
327,3,0:47.0,Defensive rebound by F. Jackson,,88,98
328,3,0:45.0,Turnover by L. Ball (bad pass),,88,98
329,3,0:35.0,,D. Mitchell misses 3-pt jump shot from 28 ft,88,98
330,3,0:32.0,Defensive rebound by N. Melli,,88,98
331,3,0:15.0,L. Ball misses 3-pt jump shot from 27 ft,,88,98
332,3,0:12.0,,Defensive rebound by D. Mitchell,88,98
333,3,0:01.0,,D. Mitchell misses 3-pt jump shot from 25 ft,88,98
334,3,0:01.0,Defensive rebound by F. Jackson,,88,98
335,4,11:51.0,,M. Conley misses 3-pt jump shot from 24 ft,88,98
336,4,11:48.0,Defensive rebound by Team,,88,98
337,4,11:36.0,J. Hayes misses 2-pt layup from 5 ft (block by T. Bradley),,88,98
338,4,11:35.0,Offensive rebound by Team,,88,98
339,4,11:29.0,L. Ball misses 2-pt jump shot from 14 ft,,88,98
340,4,11:26.0,,Defensive rebound by J. Ingles,88,98
341,4,11:21.0,,Offensive foul by J. Ingles (drawn by J. Holiday),88,98
342,4,11:21.0,,Turnover by J. Ingles (offensive foul),88,98
343,4,11:13.0,J. Holiday misses 2-pt jump shot from 10 ft,,88,98
344,4,11:12.0,Offensive rebound by Team,,88,98
345,4,11:12.0,,Loose ball foul by T. Bradley (drawn by J. Hayes),88,98
346,4,11:01.0,Shooting foul by T. Bradley (drawn by B. Ingram),,88,98
347,4,11:01.0,B. Ingram makes free throw 1 of 2,,89,98
348,4,11:01.0,,J. Green enters the game for T. Bradley,89,98
349,4,11:01.0,B. Ingram makes free throw 2 of 2,,90,98
350,4,10:51.0,,Personal foul by J. Holiday (drawn by M. Conley),90,98
351,4,10:51.0,,R. O'Neale enters the game for G. Niang,90,98
352,4,10:44.0,,Shooting foul by F. Jackson (drawn by M. Conley),90,98
353,4,10:44.0,,M. Conley makes free throw 1 of 3,90,99
354,4,10:44.0,,M. Conley makes free throw 2 of 3,90,100
355,4,10:44.0,,M. Conley makes free throw 3 of 3,90,101
356,4,10:36.0,L. Ball makes 3-pt jump shot from 29 ft (assist by B. Ingram),,93,101
357,4,10:27.0,,Personal foul by J. Holiday (drawn by M. Conley),93,101
358,4,10:27.0,E. Moore enters the game for L. Ball,,93,101
359,4,10:19.0,,Personal foul by J. Holiday (drawn by D. Mitchell),93,101
360,4,10:10.0,,D. Mitchell misses 2-pt dunk from 4 ft (block by J. Holiday),93,101
361,4,10:08.0,Defensive rebound by J. Hayes,,93,101
362,4,10:04.0,J. Holiday misses 3-pt jump shot from 23 ft,,93,101
363,4,10:01.0,,Defensive rebound by J. Ingles,93,101
364,4,9:47.0,,D. Mitchell makes 3-pt jump shot from 29 ft (assist by R. O'Neale),93,104
365,4,9:37.0,Offensive foul by J. Hayes (drawn by D. Mitchell),,93,104
366,4,9:37.0,Turnover by J. Hayes (offensive foul),,93,104
367,4,9:27.0,,D. Mitchell misses 2-pt jump shot from 9 ft,93,104
368,4,9:25.0,Defensive rebound by J. Holiday,,93,104
369,4,9:12.0,F. Jackson misses 3-pt jump shot from 26 ft,,93,104
370,4,9:09.0,,Defensive rebound by D. Mitchell,93,104
371,4,9:00.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by D. Mitchell),93,107
372,4,8:47.0,B. Ingram makes 3-pt jump shot from 26 ft,,96,107
373,4,8:33.0,,Offensive foul by J. Ingles (drawn by B. Ingram),96,107
374,4,8:33.0,,Turnover by J. Ingles (offensive foul),96,107
375,4,8:33.0,L. Ball enters the game for J. Holiday,,96,107
376,4,8:33.0,,B. Bogdanović enters the game for M. Conley,96,107
377,4,8:33.0,,E. Mudiay enters the game for D. Mitchell,96,107
378,4,8:14.0,F. Jackson misses 3-pt jump shot from 28 ft,,96,107
379,4,8:10.0,,Defensive rebound by J. Ingles,96,107
380,4,8:04.0,,J. Green misses 2-pt hook shot from 8 ft,96,107
381,4,8:01.0,Defensive rebound by B. Ingram,,96,107
382,4,7:55.0,,Utah full timeout,96,107
