,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
42,1,6:09.0,H. Barnes makes free throw 1 of 2,,18,18
43,1,6:09.0,H. Barnes makes free throw 2 of 2,,19,18
44,1,5:52.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 23 ft,19,18
45,1,5:47.0,Defensive rebound by N. Bjelica,,19,18
46,1,5:37.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,19,18
47,1,5:34.0,,Defensive rebound by C. Paul,19,18
48,1,5:13.0,,D. Gallinari misses 2-pt jump shot from 4 ft,19,18
49,1,5:11.0,Defensive rebound by H. Giles,,19,18
50,1,5:06.0,N. Bjelica makes 2-pt layup from 2 ft (assist by C. Joseph),,21,18
51,1,4:49.0,,C. Paul makes 2-pt jump shot from 21 ft,21,20
52,1,4:31.0,H. Giles misses 2-pt jump shot from 19 ft,,21,20
53,1,4:29.0,,Defensive rebound by C. Paul,21,20
54,1,4:24.0,,Shooting foul by H. Barnes (drawn by N. Noel),21,20
55,1,4:24.0,,N. Noel misses free throw 1 of 2,21,20
56,1,4:24.0,,Offensive rebound by Team,21,20
57,1,4:24.0,A. Len enters the game for H. Giles,,21,20
58,1,4:24.0,,D. Schröder enters the game for C. Paul,21,20
59,1,4:24.0,,N. Noel misses free throw 2 of 2,21,20
60,1,4:21.0,Defensive rebound by N. Bjelica,,21,20
61,1,4:08.0,B. Bogdanović misses 2-pt jump shot from 4 ft,,21,20
62,1,4:05.0,Offensive rebound by A. Len,,21,20
63,1,4:05.0,A. Len misses 2-pt layup from 1 ft,,21,20
64,1,4:04.0,Offensive rebound by A. Len,,21,20
65,1,4:04.0,A. Len misses 2-pt layup from 1 ft (block by N. Noel),,21,20
66,1,4:02.0,,Defensive rebound by D. Schröder,21,20
67,1,3:56.0,,L. Dort makes 3-pt jump shot from 23 ft (assist by D. Schröder),21,23
68,1,3:34.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,21,23
69,1,3:33.0,Offensive rebound by A. Len,,21,23
70,1,3:30.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,21,23
71,1,3:27.0,,Defensive rebound by D. Gallinari,21,23
72,1,3:21.0,,D. Gallinari misses 2-pt jump shot from 15 ft,21,23
73,1,3:18.0,Defensive rebound by N. Bjelica,,21,23
74,1,3:09.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,21,23
75,1,3:04.0,,Defensive rebound by N. Noel,21,23
76,1,3:04.0,,Personal take foul by N. Bjelica (drawn by L. Dort),21,23
77,1,3:04.0,K. Bazemore enters the game for H. Barnes,,21,23
78,1,3:04.0,Y. Ferrell enters the game for B. Bogdanović,,21,23
79,1,3:04.0,B. Hield enters the game for C. Joseph,,21,23
80,1,3:04.0,,A. Nader enters the game for D. Gallinari,21,23
81,1,2:53.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,21,25
82,1,2:32.0,A. Len misses 2-pt layup from 1 ft,,21,25
83,1,2:29.0,,Defensive rebound by D. Schröder,21,25
84,1,2:22.0,,Turnover by A. Nader (bad pass),21,25
85,1,2:22.0,Sacramento full timeout,,21,25
86,1,2:22.0,H. Barnes enters the game for N. Bjelica,,21,25
87,1,2:22.0,,T. Ferguson enters the game for L. Dort,21,25
88,1,2:10.0,K. Bazemore makes 2-pt layup from 1 ft (assist by H. Barnes),,23,25
89,1,1:45.0,,Turnover by Team (shot clock),23,25
90,1,1:26.0,K. Bazemore misses 3-pt jump shot from 23 ft,,23,25
91,1,1:23.0,Offensive rebound by K. Bazemore,,23,25
92,1,1:20.0,A. Len makes 2-pt dunk from 1 ft (assist by K. Bazemore),,25,25
93,1,1:06.0,,T. Ferguson misses 2-pt jump shot from 18 ft,25,25
94,1,1:04.0,Defensive rebound by A. Len,,25,25
95,1,0:52.0,Personal foul by A. Nader (drawn by H. Barnes),,25,25
96,1,0:52.0,H. Barnes makes free throw 1 of 2,,26,25
97,1,0:52.0,,C. Paul enters the game for S. Gilgeous-Alexander,26,25
98,1,0:52.0,H. Barnes makes free throw 2 of 2,,27,25
99,1,0:34.0,,Turnover by D. Schröder (bad pass),27,25
100,1,0:30.0,K. Bazemore misses 2-pt jump shot from 21 ft,,27,25
101,1,0:26.0,,Defensive rebound by N. Noel,27,25
102,1,0:09.0,,C. Paul misses 2-pt jump shot from 15 ft,27,25
103,1,0:04.0,Defensive rebound by A. Len,,27,25
104,1,0:00.0,Turnover by Y. Ferrell (lost ball; steal by N. Noel),,27,25
105,2,11:44.0,B. Hield misses 2-pt jump shot from 21 ft,,27,25
106,2,11:42.0,,Defensive rebound by Team,27,25
107,2,11:34.0,,Personal foul by Y. Ferrell (drawn by D. Schröder),27,25
108,2,11:28.0,,D. Schröder misses 2-pt jump shot from 14 ft,27,25
109,2,11:25.0,Defensive rebound by K. Bazemore,,27,25
110,2,11:20.0,K. Bazemore makes 2-pt layup from 5 ft,,29,25
111,2,11:20.0,Shooting foul by C. Paul (drawn by K. Bazemore),,29,25
112,2,11:20.0,K. Bazemore makes free throw 1 of 1,,30,25
113,2,11:09.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by C. Paul),30,28
114,2,10:50.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,30,28
115,2,10:48.0,,Defensive rebound by D. Schröder,30,28
116,2,10:40.0,,D. Schröder misses 2-pt layup from 2 ft,30,28
117,2,10:38.0,,Offensive rebound by S. Adams,30,28
118,2,10:36.0,,T. Ferguson misses 3-pt jump shot from 23 ft,30,28
119,2,10:31.0,,Offensive rebound by S. Adams,30,28
120,2,10:30.0,,S. Adams misses 2-pt layup from 1 ft,30,28
121,2,10:28.0,,Offensive rebound by S. Adams,30,28
122,2,10:19.0,,Turnover by Team (shot clock),30,28
123,2,9:59.0,H. Barnes misses 2-pt jump shot from 14 ft,,30,28
124,2,9:55.0,,Defensive rebound by A. Nader,30,28
125,2,9:49.0,,C. Paul misses 2-pt jump shot from 9 ft,30,28
126,2,9:46.0,,Offensive rebound by S. Adams,30,28
127,2,9:46.0,,S. Adams misses 2-pt layup at rim,30,28
128,2,9:44.0,Defensive rebound by A. Len,,30,28
129,2,9:39.0,A. Len makes 2-pt jump shot from 5 ft (assist by K. Bazemore),,32,28
130,2,9:39.0,Shooting foul by T. Ferguson (drawn by A. Len),,32,28
131,2,9:39.0,A. Len makes free throw 1 of 1,,33,28
132,2,9:31.0,,A. Nader misses 3-pt jump shot from 25 ft,33,28
133,2,9:30.0,Defensive rebound by Team,,33,28
134,2,9:21.0,B. Hield makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,36,28
135,2,9:19.0,,Oklahoma City full timeout,36,28
136,2,9:19.0,N. Bjelica enters the game for H. Barnes,,36,28
137,2,8:58.0,,T. Ferguson misses 3-pt jump shot from 25 ft,36,28
138,2,8:54.0,Defensive rebound by Y. Ferrell,,36,28
139,2,8:44.0,Y. Ferrell misses 3-pt jump shot from 22 ft,,36,28
140,2,8:41.0,Offensive rebound by N. Bjelica,,36,28
141,2,8:40.0,A. Len makes 2-pt layup from 1 ft (assist by N. Bjelica),,38,28
142,2,8:20.0,,A. Nader makes 3-pt jump shot from 24 ft (assist by D. Schröder),38,31
143,2,8:02.0,Turnover by N. Bjelica (traveling),,38,31
144,2,8:02.0,H. Giles enters the game for A. Len,,38,31
145,2,8:02.0,,N. Noel enters the game for S. Adams,38,31
146,2,7:45.0,,D. Schröder misses 3-pt jump shot from 24 ft,38,31
147,2,7:42.0,,Offensive rebound by N. Noel,38,31
148,2,7:39.0,,A. Nader makes 2-pt layup from 1 ft (assist by N. Noel),38,33
149,2,7:39.0,Sacramento full timeout,,38,33
150,2,7:39.0,C. Joseph enters the game for Y. Ferrell,,38,33
151,2,7:39.0,,L. Dort enters the game for C. Paul,38,33
152,2,7:21.0,H. Giles makes 2-pt layup from 2 ft (assist by K. Bazemore),,40,33
153,2,7:21.0,Shooting foul by A. Nader (drawn by H. Giles),,40,33
154,2,7:21.0,,D. Gallinari enters the game for T. Ferguson,40,33
155,2,7:21.0,,S. Gilgeous-Alexander enters the game for A. Nader,40,33
156,2,7:21.0,H. Giles makes free throw 1 of 1,,41,33
157,2,7:01.0,,D. Gallinari misses 2-pt jump shot from 10 ft,41,33
158,2,6:58.0,Defensive rebound by K. Bazemore,,41,33
159,2,6:50.0,K. Bazemore misses 2-pt layup from 2 ft,,41,33
160,2,6:49.0,,Defensive rebound by D. Gallinari,41,33
161,2,6:37.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,41,35
162,2,6:18.0,H. Giles makes 2-pt layup from 6 ft (assist by C. Joseph),,43,35
163,2,6:06.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by D. Schröder),43,38
164,2,5:52.0,H. Giles makes 2-pt dunk from 2 ft (assist by B. Hield),,45,38
165,2,5:30.0,,N. Noel misses 2-pt jump shot from 10 ft,45,38
166,2,5:27.0,Defensive rebound by H. Giles,,45,38
167,2,5:20.0,Offensive foul by B. Hield (drawn by D. Gallinari),,45,38
168,2,5:20.0,Turnover by B. Hield (offensive foul),,45,38
169,2,5:20.0,H. Barnes enters the game for K. Bazemore,,45,38
170,2,5:20.0,B. Bogdanović enters the game for N. Bjelica,,45,38
171,2,5:20.0,,S. Adams enters the game for N. Noel,45,38
172,2,5:10.0,,L. Dort misses 3-pt jump shot from 24 ft,45,38
173,2,5:06.0,Defensive rebound by H. Barnes,,45,38
174,2,4:53.0,H. Giles makes 2-pt layup from 2 ft (assist by H. Barnes),,47,38
175,2,4:37.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 20 ft,47,40
176,2,4:19.0,C. Joseph misses 2-pt jump shot from 8 ft,,47,40
177,2,4:18.0,,Defensive rebound by Team,47,40
178,2,4:11.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by D. Schröder),47,42
179,2,4:11.0,,Shooting foul by H. Giles (drawn by D. Gallinari),47,42
180,2,4:11.0,,D. Gallinari makes free throw 1 of 1,47,43
181,2,3:52.0,H. Barnes makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,49,43
182,2,3:37.0,,Turnover by D. Schröder (lost ball; steal by B. Hield),49,43
183,2,3:33.0,B. Hield misses 2-pt layup from 1 ft,,49,43
184,2,3:30.0,Offensive rebound by B. Hield,,49,43
185,2,3:28.0,B. Hield makes 3-pt jump shot from 22 ft (assist by H. Barnes),,52,43
186,2,3:25.0,Violation by Team (delay of game),,52,43
187,2,3:11.0,,Shooting foul by H. Giles (drawn by S. Adams),52,43
188,2,3:11.0,,S. Adams makes free throw 1 of 2,52,44
189,2,3:11.0,,S. Adams misses free throw 2 of 2,52,44
190,2,3:09.0,Defensive rebound by B. Bogdanović,,52,44
191,2,2:56.0,Turnover by H. Barnes (traveling),,52,44
192,2,2:56.0,A. Len enters the game for H. Giles,,52,44
193,2,2:56.0,,C. Paul enters the game for D. Schröder,52,44
194,2,2:46.0,,Turnover by C. Paul (bad pass; steal by C. Joseph),52,44
195,2,2:39.0,C. Joseph misses 3-pt jump shot from 26 ft,,52,44
196,2,2:35.0,,Defensive rebound by C. Paul,52,44
197,2,2:25.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 2 ft,52,44
198,2,2:25.0,,Offensive rebound by S. Adams,52,44
199,2,2:25.0,,S. Adams makes 2-pt dunk at rim,52,46
200,2,2:11.0,Turnover by A. Len (bad pass; steal by L. Dort),,52,46
201,2,2:02.0,,Personal foul by B. Bogdanović (drawn by D. Gallinari),52,46
202,2,1:51.0,,L. Dort misses 3-pt jump shot from 25 ft,52,46
203,2,1:49.0,,Offensive rebound by S. Adams,52,46
204,2,1:47.0,,D. Gallinari misses 3-pt jump shot from 26 ft,52,46
205,2,1:43.0,Defensive rebound by A. Len,,52,46
206,2,1:36.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,52,46
207,2,1:31.0,Offensive rebound by C. Joseph,,52,46
208,2,1:28.0,B. Hield makes 3-pt jump shot from 23 ft (assist by C. Joseph),,55,46
209,2,1:10.0,,S. Adams makes 2-pt jump shot from 10 ft (assist by S. Gilgeous-Alexander),55,48
210,2,0:57.0,B. Hield makes 3-pt jump shot from 26 ft (assist by C. Joseph),,58,48
211,2,0:43.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 3 ft,58,48
212,2,0:42.0,Defensive rebound by A. Len,,58,48
213,2,0:30.0,H. Barnes misses 3-pt jump shot from 30 ft,,58,48
214,2,0:26.0,,Defensive rebound by S. Gilgeous-Alexander,58,48
215,2,0:11.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,58,50
216,2,0:11.0,,Shooting foul by A. Len (drawn by S. Gilgeous-Alexander),58,50
217,2,0:11.0,N. Bjelica enters the game for A. Len,,58,50
218,2,0:11.0,,N. Noel enters the game for S. Adams,58,50
219,2,0:11.0,,S. Gilgeous-Alexander misses free throw 1 of 1,58,50
220,2,0:09.0,Defensive rebound by N. Bjelica,,58,50
221,2,0:03.0,Personal foul by S. Gilgeous-Alexander (drawn by C. Joseph),,58,50
222,2,0:03.0,,D. Schröder enters the game for S. Gilgeous-Alexander,58,50
223,2,0:00.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by H. Barnes),,61,50
224,2,0:00.0,Instant Replay (Request: Ruling Stands),,61,50
225,3,11:41.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by C. Joseph),,63,50
226,3,11:25.0,,D. Gallinari misses 3-pt jump shot from 23 ft,63,50
227,3,11:23.0,Defensive rebound by H. Giles,,63,50
228,3,11:08.0,H. Barnes makes 2-pt layup from 2 ft (assist by C. Joseph),,65,50
229,3,10:54.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by B. Bogdanović),65,50
230,3,10:54.0,Personal take foul by C. Paul (drawn by C. Joseph),,65,50
231,3,10:29.0,C. Joseph makes 2-pt jump shot from 3 ft,,67,50
232,3,10:06.0,,S. Adams makes 2-pt layup from 2 ft,67,52
233,3,9:49.0,Turnover by H. Giles (lost ball; steal by C. Paul),,67,52
234,3,9:48.0,,Personal take foul by B. Bogdanović (drawn by S. Gilgeous-Alexander),67,52
235,3,9:31.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by S. Adams),67,54
236,3,9:07.0,H. Giles misses 2-pt layup from 4 ft,,67,54
237,3,9:05.0,Offensive rebound by N. Bjelica,,67,54
238,3,9:05.0,N. Bjelica makes 2-pt layup from 1 ft,,69,54
239,3,8:52.0,,L. Dort makes 2-pt layup from 2 ft (assist by C. Paul),69,56
240,3,8:52.0,,Shooting foul by H. Giles (drawn by L. Dort),69,56
241,3,8:52.0,,L. Dort makes free throw 1 of 1,69,57
242,3,8:31.0,H. Barnes misses 2-pt layup from 4 ft,,69,57
243,3,8:29.0,,Defensive rebound by D. Gallinari,69,57
244,3,8:21.0,,Personal foul by C. Joseph (drawn by D. Gallinari),69,57
245,3,8:21.0,A. Len enters the game for H. Giles,,69,57
246,3,8:12.0,,C. Paul misses 3-pt jump shot from 26 ft,69,57
247,3,8:06.0,Defensive rebound by B. Bogdanović,,69,57
248,3,8:02.0,H. Barnes makes 3-pt jump shot from 23 ft (assist by B. Bogdanović),,72,57
249,3,7:44.0,,S. Gilgeous-Alexander misses 2-pt layup from 8 ft,72,57
250,3,7:42.0,Defensive rebound by A. Len,,72,57
251,3,7:36.0,N. Bjelica makes 3-pt jump shot from 25 ft,,75,57
252,3,7:34.0,,Oklahoma City full timeout,75,57
253,3,7:34.0,,H. Diallo enters the game for S. Adams,75,57
254,3,7:34.0,,N. Noel enters the game for L. Dort,75,57
255,3,7:34.0,,D. Schröder enters the game for S. Gilgeous-Alexander,75,57
256,3,7:22.0,,C. Paul makes 2-pt jump shot from 12 ft,75,59
257,3,7:03.0,N. Bjelica makes 3-pt jump shot from 24 ft (assist by C. Joseph),,78,59
258,3,6:48.0,,D. Schröder makes 2-pt jump shot from 15 ft,78,61
259,3,6:31.0,Offensive foul by H. Barnes (drawn by D. Schröder),,78,61
260,3,6:31.0,Turnover by H. Barnes (offensive foul),,78,61
261,3,6:25.0,,C. Paul makes 2-pt jump shot from 13 ft,78,63
262,3,6:24.0,Sacramento full timeout,,78,63
263,3,6:05.0,A. Len makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,80,63
264,3,5:41.0,,D. Gallinari misses 2-pt jump shot from 15 ft,80,63
265,3,5:39.0,,Offensive rebound by H. Diallo,80,63
266,3,5:39.0,,H. Diallo misses 2-pt dunk from 1 ft,80,63
267,3,5:37.0,Defensive rebound by H. Barnes,,80,63
268,3,5:23.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,80,63
269,3,5:22.0,,Defensive rebound by D. Schröder,80,63
270,3,5:20.0,,Personal take foul by N. Bjelica (drawn by D. Schröder),80,63
271,3,5:11.0,,Personal foul by B. Bogdanović (drawn by C. Paul),80,63
272,3,5:11.0,,C. Paul makes free throw 1 of 2,80,64
273,3,5:11.0,,C. Paul makes free throw 2 of 2,80,65
274,3,4:58.0,Personal foul by H. Diallo (drawn by H. Barnes),,80,65
275,3,4:47.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,80,65
276,3,4:45.0,,Defensive rebound by D. Gallinari,80,65
277,3,4:37.0,,Personal foul by B. Bogdanović (drawn by N. Noel),80,65
278,3,4:37.0,,N. Noel makes free throw 1 of 2,80,66
279,3,4:37.0,K. Bazemore enters the game for B. Bogdanović,,80,66
280,3,4:37.0,B. Hield enters the game for A. Len,,80,66
281,3,4:37.0,,N. Noel makes free throw 2 of 2,80,67
282,3,4:24.0,Personal foul by D. Gallinari (drawn by C. Joseph),,80,67
283,3,4:16.0,K. Bazemore misses 2-pt layup from 2 ft (block by H. Diallo),,80,67
284,3,4:14.0,Offensive rebound by Team,,80,67
285,3,4:14.0,Technical foul by H. Diallo,,80,67
286,3,4:14.0,,Technical foul by K. Bazemore,80,67
287,3,3:59.0,H. Barnes misses 3-pt jump shot from 25 ft,,80,67
288,3,3:56.0,,Defensive rebound by H. Diallo,80,67
289,3,3:53.0,,Offensive foul by C. Paul (drawn by C. Joseph),80,67
290,3,3:53.0,,Turnover by C. Paul (offensive foul),80,67
291,3,3:32.0,H. Barnes misses 3-pt jump shot from 23 ft,,80,67
292,3,3:32.0,,Defensive rebound by H. Diallo,80,67
293,3,3:20.0,,D. Gallinari makes 2-pt layup from 4 ft (assist by D. Schröder),80,69
294,3,3:20.0,,Shooting foul by K. Bazemore (drawn by D. Gallinari),80,69
295,3,3:20.0,,D. Gallinari makes free throw 1 of 1,80,70
296,3,3:09.0,Offensive foul by B. Hield (drawn by D. Gallinari),,80,70
297,3,3:09.0,Turnover by B. Hield (offensive foul),,80,70
298,3,3:09.0,Y. Ferrell enters the game for C. Joseph,,80,70
299,3,3:09.0,,S. Gilgeous-Alexander enters the game for D. Gallinari,80,70
300,3,3:09.0,,A. Nader enters the game for C. Paul,80,70
301,3,2:50.0,,A. Nader misses 3-pt jump shot from 26 ft,80,70
302,3,2:47.0,Defensive rebound by K. Bazemore,,80,70
303,3,2:38.0,K. Bazemore misses 2-pt layup from 3 ft,,80,70
304,3,2:34.0,,Defensive rebound by N. Noel,80,70
305,3,2:27.0,,N. Noel makes 2-pt dunk from 2 ft (assist by A. Nader),80,72
306,3,2:27.0,Sacramento full timeout,,80,72
307,3,2:27.0,H. Giles enters the game for H. Barnes,,80,72
308,3,2:27.0,J. James enters the game for N. Bjelica,,80,72
309,3,2:17.0,Y. Ferrell misses 2-pt jump shot from 9 ft,,80,72
310,3,2:15.0,Offensive rebound by H. Giles,,80,72
311,3,2:06.0,K. Bazemore misses 2-pt layup from 3 ft (block by N. Noel),,80,72
312,3,2:06.0,Offensive rebound by Team,,80,72
313,3,2:06.0,,Loose ball foul by A. Nader (drawn by H. Giles),80,72
314,3,1:57.0,H. Giles misses 2-pt jump shot from 12 ft,,80,72
315,3,1:52.0,,Defensive rebound by N. Noel,80,72
316,3,1:52.0,,Personal foul by B. Hield (drawn by D. Schröder),80,72
317,3,1:52.0,,D. Schröder makes free throw 1 of 2,80,73
318,3,1:52.0,B. Bogdanović enters the game for J. James,,80,73
319,3,1:52.0,,D. Schröder makes free throw 2 of 2,80,74
320,3,1:38.0,Turnover by B. Hield (bad pass),,80,74
321,3,1:38.0,H. Barnes enters the game for K. Bazemore,,80,74
322,3,1:38.0,C. Joseph enters the game for B. Hield,,80,74
323,3,1:30.0,,D. Schröder makes 2-pt jump shot from 13 ft,80,76
324,3,1:05.0,C. Joseph misses 2-pt jump shot from 2 ft,,80,76
325,3,1:02.0,,Defensive rebound by N. Noel,80,76
326,3,0:44.0,,N. Noel makes 2-pt dunk from 2 ft (assist by S. Gilgeous-Alexander),80,78
327,3,0:31.0,Turnover by B. Bogdanović (step out of bounds),,80,78
328,3,0:28.0,,D. Schröder misses 3-pt jump shot from 26 ft,80,78
329,3,0:26.0,Defensive rebound by Team,,80,78
330,3,0:26.0,,Loose ball foul by N. Noel (drawn by H. Giles),80,78
331,3,0:26.0,H. Giles makes free throw 1 of 2,,81,78
332,3,0:26.0,K. Bazemore enters the game for B. Bogdanović,,81,78
333,3,0:26.0,,D. Gallinari enters the game for H. Diallo,81,78
334,3,0:26.0,H. Giles makes free throw 2 of 2,,82,78
335,3,0:10.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by D. Schröder),82,81
336,3,0:00.0,H. Giles misses 2-pt jump shot from 18 ft,,82,81
337,3,0:00.0,Offensive rebound by Team,,82,81
338,4,11:52.0,,Personal foul by K. Bazemore (drawn by S. Adams),82,81
339,4,11:47.0,,Personal foul by Y. Ferrell (drawn by D. Schröder),82,81
340,4,11:33.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 8 ft,82,83
341,4,11:16.0,N. Bjelica misses 3-pt jump shot from 25 ft,,82,83
342,4,11:15.0,,Defensive rebound by D. Schröder,82,83
343,4,11:09.0,,D. Schröder misses 3-pt jump shot from 26 ft,82,83
344,4,11:06.0,Defensive rebound by A. Len,,82,83
345,4,11:02.0,K. Bazemore misses 2-pt layup from 4 ft,,82,83
346,4,11:02.0,,Defensive rebound by Team,82,83
347,4,11:02.0,Loose ball foul by K. Bazemore (drawn by A. Nader),,82,83
348,4,10:52.0,,S. Gilgeous-Alexander misses 2-pt layup from 5 ft (block by B. Hield),82,83
349,4,10:52.0,,Offensive rebound by Team,82,83
350,4,10:45.0,,D. Schröder misses 2-pt jump shot from 15 ft,82,83
351,4,10:41.0,Defensive rebound by K. Bazemore,,82,83
352,4,10:30.0,B. Hield misses 3-pt jump shot from 26 ft,,82,83
353,4,10:27.0,,Defensive rebound by A. Nader,82,83
354,4,10:11.0,,D. Schröder misses 2-pt jump shot from 14 ft,82,83
355,4,10:08.0,Defensive rebound by Team,,82,83
356,4,9:59.0,Turnover by Y. Ferrell (bad pass; steal by H. Diallo),,82,83
357,4,9:59.0,,Personal take foul by N. Bjelica (drawn by H. Diallo),82,83
358,4,9:47.0,,Personal foul by Y. Ferrell (drawn by D. Schröder),82,83
359,4,9:47.0,,D. Schröder makes free throw 1 of 2,82,84
360,4,9:47.0,,D. Schröder makes free throw 2 of 2,82,85
361,4,9:31.0,K. Bazemore makes 2-pt layup from 4 ft,,84,85
362,4,9:15.0,,H. Diallo misses 2-pt layup from 7 ft,84,85
363,4,9:15.0,Defensive rebound by Team,,84,85
364,4,9:15.0,,Loose ball foul by H. Diallo (drawn by A. Len),84,85
365,4,9:02.0,B. Hield makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,87,85
366,4,8:44.0,,A. Nader misses 2-pt jump shot from 14 ft,87,85
367,4,8:41.0,Defensive rebound by Y. Ferrell,,87,85
368,4,8:38.0,K. Bazemore misses 3-pt jump shot from 23 ft,,87,85
369,4,8:35.0,Offensive rebound by A. Len,,87,85
370,4,8:24.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,87,85
371,4,8:23.0,,Defensive rebound by Team,87,85
372,4,8:23.0,Loose ball foul by A. Len (drawn by A. Nader),,87,85
373,4,8:23.0,,Oklahoma City full timeout,87,85
374,4,8:23.0,C. Joseph enters the game for Y. Ferrell,,87,85
375,4,8:23.0,,L. Dort enters the game for H. Diallo,87,85
376,4,8:23.0,,A. Nader makes free throw 1 of 2,87,86
377,4,8:23.0,,A. Nader makes free throw 2 of 2,87,87
