,QUARTER,TIME_REMAINING,UTAH_ACTION,PHILADELPHIA_ACTION,UTAH_SCORE,PHILADELPHIA_SCORE
385,4,8:55.0,Defensive rebound by Team,,72,89
386,4,8:55.0,,Loose ball foul by J. Embiid (drawn by G. Niang),72,89
387,4,8:55.0,,A. Horford enters the game for J. Embiid,72,89
388,4,8:45.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,74,89
389,4,8:44.0,,Philadelphia full timeout,74,89
390,4,8:44.0,,B. Simmons enters the game for R. Neto,74,89
391,4,8:37.0,,Turnover by F. Korkmaz (back court),74,89
392,4,8:27.0,D. Mitchell misses 2-pt jump shot from 20 ft,,74,89
393,4,8:23.0,,Defensive rebound by B. Simmons,74,89
394,4,8:05.0,,T. Harris makes 2-pt jump shot from 15 ft,74,91
395,4,7:40.0,Turnover by J. Ingles (bad pass; steal by A. Horford),,74,91
396,4,7:31.0,,Turnover by M. Thybulle (traveling),74,91
397,4,7:31.0,B. Bogdanović enters the game for D. Mitchell,,74,91
398,4,7:21.0,Shooting foul by M. Thybulle (drawn by J. Ingles),,74,91
399,4,7:21.0,J. Ingles makes free throw 1 of 2,,75,91
400,4,7:21.0,J. Ingles misses free throw 2 of 2,,75,91
401,4,7:19.0,,Defensive rebound by T. Harris,75,91
402,4,7:04.0,,T. Harris makes 2-pt layup from 1 ft,75,93
403,4,6:55.0,Offensive foul by J. Ingles (drawn by M. Thybulle),,75,93
404,4,6:55.0,Turnover by J. Ingles (offensive foul),,75,93
405,4,6:55.0,T. Bradley enters the game for R. Gobert,,75,93
406,4,6:35.0,,T. Harris misses 2-pt layup from 3 ft,75,93
407,4,6:32.0,Defensive rebound by T. Bradley,,75,93
408,4,6:25.0,T. Bradley makes 2-pt layup from 2 ft (assist by J. Ingles),,77,93
409,4,6:11.0,,M. Thybulle misses 2-pt layup from 2 ft,77,93
410,4,6:08.0,Defensive rebound by G. Niang,,77,93
411,4,6:03.0,G. Niang makes 2-pt layup from 1 ft,,79,93
412,4,5:42.0,,T. Harris misses 2-pt jump shot from 14 ft,79,93
413,4,5:40.0,,Offensive rebound by Team,79,93
414,4,5:40.0,,Philadelphia full timeout,79,93
415,4,5:40.0,D. Mitchell enters the game for J. Ingles,,79,93
416,4,5:40.0,,J. Embiid enters the game for F. Korkmaz,79,93
417,4,5:40.0,,J. Ennis enters the game for M. Thybulle,79,93
418,4,5:40.0,,Personal foul by T. Bradley (drawn by J. Embiid),79,93
419,4,5:40.0,R. Gobert enters the game for T. Bradley,,79,93
420,4,5:29.0,,T. Harris misses 2-pt jump shot from 21 ft,79,93
421,4,5:25.0,Defensive rebound by D. Mitchell,,79,93
422,4,5:19.0,D. Mitchell makes 2-pt layup from 2 ft (assist by R. O'Neale),,81,93
423,4,4:58.0,,A. Horford misses 2-pt jump shot from 9 ft,81,93
424,4,4:54.0,Defensive rebound by G. Niang,,81,93
425,4,4:50.0,R. O'Neale misses 3-pt jump shot from 24 ft,,81,93
426,4,4:46.0,,Defensive rebound by J. Ennis,81,93
427,4,4:38.0,,J. Ennis misses 3-pt jump shot from 27 ft,81,93
428,4,4:35.0,,Offensive rebound by B. Simmons,81,93
429,4,4:32.0,,J. Ennis misses 3-pt jump shot from 22 ft,81,93
430,4,4:30.0,Defensive rebound by G. Niang,,81,93
431,4,4:25.0,R. Gobert makes 2-pt layup from 2 ft (assist by G. Niang),,83,93
432,4,4:08.0,,Personal foul by B. Bogdanović (drawn by A. Horford),83,93
433,4,4:08.0,J. Ingles enters the game for R. O'Neale,,83,93
434,4,4:03.0,,B. Simmons makes 2-pt layup from 2 ft (assist by J. Embiid),83,95
435,4,3:53.0,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),,85,95
436,4,3:37.0,,Turnover by T. Harris (bad pass; steal by D. Mitchell),85,95
437,4,3:28.0,D. Mitchell misses 2-pt jump shot from 7 ft,,85,95
438,4,3:25.0,,Defensive rebound by T. Harris,85,95
439,4,3:09.0,,T. Harris makes 2-pt jump shot from 20 ft,85,97
440,4,3:08.0,Utah full timeout,,85,97
441,4,3:08.0,R. O'Neale enters the game for G. Niang,,85,97
442,4,2:48.0,B. Bogdanović misses 2-pt layup from 1 ft,,85,97
443,4,2:46.0,Offensive rebound by R. Gobert,,85,97
444,4,2:46.0,Shooting foul by T. Harris (drawn by R. Gobert),,85,97
445,4,2:46.0,R. Gobert makes free throw 1 of 2,,86,97
446,4,2:46.0,R. Gobert makes free throw 2 of 2,,87,97
447,4,2:32.0,,T. Harris makes 2-pt jump shot from 21 ft,87,99
448,4,2:21.0,J. Ingles misses 2-pt layup from 3 ft,,87,99
449,4,2:19.0,Offensive rebound by R. Gobert,,87,99
450,4,2:19.0,R. Gobert misses 2-pt layup from 1 ft,,87,99
451,4,2:19.0,,Defensive rebound by J. Embiid,87,99
452,4,1:57.0,,Turnover by T. Harris (bad pass; steal by D. Mitchell),87,99
453,4,1:50.0,D. Mitchell misses 3-pt jump shot from 25 ft,,87,99
454,4,1:46.0,,Defensive rebound by B. Simmons,87,99
455,4,1:38.0,,Offensive foul by B. Simmons (drawn by J. Ingles),87,99
456,4,1:38.0,,Turnover by B. Simmons (offensive foul),87,99
457,4,1:26.0,R. Gobert makes 2-pt layup from 1 ft (assist by J. Ingles),,89,99
458,4,1:26.0,,Philadelphia full timeout,89,99
459,4,1:07.0,,T. Harris misses 2-pt jump shot from 11 ft,89,99
460,4,1:05.0,,Offensive rebound by B. Simmons,89,99
461,4,1:05.0,,Turnover by T. Harris (step out of bounds),89,99
462,4,0:57.0,J. Ingles makes 3-pt jump shot from 28 ft,,92,99
463,4,0:53.0,,Personal take foul by R. O'Neale (drawn by B. Simmons),92,99
464,4,0:51.0,,Personal take foul by R. O'Neale (drawn by J. Ennis),92,99
465,4,0:51.0,G. Niang enters the game for R. O'Neale,,92,99
466,4,0:51.0,,J. Ennis makes free throw 1 of 2,92,100
467,4,0:51.0,,J. Ennis makes free throw 2 of 2,92,101
468,4,0:42.0,R. Gobert makes 2-pt dunk from 1 ft (assist by J. Ingles),,94,101
469,4,0:42.0,,Philadelphia full timeout,94,101
470,4,0:41.0,,Personal take foul by G. Niang (drawn by J. Embiid),94,101
471,4,0:41.0,Utah full timeout,,94,101
472,4,0:41.0,,J. Embiid makes free throw 1 of 2,94,102
473,4,0:41.0,,J. Embiid makes free throw 2 of 2,94,103
474,4,0:32.0,Turnover by J. Ingles (bad pass; steal by J. Embiid),,94,103
475,4,0:06.0,,Turnover by Team (shot clock),94,103
