,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
150,2,7:08.0,,M. Morris misses 2-pt jump shot from 7 ft,38,45
151,2,7:07.0,,Offensive rebound by G. Harris,38,45
152,2,6:55.0,,J. Grant misses 2-pt layup from 6 ft,38,45
153,2,6:55.0,,Offensive rebound by Team,38,45
154,2,6:55.0,,Turnover by Team (shot clock),38,45
155,2,6:55.0,,J. Murray enters the game for M. Morris,38,45
156,2,6:34.0,C. Anthony makes 2-pt layup from 3 ft (assist by C. McCollum),,40,45
157,2,6:32.0,Violation by Team (delay of game),,40,45
158,2,6:14.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Plumlee),40,48
159,2,5:50.0,K. Bazemore makes 3-pt jump shot from 25 ft,,43,48
160,2,5:29.0,,Personal foul by S. Labissière (drawn by M. Plumlee),43,48
161,2,5:29.0,D. Lillard enters the game for C. Anthony,,43,48
162,2,5:29.0,H. Whiteside enters the game for C. McCollum,,43,48
163,2,5:29.0,,N. Jokić enters the game for M. Plumlee,43,48
164,2,5:20.0,,Turnover by M. Porter (off goaltending),43,48
165,2,5:20.0,,W. Barton enters the game for M. Porter,43,48
166,2,4:58.0,K. Bazemore makes 2-pt jump shot from 15 ft (assist by S. Labissière),,45,48
167,2,4:39.0,,N. Jokić misses 2-pt jump shot from 11 ft,45,48
168,2,4:37.0,Defensive rebound by S. Labissière,,45,48
169,2,4:28.0,D. Lillard misses 3-pt jump shot from 25 ft,,45,48
170,2,4:26.0,,Defensive rebound by J. Murray,45,48
171,2,4:15.0,,G. Harris makes 2-pt jump shot from 16 ft,45,50
172,2,3:58.0,Personal foul by G. Harris (drawn by K. Bazemore),,45,50
173,2,3:58.0,A. Simons enters the game for M. Hezonja,,45,50
174,2,3:58.0,,P. Millsap enters the game for J. Grant,45,50
175,2,3:51.0,D. Lillard misses 3-pt jump shot from 24 ft,,45,50
176,2,3:49.0,,Defensive rebound by P. Millsap,45,50
177,2,3:35.0,,G. Harris misses 3-pt jump shot from 22 ft,45,50
178,2,3:33.0,,Offensive rebound by N. Jokić,45,50
179,2,3:28.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by N. Jokić),45,53
180,2,3:09.0,A. Simons makes 2-pt layup from 4 ft (assist by H. Whiteside),,47,53
181,2,2:52.0,,J. Murray makes 2-pt jump shot from 13 ft,47,55
182,2,2:35.0,A. Simons makes 2-pt layup from 2 ft (assist by H. Whiteside),,49,55
183,2,2:26.0,,Personal foul by K. Bazemore (drawn by J. Murray),49,55
184,2,2:26.0,,J. Murray makes free throw 1 of 2,49,56
185,2,2:26.0,C. Anthony enters the game for K. Bazemore,,49,56
186,2,2:26.0,C. McCollum enters the game for S. Labissière,,49,56
187,2,2:26.0,,J. Murray makes free throw 2 of 2,49,57
188,2,2:05.0,A. Simons makes 2-pt jump shot from 19 ft (assist by D. Lillard),,51,57
189,2,1:42.0,,P. Millsap misses 3-pt jump shot from 23 ft,51,57
190,2,1:39.0,,Offensive rebound by W. Barton,51,57
191,2,1:39.0,,W. Barton makes 2-pt layup from 2 ft,51,59
192,2,1:17.0,D. Lillard makes 2-pt jump shot from 16 ft,,53,59
193,2,1:04.0,,N. Jokić misses 2-pt jump shot from 8 ft,53,59
194,2,1:00.0,,Offensive rebound by P. Millsap,53,59
195,2,1:00.0,,P. Millsap makes 2-pt layup from 1 ft,53,61
196,2,0:47.0,D. Lillard misses 3-pt jump shot from 27 ft,,53,61
197,2,0:43.0,,Defensive rebound by W. Barton,53,61
198,2,0:37.0,,Shooting foul by H. Whiteside (drawn by W. Barton),53,61
199,2,0:37.0,,W. Barton misses free throw 1 of 2,53,61
200,2,0:37.0,,Offensive rebound by Team,53,61
201,2,0:37.0,,T. Craig enters the game for G. Harris,53,61
202,2,0:37.0,,W. Barton makes free throw 2 of 2,53,62
203,2,0:25.0,Personal foul by W. Barton (drawn by C. McCollum),,53,62
204,2,0:18.0,H. Whiteside misses 2-pt hook shot from 5 ft,,53,62
205,2,0:16.0,,Defensive rebound by N. Jokić,53,62
206,2,0:01.0,,Turnover by J. Murray (bad pass; steal by A. Simons),53,62
207,2,0:00.0,A. Simons misses 3-pt jump shot from 47 ft,,53,62
208,2,0:00.0,Offensive rebound by Team,,53,62
209,3,11:44.0,,Turnover by J. Murray (bad pass; steal by D. Lillard),53,62
210,3,11:44.0,Personal take foul by N. Jokić (drawn by D. Lillard),,53,62
211,3,11:24.0,H. Whiteside makes 2-pt hook shot from 3 ft (assist by D. Lillard),,55,62
212,3,11:04.0,,P. Millsap misses 2-pt jump shot from 6 ft,55,62
213,3,10:59.0,,Offensive rebound by P. Millsap,55,62
214,3,10:59.0,,P. Millsap makes 2-pt layup at rim,55,64
215,3,10:36.0,C. Anthony makes 2-pt jump shot from 14 ft,,57,64
216,3,10:22.0,,N. Jokić makes 2-pt jump shot from 15 ft (assist by W. Barton),57,66
217,3,10:11.0,D. Lillard makes 3-pt jump shot from 27 ft,,60,66
218,3,9:58.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),60,68
219,3,9:45.0,H. Whiteside makes 2-pt jump shot from 13 ft (assist by D. Lillard),,62,68
220,3,9:44.0,,Denver full timeout,62,68
221,3,9:26.0,,Personal foul by K. Bazemore (drawn by N. Jokić),62,68
222,3,9:22.0,,N. Jokić misses 3-pt jump shot from 25 ft,62,68
223,3,9:17.0,Defensive rebound by K. Bazemore,,62,68
224,3,9:08.0,H. Whiteside misses 2-pt layup from 3 ft (block by P. Millsap),,62,68
225,3,9:05.0,,Defensive rebound by W. Barton,62,68
226,3,9:03.0,,J. Murray misses 3-pt jump shot from 25 ft,62,68
227,3,9:00.0,Defensive rebound by C. Anthony,,62,68
228,3,8:56.0,C. Anthony misses 3-pt jump shot from 26 ft,,62,68
229,3,8:52.0,,Defensive rebound by P. Millsap,62,68
230,3,8:45.0,,Turnover by P. Millsap (out of bounds lost ball),62,68
231,3,8:28.0,D. Lillard misses 2-pt jump shot from 7 ft,,62,68
232,3,8:26.0,Offensive rebound by D. Lillard,,62,68
233,3,8:25.0,D. Lillard makes 2-pt jump shot from 12 ft,,64,68
234,3,8:14.0,,W. Barton misses 3-pt jump shot from 25 ft,64,68
235,3,8:12.0,Defensive rebound by H. Whiteside,,64,68
236,3,7:58.0,C. Anthony makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,67,68
237,3,7:45.0,,N. Jokić misses 3-pt jump shot from 26 ft,67,68
238,3,7:42.0,,Offensive rebound by N. Jokić,67,68
239,3,7:39.0,,Offensive foul by P. Millsap (drawn by C. Anthony),67,68
240,3,7:39.0,,Turnover by P. Millsap (offensive foul),67,68
241,3,7:39.0,,T. Craig enters the game for W. Barton,67,68
242,3,7:39.0,,J. Grant enters the game for P. Millsap,67,68
243,3,7:28.0,Turnover by C. Anthony (traveling),,67,68
244,3,7:17.0,,N. Jokić makes 2-pt jump shot from 15 ft (assist by J. Murray),67,70
245,3,7:01.0,H. Whiteside makes 2-pt hook shot from 4 ft,,69,70
246,3,6:51.0,,N. Jokić misses 3-pt jump shot from 26 ft,69,70
247,3,6:47.0,Defensive rebound by K. Bazemore,,69,70
248,3,6:40.0,Turnover by K. Bazemore (bad pass),,69,70
249,3,6:20.0,,N. Jokić makes 2-pt hook shot from 6 ft (assist by J. Murray),69,72
250,3,5:57.0,H. Whiteside misses 2-pt jump shot from 21 ft,,69,72
251,3,5:54.0,,Defensive rebound by J. Murray,69,72
252,3,5:44.0,,J. Murray misses 2-pt jump shot from 16 ft,69,72
253,3,5:41.0,,Offensive rebound by N. Jokić,69,72
254,3,5:36.0,,N. Jokić misses 2-pt jump shot from 2 ft,69,72
255,3,5:36.0,,Offensive rebound by Team,69,72
256,3,5:36.0,,Turnover by N. Jokić (traveling),69,72
257,3,5:15.0,C. Anthony makes 2-pt jump shot from 16 ft (assist by K. Bazemore),,71,72
258,3,4:54.0,,T. Craig makes 3-pt jump shot from 25 ft (assist by N. Jokić),71,75
259,3,4:39.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by D. Lillard),,73,75
260,3,4:18.0,,T. Craig misses 3-pt jump shot from 26 ft,73,75
261,3,4:14.0,Defensive rebound by H. Whiteside,,73,75
262,3,4:08.0,Turnover by C. McCollum (lost ball; steal by J. Murray),,73,75
263,3,4:08.0,,Personal foul by C. McCollum (drawn by J. Murray),73,75
264,3,4:08.0,S. Labissière enters the game for C. Anthony,,73,75
265,3,4:08.0,A. Simons enters the game for C. McCollum,,73,75
266,3,4:08.0,,M. Plumlee enters the game for N. Jokić,73,75
267,3,3:52.0,,M. Plumlee misses 2-pt layup from 3 ft (block by H. Whiteside),73,75
268,3,3:48.0,,Offensive rebound by M. Plumlee,73,75
269,3,3:46.0,,J. Murray misses 2-pt jump shot from 15 ft,73,75
270,3,3:41.0,,Offensive rebound by T. Craig,73,75
271,3,3:41.0,,T. Craig makes 2-pt layup at rim,73,77
272,3,3:27.0,,Technical foul by H. Whiteside,73,77
273,3,3:27.0,,J. Murray misses technical free throw,73,77
274,3,3:27.0,Defensive rebound by Team,,73,77
275,3,3:27.0,,M. Morris enters the game for J. Murray,73,77
276,3,3:22.0,H. Whiteside makes 2-pt hook shot from 5 ft (assist by D. Lillard),,75,77
277,3,3:06.0,,M. Morris makes 2-pt jump shot from 10 ft,75,79
278,3,2:47.0,D. Lillard makes 3-pt jump shot from 25 ft,,78,79
279,3,2:33.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by M. Morris),78,81
280,3,2:20.0,K. Bazemore misses 3-pt jump shot from 27 ft,,78,81
281,3,2:20.0,Offensive rebound by Team,,78,81
282,3,2:18.0,Portland full timeout,,78,81
283,3,2:18.0,C. Anthony enters the game for K. Bazemore,,78,81
284,3,2:18.0,M. Hezonja enters the game for H. Whiteside,,78,81
285,3,2:06.0,Turnover by D. Lillard (bad pass; steal by M. Morris),,78,81
286,3,1:52.0,,J. Grant makes 3-pt jump shot from 22 ft (assist by M. Morris),78,84
287,3,1:32.0,D. Lillard misses 3-pt jump shot from 31 ft,,78,84
288,3,1:30.0,,Defensive rebound by J. Grant,78,84
289,3,1:24.0,,M. Morris misses 3-pt jump shot from 24 ft,78,84
290,3,1:20.0,Defensive rebound by C. Anthony,,78,84
291,3,1:07.0,A. Simons misses 2-pt jump shot from 9 ft,,78,84
292,3,1:04.0,,Defensive rebound by M. Morris,78,84
293,3,0:52.0,,Shooting foul by M. Hezonja (drawn by G. Harris),78,84
294,3,0:52.0,,G. Harris makes free throw 1 of 2,78,85
295,3,0:52.0,,G. Harris makes free throw 2 of 2,78,86
296,3,0:31.0,C. Anthony misses 3-pt jump shot from 25 ft,,78,86
297,3,0:27.0,,Defensive rebound by M. Plumlee,78,86
298,3,0:08.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by M. Morris),78,89
299,3,0:02.0,A. Simons misses 3-pt jump shot from 26 ft,,78,89
300,3,0:02.0,Offensive rebound by Team,,78,89
301,4,11:37.0,A. Simons makes 2-pt layup from 2 ft,,80,89
302,4,11:21.0,,J. Grant misses 2-pt layup from 5 ft (block by C. Anthony),80,89
303,4,11:18.0,Defensive rebound by C. Anthony,,80,89
304,4,11:18.0,Turnover by C. Anthony (lost ball; steal by J. Grant),,80,89
305,4,11:00.0,,W. Barton makes 2-pt jump shot from 11 ft,80,91
306,4,10:27.0,S. Labissière misses 2-pt dunk from 2 ft (block by M. Plumlee),,80,91
307,4,10:27.0,Offensive rebound by Team,,80,91
308,4,10:27.0,Turnover by Team (shot clock),,80,91
309,4,10:16.0,,M. Porter misses 3-pt jump shot from 24 ft,80,91
310,4,10:14.0,,Offensive rebound by Team,80,91
311,4,10:14.0,Loose ball foul by S. Labissière (drawn by M. Plumlee),,80,91
312,4,10:08.0,,M. Plumlee misses 2-pt layup from 4 ft,80,91
313,4,10:04.0,,Offensive rebound by M. Plumlee,80,91
314,4,10:04.0,,M. Plumlee makes 2-pt layup at rim,80,93
315,4,9:55.0,Turnover by C. McCollum (lost ball; steal by J. Grant),,80,93
316,4,9:52.0,,W. Barton misses 2-pt layup from 4 ft (block by C. Anthony),80,93
317,4,9:52.0,,Offensive rebound by Team,80,93
318,4,9:52.0,H. Whiteside enters the game for S. Labissière,,80,93
319,4,9:43.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by M. Morris),80,96
320,4,9:21.0,C. Anthony makes 2-pt jump shot from 21 ft (assist by A. Simons),,82,96
321,4,9:04.0,,Turnover by M. Porter (bad pass),82,96
322,4,9:04.0,D. Lillard enters the game for M. Hezonja,,82,96
323,4,8:51.0,D. Lillard misses 2-pt jump shot from 16 ft,,82,96
324,4,8:48.0,,Defensive rebound by W. Barton,82,96
325,4,8:41.0,,W. Barton misses 2-pt jump shot from 9 ft,82,96
326,4,8:41.0,Defensive rebound by C. Anthony,,82,96
327,4,8:41.0,Personal foul by M. Plumlee (drawn by C. Anthony),,82,96
328,4,8:41.0,,T. Craig enters the game for M. Porter,82,96
329,4,8:28.0,C. McCollum misses 3-pt jump shot from 26 ft,,82,96
330,4,8:24.0,,Defensive rebound by J. Grant,82,96
331,4,8:17.0,,M. Morris misses 2-pt jump shot from 8 ft,82,96
332,4,8:13.0,Defensive rebound by D. Lillard,,82,96
333,4,8:08.0,A. Simons misses 3-pt jump shot from 22 ft,,82,96
334,4,8:05.0,,Defensive rebound by W. Barton,82,96
335,4,7:50.0,,T. Craig misses 2-pt jump shot from 12 ft (block by A. Simons),82,96
336,4,7:47.0,,Offensive rebound by T. Craig,82,96
337,4,7:47.0,,T. Craig misses 2-pt layup from 5 ft (block by H. Whiteside),82,96
338,4,7:45.0,Defensive rebound by C. McCollum,,82,96
339,4,7:45.0,Personal foul by J. Grant (drawn by C. McCollum),,82,96
340,4,7:45.0,S. Labissière enters the game for C. Anthony,,82,96
341,4,7:37.0,H. Whiteside misses 2-pt jump shot from 8 ft,,82,96
342,4,7:33.0,,Defensive rebound by J. Grant,82,96
343,4,7:24.0,,M. Morris makes 2-pt layup from 2 ft,82,98
344,4,7:06.0,D. Lillard misses 2-pt jump shot from 16 ft,,82,98
345,4,7:03.0,Offensive rebound by S. Labissière,,82,98
346,4,7:02.0,H. Whiteside makes 2-pt jump shot from 17 ft (assist by S. Labissière),,84,98
347,4,6:47.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by W. Barton),84,101
348,4,6:36.0,C. McCollum makes 2-pt jump shot from 8 ft,,86,101
349,4,6:36.0,Shooting foul by W. Barton (drawn by C. McCollum),,86,101
350,4,6:36.0,,Denver full timeout,86,101
351,4,6:36.0,K. Bazemore enters the game for A. Simons,,86,101
352,4,6:36.0,,G. Harris enters the game for T. Craig,86,101
353,4,6:36.0,,N. Jokić enters the game for J. Grant,86,101
354,4,6:36.0,C. McCollum misses free throw 1 of 1,,86,101
355,4,6:36.0,,Defensive rebound by W. Barton,86,101
356,4,6:22.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by W. Barton),86,104
357,4,5:59.0,K. Bazemore misses 3-pt jump shot from 25 ft,,86,104
358,4,5:54.0,Offensive rebound by H. Whiteside,,86,104
359,4,5:54.0,H. Whiteside makes 2-pt layup from 1 ft,,88,104
360,4,5:47.0,,Offensive foul by G. Harris (drawn by K. Bazemore),88,104
361,4,5:47.0,,Turnover by G. Harris (offensive foul),88,104
362,4,5:47.0,C. Anthony enters the game for S. Labissière,,88,104
363,4,5:47.0,,J. Grant enters the game for M. Plumlee,88,104
364,4,5:28.0,Shooting foul by N. Jokić (drawn by H. Whiteside),,88,104
365,4,5:28.0,H. Whiteside makes free throw 1 of 2,,89,104
366,4,5:28.0,H. Whiteside makes free throw 2 of 2,,90,104
367,4,5:12.0,,W. Barton makes 2-pt dunk at rim (assist by M. Morris),90,106
368,4,5:12.0,,J. Murray enters the game for M. Morris,90,106
369,4,4:54.0,Shooting foul by J. Murray (drawn by K. Bazemore),,90,106
370,4,4:54.0,K. Bazemore makes free throw 1 of 2,,91,106
371,4,4:54.0,K. Bazemore makes free throw 2 of 2,,92,106
372,4,4:41.0,,Personal foul by K. Bazemore (drawn by N. Jokić),92,106
373,4,4:27.0,,N. Jokić makes 2-pt hook shot from 8 ft,92,108
374,4,4:14.0,H. Whiteside makes 2-pt dunk from 2 ft (assist by D. Lillard),,94,108
375,4,3:59.0,,Shooting foul by H. Whiteside (drawn by N. Jokić),94,108
376,4,3:59.0,Portland full timeout,,94,108
377,4,3:59.0,,N. Jokić makes free throw 1 of 2,94,109
378,4,3:59.0,,N. Jokić makes free throw 2 of 2,94,110
379,4,3:48.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,97,110
380,4,3:28.0,,J. Grant misses 2-pt jump shot from 15 ft,97,110
381,4,3:25.0,Defensive rebound by H. Whiteside,,97,110
382,4,3:18.0,C. Anthony misses 3-pt jump shot from 27 ft,,97,110
383,4,3:15.0,Offensive rebound by H. Whiteside,,97,110
