,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,ORLANDO_ACTION,SAN ANTONIO_SCORE,ORLANDO_SCORE
44,1,4:33.0,San Antonio full timeout,,17,15
45,1,4:33.0,R. Gay enters the game for L. Aldridge,,17,15
46,1,4:33.0,P. Mills enters the game for B. Forbes,,17,15
47,1,4:33.0,J. Poeltl enters the game for T. Lyles,,17,15
48,1,4:33.0,D. White enters the game for D. Murray,,17,15
49,1,4:33.0,,D. Augustin enters the game for E. Fournier,17,15
50,1,4:33.0,,M. Carter-Williams enters the game for M. Fultz,17,15
51,1,4:33.0,,T. Ross enters the game for A. Gordon,17,15
52,1,4:19.0,R. Gay misses 3-pt jump shot from 26 ft,,17,15
53,1,4:15.0,,Defensive rebound by N. Vučević,17,15
54,1,4:01.0,,Turnover by T. Ross (bad pass; steal by J. Poeltl),17,15
55,1,3:57.0,D. DeRozan makes 2-pt layup from 2 ft (assist by P. Mills),,19,15
56,1,3:40.0,,Turnover by N. Vučević (lost ball; steal by P. Mills),19,15
57,1,3:25.0,Turnover by J. Poeltl (bad pass; steal by A. Aminu),,19,15
58,1,3:19.0,,M. Carter-Williams makes 2-pt layup from 7 ft (assist by T. Ross),19,17
59,1,3:19.0,,Shooting foul by R. Gay (drawn by M. Carter-Williams),19,17
60,1,3:19.0,,M. Bamba enters the game for N. Vučević,19,17
61,1,3:19.0,,M. Carter-Williams makes free throw 1 of 1,19,18
62,1,3:07.0,Personal foul by M. Carter-Williams (drawn by D. DeRozan),,19,18
63,1,3:02.0,Personal foul by M. Carter-Williams (drawn by D. DeRozan),,19,18
64,1,2:54.0,P. Mills misses 3-pt jump shot from 23 ft,,19,18
65,1,2:54.0,Offensive rebound by Team,,19,18
66,1,2:54.0,Personal foul by M. Carter-Williams (drawn by J. Poeltl),,19,18
67,1,2:54.0,,A. Gordon enters the game for A. Aminu,19,18
68,1,2:54.0,,W. Iwundu enters the game for M. Carter-Williams,19,18
69,1,2:50.0,P. Mills makes 2-pt jump shot from 18 ft (assist by D. DeRozan),,21,18
70,1,2:36.0,,D. Augustin makes 2-pt jump shot from 19 ft,21,20
71,1,2:22.0,D. DeRozan makes 2-pt jump shot from 8 ft,,23,20
72,1,2:22.0,Shooting foul by M. Bamba (drawn by D. DeRozan),,23,20
73,1,2:22.0,D. DeRozan makes free throw 1 of 1,,24,20
74,1,2:22.0,M. Belinelli enters the game for D. DeRozan,,24,20
75,1,1:57.0,,D. Augustin misses 3-pt jump shot from 22 ft,24,20
76,1,1:51.0,Defensive rebound by J. Poeltl,,24,20
77,1,1:47.0,P. Mills makes 3-pt jump shot from 24 ft (assist by D. White),,27,20
78,1,1:34.0,,Turnover by M. Bamba (lost ball; steal by P. Mills),27,20
79,1,1:22.0,R. Gay makes 2-pt hook shot from 5 ft (assist by D. White),,29,20
80,1,1:02.0,,Personal foul by M. Belinelli (drawn by A. Gordon),29,20
81,1,0:48.0,,D. Augustin misses 2-pt layup from 4 ft (block by D. White),29,20
82,1,0:45.0,Defensive rebound by J. Poeltl,,29,20
83,1,0:41.0,Turnover by R. Gay (off goaltending),,29,20
84,1,0:31.0,,A. Gordon makes 2-pt jump shot from 12 ft (assist by D. Augustin),29,22
85,1,0:11.0,Offensive foul by D. White (drawn by D. Augustin),,29,22
86,1,0:11.0,Turnover by D. White (offensive foul),,29,22
87,1,0:06.0,,Shooting foul by M. Belinelli (drawn by W. Iwundu),29,22
88,1,0:06.0,,W. Iwundu makes free throw 1 of 2,29,23
89,1,0:06.0,,W. Iwundu makes free throw 2 of 2,29,24
90,1,0:00.0,D. White misses 2-pt layup from 2 ft,,29,24
91,1,0:00.0,Offensive rebound by J. Poeltl,,29,24
92,1,0:00.0,J. Poeltl makes 2-pt layup at rim,,31,24
93,1,0:00.0,Instant Replay (Request: Ruling Stands),,31,24
94,2,11:44.0,,Def 3 sec tech foul by Team,31,24
95,2,11:44.0,,D. Augustin makes technical free throw,31,25
96,2,11:34.0,,D. Augustin misses 2-pt hook shot from 8 ft (block by J. Poeltl),31,25
97,2,11:33.0,,Offensive rebound by Team,31,25
98,2,11:25.0,,T. Ross makes 2-pt jump shot from 10 ft (assist by W. Iwundu),31,27
99,2,11:18.0,R. Gay misses 2-pt layup from 4 ft,,31,27
100,2,11:12.0,Offensive rebound by R. Gay,,31,27
101,2,11:12.0,R. Gay makes 2-pt layup at rim,,33,27
102,2,10:58.0,,T. Ross misses 3-pt jump shot from 26 ft,33,27
103,2,10:58.0,Defensive rebound by J. Poeltl,,33,27
104,2,10:51.0,P. Mills makes 2-pt jump shot from 19 ft,,35,27
105,2,10:34.0,,Turnover by A. Gordon (bad pass; steal by J. Poeltl),35,27
106,2,10:22.0,R. Gay makes 3-pt jump shot from 26 ft,,38,27
107,2,10:08.0,,M. Bamba misses 3-pt jump shot from 27 ft,38,27
108,2,10:04.0,Defensive rebound by R. Gay,,38,27
109,2,9:59.0,P. Mills makes 2-pt layup from 2 ft (assist by D. White),,40,27
110,2,9:59.0,,Orlando full timeout,40,27
111,2,9:59.0,L. Aldridge enters the game for J. Poeltl,,40,27
112,2,9:59.0,,N. Vučević enters the game for M. Bamba,40,27
113,2,9:46.0,,D. Augustin makes 2-pt layup from 3 ft (assist by A. Gordon),40,29
114,2,9:33.0,Turnover by R. Gay (out of bounds lost ball),,40,29
115,2,9:33.0,,T. Ross misses 2-pt jump shot from 20 ft (block by L. Aldridge),40,29
116,2,9:33.0,Defensive rebound by D. White,,40,29
117,2,9:09.0,R. Gay misses 3-pt jump shot from 23 ft,,40,29
118,2,9:06.0,,Defensive rebound by N. Vučević,40,29
119,2,8:57.0,,D. Augustin misses 3-pt jump shot from 25 ft,40,29
120,2,8:53.0,Defensive rebound by M. Belinelli,,40,29
121,2,8:32.0,M. Belinelli makes 2-pt jump shot from 20 ft,,42,29
122,2,8:05.0,,A. Gordon misses 3-pt jump shot from 23 ft,42,29
123,2,8:03.0,Defensive rebound by M. Belinelli,,42,29
124,2,7:56.0,Shooting foul by W. Iwundu (drawn by M. Belinelli),,42,29
125,2,7:56.0,M. Belinelli misses free throw 1 of 3,,42,29
126,2,7:56.0,Offensive rebound by Team,,42,29
127,2,7:56.0,M. Belinelli misses free throw 2 of 3,,42,29
128,2,7:56.0,Offensive rebound by Team,,42,29
129,2,7:56.0,B. Forbes enters the game for R. Gay,,42,29
130,2,7:56.0,T. Lyles enters the game for P. Mills,,42,29
131,2,7:56.0,,E. Fournier enters the game for W. Iwundu,42,29
132,2,7:56.0,M. Belinelli makes free throw 3 of 3,,43,29
133,2,7:45.0,,N. Vučević misses 2-pt layup from 3 ft (block by L. Aldridge),43,29
134,2,7:40.0,Defensive rebound by L. Aldridge,,43,29
135,2,7:37.0,M. Belinelli misses 2-pt jump shot from 23 ft,,43,29
136,2,7:35.0,,Defensive rebound by N. Vučević,43,29
137,2,7:28.0,,N. Vučević makes 3-pt jump shot from 26 ft (assist by D. Augustin),43,32
138,2,7:28.0,San Antonio full timeout,,43,32
139,2,7:28.0,D. DeRozan enters the game for M. Belinelli,,43,32
140,2,7:28.0,D. Murray enters the game for D. White,,43,32
141,2,7:28.0,,A. Aminu enters the game for A. Gordon,43,32
142,2,7:13.0,Turnover by T. Lyles (lost ball),,43,32
143,2,7:13.0,Loose ball foul by T. Lyles (drawn by A. Aminu),,43,32
144,2,7:06.0,,N. Vučević misses 2-pt jump shot from 10 ft,43,32
145,2,7:03.0,Defensive rebound by D. Murray,,43,32
146,2,6:48.0,T. Lyles misses 3-pt jump shot from 26 ft,,43,32
147,2,6:46.0,,Defensive rebound by N. Vučević,43,32
148,2,6:41.0,,E. Fournier misses 2-pt jump shot from 11 ft,43,32
149,2,6:38.0,Defensive rebound by D. Murray,,43,32
150,2,6:31.0,D. DeRozan misses 2-pt jump shot from 8 ft,,43,32
151,2,6:31.0,,Defensive rebound by N. Vučević,43,32
152,2,6:22.0,,T. Ross misses 3-pt jump shot from 25 ft,43,32
153,2,6:19.0,Defensive rebound by L. Aldridge,,43,32
154,2,6:14.0,D. DeRozan makes 2-pt layup from 3 ft,,45,32
155,2,5:48.0,,E. Fournier misses 2-pt jump shot from 20 ft,45,32
156,2,5:45.0,Defensive rebound by L. Aldridge,,45,32
157,2,5:34.0,D. Murray makes 2-pt jump shot from 14 ft,,47,32
158,2,5:18.0,,Personal foul by L. Aldridge (drawn by N. Vučević),47,32
159,2,5:18.0,,M. Fultz enters the game for T. Ross,47,32
160,2,5:07.0,,Shooting foul by D. Murray (drawn by M. Fultz),47,32
161,2,5:07.0,,M. Fultz makes free throw 1 of 2,47,33
162,2,5:07.0,,M. Fultz makes free throw 2 of 2,47,34
163,2,4:54.0,B. Forbes misses 2-pt layup from 2 ft (block by N. Vučević),,47,34
164,2,4:54.0,Offensive rebound by D. Murray,,47,34
165,2,4:43.0,D. Murray misses 3-pt jump shot from 26 ft,,47,34
166,2,4:40.0,,Defensive rebound by A. Aminu,47,34
167,2,4:32.0,,Turnover by A. Aminu (traveling),47,34
168,2,4:17.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,50,34
169,2,4:01.0,,A. Aminu makes 2-pt layup from 2 ft (assist by M. Fultz),50,36
170,2,3:38.0,B. Forbes misses 2-pt layup from 3 ft (block by N. Vučević),,50,36
171,2,3:36.0,,Defensive rebound by N. Vučević,50,36
172,2,3:33.0,,Shooting foul by T. Lyles (drawn by M. Fultz),50,36
173,2,3:33.0,,M. Fultz makes free throw 1 of 2,50,37
174,2,3:33.0,R. Gay enters the game for T. Lyles,,50,37
175,2,3:33.0,,A. Gordon enters the game for D. Augustin,50,37
176,2,3:33.0,,M. Fultz makes free throw 2 of 2,50,38
177,2,3:21.0,D. DeRozan makes 2-pt jump shot from 7 ft,,52,38
178,2,3:09.0,,E. Fournier makes 2-pt layup from 1 ft (assist by M. Fultz),52,40
179,2,2:56.0,L. Aldridge misses 2-pt jump shot from 20 ft,,52,40
180,2,2:53.0,,Defensive rebound by A. Aminu,52,40
181,2,2:39.0,,A. Aminu misses 2-pt jump shot from 7 ft,52,40
182,2,2:36.0,Defensive rebound by R. Gay,,52,40
183,2,2:30.0,D. Murray makes 2-pt jump shot from 8 ft,,54,40
184,2,2:15.0,,N. Vučević misses 2-pt jump shot from 20 ft,54,40
185,2,2:12.0,Defensive rebound by D. DeRozan,,54,40
186,2,2:05.0,D. DeRozan misses 2-pt layup from 3 ft,,54,40
187,2,2:03.0,,Defensive rebound by A. Gordon,54,40
188,2,1:58.0,,N. Vučević misses 2-pt layup from 5 ft,54,40
189,2,1:54.0,Defensive rebound by D. Murray,,54,40
190,2,1:49.0,B. Forbes misses 3-pt jump shot from 26 ft,,54,40
191,2,1:44.0,,Defensive rebound by A. Aminu,54,40
192,2,1:33.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),54,43
193,2,1:32.0,San Antonio full timeout,,54,43
194,2,1:32.0,P. Mills enters the game for D. Murray,,54,43
195,2,1:19.0,D. DeRozan makes 2-pt layup from 2 ft,,56,43
196,2,0:58.0,,E. Fournier misses 3-pt jump shot from 26 ft,56,43
197,2,0:55.0,,Offensive rebound by A. Gordon,56,43
198,2,0:53.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by A. Gordon),56,46
199,2,0:33.0,L. Aldridge misses 2-pt hook shot from 6 ft,,56,46
200,2,0:30.0,,Defensive rebound by A. Aminu,56,46
201,2,0:23.0,,M. Fultz misses 2-pt layup from 3 ft,56,46
202,2,0:18.0,,Offensive rebound by A. Aminu,56,46
203,2,0:18.0,,A. Aminu misses 2-pt layup from 1 ft,56,46
204,2,0:17.0,,Offensive rebound by N. Vučević,56,46
205,2,0:17.0,,N. Vučević misses 2-pt layup from 7 ft (block by L. Aldridge),56,46
206,2,0:12.0,,Offensive rebound by E. Fournier,56,46
207,2,0:08.0,,E. Fournier misses 2-pt jump shot from 10 ft,56,46
208,2,0:05.0,,Offensive rebound by A. Aminu,56,46
209,2,0:02.0,,M. Fultz misses 2-pt layup from 2 ft,56,46
210,2,0:02.0,,Offensive rebound by N. Vučević,56,46
211,2,0:00.0,,N. Vučević misses 2-pt layup from 1 ft,56,46
212,2,0:00.0,,Offensive rebound by A. Aminu,56,46
213,2,0:00.0,,Shooting foul by L. Aldridge (drawn by A. Aminu),56,46
214,2,0:00.0,,A. Aminu misses free throw 1 of 2,56,46
215,2,0:00.0,,Offensive rebound by Team,56,46
216,2,0:00.0,J. Poeltl enters the game for L. Aldridge,,56,46
217,2,0:00.0,,A. Aminu makes free throw 2 of 2,56,47
218,3,11:44.0,,M. Fultz misses 2-pt jump shot from 14 ft,56,47
219,3,11:40.0,Defensive rebound by T. Lyles,,56,47
220,3,11:25.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. Murray),,58,47
221,3,11:12.0,,A. Gordon misses 3-pt jump shot from 26 ft,58,47
222,3,11:09.0,Defensive rebound by T. Lyles,,58,47
223,3,11:01.0,L. Aldridge misses 2-pt jump shot from 18 ft,,58,47
224,3,10:58.0,,Defensive rebound by M. Fultz,58,47
225,3,10:51.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by N. Vučević),58,50
226,3,10:36.0,Turnover by D. DeRozan (bad pass; steal by M. Fultz),,58,50
227,3,10:33.0,,M. Fultz makes 2-pt layup from 2 ft,58,52
228,3,10:33.0,,Shooting foul by D. Murray (drawn by M. Fultz),58,52
229,3,10:33.0,,M. Fultz makes free throw 1 of 1,58,53
230,3,10:19.0,L. Aldridge makes 2-pt jump shot from 12 ft (assist by D. DeRozan),,60,53
231,3,10:19.0,Shooting foul by N. Vučević (drawn by L. Aldridge),,60,53
232,3,10:19.0,L. Aldridge makes free throw 1 of 1,,61,53
233,3,10:02.0,,N. Vučević misses 2-pt hook shot from 5 ft,61,53
234,3,9:56.0,,Offensive rebound by A. Aminu,61,53
235,3,9:56.0,,A. Aminu makes 2-pt layup at rim,61,55
236,3,9:44.0,B. Forbes misses 3-pt jump shot from 26 ft,,61,55
237,3,9:42.0,,Defensive rebound by A. Gordon,61,55
238,3,9:38.0,,Shooting foul by D. Murray (drawn by E. Fournier),61,55
239,3,9:38.0,,E. Fournier makes free throw 1 of 2,61,56
240,3,9:38.0,San Antonio full timeout,,61,56
241,3,9:38.0,D. White enters the game for D. Murray,,61,56
242,3,9:38.0,,E. Fournier makes free throw 2 of 2,61,57
243,3,9:24.0,B. Forbes misses 2-pt jump shot from 20 ft,,61,57
244,3,9:22.0,,Defensive rebound by N. Vučević,61,57
245,3,9:17.0,,Personal foul by D. DeRozan (drawn by A. Gordon),61,57
246,3,9:08.0,,N. Vučević misses 2-pt hook shot from 6 ft,61,57
247,3,9:05.0,Defensive rebound by T. Lyles,,61,57
248,3,8:59.0,Turnover by D. White (bad pass; steal by E. Fournier),,61,57
249,3,8:57.0,,Shooting foul by D. DeRozan (drawn by A. Gordon),61,57
250,3,8:57.0,,A. Gordon misses free throw 1 of 2,61,57
251,3,8:57.0,,Offensive rebound by Team,61,57
252,3,8:57.0,,A. Gordon misses free throw 2 of 2,61,57
253,3,8:55.0,Defensive rebound by L. Aldridge,,61,57
254,3,8:37.0,Shooting foul by A. Gordon (drawn by D. DeRozan),,61,57
255,3,8:37.0,D. DeRozan makes free throw 1 of 2,,62,57
256,3,8:37.0,D. DeRozan makes free throw 2 of 2,,63,57
257,3,8:22.0,,N. Vučević misses 2-pt hook shot from 6 ft,63,57
258,3,8:19.0,Defensive rebound by L. Aldridge,,63,57
259,3,8:01.0,L. Aldridge makes 3-pt jump shot from 26 ft (assist by D. White),,66,57
260,3,7:46.0,,M. Fultz makes 2-pt layup from 2 ft,66,59
261,3,7:32.0,L. Aldridge misses 2-pt jump shot from 19 ft,,66,59
262,3,7:28.0,Offensive rebound by T. Lyles,,66,59
263,3,7:28.0,T. Lyles misses 2-pt layup from 1 ft,,66,59
264,3,7:26.0,,Defensive rebound by A. Gordon,66,59
265,3,7:23.0,,Shooting foul by D. White (drawn by A. Aminu),66,59
266,3,7:23.0,,A. Aminu makes free throw 1 of 2,66,60
267,3,7:23.0,,A. Aminu makes free throw 2 of 2,66,61
268,3,7:06.0,Personal foul by A. Gordon (drawn by D. DeRozan),,66,61
269,3,7:06.0,R. Gay enters the game for T. Lyles,,66,61
270,3,6:54.0,R. Gay misses 3-pt jump shot from 23 ft,,66,61
271,3,6:51.0,,Defensive rebound by A. Gordon,66,61
272,3,6:43.0,,Shooting foul by D. White (drawn by A. Gordon),66,61
273,3,6:43.0,,A. Gordon makes free throw 1 of 2,66,62
274,3,6:43.0,,A. Gordon makes free throw 2 of 2,66,63
275,3,6:24.0,D. DeRozan misses 2-pt jump shot from 17 ft (block by A. Gordon),,66,63
276,3,6:19.0,,Defensive rebound by N. Vučević,66,63
277,3,6:11.0,,A. Gordon misses 2-pt layup from 8 ft (block by L. Aldridge),66,63
278,3,6:11.0,,Offensive rebound by A. Aminu,66,63
279,3,6:11.0,,Shooting foul by L. Aldridge (drawn by A. Aminu),66,63
280,3,6:11.0,,A. Aminu makes free throw 1 of 2,66,64
281,3,6:11.0,J. Poeltl enters the game for L. Aldridge,,66,64
282,3,6:11.0,,A. Aminu misses free throw 2 of 2,66,64
283,3,6:06.0,,Offensive rebound by A. Gordon,66,64
284,3,6:06.0,,A. Gordon misses 2-pt layup at rim,66,64
285,3,6:06.0,,Offensive rebound by A. Gordon,66,64
286,3,6:06.0,,A. Gordon misses 2-pt layup at rim,66,64
287,3,6:06.0,Defensive rebound by Team,,66,64
288,3,5:55.0,R. Gay misses 2-pt jump shot from 13 ft,,66,64
289,3,5:51.0,,Defensive rebound by A. Aminu,66,64
290,3,5:48.0,,A. Gordon misses 3-pt jump shot from 23 ft,66,64
291,3,5:44.0,,Offensive rebound by N. Vučević,66,64
292,3,5:35.0,,N. Vučević misses 2-pt hook shot from 5 ft,66,64
293,3,5:31.0,Defensive rebound by B. Forbes,,66,64
294,3,5:22.0,B. Forbes misses 2-pt jump shot from 11 ft,,66,64
295,3,5:18.0,,Defensive rebound by A. Aminu,66,64
296,3,5:10.0,,M. Fultz makes 2-pt layup from 2 ft,66,66
297,3,4:55.0,Turnover by D. DeRozan (bad pass; steal by A. Aminu),,66,66
298,3,4:49.0,,E. Fournier makes 3-pt jump shot from 25 ft,66,69
299,3,4:48.0,San Antonio full timeout,,66,69
300,3,4:48.0,M. Belinelli enters the game for D. DeRozan,,66,69
301,3,4:48.0,P. Mills enters the game for B. Forbes,,66,69
302,3,4:48.0,,T. Ross enters the game for A. Gordon,66,69
303,3,4:33.0,R. Gay misses 2-pt jump shot from 9 ft,,66,69
304,3,4:29.0,,Defensive rebound by M. Fultz,66,69
305,3,4:18.0,,E. Fournier misses 2-pt hook shot from 4 ft,66,69
306,3,4:18.0,Defensive rebound by Team,,66,69
307,3,3:58.0,J. Poeltl makes 2-pt hook shot from 11 ft,,68,69
308,3,3:39.0,,N. Vučević makes 2-pt layup from 2 ft,68,71
309,3,3:21.0,J. Poeltl makes 2-pt jump shot from 7 ft (assist by R. Gay),,70,71
310,3,3:00.0,,M. Fultz misses 3-pt jump shot from 23 ft,70,71
311,3,2:57.0,Defensive rebound by P. Mills,,70,71
312,3,2:55.0,P. Mills makes 2-pt jump shot from 9 ft,,72,71
313,3,2:55.0,Shooting foul by T. Ross (drawn by P. Mills),,72,71
314,3,2:55.0,,D. Augustin enters the game for E. Fournier,72,71
315,3,2:55.0,,M. Bamba enters the game for M. Fultz,72,71
316,3,2:55.0,,M. Carter-Williams enters the game for N. Vučević,72,71
317,3,2:55.0,P. Mills misses free throw 1 of 1,,72,71
318,3,2:53.0,,Defensive rebound by A. Aminu,72,71
319,3,2:35.0,,T. Ross makes 2-pt jump shot from 9 ft,72,73
320,3,2:27.0,P. Mills misses 2-pt jump shot from 16 ft,,72,73
321,3,2:24.0,Offensive rebound by Team,,72,73
322,3,2:24.0,,A. Gordon enters the game for A. Aminu,72,73
323,3,2:15.0,D. White makes 3-pt jump shot from 25 ft,,75,73
324,3,1:54.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by D. Augustin),75,76
325,3,1:38.0,Shooting foul by A. Gordon (drawn by J. Poeltl),,75,76
326,3,1:38.0,J. Poeltl misses free throw 1 of 2,,75,76
327,3,1:38.0,Offensive rebound by Team,,75,76
328,3,1:38.0,J. Poeltl makes free throw 2 of 2,,76,76
329,3,1:25.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),76,79
330,3,1:07.0,R. Gay makes 2-pt jump shot from 17 ft (assist by J. Poeltl),,78,79
331,3,0:48.0,,Turnover by M. Bamba (bad pass; steal by P. Mills),78,79
332,3,0:45.0,P. Mills makes 2-pt layup from 1 ft,,80,79
333,3,0:24.0,,A. Gordon misses 2-pt jump shot from 11 ft,80,79
334,3,0:21.0,Defensive rebound by R. Gay,,80,79
335,3,0:03.0,R. Gay makes 2-pt jump shot from 13 ft,,82,79
336,3,0:00.0,,T. Ross misses 3-pt jump shot from 56 ft (block by D. White),82,79
337,3,0:00.0,,Offensive rebound by Team,82,79
338,4,12:00.0,Violation by Team (delay of game),,82,79
339,4,11:42.0,M. Belinelli misses 2-pt jump shot from 20 ft,,82,79
340,4,11:38.0,,Defensive rebound by M. Bamba,82,79
341,4,11:25.0,,A. Gordon misses 2-pt jump shot from 11 ft,82,79
342,4,11:22.0,Defensive rebound by M. Belinelli,,82,79
343,4,11:15.0,J. Poeltl makes 2-pt dunk from 5 ft (assist by M. Belinelli),,84,79
344,4,10:51.0,,Shooting foul by R. Gay (drawn by A. Gordon),84,79
345,4,10:51.0,,Instant Replay (Request: Ruling Stands),84,79
346,4,10:51.0,,A. Gordon misses free throw 1 of 2,84,79
347,4,10:51.0,,Offensive rebound by Team,84,79
348,4,10:51.0,T. Lyles enters the game for R. Gay,,84,79
349,4,10:51.0,,A. Gordon makes free throw 2 of 2,84,80
350,4,10:42.0,Personal foul by T. Ross (drawn by J. Poeltl),,84,80
351,4,10:34.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,87,80
352,4,10:16.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,87,80
353,4,10:12.0,,Offensive rebound by M. Bamba,87,80
354,4,10:06.0,,D. Augustin makes 3-pt jump shot from 27 ft (assist by A. Gordon),87,83
355,4,9:49.0,D. DeRozan makes 2-pt jump shot from 12 ft,,89,83
356,4,9:33.0,,M. Carter-Williams misses 2-pt jump shot from 3 ft,89,83
357,4,9:31.0,Defensive rebound by J. Poeltl,,89,83
358,4,9:23.0,P. Mills misses 3-pt jump shot from 24 ft,,89,83
359,4,9:19.0,,Defensive rebound by M. Bamba,89,83
360,4,9:14.0,,T. Ross makes 2-pt layup from 2 ft,89,85
361,4,9:14.0,,Shooting foul by D. DeRozan (drawn by M. Carter-Williams),89,85
362,4,9:14.0,,N. Vučević enters the game for M. Bamba,89,85
363,4,9:14.0,,T. Ross makes free throw 1 of 1,89,86
364,4,8:58.0,D. DeRozan misses 2-pt jump shot from 8 ft (block by M. Carter-Williams),,89,86
365,4,8:55.0,,Defensive rebound by T. Ross,89,86
366,4,8:41.0,,N. Vučević makes 2-pt hook shot from 7 ft,89,88
367,4,8:18.0,M. Belinelli misses 2-pt jump shot from 12 ft,,89,88
368,4,8:13.0,,Defensive rebound by D. Augustin,89,88
369,4,8:06.0,,T. Ross misses 3-pt jump shot from 25 ft,89,88
370,4,8:02.0,Defensive rebound by M. Belinelli,,89,88
371,4,7:52.0,M. Belinelli misses 2-pt jump shot from 18 ft,,89,88
372,4,7:50.0,,Defensive rebound by Team,89,88
373,4,7:50.0,L. Aldridge enters the game for P. Mills,,89,88
374,4,7:50.0,D. Murray enters the game for J. Poeltl,,89,88
375,4,7:50.0,,E. Fournier enters the game for M. Carter-Williams,89,88
376,4,7:31.0,,T. Ross makes 2-pt jump shot from 16 ft (assist by N. Vučević),89,90
377,4,7:17.0,D. DeRozan misses 2-pt jump shot from 11 ft,,89,90
378,4,7:15.0,,Defensive rebound by D. Augustin,89,90
379,4,7:01.0,,Turnover by N. Vučević (out of bounds lost ball),89,90
380,4,7:01.0,B. Forbes enters the game for M. Belinelli,,89,90
381,4,7:01.0,,A. Aminu enters the game for A. Gordon,89,90
