,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,LA CLIPPERS_ACTION,CLEVELAND_SCORE,LA CLIPPERS_SCORE
382,4,6:11.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by J. Robinson),87,117
383,4,6:00.0,Turnover by M. Dellavedova (bad pass; steal by M. Harrell),,87,117
384,4,5:58.0,,Personal take foul by D. Exum (drawn by R. McGruder),87,117
385,4,5:53.0,,Shooting foul by J. Henson (drawn by M. Harrell),87,117
386,4,5:53.0,,M. Harrell misses free throw 1 of 2,87,117
387,4,5:53.0,,Offensive rebound by Team,87,117
388,4,5:53.0,T. Cook enters the game for J. Henson,,87,117
389,4,5:53.0,,M. Harrell misses free throw 2 of 2,87,117
390,4,5:51.0,Defensive rebound by D. Wade,,87,117
391,4,5:34.0,Cleveland full timeout,,87,117
392,4,5:28.0,Turnover by D. Wade (bad pass; steal by J. Robinson),,87,117
393,4,5:23.0,,J. Robinson makes 2-pt layup from 1 ft,87,119
394,4,5:08.0,M. Dellavedova makes 2-pt jump shot from 7 ft (assist by D. Wade),,89,119
395,4,4:55.0,,Shooting foul by T. Cook (drawn by M. Harrell),89,119
396,4,4:55.0,,M. Harrell makes free throw 1 of 2,89,120
397,4,4:55.0,,D. Walton enters the game for R. McGruder,89,120
398,4,4:55.0,,M. Harrell makes free throw 2 of 2,89,121
399,4,4:39.0,M. Dellavedova makes 3-pt jump shot from 27 ft,,92,121
400,4,4:14.0,,M. Harrell makes 2-pt layup from 2 ft,92,123
401,4,4:02.0,M. Dellavedova makes 3-pt jump shot from 25 ft,,95,123
402,4,3:49.0,,M. Harrell misses 2-pt layup from 4 ft,95,123
403,4,3:47.0,Defensive rebound by D. Wade,,95,123
404,4,3:46.0,Personal take foul by J. Green (drawn by M. Dellavedova),,95,123
405,4,3:46.0,M. Dellavedova makes free throw 1 of 2,,96,123
406,4,3:46.0,,P. Patterson enters the game for M. Harrell,96,123
407,4,3:46.0,M. Dellavedova makes free throw 2 of 2,,97,123
408,4,3:32.0,,J. Robinson makes 2-pt layup from 3 ft,97,125
409,4,3:32.0,,Violation by Team (delay of game),97,125
410,4,3:05.0,T. Cook misses 2-pt dunk from 3 ft,,97,125
411,4,3:03.0,,Defensive rebound by J. Green,97,125
412,4,3:03.0,,P. Patterson misses 3-pt jump shot from 25 ft,97,125
413,4,2:59.0,Defensive rebound by D. Wade,,97,125
414,4,2:52.0,Turnover by D. Exum (lost ball; steal by J. Robinson),,97,125
415,4,2:32.0,,T. Mann misses 3-pt jump shot from 24 ft,97,125
416,4,2:28.0,Defensive rebound by T. Cook,,97,125
417,4,2:15.0,T. Cook makes 2-pt hook shot from 6 ft,,99,125
418,4,1:52.0,,T. Mann misses 2-pt layup from 5 ft (block by D. Wade),99,125
419,4,1:47.0,,Offensive rebound by T. Mann,99,125
420,4,1:47.0,,T. Mann misses 2-pt jump shot from 10 ft,99,125
421,4,1:46.0,Defensive rebound by D. Wade,,99,125
422,4,1:33.0,Shooting foul by P. Patterson (drawn by T. Cook),,99,125
423,4,1:33.0,T. Cook makes free throw 1 of 2,,100,125
424,4,1:33.0,T. Cook makes free throw 2 of 2,,101,125
425,4,1:17.0,,D. Walton misses 2-pt jump shot from 15 ft,101,125
426,4,1:14.0,Defensive rebound by D. Exum,,101,125
427,4,1:09.0,D. Wade misses 2-pt layup from 3 ft,,101,125
428,4,1:06.0,,Defensive rebound by J. Green,101,125
429,4,0:56.0,,J. Robinson makes 3-pt jump shot from 25 ft,101,128
430,4,0:40.0,D. Wade makes 2-pt dunk from 1 ft (assist by D. Exum),,103,128
431,4,0:31.0,,P. Patterson misses 3-pt jump shot from 24 ft,103,128
432,4,0:29.0,Defensive rebound by D. Exum,,103,128
433,4,0:23.0,M. Dellavedova misses 3-pt jump shot from 27 ft,,103,128
434,4,0:20.0,,Defensive rebound by J. Green,103,128
