,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHOENIX_ACTION,BROOKLYN_SCORE,PHOENIX_SCORE
379,4,8:02.0,Shooting foul by K. Oubre (drawn by D. Nwaba),,93,115
380,4,8:02.0,D. Nwaba makes free throw 1 of 2,,94,115
381,4,8:02.0,,D. Booker enters the game for A. Baynes,94,115
382,4,8:02.0,,F. Kaminsky enters the game for K. Oubre,94,115
383,4,8:02.0,D. Nwaba makes free throw 2 of 2,,95,115
384,4,7:41.0,,D. Booker misses 3-pt jump shot from 26 ft,95,115
385,4,7:36.0,Defensive rebound by D. Nwaba,,95,115
386,4,7:31.0,D. Nwaba misses 2-pt layup from 2 ft (block by C. Johnson),,95,115
387,4,7:29.0,,Defensive rebound by C. Johnson,95,115
388,4,7:15.0,,R. Rubio misses 2-pt layup at rim,95,115
389,4,7:12.0,Defensive rebound by D. Nwaba,,95,115
390,4,7:04.0,D. Musa misses 2-pt layup from 1 ft,,95,115
391,4,7:03.0,,Defensive rebound by C. Johnson,95,115
392,4,6:56.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,95,115
393,4,6:54.0,Defensive rebound by T. Pinson,,95,115
394,4,6:40.0,D. Musa misses 3-pt jump shot from 30 ft,,95,115
395,4,6:37.0,,Defensive rebound by F. Kaminsky,95,115
396,4,6:19.0,,Shooting foul by D. Nwaba (drawn by D. Booker),95,115
397,4,6:19.0,,D. Booker makes free throw 1 of 2,95,116
398,4,6:19.0,,D. Booker makes free throw 2 of 2,95,117
399,4,5:59.0,Offensive foul by R. Kurucs (drawn by C. Johnson),,95,117
400,4,5:59.0,Turnover by R. Kurucs (offensive foul),,95,117
401,4,5:49.0,,D. Booker makes 2-pt layup from 1 ft (assist by R. Rubio),95,119
402,4,5:37.0,Turnover by T. Pinson (bad pass; steal by M. Bridges),,95,119
403,4,5:31.0,,C. Johnson makes 3-pt jump shot from 23 ft (assist by D. Booker),95,122
404,4,5:22.0,Brooklyn full timeout,,95,122
405,4,5:22.0,,J. Carter enters the game for D. Booker,95,122
406,4,5:22.0,,E. Okobo enters the game for R. Rubio,95,122
407,4,5:14.0,D. Musa misses 3-pt jump shot from 23 ft,,95,122
408,4,5:12.0,Offensive rebound by Team,,95,122
409,4,5:10.0,D. Musa makes 2-pt layup from 1 ft (assist by D. Nwaba),,97,122
410,4,4:53.0,,E. Okobo misses 3-pt jump shot from 25 ft,97,122
411,4,4:50.0,Defensive rebound by D. Nwaba,,97,122
412,4,4:30.0,T. Pinson misses 3-pt jump shot from 26 ft,,97,122
413,4,4:26.0,,Defensive rebound by F. Kaminsky,97,122
414,4,4:13.0,,C. Johnson makes 2-pt jump shot from 20 ft (assist by M. Bridges),97,124
415,4,3:47.0,Turnover by D. Musa (bad pass; steal by C. Johnson),,97,124
416,4,3:47.0,,Turnover by C. Johnson (lost ball; steal by R. Kurucs),97,124
417,4,3:45.0,D. Musa makes 2-pt layup at rim,,99,124
418,4,3:36.0,,Shooting foul by D. Nwaba (drawn by E. Okobo),99,124
419,4,3:36.0,,E. Okobo makes free throw 1 of 2,99,125
420,4,3:36.0,,C. Diallo enters the game for C. Johnson,99,125
421,4,3:36.0,,E. Okobo makes free throw 2 of 2,99,126
422,4,3:22.0,N. Claxton makes 2-pt dunk from 1 ft (assist by T. Pinson),,101,126
423,4,3:07.0,,E. Okobo makes 2-pt layup at rim (assist by C. Diallo),101,128
424,4,2:58.0,T. Pinson misses 3-pt jump shot from 26 ft,,101,128
425,4,2:54.0,,Defensive rebound by C. Diallo,101,128
426,4,2:48.0,,F. Kaminsky makes 2-pt dunk at rim (assist by E. Okobo),101,130
427,4,2:32.0,D. Musa makes 2-pt layup from 1 ft,,103,130
428,4,2:32.0,,Violation by Team (def goaltending),103,130
429,4,2:27.0,,Shooting foul by N. Claxton (drawn by C. Diallo),103,130
430,4,2:27.0,,C. Diallo misses free throw 1 of 2,103,130
431,4,2:27.0,,Offensive rebound by Team,103,130
432,4,2:27.0,,C. Diallo makes free throw 2 of 2,103,131
433,4,2:19.0,Personal foul by C. Diallo (drawn by N. Claxton),,103,131
434,4,2:05.0,T. Pinson misses 3-pt jump shot from 26 ft (block by J. Carter),,103,131
435,4,2:02.0,,Defensive rebound by J. Carter,103,131
436,4,1:55.0,,C. Diallo makes 2-pt dunk at rim (assist by M. Bridges),103,133
437,4,1:44.0,D. Musa misses 3-pt jump shot from 27 ft,,103,133
438,4,1:41.0,Offensive rebound by N. Claxton,,103,133
439,4,1:41.0,D. Nwaba makes 2-pt dunk from 1 ft (assist by N. Claxton),,105,133
440,4,1:30.0,,M. Bridges misses 2-pt jump shot from 13 ft (block by D. Nwaba),105,133
441,4,1:28.0,Defensive rebound by D. Musa,,105,133
442,4,1:23.0,D. Nwaba makes 2-pt layup from 1 ft (assist by T. Pinson),,107,133
443,4,1:11.0,,J. Carter makes 2-pt jump shot from 18 ft (assist by F. Kaminsky),107,135
444,4,0:58.0,R. Kurucs makes 3-pt jump shot from 26 ft (assist by N. Claxton),,110,135
445,4,0:42.0,,M. Bridges misses 2-pt jump shot from 6 ft,110,135
446,4,0:39.0,,Offensive rebound by M. Bridges,110,135
447,4,0:39.0,,M. Bridges misses 2-pt layup from 1 ft,110,135
448,4,0:38.0,Defensive rebound by N. Claxton,,110,135
449,4,0:33.0,Turnover by R. Kurucs (bad pass; steal by E. Okobo),,110,135
450,4,0:29.0,,M. Bridges makes 3-pt jump shot from 25 ft (assist by E. Okobo),110,138
451,4,0:10.0,T. Pinson makes 2-pt layup at rim,,112,138
