,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
59,1,5:01.0,,D. Favors makes 2-pt layup at rim (assist by B. Ingram),10,10
60,1,4:46.0,Shooting foul by J. Hart (drawn by T. Young),,10,10
61,1,4:46.0,T. Young makes free throw 1 of 2,,11,10
62,1,4:46.0,D. Gafford enters the game for L. Markkanen,,11,10
63,1,4:46.0,,N. Alexander-Walker enters the game for L. Ball,11,10
64,1,4:46.0,,J. Hayes enters the game for D. Favors,11,10
65,1,4:46.0,T. Young misses free throw 2 of 2,,11,10
66,1,4:43.0,,Defensive rebound by J. Hayes,11,10
67,1,4:35.0,,Turnover by B. Ingram (bad pass; steal by K. Dunn),11,10
68,1,4:30.0,T. Young makes 2-pt dunk from 1 ft (assist by Z. LaVine),,13,10
69,1,4:20.0,,J. Redick makes 3-pt jump shot from 28 ft (assist by B. Ingram),13,13
70,1,3:57.0,K. Dunn makes 2-pt layup from 3 ft,,15,13
71,1,3:38.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by N. Alexander-Walker),15,15
72,1,3:25.0,T. Young makes 2-pt dunk from 1 ft (assist by K. Dunn),,17,15
73,1,3:08.0,,J. Hayes makes 2-pt layup from 2 ft (assist by N. Alexander-Walker),17,17
74,1,2:55.0,Z. LaVine makes 2-pt dunk from 1 ft,,19,17
75,1,2:33.0,,B. Ingram misses 2-pt layup from 1 ft (block by D. Gafford),19,17
76,1,2:32.0,,Offensive rebound by Team,19,17
77,1,2:32.0,Chicago full timeout,,19,17
78,1,2:32.0,R. Arcidiacono enters the game for K. Dunn,,19,17
79,1,2:32.0,C. Hutchison enters the game for T. Young,,19,17
80,1,2:32.0,,E. Moore enters the game for J. Hart,19,17
81,1,2:29.0,,Turnover by Team (shot clock),19,17
82,1,2:21.0,Z. LaVine makes 2-pt layup from 1 ft,,21,17
83,1,2:10.0,,Turnover by E. Moore (bad pass),21,17
84,1,1:57.0,Z. LaVine misses 2-pt layup from 2 ft,,21,17
85,1,1:57.0,Offensive rebound by D. Gafford,,21,17
86,1,1:57.0,D. Gafford misses 2-pt layup at rim,,21,17
87,1,1:57.0,Offensive rebound by D. Gafford,,21,17
88,1,1:57.0,Personal foul by E. Moore (drawn by D. Gafford),,21,17
89,1,1:57.0,T. Satoranský enters the game for Z. LaVine,,21,17
90,1,1:50.0,R. Arcidiacono misses 3-pt jump shot from 23 ft,,21,17
91,1,1:47.0,Offensive rebound by T. Satoranský,,21,17
92,1,1:46.0,C. White misses 3-pt jump shot from 25 ft,,21,17
93,1,1:44.0,,Defensive rebound by Team,21,17
94,1,1:34.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by N. Alexander-Walker),21,20
95,1,1:17.0,Offensive foul by D. Gafford (drawn by B. Ingram),,21,20
96,1,1:17.0,Turnover by D. Gafford (offensive foul),,21,20
97,1,0:56.0,,J. Hayes makes 2-pt dunk from 2 ft (assist by N. Alexander-Walker),21,22
98,1,0:40.0,C. Hutchison misses 2-pt layup from 3 ft (block by J. Hayes),,21,22
99,1,0:40.0,Offensive rebound by Team,,21,22
100,1,0:30.0,C. White misses 2-pt layup from 3 ft,,21,22
101,1,0:28.0,,Defensive rebound by B. Ingram,21,22
102,1,0:25.0,,Shooting foul by T. Satoranský (drawn by B. Ingram),21,22
103,1,0:25.0,,B. Ingram misses free throw 1 of 2,21,22
104,1,0:25.0,,Offensive rebound by Team,21,22
105,1,0:25.0,,B. Ingram makes free throw 2 of 2,21,23
106,1,0:04.0,Turnover by C. White (step out of bounds),,21,23
107,1,0:00.0,,B. Ingram misses 3-pt jump shot from 25 ft,21,23
108,1,0:00.0,,Offensive rebound by Team,21,23
109,2,11:47.0,Turnover by R. Arcidiacono (bad pass; steal by E. Moore),,21,23
110,2,11:31.0,,Personal foul by R. Arcidiacono (drawn by N. Alexander-Walker),21,23
111,2,11:25.0,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,21,23
112,2,11:22.0,Defensive rebound by C. Hutchison,,21,23
113,2,11:20.0,Turnover by T. Satoranský (traveling),,21,23
114,2,11:05.0,,L. Ball misses 3-pt jump shot from 23 ft,21,23
115,2,11:02.0,Defensive rebound by C. Hutchison,,21,23
116,2,10:54.0,C. Hutchison misses 2-pt layup from 2 ft (block by J. Hayes),,21,23
117,2,10:52.0,,Defensive rebound by N. Melli,21,23
118,2,10:41.0,,L. Ball misses 2-pt layup from 3 ft,21,23
119,2,10:37.0,Defensive rebound by C. White,,21,23
120,2,10:23.0,T. Satoranský misses 2-pt jump shot from 3 ft,,21,23
121,2,10:22.0,,Defensive rebound by J. Hayes,21,23
122,2,10:19.0,,Personal foul by R. Arcidiacono (drawn by E. Moore),21,23
123,2,10:16.0,,L. Ball makes 2-pt layup from 1 ft (assist by N. Alexander-Walker),21,25
124,2,10:03.0,Shooting foul by J. Hayes (drawn by C. Hutchison),,21,25
125,2,10:03.0,C. Hutchison misses free throw 1 of 2,,21,25
126,2,10:03.0,Offensive rebound by Team,,21,25
127,2,10:03.0,Z. LaVine enters the game for D. Gafford,,21,25
128,2,10:03.0,L. Markkanen enters the game for T. Satoranský,,21,25
129,2,10:03.0,C. Hutchison misses free throw 2 of 2,,21,25
130,2,10:00.0,,Defensive rebound by J. Hayes,21,25
131,2,9:51.0,,E. Moore misses 2-pt jump shot from 6 ft,21,25
132,2,9:46.0,,Offensive rebound by J. Hayes,21,25
133,2,9:45.0,,J. Hayes misses 2-pt layup from 1 ft,21,25
134,2,9:43.0,Defensive rebound by C. Hutchison,,21,25
135,2,9:41.0,C. Hutchison misses 2-pt layup from 1 ft,,21,25
136,2,9:41.0,Offensive rebound by L. Markkanen,,21,25
137,2,9:41.0,Shooting foul by E. Moore (drawn by L. Markkanen),,21,25
138,2,9:41.0,L. Markkanen misses free throw 1 of 2,,21,25
139,2,9:41.0,Offensive rebound by Team,,21,25
140,2,9:41.0,L. Markkanen makes free throw 2 of 2,,22,25
141,2,9:27.0,,N. Melli misses 3-pt jump shot from 23 ft,22,25
142,2,9:24.0,Defensive rebound by R. Arcidiacono,,22,25
143,2,9:15.0,L. Markkanen misses 2-pt hook shot from 3 ft,,22,25
144,2,9:12.0,,Defensive rebound by N. Alexander-Walker,22,25
145,2,9:08.0,,E. Moore misses 3-pt jump shot from 23 ft,22,25
146,2,9:04.0,,Offensive rebound by N. Alexander-Walker,22,25
147,2,9:03.0,,N. Alexander-Walker makes 2-pt layup from 2 ft,22,27
148,2,8:47.0,Shooting foul by N. Melli (drawn by C. Hutchison),,22,27
149,2,8:47.0,C. Hutchison misses free throw 1 of 2,,22,27
150,2,8:47.0,Offensive rebound by Team,,22,27
151,2,8:47.0,K. Dunn enters the game for R. Arcidiacono,,22,27
152,2,8:47.0,C. Hutchison makes free throw 2 of 2,,23,27
153,2,8:36.0,,E. Moore misses 3-pt jump shot from 24 ft,23,27
154,2,8:34.0,Defensive rebound by K. Dunn,,23,27
155,2,8:20.0,Z. LaVine misses 2-pt layup from 1 ft,,23,27
156,2,8:18.0,,Defensive rebound by E. Moore,23,27
157,2,8:15.0,,N. Melli misses 3-pt jump shot from 25 ft,23,27
158,2,8:11.0,,Offensive rebound by L. Ball,23,27
159,2,8:07.0,,N. Alexander-Walker makes 3-pt jump shot from 23 ft (assist by L. Ball),23,30
160,2,7:52.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by K. Dunn),,25,30
161,2,7:44.0,,N. Melli makes 2-pt layup from 2 ft (assist by L. Ball),25,32
162,2,7:44.0,,Shooting foul by K. Dunn (drawn by N. Melli),25,32
163,2,7:44.0,T. Young enters the game for C. Hutchison,,25,32
164,2,7:44.0,,N. Melli makes free throw 1 of 1,25,33
165,2,7:22.0,T. Young misses 3-pt jump shot from 23 ft,,25,33
166,2,7:20.0,,Defensive rebound by J. Hayes,25,33
167,2,7:04.0,,E. Moore misses 2-pt layup from 3 ft,25,33
168,2,7:01.0,,Offensive rebound by J. Hayes,25,33
169,2,7:01.0,,J. Hayes misses 2-pt layup from 1 ft,25,33
170,2,7:01.0,,Offensive rebound by J. Hayes,25,33
171,2,7:01.0,,J. Hayes misses 2-pt layup from 2 ft,25,33
172,2,6:59.0,Defensive rebound by L. Markkanen,,25,33
173,2,6:54.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),,28,33
174,2,6:29.0,,E. Moore misses 3-pt jump shot from 25 ft,28,33
175,2,6:27.0,Defensive rebound by C. White,,28,33
176,2,6:23.0,C. White makes 2-pt layup from 1 ft,,30,33
177,2,6:16.0,,New Orleans full timeout,30,33
178,2,6:16.0,,D. Favors enters the game for N. Alexander-Walker,30,33
179,2,6:16.0,,J. Hart enters the game for J. Hayes,30,33
180,2,6:16.0,,B. Ingram enters the game for N. Melli,30,33
181,2,6:16.0,,J. Redick enters the game for E. Moore,30,33
182,2,6:08.0,,D. Favors misses 2-pt layup from 2 ft,30,33
183,2,6:06.0,,Offensive rebound by D. Favors,30,33
184,2,6:04.0,,J. Hart misses 3-pt jump shot from 25 ft,30,33
185,2,6:04.0,Defensive rebound by K. Dunn,,30,33
186,2,5:48.0,Z. LaVine makes 2-pt layup from 2 ft,,32,33
187,2,5:43.0,,Shooting foul by L. Markkanen (drawn by L. Ball),32,33
188,2,5:43.0,,L. Ball misses free throw 1 of 2,32,33
189,2,5:43.0,,Offensive rebound by Team,32,33
190,2,5:43.0,,L. Ball makes free throw 2 of 2,32,34
191,2,5:34.0,Z. LaVine makes 2-pt layup from 2 ft,,34,34
192,2,5:21.0,,Turnover by J. Redick (bad pass; steal by K. Dunn),34,34
193,2,5:17.0,K. Dunn makes 2-pt dunk at rim,,36,34
194,2,5:08.0,,New Orleans full timeout,36,34
195,2,5:08.0,D. Gafford enters the game for L. Markkanen,,36,34
196,2,4:59.0,,J. Redick misses 3-pt jump shot from 27 ft,36,34
197,2,4:57.0,Defensive rebound by Team,,36,34
198,2,4:46.0,Turnover by Z. LaVine (bad pass; steal by J. Redick),,36,34
199,2,4:38.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Ingram),36,37
200,2,4:18.0,C. White makes 2-pt layup from 1 ft,,38,37
201,2,3:54.0,,L. Ball misses 3-pt jump shot from 27 ft,38,37
202,2,3:52.0,Defensive rebound by D. Gafford,,38,37
203,2,3:44.0,Z. LaVine makes 2-pt jump shot from 18 ft,,40,37
204,2,3:24.0,,Turnover by J. Hart (bad pass; steal by Z. LaVine),40,37
205,2,3:21.0,Turnover by K. Dunn (out of bounds lost ball),,40,37
206,2,3:21.0,T. Satoranský enters the game for C. White,,40,37
207,2,3:07.0,,Shooting foul by T. Young (drawn by B. Ingram),40,37
208,2,3:07.0,,B. Ingram makes free throw 1 of 2,40,38
209,2,3:07.0,,B. Ingram makes free throw 2 of 2,40,39
210,2,2:53.0,T. Young makes 3-pt jump shot from 24 ft (assist by Z. LaVine),,43,39
211,2,2:40.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Ball),43,42
212,2,2:17.0,Z. LaVine makes 3-pt jump shot from 30 ft,,46,42
213,2,1:54.0,,Turnover by B. Ingram (lost ball; steal by T. Young),46,42
214,2,1:50.0,K. Dunn makes 2-pt layup from 1 ft (assist by Z. LaVine),,48,42
215,2,1:46.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by L. Ball),48,45
216,2,1:36.0,Z. LaVine misses 3-pt jump shot from 26 ft,,48,45
217,2,1:32.0,,Defensive rebound by D. Favors,48,45
218,2,1:26.0,,B. Ingram misses 3-pt jump shot from 27 ft,48,45
219,2,1:22.0,Defensive rebound by T. Young,,48,45
220,2,1:10.0,K. Dunn misses 3-pt jump shot from 25 ft,,48,45
221,2,1:06.0,,Defensive rebound by J. Hart,48,45
222,2,1:01.0,,Turnover by L. Ball (bad pass; steal by K. Dunn),48,45
223,2,0:57.0,Turnover by Z. LaVine (bad pass; steal by L. Ball),,48,45
224,2,0:47.0,,B. Ingram misses 3-pt jump shot from 24 ft,48,45
225,2,0:43.0,Defensive rebound by D. Gafford,,48,45
226,2,0:30.0,Z. LaVine misses 2-pt jump shot from 19 ft,,48,45
227,2,0:27.0,,Defensive rebound by J. Hart,48,45
228,2,0:20.0,,J. Hart makes 3-pt jump shot from 24 ft (assist by B. Ingram),48,48
229,2,0:01.0,K. Dunn misses 3-pt jump shot from 25 ft,,48,48
230,2,0:01.0,Offensive rebound by Team,,48,48
231,3,11:49.0,Turnover by K. Dunn (bad pass; steal by J. Hart),,48,48
232,3,11:37.0,,J. Redick misses 3-pt jump shot from 24 ft,48,48
233,3,11:33.0,Defensive rebound by T. Young,,48,48
234,3,11:25.0,Shooting foul by L. Ball (drawn by L. Markkanen),,48,48
235,3,11:25.0,L. Markkanen makes free throw 1 of 3,,49,48
236,3,11:25.0,L. Markkanen makes free throw 2 of 3,,50,48
237,3,11:25.0,L. Markkanen makes free throw 3 of 3,,51,48
238,3,11:13.0,,Turnover by L. Ball (bad pass; steal by Z. LaVine),51,48
239,3,11:03.0,T. Satoranský makes 2-pt layup from 2 ft (assist by Z. LaVine),,53,48
240,3,10:43.0,,B. Ingram misses 2-pt jump shot from 3 ft,53,48
241,3,10:42.0,,Offensive rebound by D. Favors,53,48
242,3,10:42.0,,D. Favors makes 2-pt dunk from 3 ft,53,50
243,3,10:28.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by T. Young),,56,50
244,3,10:15.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by J. Redick),56,53
245,3,9:59.0,T. Young misses 3-pt jump shot from 24 ft,,56,53
246,3,9:56.0,,Defensive rebound by J. Hart,56,53
247,3,9:51.0,,Shooting foul by T. Satoranský (drawn by J. Hart),56,53
248,3,9:51.0,,J. Hart makes free throw 1 of 2,56,54
249,3,9:51.0,,J. Hart makes free throw 2 of 2,56,55
250,3,9:41.0,L. Markkanen misses 3-pt jump shot from 26 ft,,56,55
251,3,9:38.0,,Defensive rebound by J. Hart,56,55
252,3,9:28.0,,B. Ingram makes 3-pt jump shot from 22 ft (assist by J. Redick),56,58
253,3,9:09.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by L. Markkanen),,59,58
254,3,8:53.0,,Shooting foul by T. Satoranský (drawn by J. Redick),59,58
255,3,8:53.0,,J. Redick makes free throw 1 of 2,59,59
256,3,8:53.0,C. White enters the game for T. Satoranský,,59,59
257,3,8:53.0,,J. Redick makes free throw 2 of 2,59,60
258,3,8:35.0,Z. LaVine misses 2-pt jump shot from 8 ft (block by B. Ingram),,59,60
259,3,8:33.0,Offensive rebound by Z. LaVine,,59,60
260,3,8:32.0,L. Markkanen misses 3-pt jump shot from 23 ft,,59,60
261,3,8:30.0,,Defensive rebound by B. Ingram,59,60
262,3,8:15.0,,J. Hart makes 2-pt jump shot from 9 ft (assist by B. Ingram),59,62
263,3,7:50.0,Z. LaVine misses 2-pt jump shot from 17 ft,,59,62
264,3,7:48.0,,Defensive rebound by L. Ball,59,62
265,3,7:39.0,,L. Ball misses 3-pt jump shot from 28 ft,59,62
266,3,7:36.0,Defensive rebound by Z. LaVine,,59,62
267,3,7:31.0,L. Markkanen misses 2-pt layup from 3 ft,,59,62
268,3,7:30.0,,Defensive rebound by Team,59,62
269,3,7:17.0,,Shooting foul by T. Young (drawn by B. Ingram),59,62
270,3,7:17.0,,B. Ingram makes free throw 1 of 3,59,63
271,3,7:17.0,,B. Ingram makes free throw 2 of 3,59,64
272,3,7:17.0,,B. Ingram makes free throw 3 of 3,59,65
273,3,7:08.0,Personal foul by B. Ingram (drawn by L. Markkanen),,59,65
274,3,6:57.0,C. White makes 2-pt layup from 2 ft,,61,65
275,3,6:41.0,,J. Hart misses 3-pt jump shot from 25 ft,61,65
276,3,6:38.0,Defensive rebound by C. White,,61,65
277,3,6:33.0,T. Young makes 3-pt jump shot from 23 ft (assist by C. White),,64,65
278,3,6:20.0,,Shooting foul by L. Markkanen (drawn by D. Favors),64,65
279,3,6:20.0,,New Orleans full timeout,64,65
280,3,6:20.0,C. Hutchison enters the game for T. Young,,64,65
281,3,6:20.0,,D. Favors makes free throw 1 of 2,64,66
282,3,6:20.0,,D. Favors makes free throw 2 of 2,64,67
283,3,6:12.0,L. Markkanen misses 3-pt jump shot from 27 ft,,64,67
284,3,6:10.0,,Defensive rebound by Team,64,67
285,3,6:10.0,Loose ball foul by C. Hutchison (drawn by L. Ball),,64,67
286,3,6:10.0,,L. Ball makes free throw 1 of 2,64,68
287,3,6:10.0,D. Gafford enters the game for L. Markkanen,,64,68
288,3,6:10.0,,J. Hayes enters the game for D. Favors,64,68
289,3,6:10.0,,L. Ball makes free throw 2 of 2,64,69
290,3,5:59.0,Turnover by D. Gafford (bad pass; steal by J. Hart),,64,69
291,3,5:56.0,,J. Hart makes 2-pt layup at rim,64,71
292,3,5:37.0,K. Dunn misses 2-pt layup from 3 ft,,64,71
293,3,5:33.0,,Defensive rebound by L. Ball,64,71
294,3,5:30.0,,J. Hart misses 2-pt jump shot from 22 ft,64,71
295,3,5:28.0,Defensive rebound by K. Dunn,,64,71
296,3,5:18.0,Shooting foul by J. Hayes (drawn by C. Hutchison),,64,71
297,3,5:18.0,C. Hutchison makes free throw 1 of 2,,65,71
298,3,5:18.0,,N. Alexander-Walker enters the game for L. Ball,65,71
299,3,5:18.0,C. Hutchison makes free throw 2 of 2,,66,71
300,3,5:06.0,,Shooting foul by C. Hutchison (drawn by B. Ingram),66,71
301,3,5:06.0,Chicago full timeout,,66,71
302,3,5:06.0,Instant Replay (Challenge: Stands),,66,71
303,3,5:06.0,,B. Ingram makes free throw 1 of 3,66,72
304,3,5:06.0,,B. Ingram makes free throw 2 of 3,66,73
305,3,5:06.0,,B. Ingram makes free throw 3 of 3,66,74
306,3,4:56.0,Shooting foul by J. Hayes (drawn by Z. LaVine),,66,74
307,3,4:56.0,Z. LaVine makes free throw 1 of 2,,67,74
308,3,4:56.0,Z. LaVine misses free throw 2 of 2,,67,74
309,3,4:53.0,,Defensive rebound by J. Hayes,67,74
310,3,4:44.0,,Turnover by N. Alexander-Walker (bad pass; steal by D. Gafford),67,74
311,3,4:39.0,Z. LaVine makes 2-pt layup from 3 ft (assist by K. Dunn),,69,74
312,3,4:26.0,,J. Redick makes 2-pt jump shot from 15 ft (assist by B. Ingram),69,76
313,3,4:06.0,Z. LaVine makes 2-pt layup from 1 ft,,71,76
314,3,3:52.0,,J. Hayes makes 2-pt dunk from 1 ft (assist by B. Ingram),71,78
315,3,3:30.0,Shooting foul by J. Hayes (drawn by Z. LaVine),,71,78
316,3,3:30.0,Z. LaVine makes free throw 1 of 2,,72,78
317,3,3:30.0,L. Markkanen enters the game for D. Gafford,,72,78
318,3,3:30.0,Z. LaVine makes free throw 2 of 2,,73,78
319,3,3:21.0,,Shooting foul by Z. LaVine (drawn by N. Alexander-Walker),73,78
320,3,3:21.0,,N. Alexander-Walker misses free throw 1 of 2,73,78
321,3,3:21.0,,Offensive rebound by Team,73,78
322,3,3:21.0,,N. Alexander-Walker misses free throw 2 of 2,73,78
323,3,3:18.0,,Offensive rebound by B. Ingram,73,78
324,3,3:18.0,,B. Ingram makes 2-pt dunk from 1 ft,73,80
325,3,3:09.0,Turnover by Z. LaVine (traveling),,73,80
326,3,3:09.0,,E. Moore enters the game for J. Hart,73,80
327,3,3:01.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by E. Moore),73,83
328,3,2:44.0,C. White misses 3-pt jump shot from 27 ft,,73,83
329,3,2:41.0,,Defensive rebound by J. Hayes,73,83
330,3,2:32.0,,J. Hayes makes 2-pt layup from 1 ft (assist by N. Alexander-Walker),73,85
331,3,2:32.0,Chicago full timeout,,73,85
332,3,2:32.0,R. Arcidiacono enters the game for K. Dunn,,73,85
333,3,2:32.0,T. Satoranský enters the game for C. Hutchison,,73,85
334,3,2:32.0,T. Young enters the game for Z. LaVine,,73,85
335,3,2:20.0,Shooting foul by N. Alexander-Walker (drawn by C. White),,73,85
336,3,2:20.0,C. White misses free throw 1 of 2,,73,85
337,3,2:20.0,Offensive rebound by Team,,73,85
338,3,2:20.0,C. White misses free throw 2 of 2,,73,85
339,3,2:18.0,,Defensive rebound by J. Hayes,73,85
340,3,2:06.0,,B. Ingram makes 2-pt dunk from 2 ft (assist by J. Redick),73,87
341,3,2:05.0,,Violation by Team (delay of game),73,87
342,3,1:50.0,T. Young misses 2-pt layup from 4 ft,,73,87
343,3,1:48.0,,Defensive rebound by B. Ingram,73,87
344,3,1:33.0,,B. Ingram misses 3-pt jump shot from 26 ft,73,87
345,3,1:31.0,Defensive rebound by R. Arcidiacono,,73,87
346,3,1:26.0,T. Young makes 2-pt layup from 1 ft (assist by R. Arcidiacono),,75,87
347,3,1:03.0,,J. Redick misses 3-pt jump shot from 26 ft,75,87
348,3,1:00.0,,Offensive rebound by Team,75,87
349,3,0:50.0,,J. Hayes makes 2-pt layup from 1 ft (assist by B. Ingram),75,89
350,3,0:33.0,T. Young misses 3-pt jump shot from 23 ft,,75,89
351,3,0:30.0,,Defensive rebound by J. Redick,75,89
352,3,0:16.0,,N. Alexander-Walker makes 3-pt jump shot from 25 ft (assist by B. Ingram),75,92
353,3,0:03.0,C. White misses 2-pt layup from 2 ft (block by J. Hayes),,75,92
354,3,0:03.0,,Defensive rebound by J. Hayes,75,92
355,4,11:52.0,,N. Alexander-Walker makes 2-pt jump shot from 6 ft,75,94
356,4,11:52.0,,Shooting foul by C. White (drawn by N. Alexander-Walker),75,94
357,4,11:52.0,,N. Alexander-Walker makes free throw 1 of 1,75,95
358,4,11:30.0,L. Markkanen makes 2-pt hook shot from 6 ft,,77,95
359,4,11:14.0,,Turnover by N. Alexander-Walker (bad pass; steal by T. Young),77,95
360,4,11:03.0,T. Young misses 2-pt layup from 3 ft,,77,95
361,4,11:02.0,Offensive rebound by L. Markkanen,,77,95
362,4,11:02.0,Personal foul by E. Moore (drawn by L. Markkanen),,77,95
363,4,10:47.0,R. Arcidiacono makes 2-pt layup from 2 ft (assist by T. Young),,79,95
364,4,10:36.0,,Personal foul by L. Markkanen (drawn by J. Hayes),79,95
365,4,10:22.0,,N. Melli misses 2-pt jump shot from 21 ft,79,95
366,4,10:19.0,Defensive rebound by T. Satoranský,,79,95
367,4,10:16.0,L. Markkanen misses 3-pt jump shot from 27 ft,,79,95
368,4,10:12.0,,Defensive rebound by N. Alexander-Walker,79,95
369,4,10:06.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by L. Ball),79,98
370,4,9:52.0,Personal foul by N. Melli (drawn by C. White),,79,98
371,4,9:52.0,Z. LaVine enters the game for R. Arcidiacono,,79,98
372,4,9:40.0,C. White makes 2-pt jump shot from 6 ft,,81,98
373,4,9:24.0,,N. Alexander-Walker misses 3-pt jump shot from 25 ft,81,98
374,4,9:23.0,,Offensive rebound by Team,81,98
375,4,9:23.0,Loose ball foul by C. White (drawn by N. Melli),,81,98
376,4,9:12.0,,N. Alexander-Walker misses 2-pt layup from 2 ft,81,98
377,4,9:11.0,Defensive rebound by C. White,,81,98
378,4,9:07.0,T. Satoranský makes 3-pt jump shot from 23 ft (assist by C. White),,84,98
379,4,8:45.0,,N. Alexander-Walker misses 3-pt jump shot from 23 ft,84,98
380,4,8:43.0,Defensive rebound by C. White,,84,98
381,4,8:36.0,C. White makes 2-pt layup from 2 ft,,86,98
382,4,8:36.0,,New Orleans full timeout,86,98
