,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MEMPHIS_ACTION,WASHINGTON_SCORE,MEMPHIS_SCORE
55,1,6:22.0,,Defensive rebound by J. Jackson,14,12
56,1,6:03.0,,J. Jackson makes 2-pt hook shot from 5 ft (assist by D. Melton),14,14
57,1,5:52.0,I. Smith makes 2-pt layup at rim (assist by D. Bertāns),,16,14
58,1,5:41.0,,J. Jackson makes 2-pt layup from 2 ft (assist by T. Jones),16,16
59,1,5:41.0,,Shooting foul by D. Bertāns (drawn by J. Jackson),16,16
60,1,5:41.0,,J. Jackson makes free throw 1 of 1,16,17
61,1,5:30.0,R. Hachimura makes 2-pt layup from 1 ft (assist by B. Beal),,18,17
62,1,5:15.0,,B. Clarke misses 2-pt layup from 2 ft (block by I. Bonga),18,17
63,1,5:12.0,,Offensive rebound by Team,18,17
64,1,5:12.0,T. Brown enters the game for I. Bonga,,18,17
65,1,5:06.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by K. Anderson),18,19
66,1,4:59.0,I. Smith makes 2-pt layup from 1 ft,,20,19
67,1,4:59.0,Shooting foul by T. Jones (drawn by I. Smith),,20,19
68,1,4:59.0,,M. Guduric enters the game for K. Anderson,20,19
69,1,4:59.0,I. Smith makes free throw 1 of 1,,21,19
70,1,4:43.0,,T. Jones makes 2-pt jump shot from 9 ft (assist by D. Melton),21,21
71,1,4:32.0,Turnover by T. Brown (bad pass; steal by T. Jones),,21,21
72,1,4:27.0,,Personal foul by R. Hachimura (drawn by J. Jackson),21,21
73,1,4:27.0,C. Chiozza enters the game for I. Smith,,21,21
74,1,4:19.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by J. Jackson),21,23
75,1,4:08.0,T. Brown makes 2-pt layup from 2 ft (assist by C. Chiozza),,23,23
76,1,4:08.0,Shooting foul by B. Clarke (drawn by T. Brown),,23,23
77,1,4:08.0,T. Brown misses free throw 1 of 1,,23,23
78,1,4:05.0,,Defensive rebound by J. Jackson,23,23
79,1,3:54.0,,J. Jackson misses 2-pt layup from 2 ft,23,23
80,1,3:51.0,Defensive rebound by R. Hachimura,,23,23
81,1,3:39.0,Turnover by D. Bertāns (out of bounds lost ball),,23,23
82,1,3:29.0,,Personal foul by R. Hachimura (drawn by J. Jackson),23,23
83,1,3:29.0,,J. Jackson misses free throw 1 of 2,23,23
84,1,3:29.0,,Offensive rebound by Team,23,23
85,1,3:29.0,A. Schofield enters the game for R. Hachimura,,23,23
86,1,3:29.0,,J. Jackson makes free throw 2 of 2,23,24
87,1,3:22.0,T. Brown misses 2-pt layup from 4 ft (block by J. Jackson),,23,24
88,1,3:19.0,Offensive rebound by T. Brown,,23,24
89,1,3:16.0,A. Schofield makes 2-pt layup from 1 ft (assist by T. Brown),,25,24
90,1,3:03.0,,B. Clarke makes 3-pt jump shot from 26 ft (assist by D. Melton),25,27
91,1,2:59.0,Washington full timeout,,25,27
92,1,2:59.0,,J. Valančiūnas enters the game for J. Jackson,25,27
93,1,2:39.0,A. Schofield makes 3-pt jump shot from 26 ft (assist by B. Beal),,28,27
94,1,2:16.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by M. Guduric),28,29
95,1,2:09.0,Turnover by B. Beal (lost ball; steal by D. Melton),,28,29
96,1,2:04.0,,Personal foul by C. Chiozza (drawn by M. Guduric),28,29
97,1,2:04.0,,M. Guduric makes free throw 1 of 2,28,30
98,1,2:04.0,I. Bonga enters the game for B. Beal,,28,30
99,1,2:04.0,,M. Guduric makes free throw 2 of 2,28,31
100,1,1:51.0,Turnover by C. Chiozza (bad pass),,28,31
101,1,1:31.0,,B. Clarke misses 2-pt jump shot from 8 ft,28,31
102,1,1:29.0,Defensive rebound by A. Schofield,,28,31
103,1,1:25.0,T. Brown misses 3-pt jump shot from 26 ft,,28,31
104,1,1:20.0,,Defensive rebound by B. Clarke,28,31
105,1,1:06.0,,B. Clarke makes 2-pt jump shot from 13 ft (assist by T. Jones),28,33
106,1,0:55.0,C. Chiozza misses 3-pt jump shot from 26 ft,,28,33
107,1,0:53.0,,Defensive rebound by Team,28,33
108,1,0:53.0,,S. Hill enters the game for B. Clarke,28,33
109,1,0:53.0,,J. Morant enters the game for T. Jones,28,33
110,1,0:45.0,,J. Morant misses 2-pt jump shot from 13 ft,28,33
111,1,0:42.0,Defensive rebound by C. Chiozza,,28,33
112,1,0:25.0,Shooting foul by D. Melton (drawn by T. Brown),,28,33
113,1,0:25.0,T. Brown makes free throw 1 of 2,,29,33
114,1,0:25.0,T. Brown makes free throw 2 of 2,,30,33
115,1,0:08.0,,Offensive foul by J. Valančiūnas (drawn by D. Bertāns),30,33
116,1,0:08.0,,Turnover by J. Valančiūnas (offensive foul),30,33
117,1,0:08.0,,Instant Replay (Request: Stands),30,33
118,1,0:08.0,B. Beal enters the game for I. Bonga,,30,33
119,1,0:03.0,Offensive foul by B. Beal (drawn by M. Guduric),,30,33
120,1,0:03.0,Turnover by B. Beal (offensive foul),,30,33
121,1,0:03.0,I. Bonga enters the game for B. Beal,,30,33
122,1,0:00.0,,Personal foul by D. Bertāns (drawn by D. Melton),30,33
123,1,0:00.0,,D. Melton makes free throw 1 of 2,30,34
124,1,0:00.0,,D. Melton makes free throw 2 of 2,30,35
125,2,11:47.0,D. Bertāns misses 3-pt jump shot from 28 ft,,30,35
126,2,11:44.0,,Defensive rebound by J. Valančiūnas,30,35
127,2,11:34.0,,Turnover by D. Brooks (bad pass; steal by D. Bertāns),30,35
128,2,11:27.0,C. Chiozza makes 3-pt jump shot from 26 ft (assist by T. Brown),,33,35
129,2,11:08.0,,D. Brooks misses 3-pt jump shot from 28 ft,33,35
130,2,11:06.0,Defensive rebound by C. Chiozza,,33,35
131,2,10:58.0,D. Bertāns misses 3-pt jump shot from 27 ft,,33,35
132,2,10:56.0,,Defensive rebound by M. Guduric,33,35
133,2,10:48.0,,Turnover by J. Valančiūnas (bad pass; steal by C. Chiozza),33,35
134,2,10:42.0,T. Brown makes 2-pt layup at rim (assist by A. Schofield),,35,35
135,2,10:29.0,,D. Brooks misses 3-pt jump shot from 26 ft,35,35
136,2,10:25.0,Defensive rebound by C. Chiozza,,35,35
137,2,10:15.0,A. Schofield makes 3-pt jump shot from 23 ft (assist by T. Brown),,38,35
138,2,10:13.0,,Memphis full timeout,38,35
139,2,10:13.0,,Y. Watanabe enters the game for M. Guduric,38,35
140,2,9:56.0,,Offensive foul by J. Valančiūnas (drawn by D. Bertāns),38,35
141,2,9:56.0,,Turnover by J. Valančiūnas (offensive foul),38,35
142,2,9:36.0,T. Brown makes 2-pt layup from 4 ft (assist by D. Bertāns),,40,35
143,2,9:21.0,,J. Morant makes 3-pt jump shot from 26 ft (assist by D. Brooks),40,38
144,2,9:02.0,C. Chiozza misses 3-pt jump shot from 25 ft,,40,38
145,2,9:00.0,,Defensive rebound by Y. Watanabe,40,38
146,2,8:56.0,,Shooting foul by A. Schofield (drawn by D. Brooks),40,38
147,2,8:56.0,,D. Brooks makes free throw 1 of 2,40,39
148,2,8:56.0,,D. Brooks makes free throw 2 of 2,40,40
149,2,8:48.0,D. Bertāns misses 3-pt jump shot from 26 ft,,40,40
150,2,8:44.0,Offensive rebound by I. Bonga,,40,40
151,2,8:33.0,I. Bonga misses 3-pt jump shot from 23 ft,,40,40
152,2,8:29.0,,Defensive rebound by J. Valančiūnas,40,40
153,2,8:19.0,,D. Brooks makes 3-pt jump shot from 27 ft (assist by S. Hill),40,43
154,2,8:09.0,T. Brown makes 2-pt dunk from 1 ft (assist by C. Chiozza),,42,43
155,2,7:56.0,,Y. Watanabe misses 3-pt jump shot from 23 ft,42,43
156,2,7:53.0,,Offensive rebound by J. Valančiūnas,42,43
157,2,7:49.0,,Personal foul by A. Schofield (drawn by J. Valančiūnas),42,43
158,2,7:49.0,B. Beal enters the game for C. Chiozza,,42,43
159,2,7:49.0,I. Smith enters the game for A. Schofield,,42,43
160,2,7:42.0,,J. Morant makes 2-pt jump shot from 9 ft,42,45
161,2,7:42.0,,Shooting foul by D. Bertāns (drawn by J. Morant),42,45
162,2,7:42.0,R. Hachimura enters the game for D. Bertāns,,42,45
163,2,7:42.0,,J. Morant makes free throw 1 of 1,42,46
164,2,7:24.0,B. Beal misses 2-pt jump shot from 10 ft,,42,46
165,2,7:20.0,Offensive rebound by B. Beal,,42,46
166,2,7:20.0,B. Beal misses 2-pt layup from 1 ft,,42,46
167,2,7:19.0,,Defensive rebound by J. Valančiūnas,42,46
168,2,7:07.0,,D. Brooks makes 2-pt jump shot from 12 ft (assist by S. Hill),42,48
169,2,6:59.0,I. Bonga misses 2-pt layup from 1 ft,,42,48
170,2,6:57.0,,Defensive rebound by S. Hill,42,48
171,2,6:54.0,,Turnover by S. Hill (lost ball; steal by T. Brown),42,48
172,2,6:43.0,R. Hachimura misses 2-pt jump shot from 11 ft,,42,48
173,2,6:41.0,,Defensive rebound by J. Valančiūnas,42,48
174,2,6:34.0,,J. Morant makes 2-pt jump shot from 22 ft,42,50
175,2,6:33.0,Washington full timeout,,42,50
176,2,6:33.0,,K. Anderson enters the game for S. Hill,42,50
177,2,6:33.0,,B. Clarke enters the game for J. Valančiūnas,42,50
178,2,6:33.0,,J. Jackson enters the game for Y. Watanabe,42,50
179,2,6:21.0,R. Hachimura misses 2-pt jump shot from 8 ft,,42,50
180,2,6:19.0,Offensive rebound by B. Beal,,42,50
181,2,6:19.0,B. Beal makes 2-pt layup from 1 ft,,44,50
182,2,6:10.0,,B. Clarke makes 2-pt dunk from 1 ft (assist by K. Anderson),44,52
183,2,5:58.0,Turnover by I. Smith (lost ball; steal by J. Jackson),,44,52
184,2,5:51.0,,Turnover by J. Morant (lost ball; steal by B. Beal),44,52
185,2,5:48.0,B. Beal makes 2-pt layup from 1 ft,,46,52
186,2,5:48.0,,Violation by Team (def goaltending),46,52
187,2,5:32.0,,Turnover by J. Morant (bad pass),46,52
188,2,5:32.0,,T. Jones enters the game for J. Morant,46,52
189,2,5:21.0,B. Beal misses 3-pt jump shot from 26 ft,,46,52
190,2,5:18.0,,Defensive rebound by K. Anderson,46,52
191,2,5:13.0,,D. Brooks misses 3-pt jump shot from 25 ft,46,52
192,2,5:09.0,Defensive rebound by B. Beal,,46,52
193,2,4:59.0,I. Smith misses 3-pt jump shot from 23 ft,,46,52
194,2,4:55.0,,Defensive rebound by T. Jones,46,52
195,2,4:51.0,,B. Clarke makes 2-pt dunk at rim (assist by K. Anderson),46,54
196,2,4:36.0,R. Hachimura makes 3-pt jump shot from 24 ft (assist by I. Smith),,49,54
197,2,4:20.0,,T. Jones makes 3-pt jump shot from 26 ft (assist by D. Brooks),49,57
198,2,3:58.0,Shooting foul by J. Jackson (drawn by B. Beal),,49,57
199,2,3:58.0,B. Beal makes free throw 1 of 2,,50,57
200,2,3:58.0,I. Mahinmi enters the game for I. Bonga,,50,57
201,2,3:58.0,,D. Melton enters the game for D. Brooks,50,57
202,2,3:58.0,B. Beal misses free throw 2 of 2,,50,57
203,2,3:56.0,,Defensive rebound by B. Clarke,50,57
204,2,3:48.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by D. Melton),50,60
205,2,3:37.0,Shooting foul by J. Jackson (drawn by R. Hachimura),,50,60
206,2,3:37.0,R. Hachimura makes free throw 1 of 2,,51,60
207,2,3:37.0,R. Hachimura misses free throw 2 of 2,,51,60
208,2,3:35.0,,Defensive rebound by J. Jackson,51,60
209,2,3:20.0,,Shooting foul by I. Mahinmi (drawn by B. Clarke),51,60
210,2,3:20.0,,B. Clarke makes free throw 1 of 2,51,61
211,2,3:20.0,,B. Clarke makes free throw 2 of 2,51,62
212,2,3:05.0,B. Beal misses 2-pt layup from 2 ft,,51,62
213,2,3:02.0,,Defensive rebound by B. Clarke,51,62
214,2,2:58.0,,T. Jones misses 3-pt jump shot from 26 ft,51,62
215,2,2:55.0,Defensive rebound by R. Hachimura,,51,62
216,2,2:42.0,T. Brown misses 2-pt jump shot from 22 ft,,51,62
217,2,2:42.0,,Defensive rebound by Team,51,62
218,2,2:31.0,,Offensive foul by J. Jackson (drawn by I. Mahinmi),51,62
219,2,2:31.0,,Turnover by J. Jackson (offensive foul),51,62
220,2,2:31.0,C. Chiozza enters the game for T. Brown,,51,62
221,2,2:31.0,,J. Valančiūnas enters the game for J. Jackson,51,62
222,2,2:17.0,B. Beal misses 2-pt jump shot from 11 ft,,51,62
223,2,2:14.0,,Defensive rebound by D. Melton,51,62
224,2,1:59.0,,Turnover by D. Melton (bad pass),51,62
225,2,1:49.0,B. Beal misses 3-pt jump shot from 24 ft,,51,62
226,2,1:47.0,,Defensive rebound by J. Valančiūnas,51,62
227,2,1:36.0,,Turnover by D. Melton (bad pass; steal by B. Beal),51,62
228,2,1:31.0,B. Beal misses 2-pt layup from 2 ft,,51,62
229,2,1:28.0,,Defensive rebound by K. Anderson,51,62
230,2,1:24.0,,B. Clarke makes 2-pt dunk from 2 ft (assist by T. Jones),51,64
231,2,1:02.0,B. Beal misses 2-pt jump shot from 13 ft,,51,64
232,2,0:59.0,,Defensive rebound by D. Melton,51,64
233,2,0:57.0,,Shooting foul by C. Chiozza (drawn by D. Melton),51,64
234,2,0:57.0,,D. Melton misses free throw 1 of 2,51,64
235,2,0:57.0,,Offensive rebound by Team,51,64
236,2,0:57.0,,J. Morant enters the game for K. Anderson,51,64
237,2,0:57.0,,D. Melton makes free throw 2 of 2,51,65
238,2,0:40.0,Turnover by B. Beal (bad pass; steal by J. Morant),,51,65
239,2,0:36.0,,D. Melton makes 2-pt layup from 1 ft (assist by T. Jones),51,67
240,2,0:31.0,B. Beal makes 3-pt jump shot from 26 ft,,54,67
241,2,0:09.0,,B. Clarke makes 2-pt jump shot from 2 ft (assist by T. Jones),54,69
242,2,0:02.0,Personal foul by D. Melton (drawn by B. Beal),,54,69
243,2,0:00.0,I. Mahinmi misses 2-pt jump shot from 22 ft,,54,69
244,2,0:00.0,Offensive rebound by Team,,54,69
245,3,11:49.0,I. Bonga misses 2-pt layup from 2 ft,,54,69
246,3,11:48.0,,Defensive rebound by Team,54,69
247,3,11:37.0,,J. Jackson misses 2-pt layup from 2 ft (block by I. Mahinmi),54,69
248,3,11:34.0,Defensive rebound by B. Beal,,54,69
249,3,11:32.0,B. Beal misses 3-pt jump shot from 27 ft,,54,69
250,3,11:29.0,,Defensive rebound by J. Morant,54,69
251,3,11:09.0,,J. Morant misses 2-pt jump shot from 7 ft,54,69
252,3,11:05.0,,Offensive rebound by J. Valančiūnas,54,69
253,3,11:05.0,,J. Valančiūnas makes 2-pt layup from 1 ft,54,71
254,3,10:55.0,I. Mahinmi makes 2-pt jump shot from 22 ft (assist by I. Smith),,56,71
255,3,10:43.0,,D. Brooks makes 2-pt layup at rim,56,73
256,3,10:38.0,Turnover by I. Mahinmi (bad pass; steal by D. Brooks),,56,73
257,3,10:34.0,,K. Anderson misses 2-pt layup from 1 ft,56,73
258,3,10:33.0,,Offensive rebound by K. Anderson,56,73
259,3,10:33.0,,K. Anderson misses 2-pt layup from 1 ft,56,73
260,3,10:31.0,,Offensive rebound by D. Brooks,56,73
261,3,10:28.0,,J. Jackson misses 3-pt jump shot from 29 ft,56,73
262,3,10:24.0,Defensive rebound by I. Mahinmi,,56,73
263,3,10:12.0,I. Mahinmi misses 2-pt layup from 5 ft (block by J. Valančiūnas),,56,73
264,3,10:08.0,,Defensive rebound by J. Valančiūnas,56,73
265,3,10:02.0,,K. Anderson makes 2-pt layup from 1 ft (assist by J. Morant),56,75
266,3,9:47.0,Shooting foul by J. Jackson (drawn by B. Beal),,56,75
267,3,9:47.0,B. Beal makes free throw 1 of 2,,57,75
268,3,9:47.0,D. Bertāns enters the game for I. Bonga,,57,75
269,3,9:47.0,,B. Clarke enters the game for J. Jackson,57,75
270,3,9:47.0,B. Beal makes free throw 2 of 2,,58,75
271,3,9:38.0,,D. Brooks makes 2-pt jump shot from 13 ft (assist by J. Morant),58,77
272,3,9:22.0,R. Hachimura misses 3-pt jump shot from 25 ft,,58,77
273,3,9:19.0,,Defensive rebound by J. Morant,58,77
274,3,9:12.0,,J. Morant misses 2-pt layup from 6 ft,58,77
275,3,9:09.0,Defensive rebound by I. Smith,,58,77
276,3,9:04.0,B. Beal misses 3-pt jump shot from 26 ft,,58,77
277,3,9:02.0,,Defensive rebound by B. Clarke,58,77
278,3,8:50.0,,Shooting foul by I. Mahinmi (drawn by D. Brooks),58,77
279,3,8:50.0,,D. Brooks makes free throw 1 of 2,58,78
280,3,8:50.0,,D. Brooks makes free throw 2 of 2,58,79
281,3,8:36.0,Shooting foul by D. Brooks (drawn by B. Beal),,58,79
282,3,8:36.0,B. Beal makes free throw 1 of 2,,59,79
283,3,8:36.0,B. Beal makes free throw 2 of 2,,60,79
284,3,8:23.0,,Personal foul by B. Beal (drawn by D. Brooks),60,79
285,3,8:14.0,,K. Anderson misses 3-pt jump shot from 22 ft,60,79
286,3,8:12.0,,Offensive rebound by Team,60,79
287,3,8:07.0,,Turnover by J. Morant (palming),60,79
288,3,7:48.0,D. Bertāns misses 3-pt jump shot from 26 ft (block by K. Anderson),,60,79
289,3,7:45.0,,Defensive rebound by D. Brooks,60,79
290,3,7:44.0,,Turnover by K. Anderson (lost ball; steal by I. Smith),60,79
291,3,7:43.0,Washington full timeout,,60,79
292,3,7:27.0,I. Smith makes 2-pt jump shot from 5 ft,,62,79
293,3,7:12.0,,D. Brooks makes 2-pt jump shot from 12 ft (assist by K. Anderson),62,81
294,3,7:00.0,I. Mahinmi misses 3-pt jump shot from 25 ft,,62,81
295,3,6:58.0,,Defensive rebound by K. Anderson,62,81
296,3,6:53.0,,K. Anderson misses 2-pt jump shot from 20 ft,62,81
297,3,6:49.0,Defensive rebound by B. Beal,,62,81
298,3,6:38.0,I. Smith misses 2-pt jump shot from 12 ft,,62,81
299,3,6:34.0,,Defensive rebound by K. Anderson,62,81
300,3,6:28.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,62,81
301,3,6:25.0,Defensive rebound by B. Beal,,62,81
302,3,6:14.0,D. Bertāns makes 3-pt jump shot from 28 ft (assist by B. Beal),,65,81
303,3,6:00.0,,D. Brooks misses 2-pt jump shot from 16 ft,65,81
304,3,5:57.0,Defensive rebound by R. Hachimura,,65,81
305,3,5:52.0,B. Beal misses 3-pt jump shot from 23 ft,,65,81
306,3,5:48.0,Offensive rebound by I. Mahinmi,,65,81
307,3,5:46.0,R. Hachimura makes 2-pt jump shot from 18 ft (assist by I. Mahinmi),,67,81
308,3,5:18.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Morant),67,84
309,3,4:55.0,I. Smith misses 2-pt jump shot from 11 ft (block by J. Morant),,67,84
310,3,4:53.0,Offensive rebound by I. Smith,,67,84
311,3,4:53.0,Shooting foul by B. Clarke (drawn by I. Mahinmi),,67,84
312,3,4:53.0,I. Mahinmi makes free throw 1 of 2,,68,84
313,3,4:53.0,,S. Hill enters the game for K. Anderson,68,84
314,3,4:53.0,,T. Jones enters the game for J. Morant,68,84
315,3,4:53.0,,D. Melton enters the game for J. Valančiūnas,68,84
316,3,4:53.0,I. Mahinmi makes free throw 2 of 2,,69,84
317,3,4:39.0,,B. Clarke makes 2-pt jump shot from 13 ft (assist by D. Brooks),69,86
318,3,4:26.0,D. Bertāns misses 3-pt jump shot from 26 ft,,69,86
319,3,4:25.0,,Defensive rebound by S. Hill,69,86
320,3,4:15.0,,D. Brooks misses 3-pt jump shot from 25 ft,69,86
321,3,4:11.0,Defensive rebound by D. Bertāns,,69,86
322,3,4:10.0,Personal foul by D. Melton (drawn by D. Bertāns),,69,86
323,3,4:10.0,T. Brown enters the game for I. Mahinmi,,69,86
324,3,4:10.0,A. Schofield enters the game for I. Smith,,69,86
325,3,4:10.0,,M. Guduric enters the game for D. Brooks,69,86
326,3,3:59.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Brown),,71,86
327,3,3:50.0,,Personal foul by B. Beal (drawn by T. Jones),71,86
328,3,3:43.0,Violation by Team (kicked ball),,71,86
329,3,3:35.0,Violation by Team (kicked ball),,71,86
330,3,3:25.0,,S. Hill makes 3-pt jump shot from 29 ft (assist by T. Jones),71,89
331,3,3:05.0,B. Beal makes 3-pt jump shot from 25 ft,,74,89
332,3,2:46.0,,S. Hill makes 3-pt jump shot from 28 ft (assist by T. Jones),74,92
333,3,2:31.0,Personal foul by T. Jones (drawn by A. Schofield),,74,92
334,3,2:31.0,,Memphis full timeout,74,92
335,3,2:31.0,G. Mathews enters the game for R. Hachimura,,74,92
336,3,2:31.0,,J. Valančiūnas enters the game for B. Clarke,74,92
337,3,2:31.0,A. Schofield makes free throw 1 of 2,,75,92
338,3,2:31.0,A. Schofield misses free throw 2 of 2,,75,92
339,3,2:29.0,,Defensive rebound by D. Melton,75,92
340,3,2:15.0,,D. Melton makes 2-pt dunk from 1 ft (assist by T. Jones),75,94
341,3,2:00.0,D. Bertāns makes 2-pt dunk from 1 ft (assist by A. Schofield),,77,94
342,3,2:00.0,Shooting foul by M. Guduric (drawn by D. Bertāns),,77,94
343,3,2:00.0,D. Bertāns makes free throw 1 of 1,,78,94
344,3,1:42.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by M. Guduric),78,97
345,3,1:31.0,G. Mathews makes 3-pt jump shot from 24 ft (assist by B. Beal),,81,97
346,3,1:10.0,,D. Melton misses 2-pt jump shot from 20 ft,81,97
347,3,1:08.0,,Offensive rebound by J. Valančiūnas,81,97
348,3,1:01.0,,T. Jones makes 2-pt jump shot from 1 ft,81,99
349,3,0:51.0,D. Bertāns misses 2-pt layup from 1 ft,,81,99
350,3,0:49.0,,Defensive rebound by S. Hill,81,99
351,3,0:45.0,,S. Hill makes 3-pt jump shot from 28 ft (assist by T. Jones),81,102
352,3,0:44.0,,Loose ball foul by J. Valančiūnas (drawn by D. Bertāns),81,102
353,3,0:44.0,Technical foul by J. Valančiūnas,,81,102
354,3,0:44.0,D. Bertāns makes technical free throw,,82,102
355,3,0:44.0,D. Bertāns makes free throw 1 of 2,,83,102
356,3,0:44.0,D. Bertāns makes free throw 2 of 2,,84,102
357,3,0:25.0,,M. Guduric makes 2-pt layup at rim (assist by S. Hill),84,104
358,3,0:04.0,Turnover by B. Beal (lost ball; steal by T. Jones),,84,104
359,3,0:00.0,,M. Guduric misses 2-pt jump shot from 20 ft,84,104
360,3,0:00.0,,Offensive rebound by Team,84,104
361,4,11:40.0,,Turnover by M. Guduric (traveling),84,104
362,4,11:26.0,A. Schofield misses 2-pt layup from 1 ft (block by J. Jackson),,84,104
363,4,11:23.0,,Defensive rebound by M. Guduric,84,104
364,4,11:21.0,,Personal foul by A. Schofield (drawn by J. Valančiūnas),84,104
365,4,11:09.0,,M. Guduric misses 3-pt jump shot from 26 ft,84,104
366,4,11:07.0,Defensive rebound by C. Chiozza,,84,104
367,4,10:57.0,Shooting foul by D. Melton (drawn by T. Brown),,84,104
368,4,10:57.0,T. Brown makes free throw 1 of 2,,85,104
369,4,10:57.0,T. Brown makes free throw 2 of 2,,86,104
370,4,10:39.0,,J. Morant misses 3-pt jump shot from 25 ft,86,104
371,4,10:35.0,Defensive rebound by G. Mathews,,86,104
372,4,10:30.0,A. Schofield misses 3-pt jump shot from 25 ft,,86,104
373,4,10:27.0,,Defensive rebound by J. Morant,86,104
374,4,10:23.0,,D. Melton misses 2-pt layup from 2 ft (block by D. Bertāns),86,104
375,4,10:22.0,Defensive rebound by Team,,86,104
376,4,10:15.0,D. Bertāns misses 2-pt layup from 2 ft (block by M. Guduric),,86,104
377,4,10:12.0,,Defensive rebound by M. Guduric,86,104
378,4,10:12.0,,Shooting foul by A. Schofield (drawn by J. Morant),86,104
