,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SACRAMENTO_ACTION,PHILADELPHIA_SCORE,SACRAMENTO_SCORE
385,4,4:58.0,,H. Barnes makes 3-pt jump shot from 26 ft,112,106
386,4,4:35.0,A. Burks misses 2-pt jump shot from 5 ft,,112,106
387,4,4:32.0,,Defensive rebound by B. Bogdanović,112,106
388,4,4:23.0,,K. Bazemore misses 3-pt jump shot from 25 ft,112,106
389,4,4:19.0,Defensive rebound by S. Milton,,112,106
390,4,4:05.0,T. Harris makes 2-pt jump shot from 10 ft,,114,106
391,4,4:04.0,,Sacramento full timeout,114,106
392,4,4:04.0,F. Korkmaz enters the game for A. Burks,,114,106
393,4,4:04.0,G. Robinson enters the game for M. Thybulle,,114,106
394,4,3:49.0,,H. Barnes misses 3-pt jump shot from 26 ft,114,106
395,4,3:45.0,Defensive rebound by G. Robinson,,114,106
396,4,3:33.0,A. Horford makes 2-pt dunk from 1 ft (assist by S. Milton),,116,106
397,4,3:20.0,,H. Barnes misses 2-pt layup from 3 ft,116,106
398,4,3:18.0,Defensive rebound by A. Horford,,116,106
399,4,3:05.0,G. Robinson misses 3-pt jump shot from 22 ft,,116,106
400,4,3:02.0,Offensive rebound by A. Horford,,116,106
401,4,2:50.0,S. Milton misses 2-pt jump shot from 10 ft,,116,106
402,4,2:48.0,,Defensive rebound by H. Barnes,116,106
403,4,2:37.0,,D. Fox misses 3-pt jump shot from 26 ft,116,106
404,4,2:33.0,Defensive rebound by A. Horford,,116,106
405,4,2:21.0,Personal foul by D. Fox (drawn by T. Harris),,116,106
406,4,2:12.0,Personal foul by B. Hield (drawn by T. Harris),,116,106
407,4,2:05.0,Personal foul by B. Hield (drawn by A. Horford),,116,106
408,4,2:05.0,A. Horford makes free throw 1 of 2,,117,106
409,4,2:05.0,A. Horford makes free throw 2 of 2,,118,106
410,4,1:57.0,,B. Hield misses 3-pt jump shot from 26 ft,118,106
411,4,1:55.0,,Offensive rebound by K. Bazemore,118,106
412,4,1:53.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,118,106
413,4,1:50.0,Defensive rebound by S. Milton,,118,106
414,4,1:43.0,Turnover by F. Korkmaz (bad pass; steal by D. Fox),,118,106
415,4,1:43.0,,Personal foul by F. Korkmaz (drawn by D. Fox),118,106
416,4,1:34.0,,Turnover by H. Barnes (bad pass; steal by F. Korkmaz),118,106
417,4,1:30.0,F. Korkmaz makes 2-pt layup from 1 ft (assist by S. Milton),,120,106
418,4,1:30.0,,Sacramento full timeout,120,106
419,4,1:29.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,120,106
420,4,1:26.0,Defensive rebound by S. Milton,,120,106
421,4,1:09.0,G. Robinson misses 2-pt layup from 1 ft,,120,106
422,4,1:06.0,,Defensive rebound by Team,120,106
423,4,1:00.0,,Turnover by D. Fox (bad pass; steal by F. Korkmaz),120,106
424,4,0:42.0,Shooting foul by K. Bazemore (drawn by T. Harris),,120,106
425,4,0:42.0,Technical foul by K. Bazemore,,120,106
426,4,0:42.0,T. Harris misses technical free throw,,120,106
427,4,0:42.0,Offensive rebound by Team,,120,106
428,4,0:42.0,T. Harris makes free throw 1 of 2,,121,106
429,4,0:42.0,R. Neto enters the game for A. Horford,,121,106
430,4,0:42.0,M. Scott enters the game for S. Milton,,121,106
431,4,0:42.0,T. Harris makes free throw 2 of 2,,122,106
432,4,0:35.0,,D. Fox makes 2-pt jump shot from 3 ft,122,108
433,4,0:13.0,T. Harris makes 3-pt jump shot from 23 ft (assist by F. Korkmaz),,125,108
