,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DENVER_ACTION,LA LAKERS_SCORE,DENVER_SCORE
391,4,4:16.0,,G. Harris makes 2-pt layup from 1 ft (assist by J. Murray),97,103
392,4,4:16.0,LA Lakers full timeout,,97,103
393,4,4:16.0,K. Caldwell-Pope enters the game for D. Green,,97,103
394,4,4:16.0,A. Caruso enters the game for D. Howard,,97,103
395,4,4:06.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by A. Bradley),,100,103
396,4,4:06.0,,M. Morris enters the game for T. Craig,100,103
397,4,3:45.0,,Turnover by N. Jokić (lost ball; steal by A. Davis),100,103
398,4,3:45.0,Personal foul by M. Morris (drawn by A. Caruso),,100,103
399,4,3:45.0,A. Caruso makes free throw 1 of 2,,101,103
400,4,3:45.0,A. Caruso misses free throw 2 of 2,,101,103
401,4,3:43.0,,Defensive rebound by N. Jokić,101,103
402,4,3:22.0,,N. Jokić misses 2-pt layup from 4 ft (block by A. Davis),101,103
403,4,3:22.0,Defensive rebound by A. Davis,,101,103
404,4,3:22.0,Personal foul by N. Jokić (drawn by A. Davis),,101,103
405,4,3:22.0,A. Davis makes free throw 1 of 2,,102,103
406,4,3:22.0,A. Davis makes free throw 2 of 2,,103,103
407,4,3:06.0,,G. Harris misses 2-pt layup from 3 ft (block by A. Davis),103,103
408,4,3:06.0,,Offensive rebound by Team,103,103
409,4,3:03.0,,Shooting foul by A. Bradley (drawn by J. Murray),103,103
410,4,3:03.0,,J. Murray makes free throw 1 of 2,103,104
411,4,3:03.0,,J. Murray makes free throw 2 of 2,103,105
412,4,2:54.0,L. James makes 2-pt layup from 1 ft,,105,105
413,4,2:41.0,,J. Murray misses 2-pt jump shot from 18 ft,105,105
414,4,2:38.0,Defensive rebound by A. Caruso,,105,105
415,4,2:28.0,L. James misses 2-pt jump shot from 18 ft,,105,105
416,4,2:26.0,Offensive rebound by L. James,,105,105
417,4,2:24.0,L. James misses 2-pt layup from 1 ft,,105,105
418,4,2:24.0,Offensive rebound by A. Davis,,105,105
419,4,2:24.0,A. Davis makes 2-pt layup from 1 ft,,107,105
420,4,2:00.0,,N. Jokić misses 2-pt jump shot from 13 ft,107,105
421,4,1:58.0,Defensive rebound by K. Caldwell-Pope,,107,105
422,4,1:43.0,A. Caruso makes 2-pt layup from 2 ft (assist by L. James),,109,105
423,4,1:43.0,,Denver full timeout,109,105
424,4,1:36.0,,Personal foul by K. Caldwell-Pope (drawn by N. Jokić),109,105
425,4,1:36.0,,N. Jokić makes free throw 1 of 2,109,106
426,4,1:36.0,,T. Craig enters the game for M. Morris,109,106
427,4,1:36.0,,N. Jokić makes free throw 2 of 2,109,107
428,4,1:14.0,L. James makes 2-pt layup from 2 ft,,111,107
429,4,1:00.0,,J. Grant makes 2-pt layup from 3 ft (assist by N. Jokić),111,109
430,4,0:44.0,A. Davis misses 3-pt jump shot from 25 ft,,111,109
431,4,0:40.0,,Defensive rebound by T. Craig,111,109
432,4,0:23.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),111,111
433,4,0:23.0,LA Lakers full timeout,,111,111
434,4,0:23.0,,P. Millsap enters the game for N. Jokić,111,111
435,4,0:01.0,L. James misses 2-pt jump shot from 19 ft,,111,111
436,4,0:01.0,Offensive rebound by Team,,111,111
437,1OT,4:49.0,L. James misses 3-pt jump shot from 25 ft,,111,111
438,1OT,4:46.0,,Defensive rebound by N. Jokić,111,111
439,1OT,4:36.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),111,113
440,1OT,4:21.0,L. James makes 2-pt layup from 1 ft,,113,113
441,1OT,3:52.0,,J. Murray misses 3-pt jump shot from 25 ft,113,113
442,1OT,3:49.0,Defensive rebound by L. James,,113,113
443,1OT,3:40.0,A. Caruso misses 2-pt layup from 3 ft,,113,113
444,1OT,3:36.0,,Defensive rebound by N. Jokić,113,113
445,1OT,3:35.0,,Turnover by J. Grant (bad pass; steal by K. Caldwell-Pope),113,113
446,1OT,3:31.0,A. Davis makes 3-pt jump shot from 25 ft (assist by L. James),,116,113
447,1OT,3:06.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by J. Murray),116,116
448,1OT,3:04.0,LA Lakers full timeout,,116,116
449,1OT,2:41.0,A. Davis makes 3-pt jump shot from 25 ft (assist by L. James),,119,116
450,1OT,2:19.0,,N. Jokić misses 2-pt jump shot from 24 ft,119,116
451,1OT,2:17.0,Defensive rebound by L. James,,119,116
452,1OT,1:59.0,Offensive foul by D. Howard (drawn by T. Craig),,119,116
453,1OT,1:59.0,Turnover by D. Howard (offensive foul),,119,116
454,1OT,1:41.0,,J. Grant misses 3-pt jump shot from 24 ft,119,116
455,1OT,1:38.0,Defensive rebound by A. Caruso,,119,116
456,1OT,1:20.0,L. James misses 2-pt jump shot from 15 ft,,119,116
457,1OT,1:17.0,,Defensive rebound by N. Jokić,119,116
458,1OT,0:59.0,,J. Murray misses 2-pt layup from 5 ft,119,116
459,1OT,0:57.0,Defensive rebound by A. Davis,,119,116
460,1OT,0:54.0,Personal foul by J. Grant (drawn by A. Davis),,119,116
461,1OT,0:54.0,A. Bradley enters the game for D. Howard,,119,116
462,1OT,0:54.0,,P. Millsap enters the game for N. Jokić,119,116
463,1OT,0:43.0,A. Caruso misses 3-pt jump shot from 23 ft,,119,116
464,1OT,0:40.0,,Defensive rebound by J. Grant,119,116
465,1OT,0:40.0,,Denver full timeout,119,116
466,1OT,0:40.0,,N. Jokić enters the game for P. Millsap,119,116
467,1OT,0:27.0,,N. Jokić misses 2-pt layup from 1 ft,119,116
468,1OT,0:27.0,,Offensive rebound by Team,119,116
469,1OT,0:27.0,Loose ball foul by L. James (drawn by N. Jokić),,119,116
470,1OT,0:19.0,,Turnover by N. Jokić (bad pass; steal by K. Caldwell-Pope),119,116
471,1OT,0:15.0,Personal take foul by G. Harris (drawn by A. Davis),,119,116
472,1OT,0:15.0,A. Davis makes free throw 1 of 2,,120,116
473,1OT,0:15.0,A. Davis misses free throw 2 of 2,,120,116
474,1OT,0:14.0,,Defensive rebound by T. Craig,120,116
475,1OT,0:14.0,,Denver full timeout,120,116
476,1OT,0:14.0,,M. Morris enters the game for T. Craig,120,116
477,1OT,0:12.0,,N. Jokić misses 3-pt jump shot from 27 ft,120,116
478,1OT,0:09.0,Defensive rebound by L. James,,120,116
