,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MILWAUKEE_ACTION,SAN ANTONIO_SCORE,MILWAUKEE_SCORE
51,1,4:49.0,Defensive rebound by T. Lyles,,19,14
52,1,4:38.0,T. Lyles misses 3-pt jump shot from 27 ft,,19,14
53,1,4:36.0,,Defensive rebound by Team,19,14
54,1,4:36.0,B. Forbes enters the game for T. Lyles,,19,14
55,1,4:36.0,R. Gay enters the game for L. Walker,,19,14
56,1,4:36.0,P. Mills enters the game for D. White,,19,14
57,1,4:36.0,,P. Connaughton enters the game for G. Antetokounmpo,19,14
58,1,4:36.0,,E. İlyasova enters the game for B. Lopez,19,14
59,1,4:36.0,,R. Lopez enters the game for W. Matthews,19,14
60,1,4:19.0,,E. İlyasova misses 3-pt jump shot from 26 ft,19,14
61,1,4:14.0,,Offensive rebound by P. Connaughton,19,14
62,1,4:13.0,,G. Hill misses 2-pt jump shot from 13 ft,19,14
63,1,4:10.0,Defensive rebound by L. Aldridge,,19,14
64,1,4:04.0,D. DeRozan makes 2-pt layup from 2 ft,,21,14
65,1,3:43.0,,R. Lopez misses 2-pt hook shot from 7 ft,21,14
66,1,3:40.0,Defensive rebound by L. Aldridge,,21,14
67,1,3:33.0,Personal foul by K. Middleton (drawn by D. DeRozan),,21,14
68,1,3:33.0,M. Belinelli enters the game for D. DeRozan,,21,14
69,1,3:33.0,,K. Korver enters the game for K. Middleton,21,14
70,1,3:26.0,P. Mills misses 2-pt jump shot from 16 ft,,21,14
71,1,3:26.0,Offensive rebound by L. Aldridge,,21,14
72,1,3:26.0,Shooting foul by P. Connaughton (drawn by L. Aldridge),,21,14
73,1,3:26.0,L. Aldridge makes free throw 1 of 2,,22,14
74,1,3:26.0,L. Aldridge makes free throw 2 of 2,,23,14
75,1,3:06.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by G. Hill),23,17
76,1,3:06.0,San Antonio full timeout,,23,17
77,1,2:55.0,P. Mills makes 3-pt jump shot from 27 ft,,26,17
78,1,2:40.0,,R. Lopez misses 3-pt jump shot from 24 ft,26,17
79,1,2:36.0,Defensive rebound by M. Belinelli,,26,17
80,1,2:32.0,Shooting foul by G. Hill (drawn by P. Mills),,26,17
81,1,2:32.0,P. Mills makes free throw 1 of 3,,27,17
82,1,2:32.0,P. Mills makes free throw 2 of 3,,28,17
83,1,2:32.0,P. Mills makes free throw 3 of 3,,29,17
84,1,2:12.0,,R. Lopez makes 2-pt hook shot from 6 ft,29,19
85,1,2:04.0,M. Belinelli misses 2-pt jump shot from 21 ft,,29,19
86,1,2:02.0,,Defensive rebound by E. İlyasova,29,19
87,1,1:54.0,,E. İlyasova makes 2-pt jump shot from 20 ft (assist by K. Korver),29,21
88,1,1:40.0,M. Belinelli makes 2-pt jump shot from 8 ft (assist by P. Mills),,31,21
89,1,1:26.0,,Shooting foul by P. Mills (drawn by E. İlyasova),31,21
90,1,1:26.0,,E. İlyasova makes free throw 1 of 2,31,22
91,1,1:26.0,,E. İlyasova makes free throw 2 of 2,31,23
92,1,1:26.0,J. Poeltl enters the game for L. Aldridge,,31,23
93,1,1:16.0,B. Forbes misses 2-pt jump shot from 17 ft,,31,23
94,1,1:13.0,,Defensive rebound by R. Lopez,31,23
95,1,1:08.0,,P. Connaughton makes 2-pt layup from 1 ft (assist by G. Hill),31,25
96,1,0:57.0,Turnover by P. Mills (bad pass; steal by P. Connaughton),,31,25
97,1,0:46.0,,R. Lopez makes 2-pt hook shot from 9 ft (assist by K. Korver),31,27
98,1,0:46.0,Violation by Team (def goaltending),,31,27
99,1,0:28.0,M. Belinelli misses 3-pt jump shot from 26 ft,,31,27
100,1,0:26.0,,Defensive rebound by E. İlyasova,31,27
101,1,0:08.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by K. Korver),31,29
102,1,0:00.0,M. Belinelli misses 2-pt layup from 3 ft (block by R. Lopez),,31,29
103,1,0:00.0,,Defensive rebound by E. İlyasova,31,29
104,2,11:43.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by K. Korver),31,32
105,2,11:31.0,P. Mills makes 3-pt jump shot from 23 ft (assist by J. Poeltl),,34,32
106,2,11:14.0,,P. Connaughton misses 3-pt jump shot from 27 ft,34,32
107,2,11:11.0,Defensive rebound by R. Gay,,34,32
108,2,11:02.0,J. Poeltl makes 2-pt layup from 2 ft (assist by P. Mills),,36,32
109,2,10:50.0,,P. Connaughton misses 3-pt jump shot from 23 ft,36,32
110,2,10:45.0,,Offensive rebound by P. Connaughton,36,32
111,2,10:43.0,,B. Lopez enters the game for P. Connaughton,36,32
112,2,10:43.0,,K. Middleton enters the game for R. Lopez,36,32
113,2,10:38.0,,Shooting foul by B. Forbes (drawn by E. Bledsoe),36,32
114,2,10:38.0,,E. Bledsoe makes free throw 1 of 2,36,33
115,2,10:38.0,,E. Bledsoe misses free throw 2 of 2,36,33
116,2,10:35.0,Defensive rebound by R. Gay,,36,33
117,2,10:29.0,R. Gay makes 2-pt jump shot from 15 ft (assist by M. Belinelli),,38,33
118,2,10:18.0,,Turnover by E. Bledsoe (bad pass; steal by R. Gay),38,33
119,2,10:18.0,Personal foul by E. Bledsoe (drawn by R. Gay),,38,33
120,2,10:06.0,R. Gay makes 2-pt jump shot from 13 ft (assist by B. Forbes),,40,33
121,2,9:46.0,,B. Lopez makes 2-pt layup from 3 ft,40,35
122,2,9:36.0,P. Mills misses 3-pt jump shot from 27 ft,,40,35
123,2,9:34.0,,Defensive rebound by G. Antetokounmpo,40,35
124,2,9:31.0,,Shooting foul by J. Poeltl (drawn by G. Antetokounmpo),40,35
125,2,9:31.0,,G. Antetokounmpo makes free throw 1 of 2,40,36
126,2,9:31.0,L. Walker enters the game for B. Forbes,,40,36
127,2,9:31.0,D. White enters the game for P. Mills,,40,36
128,2,9:31.0,,G. Antetokounmpo misses free throw 2 of 2,40,36
129,2,9:28.0,Defensive rebound by M. Belinelli,,40,36
130,2,9:20.0,L. Walker makes 2-pt jump shot from 18 ft (assist by J. Poeltl),,42,36
131,2,9:09.0,,E. Bledsoe makes 2-pt layup from 2 ft,42,38
132,2,8:56.0,M. Belinelli makes 2-pt jump shot from 16 ft,,44,38
133,2,8:27.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,44,41
134,2,8:21.0,Personal foul by K. Middleton (drawn by L. Walker),,44,41
135,2,8:10.0,L. Walker makes 2-pt layup from 1 ft (assist by M. Belinelli),,46,41
136,2,7:58.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by K. Middleton),46,44
137,2,7:41.0,Turnover by J. Poeltl (bad pass; steal by G. Antetokounmpo),,46,44
138,2,7:25.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),46,47
139,2,7:25.0,San Antonio full timeout,,46,47
140,2,7:25.0,L. Aldridge enters the game for M. Belinelli,,46,47
141,2,7:25.0,D. DeRozan enters the game for R. Gay,,46,47
142,2,7:25.0,,W. Matthews enters the game for K. Middleton,46,47
143,2,7:09.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by L. Aldridge),,48,47
144,2,6:58.0,,B. Lopez misses 3-pt jump shot from 27 ft,48,47
145,2,6:54.0,Defensive rebound by L. Aldridge,,48,47
146,2,6:46.0,D. White misses 2-pt jump shot from 19 ft,,48,47
147,2,6:43.0,,Defensive rebound by B. Lopez,48,47
148,2,6:35.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by W. Matthews),48,50
149,2,6:17.0,D. White makes 2-pt jump shot from 11 ft,,50,50
150,2,6:05.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,50,50
151,2,6:02.0,Defensive rebound by L. Walker,,50,50
152,2,5:58.0,L. Walker misses 2-pt layup from 2 ft (block by B. Lopez),,50,50
153,2,5:54.0,,Defensive rebound by K. Korver,50,50
154,2,5:46.0,,K. Korver makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),50,53
155,2,5:25.0,D. White misses 3-pt jump shot from 26 ft,,50,53
156,2,5:21.0,,Defensive rebound by G. Antetokounmpo,50,53
157,2,5:19.0,,Shooting foul by L. Aldridge (drawn by G. Antetokounmpo),50,53
158,2,5:19.0,,G. Antetokounmpo misses free throw 1 of 2,50,53
159,2,5:19.0,,Offensive rebound by Team,50,53
160,2,5:19.0,San Antonio full timeout,,50,53
161,2,5:19.0,T. Lyles enters the game for J. Poeltl,,50,53
162,2,5:19.0,P. Mills enters the game for D. White,,50,53
163,2,5:19.0,,G. Hill enters the game for E. Bledsoe,50,53
164,2,5:19.0,,E. İlyasova enters the game for K. Korver,50,53
165,2,5:19.0,,K. Middleton enters the game for B. Lopez,50,53
166,2,5:19.0,,G. Antetokounmpo makes free throw 2 of 2,50,54
167,2,4:55.0,D. DeRozan misses 2-pt jump shot from 11 ft,,50,54
168,2,4:49.0,Offensive rebound by D. DeRozan,,50,54
169,2,4:49.0,D. DeRozan makes 2-pt layup at rim,,52,54
170,2,4:34.0,,E. İlyasova makes 3-pt jump shot from 28 ft (assist by G. Hill),52,57
171,2,4:34.0,,Shooting foul by T. Lyles (drawn by E. İlyasova),52,57
172,2,4:34.0,,R. Lopez enters the game for G. Antetokounmpo,52,57
173,2,4:34.0,,E. İlyasova makes free throw 1 of 1,52,58
174,2,4:20.0,L. Aldridge makes 2-pt jump shot from 18 ft (assist by P. Mills),,54,58
175,2,4:08.0,,K. Middleton makes 2-pt hook shot from 8 ft,54,60
176,2,3:47.0,D. DeRozan makes 2-pt jump shot from 16 ft,,56,60
177,2,3:33.0,,Personal foul by L. Walker (drawn by G. Hill),56,60
178,2,3:33.0,,G. Hill makes free throw 1 of 2,56,61
179,2,3:33.0,B. Forbes enters the game for T. Lyles,,56,61
180,2,3:33.0,R. Gay enters the game for L. Walker,,56,61
181,2,3:33.0,,G. Hill misses free throw 2 of 2,56,61
182,2,3:30.0,Defensive rebound by D. DeRozan,,56,61
183,2,3:15.0,D. DeRozan misses 2-pt jump shot from 12 ft,,56,61
184,2,3:12.0,,Defensive rebound by G. Hill,56,61
185,2,2:58.0,,K. Middleton makes 2-pt jump shot from 19 ft,56,63
186,2,2:43.0,D. DeRozan makes 2-pt layup from 2 ft,,58,63
187,2,2:35.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Hill),58,66
188,2,2:35.0,,Shooting foul by D. DeRozan (drawn by K. Middleton),58,66
189,2,2:35.0,,K. Middleton makes free throw 1 of 1,58,67
190,2,2:20.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by L. Aldridge),,61,67
191,2,2:07.0,,W. Matthews makes 2-pt layup from 2 ft (assist by K. Middleton),61,69
192,2,1:48.0,D. DeRozan makes 2-pt jump shot from 15 ft,,63,69
193,2,1:32.0,,W. Matthews misses 3-pt jump shot from 27 ft,63,69
194,2,1:29.0,Defensive rebound by R. Gay,,63,69
195,2,1:23.0,R. Gay makes 2-pt jump shot from 19 ft,,65,69
196,2,1:02.0,,G. Hill misses 2-pt jump shot from 19 ft,65,69
197,2,0:56.0,,Offensive rebound by R. Lopez,65,69
198,2,0:56.0,,R. Lopez misses 2-pt layup from 1 ft,65,69
199,2,0:55.0,Defensive rebound by R. Gay,,65,69
200,2,0:48.0,P. Mills misses 3-pt jump shot from 24 ft,,65,69
201,2,0:46.0,,Defensive rebound by E. İlyasova,65,69
202,2,0:33.0,,K. Middleton makes 2-pt jump shot from 15 ft,65,71
203,2,0:17.0,Personal foul by W. Matthews (drawn by D. DeRozan),,65,71
204,2,0:17.0,,G. Antetokounmpo enters the game for E. İlyasova,65,71
205,2,0:17.0,,P. Connaughton enters the game for K. Middleton,65,71
206,2,0:04.0,Shooting foul by W. Matthews (drawn by D. DeRozan),,65,71
207,2,0:04.0,D. DeRozan misses free throw 1 of 2,,65,71
208,2,0:04.0,Offensive rebound by Team,,65,71
209,2,0:04.0,D. White enters the game for B. Forbes,,65,71
210,2,0:04.0,,K. Korver enters the game for P. Connaughton,65,71
211,2,0:04.0,,B. Lopez enters the game for R. Lopez,65,71
212,2,0:04.0,D. DeRozan makes free throw 2 of 2,,66,71
213,3,11:54.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,66,73
214,3,11:35.0,T. Lyles misses 3-pt jump shot from 27 ft,,66,73
215,3,11:32.0,,Defensive rebound by W. Matthews,66,73
216,3,11:23.0,,W. Matthews misses 3-pt jump shot from 25 ft,66,73
217,3,11:20.0,Defensive rebound by T. Lyles,,66,73
218,3,11:06.0,L. Walker makes 2-pt jump shot from 14 ft,,68,73
219,3,10:50.0,,Shooting foul by D. DeRozan (drawn by G. Antetokounmpo),68,73
220,3,10:50.0,,G. Antetokounmpo makes free throw 1 of 2,68,74
221,3,10:50.0,,G. Antetokounmpo makes free throw 2 of 2,68,75
222,3,10:39.0,L. Aldridge misses 2-pt jump shot from 20 ft,,68,75
223,3,10:35.0,,Defensive rebound by W. Matthews,68,75
224,3,10:28.0,,W. Matthews misses 2-pt jump shot from 15 ft,68,75
225,3,10:25.0,Defensive rebound by L. Aldridge,,68,75
226,3,10:21.0,Shooting foul by W. Matthews (drawn by D. DeRozan),,68,75
227,3,10:21.0,D. DeRozan makes free throw 1 of 2,,69,75
228,3,10:21.0,D. DeRozan makes free throw 2 of 2,,70,75
229,3,10:12.0,,E. Bledsoe misses 2-pt layup from 6 ft,70,75
230,3,10:12.0,,Offensive rebound by Team,70,75
231,3,10:12.0,,Turnover by E. Bledsoe (traveling),70,75
232,3,9:53.0,L. Walker misses 3-pt jump shot from 28 ft,,70,75
233,3,9:50.0,,Defensive rebound by B. Lopez,70,75
234,3,9:42.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,70,75
235,3,9:40.0,Defensive rebound by T. Lyles,,70,75
236,3,9:34.0,L. Aldridge misses 3-pt jump shot from 24 ft,,70,75
237,3,9:32.0,Offensive rebound by T. Lyles,,70,75
238,3,9:27.0,L. Aldridge misses 2-pt layup from 3 ft,,70,75
239,3,9:25.0,Offensive rebound by L. Aldridge,,70,75
240,3,9:24.0,L. Aldridge misses 2-pt layup from 2 ft,,70,75
241,3,9:21.0,,Defensive rebound by B. Lopez,70,75
242,3,9:13.0,,Turnover by E. Bledsoe (bad pass; steal by L. Walker),70,75
243,3,9:11.0,Shooting foul by B. Lopez (drawn by L. Walker),,70,75
244,3,9:11.0,L. Walker makes free throw 1 of 2,,71,75
245,3,9:11.0,L. Walker makes free throw 2 of 2,,72,75
246,3,8:52.0,,B. Lopez misses 2-pt jump shot from 15 ft,72,75
247,3,8:48.0,,Offensive rebound by E. Bledsoe,72,75
248,3,8:48.0,,E. Bledsoe makes 2-pt layup at rim,72,77
249,3,8:41.0,Shooting foul by B. Lopez (drawn by D. DeRozan),,72,77
250,3,8:41.0,Technical foul by B. Lopez,,72,77
251,3,8:41.0,D. DeRozan makes technical free throw,,73,77
252,3,8:41.0,,Milwaukee full timeout,73,77
253,3,8:41.0,D. DeRozan makes free throw 1 of 2,,74,77
254,3,8:41.0,D. DeRozan makes free throw 2 of 2,,75,77
255,3,8:31.0,,Shooting foul by L. Aldridge (drawn by B. Lopez),75,77
256,3,8:31.0,,B. Lopez makes free throw 1 of 2,75,78
257,3,8:31.0,,B. Lopez makes free throw 2 of 2,75,79
258,3,8:09.0,T. Lyles makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,77,79
259,3,7:57.0,,G. Antetokounmpo misses 3-pt jump shot from 29 ft,77,79
260,3,7:54.0,Defensive rebound by T. Lyles,,77,79
261,3,7:44.0,L. Aldridge misses 2-pt layup from 4 ft (block by B. Lopez),,77,79
262,3,7:40.0,,Defensive rebound by B. Lopez,77,79
263,3,7:37.0,,W. Matthews misses 3-pt jump shot from 26 ft,77,79
264,3,7:35.0,Defensive rebound by D. White,,77,79
265,3,7:30.0,Personal foul by G. Antetokounmpo (drawn by D. White),,77,79
266,3,7:22.0,T. Lyles misses 3-pt jump shot from 24 ft,,77,79
267,3,7:19.0,,Defensive rebound by K. Middleton,77,79
268,3,7:12.0,,B. Lopez misses 3-pt jump shot from 27 ft,77,79
269,3,7:10.0,Defensive rebound by D. White,,77,79
270,3,6:57.0,Shooting foul by B. Lopez (drawn by D. DeRozan),,77,79
271,3,6:57.0,D. DeRozan makes free throw 1 of 2,,78,79
272,3,6:57.0,P. Mills enters the game for D. White,,78,79
273,3,6:57.0,D. DeRozan makes free throw 2 of 2,,79,79
274,3,6:45.0,,Shooting foul by L. Aldridge (drawn by G. Antetokounmpo),79,79
275,3,6:45.0,,G. Antetokounmpo makes free throw 1 of 2,79,80
276,3,6:45.0,,G. Hill enters the game for E. Bledsoe,79,80
277,3,6:45.0,,G. Antetokounmpo makes free throw 2 of 2,79,81
278,3,6:22.0,L. Walker misses 2-pt jump shot from 20 ft,,79,81
279,3,6:19.0,,Defensive rebound by G. Hill,79,81
280,3,6:07.0,,G. Hill misses 3-pt jump shot from 26 ft,79,81
281,3,6:04.0,Defensive rebound by L. Aldridge,,79,81
282,3,6:01.0,San Antonio full timeout,,79,81
283,3,6:01.0,,P. Connaughton enters the game for W. Matthews,79,81
284,3,5:52.0,D. DeRozan misses 2-pt dunk from 3 ft (block by B. Lopez),,79,81
285,3,5:47.0,Offensive rebound by D. DeRozan,,79,81
286,3,5:47.0,D. DeRozan misses 2-pt layup from 3 ft (block by B. Lopez),,79,81
287,3,5:44.0,,Defensive rebound by B. Lopez,79,81
288,3,5:27.0,,G. Hill misses 3-pt jump shot from 25 ft,79,81
289,3,5:25.0,Defensive rebound by T. Lyles,,79,81
290,3,5:20.0,L. Walker misses 2-pt layup from 4 ft (block by B. Lopez),,79,81
291,3,5:17.0,,Defensive rebound by K. Middleton,79,81
292,3,5:14.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,79,83
293,3,5:03.0,Offensive foul by P. Mills (drawn by K. Middleton),,79,83
294,3,5:03.0,Turnover by P. Mills (offensive foul),,79,83
295,3,5:03.0,R. Gay enters the game for T. Lyles,,79,83
296,3,5:03.0,,R. Lopez enters the game for B. Lopez,79,83
297,3,4:53.0,,Shooting foul by R. Gay (drawn by G. Antetokounmpo),79,83
298,3,4:53.0,,G. Antetokounmpo makes free throw 1 of 2,79,84
299,3,4:53.0,B. Forbes enters the game for L. Aldridge,,79,84
300,3,4:53.0,J. Poeltl enters the game for L. Walker,,79,84
301,3,4:53.0,,G. Antetokounmpo makes free throw 2 of 2,79,85
302,3,4:39.0,Personal foul by G. Hill (drawn by P. Mills),,79,85
303,3,4:39.0,P. Mills makes free throw 1 of 2,,80,85
304,3,4:39.0,P. Mills makes free throw 2 of 2,,81,85
305,3,4:30.0,,Shooting foul by D. DeRozan (drawn by G. Antetokounmpo),81,85
306,3,4:30.0,,G. Antetokounmpo makes free throw 1 of 2,81,86
307,3,4:30.0,,G. Antetokounmpo makes free throw 2 of 2,81,87
308,3,4:16.0,R. Gay misses 2-pt jump shot from 16 ft,,81,87
309,3,4:13.0,,Defensive rebound by K. Middleton,81,87
310,3,4:09.0,,K. Middleton misses 3-pt jump shot from 26 ft,81,87
311,3,4:06.0,Defensive rebound by J. Poeltl,,81,87
312,3,4:02.0,B. Forbes makes 2-pt jump shot from 20 ft,,83,87
313,3,3:46.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft,83,90
314,3,3:37.0,Personal foul by G. Antetokounmpo (drawn by R. Gay),,83,90
315,3,3:37.0,,K. Korver enters the game for K. Middleton,83,90
316,3,3:37.0,R. Gay makes free throw 1 of 2,,84,90
317,3,3:37.0,M. Belinelli enters the game for D. DeRozan,,84,90
318,3,3:37.0,R. Gay makes free throw 2 of 2,,85,90
319,3,3:18.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft,85,92
320,3,3:02.0,R. Gay misses 2-pt layup from 5 ft,,85,92
321,3,2:56.0,Offensive rebound by J. Poeltl,,85,92
322,3,2:55.0,Turnover by J. Poeltl (bad pass; steal by G. Hill),,85,92
323,3,2:55.0,,Shooting foul by M. Belinelli (drawn by G. Antetokounmpo),85,92
324,3,2:55.0,,G. Antetokounmpo makes free throw 1 of 2,85,93
325,3,2:55.0,,G. Antetokounmpo makes free throw 2 of 2,85,94
326,3,2:38.0,B. Forbes misses 2-pt jump shot from 17 ft,,85,94
327,3,2:35.0,,Defensive rebound by G. Hill,85,94
328,3,2:28.0,,P. Connaughton misses 3-pt jump shot from 26 ft,85,94
329,3,2:25.0,Defensive rebound by R. Gay,,85,94
330,3,2:18.0,R. Gay makes 2-pt jump shot from 6 ft,,87,94
331,3,2:18.0,,Milwaukee full timeout,87,94
332,3,2:18.0,,E. İlyasova enters the game for G. Antetokounmpo,87,94
333,3,1:58.0,,G. Hill makes 2-pt jump shot from 18 ft (assist by E. İlyasova),87,96
334,3,1:45.0,M. Belinelli misses 2-pt jump shot from 17 ft,,87,96
335,3,1:41.0,,Defensive rebound by R. Lopez,87,96
336,3,1:24.0,,R. Lopez makes 2-pt hook shot from 9 ft,87,98
337,3,1:06.0,J. Poeltl makes 2-pt layup from 2 ft (assist by M. Belinelli),,89,98
338,3,0:53.0,,E. İlyasova misses 3-pt jump shot from 26 ft,89,98
339,3,0:50.0,Defensive rebound by R. Gay,,89,98
340,3,0:44.0,R. Gay misses 2-pt layup from 2 ft,,89,98
341,3,0:41.0,Offensive rebound by P. Mills,,89,98
342,3,0:33.0,P. Mills misses 2-pt jump shot from 14 ft,,89,98
343,3,0:33.0,Offensive rebound by Team,,89,98
344,3,0:33.0,,Loose ball foul by K. Korver (drawn by R. Gay),89,98
345,3,0:33.0,R. Gay makes free throw 1 of 2,,90,98
346,3,0:33.0,R. Gay makes free throw 2 of 2,,91,98
347,3,0:19.0,,R. Lopez makes 2-pt layup from 2 ft (assist by K. Korver),91,100
348,3,0:06.0,P. Mills misses 2-pt jump shot from 15 ft (block by G. Hill),,91,100
349,3,0:03.0,,Defensive rebound by G. Hill,91,100
350,3,0:00.0,,E. İlyasova makes 3-pt jump shot from 29 ft (assist by K. Korver),91,103
351,3,0:00.0,,Instant Replay (Request: Ruling Stands),91,103
352,4,11:39.0,L. Aldridge misses 2-pt jump shot from 11 ft,,91,103
353,4,11:35.0,,Defensive rebound by E. Bledsoe,91,103
354,4,11:28.0,,R. Lopez makes 2-pt layup from 4 ft (assist by E. Bledsoe),91,105
355,4,11:28.0,,Shooting foul by L. Aldridge (drawn by R. Lopez),91,105
356,4,11:28.0,,R. Lopez misses free throw 1 of 1,91,105
357,4,11:25.0,Defensive rebound by R. Gay,,91,105
358,4,11:11.0,D. DeRozan misses 2-pt jump shot from 7 ft (block by P. Connaughton),,91,105
359,4,11:07.0,,Defensive rebound by R. Lopez,91,105
360,4,11:02.0,,Shooting foul by D. White (drawn by R. Lopez),91,105
361,4,11:02.0,,R. Lopez misses free throw 1 of 2,91,105
362,4,11:02.0,,Offensive rebound by Team,91,105
363,4,11:02.0,,R. Lopez misses free throw 2 of 2,91,105
364,4,10:59.0,Defensive rebound by R. Gay,,91,105
365,4,10:47.0,R. Gay misses 3-pt jump shot from 26 ft,,91,105
366,4,10:43.0,,Defensive rebound by P. Connaughton,91,105
367,4,10:37.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,91,108
368,4,10:21.0,D. White misses 3-pt jump shot from 30 ft,,91,108
369,4,10:18.0,,Defensive rebound by R. Lopez,91,108
370,4,10:00.0,,R. Lopez makes 2-pt hook shot from 9 ft,91,110
371,4,9:47.0,R. Gay makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,94,110
372,4,9:24.0,,E. Bledsoe makes 2-pt jump shot from 19 ft,94,112
373,4,9:14.0,D. DeRozan makes 2-pt layup from 2 ft (assist by D. White),,96,112
374,4,9:00.0,,P. Connaughton misses 2-pt layup from 2 ft,96,112
375,4,8:57.0,Defensive rebound by D. DeRozan,,96,112
