,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MILWAUKEE_ACTION,PORTLAND_SCORE,MILWAUKEE_SCORE
51,1,5:38.0,,Turnover by G. Antetokounmpo (lost ball; steal by R. Hood),18,21
52,1,5:31.0,R. Hood makes 2-pt layup from 1 ft,,20,21
53,1,5:17.0,,W. Matthews misses 2-pt jump shot from 5 ft (block by C. McCollum),20,21
54,1,5:13.0,Defensive rebound by A. Tolliver,,20,21
55,1,5:08.0,C. McCollum misses 2-pt layup from 3 ft,,20,21
56,1,5:03.0,,Defensive rebound by G. Antetokounmpo,20,21
57,1,5:00.0,,E. Bledsoe misses 2-pt layup from 2 ft (block by G. Trent),20,21
58,1,4:59.0,Defensive rebound by G. Trent,,20,21
59,1,4:58.0,Turnover by C. Anthony (traveling),,20,21
60,1,4:58.0,S. Labissière enters the game for C. Anthony,,20,21
61,1,4:58.0,N. Little enters the game for A. Tolliver,,20,21
62,1,4:58.0,A. Simons enters the game for G. Trent,,20,21
63,1,4:58.0,,P. Connaughton enters the game for G. Antetokounmpo,20,21
64,1,4:58.0,,G. Hill enters the game for E. Bledsoe,20,21
65,1,4:58.0,,B. Lopez enters the game for W. Matthews,20,21
66,1,4:36.0,,B. Lopez makes 2-pt hook shot from 5 ft,20,23
67,1,4:28.0,C. McCollum misses 2-pt jump shot from 16 ft,,20,23
68,1,4:25.0,,Defensive rebound by E. İlyasova,20,23
69,1,4:15.0,,Shooting foul by N. Little (drawn by P. Connaughton),20,23
70,1,4:15.0,,P. Connaughton makes free throw 1 of 2,20,24
71,1,4:15.0,,P. Connaughton makes free throw 2 of 2,20,25
72,1,4:08.0,Personal foul by P. Connaughton (drawn by R. Hood),,20,25
73,1,4:08.0,K. Bazemore enters the game for R. Hood,,20,25
74,1,4:02.0,C. McCollum misses 3-pt jump shot from 26 ft,,20,25
75,1,4:00.0,,Defensive rebound by E. İlyasova,20,25
76,1,3:52.0,,B. Lopez misses 3-pt jump shot from 26 ft,20,25
77,1,3:49.0,Defensive rebound by C. McCollum,,20,25
78,1,3:44.0,N. Little makes 3-pt jump shot from 26 ft (assist by C. McCollum),,23,25
79,1,3:23.0,,S. Brown misses 2-pt layup from 3 ft (block by C. McCollum),23,25
80,1,3:17.0,,Offensive rebound by S. Brown,23,25
81,1,3:16.0,,S. Brown makes 2-pt layup from 1 ft,23,27
82,1,3:09.0,A. Simons misses 2-pt jump shot from 17 ft,,23,27
83,1,3:05.0,,Defensive rebound by P. Connaughton,23,27
84,1,2:52.0,,G. Hill makes 2-pt jump shot from 19 ft,23,29
85,1,2:38.0,S. Labissière makes 3-pt jump shot from 27 ft (assist by A. Simons),,26,29
86,1,2:20.0,,E. İlyasova makes 2-pt jump shot from 15 ft (assist by P. Connaughton),26,31
87,1,2:05.0,S. Labissière misses 2-pt hook shot from 7 ft,,26,31
88,1,2:03.0,,Defensive rebound by E. İlyasova,26,31
89,1,1:49.0,,Turnover by P. Connaughton (bad pass; steal by S. Labissière),26,31
90,1,1:47.0,Shooting foul by E. İlyasova (drawn by N. Little),,26,31
91,1,1:47.0,N. Little makes free throw 1 of 2,,27,31
92,1,1:47.0,M. Hezonja enters the game for C. McCollum,,27,31
93,1,1:47.0,,G. Antetokounmpo enters the game for B. Lopez,27,31
94,1,1:47.0,N. Little misses free throw 2 of 2,,27,31
95,1,1:43.0,Offensive rebound by N. Little,,27,31
96,1,1:43.0,N. Little misses 2-pt layup from 2 ft,,27,31
97,1,1:40.0,,Defensive rebound by G. Hill,27,31
98,1,1:27.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,27,31
99,1,1:24.0,,Offensive rebound by G. Hill,27,31
100,1,1:24.0,,Personal foul by K. Bazemore (drawn by G. Antetokounmpo),27,31
101,1,1:24.0,,G. Antetokounmpo misses free throw 1 of 2,27,31
102,1,1:24.0,,Offensive rebound by Team,27,31
103,1,1:24.0,,G. Antetokounmpo misses free throw 2 of 2,27,31
104,1,1:19.0,,Offensive rebound by S. Brown,27,31
105,1,1:15.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,27,31
106,1,1:12.0,,Offensive rebound by E. İlyasova,27,31
107,1,1:01.0,,G. Hill makes 3-pt jump shot from 26 ft,27,34
108,1,0:45.0,A. Simons misses 3-pt jump shot from 26 ft,,27,34
109,1,0:43.0,,Defensive rebound by G. Antetokounmpo,27,34
110,1,0:33.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),27,37
111,1,0:19.0,A. Simons misses 3-pt jump shot from 26 ft,,27,37
112,1,0:16.0,,Defensive rebound by S. Brown,27,37
113,1,0:01.0,,E. İlyasova misses 3-pt jump shot from 25 ft,27,37
114,1,0:01.0,Defensive rebound by K. Bazemore,,27,37
115,1,0:00.0,K. Bazemore misses 3-pt jump shot from 56 ft,,27,37
116,1,0:00.0,Offensive rebound by Team,,27,37
117,2,11:49.0,A. Simons misses 2-pt jump shot from 19 ft,,27,37
118,2,11:45.0,,Defensive rebound by R. Lopez,27,37
119,2,11:38.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,27,37
120,2,11:35.0,Defensive rebound by S. Labissière,,27,37
121,2,11:31.0,S. Labissière makes 3-pt jump shot from 26 ft (assist by K. Bazemore),,30,37
122,2,11:19.0,,Personal foul by K. Bazemore (drawn by P. Connaughton),30,37
123,2,11:07.0,,R. Lopez misses 3-pt jump shot from 25 ft,30,37
124,2,11:04.0,Defensive rebound by M. Hezonja,,30,37
125,2,11:00.0,K. Bazemore misses 3-pt jump shot from 27 ft,,30,37
126,2,11:00.0,,Defensive rebound by G. Hill,30,37
127,2,10:45.0,,Personal foul by M. Hezonja (drawn by G. Antetokounmpo),30,37
128,2,10:45.0,,E. Bledsoe enters the game for G. Hill,30,37
129,2,10:37.0,,G. Antetokounmpo misses 2-pt hook shot from 9 ft (block by S. Labissière),30,37
130,2,10:32.0,,Offensive rebound by E. Bledsoe,30,37
131,2,10:31.0,,E. Bledsoe makes 3-pt jump shot from 23 ft,30,40
132,2,10:14.0,S. Labissière makes 2-pt jump shot from 13 ft (assist by K. Bazemore),,32,40
133,2,9:54.0,,G. Antetokounmpo misses 2-pt jump shot from 7 ft,32,40
134,2,9:51.0,,Offensive rebound by R. Lopez,32,40
135,2,9:49.0,,R. Lopez misses 2-pt hook shot from 5 ft,32,40
136,2,9:49.0,Defensive rebound by S. Labissière,,32,40
137,2,9:38.0,K. Bazemore misses 2-pt jump shot from 18 ft,,32,40
138,2,9:35.0,,Defensive rebound by E. Bledsoe,32,40
139,2,9:32.0,,D. DiVincenzo misses 3-pt jump shot from 24 ft,32,40
140,2,9:31.0,,Offensive rebound by P. Connaughton,32,40
141,2,9:30.0,,P. Connaughton makes 2-pt dunk from 1 ft,32,42
142,2,9:15.0,K. Bazemore misses 2-pt layup from 3 ft,,32,42
143,2,9:13.0,Offensive rebound by S. Labissière,,32,42
144,2,9:13.0,S. Labissière misses 2-pt layup from 3 ft,,32,42
145,2,9:13.0,Offensive rebound by S. Labissière,,32,42
146,2,9:07.0,S. Labissière misses 2-pt hook shot from 5 ft,,32,42
147,2,9:07.0,,Defensive rebound by D. DiVincenzo,32,42
148,2,9:07.0,,Personal foul by A. Simons (drawn by G. Antetokounmpo),32,42
149,2,9:07.0,C. Anthony enters the game for N. Little,,32,42
150,2,9:07.0,,W. Matthews enters the game for P. Connaughton,32,42
151,2,8:48.0,,W. Matthews misses 3-pt jump shot from 26 ft,32,42
152,2,8:46.0,,Offensive rebound by D. DiVincenzo,32,42
153,2,8:45.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,32,42
154,2,8:45.0,,Offensive rebound by Team,32,42
155,2,8:45.0,Loose ball foul by M. Hezonja (drawn by R. Lopez),,32,42
156,2,8:45.0,C. McCollum enters the game for A. Simons,,32,42
157,2,8:38.0,,E. Bledsoe makes 2-pt layup from 2 ft,32,44
158,2,8:38.0,Portland full timeout,,32,44
159,2,8:38.0,A. Tolliver enters the game for M. Hezonja,,32,44
160,2,8:38.0,,E. İlyasova enters the game for G. Antetokounmpo,32,44
161,2,8:24.0,A. Tolliver misses 3-pt jump shot from 26 ft,,32,44
162,2,8:23.0,Offensive rebound by Team,,32,44
163,2,8:23.0,,Loose ball foul by R. Lopez (drawn by K. Bazemore),32,44
164,2,8:15.0,C. Anthony misses 2-pt layup from 3 ft,,32,44
165,2,8:12.0,,Defensive rebound by E. İlyasova,32,44
166,2,8:07.0,,E. Bledsoe misses 2-pt jump shot from 7 ft (block by S. Labissière),32,44
167,2,8:07.0,Defensive rebound by S. Labissière,,32,44
168,2,7:53.0,C. Anthony makes 2-pt jump shot from 17 ft,,34,44
169,2,7:45.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),34,47
170,2,7:33.0,C. McCollum misses 2-pt jump shot from 14 ft,,34,47
171,2,7:27.0,Offensive rebound by C. McCollum,,34,47
172,2,7:27.0,C. McCollum misses 2-pt layup at rim,,34,47
173,2,7:26.0,,Defensive rebound by R. Lopez,34,47
174,2,7:24.0,,W. Matthews misses 3-pt jump shot from 27 ft,34,47
175,2,7:23.0,,Offensive rebound by E. İlyasova,34,47
176,2,7:23.0,,Shooting foul by C. McCollum (drawn by E. İlyasova),34,47
177,2,7:23.0,,E. İlyasova makes free throw 1 of 2,34,48
178,2,7:23.0,,E. İlyasova makes free throw 2 of 2,34,49
179,2,7:23.0,R. Hood enters the game for K. Bazemore,,34,49
180,2,7:15.0,S. Labissière makes 2-pt jump shot from 14 ft (assist by C. McCollum),,36,49
181,2,6:58.0,,D. DiVincenzo misses 2-pt layup from 3 ft,36,49
182,2,6:52.0,Defensive rebound by C. Anthony,,36,49
183,2,6:47.0,C. McCollum makes 2-pt jump shot from 17 ft,,38,49
184,2,6:32.0,,E. Bledsoe makes 2-pt jump shot from 16 ft,38,51
185,2,6:21.0,Turnover by C. McCollum (bad pass; steal by D. DiVincenzo),,38,51
186,2,6:18.0,,D. DiVincenzo makes 2-pt layup from 1 ft,38,53
187,2,6:06.0,S. Labissière makes 2-pt jump shot from 16 ft (assist by C. McCollum),,40,53
188,2,5:52.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),40,56
189,2,5:31.0,Shooting foul by W. Matthews (drawn by C. Anthony),,40,56
190,2,5:31.0,C. Anthony makes free throw 1 of 2,,41,56
191,2,5:31.0,G. Trent enters the game for A. Tolliver,,41,56
192,2,5:31.0,,S. Brown enters the game for D. DiVincenzo,41,56
193,2,5:31.0,C. Anthony makes free throw 2 of 2,,42,56
194,2,5:24.0,,Shooting foul by R. Hood (drawn by E. İlyasova),42,56
195,2,5:24.0,,E. İlyasova makes free throw 1 of 2,42,57
196,2,5:24.0,,E. İlyasova makes free throw 2 of 2,42,58
197,2,5:11.0,S. Labissière misses 2-pt jump shot from 19 ft,,42,58
198,2,5:08.0,,Defensive rebound by S. Brown,42,58
199,2,5:08.0,,B. Lopez enters the game for R. Lopez,42,58
200,2,4:59.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,42,58
201,2,4:56.0,Defensive rebound by R. Hood,,42,58
202,2,4:49.0,S. Labissière makes 2-pt dunk from 1 ft (assist by R. Hood),,44,58
203,2,4:36.0,,B. Lopez misses 3-pt jump shot from 29 ft,44,58
204,2,4:35.0,Defensive rebound by Team,,44,58
205,2,4:22.0,S. Labissière misses 3-pt jump shot from 27 ft,,44,58
206,2,4:19.0,,Defensive rebound by S. Brown,44,58
207,2,4:13.0,,E. İlyasova misses 2-pt layup from 5 ft (block by S. Labissière),44,58
208,2,4:13.0,,Offensive rebound by Team,44,58
209,2,4:13.0,A. Tolliver enters the game for S. Labissière,,44,58
210,2,4:13.0,,G. Antetokounmpo enters the game for E. İlyasova,44,58
211,2,4:06.0,,Turnover by E. Bledsoe (traveling),44,58
212,2,3:50.0,R. Hood makes 2-pt jump shot from 16 ft,,46,58
213,2,3:29.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),46,61
214,2,3:18.0,C. Anthony misses 2-pt jump shot from 18 ft,,46,61
215,2,3:15.0,,Defensive rebound by S. Brown,46,61
216,2,3:12.0,,E. Bledsoe misses 2-pt jump shot from 23 ft,46,61
217,2,3:07.0,Defensive rebound by C. McCollum,,46,61
218,2,3:01.0,Shooting foul by W. Matthews (drawn by C. McCollum),,46,61
219,2,3:01.0,,Milwaukee full timeout,46,61
220,2,3:01.0,C. McCollum makes free throw 1 of 2,,47,61
221,2,3:01.0,,P. Connaughton enters the game for E. Bledsoe,47,61
222,2,3:01.0,,G. Hill enters the game for W. Matthews,47,61
223,2,3:01.0,C. McCollum makes free throw 2 of 2,,48,61
224,2,2:49.0,,P. Connaughton makes 2-pt dunk from 2 ft (assist by G. Antetokounmpo),48,63
225,2,2:27.0,G. Trent makes 2-pt hook shot from 14 ft (assist by C. Anthony),,50,63
226,2,2:13.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by G. Hill),50,65
227,2,2:02.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by A. Tolliver),,53,65
228,2,1:37.0,,S. Brown makes 3-pt jump shot from 27 ft (assist by B. Lopez),53,68
229,2,1:20.0,C. Anthony misses 3-pt jump shot from 25 ft,,53,68
230,2,1:19.0,Offensive rebound by C. Anthony,,53,68
231,2,1:11.0,G. Trent makes 2-pt jump shot from 16 ft (assist by A. Tolliver),,55,68
232,2,1:00.0,,P. Connaughton makes 2-pt hook shot from 8 ft (assist by G. Antetokounmpo),55,70
233,2,0:51.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by C. McCollum),,58,70
234,2,0:39.0,,Offensive foul by S. Brown (drawn by G. Trent),58,70
235,2,0:39.0,,Turnover by S. Brown (offensive foul),58,70
236,2,0:31.0,C. McCollum misses 2-pt jump shot from 19 ft,,58,70
237,2,0:25.0,,Defensive rebound by G. Antetokounmpo,58,70
238,2,0:25.0,,G. Antetokounmpo makes 2-pt layup from 3 ft,58,72
239,2,0:25.0,,Shooting foul by A. Tolliver (drawn by G. Antetokounmpo),58,72
240,2,0:25.0,,G. Antetokounmpo misses free throw 1 of 1,58,72
241,2,0:21.0,Defensive rebound by C. Anthony,,58,72
242,2,0:02.0,C. Anthony misses 2-pt layup from 3 ft (block by B. Lopez),,58,72
243,2,0:02.0,,Defensive rebound by P. Connaughton,58,72
244,2,0:00.0,,P. Connaughton misses 3-pt jump shot from 28 ft,58,72
245,2,0:00.0,,Offensive rebound by Team,58,72
246,3,11:40.0,G. Trent makes 3-pt jump shot from 23 ft (assist by C. Anthony),,61,72
247,3,11:26.0,,D. DiVincenzo makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),61,74
248,3,11:17.0,Personal foul by E. Bledsoe (drawn by C. McCollum),,61,74
249,3,11:07.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by C. McCollum),,64,74
250,3,10:53.0,,Personal foul by C. McCollum (drawn by B. Lopez),64,74
251,3,10:46.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),64,76
252,3,10:33.0,C. McCollum misses 2-pt layup from 3 ft (block by B. Lopez),,64,76
253,3,10:31.0,,Defensive rebound by D. DiVincenzo,64,76
254,3,10:30.0,,Shooting foul by C. Anthony (drawn by G. Antetokounmpo),64,76
255,3,10:30.0,,G. Antetokounmpo misses free throw 1 of 2,64,76
256,3,10:30.0,,Offensive rebound by Team,64,76
257,3,10:30.0,,G. Antetokounmpo makes free throw 2 of 2,64,77
258,3,10:16.0,R. Hood makes 2-pt layup from 3 ft,,66,77
259,3,10:03.0,,E. Bledsoe makes 2-pt jump shot from 7 ft,66,79
260,3,9:50.0,C. McCollum makes 2-pt jump shot from 18 ft (assist by C. Anthony),,68,79
261,3,9:33.0,,Personal foul by G. Trent (drawn by E. Bledsoe),68,79
262,3,9:24.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,68,79
263,3,9:24.0,,Offensive rebound by Team,68,79
264,3,9:24.0,Loose ball foul by R. Hood (drawn by D. DiVincenzo),,68,79
265,3,9:14.0,,Turnover by G. Antetokounmpo (bad pass; steal by R. Hood),68,79
266,3,9:08.0,C. Anthony makes 2-pt layup from 1 ft,,70,79
267,3,8:58.0,,G. Antetokounmpo misses 2-pt dunk from 2 ft,70,79
268,3,8:55.0,,Offensive rebound by E. Bledsoe,70,79
269,3,8:53.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,70,79
270,3,8:53.0,,Offensive rebound by Team,70,79
271,3,8:53.0,Loose ball foul by G. Trent (drawn by G. Antetokounmpo),,70,79
272,3,8:53.0,,G. Antetokounmpo makes free throw 1 of 2,70,80
273,3,8:53.0,,G. Antetokounmpo makes free throw 2 of 2,70,81
274,3,8:33.0,G. Trent makes 3-pt jump shot from 27 ft (assist by R. Hood),,73,81
275,3,8:17.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by C. McCollum),73,81
276,3,8:14.0,Defensive rebound by R. Hood,,73,81
277,3,8:11.0,Turnover by R. Hood (bad pass; steal by G. Antetokounmpo),,73,81
278,3,8:05.0,,D. DiVincenzo makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),73,84
279,3,8:05.0,,Violation by Team (delay of game),73,84
280,3,7:51.0,A. Tolliver misses 3-pt jump shot from 27 ft,,73,84
281,3,7:47.0,,Defensive rebound by G. Antetokounmpo,73,84
282,3,7:38.0,,W. Matthews misses 2-pt layup from 4 ft,73,84
283,3,7:35.0,Defensive rebound by C. Anthony,,73,84
284,3,7:29.0,C. Anthony makes 3-pt jump shot from 26 ft (assist by R. Hood),,76,84
285,3,7:29.0,,Milwaukee full timeout,76,84
286,3,7:11.0,,G. Antetokounmpo makes 2-pt dunk from 3 ft,76,86
287,3,6:59.0,Personal foul by D. DiVincenzo (drawn by R. Hood),,76,86
288,3,6:47.0,Turnover by C. Anthony (lost ball; steal by G. Antetokounmpo),,76,86
289,3,6:43.0,,D. DiVincenzo makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),76,88
290,3,6:28.0,C. McCollum makes 2-pt jump shot from 13 ft,,78,88
291,3,6:14.0,,Shooting foul by R. Hood (drawn by E. Bledsoe),78,88
292,3,6:14.0,,E. Bledsoe makes free throw 1 of 2,78,89
293,3,6:14.0,A. Simons enters the game for R. Hood,,78,89
294,3,6:14.0,,S. Brown enters the game for D. DiVincenzo,78,89
295,3,6:14.0,,E. Bledsoe makes free throw 2 of 2,78,90
296,3,6:02.0,C. McCollum makes 2-pt jump shot from 14 ft,,80,90
297,3,5:41.0,,Turnover by G. Antetokounmpo (traveling),80,90
298,3,5:41.0,N. Little enters the game for C. Anthony,,80,90
299,3,5:41.0,,E. İlyasova enters the game for G. Antetokounmpo,80,90
300,3,5:30.0,C. McCollum makes 3-pt jump shot from 27 ft,,83,90
301,3,5:15.0,,E. Bledsoe makes 2-pt jump shot from 12 ft,83,92
302,3,4:59.0,N. Little makes 2-pt layup from 3 ft (assist by C. McCollum),,85,92
303,3,4:49.0,,Shooting foul by A. Simons (drawn by E. Bledsoe),85,92
304,3,4:49.0,,E. Bledsoe makes free throw 1 of 2,85,93
305,3,4:49.0,S. Labissière enters the game for A. Tolliver,,85,93
306,3,4:49.0,,G. Hill enters the game for W. Matthews,85,93
307,3,4:49.0,,E. Bledsoe makes free throw 2 of 2,85,94
308,3,4:44.0,G. Trent misses 3-pt jump shot from 27 ft,,85,94
309,3,4:40.0,Offensive rebound by A. Simons,,85,94
310,3,4:40.0,Personal foul by G. Hill (drawn by N. Little),,85,94
311,3,4:40.0,,P. Connaughton enters the game for E. Bledsoe,85,94
312,3,4:40.0,,R. Lopez enters the game for B. Lopez,85,94
313,3,4:33.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by G. Trent),,88,94
314,3,4:20.0,,P. Connaughton makes 2-pt layup from 2 ft (assist by S. Brown),88,96
315,3,4:12.0,Turnover by C. McCollum (lost ball; steal by G. Hill),,88,96
316,3,4:12.0,,Clear path foul by C. McCollum,88,96
317,3,4:12.0,,Instant Replay (Request: Ruling Stands),88,96
318,3,4:12.0,,G. Hill makes clear path free throw 1 of 2,88,97
319,3,4:12.0,,G. Hill makes clear path free throw 2 of 2,88,98
320,3,4:12.0,K. Bazemore enters the game for G. Trent,,88,98
321,3,4:04.0,,Shooting foul by S. Labissière (drawn by R. Lopez),88,98
322,3,4:04.0,,R. Lopez makes free throw 1 of 2,88,99
323,3,4:04.0,,R. Lopez makes free throw 2 of 2,88,100
324,3,3:50.0,C. McCollum misses 2-pt jump shot from 3 ft,,88,100
325,3,3:49.0,,Defensive rebound by Team,88,100
326,3,3:34.0,,P. Connaughton misses 2-pt layup from 1 ft,88,100
327,3,3:30.0,Defensive rebound by K. Bazemore,,88,100
328,3,3:24.0,A. Simons misses 3-pt jump shot from 27 ft,,88,100
329,3,3:20.0,,Defensive rebound by R. Lopez,88,100
330,3,3:04.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by P. Connaughton),88,102
331,3,3:04.0,Portland full timeout,,88,102
332,3,2:49.0,K. Bazemore misses 2-pt jump shot from 14 ft,,88,102
333,3,2:46.0,,Defensive rebound by R. Lopez,88,102
334,3,2:33.0,,Turnover by S. Brown (bad pass; steal by K. Bazemore),88,102
335,3,2:19.0,A. Simons makes 2-pt jump shot from 15 ft (assist by S. Labissière),,90,102
336,3,2:08.0,,P. Connaughton makes 2-pt dunk from 2 ft (assist by G. Hill),90,104
337,3,1:56.0,C. McCollum makes 2-pt layup from 2 ft (assist by S. Labissière),,92,104
338,3,1:33.0,,P. Connaughton misses 2-pt layup from 3 ft (block by S. Labissière),92,104
339,3,1:30.0,Defensive rebound by S. Labissière,,92,104
340,3,1:24.0,N. Little misses 3-pt jump shot from 23 ft,,92,104
341,3,1:24.0,Offensive rebound by Team,,92,104
342,3,1:24.0,,Loose ball foul by S. Brown (drawn by N. Little),92,104
343,3,1:24.0,M. Hezonja enters the game for C. McCollum,,92,104
344,3,1:22.0,Personal foul by G. Hill (drawn by A. Simons),,92,104
345,3,1:22.0,A. Simons makes free throw 1 of 2,,93,104
346,3,1:22.0,,G. Antetokounmpo enters the game for E. İlyasova,93,104
347,3,1:22.0,A. Simons makes free throw 2 of 2,,94,104
348,3,1:04.0,,G. Hill misses 3-pt jump shot from 26 ft,94,104
349,3,1:01.0,,Offensive rebound by G. Antetokounmpo,94,104
350,3,0:57.0,,Turnover by G. Antetokounmpo (bad pass; steal by A. Simons),94,104
351,3,0:46.0,S. Labissière misses 3-pt jump shot from 27 ft,,94,104
352,3,0:42.0,,Defensive rebound by G. Antetokounmpo,94,104
353,3,0:35.0,,S. Brown misses 3-pt jump shot from 25 ft,94,104
354,3,0:32.0,,Offensive rebound by G. Antetokounmpo,94,104
355,3,0:32.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,94,104
356,3,0:32.0,Defensive rebound by Team,,94,104
357,3,0:32.0,,Loose ball foul by G. Antetokounmpo (drawn by N. Little),94,104
358,3,0:32.0,N. Little makes free throw 1 of 2,,95,104
359,3,0:32.0,A. Tolliver enters the game for S. Labissière,,95,104
360,3,0:32.0,,W. Matthews enters the game for R. Lopez,95,104
361,3,0:32.0,N. Little makes free throw 2 of 2,,96,104
362,3,0:19.0,,G. Antetokounmpo misses 2-pt hook shot from 5 ft,96,104
363,3,0:17.0,,Offensive rebound by G. Hill,96,104
364,3,0:07.0,,P. Connaughton makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),96,107
365,3,0:00.0,N. Little makes 2-pt layup from 3 ft (assist by K. Bazemore),,98,107
