,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DALLAS_ACTION,BROOKLYN_SCORE,DALLAS_SCORE
130,2,8:51.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 25 ft (assist by W. Chandler),,39,41
131,2,8:40.0,,J. Jackson makes 3-pt jump shot from 24 ft (assist by D. Wright),39,44
132,2,8:39.0,Brooklyn full timeout,,39,44
133,2,8:39.0,S. Dinwiddie enters the game for D. Musa,,39,44
134,2,8:39.0,J. Harris enters the game for T. Pinson,,39,44
135,2,8:39.0,,J. Barea enters the game for L. Dončić,39,44
136,2,8:27.0,S. Dinwiddie misses 3-pt jump shot from 27 ft,,39,44
137,2,8:24.0,,Defensive rebound by B. Marjanović,39,44
138,2,8:18.0,,S. Curry makes 2-pt jump shot from 16 ft,39,46
139,2,8:08.0,Shooting foul by B. Marjanović (drawn by S. Dinwiddie),,39,46
140,2,8:08.0,S. Dinwiddie makes free throw 1 of 2,,40,46
141,2,8:08.0,S. Dinwiddie makes free throw 2 of 2,,41,46
142,2,7:58.0,,B. Marjanović makes 2-pt hook shot from 7 ft (assist by D. Wright),41,48
143,2,7:34.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,41,48
144,2,7:30.0,,Defensive rebound by J. Barea,41,48
145,2,7:14.0,,S. Curry misses 2-pt jump shot from 10 ft,41,48
146,2,7:13.0,,Offensive rebound by Team,41,48
147,2,7:13.0,Loose ball foul by T. Luwawu-Cabarrot (drawn by B. Marjanović),,41,48
148,2,7:13.0,T. Prince enters the game for W. Chandler,,41,48
149,2,7:00.0,,D. Wright misses 2-pt jump shot from 21 ft,41,48
150,2,6:58.0,Defensive rebound by S. Dinwiddie,,41,48
151,2,6:54.0,D. Jordan makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),,43,48
152,2,6:38.0,,B. Marjanović misses 2-pt jump shot from 6 ft,43,48
153,2,6:35.0,Defensive rebound by D. Jordan,,43,48
154,2,6:33.0,Shooting foul by B. Marjanović (drawn by T. Luwawu-Cabarrot),,43,48
155,2,6:33.0,T. Luwawu-Cabarrot makes free throw 1 of 2,,44,48
156,2,6:33.0,J. Allen enters the game for D. Jordan,,44,48
157,2,6:33.0,,L. Dončić enters the game for S. Curry,44,48
158,2,6:33.0,,D. Finney-Smith enters the game for J. Jackson,44,48
159,2,6:33.0,,M. Kleber enters the game for B. Marjanović,44,48
160,2,6:33.0,,D. Powell enters the game for D. Wright,44,48
161,2,6:33.0,T. Luwawu-Cabarrot misses free throw 2 of 2,,44,48
162,2,6:30.0,Offensive rebound by T. Prince,,44,48
163,2,6:24.0,T. Prince makes 3-pt jump shot from 26 ft,,47,48
164,2,6:01.0,,D. Powell misses 3-pt jump shot from 25 ft,47,48
165,2,5:58.0,Defensive rebound by J. Allen,,47,48
166,2,5:51.0,J. Harris misses 3-pt jump shot from 24 ft,,47,48
167,2,5:49.0,Offensive rebound by T. Luwawu-Cabarrot,,47,48
168,2,5:40.0,Offensive foul by S. Dinwiddie (drawn by J. Barea),,47,48
169,2,5:40.0,Turnover by S. Dinwiddie (offensive foul),,47,48
170,2,5:32.0,,Offensive foul by D. Powell (drawn by T. Luwawu-Cabarrot),47,48
171,2,5:32.0,,Turnover by D. Powell (offensive foul),47,48
172,2,5:16.0,J. Harris misses 2-pt layup from 5 ft (block by D. Powell),,47,48
173,2,5:15.0,Offensive rebound by Team,,47,48
174,2,5:13.0,J. Harris makes 3-pt jump shot from 24 ft (assist by T. Luwawu-Cabarrot),,50,48
175,2,4:56.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,50,48
176,2,4:53.0,Defensive rebound by T. Prince,,50,48
177,2,4:51.0,Turnover by T. Prince (lost ball; steal by D. Finney-Smith),,50,48
178,2,4:48.0,,Shooting foul by S. Dinwiddie (drawn by L. Dončić),50,48
179,2,4:48.0,,L. Dončić makes free throw 1 of 2,50,49
180,2,4:48.0,R. Kurucs enters the game for T. Luwawu-Cabarrot,,50,49
181,2,4:48.0,,S. Curry enters the game for J. Barea,50,49
182,2,4:48.0,,L. Dončić makes free throw 2 of 2,50,50
183,2,4:34.0,R. Kurucs makes 2-pt layup from 1 ft (assist by J. Harris),,52,50
184,2,4:23.0,,Offensive foul by M. Kleber (drawn by J. Harris),52,50
185,2,4:23.0,,Turnover by M. Kleber (offensive foul),52,50
186,2,4:15.0,S. Dinwiddie makes 2-pt layup from 1 ft (assist by T. Prince),,54,50
187,2,4:14.0,,Dallas full timeout,54,50
188,2,4:02.0,,Personal foul by S. Dinwiddie (drawn by L. Dončić),54,50
189,2,4:01.0,,Turnover by S. Curry (step out of bounds),54,50
190,2,3:47.0,S. Dinwiddie makes 2-pt jump shot from 12 ft (assist by J. Harris),,56,50
191,2,3:39.0,,Personal foul by R. Kurucs (drawn by L. Dončić),56,50
192,2,3:39.0,T. Pinson enters the game for S. Dinwiddie,,56,50
193,2,3:21.0,,L. Dončić misses 2-pt jump shot from 20 ft,56,50
194,2,3:18.0,Defensive rebound by R. Kurucs,,56,50
195,2,3:13.0,Personal foul by D. Powell (drawn by R. Kurucs),,56,50
196,2,3:04.0,J. Harris makes 2-pt layup from 1 ft (assist by R. Kurucs),,58,50
197,2,3:04.0,,Technical foul by T. Prince,58,50
198,2,3:04.0,Technical foul by M. Kleber,,58,50
199,2,3:04.0,Instant Replay (Request: Ruling Stands),,58,50
200,2,2:58.0,,Personal foul by R. Kurucs (drawn by M. Kleber),58,50
201,2,2:58.0,,M. Kleber makes free throw 1 of 2,58,51
202,2,2:58.0,,M. Kleber misses free throw 2 of 2,58,51
203,2,2:55.0,,Offensive rebound by D. Finney-Smith,58,51
204,2,2:54.0,,D. Finney-Smith misses 2-pt layup from 2 ft,58,51
205,2,2:53.0,,Offensive rebound by D. Finney-Smith,58,51
206,2,2:50.0,,L. Dončić makes 2-pt layup from 1 ft,58,53
207,2,2:30.0,J. Harris misses 2-pt layup from 5 ft (block by D. Finney-Smith),,58,53
208,2,2:28.0,Offensive rebound by J. Harris,,58,53
209,2,2:27.0,J. Harris misses 2-pt layup from 1 ft,,58,53
210,2,2:25.0,Offensive rebound by T. Pinson,,58,53
211,2,2:23.0,Turnover by Team (shot clock),,58,53
212,2,2:08.0,,Turnover by L. Dončić (bad pass),58,53
213,2,1:57.0,T. Prince misses 2-pt layup from 2 ft,,58,53
214,2,1:53.0,Offensive rebound by J. Allen,,58,53
215,2,1:53.0,J. Allen makes 2-pt dunk from 1 ft,,60,53
216,2,1:30.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,60,53
217,2,1:28.0,Defensive rebound by T. Prince,,60,53
218,2,1:21.0,J. Allen makes 2-pt layup from 1 ft (assist by J. Harris),,62,53
219,2,1:21.0,Shooting foul by D. Powell (drawn by J. Allen),,62,53
220,2,1:21.0,,J. Jackson enters the game for D. Powell,62,53
221,2,1:21.0,J. Allen makes free throw 1 of 1,,63,53
222,2,1:09.0,,M. Kleber makes 2-pt jump shot from 13 ft (assist by S. Curry),63,55
223,2,0:57.0,R. Kurucs misses 3-pt jump shot from 24 ft,,63,55
224,2,0:55.0,,Defensive rebound by L. Dončić,63,55
225,2,0:48.0,,Turnover by L. Dončić (bad pass; steal by T. Prince),63,55
226,2,0:41.0,Offensive foul by J. Allen (drawn by S. Curry),,63,55
227,2,0:41.0,Turnover by J. Allen (offensive foul),,63,55
228,2,0:33.0,,L. Dončić makes 3-pt jump shot from 25 ft,63,58
229,2,0:26.0,T. Pinson makes 2-pt layup at rim,,65,58
230,2,0:02.0,,L. Dončić misses 3-pt jump shot from 26 ft,65,58
231,2,0:01.0,,Offensive rebound by D. Finney-Smith,65,58
232,2,0:01.0,,D. Finney-Smith makes 2-pt dunk at rim,65,60
233,3,11:45.0,R. Kurucs misses 3-pt jump shot from 22 ft,,65,60
234,3,11:42.0,,Defensive rebound by M. Kleber,65,60
235,3,11:31.0,,Shooting foul by T. Prince (drawn by M. Kleber),65,60
236,3,11:31.0,,M. Kleber makes free throw 1 of 2,65,61
237,3,11:31.0,,M. Kleber makes free throw 2 of 2,65,62
238,3,11:20.0,R. Kurucs misses 2-pt layup from 1 ft,,65,62
239,3,11:19.0,,Defensive rebound by M. Kleber,65,62
240,3,11:05.0,,J. Jackson makes 2-pt jump shot from 9 ft,65,64
241,3,10:52.0,Personal foul by L. Dončić (drawn by S. Dinwiddie),,65,64
242,3,10:45.0,J. Harris misses 2-pt jump shot from 21 ft,,65,64
243,3,10:43.0,Offensive rebound by Team,,65,64
244,3,10:37.0,S. Dinwiddie makes 2-pt layup from 2 ft (assist by J. Harris),,67,64
245,3,10:27.0,,J. Barea makes 2-pt layup from 1 ft,67,66
246,3,10:27.0,,Shooting foul by S. Dinwiddie (drawn by J. Barea),67,66
247,3,10:27.0,T. Pinson enters the game for S. Dinwiddie,,67,66
248,3,10:27.0,,J. Barea makes free throw 1 of 1,67,67
249,3,10:11.0,T. Pinson makes 2-pt jump shot from 5 ft,,69,67
250,3,9:57.0,,J. Barea misses 2-pt layup from 1 ft,69,67
251,3,9:56.0,Defensive rebound by D. Jordan,,69,67
252,3,9:52.0,T. Prince misses 3-pt jump shot from 26 ft,,69,67
253,3,9:49.0,,Defensive rebound by J. Jackson,69,67
254,3,9:40.0,,L. Dončić misses 3-pt jump shot from 28 ft,69,67
255,3,9:40.0,Defensive rebound by D. Jordan,,69,67
256,3,9:31.0,T. Prince misses 2-pt jump shot from 8 ft,,69,67
257,3,9:29.0,,Defensive rebound by M. Kleber,69,67
258,3,9:22.0,,M. Kleber makes 3-pt jump shot from 25 ft (assist by J. Barea),69,70
259,3,9:05.0,T. Pinson misses 3-pt jump shot from 26 ft,,69,70
260,3,9:03.0,Offensive rebound by R. Kurucs,,69,70
261,3,8:59.0,T. Pinson misses 2-pt layup from 2 ft (block by M. Kleber),,69,70
262,3,8:59.0,,Defensive rebound by D. Finney-Smith,69,70
263,3,8:52.0,,D. Finney-Smith makes 3-pt jump shot from 26 ft (assist by J. Barea),69,73
264,3,8:51.0,Brooklyn full timeout,,69,73
265,3,8:40.0,R. Kurucs makes 2-pt dunk from 1 ft (assist by T. Prince),,71,73
266,3,8:25.0,,J. Barea misses 3-pt jump shot from 26 ft,71,73
267,3,8:22.0,Defensive rebound by T. Prince,,71,73
268,3,8:14.0,T. Prince misses 2-pt layup from 2 ft (block by M. Kleber),,71,73
269,3,8:12.0,,Defensive rebound by L. Dončić,71,73
270,3,8:11.0,,Offensive foul by L. Dončić (drawn by J. Harris),71,73
271,3,8:11.0,,Turnover by L. Dončić (offensive foul),71,73
272,3,8:00.0,T. Pinson misses 2-pt layup from 4 ft (block by M. Kleber),,71,73
273,3,7:58.0,,Defensive rebound by D. Finney-Smith,71,73
274,3,7:48.0,,J. Barea misses 3-pt jump shot from 25 ft,71,73
275,3,7:45.0,,Offensive rebound by J. Barea,71,73
276,3,7:33.0,,J. Barea misses 3-pt jump shot from 25 ft,71,73
277,3,7:30.0,Defensive rebound by R. Kurucs,,71,73
278,3,7:12.0,R. Kurucs misses 2-pt layup from 5 ft,,71,73
279,3,7:11.0,,Defensive rebound by L. Dončić,71,73
280,3,7:11.0,,Personal take foul by D. Jordan (drawn by L. Dončić),71,73
281,3,7:11.0,W. Chandler enters the game for R. Kurucs,,71,73
282,3,7:02.0,,M. Kleber makes 3-pt jump shot from 27 ft (assist by J. Barea),71,76
283,3,6:47.0,Personal foul by L. Dončić (drawn by T. Prince),,71,76
284,3,6:47.0,J. Allen enters the game for D. Jordan,,71,76
285,3,6:47.0,,S. Curry enters the game for L. Dončić,71,76
286,3,6:41.0,J. Harris misses 3-pt jump shot from 25 ft,,71,76
287,3,6:38.0,,Defensive rebound by D. Finney-Smith,71,76
288,3,6:30.0,,J. Jackson misses 2-pt layup from 4 ft (block by W. Chandler),71,76
289,3,6:28.0,Defensive rebound by W. Chandler,,71,76
290,3,6:24.0,T. Prince makes 2-pt jump shot from 15 ft,,73,76
291,3,6:09.0,,Personal foul by T. Pinson (drawn by J. Barea),73,76
292,3,6:09.0,,D. Powell enters the game for M. Kleber,73,76
293,3,6:00.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by J. Barea),73,79
294,3,5:50.0,Personal foul by J. Jackson (drawn by J. Allen),,73,79
295,3,5:38.0,J. Harris makes 2-pt layup at rim (assist by T. Pinson),,75,79
296,3,5:27.0,,Turnover by D. Powell (bad pass; steal by T. Pinson),75,79
297,3,5:24.0,T. Pinson makes 2-pt dunk from 1 ft,,77,79
298,3,5:24.0,,Dallas full timeout,77,79
299,3,5:24.0,R. Kurucs enters the game for T. Prince,,77,79
300,3,5:09.0,,D. Powell misses 2-pt hook shot from 2 ft,77,79
301,3,5:08.0,Defensive rebound by J. Allen,,77,79
302,3,5:02.0,R. Kurucs misses 3-pt jump shot from 25 ft,,77,79
303,3,4:58.0,,Defensive rebound by J. Barea,77,79
304,3,4:57.0,,Turnover by J. Barea (bad pass; steal by R. Kurucs),77,79
305,3,4:41.0,T. Pinson misses 2-pt layup from 2 ft (block by D. Powell),,77,79
306,3,4:39.0,,Defensive rebound by S. Curry,77,79
307,3,4:33.0,,S. Curry makes 2-pt layup from 4 ft,77,81
308,3,4:19.0,Personal foul by D. Powell (drawn by J. Harris),,77,81
309,3,4:19.0,T. Luwawu-Cabarrot enters the game for J. Harris,,77,81
310,3,4:19.0,D. Musa enters the game for R. Kurucs,,77,81
311,3,4:19.0,,B. Marjanović enters the game for J. Barea,77,81
312,3,4:19.0,,D. Wright enters the game for D. Powell,77,81
313,3,4:19.0,,Violation by Team (delay of game),77,81
314,3,4:10.0,T. Pinson makes 3-pt jump shot from 25 ft (assist by T. Luwawu-Cabarrot),,80,81
315,3,3:59.0,,D. Wright makes 2-pt jump shot from 10 ft,80,83
316,3,3:41.0,D. Musa makes 3-pt jump shot from 28 ft (assist by T. Pinson),,83,83
317,3,3:21.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,83,83
318,3,3:19.0,,Offensive rebound by D. Finney-Smith,83,83
319,3,3:09.0,,D. Wright misses 2-pt jump shot from 7 ft,83,83
320,3,3:07.0,Defensive rebound by T. Luwawu-Cabarrot,,83,83
321,3,3:03.0,D. Musa makes 2-pt layup at rim (assist by T. Luwawu-Cabarrot),,85,83
322,3,2:48.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by S. Curry),85,83
323,3,2:48.0,,S. Curry makes free throw 1 of 2,85,84
324,3,2:48.0,,M. Kleber enters the game for D. Finney-Smith,85,84
325,3,2:48.0,,S. Curry makes free throw 2 of 2,85,85
326,3,2:38.0,T. Pinson makes 2-pt layup from 2 ft,,87,85
327,3,2:16.0,,S. Curry makes 2-pt jump shot from 15 ft,87,87
328,3,2:07.0,Personal foul by M. Kleber (drawn by J. Allen),,87,87
329,3,2:07.0,J. Allen makes free throw 1 of 2,,88,87
330,3,2:07.0,,J. Brunson enters the game for J. Jackson,88,87
331,3,2:07.0,J. Allen makes free throw 2 of 2,,89,87
332,3,1:51.0,,S. Curry misses 2-pt jump shot from 10 ft,89,87
333,3,1:47.0,Defensive rebound by T. Pinson,,89,87
334,3,1:44.0,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,,89,87
335,3,1:42.0,,Defensive rebound by B. Marjanović,89,87
336,3,1:40.0,,Offensive foul by B. Marjanović (drawn by D. Musa),89,87
337,3,1:40.0,,Turnover by B. Marjanović (offensive foul),89,87
338,3,1:23.0,W. Chandler makes 2-pt jump shot from 12 ft,,91,87
339,3,1:05.0,,M. Kleber misses 3-pt jump shot from 23 ft,91,87
340,3,1:01.0,Defensive rebound by T. Pinson,,91,87
341,3,0:59.0,Offensive foul by T. Pinson (drawn by J. Brunson),,91,87
342,3,0:59.0,Turnover by T. Pinson (offensive foul),,91,87
343,3,0:59.0,S. Dinwiddie enters the game for T. Pinson,,91,87
344,3,0:44.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by J. Brunson),91,90
345,3,0:35.0,S. Dinwiddie misses 2-pt layup from 2 ft,,91,90
346,3,0:33.0,,Defensive rebound by D. Wright,91,90
347,3,0:21.0,,S. Curry makes 3-pt jump shot from 26 ft,91,93
348,3,0:04.0,D. Musa makes 2-pt hook shot from 4 ft,,93,93
349,4,11:40.0,,B. Marjanović makes 2-pt dunk from 1 ft (assist by D. Wright),93,95
350,4,11:19.0,T. Prince misses 3-pt jump shot from 24 ft,,93,95
351,4,11:16.0,Offensive rebound by D. Jordan,,93,95
352,4,11:09.0,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Musa),,96,95
353,4,10:44.0,,B. Marjanović misses 2-pt jump shot from 17 ft,96,95
354,4,10:42.0,Defensive rebound by D. Jordan,,96,95
355,4,10:36.0,Turnover by T. Pinson (bad pass; steal by S. Curry),,96,95
356,4,10:33.0,,Turnover by J. Brunson (step out of bounds),96,95
357,4,10:33.0,,L. Dončić enters the game for S. Curry,96,95
358,4,10:12.0,T. Pinson misses 3-pt jump shot from 24 ft,,96,95
359,4,10:09.0,,Defensive rebound by M. Kleber,96,95
360,4,9:58.0,,J. Brunson makes 2-pt jump shot from 18 ft,96,97
361,4,9:45.0,T. Prince misses 3-pt jump shot from 26 ft,,96,97
362,4,9:43.0,,Defensive rebound by B. Marjanović,96,97
363,4,9:33.0,,L. Dončić misses 2-pt jump shot from 9 ft,96,97
364,4,9:31.0,,Offensive rebound by L. Dončić,96,97
365,4,9:30.0,,D. Wright misses 3-pt jump shot from 26 ft,96,97
366,4,9:27.0,Defensive rebound by D. Jordan,,96,97
367,4,9:19.0,T. Prince misses 3-pt jump shot from 26 ft,,96,97
368,4,9:16.0,,Defensive rebound by B. Marjanović,96,97
369,4,9:06.0,,J. Brunson makes 2-pt jump shot from 14 ft,96,99
370,4,8:44.0,D. Musa makes 2-pt layup at rim (assist by D. Jordan),,98,99
371,4,8:32.0,,J. Brunson misses 2-pt jump shot from 13 ft,98,99
372,4,8:30.0,,Offensive rebound by B. Marjanović,98,99
373,4,8:29.0,,B. Marjanović makes 2-pt layup from 1 ft,98,101
