,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW ORLEANS_ACTION,ORLANDO_SCORE,NEW ORLEANS_SCORE
381,4,6:00.0,Defensive rebound by J. Isaac,,120,98
382,4,5:52.0,N. Vučević misses 3-pt jump shot from 26 ft,,120,98
383,4,5:48.0,,Defensive rebound by J. Redick,120,98
384,4,5:39.0,,J. Holiday makes 2-pt layup from 2 ft (assist by B. Ingram),120,100
385,4,5:21.0,N. Vučević misses 2-pt jump shot from 6 ft,,120,100
386,4,5:19.0,,Defensive rebound by K. Williams,120,100
387,4,5:14.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Holiday),120,103
388,4,5:14.0,Orlando full timeout,,120,103
389,4,5:00.0,Offensive foul by M. Fultz (drawn by J. Redick),,120,103
390,4,5:00.0,Turnover by M. Fultz (offensive foul),,120,103
391,4,4:40.0,,B. Ingram makes 3-pt jump shot from 25 ft (assist by K. Williams),120,106
392,4,4:21.0,E. Fournier misses 2-pt layup from 1 ft,,120,106
393,4,4:19.0,,Defensive rebound by K. Williams,120,106
394,4,4:09.0,,B. Ingram misses 2-pt layup from 2 ft,120,106
395,4,4:08.0,Defensive rebound by N. Vučević,,120,106
396,4,3:59.0,N. Vučević makes 2-pt layup from 2 ft (assist by D. Augustin),,122,106
397,4,3:59.0,,New Orleans full timeout,122,106
398,4,3:59.0,A. Gordon enters the game for D. Augustin,,122,106
399,4,3:59.0,,J. Hart enters the game for K. Williams,122,106
400,4,3:42.0,,J. Holiday misses 3-pt jump shot from 23 ft,122,106
401,4,3:39.0,,Offensive rebound by J. Hayes,122,106
402,4,3:36.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by B. Ingram),122,109
403,4,3:16.0,Shooting foul by J. Redick (drawn by M. Fultz),,122,109
404,4,3:16.0,M. Fultz makes free throw 1 of 2,,123,109
405,4,3:16.0,M. Fultz makes free throw 2 of 2,,124,109
406,4,3:16.0,,New Orleans full timeout,124,109
407,4,2:51.0,,J. Hart makes 2-pt layup from 3 ft (assist by B. Ingram),124,111
408,4,2:26.0,N. Vučević misses 2-pt layup from 4 ft (block by J. Hayes),,124,111
409,4,2:26.0,,Defensive rebound by Team,124,111
410,4,2:15.0,,Turnover by J. Hayes (bad pass; steal by N. Vučević),124,111
411,4,2:02.0,J. Isaac makes 2-pt dunk from 1 ft (assist by M. Fultz),,126,111
412,4,1:46.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by J. Hayes),126,114
413,4,1:35.0,Personal foul by J. Hart (drawn by E. Fournier),,126,114
414,4,1:35.0,,F. Jackson enters the game for J. Holiday,126,114
415,4,1:32.0,N. Vučević makes 2-pt jump shot from 11 ft (assist by J. Isaac),,128,114
416,4,1:23.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Ingram),128,117
417,4,1:16.0,Offensive foul by A. Gordon (drawn by F. Jackson),,128,117
418,4,1:16.0,Turnover by A. Gordon (offensive foul),,128,117
419,4,1:16.0,,K. Williams enters the game for B. Ingram,128,117
420,4,1:06.0,,J. Hart misses 3-pt jump shot from 26 ft,128,117
421,4,1:03.0,,Offensive rebound by K. Williams,128,117
422,4,1:02.0,,F. Jackson makes 2-pt jump shot from 11 ft (assist by K. Williams),128,119
423,4,0:40.0,J. Isaac misses 2-pt jump shot from 13 ft,,128,119
424,4,0:37.0,,Defensive rebound by J. Hayes,128,119
425,4,0:35.0,,New Orleans full timeout,128,119
426,4,0:32.0,,J. Redick misses 3-pt jump shot from 26 ft,128,119
427,4,0:30.0,Defensive rebound by Team,,128,119
428,4,0:21.0,J. Isaac makes 2-pt layup from 1 ft (assist by M. Fultz),,130,119
429,4,0:17.0,,J. Hart misses 3-pt jump shot from 26 ft,130,119
430,4,0:17.0,Defensive rebound by J. Isaac,,130,119
