,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MILWAUKEE_ACTION,NEW ORLEANS_SCORE,MILWAUKEE_SCORE
41,1,6:08.0,J. Hayes enters the game for J. Okafor,,12,23
42,1,6:08.0,,D. DiVincenzo enters the game for E. İlyasova,12,23
43,1,6:08.0,,D. Wilson enters the game for K. Middleton,12,23
44,1,5:55.0,J. Holiday misses 2-pt layup from 4 ft (block by B. Lopez),,12,23
45,1,5:55.0,Offensive rebound by Team,,12,23
46,1,5:53.0,Offensive foul by B. Ingram (drawn by W. Matthews),,12,23
47,1,5:53.0,Turnover by B. Ingram (offensive foul),,12,23
48,1,5:45.0,,Shooting foul by B. Ingram (drawn by E. Bledsoe),12,23
49,1,5:45.0,Violation by Team (delay of game),,12,23
50,1,5:45.0,,E. Bledsoe makes free throw 1 of 2,12,24
51,1,5:45.0,J. Hart enters the game for B. Ingram,,12,24
52,1,5:45.0,,E. Bledsoe makes free throw 2 of 2,12,25
53,1,5:34.0,Turnover by J. Hart (traveling),,12,25
54,1,5:34.0,,S. Brown enters the game for W. Matthews,12,25
55,1,5:23.0,,D. DiVincenzo misses 2-pt jump shot from 12 ft,12,25
56,1,5:21.0,,Offensive rebound by B. Lopez,12,25
57,1,5:17.0,,Turnover by D. DiVincenzo (bad pass; steal by J. Hart),12,25
58,1,5:11.0,J. Holiday misses 3-pt jump shot from 25 ft,,12,25
59,1,5:07.0,,Defensive rebound by D. DiVincenzo,12,25
60,1,4:52.0,,D. DiVincenzo makes 3-pt jump shot from 26 ft (assist by D. Wilson),12,28
61,1,4:46.0,New Orleans full timeout,,12,28
62,1,4:46.0,,G. Hill enters the game for E. Bledsoe,12,28
63,1,4:46.0,,R. Lopez enters the game for B. Lopez,12,28
64,1,4:37.0,J. Hart misses 3-pt jump shot from 27 ft,,12,28
65,1,4:34.0,,Defensive rebound by R. Lopez,12,28
66,1,4:23.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by D. DiVincenzo),12,30
67,1,4:10.0,Turnover by J. Holiday (lost ball; steal by G. Hill),,12,30
68,1,4:04.0,,S. Brown misses 2-pt layup from 2 ft (block by K. Williams),12,30
69,1,4:03.0,Defensive rebound by Team,,12,30
70,1,3:56.0,Turnover by K. Williams (lost ball),,12,30
71,1,3:56.0,Loose ball foul by K. Williams (drawn by D. DiVincenzo),,12,30
72,1,3:42.0,,Personal foul by J. Holiday (drawn by R. Lopez),12,30
73,1,3:42.0,N. Melli enters the game for K. Williams,,12,30
74,1,3:31.0,,D. Wilson misses 3-pt jump shot from 27 ft,12,30
75,1,3:28.0,Defensive rebound by J. Hart,,12,30
76,1,3:20.0,Turnover by N. Melli (bad pass; steal by S. Brown),,12,30
77,1,3:08.0,,R. Lopez makes 2-pt dunk from 1 ft (assist by G. Hill),12,32
78,1,3:01.0,J. Hart misses 2-pt layup from 3 ft,,12,32
79,1,2:57.0,,Defensive rebound by R. Lopez,12,32
80,1,2:48.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,12,32
81,1,2:45.0,Defensive rebound by J. Holiday,,12,32
82,1,2:42.0,J. Hart misses 3-pt jump shot from 23 ft,,12,32
83,1,2:40.0,,Defensive rebound by D. DiVincenzo,12,32
84,1,2:30.0,,S. Brown misses 2-pt layup from 2 ft (block by J. Hayes),12,32
85,1,2:27.0,Defensive rebound by J. Holiday,,12,32
86,1,2:24.0,Turnover by J. Holiday (bad pass),,12,32
87,1,2:24.0,,K. Korver enters the game for D. Wilson,12,32
88,1,2:10.0,,R. Lopez misses 2-pt jump shot from 8 ft,12,32
89,1,2:05.0,Defensive rebound by J. Hart,,12,32
90,1,1:46.0,N. Melli misses 3-pt jump shot from 27 ft,,12,32
91,1,1:43.0,,Defensive rebound by S. Brown,12,32
92,1,1:27.0,,G. Hill makes 3-pt jump shot from 25 ft,12,35
93,1,1:19.0,J. Redick makes 2-pt layup from 1 ft (assist by J. Holiday),,14,35
94,1,1:04.0,,S. Brown misses 2-pt jump shot from 17 ft,14,35
95,1,1:01.0,Defensive rebound by J. Hayes,,14,35
96,1,0:58.0,J. Holiday makes 2-pt dunk from 1 ft (assist by N. Melli),,16,35
97,1,0:40.0,,K. Korver misses 3-pt jump shot from 27 ft,16,35
98,1,0:37.0,Defensive rebound by J. Hayes,,16,35
99,1,0:32.0,J. Holiday makes 2-pt dunk from 1 ft,,18,35
100,1,0:32.0,,Milwaukee full timeout,18,35
101,1,0:32.0,,K. Middleton enters the game for D. DiVincenzo,18,35
102,1,0:15.0,,K. Middleton misses 2-pt jump shot from 4 ft,18,35
103,1,0:13.0,Defensive rebound by J. Holiday,,18,35
104,1,0:00.0,J. Holiday makes 2-pt jump shot from 8 ft,,20,35
105,1,0:00.0,Shooting foul by S. Brown (drawn by J. Holiday),,20,35
106,1,0:00.0,J. Holiday misses free throw 1 of 1,,20,35
107,1,0:00.0,,Defensive rebound by S. Brown,20,35
108,2,11:44.0,K. Williams misses 3-pt jump shot from 23 ft,,20,35
109,2,11:41.0,,Defensive rebound by K. Middleton,20,35
110,2,11:35.0,,K. Korver misses 3-pt jump shot from 25 ft,20,35
111,2,11:32.0,Defensive rebound by J. Hart,,20,35
112,2,11:20.0,J. Hart misses 2-pt layup from 4 ft (block by R. Lopez),,20,35
113,2,11:20.0,Offensive rebound by Team,,20,35
114,2,11:12.0,L. Ball misses 2-pt jump shot from 15 ft,,20,35
115,2,11:09.0,,Defensive rebound by K. Middleton,20,35
116,2,11:03.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by K. Middleton),20,37
117,2,10:48.0,K. Williams misses 3-pt jump shot from 24 ft,,20,37
118,2,10:45.0,,Defensive rebound by K. Middleton,20,37
119,2,10:38.0,,E. İlyasova misses 2-pt jump shot from 9 ft,20,37
120,2,10:35.0,Defensive rebound by K. Williams,,20,37
121,2,10:30.0,J. Hart makes 3-pt jump shot from 27 ft (assist by K. Williams),,23,37
122,2,10:13.0,,K. Middleton misses 2-pt jump shot from 15 ft,23,37
123,2,10:13.0,Defensive rebound by B. Ingram,,23,37
124,2,9:58.0,L. Ball misses 3-pt jump shot from 27 ft,,23,37
125,2,9:55.0,Offensive rebound by K. Williams,,23,37
126,2,9:53.0,J. Hart makes 3-pt jump shot from 27 ft (assist by K. Williams),,26,37
127,2,9:41.0,,K. Korver makes 2-pt layup from 1 ft (assist by E. İlyasova),26,39
128,2,9:29.0,J. Hayes makes 2-pt dunk from 1 ft (assist by L. Ball),,28,39
129,2,9:20.0,,K. Middleton makes 2-pt hook shot from 7 ft,28,41
130,2,9:07.0,Turnover by L. Ball (bad pass; steal by G. Hill),,28,41
131,2,8:58.0,,R. Lopez misses 3-pt jump shot from 27 ft,28,41
132,2,8:54.0,Defensive rebound by J. Hayes,,28,41
133,2,8:51.0,B. Ingram misses 3-pt jump shot from 25 ft,,28,41
134,2,8:48.0,,Defensive rebound by E. İlyasova,28,41
135,2,8:37.0,,K. Middleton misses 2-pt jump shot from 8 ft,28,41
136,2,8:35.0,Defensive rebound by K. Williams,,28,41
137,2,8:28.0,Turnover by B. Ingram (lost ball; steal by G. Hill),,28,41
138,2,8:23.0,,G. Hill makes 2-pt layup from 1 ft (assist by K. Middleton),28,43
139,2,8:08.0,L. Ball misses 2-pt jump shot from 13 ft,,28,43
140,2,8:05.0,,Defensive rebound by E. İlyasova,28,43
141,2,8:01.0,,G. Hill makes 3-pt jump shot from 28 ft,28,46
142,2,7:46.0,B. Ingram misses 3-pt jump shot from 27 ft,,28,46
143,2,7:43.0,,Defensive rebound by G. Hill,28,46
144,2,7:37.0,,G. Hill misses 2-pt layup from 3 ft (block by J. Hayes),28,46
145,2,7:37.0,,Offensive rebound by Team,28,46
146,2,7:37.0,J. Holiday enters the game for J. Hayes,,28,46
147,2,7:37.0,J. Okafor enters the game for K. Williams,,28,46
148,2,7:37.0,,E. Bledsoe enters the game for G. Hill,28,46
149,2,7:37.0,,B. Lopez enters the game for R. Lopez,28,46
150,2,7:27.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by K. Korver),28,48
151,2,7:09.0,B. Ingram misses 2-pt layup from 2 ft,,28,48
152,2,7:06.0,,Defensive rebound by B. Lopez,28,48
153,2,7:03.0,,K. Korver misses 3-pt jump shot from 27 ft,28,48
154,2,7:00.0,,Offensive rebound by E. İlyasova,28,48
155,2,6:58.0,,E. İlyasova makes 2-pt layup from 1 ft,28,50
156,2,6:56.0,New Orleans full timeout,,28,50
157,2,6:56.0,,D. DiVincenzo enters the game for K. Korver,28,50
158,2,6:56.0,,W. Matthews enters the game for K. Middleton,28,50
159,2,6:43.0,B. Ingram misses 2-pt jump shot from 16 ft,,28,50
160,2,6:41.0,,Defensive rebound by E. İlyasova,28,50
161,2,6:23.0,,Shooting foul by J. Okafor (drawn by B. Lopez),28,50
162,2,6:23.0,,B. Lopez makes free throw 1 of 2,28,51
163,2,6:23.0,J. Redick enters the game for J. Hart,,28,51
164,2,6:23.0,,B. Lopez misses free throw 2 of 2,28,51
165,2,6:20.0,Defensive rebound by B. Ingram,,28,51
166,2,6:09.0,J. Redick misses 2-pt jump shot from 20 ft,,28,51
167,2,6:06.0,,Defensive rebound by E. İlyasova,28,51
168,2,5:52.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by B. Lopez),28,53
169,2,5:41.0,L. Ball misses 2-pt jump shot from 13 ft,,28,53
170,2,5:39.0,,Defensive rebound by E. Bledsoe,28,53
171,2,5:32.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by E. İlyasova),28,56
172,2,5:09.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by L. Ball),,31,56
173,2,4:48.0,,B. Lopez misses 2-pt jump shot from 8 ft,31,56
174,2,4:46.0,Defensive rebound by L. Ball,,31,56
175,2,4:36.0,L. Ball makes 3-pt jump shot from 27 ft (assist by B. Ingram),,34,56
176,2,4:16.0,,B. Lopez makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),34,59
177,2,4:08.0,L. Ball misses 3-pt jump shot from 27 ft,,34,59
178,2,4:04.0,Offensive rebound by J. Okafor,,34,59
179,2,4:01.0,B. Ingram misses 3-pt jump shot from 27 ft,,34,59
180,2,3:57.0,,Defensive rebound by Team,34,59
181,2,3:57.0,,S. Brown enters the game for E. İlyasova,34,59
182,2,3:46.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,34,59
183,2,3:42.0,Defensive rebound by L. Ball,,34,59
184,2,3:30.0,Personal foul by W. Matthews (drawn by B. Ingram),,34,59
185,2,3:19.0,J. Okafor misses 2-pt layup from 2 ft,,34,59
186,2,3:16.0,,Defensive rebound by S. Brown,34,59
187,2,3:13.0,,E. Bledsoe makes 2-pt layup from 1 ft,34,61
188,2,3:04.0,J. Holiday makes 3-pt jump shot from 27 ft,,37,61
189,2,3:04.0,Instant Replay (Request: Ruling Stands),,37,61
190,2,2:43.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,37,61
191,2,2:40.0,Defensive rebound by B. Ingram,,37,61
192,2,2:29.0,Shooting foul by B. Lopez (drawn by B. Ingram),,37,61
193,2,2:29.0,,Milwaukee full timeout,37,61
194,2,2:29.0,,G. Hill enters the game for E. Bledsoe,37,61
195,2,2:29.0,,K. Middleton enters the game for D. DiVincenzo,37,61
196,2,2:29.0,B. Ingram makes free throw 1 of 2,,38,61
197,2,2:29.0,B. Ingram makes free throw 2 of 2,,39,61
198,2,2:15.0,,Turnover by B. Lopez (bad pass; steal by L. Ball),39,61
199,2,2:12.0,Turnover by L. Ball (bad pass; steal by S. Brown),,39,61
200,2,2:08.0,,W. Matthews misses 3-pt jump shot from 26 ft,39,61
201,2,2:08.0,,Offensive rebound by G. Hill,39,61
202,2,1:57.0,,K. Middleton makes 2-pt jump shot from 13 ft,39,63
203,2,1:43.0,Turnover by J. Holiday (bad pass; steal by K. Middleton),,39,63
204,2,1:35.0,,B. Lopez misses 2-pt jump shot from 14 ft,39,63
205,2,1:33.0,Defensive rebound by L. Ball,,39,63
206,2,1:29.0,J. Redick misses 3-pt jump shot from 27 ft,,39,63
207,2,1:26.0,Offensive rebound by J. Okafor,,39,63
208,2,1:24.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by J. Okafor),,42,63
209,2,1:04.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by G. Hill),42,66
210,2,0:47.0,B. Ingram misses 3-pt jump shot from 27 ft,,42,66
211,2,0:47.0,Offensive rebound by Team,,42,66
212,2,0:47.0,Personal foul by B. Lopez (drawn by J. Okafor),,42,66
213,2,0:47.0,J. Hart enters the game for B. Ingram,,42,66
214,2,0:47.0,,D. DiVincenzo enters the game for W. Matthews,42,66
215,2,0:40.0,J. Redick makes 2-pt jump shot from 19 ft,,44,66
216,2,0:38.0,Technical foul by B. Lopez,,44,66
217,2,0:38.0,J. Redick makes technical free throw,,45,66
218,2,0:38.0,,E. İlyasova enters the game for B. Lopez,45,66
219,2,0:30.0,,K. Middleton misses 2-pt layup from 1 ft,45,66
220,2,0:28.0,Defensive rebound by J. Holiday,,45,66
221,2,0:24.0,Shooting foul by K. Middleton (drawn by L. Ball),,45,66
222,2,0:24.0,K. Williams enters the game for J. Okafor,,45,66
223,2,0:24.0,L. Ball makes free throw 1 of 3,,46,66
224,2,0:24.0,L. Ball misses free throw 2 of 3,,46,66
225,2,0:24.0,Offensive rebound by Team,,46,66
226,2,0:24.0,L. Ball misses free throw 3 of 3,,46,66
227,2,0:22.0,,Defensive rebound by E. İlyasova,46,66
228,2,0:02.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by K. Middleton),46,69
229,2,0:00.0,K. Williams misses 3-pt jump shot from 56 ft,,46,69
230,2,0:00.0,Offensive rebound by Team,,46,69
231,3,11:39.0,J. Redick makes 2-pt jump shot from 18 ft (assist by K. Williams),,48,69
232,3,11:24.0,,B. Lopez misses 3-pt jump shot from 26 ft,48,69
233,3,11:21.0,Defensive rebound by B. Ingram,,48,69
234,3,11:10.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by J. Okafor),,51,69
235,3,10:55.0,,Personal foul by J. Holiday (drawn by E. Bledsoe),51,69
236,3,10:44.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),51,72
237,3,10:27.0,B. Ingram makes 2-pt dunk from 1 ft (assist by J. Holiday),,53,72
238,3,10:08.0,,E. Bledsoe misses 2-pt layup from 1 ft,53,72
239,3,10:05.0,Defensive rebound by K. Williams,,53,72
240,3,10:01.0,J. Redick makes 3-pt jump shot from 28 ft (assist by J. Holiday),,56,72
241,3,9:48.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),56,75
242,3,9:41.0,Offensive foul by J. Okafor (drawn by E. İlyasova),,56,75
243,3,9:41.0,Turnover by J. Okafor (offensive foul),,56,75
244,3,9:28.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),56,78
245,3,9:28.0,New Orleans full timeout,,56,78
246,3,9:07.0,Shooting foul by B. Lopez (drawn by B. Ingram),,56,78
247,3,9:07.0,B. Ingram makes free throw 1 of 2,,57,78
248,3,9:07.0,B. Ingram makes free throw 2 of 2,,58,78
249,3,8:54.0,,E. Bledsoe makes 2-pt jump shot from 12 ft,58,80
250,3,8:41.0,B. Ingram makes 3-pt jump shot from 28 ft (assist by K. Williams),,61,80
251,3,8:19.0,,E. Bledsoe makes 2-pt jump shot from 16 ft,61,82
252,3,8:12.0,Shooting foul by B. Lopez (drawn by J. Redick),,61,82
253,3,8:12.0,J. Redick makes free throw 1 of 3,,62,82
254,3,8:12.0,J. Redick makes free throw 2 of 3,,63,82
255,3,8:12.0,J. Redick makes free throw 3 of 3,,64,82
256,3,8:02.0,,Personal foul by J. Okafor (drawn by B. Lopez),64,82
257,3,7:51.0,,Shooting foul by K. Williams (drawn by E. Bledsoe),64,82
258,3,7:51.0,,E. Bledsoe makes free throw 1 of 2,64,83
259,3,7:51.0,J. Hart enters the game for K. Williams,,64,83
260,3,7:51.0,,D. DiVincenzo enters the game for B. Lopez,64,83
261,3,7:51.0,,E. Bledsoe makes free throw 2 of 2,64,84
262,3,7:38.0,Offensive foul by B. Ingram (drawn by E. İlyasova),,64,84
263,3,7:38.0,Turnover by B. Ingram (offensive foul),,64,84
264,3,7:38.0,K. Williams enters the game for B. Ingram,,64,84
265,3,7:18.0,,K. Middleton misses 2-pt jump shot from 18 ft,64,84
266,3,7:15.0,Defensive rebound by J. Okafor,,64,84
267,3,6:59.0,J. Hart misses 3-pt jump shot from 27 ft,,64,84
268,3,6:55.0,,Defensive rebound by W. Matthews,64,84
269,3,6:50.0,,E. Bledsoe makes 2-pt layup from 2 ft,64,86
270,3,6:36.0,J. Holiday makes 3-pt jump shot from 27 ft (assist by K. Williams),,67,86
271,3,6:21.0,,E. İlyasova misses 3-pt jump shot from 27 ft,67,86
272,3,6:18.0,Defensive rebound by K. Williams,,67,86
273,3,6:08.0,J. Redick makes 2-pt jump shot from 17 ft (assist by J. Holiday),,69,86
274,3,5:53.0,,K. Middleton makes 2-pt jump shot from 16 ft,69,88
275,3,5:49.0,Turnover by J. Holiday (bad pass; steal by E. İlyasova),,69,88
276,3,5:38.0,,E. İlyasova makes 2-pt jump shot from 15 ft (assist by K. Middleton),69,90
277,3,5:21.0,J. Redick makes 2-pt layup from 2 ft (assist by J. Okafor),,71,90
278,3,5:06.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,71,93
279,3,4:53.0,J. Okafor makes 2-pt hook shot from 8 ft,,73,93
280,3,4:51.0,,Milwaukee full timeout,73,93
281,3,4:51.0,L. Ball enters the game for J. Holiday,,73,93
282,3,4:51.0,J. Hayes enters the game for J. Okafor,,73,93
283,3,4:51.0,,S. Brown enters the game for E. Bledsoe,73,93
284,3,4:51.0,,G. Hill enters the game for E. İlyasova,73,93
285,3,4:51.0,,R. Lopez enters the game for W. Matthews,73,93
286,3,4:51.0,,D. Wilson enters the game for K. Middleton,73,93
287,3,4:26.0,,G. Hill misses 2-pt jump shot from 16 ft,73,93
288,3,4:23.0,Defensive rebound by L. Ball,,73,93
289,3,4:11.0,J. Hayes makes 2-pt layup from 1 ft (assist by L. Ball),,75,93
290,3,4:11.0,Shooting foul by D. Wilson (drawn by J. Hayes),,75,93
291,3,4:11.0,J. Hayes makes free throw 1 of 1,,76,93
292,3,3:48.0,,Turnover by D. Wilson (traveling),76,93
293,3,3:30.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Hart),,79,93
294,3,3:20.0,,S. Brown makes 2-pt layup from 1 ft (assist by D. DiVincenzo),79,95
295,3,2:59.0,J. Redick misses 3-pt jump shot from 24 ft,,79,95
296,3,2:56.0,,Defensive rebound by G. Hill,79,95
297,3,2:56.0,,Offensive foul by G. Hill (drawn by K. Williams),79,95
298,3,2:56.0,,Turnover by G. Hill (offensive foul),79,95
299,3,2:56.0,N. Alexander-Walker enters the game for J. Redick,,79,95
300,3,2:43.0,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by J. Hayes),,82,95
301,3,2:25.0,,S. Brown makes 3-pt jump shot from 27 ft (assist by G. Hill),82,98
302,3,2:11.0,J. Hart misses 3-pt jump shot from 24 ft,,82,98
303,3,2:07.0,,Defensive rebound by S. Brown,82,98
304,3,1:59.0,,Turnover by R. Lopez (step out of bounds),82,98
305,3,1:59.0,,K. Middleton enters the game for D. DiVincenzo,82,98
306,3,1:42.0,K. Williams misses 3-pt jump shot from 27 ft,,82,98
307,3,1:40.0,Offensive rebound by L. Ball,,82,98
308,3,1:39.0,L. Ball makes 2-pt layup from 1 ft,,84,98
309,3,1:21.0,,R. Lopez misses 3-pt jump shot from 27 ft,84,98
310,3,1:19.0,,Offensive rebound by Team,84,98
311,3,1:19.0,Loose ball foul by J. Hart (drawn by K. Middleton),,84,98
312,3,1:19.0,,K. Korver enters the game for D. Wilson,84,98
313,3,1:10.0,,Shooting foul by J. Hayes (drawn by S. Brown),84,98
314,3,1:10.0,,S. Brown makes free throw 1 of 2,84,99
315,3,1:10.0,,S. Brown makes free throw 2 of 2,84,100
316,3,0:59.0,J. Hayes misses 2-pt layup from 3 ft,,84,100
317,3,0:57.0,,Defensive rebound by R. Lopez,84,100
318,3,0:51.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by S. Brown),84,103
319,3,0:38.0,Shooting foul by K. Korver (drawn by J. Hayes),,84,103
320,3,0:38.0,J. Hayes makes free throw 1 of 2,,85,103
321,3,0:38.0,J. Hayes makes free throw 2 of 2,,86,103
322,3,0:34.0,,Offensive foul by R. Lopez (drawn by J. Hart),86,103
323,3,0:34.0,,Turnover by R. Lopez (offensive foul),86,103
324,3,0:29.0,Turnover by L. Ball (lost ball; steal by K. Korver),,86,103
325,3,0:08.0,,K. Middleton misses 2-pt layup from 2 ft,86,103
326,3,0:06.0,,Offensive rebound by R. Lopez,86,103
327,3,0:06.0,,R. Lopez makes 2-pt layup from 1 ft,86,105
328,3,0:00.0,L. Ball misses 3-pt jump shot from 23 ft,,86,105
329,3,0:00.0,Offensive rebound by Team,,86,105
330,4,11:44.0,,R. Lopez makes 2-pt hook shot from 3 ft,86,107
331,4,11:28.0,N. Alexander-Walker misses 2-pt layup from 4 ft,,86,107
332,4,11:25.0,,Defensive rebound by K. Korver,86,107
333,4,11:15.0,,K. Korver makes 2-pt jump shot from 8 ft,86,109
334,4,11:05.0,B. Ingram misses 3-pt jump shot from 26 ft,,86,109
335,4,11:01.0,,Defensive rebound by R. Lopez,86,109
336,4,10:53.0,,K. Middleton misses 3-pt jump shot from 26 ft,86,109
337,4,10:50.0,Defensive rebound by J. Hayes,,86,109
338,4,10:39.0,J. Holiday misses 3-pt jump shot from 26 ft,,86,109
339,4,10:35.0,,Defensive rebound by K. Korver,86,109
340,4,10:23.0,,K. Middleton misses 2-pt layup from 1 ft (block by J. Holiday),86,109
341,4,10:19.0,Defensive rebound by N. Alexander-Walker,,86,109
342,4,10:09.0,L. Ball misses 3-pt jump shot from 26 ft,,86,109
343,4,10:06.0,,Defensive rebound by S. Brown,86,109
344,4,10:01.0,,K. Middleton misses 3-pt jump shot from 27 ft,86,109
345,4,9:58.0,Defensive rebound by J. Hayes,,86,109
346,4,9:50.0,B. Ingram makes 2-pt jump shot from 8 ft,,88,109
347,4,9:33.0,,G. Hill makes 2-pt dunk from 2 ft (assist by K. Korver),88,111
348,4,9:30.0,Technical foul by M. Budenholzer,,88,111
349,4,9:30.0,J. Holiday makes technical free throw,,89,111
350,4,9:30.0,N. Melli enters the game for J. Hayes,,89,111
351,4,9:30.0,,E. Bledsoe enters the game for G. Hill,89,111
352,4,9:30.0,,D. Wilson enters the game for R. Lopez,89,111
353,4,9:20.0,B. Ingram misses 3-pt jump shot from 26 ft,,89,111
354,4,9:16.0,,Defensive rebound by K. Korver,89,111
355,4,9:01.0,,Turnover by E. Bledsoe (bad pass; steal by L. Ball),89,111
356,4,8:49.0,N. Alexander-Walker makes 3-pt jump shot from 27 ft (assist by L. Ball),,92,111
357,4,8:24.0,,D. Wilson misses 3-pt jump shot from 27 ft,92,111
358,4,8:22.0,Defensive rebound by B. Ingram,,92,111
359,4,8:18.0,Turnover by B. Ingram (bad pass; steal by K. Korver),,92,111
360,4,8:05.0,,Turnover by K. Korver (bad pass; steal by L. Ball),92,111
361,4,8:01.0,J. Holiday makes 2-pt layup from 2 ft (assist by L. Ball),,94,111
362,4,7:40.0,,E. Bledsoe makes 2-pt jump shot from 19 ft,94,113
363,4,7:30.0,J. Holiday makes 3-pt jump shot from 29 ft (assist by L. Ball),,97,113
364,4,7:15.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by S. Brown),97,115
365,4,7:06.0,Personal foul by E. Bledsoe (drawn by N. Melli),,97,115
366,4,7:06.0,,D. DiVincenzo enters the game for S. Brown,97,115
367,4,7:06.0,,E. İlyasova enters the game for K. Middleton,97,115
368,4,7:06.0,,B. Lopez enters the game for D. Wilson,97,115
369,4,6:53.0,N. Melli misses 3-pt jump shot from 27 ft,,97,115
370,4,6:49.0,,Defensive rebound by E. Bledsoe,97,115
371,4,6:39.0,,K. Korver misses 3-pt jump shot from 28 ft,97,115
372,4,6:35.0,Defensive rebound by N. Melli,,97,115
373,4,6:29.0,Turnover by J. Holiday (bad pass; steal by E. Bledsoe),,97,115
374,4,6:23.0,,E. İlyasova makes 2-pt layup from 2 ft (assist by E. Bledsoe),97,117
375,4,6:13.0,N. Melli misses 3-pt jump shot from 27 ft,,97,117
376,4,6:10.0,,Defensive rebound by D. DiVincenzo,97,117
