,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
380,4,3:31.0,Turnover by Z. LaVine (traveling),,100,96
381,4,3:31.0,,Sacramento full timeout,100,96
382,4,3:31.0,,B. Bogdanović enters the game for R. Holmes,100,96
383,4,3:18.0,,H. Barnes makes 2-pt jump shot from 7 ft,100,98
384,4,2:56.0,K. Dunn misses 3-pt jump shot from 25 ft,,100,98
385,4,2:53.0,,Defensive rebound by B. Hield,100,98
386,4,2:50.0,,B. Hield misses 3-pt jump shot from 25 ft,100,98
387,4,2:45.0,Defensive rebound by L. Markkanen,,100,98
388,4,2:32.0,Shooting foul by N. Bjelica (drawn by L. Markkanen),,100,98
389,4,2:32.0,L. Markkanen makes free throw 1 of 2,,101,98
390,4,2:32.0,L. Markkanen makes free throw 2 of 2,,102,98
391,4,2:18.0,,B. Hield makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),102,100
392,4,1:59.0,Personal foul by N. Bjelica (drawn by L. Markkanen),,102,100
393,4,1:59.0,L. Markkanen makes free throw 1 of 2,,103,100
394,4,1:59.0,,Sacramento full timeout,103,100
395,4,1:59.0,,R. Holmes enters the game for N. Bjelica,103,100
396,4,1:59.0,L. Markkanen makes free throw 2 of 2,,104,100
397,4,1:46.0,,Personal foul by K. Dunn (drawn by B. Hield),104,100
398,4,1:40.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,104,100
399,4,1:38.0,,Offensive rebound by R. Holmes,104,100
400,4,1:38.0,,R. Holmes misses 2-pt layup from 1 ft,104,100
401,4,1:37.0,Defensive rebound by W. Carter,,104,100
402,4,1:15.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by K. Dunn),,107,100
403,4,1:07.0,,Shooting foul by W. Carter (drawn by B. Hield),107,100
404,4,1:07.0,,B. Hield makes free throw 1 of 3,107,101
405,4,1:07.0,,B. Hield makes free throw 2 of 3,107,102
406,4,1:07.0,,C. Joseph enters the game for B. Bogdanović,107,102
407,4,1:07.0,,B. Hield makes free throw 3 of 3,107,103
408,4,1:07.0,Chicago full timeout,,107,103
409,4,0:49.0,Turnover by W. Carter (lost ball; steal by Y. Ferrell),,107,103
410,4,0:36.0,,B. Hield misses 3-pt jump shot from 23 ft,107,103
411,4,0:34.0,Defensive rebound by Team,,107,103
412,4,0:32.0,Personal take foul by Y. Ferrell (drawn by T. Satoranský),,107,103
413,4,0:32.0,T. Satoranský makes free throw 1 of 2,,108,103
414,4,0:32.0,T. Satoranský makes free throw 2 of 2,,109,103
415,4,0:23.0,,B. Hield misses 3-pt jump shot from 26 ft,109,103
416,4,0:20.0,,Offensive rebound by R. Holmes,109,103
417,4,0:17.0,,B. Hield misses 3-pt jump shot from 24 ft,109,103
418,4,0:17.0,,Offensive rebound by Team,109,103
419,4,0:16.0,Loose ball foul by L. Markkanen (drawn by H. Barnes),,109,103
420,4,0:16.0,,H. Barnes misses free throw 1 of 2,109,103
421,4,0:16.0,,Offensive rebound by Team,109,103
422,4,0:16.0,,H. Barnes makes free throw 2 of 2,109,104
423,4,0:11.0,Personal take foul by Y. Ferrell (drawn by Z. LaVine),,109,104
424,4,0:11.0,Z. LaVine makes free throw 1 of 2,,110,104
425,4,0:11.0,Z. LaVine makes free throw 2 of 2,,111,104
426,4,0:11.0,,Sacramento full timeout,111,104
427,4,0:11.0,,N. Bjelica enters the game for Y. Ferrell,111,104
428,4,0:05.0,,H. Barnes misses 2-pt layup from 3 ft,111,104
429,4,0:03.0,,Offensive rebound by R. Holmes,111,104
430,4,0:03.0,,R. Holmes makes 2-pt jump shot from 4 ft,111,106
431,4,0:02.0,Personal take foul by B. Hield (drawn by Z. LaVine),,111,106
432,4,0:02.0,Z. LaVine makes free throw 1 of 2,,112,106
433,4,0:02.0,Z. LaVine makes free throw 2 of 2,,113,106
