,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DALLAS_ACTION,NEW YORK_SCORE,DALLAS_SCORE
386,4,7:19.0,F. Ntilikina makes 2-pt jump shot from 22 ft,,92,90
387,4,7:18.0,,Dallas full timeout,92,90
388,4,7:18.0,R. Barrett enters the game for A. Trier,,92,90
389,4,7:04.0,,K. Porziņģis misses 2-pt jump shot from 13 ft,92,90
390,4,7:00.0,Defensive rebound by B. Portis,,92,90
391,4,6:46.0,Turnover by R. Barrett (bad pass),,92,90
392,4,6:46.0,,L. Dončić enters the game for J. Brunson,92,90
393,4,6:46.0,,D. Finney-Smith enters the game for S. Curry,92,90
394,4,6:46.0,,D. Wright enters the game for T. Hardaway,92,90
395,4,6:37.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,92,90
396,4,6:33.0,Defensive rebound by J. Randle,,92,90
397,4,6:27.0,M. Morris misses 3-pt jump shot from 26 ft,,92,90
398,4,6:25.0,,Defensive rebound by D. Wright,92,90
399,4,6:16.0,,Turnover by L. Dončić (bad pass; steal by M. Morris),92,90
400,4,6:13.0,Personal foul by K. Porziņģis (drawn by J. Randle),,92,90
401,4,6:13.0,,D. Powell enters the game for K. Porziņģis,92,90
402,4,6:05.0,J. Randle misses 3-pt jump shot from 23 ft,,92,90
403,4,6:02.0,,Defensive rebound by D. Finney-Smith,92,90
404,4,5:58.0,,L. Dončić makes 2-pt layup from 1 ft (assist by D. Finney-Smith),92,92
405,4,5:44.0,New York full timeout,,92,92
406,4,5:44.0,T. Gibson enters the game for B. Portis,,92,92
407,4,5:35.0,F. Ntilikina misses 2-pt jump shot from 22 ft,,92,92
408,4,5:31.0,,Defensive rebound by D. Finney-Smith,92,92
409,4,5:15.0,,Personal foul by T. Gibson (drawn by M. Kleber),92,92
410,4,5:07.0,,L. Dončić misses 3-pt jump shot from 26 ft,92,92
411,4,5:03.0,,Offensive rebound by D. Finney-Smith,92,92
412,4,4:56.0,,Personal foul by J. Randle (drawn by L. Dončić),92,92
413,4,4:56.0,,K. Porziņģis enters the game for M. Kleber,92,92
414,4,4:49.0,,K. Porziņģis misses 3-pt jump shot from 27 ft,92,92
415,4,4:48.0,Defensive rebound by Team,,92,92
416,4,4:35.0,Shooting foul by K. Porziņģis (drawn by M. Morris),,92,92
417,4,4:35.0,M. Morris makes free throw 1 of 3,,93,92
418,4,4:35.0,M. Morris makes free throw 2 of 3,,94,92
419,4,4:35.0,M. Morris makes free throw 3 of 3,,95,92
420,4,4:11.0,,D. Finney-Smith misses 3-pt jump shot from 26 ft (block by F. Ntilikina),95,92
421,4,4:08.0,Defensive rebound by M. Morris,,95,92
422,4,3:57.0,M. Morris misses 2-pt jump shot from 14 ft,,95,92
423,4,3:50.0,Offensive rebound by T. Gibson,,95,92
424,4,3:48.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,95,92
425,4,3:46.0,,Defensive rebound by L. Dončić,95,92
426,4,3:39.0,,Turnover by L. Dončić (lost ball; steal by J. Randle),95,92
427,4,3:35.0,New York full timeout,,95,92
428,4,3:35.0,,M. Kleber enters the game for D. Powell,95,92
429,4,3:21.0,M. Morris makes 2-pt jump shot from 13 ft,,97,92
430,4,3:04.0,,L. Dončić misses 2-pt jump shot from 2 ft,97,92
431,4,3:01.0,Defensive rebound by J. Randle,,97,92
432,4,2:56.0,Shooting foul by D. Finney-Smith (drawn by T. Gibson),,97,92
433,4,2:56.0,T. Gibson makes free throw 1 of 2,,98,92
434,4,2:56.0,,T. Hardaway enters the game for D. Finney-Smith,98,92
435,4,2:56.0,T. Gibson makes free throw 2 of 2,,99,92
436,4,2:39.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,99,92
437,4,2:37.0,Defensive rebound by R. Barrett,,99,92
438,4,2:13.0,Turnover by F. Ntilikina (lost ball; steal by M. Kleber),,99,92
439,4,2:10.0,,T. Hardaway misses 3-pt jump shot from 25 ft,99,92
440,4,2:06.0,Defensive rebound by R. Barrett,,99,92
441,4,1:49.0,J. Randle makes 2-pt jump shot from 9 ft,,101,92
442,4,1:49.0,,Dallas full timeout,101,92
443,4,1:49.0,,S. Curry enters the game for D. Wright,101,92
444,4,1:44.0,,Shooting foul by T. Gibson (drawn by L. Dončić),101,92
445,4,1:44.0,,L. Dončić makes free throw 1 of 2,101,93
446,4,1:44.0,,D. Finney-Smith enters the game for S. Curry,101,93
447,4,1:44.0,,L. Dončić makes free throw 2 of 2,101,94
448,4,1:20.0,M. Morris misses 2-pt jump shot from 10 ft,,101,94
449,4,1:18.0,,Defensive rebound by K. Porziņģis,101,94
450,4,1:00.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by L. Dončić),101,97
451,4,0:44.0,J. Randle misses 2-pt layup from 1 ft,,101,97
452,4,0:42.0,Offensive rebound by T. Gibson,,101,97
453,4,0:42.0,T. Gibson makes 2-pt dunk from 1 ft,,103,97
454,4,0:36.0,,L. Dončić makes 2-pt jump shot from 8 ft,103,99
455,4,0:33.0,Personal take foul by L. Dončić (drawn by R. Barrett),,103,99
456,4,0:33.0,R. Barrett misses free throw 1 of 2,,103,99
457,4,0:33.0,Offensive rebound by Team,,103,99
458,4,0:33.0,,J. Brunson enters the game for D. Finney-Smith,103,99
459,4,0:33.0,,S. Curry enters the game for M. Kleber,103,99
460,4,0:33.0,R. Barrett misses free throw 2 of 2,,103,99
461,4,0:30.0,Offensive rebound by J. Randle,,103,99
462,4,0:30.0,Personal take foul by K. Porziņģis (drawn by J. Randle),,103,99
463,4,0:30.0,J. Randle makes free throw 1 of 2,,104,99
464,4,0:30.0,,M. Kleber enters the game for S. Curry,104,99
465,4,0:30.0,,D. Powell enters the game for K. Porziņģis,104,99
466,4,0:30.0,J. Randle makes free throw 2 of 2,,105,99
467,4,0:30.0,,Dallas full timeout,105,99
468,4,0:30.0,,S. Curry enters the game for D. Powell,105,99
469,4,0:27.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by J. Brunson),105,102
470,4,0:27.0,New York full timeout,,105,102
471,4,0:25.0,Personal take foul by L. Dončić (drawn by T. Gibson),,105,102
472,4,0:25.0,T. Gibson misses free throw 1 of 2,,105,102
473,4,0:25.0,Offensive rebound by Team,,105,102
474,4,0:25.0,,D. Powell enters the game for S. Curry,105,102
475,4,0:25.0,T. Gibson misses free throw 2 of 2,,105,102
476,4,0:23.0,,Defensive rebound by L. Dončić,105,102
477,4,0:18.0,,L. Dončić misses 3-pt jump shot from 34 ft,105,102
478,4,0:14.0,Defensive rebound by T. Gibson,,105,102
479,4,0:13.0,Personal take foul by D. Powell (drawn by J. Randle),,105,102
480,4,0:13.0,J. Randle misses free throw 1 of 2,,105,102
481,4,0:13.0,Offensive rebound by Team,,105,102
482,4,0:13.0,A. Trier enters the game for R. Barrett,,105,102
483,4,0:13.0,,S. Curry enters the game for J. Brunson,105,102
484,4,0:13.0,J. Randle makes free throw 2 of 2,,106,102
485,4,0:06.0,,M. Kleber misses 3-pt jump shot from 26 ft,106,102
486,4,0:03.0,Defensive rebound by M. Morris,,106,102
