,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PORTLAND_ACTION,PHILADELPHIA_SCORE,PORTLAND_SCORE
69,1,4:14.0,,D. Lillard misses 3-pt jump shot from 26 ft,18,23
70,1,4:12.0,Defensive rebound by J. Ennis,,18,23
71,1,4:08.0,Offensive foul by T. Harris (drawn by K. Bazemore),,18,23
72,1,4:08.0,Turnover by T. Harris (offensive foul),,18,23
73,1,4:08.0,F. Korkmaz enters the game for M. Thybulle,,18,23
74,1,3:57.0,,S. Labissière misses 2-pt jump shot from 3 ft,18,23
75,1,3:55.0,Defensive rebound by J. Ennis,,18,23
76,1,3:42.0,T. Harris misses 2-pt jump shot from 7 ft,,18,23
77,1,3:36.0,,Defensive rebound by M. Hezonja,18,23
78,1,3:30.0,,C. McCollum misses 2-pt hook shot from 4 ft,18,23
79,1,3:29.0,Defensive rebound by T. Harris,,18,23
80,1,3:24.0,T. Harris misses 2-pt layup from 2 ft,,18,23
81,1,3:19.0,Offensive rebound by K. O'Quinn,,18,23
82,1,3:19.0,K. O'Quinn makes 2-pt layup at rim,,20,23
83,1,3:06.0,,M. Hezonja misses 2-pt jump shot from 23 ft,20,23
84,1,3:04.0,Defensive rebound by K. O'Quinn,,20,23
85,1,2:54.0,F. Korkmaz misses 3-pt jump shot from 31 ft,,20,23
86,1,2:51.0,,Defensive rebound by D. Lillard,20,23
87,1,2:47.0,,D. Lillard misses 2-pt layup from 3 ft,20,23
88,1,2:45.0,Defensive rebound by F. Korkmaz,,20,23
89,1,2:38.0,K. O'Quinn misses 3-pt jump shot from 26 ft,,20,23
90,1,2:36.0,,Defensive rebound by K. Bazemore,20,23
91,1,2:33.0,,D. Lillard misses 3-pt jump shot from 26 ft,20,23
92,1,2:30.0,Defensive rebound by F. Korkmaz,,20,23
93,1,2:27.0,J. Ennis makes 2-pt layup from 2 ft (assist by B. Simmons),,22,23
94,1,2:08.0,,S. Labissière makes 2-pt jump shot from 15 ft (assist by C. McCollum),22,25
95,1,1:54.0,K. O'Quinn makes 3-pt jump shot from 25 ft (assist by B. Simmons),,25,25
96,1,1:26.0,,D. Lillard makes 2-pt jump shot from 3 ft,25,27
97,1,1:08.0,Personal foul by K. Bazemore (drawn by T. Harris),,25,27
98,1,1:08.0,A. Horford enters the game for T. Harris,,25,27
99,1,1:08.0,J. Richardson enters the game for K. O'Quinn,,25,27
100,1,1:08.0,M. Scott enters the game for B. Simmons,,25,27
101,1,1:08.0,,R. Hood enters the game for M. Hezonja,25,27
102,1,1:08.0,,A. Simons enters the game for S. Labissière,25,27
103,1,1:08.0,,A. Tolliver enters the game for C. McCollum,25,27
104,1,0:58.0,A. Horford misses 2-pt jump shot from 3 ft,,25,27
105,1,0:58.0,,Defensive rebound by Team,25,27
106,1,0:58.0,Loose ball foul by J. Ennis (drawn by R. Hood),,25,27
107,1,0:36.0,,Personal foul by A. Horford (drawn by D. Lillard),25,27
108,1,0:36.0,,D. Lillard makes free throw 1 of 2,25,28
109,1,0:36.0,,D. Lillard makes free throw 2 of 2,25,29
110,1,0:29.0,F. Korkmaz misses 2-pt layup from 2 ft (block by A. Simons),,25,29
111,1,0:26.0,,Defensive rebound by K. Bazemore,25,29
112,1,0:13.0,,A. Simons makes 3-pt jump shot from 24 ft (assist by D. Lillard),25,32
113,1,0:00.0,A. Horford makes 2-pt hook shot from 2 ft (assist by J. Richardson),,27,32
114,1,0:00.0,Instant Replay (Request: Ruling Stands),,27,32
115,2,11:43.0,,R. Hood makes 2-pt jump shot from 17 ft,27,34
116,2,11:25.0,Personal foul by G. Trent (drawn by F. Korkmaz),,27,34
117,2,11:14.0,F. Korkmaz makes 3-pt jump shot from 22 ft (assist by A. Horford),,30,34
118,2,11:00.0,,A. Simons makes 2-pt jump shot from 5 ft,30,36
119,2,10:49.0,Personal foul by A. Simons (drawn by J. Richardson),,30,36
120,2,10:33.0,A. Horford misses 2-pt layup from 2 ft (block by K. Bazemore),,30,36
121,2,10:30.0,Offensive rebound by J. Richardson,,30,36
122,2,10:29.0,J. Richardson misses 3-pt jump shot from 25 ft,,30,36
123,2,10:27.0,Offensive rebound by T. Harris,,30,36
124,2,10:26.0,T. Harris makes 2-pt dunk from 1 ft,,32,36
125,2,10:18.0,,A. Simons makes 3-pt jump shot from 26 ft,32,39
126,2,10:00.0,A. Horford misses 2-pt hook shot from 5 ft,,32,39
127,2,9:58.0,,Defensive rebound by K. Bazemore,32,39
128,2,9:52.0,,K. Bazemore misses 2-pt layup from 1 ft (block by A. Horford),32,39
129,2,9:49.0,Defensive rebound by T. Harris,,32,39
130,2,9:45.0,M. Scott misses 3-pt jump shot from 22 ft,,32,39
131,2,9:43.0,Offensive rebound by A. Horford,,32,39
132,2,9:41.0,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by A. Horford),,35,39
133,2,9:22.0,,A. Simons misses 3-pt jump shot from 26 ft,35,39
134,2,9:20.0,Defensive rebound by T. Harris,,35,39
135,2,9:14.0,A. Horford misses 3-pt jump shot from 25 ft,,35,39
136,2,9:12.0,,Defensive rebound by G. Trent,35,39
137,2,9:07.0,,Offensive foul by K. Bazemore (drawn by F. Korkmaz),35,39
138,2,9:07.0,,Turnover by K. Bazemore (offensive foul),35,39
139,2,8:46.0,M. Scott makes 2-pt jump shot from 5 ft (assist by J. Richardson),,37,39
140,2,8:31.0,,Turnover by A. Simons (bad pass; steal by A. Horford),37,39
141,2,8:27.0,A. Horford makes 2-pt layup from 1 ft,,39,39
142,2,8:27.0,,Portland full timeout,39,39
143,2,8:09.0,,R. Hood makes 2-pt jump shot from 6 ft,39,41
144,2,7:49.0,M. Scott misses 3-pt jump shot from 25 ft,,39,41
145,2,7:46.0,,Defensive rebound by K. Bazemore,39,41
146,2,7:36.0,,Shooting foul by F. Korkmaz (drawn by R. Hood),39,41
147,2,7:36.0,,R. Hood makes free throw 1 of 2,39,42
148,2,7:36.0,J. Ennis enters the game for A. Horford,,39,42
149,2,7:36.0,K. O'Quinn enters the game for F. Korkmaz,,39,42
150,2,7:36.0,B. Simmons enters the game for J. Richardson,,39,42
151,2,7:36.0,M. Thybulle enters the game for M. Scott,,39,42
152,2,7:36.0,,M. Hezonja enters the game for K. Bazemore,39,42
153,2,7:36.0,,S. Labissière enters the game for A. Tolliver,39,42
154,2,7:36.0,,C. McCollum enters the game for G. Trent,39,42
155,2,7:36.0,,R. Hood makes free throw 2 of 2,39,43
156,2,7:20.0,M. Thybulle misses 3-pt jump shot from 22 ft,,39,43
157,2,7:17.0,,Defensive rebound by S. Labissière,39,43
158,2,7:08.0,,R. Hood misses 3-pt jump shot from 25 ft,39,43
159,2,7:05.0,Defensive rebound by K. O'Quinn,,39,43
160,2,6:55.0,B. Simmons misses 2-pt jump shot from 13 ft,,39,43
161,2,6:53.0,,Defensive rebound by A. Simons,39,43
162,2,6:47.0,,C. McCollum makes 2-pt jump shot from 9 ft,39,45
163,2,6:31.0,T. Harris makes 2-pt dunk at rim (assist by K. O'Quinn),,41,45
164,2,6:31.0,Shooting foul by S. Labissière (drawn by T. Harris),,41,45
165,2,6:31.0,T. Harris makes free throw 1 of 1,,42,45
166,2,6:21.0,,Personal foul by B. Simmons (drawn by A. Simons),42,45
167,2,6:15.0,,C. McCollum misses 3-pt jump shot from 25 ft,42,45
168,2,6:12.0,Defensive rebound by J. Ennis,,42,45
169,2,6:06.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by T. Harris),,45,45
170,2,5:49.0,,Shooting foul by M. Thybulle (drawn by A. Simons),45,45
171,2,5:49.0,,A. Simons makes free throw 1 of 2,45,46
172,2,5:49.0,,A. Simons makes free throw 2 of 2,45,47
173,2,5:33.0,K. O'Quinn misses 2-pt jump shot from 14 ft,,45,47
174,2,5:32.0,Offensive rebound by Team,,45,47
175,2,5:32.0,,Loose ball foul by M. Hezonja (drawn by B. Simmons),45,47
176,2,5:32.0,,D. Lillard enters the game for A. Simons,45,47
177,2,5:25.0,Turnover by K. O'Quinn (bad pass; steal by R. Hood),,45,47
178,2,5:22.0,,R. Hood makes 2-pt layup from 1 ft,45,49
179,2,5:04.0,B. Simmons misses 2-pt hook shot from 3 ft,,45,49
180,2,5:03.0,,Defensive rebound by M. Hezonja,45,49
181,2,4:54.0,,S. Labissière makes 2-pt hook shot from 4 ft (assist by M. Hezonja),45,51
182,2,4:54.0,Philadelphia full timeout,,45,51
183,2,4:54.0,A. Horford enters the game for J. Ennis,,45,51
184,2,4:54.0,F. Korkmaz enters the game for T. Harris,,45,51
185,2,4:54.0,J. Richardson enters the game for K. O'Quinn,,45,51
186,2,4:54.0,M. Scott enters the game for M. Thybulle,,45,51
187,2,4:35.0,M. Scott misses 3-pt jump shot from 24 ft,,45,51
188,2,4:32.0,Offensive rebound by B. Simmons,,45,51
189,2,4:24.0,B. Simmons misses 2-pt jump shot from 5 ft,,45,51
190,2,4:22.0,,Defensive rebound by M. Hezonja,45,51
191,2,4:14.0,,R. Hood makes 3-pt jump shot from 24 ft (assist by M. Hezonja),45,54
192,2,4:03.0,F. Korkmaz misses 3-pt jump shot from 25 ft,,45,54
193,2,4:00.0,,Defensive rebound by C. McCollum,45,54
194,2,3:50.0,,R. Hood makes 3-pt jump shot from 23 ft (assist by D. Lillard),45,57
195,2,3:34.0,F. Korkmaz misses 3-pt jump shot from 23 ft,,45,57
196,2,3:33.0,Offensive rebound by A. Horford,,45,57
197,2,3:31.0,A. Horford misses 2-pt layup from 4 ft,,45,57
198,2,3:29.0,,Defensive rebound by R. Hood,45,57
199,2,3:23.0,,D. Lillard makes 3-pt jump shot from 30 ft (assist by M. Hezonja),45,60
200,2,3:22.0,Philadelphia full timeout,,45,60
201,2,3:00.0,M. Scott makes 3-pt jump shot from 22 ft (assist by B. Simmons),,48,60
202,2,2:38.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by S. Labissière),48,63
203,2,2:20.0,J. Richardson misses 2-pt layup from 2 ft (block by S. Labissière),,48,63
204,2,2:20.0,Offensive rebound by Team,,48,63
205,2,2:16.0,A. Horford makes 2-pt hook shot from 6 ft (assist by B. Simmons),,50,63
206,2,2:01.0,,S. Labissière makes 2-pt dunk from 1 ft (assist by D. Lillard),50,65
207,2,1:43.0,A. Horford misses 2-pt jump shot from 5 ft,,50,65
208,2,1:43.0,,Defensive rebound by Team,50,65
209,2,1:32.0,,Offensive foul by D. Lillard (drawn by F. Korkmaz),50,65
210,2,1:32.0,,Turnover by D. Lillard (offensive foul),50,65
211,2,1:20.0,J. Richardson makes 2-pt jump shot from 6 ft (assist by A. Horford),,52,65
212,2,1:11.0,,Personal foul by J. Richardson (drawn by D. Lillard),52,65
213,2,1:01.0,,Shooting foul by J. Richardson (drawn by C. McCollum),52,65
214,2,1:01.0,,C. McCollum makes free throw 1 of 2,52,66
215,2,1:01.0,,C. McCollum makes free throw 2 of 2,52,67
216,2,0:51.0,M. Scott misses 3-pt jump shot from 24 ft,,52,67
217,2,0:48.0,,Defensive rebound by M. Hezonja,52,67
218,2,0:35.0,,C. McCollum misses 2-pt jump shot from 4 ft,52,67
219,2,0:33.0,,Offensive rebound by S. Labissière,52,67
220,2,0:32.0,,S. Labissière misses 2-pt layup from 3 ft,52,67
221,2,0:30.0,Defensive rebound by B. Simmons,,52,67
222,2,0:18.0,M. Scott makes 2-pt jump shot from 7 ft (assist by F. Korkmaz),,54,67
223,2,0:09.0,,Personal foul by M. Scott (drawn by S. Labissière),54,67
224,2,0:09.0,,S. Labissière makes free throw 1 of 2,54,68
225,2,0:09.0,,S. Labissière misses free throw 2 of 2,54,68
226,2,0:07.0,Defensive rebound by B. Simmons,,54,68
227,2,0:02.0,A. Horford makes 3-pt jump shot from 25 ft (assist by B. Simmons),,57,68
228,2,0:02.0,,Turnover by D. Lillard (inbound),57,68
229,2,0:00.0,F. Korkmaz misses 2-pt jump shot from 16 ft,,57,68
230,2,0:00.0,Offensive rebound by Team,,57,68
231,3,11:59.0,,Turnover by C. McCollum (back court),57,68
232,3,11:48.0,A. Horford makes 2-pt layup from 1 ft,,59,68
233,3,11:34.0,,M. Hezonja misses 2-pt layup from 1 ft (block by F. Korkmaz),59,68
234,3,11:29.0,Defensive rebound by F. Korkmaz,,59,68
235,3,11:26.0,A. Horford misses 3-pt jump shot from 25 ft,,59,68
236,3,11:26.0,,Defensive rebound by D. Lillard,59,68
237,3,11:07.0,,R. Hood makes 2-pt layup from 1 ft,59,70
238,3,10:53.0,J. Richardson makes 2-pt layup from 1 ft (assist by A. Horford),,61,70
239,3,10:36.0,,M. Hezonja misses 2-pt dunk from 2 ft (block by F. Korkmaz),61,70
240,3,10:34.0,Defensive rebound by B. Simmons,,61,70
241,3,10:28.0,T. Harris makes 2-pt layup from 2 ft (assist by F. Korkmaz),,63,70
242,3,10:09.0,,D. Lillard makes 2-pt layup from 2 ft,63,72
243,3,10:09.0,,Shooting foul by A. Horford (drawn by D. Lillard),63,72
244,3,10:09.0,,D. Lillard makes free throw 1 of 1,63,73
245,3,9:54.0,F. Korkmaz makes 2-pt jump shot from 12 ft,,65,73
246,3,9:45.0,,D. Lillard makes 3-pt jump shot from 32 ft,65,76
247,3,9:44.0,Philadelphia full timeout,,65,76
248,3,9:28.0,A. Horford makes 2-pt dunk from 1 ft (assist by T. Harris),,67,76
249,3,9:14.0,,C. McCollum makes 2-pt jump shot from 15 ft,67,78
250,3,9:03.0,Offensive foul by J. Richardson (drawn by C. McCollum),,67,78
251,3,9:03.0,Turnover by J. Richardson (offensive foul),,67,78
252,3,8:48.0,,C. McCollum makes 2-pt jump shot from 20 ft,67,80
253,3,8:26.0,T. Harris misses 2-pt jump shot from 10 ft,,67,80
254,3,8:24.0,,Defensive rebound by A. Tolliver,67,80
255,3,8:11.0,,A. Tolliver makes 2-pt jump shot from 8 ft (assist by D. Lillard),67,82
256,3,7:59.0,J. Richardson makes 2-pt jump shot from 9 ft (assist by A. Horford),,69,82
257,3,7:48.0,,Offensive foul by R. Hood (drawn by J. Richardson),69,82
258,3,7:48.0,,Turnover by R. Hood (offensive foul),69,82
259,3,7:34.0,A. Horford misses 2-pt layup from 4 ft,,69,82
260,3,7:32.0,,Defensive rebound by M. Hezonja,69,82
261,3,7:30.0,,Shooting foul by T. Harris (drawn by M. Hezonja),69,82
262,3,7:30.0,,M. Hezonja misses free throw 1 of 2,69,82
263,3,7:30.0,,Offensive rebound by Team,69,82
264,3,7:30.0,K. O'Quinn enters the game for A. Horford,,69,82
265,3,7:30.0,M. Thybulle enters the game for J. Richardson,,69,82
266,3,7:30.0,,M. Hezonja makes free throw 2 of 2,69,83
267,3,7:13.0,B. Simmons misses 2-pt hook shot from 5 ft,,69,83
268,3,7:13.0,Offensive rebound by K. O'Quinn,,69,83
269,3,7:12.0,K. O'Quinn makes 2-pt layup from 2 ft,,71,83
270,3,7:12.0,Shooting foul by C. McCollum (drawn by K. O'Quinn),,71,83
271,3,7:12.0,,S. Labissière enters the game for A. Tolliver,71,83
272,3,7:12.0,K. O'Quinn misses free throw 1 of 1,,71,83
273,3,7:10.0,,Defensive rebound by M. Hezonja,71,83
274,3,7:03.0,,Turnover by D. Lillard (bad pass; steal by M. Thybulle),71,83
275,3,6:56.0,B. Simmons misses 2-pt layup from 2 ft,,71,83
276,3,6:55.0,,Defensive rebound by S. Labissière,71,83
277,3,6:39.0,,M. Hezonja misses 2-pt jump shot from 23 ft,71,83
278,3,6:37.0,Defensive rebound by K. O'Quinn,,71,83
279,3,6:34.0,K. O'Quinn misses 3-pt jump shot from 26 ft,,71,83
280,3,6:32.0,,Defensive rebound by R. Hood,71,83
281,3,6:22.0,,R. Hood makes 2-pt hook shot from 3 ft,71,85
282,3,6:12.0,B. Simmons misses 2-pt hook shot from 5 ft,,71,85
283,3,6:10.0,,Defensive rebound by M. Hezonja,71,85
284,3,5:58.0,,D. Lillard makes 3-pt jump shot from 29 ft,71,88
285,3,5:49.0,Personal foul by C. McCollum (drawn by F. Korkmaz),,71,88
286,3,5:47.0,Shooting foul by M. Hezonja (drawn by B. Simmons),,71,88
287,3,5:47.0,B. Simmons misses free throw 1 of 2,,71,88
288,3,5:47.0,Offensive rebound by Team,,71,88
289,3,5:47.0,J. Ennis enters the game for F. Korkmaz,,71,88
290,3,5:47.0,B. Simmons makes free throw 2 of 2,,72,88
291,3,5:38.0,,C. McCollum makes 2-pt jump shot from 17 ft,72,90
292,3,5:25.0,K. O'Quinn misses 2-pt jump shot from 21 ft,,72,90
293,3,5:23.0,,Defensive rebound by D. Lillard,72,90
294,3,5:20.0,,Turnover by D. Lillard (bad pass; steal by M. Thybulle),72,90
295,3,5:17.0,M. Thybulle misses 2-pt layup from 1 ft,,72,90
296,3,5:15.0,,Defensive rebound by Team,72,90
297,3,5:04.0,,D. Lillard makes 3-pt jump shot from 25 ft,72,93
298,3,4:53.0,T. Harris makes 2-pt layup from 1 ft (assist by K. O'Quinn),,74,93
299,3,4:53.0,Shooting foul by S. Labissière (drawn by T. Harris),,74,93
300,3,4:53.0,,K. Bazemore enters the game for R. Hood,74,93
301,3,4:53.0,T. Harris makes free throw 1 of 1,,75,93
302,3,4:40.0,,C. McCollum misses 3-pt jump shot from 24 ft,75,93
303,3,4:37.0,Defensive rebound by J. Ennis,,75,93
304,3,4:18.0,T. Harris makes 2-pt jump shot from 7 ft,,77,93
305,3,4:06.0,,S. Labissière makes 2-pt dunk from 2 ft (assist by D. Lillard),77,95
306,3,4:06.0,Philadelphia full timeout,,77,95
307,3,4:06.0,J. Richardson enters the game for M. Thybulle,,77,95
308,3,4:06.0,,A. Simons enters the game for C. McCollum,77,95
309,3,3:56.0,J. Richardson makes 2-pt jump shot from 15 ft (assist by K. O'Quinn),,79,95
310,3,3:33.0,,S. Labissière makes 2-pt hook shot from 2 ft,79,97
311,3,3:21.0,J. Richardson misses 3-pt jump shot from 25 ft,,79,97
312,3,3:19.0,,Defensive rebound by K. Bazemore,79,97
313,3,3:13.0,,Turnover by M. Hezonja (bad pass; steal by B. Simmons),79,97
314,3,3:11.0,B. Simmons makes 2-pt dunk from 1 ft,,81,97
315,3,2:59.0,,Personal foul by T. Harris (drawn by M. Hezonja),81,97
316,3,2:59.0,A. Horford enters the game for T. Harris,,81,97
317,3,2:59.0,R. Neto enters the game for K. O'Quinn,,81,97
318,3,2:59.0,M. Scott enters the game for B. Simmons,,81,97
319,3,2:59.0,,A. Tolliver enters the game for M. Hezonja,81,97
320,3,2:45.0,,A. Tolliver makes 3-pt jump shot from 23 ft (assist by A. Simons),81,100
321,3,2:23.0,A. Horford makes 2-pt layup from 6 ft,,83,100
322,3,2:10.0,,A. Simons misses 3-pt jump shot from 22 ft,83,100
323,3,2:08.0,Defensive rebound by J. Richardson,,83,100
324,3,2:03.0,Turnover by J. Richardson (traveling),,83,100
325,3,1:50.0,,Turnover by S. Labissière (bad pass; steal by R. Neto),83,100
326,3,1:45.0,M. Scott makes 3-pt jump shot from 25 ft (assist by J. Richardson),,86,100
327,3,1:20.0,,S. Labissière makes 2-pt dunk from 1 ft (assist by A. Simons),86,102
328,3,1:06.0,Personal foul by K. Bazemore (drawn by J. Richardson),,86,102
329,3,1:06.0,J. Richardson makes free throw 1 of 2,,87,102
330,3,1:06.0,J. Richardson makes free throw 2 of 2,,88,102
331,3,1:06.0,,R. Hood enters the game for S. Labissière,88,102
332,3,0:58.0,,Turnover by A. Simons (lost ball; steal by J. Ennis),88,102
333,3,0:53.0,Shooting foul by K. Bazemore (drawn by J. Ennis),,88,102
334,3,0:53.0,J. Ennis makes free throw 1 of 2,,89,102
335,3,0:53.0,J. Ennis makes free throw 2 of 2,,90,102
336,3,0:43.0,,A. Tolliver misses 3-pt jump shot from 22 ft,90,102
337,3,0:41.0,Defensive rebound by R. Neto,,90,102
338,3,0:35.0,A. Horford makes 2-pt layup from 1 ft (assist by R. Neto),,92,102
339,3,0:16.0,,D. Lillard misses 2-pt layup from 1 ft,92,102
340,3,0:15.0,Defensive rebound by J. Richardson,,92,102
341,3,0:07.0,Turnover by J. Richardson (lost ball; steal by D. Lillard),,92,102
342,3,0:05.0,,Turnover by A. Tolliver (bad pass; steal by J. Richardson),92,102
343,3,0:02.0,A. Horford misses 2-pt jump shot from 23 ft,,92,102
344,3,0:00.0,Offensive rebound by Team,,92,102
345,4,11:44.0,A. Horford makes 2-pt hook shot from 5 ft (assist by M. Scott),,94,102
346,4,11:25.0,,K. Bazemore misses 2-pt layup from 2 ft,94,102
347,4,11:25.0,Defensive rebound by R. Neto,,94,102
348,4,11:10.0,A. Horford makes 2-pt layup from 2 ft (assist by R. Neto),,96,102
349,4,10:59.0,,C. McCollum misses 2-pt layup from 1 ft (block by J. Richardson),96,102
350,4,10:55.0,Defensive rebound by A. Horford,,96,102
351,4,10:48.0,J. Richardson makes 2-pt hook shot from 9 ft,,98,102
352,4,10:48.0,,Portland full timeout,98,102
353,4,10:35.0,,Shooting foul by J. Ennis (drawn by R. Hood),98,102
354,4,10:35.0,,R. Hood makes free throw 1 of 2,98,103
355,4,10:35.0,,R. Hood misses free throw 2 of 2,98,103
356,4,10:32.0,Defensive rebound by J. Ennis,,98,103
357,4,10:16.0,R. Neto makes 2-pt layup from 1 ft (assist by A. Horford),,100,103
358,4,10:00.0,,C. McCollum makes 2-pt layup from 1 ft (assist by A. Tolliver),100,105
359,4,9:42.0,M. Scott makes 2-pt jump shot from 7 ft,,102,105
360,4,9:32.0,,Shooting foul by J. Ennis (drawn by K. Bazemore),102,105
361,4,9:32.0,,K. Bazemore makes free throw 1 of 2,102,106
362,4,9:32.0,,S. Labissière enters the game for A. Simons,102,106
363,4,9:32.0,,D. Lillard enters the game for A. Tolliver,102,106
364,4,9:32.0,,K. Bazemore makes free throw 2 of 2,102,107
365,4,9:20.0,R. Neto misses 2-pt layup from 4 ft,,102,107
366,4,9:17.0,,Defensive rebound by Team,102,107
367,4,9:17.0,K. O'Quinn enters the game for A. Horford,,102,107
368,4,9:17.0,,M. Hezonja enters the game for R. Hood,102,107
369,4,9:13.0,,Turnover by M. Hezonja (bad pass; steal by J. Ennis),102,107
370,4,9:08.0,R. Neto makes 2-pt layup from 5 ft,,104,107
371,4,8:57.0,,Personal foul by K. O'Quinn (drawn by D. Lillard),104,107
372,4,8:57.0,T. Harris enters the game for R. Neto,,104,107
373,4,8:57.0,B. Simmons enters the game for M. Scott,,104,107
374,4,8:42.0,,M. Hezonja misses 3-pt jump shot from 26 ft,104,107
375,4,8:38.0,Defensive rebound by B. Simmons,,104,107
