,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
46,1,6:30.0,E. İlyasova enters the game for W. Matthews,,9,11
47,1,6:17.0,K. Middleton misses 2-pt jump shot from 16 ft,,9,11
48,1,6:14.0,,Defensive rebound by R. Gobert,9,11
49,1,6:01.0,,Shooting foul by B. Lopez (drawn by B. Bogdanović),9,11
50,1,6:01.0,,B. Bogdanović makes free throw 1 of 2,9,12
51,1,6:01.0,R. Lopez enters the game for B. Lopez,,9,12
52,1,6:01.0,,J. Ingles enters the game for D. Mitchell,9,12
53,1,6:01.0,,B. Bogdanović makes free throw 2 of 2,9,13
54,1,5:53.0,Shooting foul by R. O'Neale (drawn by E. Bledsoe),,9,13
55,1,5:53.0,E. Bledsoe makes free throw 1 of 2,,10,13
56,1,5:53.0,E. Bledsoe makes free throw 2 of 2,,11,13
57,1,5:35.0,,M. Conley makes 3-pt jump shot from 24 ft (assist by J. Ingles),11,16
58,1,5:23.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,11,16
59,1,5:21.0,,Defensive rebound by J. Ingles,11,16
60,1,5:11.0,,Shooting foul by R. Lopez (drawn by R. Gobert),11,16
61,1,5:11.0,,R. Gobert makes free throw 1 of 2,11,17
62,1,5:11.0,G. Hill enters the game for E. Bledsoe,,11,17
63,1,5:11.0,,R. Gobert makes free throw 2 of 2,11,18
64,1,5:00.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by E. İlyasova),,14,18
65,1,4:45.0,,J. Ingles misses 2-pt jump shot from 14 ft,14,18
66,1,4:42.0,Defensive rebound by S. Brown,,14,18
67,1,4:35.0,Personal foul by J. Ingles (drawn by S. Brown),,14,18
68,1,4:31.0,Personal foul by J. Ingles (drawn by K. Middleton),,14,18
69,1,4:23.0,E. İlyasova misses 3-pt jump shot from 25 ft,,14,18
70,1,4:21.0,,Defensive rebound by J. Ingles,14,18
71,1,4:07.0,,J. Ingles misses 3-pt jump shot from 26 ft,14,18
72,1,4:04.0,Defensive rebound by K. Middleton,,14,18
73,1,3:57.0,K. Middleton misses 2-pt jump shot from 15 ft,,14,18
74,1,3:54.0,,Defensive rebound by R. O'Neale,14,18
75,1,3:50.0,,R. O'Neale misses 2-pt layup from 2 ft,14,18
76,1,3:47.0,,Offensive rebound by R. Gobert,14,18
77,1,3:43.0,,B. Bogdanović misses 2-pt layup from 3 ft,14,18
78,1,3:40.0,,Offensive rebound by M. Conley,14,18
79,1,3:38.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by R. O'Neale),14,21
80,1,3:15.0,R. Lopez makes 2-pt hook shot from 4 ft (assist by G. Hill),,16,21
81,1,3:15.0,,Utah full timeout,16,21
82,1,3:15.0,D. DiVincenzo enters the game for K. Middleton,,16,21
83,1,3:15.0,,T. Bradley enters the game for B. Bogdanović,16,21
84,1,3:15.0,,J. Green enters the game for M. Conley,16,21
85,1,3:15.0,,D. Mitchell enters the game for R. Gobert,16,21
86,1,3:15.0,,G. Niang enters the game for R. O'Neale,16,21
87,1,3:00.0,,J. Green makes 2-pt jump shot from 2 ft,16,23
88,1,2:43.0,Turnover by G. Hill (bad pass),,16,23
89,1,2:33.0,,Offensive foul by J. Green (drawn by E. İlyasova),16,23
90,1,2:33.0,,Turnover by J. Green (offensive foul),16,23
91,1,2:20.0,Personal foul by D. Mitchell (drawn by G. Hill),,16,23
92,1,2:16.0,G. Hill misses 3-pt jump shot from 26 ft,,16,23
93,1,2:12.0,,Defensive rebound by T. Bradley,16,23
94,1,2:12.0,G. Antetokounmpo enters the game for E. İlyasova,,16,23
95,1,1:59.0,,G. Niang makes 2-pt jump shot from 13 ft (assist by T. Bradley),16,25
96,1,1:48.0,S. Brown misses 3-pt jump shot from 26 ft,,16,25
97,1,1:48.0,,Defensive rebound by Team,16,25
98,1,1:48.0,K. Korver enters the game for S. Brown,,16,25
99,1,1:35.0,,T. Bradley misses 2-pt jump shot from 5 ft,16,25
100,1,1:32.0,Defensive rebound by G. Hill,,16,25
101,1,1:21.0,D. DiVincenzo misses 3-pt jump shot from 27 ft,,16,25
102,1,1:17.0,,Defensive rebound by T. Bradley,16,25
103,1,1:09.0,,J. Ingles misses 2-pt jump shot from 8 ft,16,25
104,1,1:05.0,,Offensive rebound by T. Bradley,16,25
105,1,1:05.0,,T. Bradley makes 2-pt layup at rim,16,27
106,1,0:59.0,D. DiVincenzo misses 2-pt jump shot from 9 ft,,16,27
107,1,0:56.0,,Defensive rebound by T. Bradley,16,27
108,1,0:52.0,,Personal foul by D. DiVincenzo (drawn by T. Bradley),16,27
109,1,0:52.0,,T. Bradley makes free throw 1 of 2,16,28
110,1,0:52.0,,T. Bradley misses free throw 2 of 2,16,28
111,1,0:50.0,Defensive rebound by G. Antetokounmpo,,16,28
112,1,0:38.0,,Violation by Team (kicked ball),16,28
113,1,0:38.0,D. Wilson enters the game for R. Lopez,,16,28
114,1,0:26.0,D. Wilson misses 3-pt jump shot from 27 ft,,16,28
115,1,0:23.0,,Defensive rebound by J. Ingles,16,28
116,1,0:05.0,,J. Green misses 3-pt jump shot from 24 ft,16,28
117,1,0:03.0,,Offensive rebound by D. Mitchell,16,28
118,1,0:03.0,,D. Mitchell misses 2-pt layup from 2 ft,16,28
119,1,0:03.0,,Offensive rebound by T. Bradley,16,28
120,1,0:03.0,,T. Bradley makes 2-pt layup at rim,16,30
121,2,11:50.0,,Personal foul by D. DiVincenzo (drawn by J. Ingles),16,30
122,2,11:41.0,,Offensive foul by T. Bradley (drawn by D. DiVincenzo),16,30
123,2,11:41.0,,Turnover by T. Bradley (offensive foul),16,30
124,2,11:20.0,E. Bledsoe makes 2-pt layup from 1 ft,,18,30
125,2,11:08.0,,T. Bradley makes 2-pt layup from 3 ft (assist by D. Mitchell),18,32
126,2,10:56.0,D. Wilson misses 3-pt jump shot from 26 ft,,18,32
127,2,10:52.0,Offensive rebound by E. Bledsoe,,18,32
128,2,10:50.0,Turnover by D. DiVincenzo (lost ball; steal by T. Bradley),,18,32
129,2,10:39.0,,T. Bradley misses 2-pt hook shot from 3 ft,18,32
130,2,10:36.0,,Offensive rebound by T. Bradley,18,32
131,2,10:30.0,,J. Ingles misses 3-pt jump shot from 25 ft,18,32
132,2,10:27.0,Defensive rebound by G. Antetokounmpo,,18,32
133,2,10:22.0,Offensive foul by K. Korver (drawn by G. Niang),,18,32
134,2,10:22.0,Turnover by K. Korver (offensive foul),,18,32
135,2,10:22.0,B. Lopez enters the game for D. DiVincenzo,,18,32
136,2,10:22.0,W. Matthews enters the game for D. Wilson,,18,32
137,2,10:13.0,,D. Mitchell makes 2-pt jump shot from 13 ft,18,34
138,2,9:55.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,18,34
139,2,9:52.0,,Defensive rebound by J. Ingles,18,34
140,2,9:45.0,,J. Green misses 3-pt jump shot from 25 ft,18,34
141,2,9:42.0,Defensive rebound by E. Bledsoe,,18,34
142,2,9:37.0,W. Matthews makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,21,34
143,2,9:21.0,,T. Bradley misses 2-pt jump shot from 9 ft,21,34
144,2,9:17.0,Defensive rebound by E. Bledsoe,,21,34
145,2,9:12.0,Shooting foul by J. Green (drawn by G. Antetokounmpo),,21,34
146,2,9:12.0,G. Antetokounmpo makes free throw 1 of 2,,22,34
147,2,9:12.0,,M. Conley enters the game for D. Mitchell,22,34
148,2,9:12.0,,R. O'Neale enters the game for G. Niang,22,34
149,2,9:12.0,G. Antetokounmpo makes free throw 2 of 2,,23,34
150,2,9:01.0,,J. Green misses 3-pt jump shot from 24 ft,23,34
151,2,8:58.0,Defensive rebound by G. Antetokounmpo,,23,34
152,2,8:54.0,Shooting foul by R. O'Neale (drawn by G. Antetokounmpo),,23,34
153,2,8:54.0,G. Antetokounmpo misses free throw 1 of 2,,23,34
154,2,8:54.0,Offensive rebound by Team,,23,34
155,2,8:54.0,,B. Bogdanović enters the game for T. Bradley,23,34
156,2,8:54.0,,R. Gobert enters the game for J. Ingles,23,34
157,2,8:54.0,G. Antetokounmpo misses free throw 2 of 2,,23,34
158,2,8:54.0,,Defensive rebound by Team,23,34
159,2,8:38.0,,M. Conley makes 3-pt jump shot from 25 ft,23,37
160,2,8:33.0,Personal foul by M. Conley (drawn by E. Bledsoe),,23,37
161,2,8:30.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,23,37
162,2,8:28.0,,Defensive rebound by R. O'Neale,23,37
163,2,8:19.0,,M. Conley makes 3-pt jump shot from 24 ft,23,40
164,2,8:17.0,Milwaukee full timeout,,23,40
165,2,8:17.0,E. İlyasova enters the game for G. Antetokounmpo,,23,40
166,2,8:17.0,K. Middleton enters the game for K. Korver,,23,40
167,2,8:07.0,K. Middleton misses 2-pt jump shot from 4 ft,,23,40
168,2,8:05.0,,Defensive rebound by R. O'Neale,23,40
169,2,7:45.0,,J. Green misses 2-pt jump shot from 14 ft,23,40
170,2,7:42.0,,Offensive rebound by J. Green,23,40
171,2,7:41.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,23,40
172,2,7:41.0,Defensive rebound by B. Lopez,,23,40
173,2,7:33.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,23,40
174,2,7:30.0,Offensive rebound by K. Middleton,,23,40
175,2,7:25.0,K. Middleton misses 2-pt jump shot from 24 ft,,23,40
176,2,7:23.0,,Defensive rebound by B. Bogdanović,23,40
177,2,7:16.0,,Turnover by M. Conley (bad pass; steal by B. Lopez),23,40
178,2,7:10.0,E. Bledsoe makes 2-pt layup from 2 ft,,25,40
179,2,6:52.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,25,40
180,2,6:49.0,Defensive rebound by K. Middleton,,25,40
181,2,6:45.0,Shooting foul by M. Conley (drawn by E. Bledsoe),,25,40
182,2,6:45.0,E. Bledsoe makes free throw 1 of 2,,26,40
183,2,6:45.0,E. Bledsoe makes free throw 2 of 2,,27,40
184,2,6:35.0,,Shooting foul by B. Lopez (drawn by R. Gobert),27,40
185,2,6:35.0,,R. Gobert makes free throw 1 of 2,27,41
186,2,6:35.0,,J. Ingles enters the game for R. O'Neale,27,41
187,2,6:35.0,,R. Gobert makes free throw 2 of 2,27,42
188,2,6:26.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,27,42
189,2,6:24.0,,Defensive rebound by B. Bogdanović,27,42
190,2,6:17.0,,M. Conley makes 2-pt jump shot from 11 ft,27,44
191,2,6:05.0,K. Middleton makes 2-pt layup from 2 ft,,29,44
192,2,5:47.0,,Turnover by R. Gobert (discontinued dribble),29,44
193,2,5:47.0,G. Antetokounmpo enters the game for E. Bledsoe,,29,44
194,2,5:47.0,G. Hill enters the game for B. Lopez,,29,44
195,2,5:47.0,,D. Mitchell enters the game for J. Green,29,44
196,2,5:47.0,,R. O'Neale enters the game for J. Ingles,29,44
197,2,5:38.0,K. Middleton misses 2-pt jump shot from 13 ft,,29,44
198,2,5:35.0,,Defensive rebound by B. Bogdanović,29,44
199,2,5:22.0,,M. Conley makes 3-pt jump shot from 27 ft,29,47
200,2,5:08.0,E. İlyasova misses 3-pt jump shot from 23 ft,,29,47
201,2,5:05.0,,Defensive rebound by R. O'Neale,29,47
202,2,4:54.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by D. Mitchell),29,50
203,2,4:37.0,Personal foul by M. Conley (drawn by G. Hill),,29,50
204,2,4:37.0,G. Hill makes free throw 1 of 2,,30,50
205,2,4:37.0,S. Brown enters the game for W. Matthews,,30,50
206,2,4:37.0,,J. Ingles enters the game for M. Conley,30,50
207,2,4:37.0,G. Hill makes free throw 2 of 2,,31,50
208,2,4:28.0,,Personal foul by K. Middleton (drawn by J. Ingles),31,50
209,2,4:28.0,W. Matthews enters the game for E. İlyasova,,31,50
210,2,4:16.0,,Turnover by D. Mitchell (bad pass; steal by S. Brown),31,50
211,2,4:08.0,G. Antetokounmpo misses 2-pt hook shot from 9 ft,,31,50
212,2,4:05.0,,Defensive rebound by J. Ingles,31,50
213,2,3:58.0,,Utah full timeout,31,50
214,2,3:49.0,,D. Mitchell misses 2-pt dunk from 4 ft (block by G. Antetokounmpo),31,50
215,2,3:46.0,Defensive rebound by K. Middleton,,31,50
216,2,3:46.0,Turnover by K. Middleton (bad pass; steal by R. O'Neale),,31,50
217,2,3:37.0,,Offensive foul by J. Ingles (drawn by G. Hill),31,50
218,2,3:37.0,,Turnover by J. Ingles (offensive foul),31,50
219,2,3:12.0,W. Matthews misses 2-pt jump shot from 13 ft,,31,50
220,2,3:09.0,,Defensive rebound by R. Gobert,31,50
221,2,3:00.0,,Turnover by B. Bogdanović (traveling),31,50
222,2,3:00.0,,G. Niang enters the game for J. Ingles,31,50
223,2,2:41.0,S. Brown makes 2-pt jump shot from 6 ft,,33,50
224,2,2:18.0,,B. Bogdanović misses 2-pt jump shot from 9 ft,33,50
225,2,2:16.0,Defensive rebound by S. Brown,,33,50
226,2,2:10.0,G. Antetokounmpo misses 2-pt dunk from 3 ft (block by R. Gobert),,33,50
227,2,2:06.0,,Defensive rebound by R. Gobert,33,50
228,2,2:05.0,,Turnover by D. Mitchell (traveling),33,50
229,2,1:53.0,G. Antetokounmpo misses 2-pt layup from 4 ft,,33,50
230,2,1:50.0,Offensive rebound by G. Hill,,33,50
231,2,1:50.0,G. Hill misses 2-pt layup from 1 ft,,33,50
232,2,1:44.0,,Defensive rebound by R. Gobert,33,50
233,2,1:37.0,,D. Mitchell makes 2-pt jump shot from 15 ft,33,52
234,2,1:23.0,S. Brown misses 3-pt jump shot from 23 ft,,33,52
235,2,1:19.0,,Defensive rebound by R. Gobert,33,52
236,2,1:12.0,,D. Mitchell misses 2-pt jump shot from 18 ft,33,52
237,2,1:09.0,Defensive rebound by G. Antetokounmpo,,33,52
238,2,1:04.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,33,52
239,2,1:01.0,,Defensive rebound by R. Gobert,33,52
240,2,0:56.0,,G. Niang misses 3-pt jump shot from 24 ft,33,52
241,2,0:51.0,Defensive rebound by K. Middleton,,33,52
242,2,0:45.0,K. Middleton misses 2-pt jump shot from 7 ft,,33,52
243,2,0:42.0,,Defensive rebound by R. Gobert,33,52
244,2,0:31.0,,D. Mitchell makes 3-pt jump shot from 30 ft,33,55
245,2,0:21.0,Shooting foul by R. Gobert (drawn by K. Middleton),,33,55
246,2,0:21.0,K. Middleton makes free throw 1 of 2,,34,55
247,2,0:21.0,K. Middleton makes free throw 2 of 2,,35,55
248,2,0:02.0,,Turnover by B. Bogdanović (bad pass; steal by S. Brown),35,55
249,2,0:00.0,S. Brown misses 3-pt jump shot from 25 ft,,35,55
250,2,0:00.0,Offensive rebound by Team,,35,55
251,3,11:46.0,,R. Gobert misses 2-pt jump shot from 13 ft,35,55
252,3,11:44.0,Defensive rebound by G. Antetokounmpo,,35,55
253,3,11:37.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by B. Lopez),,37,55
254,3,11:24.0,,M. Conley misses 2-pt hook shot from 8 ft,37,55
255,3,11:23.0,Defensive rebound by E. Bledsoe,,37,55
256,3,11:19.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,39,55
257,3,11:04.0,,D. Mitchell misses 2-pt layup from 6 ft,39,55
258,3,11:02.0,Defensive rebound by G. Antetokounmpo,,39,55
259,3,10:50.0,Turnover by G. Antetokounmpo (bad pass),,39,55
260,3,10:44.0,,B. Bogdanović misses 2-pt jump shot from 5 ft,39,55
261,3,10:41.0,Defensive rebound by G. Antetokounmpo,,39,55
262,3,10:33.0,G. Antetokounmpo makes 3-pt jump shot from 24 ft (assist by W. Matthews),,42,55
263,3,10:14.0,,D. Mitchell misses 2-pt jump shot from 8 ft,42,55
264,3,10:12.0,,Offensive rebound by R. Gobert,42,55
265,3,10:07.0,,R. O'Neale makes 3-pt jump shot from 26 ft (assist by D. Mitchell),42,58
266,3,9:53.0,B. Lopez makes 2-pt layup from 2 ft (assist by E. Bledsoe),,44,58
267,3,9:42.0,,Personal foul by K. Middleton (drawn by R. Gobert),44,58
268,3,9:34.0,,M. Conley misses 3-pt jump shot from 25 ft,44,58
269,3,9:31.0,Defensive rebound by B. Lopez,,44,58
270,3,9:21.0,Shooting foul by R. Gobert (drawn by G. Antetokounmpo),,44,58
271,3,9:21.0,G. Antetokounmpo misses free throw 1 of 2,,44,58
272,3,9:21.0,Offensive rebound by Team,,44,58
273,3,9:21.0,G. Antetokounmpo makes free throw 2 of 2,,45,58
274,3,9:12.0,,Personal foul by E. Bledsoe (drawn by R. Gobert),45,58
275,3,9:05.0,,M. Conley misses 2-pt jump shot from 7 ft (block by E. Bledsoe),45,58
276,3,9:03.0,Defensive rebound by E. Bledsoe,,45,58
277,3,8:56.0,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by E. Bledsoe),,47,58
278,3,8:56.0,,Utah full timeout,47,58
279,3,8:45.0,,Personal foul by B. Lopez (drawn by B. Bogdanović),47,58
280,3,8:33.0,,D. Mitchell misses 3-pt jump shot from 23 ft,47,58
281,3,8:30.0,Defensive rebound by K. Middleton,,47,58
282,3,8:23.0,K. Middleton makes 3-pt jump shot from 25 ft,,50,58
283,3,8:23.0,Shooting foul by D. Mitchell (drawn by K. Middleton),,50,58
284,3,8:23.0,K. Middleton makes free throw 1 of 1,,51,58
285,3,8:10.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,51,58
286,3,8:07.0,Defensive rebound by G. Antetokounmpo,,51,58
287,3,7:58.0,B. Lopez misses 3-pt jump shot from 26 ft,,51,58
288,3,7:55.0,,Defensive rebound by R. O'Neale,51,58
289,3,7:43.0,,B. Bogdanović makes 2-pt dunk from 2 ft,51,60
290,3,7:28.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,51,60
291,3,7:26.0,,Defensive rebound by D. Mitchell,51,60
292,3,7:14.0,,R. O'Neale misses 3-pt jump shot from 23 ft,51,60
293,3,7:10.0,Defensive rebound by W. Matthews,,51,60
294,3,6:59.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,53,60
295,3,6:40.0,,Turnover by R. Gobert (3 sec),53,60
296,3,6:40.0,,J. Ingles enters the game for D. Mitchell,53,60
297,3,6:31.0,Personal foul by R. O'Neale (drawn by G. Antetokounmpo),,53,60
298,3,6:23.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,56,60
299,3,6:07.0,,Shooting foul by B. Lopez (drawn by B. Bogdanović),56,60
300,3,6:07.0,,B. Bogdanović makes free throw 1 of 2,56,61
301,3,6:07.0,R. Lopez enters the game for B. Lopez,,56,61
302,3,6:07.0,Milwaukee full timeout,,56,61
303,3,6:07.0,B. Lopez enters the game for R. Lopez,,56,61
304,3,6:07.0,,D. Mitchell enters the game for J. Ingles,56,61
305,3,6:07.0,Instant Replay (Request: Ruling Stands),,56,61
306,3,6:07.0,K. Korver enters the game for B. Lopez,,56,61
307,3,6:07.0,,J. Ingles enters the game for D. Mitchell,56,61
308,3,6:07.0,,B. Bogdanović makes free throw 2 of 2,56,62
309,3,5:50.0,Turnover by G. Antetokounmpo (3 sec),,56,62
310,3,5:29.0,,J. Ingles misses 3-pt jump shot from 27 ft,56,62
311,3,5:26.0,Defensive rebound by K. Middleton,,56,62
312,3,5:20.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,56,62
313,3,5:17.0,,Defensive rebound by B. Bogdanović,56,62
314,3,5:12.0,,B. Bogdanović makes 2-pt layup from 2 ft,56,64
315,3,5:06.0,Shooting foul by R. Gobert (drawn by G. Antetokounmpo),,56,64
316,3,5:06.0,G. Antetokounmpo misses free throw 1 of 2,,56,64
317,3,5:06.0,Offensive rebound by Team,,56,64
318,3,5:06.0,R. Lopez enters the game for W. Matthews,,56,64
319,3,5:06.0,G. Antetokounmpo makes free throw 2 of 2,,57,64
320,3,5:00.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by M. Conley),57,67
321,3,4:45.0,Turnover by G. Antetokounmpo (bad pass),,57,67
322,3,4:37.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by M. Conley),57,70
323,3,4:37.0,,Shooting foul by K. Korver (drawn by B. Bogdanović),57,70
324,3,4:37.0,,Instant Replay (Request: Stands),57,70
325,3,4:37.0,,B. Bogdanović makes free throw 1 of 1,57,71
326,3,4:30.0,E. Bledsoe makes 2-pt jump shot from 9 ft,,59,71
327,3,4:30.0,Shooting foul by M. Conley (drawn by E. Bledsoe),,59,71
328,3,4:30.0,E. Bledsoe makes free throw 1 of 1,,60,71
329,3,4:21.0,,M. Conley misses 3-pt jump shot from 26 ft,60,71
330,3,4:17.0,Defensive rebound by K. Korver,,60,71
331,3,4:07.0,R. Lopez misses 2-pt hook shot from 4 ft,,60,71
332,3,4:04.0,Offensive rebound by R. Lopez,,60,71
333,3,4:04.0,R. Lopez makes 2-pt layup at rim,,62,71
334,3,4:04.0,,Utah full timeout,62,71
335,3,4:04.0,,T. Bradley enters the game for M. Conley,62,71
336,3,4:04.0,,J. Green enters the game for R. Gobert,62,71
337,3,4:04.0,,D. Mitchell enters the game for R. O'Neale,62,71
338,3,3:53.0,Loose ball foul by K. Middleton (drawn by J. Ingles),,62,71
339,3,3:53.0,,J. Ingles misses free throw 1 of 2,62,71
340,3,3:53.0,,Offensive rebound by Team,62,71
341,3,3:53.0,,J. Ingles makes free throw 2 of 2,62,72
342,3,3:41.0,G. Antetokounmpo makes 2-pt hook shot from 3 ft (assist by E. Bledsoe),,64,72
343,3,3:41.0,Shooting foul by T. Bradley (drawn by G. Antetokounmpo),,64,72
344,3,3:41.0,G. Antetokounmpo makes free throw 1 of 1,,65,72
345,3,3:29.0,,Offensive foul by D. Mitchell (drawn by E. Bledsoe),65,72
346,3,3:29.0,,Turnover by D. Mitchell (offensive foul),65,72
347,3,3:13.0,G. Antetokounmpo makes 2-pt hook shot from 8 ft,,67,72
348,3,2:50.0,,B. Bogdanović makes 2-pt layup from 2 ft,67,74
349,3,2:40.0,G. Antetokounmpo misses 2-pt layup from 3 ft,,67,74
350,3,2:39.0,Offensive rebound by G. Antetokounmpo,,67,74
351,3,2:38.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,69,74
352,3,2:18.0,,D. Mitchell makes 2-pt jump shot from 9 ft,69,76
353,3,2:07.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,69,76
354,3,2:02.0,Offensive rebound by K. Korver,,69,76
355,3,2:02.0,K. Korver misses 2-pt layup at rim,,69,76
356,3,2:01.0,,Defensive rebound by T. Bradley,69,76
357,3,1:55.0,,D. Mitchell makes 3-pt jump shot from 25 ft,69,79
358,3,1:29.0,K. Middleton misses 3-pt jump shot from 24 ft,,69,79
359,3,1:27.0,,Defensive rebound by D. Mitchell,69,79
360,3,1:18.0,,Turnover by J. Ingles (bad pass; steal by G. Antetokounmpo),69,79
361,3,1:15.0,Personal foul by J. Green (drawn by G. Antetokounmpo),,69,79
362,3,1:15.0,G. Antetokounmpo makes free throw 1 of 2,,70,79
363,3,1:15.0,S. Brown enters the game for E. Bledsoe,,70,79
364,3,1:15.0,G. Hill enters the game for K. Middleton,,70,79
365,3,1:15.0,,R. Gobert enters the game for B. Bogdanović,70,79
366,3,1:15.0,,G. Niang enters the game for T. Bradley,70,79
367,3,1:15.0,G. Antetokounmpo misses free throw 2 of 2,,70,79
368,3,1:12.0,Offensive rebound by G. Antetokounmpo,,70,79
369,3,1:09.0,Shooting foul by G. Niang (drawn by G. Antetokounmpo),,70,79
370,3,1:09.0,G. Antetokounmpo makes free throw 1 of 2,,71,79
371,3,1:09.0,D. DiVincenzo enters the game for K. Korver,,71,79
372,3,1:09.0,G. Antetokounmpo makes free throw 2 of 2,,72,79
373,3,0:56.0,,D. Mitchell makes 2-pt layup from 3 ft,72,81
374,3,0:42.0,Def 3 sec tech foul by Team,,72,81
375,3,0:42.0,G. Hill misses technical free throw,,72,81
376,3,0:42.0,Offensive rebound by Team,,72,81
377,3,0:42.0,,M. Conley enters the game for J. Ingles,72,81
378,3,0:27.0,Turnover by Team (shot clock),,72,81
379,3,0:05.0,,D. Mitchell misses 2-pt layup from 5 ft,72,81
380,3,0:03.0,Defensive rebound by D. DiVincenzo,,72,81
