,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,TORONTO_ACTION,OKLAHOMA CITY_SCORE,TORONTO_SCORE
85,1,2:14.0,,Shooting foul by D. Burton (drawn by R. Hollis-Jefferson),14,15
86,1,2:14.0,,R. Hollis-Jefferson makes free throw 1 of 2,14,16
87,1,2:14.0,K. Hervey enters the game for D. Burton,,14,16
88,1,2:14.0,,R. Hollis-Jefferson makes free throw 2 of 2,14,17
89,1,1:53.0,L. Dort makes 2-pt layup from 3 ft (assist by K. Hervey),,16,17
90,1,1:53.0,Shooting foul by R. Hollis-Jefferson (drawn by L. Dort),,16,17
91,1,1:53.0,C. Paul enters the game for S. Gilgeous-Alexander,,16,17
92,1,1:53.0,L. Dort makes free throw 1 of 1,,17,17
93,1,1:37.0,,K. Lowry makes 3-pt jump shot from 26 ft,17,20
94,1,1:08.0,K. Hervey misses 3-pt jump shot from 27 ft,,17,20
95,1,1:04.0,,Defensive rebound by R. Hollis-Jefferson,17,20
96,1,0:57.0,,S. Ibaka misses 3-pt jump shot from 25 ft,17,20
97,1,0:55.0,,Offensive rebound by T. Davis,17,20
98,1,0:48.0,,Personal foul by L. Dort (drawn by K. Lowry),17,20
99,1,0:34.0,,Turnover by Team (shot clock),17,20
100,1,0:31.0,Shooting foul by R. Hollis-Jefferson (drawn by C. Paul),,17,20
101,1,0:31.0,C. Paul makes free throw 1 of 2,,18,20
102,1,0:31.0,,O. Brissett enters the game for R. Hollis-Jefferson,18,20
103,1,0:31.0,C. Paul makes free throw 2 of 2,,19,20
104,1,0:15.0,,K. Lowry misses 3-pt jump shot from 28 ft,19,20
105,1,0:12.0,Defensive rebound by A. Nader,,19,20
106,1,0:00.0,C. Paul makes 3-pt jump shot from 27 ft,,22,20
107,1,0:00.0,Instant Replay (Request: Ruling Stands),,22,20
108,2,11:50.0,,K. Lowry makes 3-pt jump shot from 28 ft (assist by O. Anunoby),22,23
109,2,11:35.0,C. Paul misses 2-pt jump shot from 16 ft,,22,23
110,2,11:33.0,,Defensive rebound by K. Lowry,22,23
111,2,11:28.0,,T. Davis misses 3-pt jump shot from 26 ft,22,23
112,2,11:25.0,Defensive rebound by K. Hervey,,22,23
113,2,11:16.0,S. Adams makes 2-pt hook shot from 6 ft (assist by A. Nader),,24,23
114,2,11:04.0,,S. Ibaka makes 2-pt jump shot from 21 ft (assist by K. Lowry),24,25
115,2,10:42.0,Turnover by C. Paul (bad pass; steal by S. Ibaka),,24,25
116,2,10:37.0,,T. Davis makes 2-pt layup from 1 ft,24,27
117,2,10:19.0,Turnover by A. Nader (traveling),,24,27
118,2,10:15.0,,O. Brissett makes 2-pt dunk from 1 ft (assist by T. Davis),24,29
119,2,10:15.0,Oklahoma City full timeout,,24,29
120,2,10:15.0,D. Burton enters the game for S. Adams,,24,29
121,2,10:15.0,N. Noel enters the game for A. Nader,,24,29
122,2,10:04.0,L. Dort misses 3-pt jump shot from 23 ft,,24,29
123,2,10:02.0,,Defensive rebound by T. Davis,24,29
124,2,9:52.0,,Turnover by S. Ibaka (out of bounds lost ball),24,29
125,2,9:52.0,T. Ferguson enters the game for L. Dort,,24,29
126,2,9:52.0,,C. Boucher enters the game for S. Ibaka,24,29
127,2,9:37.0,K. Hervey misses 3-pt jump shot from 25 ft,,24,29
128,2,9:34.0,,Defensive rebound by O. Anunoby,24,29
129,2,9:19.0,Loose ball foul by K. Hervey (drawn by O. Brissett),,24,29
130,2,9:09.0,,T. Davis misses 2-pt layup from 1 ft,24,29
131,2,9:08.0,Defensive rebound by C. Paul,,24,29
132,2,9:02.0,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),,26,29
133,2,9:02.0,Shooting foul by O. Brissett (drawn by N. Noel),,26,29
134,2,9:02.0,S. Gilgeous-Alexander enters the game for C. Paul,,26,29
135,2,9:02.0,N. Noel makes free throw 1 of 1,,27,29
136,2,8:44.0,,K. Lowry makes 2-pt layup from 1 ft,27,31
137,2,8:30.0,D. Burton misses 3-pt jump shot from 26 ft,,27,31
138,2,8:27.0,,Defensive rebound by C. Boucher,27,31
139,2,8:19.0,,Turnover by K. Lowry (bad pass),27,31
140,2,8:19.0,,Loose ball foul by C. Boucher (drawn by K. Hervey),27,31
141,2,8:19.0,,F. VanVleet enters the game for T. Davis,27,31
142,2,8:03.0,D. Burton misses 2-pt layup from 5 ft (block by K. Lowry),,27,31
143,2,8:03.0,Offensive rebound by Team,,27,31
144,2,8:00.0,S. Gilgeous-Alexander misses 2-pt jump shot from 14 ft,,27,31
145,2,7:58.0,,Defensive rebound by O. Brissett,27,31
146,2,7:42.0,,K. Lowry makes 2-pt layup from 5 ft (assist by F. VanVleet),27,33
147,2,7:29.0,K. Hervey misses 3-pt jump shot from 23 ft,,27,33
148,2,7:28.0,,Defensive rebound by O. Anunoby,27,33
149,2,7:16.0,,C. Boucher misses 2-pt jump shot from 11 ft,27,33
150,2,7:13.0,Defensive rebound by K. Hervey,,27,33
151,2,7:04.0,Offensive foul by T. Ferguson (drawn by K. Lowry),,27,33
152,2,7:04.0,Turnover by T. Ferguson (offensive foul),,27,33
153,2,7:04.0,D. Bazley enters the game for K. Hervey,,27,33
154,2,6:48.0,,O. Brissett misses 3-pt jump shot from 26 ft,27,33
155,2,6:45.0,Defensive rebound by T. Ferguson,,27,33
156,2,6:25.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by N. Noel),,29,33
157,2,6:02.0,,O. Brissett misses 2-pt jump shot from 11 ft (block by D. Bazley),29,33
158,2,5:59.0,Defensive rebound by N. Noel,,29,33
159,2,5:41.0,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,,29,33
160,2,5:39.0,,Defensive rebound by F. VanVleet,29,33
161,2,5:37.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by F. VanVleet),29,35
162,2,5:37.0,Oklahoma City full timeout,,29,35
163,2,5:37.0,S. Adams enters the game for N. Noel,,29,35
164,2,5:37.0,,S. Ibaka enters the game for C. Boucher,29,35
165,2,5:37.0,,P. McCaw enters the game for K. Lowry,29,35
166,2,5:25.0,D. Bazley makes 3-pt jump shot from 23 ft (assist by D. Burton),,32,35
167,2,5:02.0,,P. McCaw makes 2-pt layup from 1 ft,32,37
168,2,4:51.0,S. Gilgeous-Alexander makes 2-pt jump shot from 12 ft,,34,37
169,2,4:41.0,,S. Ibaka misses 2-pt jump shot from 20 ft,34,37
170,2,4:38.0,Defensive rebound by S. Gilgeous-Alexander,,34,37
171,2,4:31.0,S. Gilgeous-Alexander misses 2-pt layup from 8 ft,,34,37
172,2,4:29.0,,Defensive rebound by S. Ibaka,34,37
173,2,4:23.0,,O. Anunoby misses 2-pt hook shot from 3 ft,34,37
174,2,4:20.0,,Offensive rebound by O. Anunoby,34,37
175,2,4:13.0,,O. Anunoby makes 2-pt dunk from 1 ft,34,39
176,2,3:58.0,Turnover by S. Adams (lost ball; steal by O. Anunoby),,34,39
177,2,3:48.0,,P. McCaw misses 2-pt jump shot from 5 ft,34,39
178,2,3:46.0,,Offensive rebound by P. McCaw,34,39
179,2,3:44.0,,F. VanVleet makes 3-pt jump shot from 28 ft (assist by P. McCaw),34,42
180,2,3:29.0,Personal foul by O. Anunoby (drawn by S. Adams),,34,42
181,2,3:29.0,A. Nader enters the game for D. Bazley,,34,42
182,2,3:29.0,C. Paul enters the game for D. Burton,,34,42
183,2,3:25.0,Shooting foul by P. McCaw (drawn by S. Gilgeous-Alexander),,34,42
184,2,3:25.0,S. Gilgeous-Alexander makes free throw 1 of 2,,35,42
185,2,3:25.0,,K. Lowry enters the game for O. Brissett,35,42
186,2,3:25.0,S. Gilgeous-Alexander makes free throw 2 of 2,,36,42
187,2,3:11.0,,O. Anunoby misses 3-pt jump shot from 24 ft,36,42
188,2,3:07.0,Defensive rebound by S. Gilgeous-Alexander,,36,42
189,2,3:02.0,Shooting foul by K. Lowry (drawn by S. Adams),,36,42
190,2,3:02.0,S. Adams makes free throw 1 of 2,,37,42
191,2,3:02.0,S. Adams makes free throw 2 of 2,,38,42
192,2,2:48.0,,K. Lowry misses 3-pt jump shot from 27 ft,38,42
193,2,2:45.0,Defensive rebound by C. Paul,,38,42
194,2,2:32.0,T. Ferguson misses 3-pt jump shot from 26 ft,,38,42
195,2,2:28.0,Offensive rebound by T. Ferguson,,38,42
196,2,2:16.0,S. Gilgeous-Alexander makes 3-pt jump shot from 29 ft (assist by C. Paul),,41,42
197,2,1:51.0,,S. Ibaka misses 2-pt jump shot from 17 ft,41,42
198,2,1:47.0,Defensive rebound by C. Paul,,41,42
199,2,1:44.0,Personal foul by S. Ibaka (drawn by S. Adams),,41,42
200,2,1:44.0,S. Adams misses free throw 1 of 2,,41,42
201,2,1:44.0,Offensive rebound by Team,,41,42
202,2,1:44.0,S. Adams makes free throw 2 of 2,,42,42
203,2,1:31.0,,S. Ibaka misses 2-pt hook shot from 5 ft (block by S. Adams),42,42
204,2,1:29.0,Defensive rebound by S. Adams,,42,42
205,2,1:26.0,S. Gilgeous-Alexander makes 3-pt jump shot from 27 ft,,45,42
206,2,1:11.0,,Personal foul by S. Gilgeous-Alexander (drawn by F. VanVleet),45,42
207,2,1:06.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Lowry),45,45
208,2,0:55.0,C. Paul misses 2-pt layup from 2 ft,,45,45
209,2,0:53.0,,Defensive rebound by S. Ibaka,45,45
210,2,0:48.0,,O. Anunoby misses 3-pt jump shot from 23 ft,45,45
211,2,0:44.0,Defensive rebound by A. Nader,,45,45
212,2,0:36.0,S. Gilgeous-Alexander makes 2-pt jump shot from 9 ft,,47,45
213,2,0:28.0,,F. VanVleet makes 2-pt layup from 1 ft,47,47
214,2,0:14.0,C. Paul misses 2-pt jump shot from 16 ft,,47,47
215,2,0:12.0,,Defensive rebound by O. Anunoby,47,47
216,2,0:03.0,,F. VanVleet misses 3-pt jump shot from 28 ft,47,47
217,2,0:02.0,Defensive rebound by C. Paul,,47,47
218,2,0:00.0,C. Paul misses 3-pt jump shot from 73 ft,,47,47
219,2,0:00.0,Offensive rebound by Team,,47,47
220,3,11:43.0,,K. Lowry misses 3-pt jump shot from 25 ft,47,47
221,3,11:40.0,Defensive rebound by C. Paul,,47,47
222,3,11:33.0,D. Bazley makes 3-pt jump shot from 26 ft (assist by C. Paul),,50,47
223,3,11:15.0,,O. Anunoby misses 3-pt jump shot from 23 ft,50,47
224,3,11:13.0,Defensive rebound by T. Ferguson,,50,47
225,3,11:07.0,C. Paul makes 2-pt jump shot from 9 ft,,52,47
226,3,10:42.0,,P. McCaw makes 3-pt jump shot from 27 ft (assist by F. VanVleet),52,50
227,3,10:22.0,Turnover by C. Paul (bad pass; steal by P. McCaw),,52,50
228,3,10:18.0,,Turnover by P. McCaw (lost ball; steal by S. Gilgeous-Alexander),52,50
229,3,10:14.0,S. Gilgeous-Alexander makes 3-pt jump shot from 24 ft,,55,50
230,3,10:05.0,,K. Lowry makes 2-pt layup from 1 ft,55,52
231,3,10:00.0,Personal foul by F. VanVleet (drawn by S. Gilgeous-Alexander),,55,52
232,3,10:00.0,Technical foul by N. Nurse,,55,52
233,3,10:00.0,C. Paul makes technical free throw,,56,52
234,3,9:53.0,C. Paul makes 2-pt jump shot from 14 ft,,58,52
235,3,9:43.0,,Turnover by K. Lowry (out of bounds lost ball),58,52
236,3,9:36.0,C. Paul makes 2-pt jump shot from 18 ft,,60,52
237,3,9:36.0,,Toronto full timeout,60,52
238,3,9:22.0,,F. VanVleet misses 2-pt hook shot from 6 ft,60,52
239,3,9:18.0,,Offensive rebound by S. Ibaka,60,52
240,3,9:18.0,,S. Ibaka makes 2-pt layup at rim,60,54
241,3,9:00.0,Personal foul by K. Lowry (drawn by T. Ferguson),,60,54
242,3,8:47.0,S. Gilgeous-Alexander misses 2-pt jump shot from 18 ft,,60,54
243,3,8:43.0,,Defensive rebound by F. VanVleet,60,54
244,3,8:34.0,,O. Anunoby misses 3-pt jump shot from 26 ft,60,54
245,3,8:31.0,Defensive rebound by D. Bazley,,60,54
246,3,8:21.0,C. Paul misses 3-pt jump shot from 26 ft,,60,54
247,3,8:16.0,,Defensive rebound by P. McCaw,60,54
248,3,8:06.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by F. VanVleet),60,57
249,3,7:58.0,Personal foul by K. Lowry (drawn by S. Adams),,60,57
250,3,7:58.0,N. Noel enters the game for S. Adams,,60,57
251,3,7:52.0,Shooting foul by K. Lowry (drawn by S. Gilgeous-Alexander),,60,57
252,3,7:52.0,S. Gilgeous-Alexander makes free throw 1 of 2,,61,57
253,3,7:52.0,S. Gilgeous-Alexander misses free throw 2 of 2,,61,57
254,3,7:48.0,,Defensive rebound by S. Ibaka,61,57
255,3,7:36.0,,F. VanVleet makes 3-pt jump shot from 28 ft,61,60
256,3,7:23.0,D. Bazley misses 3-pt jump shot from 26 ft,,61,60
257,3,7:20.0,,Defensive rebound by S. Ibaka,61,60
258,3,7:15.0,,Personal foul by C. Paul (drawn by F. VanVleet),61,60
259,3,7:08.0,,Turnover by K. Lowry (bad pass; steal by S. Gilgeous-Alexander),61,60
260,3,7:03.0,S. Gilgeous-Alexander makes 2-pt layup from 5 ft,,63,60
261,3,6:50.0,,O. Anunoby misses 2-pt layup from 2 ft,63,60
262,3,6:48.0,Defensive rebound by N. Noel,,63,60
263,3,6:43.0,C. Paul misses 2-pt jump shot from 16 ft,,63,60
264,3,6:39.0,,Defensive rebound by S. Ibaka,63,60
265,3,6:31.0,,S. Ibaka misses 3-pt jump shot from 25 ft,63,60
266,3,6:28.0,Defensive rebound by C. Paul,,63,60
267,3,6:20.0,Personal foul by F. VanVleet (drawn by S. Gilgeous-Alexander),,63,60
268,3,6:20.0,S. Gilgeous-Alexander makes free throw 1 of 2,,64,60
269,3,6:20.0,,T. Davis enters the game for O. Anunoby,64,60
270,3,6:20.0,S. Gilgeous-Alexander makes free throw 2 of 2,,65,60
271,3,5:59.0,,K. Lowry makes 2-pt layup from 1 ft,65,62
272,3,5:50.0,D. Bazley makes 3-pt jump shot from 26 ft (assist by C. Paul),,68,62
273,3,5:37.0,,T. Davis makes 3-pt jump shot from 24 ft (assist by F. VanVleet),68,65
274,3,5:18.0,Turnover by C. Paul (bad pass; steal by T. Davis),,68,65
275,3,5:12.0,,T. Davis makes 3-pt jump shot from 24 ft (assist by K. Lowry),68,68
276,3,4:56.0,S. Gilgeous-Alexander misses 2-pt jump shot from 8 ft,,68,68
277,3,4:55.0,Offensive rebound by Team,,68,68
278,3,4:55.0,A. Nader enters the game for D. Bazley,,68,68
279,3,4:55.0,,C. Boucher enters the game for S. Ibaka,68,68
280,3,4:55.0,,O. Brissett enters the game for K. Lowry,68,68
281,3,4:51.0,C. Paul makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),,71,68
282,3,4:42.0,,Shooting foul by A. Nader (drawn by C. Boucher),71,68
283,3,4:42.0,,C. Boucher makes free throw 1 of 2,71,69
284,3,4:42.0,,C. Boucher makes free throw 2 of 2,71,70
285,3,4:32.0,C. Paul misses 2-pt jump shot from 18 ft,,71,70
286,3,4:30.0,,Defensive rebound by C. Boucher,71,70
287,3,4:09.0,,P. McCaw misses 3-pt jump shot from 24 ft,71,70
288,3,4:07.0,Defensive rebound by C. Paul,,71,70
289,3,4:00.0,A. Nader misses 3-pt jump shot from 24 ft,,71,70
290,3,3:57.0,,Defensive rebound by C. Boucher,71,70
291,3,3:48.0,,C. Boucher makes 3-pt jump shot from 26 ft (assist by P. McCaw),71,73
292,3,3:29.0,Def 3 sec tech foul by Team,,71,73
293,3,3:29.0,C. Paul makes technical free throw,,72,73
294,3,3:29.0,S. Adams enters the game for N. Noel,,72,73
295,3,3:29.0,D. Bazley enters the game for C. Paul,,72,73
296,3,3:29.0,,S. Ibaka enters the game for P. McCaw,72,73
297,3,3:22.0,A. Nader misses 3-pt jump shot from 25 ft,,72,73
298,3,3:18.0,Offensive rebound by S. Adams,,72,73
299,3,3:15.0,A. Nader makes 2-pt hook shot from 3 ft (assist by T. Ferguson),,74,73
300,3,3:15.0,Shooting foul by O. Brissett (drawn by A. Nader),,74,73
301,3,3:15.0,A. Nader makes free throw 1 of 1,,75,73
302,3,2:54.0,,F. VanVleet misses 2-pt jump shot from 14 ft,75,73
303,3,2:51.0,Defensive rebound by D. Bazley,,75,73
304,3,2:35.0,A. Nader misses 3-pt jump shot from 23 ft,,75,73
305,3,2:33.0,,Defensive rebound by T. Davis,75,73
306,3,2:20.0,,O. Brissett makes 2-pt layup from 2 ft (assist by S. Ibaka),75,75
307,3,2:20.0,Oklahoma City full timeout,,75,75
308,3,2:20.0,L. Dort enters the game for T. Ferguson,,75,75
309,3,2:07.0,Shooting foul by C. Boucher (drawn by A. Nader),,75,75
310,3,2:07.0,,Toronto full timeout,75,75
311,3,2:07.0,,Instant Replay (Challenge: Ruling Stands),75,75
312,3,2:07.0,A. Nader makes free throw 1 of 2,,76,75
313,3,2:07.0,A. Nader misses free throw 2 of 2,,76,75
314,3,2:05.0,,Defensive rebound by T. Davis,76,75
315,3,1:53.0,,C. Boucher misses 3-pt jump shot from 28 ft,76,75
316,3,1:50.0,Defensive rebound by L. Dort,,76,75
317,3,1:32.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,76,75
318,3,1:28.0,Offensive rebound by S. Adams,,76,75
319,3,1:28.0,S. Adams misses 2-pt layup from 1 ft,,76,75
320,3,1:27.0,,Defensive rebound by S. Ibaka,76,75
321,3,1:19.0,,F. VanVleet makes 3-pt jump shot from 26 ft,76,78
322,3,1:05.0,L. Dort misses 2-pt layup from 1 ft,,76,78
323,3,1:04.0,,Defensive rebound by S. Ibaka,76,78
324,3,0:59.0,,F. VanVleet makes 2-pt layup from 1 ft,76,80
325,3,0:51.0,S. Gilgeous-Alexander misses 2-pt jump shot from 12 ft,,76,80
326,3,0:48.0,Offensive rebound by S. Gilgeous-Alexander,,76,80
327,3,0:46.0,S. Gilgeous-Alexander misses 2-pt jump shot from 6 ft,,76,80
328,3,0:43.0,,Defensive rebound by S. Ibaka,76,80
329,3,0:28.0,,F. VanVleet misses 3-pt jump shot from 26 ft,76,80
330,3,0:25.0,Defensive rebound by A. Nader,,76,80
331,3,0:08.0,Turnover by S. Gilgeous-Alexander (out of bounds lost ball),,76,80
332,4,11:50.0,D. Bazley makes 3-pt jump shot from 23 ft (assist by C. Paul),,79,80
333,4,11:33.0,,K. Lowry misses 2-pt jump shot from 17 ft,79,80
334,4,11:30.0,Defensive rebound by A. Nader,,79,80
335,4,11:18.0,L. Dort misses 2-pt layup from 2 ft,,79,80
336,4,11:16.0,Offensive rebound by N. Noel,,79,80
337,4,11:16.0,N. Noel makes 2-pt layup from 1 ft,,81,80
338,4,11:08.0,,Personal foul by L. Dort (drawn by S. Ibaka),81,80
339,4,10:55.0,,T. Davis makes 3-pt jump shot from 26 ft (assist by K. Lowry),81,83
340,4,10:33.0,D. Bazley misses 3-pt jump shot from 26 ft,,81,83
341,4,10:33.0,,Defensive rebound by Team,81,83
342,4,10:33.0,,P. McCaw enters the game for S. Ibaka,81,83
343,4,10:09.0,,Turnover by K. Lowry (traveling),81,83
344,4,10:02.0,N. Noel makes 2-pt dunk at rim (assist by C. Paul),,83,83
345,4,9:42.0,,C. Boucher makes 2-pt dunk at rim (assist by T. Davis),83,85
346,4,9:33.0,C. Paul makes 3-pt jump shot from 27 ft,,86,85
347,4,9:17.0,,Turnover by P. McCaw (lost ball; steal by N. Noel),86,85
348,4,9:04.0,C. Paul makes 2-pt jump shot from 12 ft,,88,85
349,4,8:43.0,,C. Boucher misses 3-pt jump shot from 27 ft (block by N. Noel),88,85
350,4,8:40.0,,Offensive rebound by T. Davis,88,85
351,4,8:40.0,,T. Davis misses 3-pt jump shot from 31 ft,88,85
352,4,8:39.0,,Offensive rebound by Team,88,85
353,4,8:39.0,,Turnover by Team (shot clock),88,85
354,4,8:26.0,C. Paul misses 3-pt jump shot from 26 ft,,88,85
355,4,8:24.0,,Defensive rebound by T. Davis,88,85
356,4,8:19.0,,Personal foul by A. Nader (drawn by T. Davis),88,85
357,4,8:19.0,T. Ferguson enters the game for A. Nader,,88,85
358,4,8:19.0,,F. VanVleet enters the game for O. Brissett,88,85
359,4,8:15.0,,Personal foul by T. Ferguson (drawn by K. Lowry),88,85
360,4,8:05.0,,F. VanVleet misses 2-pt layup from 2 ft,88,85
361,4,8:02.0,Defensive rebound by D. Bazley,,88,85
362,4,7:46.0,Shooting foul by K. Lowry (drawn by N. Noel),,88,85
363,4,7:46.0,N. Noel makes free throw 1 of 2,,89,85
364,4,7:46.0,S. Gilgeous-Alexander enters the game for C. Paul,,89,85
365,4,7:46.0,N. Noel makes free throw 2 of 2,,90,85
366,4,7:25.0,,P. McCaw makes 2-pt jump shot from 21 ft (assist by K. Lowry),90,87
367,4,7:25.0,,Instant Replay (Request: Ruling Stands),90,87
368,4,6:59.0,S. Gilgeous-Alexander misses 2-pt layup from 14 ft (block by F. VanVleet),,90,87
369,4,6:58.0,Offensive rebound by S. Gilgeous-Alexander,,90,87
370,4,6:58.0,Turnover by S. Gilgeous-Alexander (traveling),,90,87
371,4,6:58.0,,Toronto full timeout,90,87
372,4,6:58.0,,S. Ibaka enters the game for C. Boucher,90,87
373,4,6:43.0,,Shooting foul by L. Dort (drawn by K. Lowry),90,87
374,4,6:43.0,,K. Lowry makes free throw 1 of 3,90,88
