,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHARLOTTE_ACTION,SAN ANTONIO_SCORE,CHARLOTTE_SCORE
240,3,8:34.0,,Turnover by C. Martin (lost ball; steal by D. Murray),57,63
241,3,8:29.0,D. Murray makes 2-pt dunk from 1 ft,,59,63
242,3,8:12.0,,M. Bridges makes 2-pt layup from 2 ft (assist by C. Zeller),59,65
243,3,7:59.0,D. Murray makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,62,65
244,3,7:43.0,,C. Zeller makes 2-pt layup from 2 ft (assist by C. Martin),62,67
245,3,7:32.0,D. Murray misses 2-pt jump shot from 3 ft,,62,67
246,3,7:27.0,Offensive rebound by D. Eubanks,,62,67
247,3,7:27.0,D. Eubanks makes 2-pt layup from 1 ft,,64,67
248,3,7:14.0,,C. Zeller misses 2-pt layup from 4 ft (block by D. Eubanks),64,67
249,3,7:13.0,Defensive rebound by T. Lyles,,64,67
250,3,7:13.0,Shooting foul by T. Rozier (drawn by D. DeRozan),,64,67
251,3,7:13.0,D. DeRozan makes free throw 1 of 2,,65,67
252,3,7:13.0,,J. McDaniels enters the game for M. Bridges,65,67
253,3,7:13.0,D. DeRozan makes free throw 2 of 2,,66,67
254,3,7:13.0,R. Gay enters the game for D. Eubanks,,66,67
255,3,6:56.0,,T. Rozier misses 2-pt jump shot from 9 ft,66,67
256,3,6:54.0,Defensive rebound by D. Murray,,66,67
257,3,6:50.0,B. Forbes makes 3-pt jump shot from 27 ft (assist by D. Murray),,69,67
258,3,6:48.0,,Charlotte full timeout,69,67
259,3,6:48.0,,C. Martin enters the game for C. Martin,69,67
260,3,6:33.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by P. Washington),69,70
261,3,6:18.0,D. Murray misses 3-pt jump shot from 26 ft,,69,70
262,3,6:16.0,,Defensive rebound by C. Zeller,69,70
263,3,6:03.0,,Personal foul by D. Murray (drawn by C. Zeller),69,70
264,3,6:03.0,,W. Hernangómez enters the game for C. Zeller,69,70
265,3,5:56.0,,T. Rozier misses 2-pt layup from 2 ft,69,70
266,3,5:53.0,Defensive rebound by R. Gay,,69,70
267,3,5:46.0,R. Gay misses 3-pt jump shot from 26 ft,,69,70
268,3,5:44.0,,Defensive rebound by T. Rozier,69,70
269,3,5:41.0,,Shooting foul by R. Gay (drawn by P. Washington),69,70
270,3,5:41.0,,P. Washington makes free throw 1 of 2,69,71
271,3,5:41.0,P. Mills enters the game for B. Forbes,,69,71
272,3,5:41.0,D. White enters the game for D. Murray,,69,71
273,3,5:41.0,,P. Washington makes free throw 2 of 2,69,72
274,3,5:24.0,T. Lyles misses 3-pt jump shot from 25 ft,,69,72
275,3,5:21.0,,Defensive rebound by P. Washington,69,72
276,3,5:07.0,,Turnover by W. Hernangómez (bad pass; steal by P. Mills),69,72
277,3,5:06.0,Personal take foul by P. Washington (drawn by P. Mills),,69,72
278,3,4:59.0,Personal foul by J. McDaniels (drawn by D. DeRozan),,69,72
279,3,4:45.0,Shooting foul by J. McDaniels (drawn by D. White),,69,72
280,3,4:45.0,D. White makes free throw 1 of 2,,70,72
281,3,4:45.0,,C. Martin enters the game for J. McDaniels,70,72
282,3,4:45.0,D. White makes free throw 2 of 2,,71,72
283,3,4:30.0,,P. Washington misses 3-pt jump shot from 25 ft,71,72
284,3,4:30.0,Defensive rebound by Team,,71,72
285,3,4:17.0,R. Gay misses 2-pt jump shot from 8 ft,,71,72
286,3,4:15.0,,Defensive rebound by W. Hernangómez,71,72
287,3,3:58.0,,C. Martin misses 3-pt jump shot from 25 ft,71,72
288,3,3:53.0,,Offensive rebound by P. Washington,71,72
289,3,3:52.0,,P. Washington makes 2-pt dunk from 1 ft,71,74
290,3,3:32.0,D. White misses 3-pt jump shot from 26 ft,,71,74
291,3,3:29.0,,Defensive rebound by T. Rozier,71,74
292,3,3:27.0,,Shooting foul by D. White (drawn by W. Hernangómez),71,74
293,3,3:27.0,,W. Hernangómez makes free throw 1 of 2,71,75
294,3,3:27.0,L. Walker enters the game for T. Lyles,,71,75
295,3,3:27.0,,M. Bridges enters the game for P. Washington,71,75
296,3,3:27.0,,W. Hernangómez makes free throw 2 of 2,71,76
297,3,3:03.0,R. Gay misses 2-pt jump shot from 14 ft,,71,76
298,3,3:00.0,,Defensive rebound by W. Hernangómez,71,76
299,3,2:48.0,,W. Hernangómez misses 2-pt jump shot from 10 ft,71,76
300,3,2:46.0,Defensive rebound by D. White,,71,76
301,3,2:39.0,P. Mills misses 3-pt jump shot from 23 ft,,71,76
302,3,2:35.0,,Defensive rebound by M. Bridges,71,76
303,3,2:33.0,,Turnover by C. Martin (step out of bounds),71,76
304,3,2:33.0,San Antonio full timeout,,71,76
305,3,2:33.0,K. Johnson enters the game for D. DeRozan,,71,76
306,3,2:33.0,,J. Chealey enters the game for T. Rozier,71,76
307,3,2:15.0,P. Mills makes 2-pt layup from 3 ft (assist by R. Gay),,73,76
308,3,1:46.0,,M. Bridges misses 2-pt jump shot from 13 ft,73,76
309,3,1:40.0,,Offensive rebound by C. Martin,73,76
310,3,1:40.0,,C. Martin misses 2-pt layup at rim,73,76
311,3,1:40.0,Defensive rebound by L. Walker,,73,76
312,3,1:37.0,Shooting foul by W. Hernangómez (drawn by R. Gay),,73,76
313,3,1:37.0,,Charlotte full timeout,73,76
314,3,1:37.0,,Instant Replay (Challenge: Ruling Stands),73,76
315,3,1:37.0,R. Gay makes free throw 1 of 2,,74,76
316,3,1:37.0,R. Gay makes free throw 2 of 2,,75,76
317,3,1:16.0,,Turnover by C. Martin (bad pass; steal by P. Mills),75,76
318,3,1:10.0,Turnover by P. Mills (bad pass; steal by J. Chealey),,75,76
319,3,1:05.0,,Turnover by C. Martin (lost ball; steal by K. Johnson),75,76
320,3,1:02.0,P. Mills makes 2-pt layup from 2 ft (assist by D. White),,77,76
321,3,0:46.0,,M. Bridges misses 2-pt layup from 2 ft,77,76
322,3,0:43.0,Defensive rebound by L. Walker,,77,76
323,3,0:38.0,K. Johnson misses 3-pt jump shot from 26 ft,,77,76
324,3,0:35.0,,Defensive rebound by M. Bridges,77,76
325,3,0:16.0,,Turnover by J. Chealey (traveling),77,76
326,3,0:16.0,B. Forbes enters the game for K. Johnson,,77,76
327,3,0:16.0,,P. Washington enters the game for W. Hernangómez,77,76
328,3,0:00.0,P. Mills misses 2-pt jump shot from 20 ft,,77,76
329,3,0:00.0,Offensive rebound by Team,,77,76
330,4,11:41.0,,Turnover by W. Hernangómez (off goaltending),77,76
331,4,11:23.0,R. Gay makes 2-pt hook shot from 4 ft,,79,76
332,4,11:05.0,,J. Chealey misses 2-pt layup from 4 ft (block by D. White),79,76
333,4,11:05.0,Defensive rebound by D. White,,79,76
334,4,11:05.0,Personal foul by M. Bridges (drawn by D. White),,79,76
335,4,10:50.0,R. Gay makes 2-pt jump shot from 12 ft,,81,76
336,4,10:27.0,,C. Martin makes 2-pt layup from 1 ft,81,78
337,4,10:13.0,P. Mills misses 3-pt jump shot from 26 ft,,81,78
338,4,10:11.0,,Defensive rebound by Team,81,78
339,4,10:11.0,,P. Washington enters the game for W. Hernangómez,81,78
340,4,9:55.0,,C. Martin makes 2-pt jump shot from 20 ft,81,80
341,4,9:42.0,L. Walker makes 2-pt layup from 2 ft,,83,80
342,4,9:30.0,,M. Bridges makes 2-pt dunk from 1 ft (assist by C. Martin),83,82
343,4,9:09.0,Offensive foul by D. White (drawn by C. Martin),,83,82
344,4,9:09.0,Turnover by D. White (offensive foul),,83,82
345,4,9:09.0,San Antonio full timeout,,83,82
346,4,9:09.0,Instant Replay (Challenge: Ruling Stands),,83,82
347,4,9:09.0,D. DeRozan enters the game for R. Gay,,83,82
348,4,9:09.0,B. Forbes enters the game for K. Johnson,,83,82
349,4,9:09.0,T. Lyles enters the game for P. Mills,,83,82
350,4,9:09.0,D. Murray enters the game for D. White,,83,82
351,4,9:09.0,,J. McDaniels enters the game for J. Chealey,83,82
352,4,9:09.0,,T. Rozier enters the game for C. Martin,83,82
353,4,8:48.0,,T. Rozier makes 2-pt jump shot from 22 ft,83,84
354,4,8:24.0,D. Murray makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,86,84
355,4,8:11.0,,M. Bridges misses 2-pt hook shot from 6 ft,86,84
356,4,8:09.0,Defensive rebound by T. Lyles,,86,84
357,4,7:51.0,Turnover by L. Walker (step out of bounds),,86,84
358,4,7:51.0,,C. Zeller enters the game for M. Bridges,86,84
359,4,7:28.0,,T. Rozier makes 2-pt jump shot from 10 ft (assist by C. Zeller),86,86
360,4,7:09.0,D. DeRozan makes 2-pt jump shot from 19 ft,,88,86
361,4,6:53.0,,T. Rozier misses 3-pt jump shot from 26 ft,88,86
362,4,6:50.0,Defensive rebound by L. Walker,,88,86
363,4,6:48.0,Shooting foul by J. McDaniels (drawn by B. Forbes),,88,86
364,4,6:48.0,B. Forbes misses free throw 1 of 3,,88,86
365,4,6:48.0,Offensive rebound by Team,,88,86
366,4,6:48.0,B. Forbes makes free throw 2 of 3,,89,86
367,4,6:48.0,,C. Martin enters the game for C. Martin,89,86
368,4,6:48.0,B. Forbes makes free throw 3 of 3,,90,86
369,4,6:36.0,,P. Washington makes 3-pt jump shot from 25 ft (assist by T. Rozier),90,89
370,4,6:20.0,D. DeRozan makes 2-pt jump shot from 6 ft,,92,89
371,4,5:59.0,,T. Rozier misses 2-pt jump shot from 22 ft,92,89
372,4,5:56.0,Defensive rebound by D. Murray,,92,89
373,4,5:48.0,L. Walker makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,95,89
374,4,5:28.0,,Shooting foul by D. Murray (drawn by P. Washington),95,89
375,4,5:28.0,,P. Washington misses free throw 1 of 2,95,89
376,4,5:28.0,,Offensive rebound by Team,95,89
377,4,5:28.0,,P. Washington misses free throw 2 of 2,95,89
378,4,5:25.0,Defensive rebound by D. Murray,,95,89
379,4,5:11.0,D. DeRozan misses 2-pt jump shot from 10 ft (block by P. Washington),,95,89
380,4,5:11.0,Offensive rebound by Team,,95,89
381,4,5:11.0,,M. Bridges enters the game for C. Zeller,95,89
382,4,5:04.0,D. Murray misses 3-pt jump shot from 26 ft,,95,89
383,4,5:01.0,,Defensive rebound by M. Bridges,95,89
384,4,4:54.0,,M. Bridges misses 2-pt layup from 2 ft,95,89
385,4,4:52.0,,Offensive rebound by J. McDaniels,95,89
