,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ORLANDO_ACTION,LA CLIPPERS_SCORE,ORLANDO_SCORE
110,1,1:44.0,J. Robinson enters the game for L. Shamet,,20,23
111,1,1:44.0,,K. Birch enters the game for A. Gordon,20,23
112,1,1:44.0,,T. Ross makes free throw 3 of 3,20,24
113,1,1:36.0,Def 3 sec tech foul by Team,,20,24
114,1,1:36.0,L. Williams makes technical free throw,,21,24
115,1,1:26.0,M. Harrell makes 2-pt layup from 2 ft,,23,24
116,1,1:12.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,23,24
117,1,1:09.0,Defensive rebound by J. Green,,23,24
118,1,0:59.0,M. Harrell misses 2-pt layup from 2 ft (block by K. Birch),,23,24
119,1,0:56.0,,Defensive rebound by W. Iwundu,23,24
120,1,0:44.0,,Shooting foul by L. Williams (drawn by K. Birch),23,24
121,1,0:44.0,,K. Birch makes free throw 1 of 2,23,25
122,1,0:44.0,,K. Birch makes free throw 2 of 2,23,26
123,1,0:31.0,L. Williams makes 3-pt jump shot from 27 ft,,26,26
124,1,0:15.0,,T. Ross misses 3-pt jump shot from 26 ft,26,26
125,1,0:13.0,,Offensive rebound by K. Birch,26,26
126,1,0:13.0,,K. Birch makes 2-pt layup at rim,26,28
127,2,11:51.0,,M. Carter-Williams makes 2-pt dunk from 1 ft,26,30
128,2,11:32.0,J. Robinson misses 3-pt jump shot from 25 ft,,26,30
129,2,11:30.0,Offensive rebound by J. Green,,26,30
130,2,11:26.0,J. Green misses 2-pt hook shot from 5 ft (block by M. Bamba),,26,30
131,2,11:25.0,Offensive rebound by Team,,26,30
132,2,11:19.0,L. Williams misses 2-pt jump shot from 18 ft,,26,30
133,2,11:17.0,,Defensive rebound by T. Ross,26,30
134,2,11:06.0,,E. Fournier misses 3-pt jump shot from 26 ft,26,30
135,2,11:02.0,Defensive rebound by J. Green,,26,30
136,2,10:55.0,Turnover by R. McGruder (bad pass),,26,30
137,2,10:45.0,,T. Ross makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),26,32
138,2,10:44.0,LA Clippers full timeout,,26,32
139,2,10:30.0,Turnover by L. Williams (bad pass; steal by K. Birch),,26,32
140,2,10:24.0,,E. Fournier misses 2-pt layup from 4 ft (block by M. Harrell),26,32
141,2,10:21.0,,Offensive rebound by M. Bamba,26,32
142,2,10:18.0,,Personal foul by J. Green (drawn by M. Carter-Williams),26,32
143,2,10:18.0,T. Mann enters the game for J. Robinson,,26,32
144,2,10:08.0,,M. Bamba makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),26,34
145,2,9:52.0,J. Green misses 2-pt layup from 6 ft,,26,34
146,2,9:51.0,,Defensive rebound by M. Carter-Williams,26,34
147,2,9:43.0,,M. Bamba makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),26,37
148,2,9:25.0,Shooting foul by M. Carter-Williams (drawn by L. Williams),,26,37
149,2,9:25.0,L. Williams makes free throw 1 of 3,,27,37
150,2,9:25.0,L. Williams makes free throw 2 of 3,,28,37
151,2,9:25.0,L. Williams makes free throw 3 of 3,,29,37
152,2,9:14.0,,T. Ross makes 2-pt jump shot from 13 ft (assist by M. Carter-Williams),29,39
153,2,9:01.0,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),,31,39
154,2,8:42.0,,K. Birch makes 2-pt layup from 2 ft (assist by M. Carter-Williams),31,41
155,2,8:33.0,Shooting foul by M. Carter-Williams (drawn by L. Williams),,31,41
156,2,8:33.0,L. Williams makes free throw 1 of 2,,32,41
157,2,8:33.0,L. Williams makes free throw 2 of 2,,33,41
158,2,8:16.0,,T. Ross misses 3-pt jump shot from 26 ft,33,41
159,2,8:13.0,Defensive rebound by J. Green,,33,41
160,2,8:06.0,M. Harrell makes 2-pt dunk from 2 ft (assist by J. Green),,35,41
161,2,7:56.0,,Orlando full timeout,35,41
162,2,7:56.0,,M. Fultz enters the game for E. Fournier,35,41
163,2,7:44.0,,Personal foul by T. Mann (drawn by K. Birch),35,41
164,2,7:31.0,,M. Fultz makes 2-pt jump shot from 15 ft,35,43
165,2,7:06.0,L. Williams makes 3-pt jump shot from 29 ft (assist by J. Green),,38,43
166,2,6:51.0,,Turnover by M. Fultz (bad pass),38,43
167,2,6:51.0,K. Leonard enters the game for M. Harrell,,38,43
168,2,6:51.0,L. Shamet enters the game for T. Mann,,38,43
169,2,6:51.0,I. Zubac enters the game for R. McGruder,,38,43
170,2,6:51.0,,A. Gordon enters the game for M. Bamba,38,43
171,2,6:51.0,,N. Vučević enters the game for M. Carter-Williams,38,43
172,2,6:42.0,L. Williams misses 3-pt jump shot from 26 ft,,38,43
173,2,6:37.0,,Defensive rebound by N. Vučević,38,43
174,2,6:25.0,,Turnover by M. Fultz (discontinued dribble),38,43
175,2,6:25.0,P. Patterson enters the game for J. Green,,38,43
176,2,6:02.0,I. Zubac misses 2-pt hook shot from 8 ft,,38,43
177,2,6:02.0,Offensive rebound by Team,,38,43
178,2,6:02.0,,Loose ball foul by K. Birch (drawn by P. Patterson),38,43
179,2,5:52.0,LA Clippers full timeout,,38,43
180,2,5:52.0,M. Harkless enters the game for L. Williams,,38,43
181,2,5:52.0,,W. Iwundu enters the game for T. Ross,38,43
182,2,5:48.0,L. Shamet misses 3-pt jump shot from 26 ft,,38,43
183,2,5:45.0,,Defensive rebound by N. Vučević,38,43
184,2,5:30.0,,W. Iwundu misses 2-pt jump shot from 21 ft,38,43
185,2,5:26.0,Defensive rebound by I. Zubac,,38,43
186,2,5:19.0,K. Leonard misses 2-pt layup from 6 ft,,38,43
187,2,5:16.0,,Defensive rebound by N. Vučević,38,43
188,2,5:06.0,,M. Fultz misses 2-pt hook shot from 4 ft,38,43
189,2,5:04.0,Defensive rebound by M. Harkless,,38,43
190,2,4:51.0,K. Leonard makes 2-pt jump shot from 20 ft (assist by I. Zubac),,40,43
191,2,4:28.0,,A. Gordon misses 2-pt layup from 2 ft,40,43
192,2,4:26.0,Defensive rebound by K. Leonard,,40,43
193,2,4:20.0,K. Leonard makes 2-pt dunk from 3 ft,,42,43
194,2,3:58.0,,W. Iwundu misses 3-pt jump shot from 23 ft,42,43
195,2,3:55.0,Defensive rebound by I. Zubac,,42,43
196,2,3:45.0,,Violation by Team (kicked ball),42,43
197,2,3:45.0,,E. Fournier enters the game for K. Birch,42,43
198,2,3:40.0,Turnover by L. Shamet (bad pass; steal by M. Fultz),,42,43
199,2,3:36.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by W. Iwundu),42,45
200,2,3:14.0,K. Leonard makes 2-pt jump shot from 17 ft,,44,45
201,2,2:59.0,,E. Fournier misses 2-pt jump shot from 10 ft,44,45
202,2,2:56.0,Defensive rebound by K. Leonard,,44,45
203,2,2:49.0,K. Leonard makes 3-pt jump shot from 27 ft,,47,45
204,2,2:30.0,,W. Iwundu makes 2-pt dunk from 2 ft (assist by A. Gordon),47,47
205,2,2:30.0,,T. Ross enters the game for W. Iwundu,47,47
206,2,2:06.0,L. Shamet makes 3-pt jump shot from 23 ft (assist by M. Harkless),,50,47
207,2,1:46.0,,E. Fournier makes 2-pt jump shot from 9 ft (assist by A. Gordon),50,49
208,2,1:39.0,Personal foul by E. Fournier (drawn by K. Leonard),,50,49
209,2,1:39.0,,W. Iwundu enters the game for A. Gordon,50,49
210,2,1:35.0,Offensive foul by I. Zubac (drawn by E. Fournier),,50,49
211,2,1:35.0,Turnover by I. Zubac (offensive foul),,50,49
212,2,1:35.0,L. Williams enters the game for M. Harkless,,50,49
213,2,1:24.0,,Offensive foul by N. Vučević (drawn by K. Leonard),50,49
214,2,1:24.0,,Turnover by N. Vučević (offensive foul),50,49
215,2,1:24.0,,M. Bamba enters the game for N. Vučević,50,49
216,2,1:07.0,K. Leonard misses 2-pt jump shot from 10 ft,,50,49
217,2,1:00.0,Offensive rebound by P. Patterson,,50,49
218,2,1:00.0,P. Patterson misses 2-pt layup from 1 ft,,50,49
219,2,1:00.0,Offensive rebound by I. Zubac,,50,49
220,2,1:00.0,L. Shamet misses 3-pt jump shot from 27 ft,,50,49
221,2,1:00.0,Offensive rebound by Team,,50,49
222,2,1:00.0,,Loose ball foul by W. Iwundu (drawn by P. Patterson),50,49
223,2,1:00.0,P. Patterson makes free throw 1 of 2,,51,49
224,2,1:00.0,P. Patterson makes free throw 2 of 2,,52,49
225,2,0:50.0,,T. Ross misses 2-pt jump shot from 20 ft,52,49
226,2,0:48.0,,Offensive rebound by Team,52,49
227,2,0:44.0,,E. Fournier misses 3-pt jump shot from 25 ft,52,49
228,2,0:42.0,Defensive rebound by K. Leonard,,52,49
229,2,0:37.0,Turnover by K. Leonard (bad pass; steal by M. Fultz),,52,49
230,2,0:32.0,,W. Iwundu makes 3-pt jump shot from 23 ft (assist by E. Fournier),52,52
231,2,0:12.0,P. Patterson misses 3-pt jump shot from 23 ft,,52,52
232,2,0:09.0,Offensive rebound by I. Zubac,,52,52
233,2,0:08.0,I. Zubac makes 2-pt hook shot from 6 ft,,54,52
234,2,0:03.0,,Personal foul by L. Williams (drawn by M. Fultz),54,52
235,2,0:03.0,R. McGruder enters the game for L. Williams,,54,52
236,2,0:03.0,J. Robinson enters the game for I. Zubac,,54,52
237,2,0:00.0,,E. Fournier misses 3-pt jump shot from 25 ft,54,52
238,2,0:00.0,,Offensive rebound by Team,54,52
239,3,11:43.0,,A. Gordon misses 2-pt hook shot from 6 ft (block by I. Zubac),54,52
240,3,11:39.0,,Offensive rebound by A. Gordon,54,52
241,3,11:36.0,,A. Gordon misses 3-pt jump shot from 26 ft,54,52
242,3,11:34.0,Defensive rebound by I. Zubac,,54,52
243,3,11:24.0,M. Harkless misses 2-pt jump shot from 3 ft,,54,52
244,3,11:21.0,,Defensive rebound by M. Fultz,54,52
245,3,11:03.0,,M. Fultz makes 3-pt jump shot from 26 ft (assist by N. Vučević),54,55
246,3,10:37.0,M. Harkless makes 3-pt jump shot from 24 ft (assist by L. Shamet),,57,55
247,3,10:15.0,,K. Birch misses 2-pt layup from 3 ft (block by M. Harkless),57,55
248,3,10:13.0,Defensive rebound by M. Harkless,,57,55
249,3,10:10.0,K. Leonard misses 2-pt layup from 2 ft (block by K. Birch),,57,55
250,3,10:09.0,I. Zubac makes 2-pt dunk from 2 ft,,59,55
251,3,10:09.0,Offensive rebound by I. Zubac,,59,55
252,3,10:00.0,,N. Vučević misses 3-pt jump shot from 27 ft,59,55
253,3,10:00.0,Defensive rebound by K. Leonard,,59,55
254,3,9:45.0,K. Leonard makes 2-pt jump shot from 21 ft,,61,55
255,3,9:21.0,,Shooting foul by P. Patterson (drawn by A. Gordon),61,55
256,3,9:21.0,,A. Gordon misses free throw 1 of 2,61,55
257,3,9:21.0,,Offensive rebound by Team,61,55
258,3,9:21.0,,A. Gordon makes free throw 2 of 2,61,56
259,3,9:12.0,Personal foul by A. Gordon (drawn by K. Leonard),,61,56
260,3,9:06.0,K. Leonard makes 3-pt jump shot from 26 ft (assist by P. Patterson),,64,56
261,3,9:04.0,Technical foul by A. Gordon,,64,56
262,3,9:04.0,K. Leonard makes technical free throw,,65,56
263,3,8:53.0,,N. Vučević misses 2-pt hook shot from 14 ft,65,56
264,3,8:49.0,Defensive rebound by I. Zubac,,65,56
265,3,8:43.0,K. Leonard makes 2-pt jump shot from 14 ft,,67,56
266,3,8:43.0,,Orlando full timeout,67,56
267,3,8:26.0,,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Fournier),67,58
268,3,8:09.0,Shooting foul by K. Birch (drawn by K. Leonard),,67,58
269,3,8:09.0,,Orlando full timeout,67,58
270,3,8:09.0,,Instant Replay (Challenge: Ruling Stands),67,58
271,3,8:09.0,K. Leonard makes free throw 1 of 2,,68,58
272,3,8:09.0,K. Leonard makes free throw 2 of 2,,69,58
273,3,8:00.0,,Personal foul by K. Leonard (drawn by M. Fultz),69,58
274,3,7:47.0,,N. Vučević misses 2-pt jump shot from 22 ft,69,58
275,3,7:45.0,,Offensive rebound by A. Gordon,69,58
276,3,7:34.0,,E. Fournier misses 2-pt jump shot from 21 ft,69,58
277,3,7:32.0,,Offensive rebound by K. Birch,69,58
278,3,7:24.0,,M. Fultz misses 2-pt layup from 5 ft,69,58
279,3,7:20.0,Defensive rebound by P. Patterson,,69,58
280,3,7:14.0,Offensive foul by P. Patterson (drawn by A. Gordon),,69,58
281,3,7:14.0,Turnover by P. Patterson (offensive foul),,69,58
282,3,6:55.0,,E. Fournier misses 3-pt jump shot from 26 ft,69,58
283,3,6:51.0,,Offensive rebound by K. Birch,69,58
284,3,6:49.0,,E. Fournier misses 3-pt jump shot from 26 ft,69,58
285,3,6:45.0,Defensive rebound by I. Zubac,,69,58
286,3,6:42.0,Personal foul by E. Fournier (drawn by P. Patterson),,69,58
287,3,6:31.0,Shooting foul by K. Birch (drawn by L. Shamet),,69,58
288,3,6:31.0,L. Shamet makes free throw 1 of 3,,70,58
289,3,6:31.0,L. Shamet makes free throw 2 of 3,,71,58
290,3,6:31.0,,T. Ross enters the game for K. Birch,71,58
291,3,6:31.0,L. Shamet makes free throw 3 of 3,,72,58
292,3,6:21.0,,N. Vučević misses 3-pt jump shot from 27 ft,72,58
293,3,6:14.0,Defensive rebound by K. Leonard,,72,58
294,3,6:13.0,Turnover by P. Patterson (traveling),,72,58
295,3,5:53.0,,M. Fultz misses 3-pt jump shot from 25 ft,72,58
296,3,5:50.0,,Offensive rebound by N. Vučević,72,58
297,3,5:43.0,,Turnover by N. Vučević (lost ball; steal by K. Leonard),72,58
298,3,5:35.0,K. Leonard makes 3-pt jump shot from 26 ft,,75,58
299,3,5:23.0,,N. Vučević makes 2-pt layup from 2 ft (assist by M. Fultz),75,60
300,3,5:23.0,,Shooting foul by I. Zubac (drawn by N. Vučević),75,60
301,3,5:23.0,,N. Vučević makes free throw 1 of 1,75,61
302,3,5:11.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by M. Harkless),,78,61
303,3,4:45.0,,A. Gordon misses 3-pt jump shot from 24 ft,78,61
304,3,4:43.0,Defensive rebound by P. Patterson,,78,61
305,3,4:37.0,Offensive foul by I. Zubac (drawn by M. Fultz),,78,61
306,3,4:37.0,Turnover by I. Zubac (offensive foul),,78,61
307,3,4:37.0,M. Harrell enters the game for P. Patterson,,78,61
308,3,4:37.0,L. Williams enters the game for I. Zubac,,78,61
309,3,4:37.0,,W. Iwundu enters the game for E. Fournier,78,61
310,3,4:26.0,,Offensive foul by N. Vučević (drawn by K. Leonard),78,61
311,3,4:26.0,,Turnover by N. Vučević (offensive foul),78,61
312,3,4:12.0,M. Harrell misses 2-pt layup from 2 ft,,78,61
313,3,4:10.0,,Defensive rebound by N. Vučević,78,61
314,3,4:06.0,,N. Vučević misses 3-pt jump shot from 25 ft,78,61
315,3,4:01.0,,Offensive rebound by W. Iwundu,78,61
316,3,3:57.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by T. Ross),78,64
317,3,3:35.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by K. Leonard),,81,64
318,3,3:09.0,,N. Vučević misses 2-pt jump shot from 10 ft,81,64
319,3,3:07.0,,Offensive rebound by A. Gordon,81,64
320,3,3:05.0,,Turnover by A. Gordon (bad pass; steal by M. Harkless),81,64
321,3,3:01.0,M. Harrell misses 2-pt jump shot from 5 ft,,81,64
322,3,2:57.0,Offensive rebound by K. Leonard,,81,64
323,3,2:57.0,M. Harrell makes 2-pt layup from 1 ft (assist by K. Leonard),,83,64
324,3,2:56.0,,Orlando full timeout,83,64
325,3,2:56.0,J. Green enters the game for M. Harkless,,83,64
326,3,2:56.0,,M. Bamba enters the game for M. Fultz,83,64
327,3,2:56.0,,M. Carter-Williams enters the game for N. Vučević,83,64
328,3,2:40.0,,M. Carter-Williams makes 2-pt jump shot from 4 ft (assist by A. Gordon),83,66
329,3,2:25.0,L. Williams misses 2-pt jump shot from 9 ft,,83,66
330,3,2:17.0,Offensive rebound by M. Harrell,,83,66
331,3,2:17.0,M. Harrell misses 2-pt layup at rim,,83,66
332,3,2:16.0,,Defensive rebound by A. Gordon,83,66
333,3,2:11.0,,M. Bamba misses 3-pt jump shot from 25 ft,83,66
334,3,2:09.0,Defensive rebound by K. Leonard,,83,66
335,3,2:02.0,Turnover by K. Leonard (bad pass; steal by M. Bamba),,83,66
336,3,1:57.0,,W. Iwundu makes 3-pt jump shot from 24 ft (assist by A. Gordon),83,69
337,3,1:36.0,K. Leonard makes 2-pt jump shot from 9 ft,,85,69
338,3,1:17.0,,Shooting foul by M. Harrell (drawn by W. Iwundu),85,69
339,3,1:17.0,,W. Iwundu makes free throw 1 of 2,85,70
340,3,1:17.0,,W. Iwundu makes free throw 2 of 2,85,71
341,3,1:17.0,R. McGruder enters the game for K. Leonard,,85,71
342,3,1:12.0,Offensive foul by J. Green (drawn by M. Carter-Williams),,85,71
343,3,1:12.0,Turnover by J. Green (offensive foul),,85,71
344,3,1:12.0,J. Robinson enters the game for L. Shamet,,85,71
345,3,1:12.0,,K. Birch enters the game for A. Gordon,85,71
346,3,0:59.0,,T. Ross misses 2-pt layup from 5 ft (block by M. Harrell),85,71
347,3,0:59.0,,Offensive rebound by Team,85,71
348,3,0:56.0,,T. Ross misses 2-pt jump shot from 18 ft,85,71
349,3,0:55.0,,Offensive rebound by M. Carter-Williams,85,71
350,3,0:54.0,,M. Carter-Williams misses 2-pt layup from 1 ft,85,71
351,3,0:54.0,,Offensive rebound by M. Carter-Williams,85,71
352,3,0:53.0,,M. Carter-Williams misses 2-pt layup from 4 ft (block by R. McGruder),85,71
353,3,0:52.0,,Offensive rebound by Team,85,71
354,3,0:48.0,,T. Ross misses 2-pt layup from 3 ft,85,71
355,3,0:48.0,,Offensive rebound by Team,85,71
356,3,0:48.0,,Personal foul by J. Green (drawn by M. Bamba),85,71
357,3,0:48.0,,M. Bamba misses free throw 1 of 2,85,71
358,3,0:48.0,,Offensive rebound by Team,85,71
359,3,0:48.0,,M. Bamba makes free throw 2 of 2,85,72
360,3,0:28.0,R. McGruder misses 2-pt jump shot from 11 ft,,85,72
361,3,0:22.0,,Defensive rebound by M. Bamba,85,72
362,3,0:09.0,,T. Ross misses 3-pt jump shot from 26 ft,85,72
363,3,0:04.0,Defensive rebound by L. Williams,,85,72
364,3,0:01.0,J. Robinson misses 3-pt jump shot from 23 ft (block by T. Ross),,85,72
365,3,0:01.0,,Defensive rebound by W. Iwundu,85,72
366,4,11:48.0,L. Williams misses 2-pt jump shot from 21 ft,,85,72
367,4,11:42.0,,Defensive rebound by K. Birch,85,72
368,4,11:38.0,,Shooting foul by M. Harrell (drawn by W. Iwundu),85,72
369,4,11:38.0,,W. Iwundu makes free throw 1 of 2,85,73
370,4,11:38.0,,W. Iwundu makes free throw 2 of 2,85,74
371,4,11:27.0,Turnover by M. Harrell (bad pass; steal by T. Ross),,85,74
372,4,11:14.0,,T. Ross misses 2-pt jump shot from 20 ft,85,74
373,4,11:12.0,Defensive rebound by R. McGruder,,85,74
374,4,11:05.0,Shooting foul by M. Bamba (drawn by M. Harrell),,85,74
375,4,11:05.0,M. Harrell makes free throw 1 of 2,,86,74
376,4,11:05.0,M. Harrell makes free throw 2 of 2,,87,74
377,4,10:52.0,,T. Ross misses 2-pt jump shot from 19 ft,87,74
378,4,10:46.0,,Offensive rebound by K. Birch,87,74
379,4,10:46.0,,K. Birch makes 2-pt dunk from 1 ft,87,76
380,4,10:31.0,Turnover by L. Williams (out of bounds lost ball),,87,76
381,4,10:11.0,,M. Bamba misses 2-pt jump shot from 17 ft (block by M. Harrell),87,76
382,4,10:08.0,Defensive rebound by R. McGruder,,87,76
383,4,9:57.0,J. Robinson makes 2-pt layup from 3 ft,,89,76
384,4,9:36.0,,M. Carter-Williams makes 2-pt layup from 3 ft (assist by W. Iwundu),89,78
385,4,9:29.0,Shooting foul by M. Carter-Williams (drawn by L. Williams),,89,78
