,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CHICAGO_ACTION,SACRAMENTO_SCORE,CHICAGO_SCORE
383,4,5:47.0,K. Bazemore misses 2-pt jump shot from 14 ft,,85,75
384,4,5:45.0,,Defensive rebound by T. Satoranský,85,75
385,4,5:39.0,,Turnover by Z. LaVine (traveling),85,75
386,4,5:21.0,H. Barnes makes 2-pt layup from 1 ft (assist by H. Giles),,87,75
387,4,5:06.0,,Z. LaVine misses 3-pt jump shot from 26 ft,87,75
388,4,5:02.0,Defensive rebound by C. Joseph,,87,75
389,4,4:57.0,Turnover by C. Joseph (traveling),,87,75
390,4,4:57.0,,Chicago full timeout,87,75
391,4,4:44.0,,Z. LaVine misses 2-pt layup from 3 ft,87,75
392,4,4:43.0,Defensive rebound by H. Barnes,,87,75
393,4,4:42.0,Technical foul by Z. LaVine,,87,75
394,4,4:42.0,B. Bogdanović makes technical free throw,,88,75
395,4,4:41.0,Technical foul by J. Boylen,,88,75
396,4,4:41.0,B. Bogdanović makes technical free throw,,89,75
397,4,4:24.0,B. Bogdanović makes 3-pt jump shot from 27 ft,,92,75
398,4,4:05.0,,Shooting foul by H. Giles (drawn by Z. LaVine),92,75
399,4,4:05.0,,Z. LaVine misses free throw 1 of 2,92,75
400,4,4:05.0,,Offensive rebound by Team,92,75
401,4,4:05.0,,Z. LaVine makes free throw 2 of 2,92,76
402,4,3:43.0,C. Joseph misses 2-pt layup from 2 ft,,92,76
403,4,3:41.0,,Defensive rebound by Z. LaVine,92,76
404,4,3:37.0,,C. White makes 3-pt jump shot from 25 ft (assist by C. Hutchison),92,79
405,4,3:36.0,Sacramento full timeout,,92,79
406,4,3:36.0,N. Bjelica enters the game for K. Bazemore,,92,79
407,4,3:36.0,D. Fox enters the game for H. Giles,,92,79
408,4,3:09.0,H. Barnes makes 2-pt dunk from 1 ft (assist by N. Bjelica),,94,79
409,4,2:52.0,,Z. LaVine misses 2-pt layup from 2 ft,94,79
410,4,2:51.0,Defensive rebound by C. Joseph,,94,79
411,4,2:49.0,Personal foul by C. White (drawn by D. Fox),,94,79
412,4,2:49.0,D. Fox makes free throw 1 of 2,,95,79
413,4,2:49.0,,R. Arcidiacono enters the game for C. Hutchison,95,79
414,4,2:49.0,,C. Felício enters the game for Z. LaVine,95,79
415,4,2:49.0,,S. Harrison enters the game for T. Satoranský,95,79
416,4,2:49.0,,A. Mokoka enters the game for C. White,95,79
417,4,2:49.0,,D. Valentine enters the game for T. Young,95,79
418,4,2:49.0,D. Fox makes free throw 2 of 2,,96,79
419,4,2:27.0,,A. Mokoka misses 3-pt jump shot from 26 ft,96,79
420,4,2:21.0,,Offensive rebound by C. Felício,96,79
421,4,2:21.0,,C. Felício makes 2-pt layup from 1 ft,96,81
422,4,2:03.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,96,81
423,4,2:00.0,,Defensive rebound by C. Felício,96,81
424,4,1:49.0,,A. Mokoka misses 3-pt jump shot from 25 ft,96,81
425,4,1:46.0,Defensive rebound by N. Bjelica,,96,81
426,4,1:30.0,D. Fox misses 2-pt layup from 1 ft,,96,81
427,4,1:28.0,,Defensive rebound by D. Valentine,96,81
428,4,1:20.0,,S. Harrison misses 2-pt layup from 2 ft,96,81
429,4,1:19.0,Defensive rebound by B. Bogdanović,,96,81
430,4,1:18.0,Sacramento full timeout,,96,81
431,4,1:18.0,Y. Ferrell enters the game for H. Barnes,,96,81
432,4,1:18.0,H. Giles enters the game for N. Bjelica,,96,81
433,4,1:18.0,K. Guy enters the game for B. Bogdanović,,96,81
434,4,1:18.0,J. James enters the game for D. Fox,,96,81
435,4,1:18.0,A. Tolliver enters the game for C. Joseph,,96,81
436,4,1:06.0,K. Guy makes 2-pt jump shot from 22 ft (assist by H. Giles),,98,81
437,4,0:56.0,,S. Harrison misses 2-pt layup from 3 ft,98,81
438,4,0:51.0,Defensive rebound by H. Giles,,98,81
439,4,0:38.0,Y. Ferrell misses 3-pt jump shot from 27 ft,,98,81
440,4,0:35.0,,Defensive rebound by C. Felício,98,81
441,4,0:27.0,,Turnover by D. Valentine (bad pass; steal by A. Tolliver),98,81
442,4,0:04.0,Turnover by Team (shot clock),,98,81
