,QUARTER,TIME_REMAINING,DENVER_ACTION,OKLAHOMA CITY_ACTION,DENVER_SCORE,OKLAHOMA CITY_SCORE
25,1,8:26.0,,S. Adams misses 2-pt layup from 2 ft,4,4
26,1,8:24.0,Defensive rebound by N. Jokić,,4,4
27,1,8:14.0,Turnover by G. Harris (step out of bounds),,4,4
28,1,8:07.0,,S. Adams makes 2-pt jump shot from 14 ft (assist by C. Paul),4,6
29,1,7:56.0,Personal foul by L. Dort (drawn by J. Murray),,4,6
30,1,7:48.0,G. Harris misses 2-pt layup from 2 ft,,4,6
31,1,7:46.0,,Defensive rebound by S. Adams,4,6
32,1,7:39.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,4,8
33,1,7:12.0,J. Murray makes 2-pt jump shot from 13 ft,,6,8
34,1,7:03.0,,L. Dort misses 3-pt jump shot from 23 ft,6,8
35,1,6:59.0,Defensive rebound by G. Harris,,6,8
36,1,6:48.0,Turnover by W. Barton (bad pass; steal by S. Adams),,6,8
37,1,6:45.0,,Shooting foul by G. Harris (drawn by S. Gilgeous-Alexander),6,8
38,1,6:45.0,,Oklahoma City full timeout,6,8
39,1,6:45.0,,N. Noel enters the game for S. Adams,6,8
40,1,6:45.0,,S. Gilgeous-Alexander misses free throw 1 of 2,6,8
41,1,6:45.0,,Offensive rebound by Team,6,8
42,1,6:45.0,,S. Gilgeous-Alexander makes free throw 2 of 2,6,9
43,1,6:32.0,N. Jokić makes 2-pt jump shot from 7 ft,,8,9
44,1,6:32.0,Shooting foul by N. Noel (drawn by N. Jokić),,8,9
45,1,6:32.0,N. Jokić makes free throw 1 of 1,,9,9
46,1,6:23.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 7 ft,9,9
47,1,6:21.0,Defensive rebound by P. Millsap,,9,9
48,1,6:14.0,P. Millsap misses 2-pt jump shot from 8 ft,,9,9
49,1,6:12.0,,Defensive rebound by N. Noel,9,9
50,1,6:01.0,,C. Paul misses 2-pt jump shot from 16 ft,9,9
51,1,5:59.0,Defensive rebound by Team,,9,9
52,1,5:52.0,W. Barton misses 2-pt jump shot from 14 ft (block by S. Gilgeous-Alexander),,9,9
53,1,5:50.0,,Defensive rebound by D. Gallinari,9,9
54,1,5:43.0,,N. Noel makes 2-pt layup from 3 ft (assist by S. Gilgeous-Alexander),9,11
55,1,5:18.0,N. Jokić makes 2-pt layup from 2 ft,,11,11
56,1,4:55.0,,Turnover by C. Paul (bad pass; steal by W. Barton),11,11
57,1,4:55.0,Personal foul by C. Paul (drawn by W. Barton),,11,11
58,1,4:55.0,J. Grant enters the game for W. Barton,,11,11
59,1,4:55.0,M. Morris enters the game for P. Millsap,,11,11
60,1,4:55.0,,D. Schröder enters the game for C. Paul,11,11
61,1,4:42.0,G. Harris misses 2-pt layup from 4 ft,,11,11
62,1,4:39.0,Offensive rebound by N. Jokić,,11,11
63,1,4:39.0,N. Jokić makes 2-pt layup from 1 ft,,13,11
64,1,4:31.0,,N. Noel makes 2-pt jump shot from 7 ft (assist by L. Dort),13,13
65,1,4:16.0,J. Murray makes 2-pt jump shot from 10 ft (assist by N. Jokić),,15,13
66,1,3:54.0,,L. Dort makes 3-pt jump shot from 26 ft (assist by D. Gallinari),15,16
67,1,3:30.0,G. Harris misses 3-pt jump shot from 26 ft,,15,16
68,1,3:27.0,,Defensive rebound by D. Schröder,15,16
69,1,3:20.0,,S. Gilgeous-Alexander misses 2-pt layup from 7 ft (block by J. Murray),15,16
70,1,3:17.0,,Offensive rebound by S. Gilgeous-Alexander,15,16
71,1,3:07.0,,Shooting foul by G. Harris (drawn by D. Gallinari),15,16
72,1,3:07.0,,D. Gallinari makes free throw 1 of 2,15,17
73,1,3:07.0,T. Craig enters the game for G. Harris,,15,17
74,1,3:07.0,M. Plumlee enters the game for N. Jokić,,15,17
75,1,3:07.0,M. Porter enters the game for J. Murray,,15,17
76,1,3:07.0,,T. Ferguson enters the game for L. Dort,15,17
77,1,3:07.0,,D. Gallinari makes free throw 2 of 2,15,18
78,1,2:49.0,Turnover by M. Plumlee (step out of bounds),,15,18
79,1,2:49.0,Denver full timeout,,15,18
80,1,2:49.0,,A. Nader enters the game for D. Gallinari,15,18
81,1,2:33.0,,D. Schröder misses 2-pt jump shot from 10 ft,15,18
82,1,2:30.0,Defensive rebound by M. Plumlee,,15,18
83,1,2:18.0,Turnover by M. Plumlee (bad pass; steal by D. Schröder),,15,18
84,1,2:06.0,,D. Schröder makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),15,21
85,1,1:49.0,J. Grant misses 3-pt jump shot from 23 ft,,15,21
86,1,1:46.0,,Defensive rebound by S. Gilgeous-Alexander,15,21
87,1,1:33.0,,N. Noel makes 2-pt layup from 8 ft (assist by S. Gilgeous-Alexander),15,23
88,1,1:33.0,Denver full timeout,,15,23
89,1,1:33.0,,S. Adams enters the game for S. Gilgeous-Alexander,15,23
90,1,1:33.0,,C. Paul enters the game for N. Noel,15,23
91,1,1:13.0,M. Porter misses 2-pt jump shot from 7 ft,,15,23
92,1,1:11.0,,Defensive rebound by T. Ferguson,15,23
93,1,1:11.0,,Shooting foul by M. Morris (drawn by D. Schröder),15,23
94,1,1:11.0,,D. Schröder makes free throw 1 of 2,15,24
95,1,1:11.0,,D. Schröder makes free throw 2 of 2,15,25
96,1,0:55.0,M. Morris makes 2-pt jump shot from 10 ft,,17,25
97,1,0:36.0,,D. Schröder makes 2-pt jump shot from 17 ft (assist by S. Adams),17,27
98,1,0:26.0,M. Morris misses 3-pt jump shot from 26 ft,,17,27
99,1,0:23.0,,Defensive rebound by D. Schröder,17,27
100,1,0:01.0,,Turnover by C. Paul (bad pass; steal by M. Plumlee),17,27
101,1,0:01.0,T. Craig misses 3-pt jump shot from 50 ft (block by S. Adams),,17,27
102,1,0:00.0,Offensive rebound by Team,,17,27
103,2,11:43.0,,A. Nader misses 2-pt layup from 5 ft,17,27
104,2,11:42.0,Defensive rebound by M. Plumlee,,17,27
105,2,11:37.0,Shooting foul by T. Ferguson (drawn by J. Murray),,17,27
106,2,11:37.0,J. Murray makes free throw 1 of 2,,18,27
107,2,11:37.0,J. Murray makes free throw 2 of 2,,19,27
108,2,11:24.0,,Turnover by C. Paul (bad pass; steal by M. Plumlee),19,27
109,2,11:20.0,M. Morris misses 3-pt jump shot from 25 ft,,19,27
110,2,11:18.0,Offensive rebound by T. Craig,,19,27
111,2,11:11.0,T. Craig makes 3-pt jump shot from 25 ft (assist by J. Murray),,22,27
112,2,10:59.0,,S. Adams misses 2-pt layup from 3 ft,22,27
113,2,10:57.0,,Offensive rebound by S. Adams,22,27
114,2,10:57.0,,S. Adams misses 2-pt layup from 1 ft,22,27
115,2,10:57.0,,Offensive rebound by A. Nader,22,27
116,2,10:57.0,,A. Nader makes 2-pt layup at rim,22,29
117,2,10:57.0,Violation by Team (def goaltending),,22,29
118,2,10:36.0,J. Murray misses 2-pt jump shot from 9 ft,,22,29
119,2,10:34.0,,Defensive rebound by D. Schröder,22,29
120,2,10:24.0,,T. Ferguson misses 3-pt jump shot from 25 ft,22,29
121,2,10:21.0,,Offensive rebound by S. Adams,22,29
122,2,10:21.0,,Personal foul by M. Plumlee (drawn by S. Adams),22,29
123,2,10:10.0,,Turnover by C. Paul (bad pass),22,29
124,2,10:03.0,M. Morris makes 2-pt layup from 2 ft (assist by M. Plumlee),,24,29
125,2,9:51.0,,Turnover by D. Schröder (out of bounds lost ball),24,29
126,2,9:41.0,Turnover by J. Murray (bad pass; steal by S. Adams),,24,29
127,2,9:36.0,,D. Schröder misses 3-pt jump shot from 25 ft,24,29
128,2,9:33.0,,Offensive rebound by S. Adams,24,29
129,2,9:33.0,,Shooting foul by T. Craig (drawn by S. Adams),24,29
130,2,9:33.0,,S. Adams makes free throw 1 of 2,24,30
131,2,9:33.0,,S. Adams misses free throw 2 of 2,24,30
132,2,9:30.0,Defensive rebound by J. Grant,,24,30
133,2,9:20.0,Turnover by J. Murray (lost ball; steal by D. Schröder),,24,30
134,2,9:09.0,,Shooting foul by M. Plumlee (drawn by A. Nader),24,30
135,2,9:09.0,,A. Nader makes free throw 1 of 2,24,31
136,2,9:09.0,,A. Nader makes free throw 2 of 2,24,32
137,2,8:54.0,J. Grant misses 3-pt jump shot from 25 ft,,24,32
138,2,8:50.0,,Defensive rebound by S. Adams,24,32
139,2,8:45.0,,C. Paul makes 2-pt jump shot from 12 ft,24,34
140,2,8:32.0,T. Craig misses 3-pt jump shot from 25 ft,,24,34
141,2,8:28.0,Offensive rebound by M. Morris,,24,34
142,2,8:26.0,Shooting foul by C. Paul (drawn by J. Grant),,24,34
143,2,8:26.0,J. Grant makes free throw 1 of 2,,25,34
144,2,8:26.0,W. Barton enters the game for J. Murray,,25,34
145,2,8:26.0,N. Jokić enters the game for M. Plumlee,,25,34
146,2,8:26.0,,N. Noel enters the game for S. Adams,25,34
147,2,8:26.0,J. Grant makes free throw 2 of 2,,26,34
148,2,8:20.0,,Shooting foul by M. Morris (drawn by N. Noel),26,34
149,2,8:20.0,,N. Noel makes free throw 1 of 2,26,35
150,2,8:20.0,,N. Noel makes free throw 2 of 2,26,36
151,2,8:04.0,Shooting foul by N. Noel (drawn by N. Jokić),,26,36
152,2,8:04.0,N. Jokić makes free throw 1 of 2,,27,36
153,2,8:04.0,,S. Gilgeous-Alexander enters the game for C. Paul,27,36
154,2,8:04.0,N. Jokić makes free throw 2 of 2,,28,36
155,2,7:49.0,,Turnover by D. Schröder (out of bounds lost ball),28,36
156,2,7:40.0,Turnover by J. Grant (out of bounds lost ball),,28,36
157,2,7:40.0,,Oklahoma City full timeout,28,36
158,2,7:40.0,G. Harris enters the game for T. Craig,,28,36
159,2,7:40.0,P. Millsap enters the game for J. Grant,,28,36
160,2,7:27.0,,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,28,36
161,2,7:25.0,,Offensive rebound by S. Gilgeous-Alexander,28,36
162,2,7:25.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,28,36
163,2,7:23.0,Defensive rebound by G. Harris,,28,36
164,2,7:21.0,G. Harris misses 2-pt layup from 2 ft,,28,36
165,2,7:19.0,,Defensive rebound by S. Gilgeous-Alexander,28,36
166,2,7:06.0,,N. Noel misses 2-pt jump shot from 13 ft,28,36
167,2,7:03.0,Defensive rebound by P. Millsap,,28,36
168,2,6:48.0,Shooting foul by N. Noel (drawn by N. Jokić),,28,36
169,2,6:48.0,N. Jokić makes free throw 1 of 2,,29,36
170,2,6:48.0,,D. Gallinari enters the game for A. Nader,29,36
171,2,6:48.0,N. Jokić makes free throw 2 of 2,,30,36
172,2,6:32.0,,D. Gallinari misses 3-pt jump shot from 25 ft,30,36
173,2,6:28.0,Defensive rebound by N. Jokić,,30,36
174,2,6:21.0,Personal foul by D. Schröder (drawn by N. Jokić),,30,36
175,2,6:21.0,N. Jokić makes free throw 1 of 2,,31,36
176,2,6:21.0,,S. Adams enters the game for N. Noel,31,36
177,2,6:21.0,N. Jokić makes free throw 2 of 2,,32,36
178,2,6:01.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by M. Morris),32,36
179,2,5:54.0,Offensive foul by P. Millsap (drawn by T. Ferguson),,32,36
180,2,5:54.0,Turnover by P. Millsap (offensive foul),,32,36
181,2,5:54.0,J. Murray enters the game for M. Morris,,32,36
182,2,5:37.0,Flagrant foul type 1 by D. Gallinari (drawn by J. Murray),,32,36
183,2,5:37.0,,Turnover by D. Gallinari (turnover),32,36
184,2,5:37.0,,Instant Replay (Request: Ruling Stands),32,36
185,2,5:37.0,J. Murray makes flagrant free throw 1 of 2,,33,36
186,2,5:37.0,J. Murray makes flagrant free throw 2 of 2,,34,36
187,2,5:25.0,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),,37,36
188,2,4:55.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 25 ft,37,36
189,2,4:52.0,Defensive rebound by P. Millsap,,37,36
190,2,4:42.0,P. Millsap misses 2-pt jump shot from 11 ft,,37,36
191,2,4:39.0,,Defensive rebound by S. Adams,37,36
192,2,4:32.0,,D. Schröder makes 2-pt jump shot from 20 ft,37,38
193,2,4:16.0,W. Barton misses 2-pt layup from 3 ft,,37,38
194,2,4:14.0,Offensive rebound by W. Barton,,37,38
195,2,4:14.0,W. Barton makes 2-pt layup from 1 ft,,39,38
196,2,4:03.0,,D. Gallinari misses 3-pt jump shot from 27 ft,39,38
197,2,3:59.0,Defensive rebound by N. Jokić,,39,38
198,2,3:56.0,Turnover by N. Jokić (bad pass; steal by D. Gallinari),,39,38
199,2,3:48.0,,D. Gallinari misses 2-pt layup from 3 ft,39,38
200,2,3:46.0,,Offensive rebound by D. Schröder,39,38
201,2,3:45.0,,D. Schröder misses 2-pt jump shot from 14 ft,39,38
202,2,3:42.0,Defensive rebound by N. Jokić,,39,38
203,2,3:40.0,Denver full timeout,,39,38
204,2,3:40.0,,L. Dort enters the game for T. Ferguson,39,38
205,2,3:40.0,,C. Paul enters the game for D. Schröder,39,38
206,2,3:31.0,Shooting foul by S. Gilgeous-Alexander (drawn by W. Barton),,39,38
207,2,3:31.0,W. Barton misses free throw 1 of 2,,39,38
208,2,3:31.0,Offensive rebound by Team,,39,38
209,2,3:31.0,W. Barton makes free throw 2 of 2,,40,38
210,2,3:11.0,,S. Gilgeous-Alexander misses 2-pt layup from 6 ft,40,38
211,2,3:09.0,Defensive rebound by J. Murray,,40,38
212,2,3:00.0,Turnover by G. Harris (bad pass; steal by L. Dort),,40,38
213,2,2:55.0,,L. Dort misses 2-pt layup from 1 ft,40,38
214,2,2:53.0,Defensive rebound by P. Millsap,,40,38
215,2,2:50.0,Turnover by P. Millsap (lost ball; steal by L. Dort),,40,38
216,2,2:44.0,,S. Adams misses 2-pt jump shot from 9 ft,40,38
217,2,2:44.0,,Offensive rebound by L. Dort,40,38
218,2,2:41.0,,L. Dort misses 2-pt layup from 2 ft (block by N. Jokić),40,38
219,2,2:38.0,Defensive rebound by W. Barton,,40,38
220,2,2:36.0,W. Barton makes 2-pt layup from 1 ft,,42,38
221,2,2:21.0,,C. Paul makes 2-pt jump shot from 17 ft,42,40
222,2,1:54.0,Turnover by W. Barton (bad pass; steal by S. Adams),,42,40
223,2,1:47.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),42,43
224,2,1:22.0,W. Barton makes 2-pt layup from 3 ft (assist by N. Jokić),,44,43
225,2,1:05.0,,D. Gallinari misses 2-pt jump shot from 11 ft,44,43
226,2,1:05.0,Defensive rebound by Team,,44,43
227,2,1:05.0,T. Craig enters the game for G. Harris,,44,43
228,2,1:05.0,,D. Schröder enters the game for L. Dort,44,43
229,2,0:52.0,N. Jokić makes 2-pt jump shot from 14 ft (assist by W. Barton),,46,43
230,2,0:33.0,,C. Paul makes 3-pt jump shot from 26 ft,46,46
231,2,0:22.0,P. Millsap makes 2-pt jump shot from 6 ft (assist by W. Barton),,48,46
232,2,0:22.0,Violation by Team (delay of game),,48,46
233,2,0:02.0,,C. Paul makes 2-pt jump shot from 14 ft,48,48
234,2,0:02.0,,Shooting foul by P. Millsap (drawn by C. Paul),48,48
235,2,0:02.0,,C. Paul misses free throw 1 of 1,48,48
236,2,0:02.0,,Offensive rebound by S. Adams,48,48
237,2,0:01.0,,S. Adams misses 2-pt layup from 2 ft (block by P. Millsap),48,48
238,2,0:01.0,Defensive rebound by P. Millsap,,48,48
239,3,11:46.0,,L. Dort makes 2-pt layup from 1 ft (assist by C. Paul),48,50
240,3,11:32.0,Shooting foul by S. Gilgeous-Alexander (drawn by W. Barton),,48,50
241,3,11:32.0,W. Barton makes free throw 1 of 2,,49,50
242,3,11:32.0,W. Barton misses free throw 2 of 2,,49,50
243,3,11:30.0,,Defensive rebound by S. Gilgeous-Alexander,49,50
244,3,11:13.0,,C. Paul misses 3-pt jump shot from 26 ft,49,50
245,3,11:09.0,Defensive rebound by G. Harris,,49,50
246,3,10:51.0,N. Jokić misses 2-pt jump shot from 19 ft,,49,50
247,3,10:49.0,,Defensive rebound by S. Gilgeous-Alexander,49,50
248,3,10:47.0,,Personal foul by N. Jokić (drawn by S. Adams),49,50
249,3,10:39.0,,S. Adams makes 2-pt layup from 1 ft (assist by S. Gilgeous-Alexander),49,52
250,3,10:24.0,P. Millsap misses 3-pt jump shot from 23 ft,,49,52
251,3,10:21.0,,Defensive rebound by S. Adams,49,52
252,3,10:09.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,49,52
253,3,10:07.0,,Offensive rebound by S. Adams,49,52
254,3,9:57.0,,Shooting foul by P. Millsap (drawn by S. Adams),49,52
255,3,9:57.0,,S. Adams makes free throw 1 of 2,49,53
256,3,9:57.0,,S. Adams makes free throw 2 of 2,49,54
257,3,9:45.0,Turnover by P. Millsap (out of bounds lost ball),,49,54
258,3,9:40.0,,D. Gallinari makes 3-pt jump shot from 23 ft (assist by S. Gilgeous-Alexander),49,57
259,3,9:39.0,Denver full timeout,,49,57
260,3,9:17.0,N. Jokić misses 2-pt jump shot from 5 ft,,49,57
261,3,9:14.0,,Defensive rebound by C. Paul,49,57
262,3,9:10.0,,C. Paul makes 3-pt jump shot from 26 ft,49,60
263,3,8:55.0,W. Barton makes 2-pt jump shot from 17 ft,,51,60
264,3,8:44.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 24 ft,51,60
265,3,8:41.0,Defensive rebound by J. Murray,,51,60
266,3,8:35.0,J. Murray misses 3-pt jump shot from 25 ft,,51,60
267,3,8:33.0,,Defensive rebound by S. Gilgeous-Alexander,51,60
268,3,8:18.0,,D. Gallinari misses 2-pt layup from 6 ft,51,60
269,3,8:16.0,Defensive rebound by N. Jokić,,51,60
270,3,8:11.0,N. Jokić makes 3-pt jump shot from 24 ft (assist by W. Barton),,54,60
271,3,7:50.0,,Turnover by C. Paul (bad pass; steal by N. Jokić),54,60
272,3,7:45.0,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),,57,60
273,3,7:26.0,,D. Gallinari misses 2-pt jump shot from 5 ft,57,60
274,3,7:24.0,Defensive rebound by W. Barton,,57,60
275,3,7:19.0,W. Barton misses 3-pt jump shot from 26 ft,,57,60
276,3,7:16.0,,Defensive rebound by D. Gallinari,57,60
277,3,7:02.0,,S. Adams misses 2-pt hook shot from 8 ft,57,60
278,3,7:00.0,Defensive rebound by N. Jokić,,57,60
279,3,6:50.0,N. Jokić makes 2-pt hook shot from 7 ft,,59,60
280,3,6:50.0,,Oklahoma City full timeout,59,60
281,3,6:50.0,,N. Noel enters the game for S. Adams,59,60
282,3,6:33.0,,Shooting foul by W. Barton (drawn by L. Dort),59,60
283,3,6:33.0,,L. Dort makes free throw 1 of 2,59,61
284,3,6:33.0,,L. Dort makes free throw 2 of 2,59,62
285,3,6:14.0,J. Murray makes 2-pt jump shot from 10 ft (assist by N. Jokić),,61,62
286,3,6:02.0,,C. Paul makes 2-pt jump shot from 17 ft,61,64
287,3,5:51.0,Turnover by J. Murray (lost ball; steal by L. Dort),,61,64
288,3,5:48.0,,L. Dort makes 2-pt dunk from 1 ft,61,66
289,3,5:25.0,N. Jokić makes 2-pt hook shot from 5 ft,,63,66
290,3,5:09.0,,Turnover by C. Paul (bad pass),63,66
291,3,5:09.0,,D. Schröder enters the game for S. Gilgeous-Alexander,63,66
292,3,5:04.0,Personal foul by D. Schröder (drawn by W. Barton),,63,66
293,3,5:04.0,,T. Ferguson enters the game for L. Dort,63,66
294,3,5:04.0,,S. Gilgeous-Alexander enters the game for D. Schröder,63,66
295,3,4:53.0,J. Murray makes 2-pt jump shot from 20 ft,,65,66
296,3,4:37.0,,Personal foul by G. Harris (drawn by D. Gallinari),65,66
297,3,4:37.0,J. Grant enters the game for P. Millsap,,65,66
298,3,4:26.0,,C. Paul makes 2-pt jump shot from 10 ft,65,68
299,3,4:15.0,J. Murray misses 3-pt jump shot from 26 ft,,65,68
300,3,4:12.0,,Defensive rebound by C. Paul,65,68
301,3,4:05.0,,C. Paul makes 3-pt jump shot from 26 ft,65,71
302,3,4:05.0,,Shooting foul by W. Barton (drawn by C. Paul),65,71
303,3,4:05.0,M. Morris enters the game for G. Harris,,65,71
304,3,4:05.0,,C. Paul makes free throw 1 of 1,65,72
305,3,3:48.0,Turnover by M. Morris (bad pass; steal by N. Noel),,65,72
306,3,3:44.0,,N. Noel misses 2-pt layup from 2 ft,65,72
307,3,3:41.0,Defensive rebound by W. Barton,,65,72
308,3,3:35.0,M. Morris misses 3-pt jump shot from 27 ft,,65,72
309,3,3:32.0,,Defensive rebound by N. Noel,65,72
310,3,3:28.0,,C. Paul misses 3-pt jump shot from 26 ft,65,72
311,3,3:26.0,Defensive rebound by Team,,65,72
312,3,3:13.0,N. Jokić makes 2-pt layup from 7 ft (assist by J. Murray),,67,72
313,3,3:03.0,,C. Paul misses 2-pt jump shot from 15 ft,67,72
314,3,2:57.0,,Offensive rebound by N. Noel,67,72
315,3,2:49.0,,Turnover by C. Paul (lost ball; steal by J. Murray),67,72
316,3,2:46.0,J. Murray makes 2-pt layup from 1 ft,,69,72
317,3,2:46.0,,Oklahoma City full timeout,69,72
318,3,2:46.0,T. Craig enters the game for W. Barton,,69,72
319,3,2:46.0,M. Plumlee enters the game for N. Jokić,,69,72
320,3,2:46.0,,S. Adams enters the game for D. Gallinari,69,72
321,3,2:46.0,,A. Nader enters the game for N. Noel,69,72
322,3,2:46.0,,D. Schröder enters the game for C. Paul,69,72
323,3,2:27.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 15 ft,69,74
324,3,2:08.0,J. Murray makes 2-pt jump shot from 7 ft,,71,74
325,3,1:53.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,71,76
326,3,1:29.0,J. Grant makes 2-pt layup from 2 ft,,73,76
327,3,1:04.0,,Turnover by T. Ferguson (bad pass; steal by M. Morris),73,76
328,3,0:57.0,M. Plumlee makes 2-pt dunk from 2 ft (assist by T. Craig),,75,76
329,3,0:37.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 17 ft,75,78
330,3,0:26.0,J. Murray misses 2-pt jump shot from 20 ft,,75,78
331,3,0:24.0,Offensive rebound by Team,,75,78
332,3,0:24.0,,Loose ball foul by S. Gilgeous-Alexander (drawn by T. Craig),75,78
333,3,0:15.0,Shooting foul by A. Nader (drawn by J. Grant),,75,78
334,3,0:15.0,J. Grant makes free throw 1 of 2,,76,78
335,3,0:15.0,G. Harris enters the game for J. Murray,,76,78
336,3,0:15.0,,D. Gallinari enters the game for S. Adams,76,78
337,3,0:15.0,,C. Paul enters the game for T. Ferguson,76,78
338,3,0:15.0,J. Grant makes free throw 2 of 2,,77,78
339,3,0:00.0,,D. Gallinari misses 3-pt jump shot from 26 ft,77,78
340,3,0:00.0,,Offensive rebound by Team,77,78
341,4,11:46.0,J. Grant misses 2-pt layup from 6 ft (block by S. Adams),,77,78
342,4,11:44.0,,Defensive rebound by S. Adams,77,78
343,4,11:24.0,,S. Adams makes 2-pt jump shot from 12 ft (assist by S. Gilgeous-Alexander),77,80
344,4,11:01.0,M. Porter misses 2-pt layup from 3 ft,,77,80
345,4,10:59.0,,Defensive rebound by S. Adams,77,80
346,4,10:54.0,,S. Adams makes 2-pt jump shot from 12 ft (assist by S. Gilgeous-Alexander),77,82
347,4,10:33.0,M. Morris makes 2-pt jump shot from 16 ft,,79,82
348,4,10:20.0,,Shooting foul by M. Plumlee (drawn by S. Gilgeous-Alexander),79,82
349,4,10:20.0,,S. Gilgeous-Alexander makes free throw 1 of 2,79,83
350,4,10:20.0,,S. Gilgeous-Alexander makes free throw 2 of 2,79,84
351,4,10:03.0,J. Grant misses 2-pt jump shot from 20 ft,,79,84
352,4,10:01.0,,Defensive rebound by S. Gilgeous-Alexander,79,84
353,4,9:54.0,,A. Nader makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),79,87
354,4,9:54.0,Denver full timeout,,79,87
355,4,9:41.0,M. Porter makes 2-pt dunk from 1 ft (assist by T. Craig),,81,87
356,4,9:23.0,,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,81,87
357,4,9:21.0,,Offensive rebound by S. Adams,81,87
358,4,9:21.0,,S. Adams makes 2-pt layup from 1 ft,81,89
359,4,8:54.0,M. Porter makes 2-pt layup from 2 ft (assist by J. Grant),,83,89
360,4,8:40.0,,D. Schröder makes 2-pt layup from 1 ft,83,91
361,4,8:24.0,M. Plumlee makes 2-pt jump shot from 15 ft,,85,91
362,4,8:02.0,,Shooting foul by M. Plumlee (drawn by S. Adams),85,91
363,4,8:02.0,,S. Adams makes free throw 1 of 2,85,92
364,4,8:02.0,,S. Adams makes free throw 2 of 2,85,93
365,4,7:53.0,M. Porter misses 3-pt jump shot from 25 ft,,85,93
366,4,7:51.0,,Defensive rebound by Team,85,93
367,4,7:51.0,,N. Noel enters the game for S. Adams,85,93
368,4,7:40.0,,D. Schröder misses 3-pt jump shot from 27 ft,85,93
369,4,7:38.0,Defensive rebound by M. Porter,,85,93
370,4,7:30.0,M. Morris misses 3-pt jump shot from 25 ft,,85,93
371,4,7:27.0,Offensive rebound by M. Porter,,85,93
372,4,7:26.0,Turnover by M. Porter (out of bounds lost ball),,85,93
373,4,7:26.0,N. Jokić enters the game for M. Plumlee,,85,93
374,4,7:26.0,,Oklahoma City full timeout,85,93
375,4,7:26.0,,Instant Replay (Challenge: Ruling Stands),85,93
376,4,7:26.0,J. Murray enters the game for M. Porter,,85,93
377,4,7:26.0,,L. Dort enters the game for T. Ferguson,85,93
378,4,7:26.0,,C. Paul enters the game for S. Gilgeous-Alexander,85,93
379,4,7:15.0,,N. Noel makes 2-pt dunk from 2 ft (assist by D. Schröder),85,95
380,4,6:59.0,Personal foul by N. Noel (drawn by N. Jokić),,85,95
