,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,MINNESOTA_ACTION,MILWAUKEE_SCORE,MINNESOTA_SCORE
56,1,5:14.0,,Offensive rebound by J. Okogie,23,17
57,1,5:12.0,,J. Okogie misses 2-pt layup from 5 ft (block by E. İlyasova),23,17
58,1,5:09.0,Defensive rebound by E. Bledsoe,,23,17
59,1,4:59.0,E. Bledsoe misses 2-pt layup from 1 ft,,23,17
60,1,4:57.0,,Defensive rebound by N. Vonleh,23,17
61,1,4:51.0,,R. Covington makes 3-pt jump shot from 28 ft (assist by S. Napier),23,20
62,1,4:33.0,B. Lopez misses 3-pt jump shot from 26 ft,,23,20
63,1,4:31.0,Offensive rebound by E. Bledsoe,,23,20
64,1,4:21.0,K. Middleton makes 2-pt jump shot from 7 ft,,25,20
65,1,4:09.0,,A. Wiggins makes 2-pt layup from 1 ft,25,22
66,1,4:08.0,Milwaukee full timeout,,25,22
67,1,4:08.0,D. DiVincenzo enters the game for E. Bledsoe,,25,22
68,1,4:08.0,G. Hill enters the game for B. Lopez,,25,22
69,1,4:08.0,R. Lopez enters the game for K. Middleton,,25,22
70,1,4:08.0,,J. Layman enters the game for R. Covington,25,22
71,1,3:46.0,G. Hill misses 2-pt jump shot from 6 ft,,25,22
72,1,3:42.0,,Defensive rebound by J. Okogie,25,22
73,1,3:29.0,,N. Vonleh misses 2-pt jump shot from 19 ft,25,22
74,1,3:28.0,Defensive rebound by D. DiVincenzo,,25,22
75,1,3:13.0,D. DiVincenzo misses 3-pt jump shot from 25 ft,,25,22
76,1,3:11.0,,Defensive rebound by N. Vonleh,25,22
77,1,3:02.0,,N. Vonleh misses 3-pt jump shot from 25 ft,25,22
78,1,3:00.0,Defensive rebound by D. DiVincenzo,,25,22
79,1,2:51.0,R. Lopez misses 2-pt hook shot from 7 ft,,25,22
80,1,2:49.0,,Defensive rebound by A. Wiggins,25,22
81,1,2:37.0,,J. Okogie misses 2-pt layup from 2 ft,25,22
82,1,2:37.0,,Offensive rebound by Team,25,22
83,1,2:37.0,,J. Culver enters the game for A. Wiggins,25,22
84,1,2:29.0,,N. Vonleh misses 3-pt jump shot from 26 ft,25,22
85,1,2:27.0,Defensive rebound by E. İlyasova,,25,22
86,1,2:11.0,D. DiVincenzo misses 2-pt jump shot from 21 ft,,25,22
87,1,2:09.0,,Defensive rebound by N. Vonleh,25,22
88,1,2:01.0,,S. Napier misses 2-pt layup from 3 ft,25,22
89,1,2:00.0,Defensive rebound by D. DiVincenzo,,25,22
90,1,1:57.0,Turnover by D. DiVincenzo (bad pass; steal by J. Culver),,25,22
91,1,1:50.0,,J. Layman misses 3-pt jump shot from 23 ft,25,22
92,1,1:48.0,Defensive rebound by E. İlyasova,,25,22
93,1,1:34.0,E. İlyasova makes 2-pt jump shot from 11 ft,,27,22
94,1,1:21.0,,Personal foul by G. Hill (drawn by N. Vonleh),27,22
95,1,1:21.0,G. Antetokounmpo enters the game for D. DiVincenzo,,27,22
96,1,1:21.0,K. Korver enters the game for E. İlyasova,,27,22
97,1,1:18.0,,S. Napier makes 3-pt jump shot from 27 ft,27,25
98,1,1:01.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,27,25
99,1,1:00.0,Offensive rebound by G. Antetokounmpo,,27,25
100,1,1:00.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,29,25
101,1,1:00.0,Shooting foul by N. Vonleh (drawn by G. Antetokounmpo),,29,25
102,1,1:00.0,G. Antetokounmpo misses free throw 1 of 1,,29,25
103,1,0:58.0,Offensive rebound by R. Lopez,,29,25
104,1,0:51.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Layman),,29,25
105,1,0:46.0,,J. Okogie makes 2-pt layup from 2 ft,29,27
106,1,0:46.0,Violation by Team (def goaltending),,29,27
107,1,0:36.0,P. Connaughton misses 3-pt jump shot from 25 ft,,29,27
108,1,0:33.0,,Defensive rebound by N. Vonleh,29,27
109,1,0:24.0,,N. Vonleh misses 2-pt dunk from 3 ft (block by R. Lopez),29,27
110,1,0:22.0,Defensive rebound by G. Antetokounmpo,,29,27
111,1,0:04.0,R. Lopez misses 3-pt jump shot from 25 ft,,29,27
112,1,0:02.0,Offensive rebound by G. Antetokounmpo,,29,27
113,1,0:02.0,G. Antetokounmpo makes 2-pt layup at rim,,31,27
114,1,0:00.0,,S. Napier misses 3-pt jump shot from 27 ft,31,27
115,1,0:00.0,,Offensive rebound by Team,31,27
116,2,11:36.0,,Turnover by Team (shot clock),31,27
117,2,11:26.0,G. Antetokounmpo makes 2-pt jump shot from 8 ft (assist by R. Lopez),,33,27
118,2,11:18.0,,Turnover by S. Napier (out of bounds lost ball),33,27
119,2,11:01.0,Shooting foul by J. Layman (drawn by G. Antetokounmpo),,33,27
120,2,11:01.0,G. Antetokounmpo misses free throw 1 of 2,,33,27
121,2,11:01.0,Offensive rebound by Team,,33,27
122,2,11:01.0,B. Lopez enters the game for R. Lopez,,33,27
123,2,11:01.0,G. Antetokounmpo makes free throw 2 of 2,,34,27
124,2,10:54.0,,J. Okogie misses 3-pt jump shot from 27 ft,34,27
125,2,10:50.0,,Offensive rebound by G. Dieng,34,27
126,2,10:48.0,,Turnover by J. Layman (bad pass),34,27
127,2,10:48.0,E. Bledsoe enters the game for G. Hill,,34,27
128,2,10:40.0,K. Korver misses 3-pt jump shot from 25 ft,,34,27
129,2,10:36.0,,Defensive rebound by J. Culver,34,27
130,2,10:22.0,,S. Napier makes 2-pt jump shot from 22 ft,34,29
131,2,10:13.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),,36,29
132,2,10:04.0,,J. Layman misses 2-pt layup from 3 ft,36,29
133,2,10:01.0,,Offensive rebound by J. Culver,36,29
134,2,9:57.0,,Turnover by J. Culver (lost ball; steal by B. Lopez),36,29
135,2,9:44.0,W. Matthews misses 2-pt layup from 1 ft (block by G. Dieng),,36,29
136,2,9:41.0,,Defensive rebound by J. Okogie,36,29
137,2,9:29.0,,J. Layman makes 2-pt jump shot from 12 ft (assist by S. Napier),36,31
138,2,9:05.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,36,31
139,2,9:03.0,,Defensive rebound by S. Napier,36,31
140,2,8:57.0,,Offensive foul by S. Napier (drawn by K. Korver),36,31
141,2,8:57.0,,Turnover by S. Napier (offensive foul),36,31
142,2,8:57.0,,R. Covington enters the game for J. Okogie,36,31
143,2,8:45.0,B. Lopez makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,38,31
144,2,8:31.0,,J. Layman misses 2-pt layup from 1 ft,38,31
145,2,8:29.0,Defensive rebound by K. Korver,,38,31
146,2,8:24.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,40,31
147,2,8:24.0,,Minnesota full timeout,40,31
148,2,8:24.0,E. İlyasova enters the game for G. Antetokounmpo,,40,31
149,2,8:24.0,K. Middleton enters the game for K. Korver,,40,31
150,2,8:24.0,,J. Bell enters the game for G. Dieng,40,31
151,2,8:24.0,,A. Wiggins enters the game for J. Layman,40,31
152,2,8:04.0,,A. Wiggins misses 3-pt jump shot from 23 ft,40,31
153,2,8:01.0,,Offensive rebound by J. Bell,40,31
154,2,7:57.0,,J. Culver makes 2-pt layup from 2 ft (assist by R. Covington),40,33
155,2,7:50.0,E. Bledsoe makes 2-pt layup from 1 ft,,42,33
156,2,7:50.0,Shooting foul by R. Covington (drawn by E. Bledsoe),,42,33
157,2,7:50.0,E. Bledsoe makes free throw 1 of 1,,43,33
158,2,7:39.0,,Personal foul by W. Matthews (drawn by R. Covington),43,33
159,2,7:35.0,,S. Napier makes 3-pt jump shot from 26 ft,43,36
160,2,7:16.0,B. Lopez makes 2-pt jump shot from 6 ft (assist by K. Middleton),,45,36
161,2,7:02.0,,A. Wiggins misses 2-pt layup from 1 ft (block by B. Lopez),45,36
162,2,7:00.0,Defensive rebound by E. Bledsoe,,45,36
163,2,6:57.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,45,36
164,2,6:54.0,,Defensive rebound by J. Culver,45,36
165,2,6:47.0,,J. Culver misses 2-pt layup from 3 ft,45,36
166,2,6:44.0,Defensive rebound by E. Bledsoe,,45,36
167,2,6:40.0,E. İlyasova misses 3-pt jump shot from 23 ft,,45,36
168,2,6:37.0,,Defensive rebound by J. Culver,45,36
169,2,6:35.0,,Personal foul by E. İlyasova (drawn by S. Napier),45,36
170,2,6:35.0,D. DiVincenzo enters the game for W. Matthews,,45,36
171,2,6:29.0,,J. Bell makes 2-pt dunk from 1 ft (assist by S. Napier),45,38
172,2,6:08.0,K. Middleton misses 2-pt jump shot from 13 ft,,45,38
173,2,6:06.0,,Defensive rebound by J. Bell,45,38
174,2,5:55.0,,R. Covington misses 3-pt jump shot from 27 ft,45,38
175,2,5:53.0,Defensive rebound by E. Bledsoe,,45,38
176,2,5:48.0,Turnover by E. Bledsoe (lost ball; steal by S. Napier),,45,38
177,2,5:44.0,,R. Covington misses 2-pt layup from 3 ft (block by D. DiVincenzo),45,38
178,2,5:43.0,,Offensive rebound by J. Bell,45,38
179,2,5:42.0,,Flagrant foul type 1 by K. Middleton (drawn by J. Bell),45,38
180,2,5:42.0,,Instant Replay (Request: Ruling Stands),45,38
181,2,5:42.0,,J. Teague enters the game for S. Napier,45,38
182,2,5:42.0,,J. Bell makes flagrant free throw 1 of 2,45,39
183,2,5:42.0,,J. Bell makes flagrant free throw 2 of 2,45,40
184,2,5:31.0,,J. Culver misses 3-pt jump shot from 23 ft,45,40
185,2,5:28.0,Defensive rebound by B. Lopez,,45,40
186,2,5:28.0,Personal foul by J. Culver (drawn by E. Bledsoe),,45,40
187,2,5:16.0,B. Lopez makes 2-pt hook shot from 6 ft,,47,40
188,2,5:00.0,,J. Teague makes 2-pt jump shot from 11 ft,47,42
189,2,4:49.0,K. Middleton misses 3-pt jump shot from 25 ft,,47,42
190,2,4:47.0,,Defensive rebound by J. Bell,47,42
191,2,4:38.0,,J. Teague misses 2-pt layup from 2 ft,47,42
192,2,4:37.0,Defensive rebound by Team,,47,42
193,2,4:37.0,G. Hill enters the game for E. Bledsoe,,47,42
194,2,4:37.0,,T. Graham enters the game for J. Culver,47,42
195,2,4:24.0,Turnover by K. Middleton (lost ball; steal by J. Teague),,47,42
196,2,4:19.0,,T. Graham makes 3-pt jump shot from 23 ft (assist by J. Teague),47,45
197,2,4:00.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by K. Middleton),,50,45
198,2,3:47.0,,Shooting foul by B. Lopez (drawn by J. Bell),50,45
199,2,3:47.0,,J. Bell makes free throw 1 of 2,50,46
200,2,3:47.0,G. Antetokounmpo enters the game for B. Lopez,,50,46
201,2,3:47.0,,J. Bell makes free throw 2 of 2,50,47
202,2,3:28.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,50,47
203,2,3:25.0,Offensive rebound by D. DiVincenzo,,50,47
204,2,3:25.0,D. DiVincenzo makes 2-pt layup at rim,,52,47
205,2,3:15.0,,Shooting foul by E. İlyasova (drawn by R. Covington),52,47
206,2,3:15.0,,Instant Replay (Request: Ruling Stands),52,47
207,2,3:15.0,,R. Covington makes free throw 1 of 2,52,48
208,2,3:15.0,,R. Covington makes free throw 2 of 2,52,49
209,2,3:03.0,K. Middleton makes 2-pt jump shot from 14 ft,,54,49
210,2,2:47.0,,A. Wiggins makes 3-pt jump shot from 27 ft (assist by J. Bell),54,52
211,2,2:39.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,56,52
212,2,2:39.0,Shooting foul by T. Graham (drawn by G. Antetokounmpo),,56,52
213,2,2:39.0,Milwaukee full timeout,,56,52
214,2,2:39.0,,J. Layman enters the game for R. Covington,56,52
215,2,2:39.0,G. Antetokounmpo makes free throw 1 of 1,,57,52
216,2,2:30.0,,Offensive foul by A. Wiggins (drawn by E. İlyasova),57,52
217,2,2:30.0,,Turnover by A. Wiggins (offensive foul),57,52
218,2,2:30.0,K. Korver enters the game for E. İlyasova,,57,52
219,2,2:12.0,K. Korver misses 3-pt jump shot from 26 ft (block by A. Wiggins),,57,52
220,2,2:10.0,,Defensive rebound by J. Bell,57,52
221,2,2:02.0,,J. Teague misses 2-pt jump shot from 11 ft,57,52
222,2,2:01.0,Defensive rebound by Team,,57,52
223,2,1:49.0,Shooting foul by J. Teague (drawn by G. Hill),,57,52
224,2,1:49.0,G. Hill makes free throw 1 of 2,,58,52
225,2,1:49.0,,S. Napier enters the game for J. Teague,58,52
226,2,1:49.0,G. Hill makes free throw 2 of 2,,59,52
227,2,1:41.0,,A. Wiggins makes 3-pt jump shot from 26 ft,59,55
228,2,1:31.0,Turnover by G. Antetokounmpo (lost ball; steal by T. Graham),,59,55
229,2,1:26.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by T. Graham),59,57
230,2,1:12.0,G. Hill makes 3-pt jump shot from 26 ft,,62,57
231,2,0:51.0,,J. Bell misses 3-pt jump shot from 25 ft,62,57
232,2,0:49.0,Defensive rebound by G. Antetokounmpo,,62,57
233,2,0:41.0,Offensive foul by G. Antetokounmpo (drawn by J. Bell),,62,57
234,2,0:41.0,Turnover by G. Antetokounmpo (offensive foul),,62,57
235,2,0:35.0,,A. Wiggins misses 2-pt jump shot from 22 ft,62,57
236,2,0:31.0,Defensive rebound by G. Hill,,62,57
237,2,0:26.0,Turnover by K. Middleton (bad pass; steal by J. Layman),,62,57
238,2,0:05.0,,S. Napier misses 3-pt jump shot from 26 ft,62,57
239,2,0:04.0,Defensive rebound by G. Antetokounmpo,,62,57
240,2,0:00.0,Shooting foul by J. Bell (drawn by G. Antetokounmpo),,62,57
241,2,0:00.0,Instant Replay (Request: Ruling Stands),,62,57
242,2,0:00.0,Instant Replay (Challenge: Ruling Stands),,62,57
243,2,0:00.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,64,57
244,2,0:00.0,B. Lopez enters the game for K. Korver,,64,57
245,2,0:00.0,R. Lopez enters the game for K. Middleton,,64,57
246,2,0:00.0,,G. Dieng enters the game for T. Graham,64,57
247,2,0:00.0,,N. Vonleh enters the game for S. Napier,64,57
248,2,0:00.0,G. Antetokounmpo misses free throw 1 of 1,,64,57
249,2,0:00.0,Offensive rebound by G. Antetokounmpo,,64,57
250,3,11:46.0,,J. Teague makes 2-pt jump shot from 8 ft (assist by G. Dieng),64,59
251,3,11:30.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by B. Lopez),,67,59
252,3,11:18.0,,Personal foul by K. Middleton (drawn by G. Dieng),67,59
253,3,11:06.0,,G. Dieng misses 2-pt jump shot from 6 ft,67,59
254,3,11:04.0,Defensive rebound by G. Antetokounmpo,,67,59
255,3,10:58.0,G. Antetokounmpo makes 2-pt dunk from 1 ft,,69,59
256,3,10:46.0,,A. Wiggins makes 2-pt jump shot from 6 ft,69,61
257,3,10:39.0,E. Bledsoe makes 2-pt layup from 2 ft,,71,61
258,3,10:31.0,,Personal foul by E. Bledsoe (drawn by J. Teague),71,61
259,3,10:20.0,,G. Dieng misses 3-pt jump shot from 25 ft,71,61
260,3,10:16.0,Defensive rebound by E. Bledsoe,,71,61
261,3,10:11.0,Turnover by W. Matthews (lost ball; steal by R. Covington),,71,61
262,3,10:00.0,,J. Teague misses 2-pt jump shot from 8 ft,71,61
263,3,9:59.0,,Offensive rebound by G. Dieng,71,61
264,3,9:59.0,,Shooting foul by G. Antetokounmpo (drawn by G. Dieng),71,61
265,3,9:59.0,,G. Dieng makes free throw 1 of 2,71,62
266,3,9:59.0,,G. Dieng makes free throw 2 of 2,71,63
267,3,9:48.0,K. Middleton misses 3-pt jump shot from 25 ft,,71,63
268,3,9:45.0,Offensive rebound by G. Antetokounmpo,,71,63
269,3,9:45.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,73,63
270,3,9:37.0,,Personal foul by E. Bledsoe (drawn by J. Teague),73,63
271,3,9:26.0,,R. Covington misses 3-pt jump shot from 26 ft,73,63
272,3,9:24.0,Defensive rebound by K. Middleton,,73,63
273,3,9:21.0,W. Matthews makes 2-pt layup from 2 ft (assist by K. Middleton),,75,63
274,3,9:20.0,Loose ball foul by G. Antetokounmpo (drawn by J. Teague),,75,63
275,3,9:20.0,,J. Teague makes free throw 1 of 2,75,64
276,3,9:20.0,,J. Teague makes free throw 2 of 2,75,65
277,3,9:08.0,E. Bledsoe makes 2-pt jump shot from 4 ft,,77,65
278,3,8:53.0,,A. Wiggins misses 2-pt layup from 6 ft,77,65
279,3,8:50.0,Defensive rebound by K. Middleton,,77,65
280,3,8:38.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,80,65
281,3,8:37.0,,Minnesota full timeout,80,65
282,3,8:37.0,,J. Bell enters the game for G. Dieng,80,65
283,3,8:37.0,,J. Layman enters the game for T. Graham,80,65
284,3,8:23.0,,J. Bell misses 2-pt layup from 3 ft (block by B. Lopez),80,65
285,3,8:20.0,Defensive rebound by E. Bledsoe,,80,65
286,3,8:17.0,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,82,65
287,3,8:05.0,,Turnover by J. Teague (bad pass; steal by K. Middleton),82,65
288,3,8:03.0,Shooting foul by J. Layman (drawn by G. Antetokounmpo),,82,65
289,3,8:03.0,G. Antetokounmpo makes free throw 1 of 2,,83,65
290,3,8:03.0,G. Antetokounmpo misses free throw 2 of 2,,83,65
291,3,8:02.0,Offensive rebound by Team,,83,65
292,3,8:02.0,,Loose ball foul by J. Layman (drawn by K. Middleton),83,65
293,3,7:59.0,K. Middleton makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),,86,65
294,3,7:51.0,,J. Bell makes 2-pt dunk from 2 ft (assist by J. Teague),86,67
295,3,7:37.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,86,67
296,3,7:34.0,,Defensive rebound by J. Layman,86,67
297,3,7:21.0,,R. Covington makes 2-pt jump shot from 23 ft,86,69
298,3,7:03.0,Shooting foul by R. Covington (drawn by G. Antetokounmpo),,86,69
299,3,7:03.0,G. Antetokounmpo makes free throw 1 of 2,,87,69
300,3,7:03.0,,N. Vonleh enters the game for J. Bell,87,69
301,3,7:03.0,G. Antetokounmpo makes free throw 2 of 2,,88,69
302,3,6:54.0,,A. Wiggins misses 3-pt jump shot from 25 ft,88,69
303,3,6:52.0,,Offensive rebound by J. Layman,88,69
304,3,6:50.0,,R. Covington misses 3-pt jump shot from 26 ft,88,69
305,3,6:48.0,Defensive rebound by G. Antetokounmpo,,88,69
306,3,6:46.0,K. Middleton makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,90,69
307,3,6:31.0,,J. Layman misses 3-pt jump shot from 25 ft,90,69
308,3,6:29.0,Defensive rebound by G. Antetokounmpo,,90,69
309,3,6:23.0,W. Matthews misses 3-pt jump shot from 26 ft,,90,69
310,3,6:20.0,,Defensive rebound by J. Teague,90,69
311,3,6:20.0,,Personal foul by E. Bledsoe (drawn by J. Teague),90,69
312,3,6:20.0,,J. Teague makes free throw 1 of 2,90,70
313,3,6:20.0,P. Connaughton enters the game for E. Bledsoe,,90,70
314,3,6:20.0,G. Hill enters the game for K. Middleton,,90,70
315,3,6:20.0,,J. Okogie enters the game for R. Covington,90,70
316,3,6:20.0,,J. Teague makes free throw 2 of 2,90,71
317,3,6:04.0,G. Antetokounmpo makes 2-pt jump shot from 22 ft,,92,71
318,3,6:04.0,R. Lopez enters the game for B. Lopez,,92,71
319,3,6:04.0,,S. Napier enters the game for J. Teague,92,71
320,3,5:43.0,,S. Napier misses 2-pt jump shot from 12 ft,92,71
321,3,5:42.0,,Offensive rebound by Team,92,71
322,3,5:42.0,Loose ball foul by R. Lopez (drawn by N. Vonleh),,92,71
323,3,5:42.0,,N. Vonleh makes free throw 1 of 2,92,72
324,3,5:42.0,,N. Vonleh makes free throw 2 of 2,92,73
325,3,5:29.0,G. Antetokounmpo makes 2-pt jump shot from 20 ft (assist by P. Connaughton),,94,73
326,3,5:13.0,,N. Vonleh misses 2-pt hook shot from 5 ft,94,73
327,3,5:11.0,Defensive rebound by P. Connaughton,,94,73
328,3,5:05.0,W. Matthews misses 3-pt jump shot from 25 ft,,94,73
329,3,5:00.0,,Defensive rebound by S. Napier,94,73
330,3,4:49.0,,S. Napier misses 3-pt jump shot from 23 ft,94,73
331,3,4:47.0,Defensive rebound by G. Antetokounmpo,,94,73
332,3,4:43.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,94,73
333,3,4:40.0,Offensive rebound by W. Matthews,,94,73
334,3,4:38.0,P. Connaughton misses 3-pt jump shot from 27 ft,,94,73
335,3,4:36.0,,Defensive rebound by J. Okogie,94,73
336,3,4:31.0,,J. Layman makes 2-pt layup from 2 ft,94,75
337,3,4:31.0,,Shooting foul by R. Lopez (drawn by J. Layman),94,75
338,3,4:31.0,Milwaukee full timeout,,94,75
339,3,4:31.0,D. DiVincenzo enters the game for G. Antetokounmpo,,94,75
340,3,4:31.0,E. İlyasova enters the game for W. Matthews,,94,75
341,3,4:31.0,,J. Culver enters the game for A. Wiggins,94,75
342,3,4:31.0,,J. Layman makes free throw 1 of 1,94,76
343,3,4:14.0,Turnover by R. Lopez (traveling),,94,76
344,3,4:00.0,,J. Okogie misses 2-pt layup from 1 ft,94,76
345,3,3:57.0,Defensive rebound by D. DiVincenzo,,94,76
346,3,3:54.0,Shooting foul by J. Culver (drawn by D. DiVincenzo),,94,76
347,3,3:54.0,D. DiVincenzo misses free throw 1 of 2,,94,76
348,3,3:54.0,Offensive rebound by Team,,94,76
349,3,3:54.0,D. DiVincenzo misses free throw 2 of 2,,94,76
350,3,3:50.0,Offensive rebound by E. İlyasova,,94,76
351,3,3:41.0,G. Hill makes 2-pt layup from 1 ft,,96,76
352,3,3:29.0,,N. Vonleh makes 3-pt jump shot from 25 ft (assist by J. Culver),96,79
353,3,3:07.0,Turnover by G. Hill (bad pass; steal by S. Napier),,96,79
354,3,2:57.0,,S. Napier makes 2-pt jump shot from 17 ft,96,81
355,3,2:41.0,Turnover by P. Connaughton (discontinued dribble),,96,81
356,3,2:31.0,,Offensive foul by J. Culver (drawn by G. Hill),96,81
357,3,2:31.0,,Turnover by J. Culver (offensive foul),96,81
358,3,2:13.0,E. İlyasova misses 2-pt layup from 3 ft,,96,81
359,3,2:11.0,,Defensive rebound by J. Okogie,96,81
360,3,2:02.0,,Shooting foul by P. Connaughton (drawn by J. Okogie),96,81
361,3,2:02.0,,J. Okogie misses free throw 1 of 3,96,81
362,3,2:02.0,,Offensive rebound by Team,96,81
363,3,2:02.0,,J. Okogie makes free throw 2 of 3,96,82
364,3,2:02.0,,J. Okogie misses free throw 3 of 3,96,82
365,3,1:59.0,Defensive rebound by P. Connaughton,,96,82
366,3,1:45.0,G. Hill misses 2-pt jump shot from 5 ft,,96,82
367,3,1:41.0,,Defensive rebound by S. Napier,96,82
368,3,1:36.0,,S. Napier misses 3-pt jump shot from 26 ft,96,82
369,3,1:34.0,Defensive rebound by D. DiVincenzo,,96,82
370,3,1:24.0,Turnover by E. İlyasova (lost ball; steal by S. Napier),,96,82
371,3,1:18.0,,J. Culver misses 2-pt layup from 2 ft,96,82
372,3,1:16.0,Defensive rebound by P. Connaughton,,96,82
373,3,1:12.0,E. İlyasova misses 3-pt jump shot from 26 ft,,96,82
