,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CHICAGO_ACTION,SAN ANTONIO_SCORE,CHICAGO_SCORE
53,1,5:03.0,R. Gay enters the game for B. Forbes,,11,12
54,1,5:03.0,P. Mills enters the game for T. Lyles,,11,12
55,1,5:03.0,D. White enters the game for D. Murray,,11,12
56,1,5:03.0,,C. Felício enters the game for L. Kornet,11,12
57,1,5:03.0,,C. White enters the game for T. Satoranský,11,12
58,1,4:48.0,P. Mills makes 3-pt jump shot from 25 ft (assist by D. White),,14,12
59,1,4:33.0,,C. White misses 2-pt jump shot from 5 ft,14,12
60,1,4:30.0,Defensive rebound by R. Gay,,14,12
61,1,4:20.0,D. DeRozan makes 2-pt layup from 1 ft,,16,12
62,1,3:59.0,,Z. LaVine misses 2-pt layup from 2 ft (block by J. Poeltl),16,12
63,1,3:56.0,Defensive rebound by D. DeRozan,,16,12
64,1,3:55.0,Turnover by D. DeRozan (bad pass; steal by C. White),,16,12
65,1,3:40.0,,Z. LaVine misses 3-pt jump shot from 26 ft,16,12
66,1,3:37.0,Defensive rebound by R. Gay,,16,12
67,1,3:33.0,Shooting foul by T. Young (drawn by D. DeRozan),,16,12
68,1,3:33.0,D. DeRozan makes free throw 1 of 2,,17,12
69,1,3:33.0,D. DeRozan makes free throw 2 of 2,,18,12
70,1,3:23.0,,Personal foul by P. Mills (drawn by C. Felício),18,12
71,1,3:23.0,L. Walker enters the game for D. DeRozan,,18,12
72,1,3:15.0,,T. Young misses 2-pt layup from 2 ft (block by J. Poeltl),18,12
73,1,3:12.0,Defensive rebound by D. White,,18,12
74,1,3:02.0,R. Gay misses 2-pt jump shot from 21 ft,,18,12
75,1,2:57.0,Offensive rebound by J. Poeltl,,18,12
76,1,2:57.0,J. Poeltl makes 2-pt jump shot at rim,,20,12
77,1,2:37.0,,C. White misses 3-pt jump shot from 26 ft,20,12
78,1,2:34.0,,Offensive rebound by C. Felício,20,12
79,1,2:32.0,,C. White makes 3-pt jump shot from 24 ft (assist by K. Dunn),20,15
80,1,2:17.0,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,23,15
81,1,2:10.0,,K. Dunn makes 2-pt layup from 1 ft,23,17
82,1,1:53.0,R. Gay makes 2-pt jump shot from 12 ft,,25,17
83,1,1:31.0,,C. White misses 3-pt jump shot from 27 ft,25,17
84,1,1:27.0,Defensive rebound by J. Poeltl,,25,17
85,1,1:25.0,San Antonio full timeout,,25,17
86,1,1:25.0,,R. Arcidiacono enters the game for K. Dunn,25,17
87,1,1:25.0,,C. Hutchison enters the game for Z. LaVine,25,17
88,1,1:25.0,,D. Valentine enters the game for T. Young,25,17
89,1,1:25.0,Violation by Team (delay of game),,25,17
90,1,1:19.0,R. Gay makes 3-pt jump shot from 24 ft (assist by P. Mills),,28,17
91,1,1:04.0,,D. Valentine makes 2-pt jump shot from 21 ft (assist by C. Felício),28,19
92,1,1:04.0,C. Metu enters the game for J. Poeltl,,28,19
93,1,0:45.0,Turnover by R. Gay (traveling),,28,19
94,1,0:22.0,,C. Hutchison makes 2-pt jump shot from 2 ft (assist by R. Arcidiacono),28,21
95,1,0:10.0,Personal foul by C. White (drawn by D. White),,28,21
96,1,0:01.0,D. White misses 3-pt jump shot from 25 ft,,28,21
97,1,0:01.0,Offensive rebound by Team,,28,21
98,2,11:43.0,R. Gay misses 2-pt jump shot from 10 ft,,28,21
99,2,11:41.0,,Defensive rebound by L. Kornet,28,21
100,2,11:24.0,,Turnover by D. Valentine (bad pass),28,21
101,2,11:09.0,Turnover by C. Metu (lost ball; steal by L. Kornet),,28,21
102,2,11:05.0,,D. Valentine makes 2-pt jump shot from 17 ft,28,23
103,2,10:39.0,D. White misses 2-pt jump shot from 11 ft,,28,23
104,2,10:37.0,,Defensive rebound by D. Valentine,28,23
105,2,10:34.0,,D. Valentine misses 3-pt jump shot from 26 ft,28,23
106,2,10:32.0,Defensive rebound by L. Walker,,28,23
107,2,10:21.0,P. Mills misses 3-pt jump shot from 26 ft,,28,23
108,2,10:14.0,,Defensive rebound by D. Valentine,28,23
109,2,10:08.0,,L. Kornet misses 3-pt jump shot from 27 ft,28,23
110,2,10:06.0,,Offensive rebound by C. White,28,23
111,2,10:02.0,,Turnover by C. White (bad pass; steal by P. Mills),28,23
112,2,9:56.0,L. Walker misses 2-pt jump shot from 9 ft,,28,23
113,2,9:55.0,,Defensive rebound by C. White,28,23
114,2,9:51.0,,Chicago full timeout,28,23
115,2,9:51.0,B. Forbes enters the game for R. Gay,,28,23
116,2,9:51.0,T. Lyles enters the game for P. Mills,,28,23
117,2,9:51.0,D. Murray enters the game for D. White,,28,23
118,2,9:38.0,,C. Hutchison misses 2-pt layup from 2 ft,28,23
119,2,9:36.0,Defensive rebound by C. Metu,,28,23
120,2,9:26.0,C. Metu makes 2-pt dunk from 1 ft (assist by T. Lyles),,30,23
121,2,9:10.0,,L. Kornet makes 3-pt jump shot from 24 ft (assist by C. White),30,26
122,2,8:57.0,B. Forbes misses 3-pt jump shot from 26 ft,,30,26
123,2,8:54.0,,Defensive rebound by C. White,30,26
124,2,8:48.0,,C. White misses 2-pt layup from 1 ft,30,26
125,2,8:45.0,Defensive rebound by C. Metu,,30,26
126,2,8:41.0,L. Walker makes 2-pt jump shot from 17 ft (assist by B. Forbes),,32,26
127,2,8:28.0,,C. Hutchison makes 2-pt dunk from 1 ft,32,28
128,2,8:28.0,,Shooting foul by L. Walker (drawn by C. Hutchison),32,28
129,2,8:28.0,D. DeRozan enters the game for L. Walker,,32,28
130,2,8:28.0,,K. Dunn enters the game for R. Arcidiacono,32,28
131,2,8:28.0,,C. Hutchison misses free throw 1 of 1,32,28
132,2,8:24.0,Defensive rebound by T. Lyles,,32,28
133,2,8:11.0,B. Forbes misses 3-pt jump shot from 23 ft,,32,28
134,2,8:08.0,,Defensive rebound by L. Kornet,32,28
135,2,7:52.0,,C. Hutchison misses 3-pt jump shot from 25 ft,32,28
136,2,7:48.0,,Offensive rebound by C. White,32,28
137,2,7:41.0,,C. White makes 3-pt jump shot from 29 ft (assist by K. Dunn),32,31
138,2,7:11.0,D. DeRozan makes 2-pt jump shot from 8 ft (assist by B. Forbes),,34,31
139,2,6:59.0,,Shooting foul by D. DeRozan (drawn by L. Kornet),34,31
140,2,6:59.0,,L. Kornet makes free throw 1 of 2,34,32
141,2,6:59.0,,L. Kornet makes free throw 2 of 2,34,33
142,2,6:39.0,C. Metu misses 2-pt jump shot from 20 ft,,34,33
143,2,6:36.0,,Defensive rebound by K. Dunn,34,33
144,2,6:23.0,,D. Valentine makes 3-pt jump shot from 23 ft (assist by K. Dunn),34,36
145,2,6:08.0,C. Metu makes 2-pt layup from 2 ft (assist by D. Murray),,36,36
146,2,5:59.0,,K. Dunn misses 3-pt jump shot from 26 ft,36,36
147,2,5:52.0,,Offensive rebound by C. White,36,36
148,2,5:52.0,,C. White makes 2-pt layup from 1 ft,36,38
149,2,5:41.0,Shooting foul by C. Hutchison (drawn by D. DeRozan),,36,38
150,2,5:41.0,D. DeRozan misses free throw 1 of 2,,36,38
151,2,5:41.0,Offensive rebound by Team,,36,38
152,2,5:41.0,P. Mills enters the game for B. Forbes,,36,38
153,2,5:41.0,J. Poeltl enters the game for C. Metu,,36,38
154,2,5:41.0,D. White enters the game for D. Murray,,36,38
155,2,5:41.0,,Z. LaVine enters the game for C. Hutchison,36,38
156,2,5:41.0,,T. Satoranský enters the game for D. Valentine,36,38
157,2,5:41.0,,T. Young enters the game for C. White,36,38
158,2,5:41.0,D. DeRozan makes free throw 2 of 2,,37,38
159,2,5:19.0,,Z. LaVine misses 2-pt jump shot from 22 ft,37,38
160,2,5:17.0,,Offensive rebound by Team,37,38
161,2,5:17.0,,Turnover by Team (shot clock),37,38
162,2,5:07.0,P. Mills makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,40,38
163,2,4:53.0,,K. Dunn misses 2-pt jump shot from 6 ft (block by T. Lyles),40,38
164,2,4:49.0,Defensive rebound by J. Poeltl,,40,38
165,2,4:48.0,P. Mills makes 3-pt jump shot from 26 ft,,43,38
166,2,4:47.0,,Chicago full timeout,43,38
167,2,4:24.0,,T. Young makes 2-pt layup from 1 ft,43,40
168,2,4:07.0,T. Lyles misses 2-pt jump shot from 13 ft,,43,40
169,2,4:04.0,,Defensive rebound by T. Young,43,40
170,2,3:54.0,,L. Kornet misses 3-pt jump shot from 26 ft,43,40
171,2,3:51.0,Defensive rebound by T. Lyles,,43,40
172,2,3:43.0,T. Lyles misses 3-pt jump shot from 26 ft,,43,40
173,2,3:40.0,,Defensive rebound by T. Young,43,40
174,2,3:32.0,,K. Dunn makes 2-pt layup from 2 ft (assist by T. Young),43,42
175,2,3:21.0,Shooting foul by T. Satoranský (drawn by T. Lyles),,43,42
176,2,3:21.0,T. Lyles makes free throw 1 of 2,,44,42
177,2,3:21.0,,C. Felício enters the game for L. Kornet,44,42
178,2,3:21.0,T. Lyles misses free throw 2 of 2,,44,42
179,2,3:18.0,,Defensive rebound by Z. LaVine,44,42
180,2,3:04.0,,T. Young misses 3-pt jump shot from 25 ft,44,42
181,2,3:01.0,,Offensive rebound by C. Felício,44,42
182,2,2:56.0,,T. Young misses 2-pt jump shot from 6 ft,44,42
183,2,2:55.0,Defensive rebound by J. Poeltl,,44,42
184,2,2:46.0,D. DeRozan misses 2-pt jump shot from 10 ft,,44,42
185,2,2:44.0,Offensive rebound by J. Poeltl,,44,42
186,2,2:42.0,P. Mills misses 3-pt jump shot from 27 ft,,44,42
187,2,2:39.0,Offensive rebound by T. Lyles,,44,42
188,2,2:28.0,P. Mills misses 3-pt jump shot from 23 ft,,44,42
189,2,2:25.0,,Defensive rebound by K. Dunn,44,42
190,2,2:20.0,,T. Satoranský misses 2-pt layup from 2 ft,44,42
191,2,2:18.0,Defensive rebound by D. White,,44,42
192,2,2:13.0,Personal foul by C. Felício (drawn by J. Poeltl),,44,42
193,2,2:13.0,R. Gay enters the game for D. DeRozan,,44,42
194,2,2:13.0,L. Walker enters the game for T. Lyles,,44,42
195,2,2:13.0,,C. White enters the game for K. Dunn,44,42
196,2,2:03.0,P. Mills misses 3-pt jump shot from 26 ft,,44,42
197,2,1:59.0,Offensive rebound by P. Mills,,44,42
198,2,1:56.0,R. Gay makes 2-pt dunk from 1 ft (assist by P. Mills),,46,42
199,2,1:34.0,,C. White misses 2-pt jump shot from 7 ft,46,42
200,2,1:33.0,Defensive rebound by J. Poeltl,,46,42
201,2,1:27.0,L. Walker misses 2-pt layup from 3 ft,,46,42
202,2,1:26.0,,Defensive rebound by T. Satoranský,46,42
203,2,1:12.0,,C. Felício makes 2-pt layup from 2 ft (assist by T. Young),46,44
204,2,0:49.0,Turnover by R. Gay (bad pass; steal by T. Satoranský),,46,44
205,2,0:44.0,,C. White misses 2-pt layup from 2 ft (block by D. White),46,44
206,2,0:41.0,,Offensive rebound by T. Satoranský,46,44
207,2,0:41.0,,C. White makes 2-pt layup from 1 ft (assist by T. Satoranský),46,46
208,2,0:33.0,J. Poeltl makes 2-pt jump shot from 6 ft (assist by D. White),,48,46
209,2,0:15.0,,Personal foul by P. Mills (drawn by Z. LaVine),48,46
210,2,0:05.0,,Shooting foul by J. Poeltl (drawn by Z. LaVine),48,46
211,2,0:05.0,,Z. LaVine makes free throw 1 of 2,48,47
212,2,0:05.0,,K. Dunn enters the game for C. Felício,48,47
213,2,0:05.0,,Z. LaVine makes free throw 2 of 2,48,48
214,2,0:02.0,Turnover by J. Poeltl (lost ball; steal by T. Satoranský),,48,48
215,2,0:00.0,,T. Satoranský makes 2-pt layup from 2 ft,48,50
216,2,0:00.0,,Instant Replay (Request: Ruling Stands),48,50
217,3,11:42.0,J. Poeltl misses 2-pt hook shot from 5 ft (block by L. Kornet),,48,50
218,3,11:40.0,,Defensive rebound by L. Kornet,48,50
219,3,11:27.0,,L. Kornet misses 2-pt dunk from 2 ft,48,50
220,3,11:25.0,Defensive rebound by B. Forbes,,48,50
221,3,11:18.0,D. DeRozan makes 2-pt jump shot from 7 ft (assist by B. Forbes),,50,50
222,3,11:01.0,,T. Satoranský misses 2-pt jump shot from 9 ft,50,50
223,3,11:00.0,Defensive rebound by T. Lyles,,50,50
224,3,10:51.0,D. DeRozan makes 2-pt jump shot from 10 ft,,52,50
225,3,10:33.0,,K. Dunn makes 2-pt jump shot from 9 ft,52,52
226,3,10:23.0,D. DeRozan makes 2-pt jump shot from 10 ft,,54,52
227,3,10:13.0,,L. Kornet misses 3-pt jump shot from 26 ft,54,52
228,3,10:10.0,Defensive rebound by T. Lyles,,54,52
229,3,10:01.0,Turnover by D. DeRozan (lost ball; steal by K. Dunn),,54,52
230,3,9:57.0,,T. Satoranský makes 2-pt layup from 2 ft (assist by K. Dunn),54,54
231,3,9:35.0,J. Poeltl misses 2-pt jump shot from 8 ft,,54,54
232,3,9:33.0,,Defensive rebound by T. Young,54,54
233,3,9:27.0,,T. Young makes 2-pt layup from 2 ft (assist by T. Satoranský),54,56
234,3,9:09.0,Shooting foul by T. Young (drawn by T. Lyles),,54,56
235,3,9:09.0,T. Lyles makes free throw 1 of 2,,55,56
236,3,9:09.0,D. White enters the game for D. Murray,,55,56
237,3,9:09.0,T. Lyles misses free throw 2 of 2,,55,56
238,3,9:04.0,,Defensive rebound by T. Young,55,56
239,3,8:51.0,,Offensive foul by L. Kornet (drawn by J. Poeltl),55,56
240,3,8:51.0,,Turnover by L. Kornet (offensive foul),55,56
241,3,8:51.0,D. Murray enters the game for D. White,,55,56
242,3,8:43.0,Turnover by D. Murray (bad pass; steal by K. Dunn),,55,56
243,3,8:41.0,,Turnover by K. Dunn (bad pass),55,56
244,3,8:30.0,D. DeRozan misses 2-pt jump shot from 5 ft,,55,56
245,3,8:30.0,Offensive rebound by J. Poeltl,,55,56
246,3,8:30.0,Shooting foul by L. Kornet (drawn by J. Poeltl),,55,56
247,3,8:30.0,J. Poeltl misses free throw 1 of 2,,55,56
248,3,8:30.0,Offensive rebound by Team,,55,56
249,3,8:30.0,J. Poeltl misses free throw 2 of 2,,55,56
250,3,8:25.0,,Defensive rebound by T. Young,55,56
251,3,8:17.0,,L. Kornet misses 2-pt jump shot from 11 ft,55,56
252,3,8:14.0,Defensive rebound by D. Murray,,55,56
253,3,8:05.0,D. DeRozan misses 2-pt jump shot from 8 ft,,55,56
254,3,8:04.0,,Defensive rebound by T. Young,55,56
255,3,7:49.0,,Z. LaVine misses 2-pt layup from 2 ft,55,56
256,3,7:47.0,,Offensive rebound by L. Kornet,55,56
257,3,7:44.0,,L. Kornet misses 2-pt jump shot from 10 ft,55,56
258,3,7:44.0,,Offensive rebound by Z. LaVine,55,56
259,3,7:40.0,,Z. LaVine makes 2-pt layup from 2 ft,55,58
260,3,7:19.0,T. Lyles makes 3-pt jump shot from 23 ft (assist by D. Murray),,58,58
261,3,7:19.0,,C. Felício enters the game for L. Kornet,58,58
262,3,7:02.0,,Z. LaVine makes 3-pt jump shot from 24 ft (assist by K. Dunn),58,61
263,3,6:46.0,J. Poeltl makes 2-pt jump shot from 13 ft (assist by D. Murray),,60,61
264,3,6:37.0,,Z. LaVine misses 3-pt jump shot from 27 ft,60,61
265,3,6:34.0,Defensive rebound by T. Lyles,,60,61
266,3,6:26.0,D. DeRozan misses 2-pt jump shot from 6 ft,,60,61
267,3,6:24.0,,Defensive rebound by K. Dunn,60,61
268,3,6:20.0,,Z. LaVine misses 2-pt layup from 3 ft (block by J. Poeltl),60,61
269,3,6:16.0,Defensive rebound by D. DeRozan,,60,61
270,3,6:13.0,D. Murray makes 2-pt layup from 1 ft,,62,61
271,3,6:00.0,,Chicago full timeout,62,61
272,3,6:00.0,C. Metu enters the game for B. Forbes,,62,61
273,3,6:00.0,P. Mills enters the game for J. Poeltl,,62,61
274,3,6:00.0,,C. Hutchison enters the game for T. Satoranský,62,61
275,3,6:00.0,,C. White enters the game for T. Young,62,61
276,3,5:54.0,,C. Felício makes 2-pt layup from 2 ft (assist by K. Dunn),62,63
277,3,5:41.0,D. DeRozan makes 2-pt layup from 1 ft,,64,63
278,3,5:21.0,,C. Hutchison misses 3-pt jump shot from 23 ft,64,63
279,3,5:19.0,,Offensive rebound by C. Felício,64,63
280,3,5:14.0,,Turnover by K. Dunn (bad pass),64,63
281,3,5:01.0,P. Mills misses 3-pt jump shot from 25 ft,,64,63
282,3,4:59.0,Offensive rebound by C. Metu,,64,63
283,3,4:54.0,C. Metu misses 2-pt jump shot from 7 ft,,64,63
284,3,4:53.0,Offensive rebound by T. Lyles,,64,63
285,3,4:52.0,T. Lyles makes 2-pt dunk from 1 ft,,66,63
286,3,4:33.0,,C. White misses 2-pt layup from 2 ft (block by C. Metu),66,63
287,3,4:31.0,Defensive rebound by D. DeRozan,,66,63
288,3,4:22.0,Shooting foul by Z. LaVine (drawn by P. Mills),,66,63
289,3,4:22.0,P. Mills makes free throw 1 of 3,,67,63
290,3,4:22.0,P. Mills makes free throw 2 of 3,,68,63
291,3,4:22.0,R. Gay enters the game for T. Lyles,,68,63
292,3,4:22.0,P. Mills makes free throw 3 of 3,,69,63
293,3,4:06.0,,C. White misses 3-pt jump shot from 27 ft,69,63
294,3,4:03.0,Defensive rebound by D. Murray,,69,63
295,3,3:43.0,C. Metu misses 2-pt jump shot from 6 ft,,69,63
296,3,3:41.0,,Defensive rebound by C. Felício,69,63
297,3,3:33.0,,Z. LaVine misses 2-pt jump shot from 18 ft,69,63
298,3,3:30.0,Defensive rebound by Team,,69,63
299,3,3:13.0,Shooting foul by K. Dunn (drawn by D. DeRozan),,69,63
300,3,3:13.0,D. DeRozan makes free throw 1 of 2,,70,63
301,3,3:13.0,L. Walker enters the game for D. Murray,,70,63
302,3,3:13.0,,D. Valentine enters the game for Z. LaVine,70,63
303,3,3:13.0,D. DeRozan makes free throw 2 of 2,,71,63
304,3,3:00.0,,K. Dunn makes 2-pt layup from 2 ft,71,65
305,3,3:00.0,Violation by Team (def goaltending),,71,65
306,3,2:39.0,P. Mills makes 2-pt jump shot from 4 ft (assist by R. Gay),,73,65
307,3,2:25.0,,C. Hutchison makes 2-pt layup from 3 ft (assist by D. Valentine),73,67
308,3,2:13.0,D. DeRozan makes 2-pt layup from 1 ft,,75,67
309,3,1:58.0,,C. Hutchison makes 2-pt jump shot from 4 ft,75,69
310,3,1:57.0,San Antonio full timeout,,75,69
311,3,1:57.0,J. Poeltl enters the game for C. Metu,,75,69
312,3,1:57.0,,T. Satoranský enters the game for K. Dunn,75,69
313,3,1:42.0,P. Mills makes 3-pt jump shot from 22 ft (assist by D. DeRozan),,78,69
314,3,1:26.0,,D. Valentine misses 2-pt jump shot from 13 ft,78,69
315,3,1:24.0,Defensive rebound by D. DeRozan,,78,69
316,3,1:15.0,D. DeRozan misses 2-pt jump shot from 8 ft,,78,69
317,3,1:15.0,Offensive rebound by Team,,78,69
318,3,1:09.0,Shooting foul by C. Felício (drawn by D. DeRozan),,78,69
319,3,1:09.0,D. DeRozan makes free throw 1 of 2,,79,69
320,3,1:09.0,D. DeRozan makes free throw 2 of 2,,80,69
321,3,1:00.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by T. Satoranský),80,72
322,3,0:51.0,P. Mills makes 3-pt jump shot from 26 ft (assist by R. Gay),,83,72
323,3,0:26.0,,T. Satoranský makes 3-pt jump shot from 26 ft (assist by D. Valentine),83,75
324,3,0:05.0,Shooting foul by T. Satoranský (drawn by D. DeRozan),,83,75
325,3,0:05.0,D. DeRozan makes free throw 1 of 2,,84,75
326,3,0:05.0,D. DeRozan makes free throw 2 of 2,,85,75
327,3,0:00.0,,C. White misses 3-pt jump shot from 27 ft,85,75
328,3,0:00.0,,Offensive rebound by Team,85,75
329,4,11:46.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by T. Satoranský),85,78
330,4,11:30.0,L. Walker makes 3-pt jump shot from 24 ft (assist by R. Gay),,88,78
331,4,11:12.0,,T. Satoranský misses 3-pt jump shot from 22 ft,88,78
332,4,11:11.0,Defensive rebound by Team,,88,78
333,4,11:00.0,J. Poeltl misses 2-pt hook shot from 7 ft,,88,78
334,4,10:58.0,,Defensive rebound by C. Hutchison,88,78
335,4,10:45.0,,Shooting foul by L. Walker (drawn by C. White),88,78
336,4,10:45.0,,C. White misses free throw 1 of 2,88,78
337,4,10:45.0,,Offensive rebound by Team,88,78
338,4,10:45.0,B. Forbes enters the game for L. Walker,,88,78
339,4,10:45.0,,C. White makes free throw 2 of 2,88,79
340,4,10:29.0,P. Mills makes 2-pt layup from 2 ft,,90,79
341,4,10:19.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by T. Satoranský),90,82
342,4,10:06.0,J. Poeltl misses 2-pt jump shot from 5 ft,,90,82
343,4,10:05.0,,Defensive rebound by C. White,90,82
344,4,10:04.0,,Turnover by C. White (lost ball; steal by P. Mills),90,82
345,4,10:03.0,Turnover by D. White (step out of bounds),,90,82
346,4,10:03.0,,Z. LaVine enters the game for C. White,90,82
347,4,9:52.0,,D. Valentine misses 2-pt jump shot from 8 ft,90,82
348,4,9:50.0,Defensive rebound by J. Poeltl,,90,82
349,4,9:42.0,D. White misses 2-pt jump shot from 6 ft,,90,82
350,4,9:40.0,,Defensive rebound by D. Valentine,90,82
351,4,9:29.0,,Shooting foul by J. Poeltl (drawn by T. Satoranský),90,82
352,4,9:29.0,,T. Satoranský makes free throw 1 of 2,90,83
353,4,9:29.0,D. Murray enters the game for P. Mills,,90,83
354,4,9:29.0,L. Walker enters the game for D. White,,90,83
355,4,9:29.0,,T. Satoranský makes free throw 2 of 2,90,84
356,4,9:06.0,D. Murray misses 3-pt jump shot from 25 ft,,90,84
357,4,9:03.0,,Defensive rebound by L. Kornet,90,84
358,4,8:59.0,,Z. LaVine misses 3-pt jump shot from 24 ft,90,84
359,4,8:55.0,,Offensive rebound by C. Hutchison,90,84
360,4,8:47.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by D. Valentine),90,87
361,4,8:45.0,San Antonio full timeout,,90,87
362,4,8:45.0,D. DeRozan enters the game for L. Walker,,90,87
363,4,8:28.0,D. Murray misses 2-pt layup from 2 ft,,90,87
364,4,8:28.0,Offensive rebound by J. Poeltl,,90,87
365,4,8:28.0,Shooting foul by D. Valentine (drawn by J. Poeltl),,90,87
366,4,8:28.0,J. Poeltl makes free throw 1 of 2,,91,87
367,4,8:28.0,,K. Dunn enters the game for T. Satoranský,91,87
368,4,8:28.0,J. Poeltl misses free throw 2 of 2,,91,87
369,4,8:24.0,,Defensive rebound by D. Valentine,91,87
370,4,8:09.0,,Z. LaVine misses 3-pt jump shot from 27 ft,91,87
371,4,8:07.0,Defensive rebound by R. Gay,,91,87
372,4,7:52.0,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. Murray),,93,87
373,4,7:41.0,,D. Valentine misses 3-pt jump shot from 24 ft,93,87
374,4,7:37.0,,Offensive rebound by C. Hutchison,93,87
375,4,7:35.0,,L. Kornet makes 2-pt layup from 2 ft (assist by C. Hutchison),93,89
376,4,7:09.0,J. Poeltl misses 2-pt layup from 3 ft,,93,89
377,4,7:09.0,Offensive rebound by R. Gay,,93,89
378,4,7:09.0,Shooting foul by L. Kornet (drawn by R. Gay),,93,89
379,4,7:09.0,R. Gay makes free throw 1 of 2,,94,89
380,4,7:09.0,P. Mills enters the game for B. Forbes,,94,89
381,4,7:09.0,R. Gay makes free throw 2 of 2,,95,89
382,4,6:54.0,,Z. LaVine makes 2-pt layup from 1 ft,95,91
383,4,6:44.0,Offensive foul by R. Gay (drawn by C. Hutchison),,95,91
384,4,6:44.0,Turnover by R. Gay (offensive foul),,95,91
385,4,6:44.0,D. White enters the game for D. Murray,,95,91
386,4,6:44.0,,T. Young enters the game for C. Hutchison,95,91
