,QUARTER,TIME_REMAINING,ORLANDO_ACTION,UTAH_ACTION,ORLANDO_SCORE,UTAH_SCORE
381,4,6:02.0,D. Augustin makes 2-pt jump shot from 14 ft,,93,90
382,4,5:48.0,,R. O'Neale misses 3-pt jump shot from 25 ft,93,90
383,4,5:44.0,Defensive rebound by M. Carter-Williams,,93,90
384,4,5:32.0,N. Vučević misses 3-pt jump shot from 25 ft,,93,90
385,4,5:30.0,,Defensive rebound by R. Gobert,93,90
386,4,5:30.0,,Utah full timeout,93,90
387,4,5:30.0,E. Fournier enters the game for M. Carter-Williams,,93,90
388,4,5:30.0,M. Fultz enters the game for T. Ross,,93,90
389,4,5:30.0,,D. Mitchell enters the game for G. Niang,93,90
390,4,5:21.0,,D. Mitchell misses 3-pt jump shot from 26 ft,93,90
391,4,5:17.0,Defensive rebound by D. Augustin,,93,90
392,4,5:09.0,D. Augustin makes 2-pt layup from 2 ft,,95,90
393,4,4:56.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,95,90
394,4,4:52.0,Defensive rebound by M. Fultz,,95,90
395,4,4:44.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Fournier),,97,90
396,4,4:31.0,,D. Mitchell makes 2-pt dunk from 2 ft,97,92
397,4,4:08.0,Turnover by E. Fournier (bad pass; steal by R. O'Neale),,97,92
398,4,4:08.0,,Personal take foul by E. Fournier (drawn by J. Ingles),97,92
399,4,3:54.0,,D. Mitchell misses 2-pt layup from 7 ft,97,92
400,4,3:53.0,,Offensive rebound by R. Gobert,97,92
401,4,3:53.0,,R. Gobert misses 2-pt layup at rim,97,92
402,4,3:53.0,Defensive rebound by Team,,97,92
403,4,3:53.0,,Loose ball foul by D. Mitchell (drawn by E. Fournier),97,92
404,4,3:53.0,E. Fournier makes free throw 1 of 2,,98,92
405,4,3:53.0,E. Fournier misses free throw 2 of 2,,98,92
406,4,3:52.0,,Defensive rebound by Team,98,92
407,4,3:52.0,Loose ball foul by J. Isaac (drawn by B. Bogdanović),,98,92
408,4,3:52.0,Orlando full timeout,,98,92
409,4,3:52.0,Instant Replay (Challenge: Ruling Stands),,98,92
410,4,3:40.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by D. Mitchell),98,95
411,4,3:15.0,E. Fournier misses 3-pt jump shot from 25 ft,,98,95
412,4,3:12.0,,Defensive rebound by R. O'Neale,98,95
413,4,3:04.0,,D. Mitchell makes 2-pt jump shot from 4 ft (assist by R. O'Neale),98,97
414,4,2:41.0,M. Fultz misses 2-pt jump shot from 15 ft,,98,97
415,4,2:38.0,,Defensive rebound by R. Gobert,98,97
416,4,2:19.0,,Personal foul by N. Vučević (drawn by R. Gobert),98,97
417,4,2:19.0,A. Gordon enters the game for J. Isaac,,98,97
418,4,2:12.0,,B. Bogdanović makes 2-pt jump shot from 8 ft (assist by R. Gobert),98,99
419,4,1:56.0,Turnover by D. Augustin (bad pass; steal by B. Bogdanović),,98,99
420,4,1:53.0,,B. Bogdanović makes 2-pt layup from 2 ft,98,101
421,4,1:53.0,Orlando full timeout,,98,101
422,4,1:53.0,T. Ross enters the game for D. Augustin,,98,101
423,4,1:45.0,E. Fournier makes 2-pt jump shot from 16 ft (assist by M. Fultz),,100,101
424,4,1:30.0,,Turnover by R. O'Neale (traveling),100,101
425,4,1:16.0,E. Fournier misses 3-pt jump shot from 26 ft,,100,101
426,4,1:13.0,,Defensive rebound by R. O'Neale,100,101
427,4,0:58.0,,D. Mitchell makes 2-pt jump shot from 8 ft,100,103
428,4,0:46.0,N. Vučević misses 3-pt jump shot from 26 ft,,100,103
429,4,0:42.0,,Defensive rebound by B. Bogdanović,100,103
430,4,0:29.0,,D. Mitchell makes 2-pt jump shot from 11 ft,100,105
431,4,0:28.0,Orlando full timeout,,100,105
432,4,0:25.0,E. Fournier misses 3-pt jump shot from 26 ft,,100,105
433,4,0:21.0,,Defensive rebound by J. Ingles,100,105
434,4,0:20.0,,Personal take foul by E. Fournier (drawn by J. Ingles),100,105
435,4,0:20.0,,J. Ingles makes free throw 1 of 2,100,106
436,4,0:20.0,,J. Ingles makes free throw 2 of 2,100,107
437,4,0:06.0,E. Fournier makes 2-pt layup from 4 ft (assist by N. Vučević),,102,107
438,4,0:06.0,,Violation by Team (def goaltending),102,107
439,4,0:03.0,,Personal take foul by A. Gordon (drawn by B. Bogdanović),102,107
440,4,0:03.0,,B. Bogdanović makes free throw 1 of 2,102,108
441,4,0:03.0,,B. Bogdanović makes free throw 2 of 2,102,109
