,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,INDIANA_ACTION,MEMPHIS_SCORE,INDIANA_SCORE
377,4,4:20.0,,T. Warren makes 3-pt jump shot from 28 ft,101,121
378,4,4:08.0,D. Brooks misses 2-pt layup from 2 ft,,101,121
379,4,4:06.0,Offensive rebound by J. Valančiūnas,,101,121
380,4,4:06.0,J. Valančiūnas misses 2-pt layup at rim,,101,121
381,4,4:06.0,,Defensive rebound by Team,101,121
382,4,3:54.0,,Turnover by T. Warren (lost ball; steal by D. Brooks),101,121
383,4,3:49.0,J. Valančiūnas makes 2-pt jump shot from 8 ft (assist by J. Morant),,103,121
384,4,3:44.0,Technical foul by T. Warren,,103,121
385,4,3:44.0,D. Brooks misses technical free throw,,103,121
386,4,3:44.0,,Defensive rebound by Team,103,121
387,4,3:35.0,,D. McDermott makes 3-pt jump shot from 26 ft (assist by M. Brogdon),103,124
388,4,3:18.0,J. Morant misses 2-pt layup from 2 ft (block by M. Turner),,103,124
389,4,3:15.0,,Defensive rebound by M. Brogdon,103,124
390,4,3:01.0,,M. Brogdon misses 3-pt jump shot from 29 ft,103,124
391,4,2:57.0,Defensive rebound by B. Clarke,,103,124
392,4,2:53.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by D. Brooks),,105,124
393,4,2:45.0,,Indiana full timeout,105,124
394,4,2:45.0,G. Allen enters the game for D. Brooks,,105,124
395,4,2:45.0,M. Guduric enters the game for J. Crowder,,105,124
396,4,2:45.0,D. Melton enters the game for J. Morant,,105,124
397,4,2:45.0,,G. Bitadze enters the game for M. Brogdon,105,124
398,4,2:45.0,,A. Holiday enters the game for J. Lamb,105,124
399,4,2:45.0,,T. Leaf enters the game for M. Turner,105,124
400,4,2:45.0,,T. McConnell enters the game for T. Warren,105,124
401,4,2:34.0,,G. Bitadze misses 2-pt jump shot from 1 ft,105,124
402,4,2:33.0,,Offensive rebound by Team,105,124
403,4,2:33.0,,A. Johnson enters the game for D. McDermott,105,124
404,4,2:29.0,,A. Johnson misses 2-pt jump shot from 10 ft,105,124
405,4,2:26.0,Defensive rebound by G. Allen,,105,124
406,4,2:19.0,J. Valančiūnas makes 2-pt dunk from 3 ft (assist by G. Allen),,107,124
407,4,2:01.0,,A. Holiday misses 2-pt jump shot from 18 ft,107,124
408,4,1:59.0,Defensive rebound by J. Valančiūnas,,107,124
409,4,1:54.0,G. Allen makes 2-pt layup from 3 ft (assist by M. Guduric),,109,124
410,4,1:44.0,,Personal take foul by D. Melton (drawn by A. Holiday),109,124
411,4,1:44.0,B. Caboclo enters the game for J. Valančiūnas,,109,124
412,4,1:37.0,,T. McConnell misses 2-pt jump shot from 11 ft,109,124
413,4,1:35.0,,Offensive rebound by G. Bitadze,109,124
414,4,1:35.0,,Personal foul by D. Melton (drawn by G. Bitadze),109,124
415,4,1:35.0,,G. Bitadze makes free throw 1 of 2,109,125
416,4,1:35.0,,G. Bitadze makes free throw 2 of 2,109,126
417,4,1:20.0,G. Allen misses 3-pt jump shot from 25 ft,,109,126
418,4,1:17.0,,Defensive rebound by T. Leaf,109,126
419,4,1:02.0,,A. Holiday misses 3-pt jump shot from 28 ft,109,126
420,4,0:58.0,,Offensive rebound by A. Holiday,109,126
421,4,0:47.0,,T. McConnell misses 2-pt layup from 1 ft,109,126
422,4,0:44.0,Defensive rebound by G. Allen,,109,126
423,4,0:41.0,B. Clarke makes 2-pt dunk from 1 ft (assist by G. Allen),,111,126
424,4,0:26.0,,T. Leaf misses 3-pt jump shot from 27 ft,111,126
425,4,0:23.0,Defensive rebound by B. Clarke,,111,126
426,4,0:15.0,M. Guduric makes 3-pt jump shot from 30 ft (assist by D. Melton),,114,126
