,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,SAN ANTONIO_ACTION,CHARLOTTE_SCORE,SAN ANTONIO_SCORE
382,4,3:20.0,,Offensive rebound by L. Aldridge,85,103
383,4,3:20.0,,L. Aldridge makes 2-pt layup at rim,85,105
384,4,3:20.0,,Shooting foul by C. Zeller (drawn by L. Aldridge),85,105
385,4,3:20.0,W. Hernangómez enters the game for C. Zeller,,85,105
386,4,3:20.0,,P. Mills enters the game for D. Murray,85,105
387,4,3:20.0,,L. Aldridge misses free throw 1 of 1,85,105
388,4,3:17.0,Defensive rebound by M. Bridges,,85,105
389,4,3:05.0,M. Bridges misses 3-pt jump shot from 27 ft,,85,105
390,4,3:04.0,Offensive rebound by W. Hernangómez,,85,105
391,4,3:03.0,Turnover by W. Hernangómez (bad pass; steal by D. DeRozan),,85,105
392,4,2:53.0,,Turnover by D. DeRozan (lost ball; steal by W. Hernangómez),85,105
393,4,2:51.0,Shooting foul by D. DeRozan (drawn by M. Bridges),,85,105
394,4,2:51.0,M. Bridges misses free throw 1 of 2,,85,105
395,4,2:51.0,Offensive rebound by Team,,85,105
396,4,2:51.0,M. Bridges makes free throw 2 of 2,,86,105
397,4,2:34.0,,D. White misses 3-pt jump shot from 26 ft,86,105
398,4,2:31.0,Defensive rebound by T. Rozier,,86,105
399,4,2:20.0,C. Martin misses 3-pt jump shot from 25 ft,,86,105
400,4,2:18.0,,Defensive rebound by M. Belinelli,86,105
401,4,1:59.0,,D. DeRozan makes 2-pt jump shot from 16 ft,86,107
402,4,1:57.0,Personal take foul by P. Mills (drawn by T. Rozier),,86,107
403,4,1:57.0,D. Graham enters the game for M. Monk,,86,107
404,4,1:57.0,,B. Forbes enters the game for L. Aldridge,86,107
405,4,1:57.0,,K. Johnson enters the game for M. Belinelli,86,107
406,4,1:57.0,,T. Lyles enters the game for D. DeRozan,86,107
407,4,1:57.0,,C. Metu enters the game for P. Mills,86,107
408,4,1:57.0,,L. Walker enters the game for D. White,86,107
409,4,1:57.0,T. Rozier makes free throw 1 of 2,,87,107
410,4,1:57.0,T. Rozier makes free throw 2 of 2,,88,107
411,4,1:45.0,,Shooting foul by W. Hernangómez (drawn by C. Metu),88,107
412,4,1:45.0,,C. Metu makes free throw 1 of 2,88,108
413,4,1:45.0,,C. Metu makes free throw 2 of 2,88,109
414,4,1:32.0,M. Bridges misses 3-pt jump shot from 27 ft,,88,109
415,4,1:29.0,,Defensive rebound by K. Johnson,88,109
416,4,1:16.0,,K. Johnson makes 2-pt jump shot from 7 ft (assist by C. Metu),88,111
417,4,1:04.0,T. Rozier makes 2-pt layup from 2 ft,,90,111
418,4,0:46.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by C. Metu),90,114
419,4,0:28.0,W. Hernangómez misses 2-pt jump shot from 10 ft,,90,114
420,4,0:25.0,,Defensive rebound by L. Walker,90,114
421,4,0:00.0,,Turnover by Team (shot clock),90,114
