,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
155,2,8:17.0,J. Henson makes free throw 1 of 2,,39,32
156,2,8:17.0,,D. Melton enters the game for D. Brooks,39,32
157,2,8:17.0,J. Henson makes free throw 2 of 2,,40,32
158,2,7:56.0,,J. Morant makes 2-pt jump shot from 5 ft,40,34
159,2,7:34.0,L. Nance misses 2-pt jump shot from 12 ft,,40,34
160,2,7:32.0,,Defensive rebound by J. Valančiūnas,40,34
161,2,7:25.0,,D. Melton misses 3-pt jump shot from 26 ft,40,34
162,2,7:21.0,Defensive rebound by J. Henson,,40,34
163,2,7:10.0,A. McKinnie makes 2-pt layup from 1 ft (assist by J. Henson),,42,34
164,2,6:47.0,,G. Allen makes 2-pt jump shot from 2 ft (assist by D. Melton),42,36
165,2,6:32.0,C. Sexton misses 2-pt jump shot from 13 ft,,42,36
166,2,6:30.0,,Defensive rebound by J. Valančiūnas,42,36
167,2,6:25.0,,Shooting foul by L. Nance (drawn by S. Hill),42,36
168,2,6:25.0,,S. Hill makes free throw 1 of 2,42,37
169,2,6:25.0,D. Garland enters the game for M. Dellavedova,,42,37
170,2,6:25.0,K. Love enters the game for J. Henson,,42,37
171,2,6:25.0,,S. Hill misses free throw 2 of 2,42,37
172,2,6:22.0,Defensive rebound by L. Nance,,42,37
173,2,6:08.0,L. Nance makes 2-pt jump shot from 10 ft,,44,37
174,2,5:54.0,,J. Morant makes 2-pt jump shot from 12 ft,44,39
175,2,5:41.0,D. Garland makes 2-pt layup from 3 ft,,46,39
176,2,5:23.0,,J. Morant misses 2-pt jump shot from 13 ft,46,39
177,2,5:21.0,Defensive rebound by K. Love,,46,39
178,2,5:10.0,L. Nance makes 2-pt dunk from 1 ft (assist by D. Garland),,48,39
179,2,5:10.0,,Memphis full timeout,48,39
180,2,5:10.0,D. Exum enters the game for A. McKinnie,,48,39
181,2,5:10.0,C. Osman enters the game for L. Nance,,48,39
182,2,5:10.0,T. Thompson enters the game for C. Sexton,,48,39
183,2,5:10.0,,B. Clarke enters the game for S. Hill,48,39
184,2,5:10.0,,J. Crowder enters the game for J. Morant,48,39
185,2,5:10.0,,T. Jones enters the game for J. Valančiūnas,48,39
186,2,4:57.0,,B. Clarke makes 2-pt layup at rim (assist by D. Melton),48,41
187,2,4:45.0,Turnover by D. Garland (bad pass; steal by D. Melton),,48,41
188,2,4:41.0,,G. Allen makes 2-pt dunk from 1 ft (assist by D. Melton),48,43
189,2,4:13.0,D. Exum misses 3-pt jump shot from 29 ft,,48,43
190,2,4:09.0,Offensive rebound by T. Thompson,,48,43
191,2,3:59.0,C. Osman misses 3-pt jump shot from 25 ft,,48,43
192,2,3:55.0,,Defensive rebound by J. Crowder,48,43
193,2,3:48.0,,T. Jones misses 2-pt jump shot from 7 ft,48,43
194,2,3:45.0,,Offensive rebound by D. Melton,48,43
195,2,3:41.0,,G. Allen makes 2-pt layup from 1 ft (assist by D. Melton),48,45
196,2,3:38.0,Cleveland full timeout,,48,45
197,2,3:20.0,K. Love makes 2-pt jump shot from 22 ft,,50,45
198,2,3:10.0,,J. Crowder misses 3-pt jump shot from 26 ft,50,45
199,2,3:07.0,Defensive rebound by C. Osman,,50,45
200,2,2:53.0,Turnover by D. Garland (lost ball; steal by D. Melton),,50,45
201,2,2:48.0,,T. Jones makes 2-pt layup from 1 ft (assist by B. Clarke),50,47
202,2,2:27.0,T. Thompson misses 2-pt layup from 5 ft (block by B. Clarke),,50,47
203,2,2:24.0,Offensive rebound by K. Love,,50,47
204,2,2:23.0,K. Love makes 2-pt layup from 4 ft,,52,47
205,2,2:09.0,,J. Crowder misses 3-pt jump shot from 26 ft,52,47
206,2,2:07.0,Defensive rebound by T. Thompson,,52,47
207,2,2:01.0,Turnover by D. Garland (bad pass; steal by J. Crowder),,52,47
208,2,1:58.0,,Shooting foul by C. Osman (drawn by D. Melton),52,47
209,2,1:58.0,,D. Melton misses free throw 1 of 2,52,47
210,2,1:58.0,,Offensive rebound by Team,52,47
211,2,1:58.0,C. Sexton enters the game for D. Exum,,52,47
212,2,1:58.0,,J. Valančiūnas enters the game for G. Allen,52,47
213,2,1:58.0,,D. Melton makes free throw 2 of 2,52,48
214,2,1:47.0,C. Osman misses 3-pt jump shot from 23 ft,,52,48
215,2,1:42.0,Offensive rebound by C. Sexton,,52,48
216,2,1:41.0,T. Thompson makes 2-pt layup at rim (assist by C. Sexton),,54,48
217,2,1:28.0,,D. Melton misses 2-pt jump shot from 20 ft,54,48
218,2,1:26.0,Defensive rebound by T. Thompson,,54,48
219,2,1:22.0,C. Osman makes 2-pt layup from 2 ft (assist by D. Garland),,56,48
220,2,1:08.0,,T. Jones misses 2-pt jump shot from 17 ft,56,48
221,2,1:06.0,Defensive rebound by T. Thompson,,56,48
222,2,1:05.0,Turnover by C. Sexton (lost ball; steal by J. Crowder),,56,48
223,2,1:00.0,,T. Jones makes 2-pt layup from 1 ft (assist by J. Crowder),56,50
224,2,0:49.0,T. Thompson misses 2-pt hook shot from 8 ft,,56,50
225,2,0:46.0,,Defensive rebound by J. Crowder,56,50
226,2,0:30.0,,B. Clarke makes 2-pt jump shot from 10 ft (assist by T. Jones),56,52
227,2,0:10.0,Turnover by D. Garland (lost ball; steal by D. Melton),,56,52
228,2,0:07.0,,D. Melton makes 2-pt dunk at rim (assist by T. Jones),56,54
229,2,0:03.0,C. Sexton misses 2-pt layup at rim,,56,54
230,2,0:01.0,,Defensive rebound by J. Valančiūnas,56,54
231,2,0:00.0,,J. Valančiūnas misses 3-pt jump shot from 51 ft,56,54
232,2,0:00.0,,Offensive rebound by Team,56,54
233,3,11:46.0,K. Love makes 2-pt jump shot from 22 ft,,58,54
234,3,11:29.0,,D. Brooks makes 3-pt jump shot from 28 ft (assist by J. Valančiūnas),58,57
235,3,11:11.0,K. Love makes 2-pt hook shot from 7 ft,,60,57
236,3,11:06.0,,J. Crowder makes 2-pt layup from 1 ft,60,59
237,3,11:06.0,,Shooting foul by K. Love (drawn by J. Crowder),60,59
238,3,11:06.0,Cleveland full timeout,,60,59
239,3,11:06.0,Instant Replay (Challenge: Stands),,60,59
240,3,11:06.0,,J. Crowder makes free throw 1 of 1,60,60
241,3,11:03.0,,Technical foul by,60,60
242,3,11:03.0,,D. Brooks makes technical free throw,60,61
243,3,10:57.0,Personal foul by J. Morant (drawn by C. Sexton),,60,61
244,3,10:49.0,C. Sexton makes 2-pt layup from 1 ft (assist by D. Garland),,62,61
245,3,10:35.0,,Offensive foul by J. Valančiūnas (drawn by K. Love),62,61
246,3,10:35.0,,Turnover by J. Valančiūnas (offensive foul),62,61
247,3,10:20.0,C. Osman misses 3-pt jump shot from 27 ft,,62,61
248,3,10:16.0,Offensive rebound by T. Thompson,,62,61
249,3,10:06.0,D. Garland misses 3-pt jump shot from 25 ft,,62,61
250,3,10:03.0,Offensive rebound by C. Osman,,62,61
251,3,10:02.0,C. Osman misses 2-pt jump shot from 6 ft (block by J. Valančiūnas),,62,61
252,3,10:00.0,,Defensive rebound by J. Morant,62,61
253,3,10:00.0,,Personal take foul by C. Osman (drawn by J. Morant),62,61
254,3,9:46.0,,D. Brooks misses 2-pt jump shot from 13 ft,62,61
255,3,9:44.0,Defensive rebound by Team,,62,61
256,3,9:34.0,T. Thompson misses 2-pt layup from 2 ft,,62,61
257,3,9:32.0,,Defensive rebound by J. Valančiūnas,62,61
258,3,9:28.0,,J. Morant makes 2-pt layup from 1 ft (assist by D. Brooks),62,63
259,3,9:10.0,D. Garland misses 2-pt jump shot from 13 ft,,62,63
260,3,9:06.0,Offensive rebound by C. Osman,,62,63
261,3,9:04.0,D. Garland misses 3-pt jump shot from 23 ft,,62,63
262,3,9:01.0,,Defensive rebound by D. Brooks,62,63
263,3,8:55.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by J. Morant),62,65
264,3,8:39.0,Offensive foul by C. Sexton (drawn by J. Morant),,62,65
265,3,8:39.0,Turnover by C. Sexton (offensive foul),,62,65
266,3,8:28.0,,J. Jackson misses 2-pt hook shot from 11 ft,62,65
267,3,8:27.0,Defensive rebound by Team,,62,65
268,3,8:14.0,Turnover by C. Osman (bad pass; steal by J. Crowder),,62,65
269,3,8:09.0,,J. Morant makes 2-pt dunk from 1 ft (assist by J. Crowder),62,67
270,3,7:53.0,C. Sexton misses 3-pt jump shot from 27 ft,,62,67
271,3,7:51.0,,Defensive rebound by J. Valančiūnas,62,67
272,3,7:45.0,,J. Crowder makes 3-pt jump shot from 25 ft,62,70
273,3,7:42.0,Cleveland full timeout,,62,70
274,3,7:28.0,Turnover by T. Thompson (3 sec),,62,70
275,3,7:19.0,,J. Valančiūnas misses 2-pt dunk from 1 ft (block by T. Thompson),62,70
276,3,7:19.0,Defensive rebound by Team,,62,70
277,3,6:59.0,C. Sexton misses 2-pt layup from 1 ft (block by J. Valančiūnas),,62,70
278,3,6:56.0,Offensive rebound by C. Osman,,62,70
279,3,6:44.0,C. Osman misses 3-pt jump shot from 25 ft,,62,70
280,3,6:42.0,,Defensive rebound by J. Crowder,62,70
281,3,6:37.0,,Personal foul by C. Osman (drawn by J. Crowder),62,70
282,3,6:37.0,M. Dellavedova enters the game for D. Garland,,62,70
283,3,6:30.0,,Shooting foul by T. Thompson (drawn by D. Brooks),62,70
284,3,6:30.0,,D. Brooks makes free throw 1 of 2,62,71
285,3,6:30.0,,D. Brooks makes free throw 2 of 2,62,72
286,3,6:14.0,C. Sexton makes 3-pt jump shot from 25 ft (assist by T. Thompson),,65,72
287,3,6:02.0,,D. Brooks makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),65,75
288,3,5:49.0,Personal foul by J. Valančiūnas (drawn by C. Sexton),,65,75
289,3,5:49.0,,B. Clarke enters the game for J. Jackson,65,75
290,3,5:33.0,C. Sexton makes 2-pt layup from 1 ft,,67,75
291,3,5:22.0,,B. Clarke makes 2-pt jump shot from 9 ft (assist by J. Morant),67,77
292,3,5:06.0,Turnover by M. Dellavedova (bad pass; steal by J. Morant),,67,77
293,3,4:55.0,,Turnover by J. Morant (bad pass; steal by T. Thompson),67,77
294,3,4:34.0,M. Dellavedova misses 3-pt jump shot from 26 ft,,67,77
295,3,4:33.0,,Defensive rebound by B. Clarke,67,77
296,3,4:33.0,,Personal foul by T. Thompson (drawn by B. Clarke),67,77
297,3,4:33.0,,B. Clarke makes free throw 1 of 2,67,78
298,3,4:33.0,D. Garland enters the game for C. Osman,,67,78
299,3,4:33.0,A. McKinnie enters the game for C. Sexton,,67,78
300,3,4:33.0,,T. Jones enters the game for J. Morant,67,78
301,3,4:33.0,,B. Clarke makes free throw 2 of 2,67,79
302,3,4:14.0,A. McKinnie makes 2-pt jump shot from 12 ft (assist by D. Garland),,69,79
303,3,4:01.0,,Turnover by J. Valančiūnas (3 sec),69,79
304,3,3:48.0,Shooting foul by J. Valančiūnas (drawn by K. Love),,69,79
305,3,3:48.0,K. Love misses free throw 1 of 2,,69,79
306,3,3:48.0,Offensive rebound by Team,,69,79
307,3,3:48.0,K. Love misses free throw 2 of 2,,69,79
308,3,3:46.0,,Defensive rebound by J. Crowder,69,79
309,3,3:35.0,,D. Brooks makes 2-pt jump shot from 13 ft (assist by B. Clarke),69,81
310,3,3:21.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by D. Garland),,72,81
311,3,3:10.0,,D. Brooks makes 2-pt jump shot from 14 ft,72,83
312,3,2:59.0,D. Garland misses 3-pt jump shot from 26 ft,,72,83
313,3,2:56.0,,Defensive rebound by J. Valančiūnas,72,83
314,3,2:48.0,,D. Brooks makes 2-pt jump shot from 21 ft (assist by T. Jones),72,85
315,3,2:30.0,M. Dellavedova misses 2-pt layup from 5 ft (block by T. Jones),,72,85
316,3,2:27.0,,Defensive rebound by T. Jones,72,85
317,3,2:25.0,,D. Brooks misses 3-pt jump shot from 26 ft,72,85
318,3,2:21.0,Defensive rebound by T. Thompson,,72,85
319,3,2:05.0,D. Garland misses 2-pt jump shot from 11 ft,,72,85
320,3,2:02.0,Offensive rebound by T. Thompson,,72,85
321,3,2:02.0,Shooting foul by B. Clarke (drawn by T. Thompson),,72,85
322,3,2:02.0,T. Thompson makes free throw 1 of 2,,73,85
323,3,2:02.0,,Technical foul by T. Thompson,73,85
324,3,2:02.0,T. Thompson ejected from game,,73,85
325,3,2:02.0,,D. Brooks makes technical free throw,73,86
326,3,2:02.0,J. Henson enters the game for K. Love,,73,86
327,3,2:02.0,L. Nance enters the game for T. Thompson,,73,86
328,3,2:02.0,,J. Jackson enters the game for J. Crowder,73,86
329,3,2:02.0,,D. Melton enters the game for J. Valančiūnas,73,86
330,3,2:02.0,J. Henson makes free throw 2 of 2,,74,86
331,3,2:02.0,,G. Allen enters the game for D. Brooks,74,86
332,3,1:48.0,,Turnover by D. Melton (traveling),74,86
333,3,1:38.0,Shooting foul by B. Clarke (drawn by L. Nance),,74,86
334,3,1:38.0,L. Nance misses free throw 1 of 2,,74,86
335,3,1:38.0,Offensive rebound by Team,,74,86
336,3,1:38.0,L. Nance misses free throw 2 of 2,,74,86
337,3,1:35.0,,Defensive rebound by D. Melton,74,86
338,3,1:27.0,,B. Clarke misses 2-pt jump shot from 13 ft,74,86
339,3,1:23.0,Defensive rebound by A. McKinnie,,74,86
340,3,1:09.0,J. Henson misses 2-pt hook shot from 4 ft (block by B. Clarke),,74,86
341,3,1:06.0,,Defensive rebound by J. Jackson,74,86
342,3,1:03.0,,Turnover by D. Melton (bad pass; steal by L. Nance),74,86
343,3,0:50.0,Personal foul by D. Melton (drawn by J. Henson),,74,86
344,3,0:50.0,J. Henson misses free throw 1 of 2,,74,86
345,3,0:50.0,Offensive rebound by Team,,74,86
346,3,0:50.0,J. Henson misses free throw 2 of 2,,74,86
347,3,0:47.0,,Defensive rebound by D. Melton,74,86
348,3,0:40.0,,B. Clarke makes 3-pt jump shot from 24 ft (assist by T. Jones),74,89
349,3,0:31.0,D. Garland misses 2-pt layup from 4 ft,,74,89
350,3,0:27.0,,Defensive rebound by G. Allen,74,89
351,3,0:26.0,,T. Jones makes 3-pt jump shot from 22 ft (assist by G. Allen),74,92
352,3,0:02.0,L. Nance makes 2-pt dunk from 1 ft (assist by D. Garland),,76,92
353,3,0:00.0,,J. Jackson misses 3-pt jump shot from 38 ft,76,92
354,3,0:00.0,,Offensive rebound by Team,76,92
355,4,11:48.0,,J. Jackson makes 2-pt jump shot from 7 ft (assist by S. Hill),76,94
356,4,11:34.0,Personal foul by D. Melton (drawn by C. Sexton),,76,94
357,4,11:31.0,Turnover by A. McKinnie (lost ball; steal by J. Morant),,76,94
358,4,11:26.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by G. Allen),76,97
359,4,11:03.0,L. Nance makes 3-pt jump shot from 23 ft (assist by C. Sexton),,79,97
360,4,10:43.0,,Turnover by J. Morant (bad pass; steal by A. McKinnie),79,97
361,4,10:36.0,C. Sexton makes 2-pt jump shot from 14 ft,,81,97
362,4,10:18.0,,G. Allen makes 2-pt jump shot from 7 ft,81,99
363,4,10:18.0,,Shooting foul by C. Sexton (drawn by G. Allen),81,99
364,4,10:18.0,,G. Allen misses free throw 1 of 1,81,99
365,4,10:16.0,Defensive rebound by L. Nance,,81,99
366,4,9:55.0,J. Henson misses 3-pt jump shot from 25 ft,,81,99
367,4,9:49.0,Offensive rebound by A. McKinnie,,81,99
368,4,9:49.0,A. McKinnie makes 2-pt dunk from 1 ft,,83,99
369,4,9:29.0,,Turnover by S. Hill (step out of bounds),83,99
370,4,9:14.0,A. McKinnie makes 2-pt layup from 1 ft (assist by C. Sexton),,85,99
371,4,9:13.0,,Memphis full timeout,85,99
372,4,9:13.0,K. Love enters the game for J. Henson,,85,99
373,4,8:55.0,,J. Jackson misses 2-pt hook shot from 7 ft,85,99
374,4,8:51.0,Defensive rebound by A. McKinnie,,85,99
375,4,8:37.0,A. McKinnie makes 2-pt layup from 1 ft (assist by C. Sexton),,87,99
376,4,8:20.0,,J. Morant misses 2-pt layup from 3 ft,87,99
377,4,8:18.0,Defensive rebound by A. McKinnie,,87,99
378,4,8:11.0,Shooting foul by G. Allen (drawn by C. Sexton),,87,99
379,4,8:11.0,C. Sexton makes free throw 1 of 2,,88,99
380,4,8:11.0,,D. Brooks enters the game for D. Melton,88,99
381,4,8:11.0,C. Sexton makes free throw 2 of 2,,89,99
382,4,7:56.0,,S. Hill makes 2-pt layup from 1 ft (assist by J. Morant),89,101
383,4,7:40.0,L. Nance makes 3-pt jump shot from 26 ft (assist by C. Sexton),,92,101
384,4,7:21.0,,J. Jackson makes 2-pt layup from 1 ft (assist by S. Hill),92,103
