,QUARTER,TIME_REMAINING,INDIANA_ACTION,MEMPHIS_ACTION,INDIANA_SCORE,MEMPHIS_SCORE
382,4,5:48.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by J. Lamb),,104,91
383,4,5:35.0,,Offensive foul by J. Jackson (drawn by J. Holiday),104,91
384,4,5:35.0,,Turnover by J. Jackson (offensive foul),104,91
385,4,5:35.0,Technical foul by T. Jenkins,,104,91
386,4,5:35.0,,D. Brooks enters the game for T. Jones,104,91
387,4,5:35.0,M. Brogdon makes technical free throw,,105,91
388,4,5:25.0,Personal foul by D. Brooks (drawn by J. Lamb),,105,91
389,4,5:23.0,Offensive foul by D. Sabonis (drawn by D. Melton),,105,91
390,4,5:23.0,Turnover by D. Sabonis (offensive foul),,105,91
391,4,5:23.0,M. Turner enters the game for D. Sabonis,,105,91
392,4,5:23.0,,T. Jones enters the game for D. Brooks,105,91
393,4,5:10.0,,J. Jackson misses 2-pt hook shot from 6 ft,105,91
394,4,5:08.0,,Offensive rebound by S. Hill,105,91
395,4,5:08.0,,S. Hill makes 2-pt layup from 1 ft,105,93
396,4,5:08.0,,Violation by Team (delay of game),105,93
397,4,4:57.0,J. Lamb misses 2-pt jump shot from 16 ft,,105,93
398,4,4:53.0,,Defensive rebound by D. Melton,105,93
399,4,4:45.0,,Turnover by S. Hill (bad pass; steal by M. Turner),105,93
400,4,4:29.0,A. Holiday misses 3-pt jump shot from 25 ft,,105,93
401,4,4:24.0,,Defensive rebound by S. Hill,105,93
402,4,4:13.0,,J. Jackson misses 3-pt jump shot from 24 ft,105,93
403,4,4:13.0,,Offensive rebound by Team,105,93
404,4,4:13.0,Loose ball foul by M. Brogdon (drawn by S. Hill),,105,93
405,4,4:01.0,,G. Allen misses 2-pt jump shot from 11 ft,105,93
406,4,3:56.0,Defensive rebound by J. Holiday,,105,93
407,4,3:38.0,M. Turner misses 3-pt jump shot from 24 ft,,105,93
408,4,3:36.0,,Defensive rebound by S. Hill,105,93
409,4,3:29.0,,D. Melton misses 2-pt layup from 4 ft (block by M. Turner),105,93
410,4,3:25.0,Defensive rebound by M. Brogdon,,105,93
411,4,3:20.0,A. Holiday misses 3-pt jump shot from 25 ft,,105,93
412,4,3:16.0,Offensive rebound by M. Turner,,105,93
413,4,3:14.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by M. Turner),,108,93
414,4,2:57.0,,J. Jackson makes 2-pt layup from 4 ft (assist by T. Jones),108,95
415,4,2:43.0,Shooting foul by J. Jackson (drawn by M. Brogdon),,108,95
416,4,2:43.0,M. Brogdon misses free throw 1 of 2,,108,95
417,4,2:43.0,Offensive rebound by Team,,108,95
418,4,2:43.0,D. Sabonis enters the game for A. Holiday,,108,95
419,4,2:43.0,T. Warren enters the game for J. Holiday,,108,95
420,4,2:43.0,M. Brogdon makes free throw 2 of 2,,109,95
421,4,2:33.0,,Personal foul by D. Sabonis (drawn by J. Jackson),109,95
422,4,2:33.0,J. Holiday enters the game for D. Sabonis,,109,95
423,4,2:33.0,,J. Jackson makes free throw 1 of 2,109,96
424,4,2:33.0,,J. Jackson makes free throw 2 of 2,109,97
425,4,2:15.0,M. Brogdon makes 3-pt jump shot from 25 ft,,112,97
426,4,2:00.0,,D. Melton misses 2-pt layup from 4 ft,112,97
427,4,1:58.0,Defensive rebound by J. Holiday,,112,97
428,4,1:45.0,J. Holiday misses 3-pt jump shot from 25 ft,,112,97
429,4,1:42.0,,Defensive rebound by S. Hill,112,97
430,4,1:33.0,,G. Allen makes 2-pt jump shot from 9 ft,112,99
431,4,1:12.0,J. Lamb misses 2-pt jump shot from 12 ft (block by J. Jackson),,112,99
432,4,1:09.0,,Defensive rebound by T. Jones,112,99
433,4,1:05.0,,T. Jones misses 2-pt layup from 4 ft,112,99
434,4,1:05.0,,Offensive rebound by D. Melton,112,99
435,4,1:05.0,,D. Melton makes 2-pt layup from 1 ft,112,101
436,4,1:02.0,Indiana full timeout,,112,101
437,4,1:02.0,A. Holiday enters the game for J. Holiday,,112,101
438,4,0:59.0,Personal foul by D. Melton (drawn by M. Turner),,112,101
439,4,0:59.0,M. Turner makes free throw 1 of 2,,113,101
440,4,0:59.0,M. Turner makes free throw 2 of 2,,114,101
441,4,0:52.0,,D. Melton misses 2-pt jump shot from 6 ft,114,101
442,4,0:48.0,Defensive rebound by T. Warren,,114,101
443,4,0:31.0,A. Holiday makes 3-pt jump shot from 23 ft (assist by T. Warren),,117,101
444,4,0:30.0,,Memphis full timeout,117,101
445,4,0:30.0,G. Bitadze enters the game for M. Brogdon,,117,101
446,4,0:30.0,A. Johnson enters the game for J. Lamb,,117,101
447,4,0:30.0,T. McConnell enters the game for M. Turner,,117,101
448,4,0:30.0,D. McDermott enters the game for T. Warren,,117,101
449,4,0:23.0,,S. Hill makes 3-pt jump shot from 23 ft (assist by D. Melton),117,104
