,QUARTER,TIME_REMAINING,BOSTON_ACTION,SAN ANTONIO_ACTION,BOSTON_SCORE,SAN ANTONIO_SCORE
107,1,1:12.0,,D. DeRozan makes free throw 1 of 2,37,27
108,1,1:12.0,,D. DeRozan makes free throw 2 of 2,37,28
109,1,0:55.0,G. Hayward makes 2-pt jump shot from 11 ft,,39,28
110,1,0:42.0,,D. Murray misses 2-pt layup from 3 ft (block by R. Williams),39,28
111,1,0:37.0,Defensive rebound by G. Hayward,,39,28
112,1,0:35.0,M. Smart misses 3-pt jump shot from 26 ft,,39,28
113,1,0:32.0,,Defensive rebound by L. Aldridge,39,28
114,1,0:21.0,,Shooting foul by R. Williams (drawn by D. DeRozan),39,28
115,1,0:21.0,,D. DeRozan makes free throw 1 of 2,39,29
116,1,0:21.0,J. Tatum enters the game for R. Williams,,39,29
117,1,0:21.0,,D. DeRozan makes free throw 2 of 2,39,30
118,1,0:03.0,Personal foul by D. Murray (drawn by M. Smart),,39,30
119,1,0:01.0,G. Hayward misses 3-pt jump shot from 25 ft,,39,30
120,1,0:01.0,,Defensive rebound by D. DeRozan,39,30
121,2,11:37.0,G. Williams misses 3-pt jump shot from 24 ft,,39,30
122,2,11:35.0,,Defensive rebound by L. Aldridge,39,30
123,2,11:22.0,,L. Aldridge misses 2-pt jump shot from 20 ft,39,30
124,2,11:17.0,Defensive rebound by G. Hayward,,39,30
125,2,11:15.0,B. Wanamaker misses 2-pt jump shot from 16 ft,,39,30
126,2,11:10.0,,Defensive rebound by T. Lyles,39,30
127,2,11:01.0,,Turnover by D. DeRozan (lost ball; steal by B. Wanamaker),39,30
128,2,10:51.0,Turnover by G. Hayward (lost ball; steal by D. Murray),,39,30
129,2,10:45.0,,Turnover by D. Murray (bad pass; steal by M. Smart),39,30
130,2,10:33.0,B. Wanamaker misses 2-pt jump shot from 8 ft,,39,30
131,2,10:29.0,Offensive rebound by G. Williams,,39,30
132,2,10:28.0,M. Smart makes 3-pt jump shot from 26 ft (assist by G. Williams),,42,30
133,2,10:17.0,,Personal foul by G. Hayward (drawn by L. Aldridge),42,30
134,2,10:12.0,,D. DeRozan misses 2-pt jump shot from 18 ft,42,30
135,2,10:07.0,Defensive rebound by G. Williams,,42,30
136,2,9:57.0,M. Smart misses 3-pt jump shot from 26 ft,,42,30
137,2,9:54.0,,Defensive rebound by D. Murray,42,30
138,2,9:47.0,,B. Forbes misses 2-pt jump shot from 7 ft (block by G. Williams),42,30
139,2,9:47.0,,Offensive rebound by Team,42,30
140,2,9:37.0,,D. DeRozan misses 2-pt layup from 12 ft,42,30
141,2,9:35.0,Defensive rebound by D. Theis,,42,30
142,2,9:25.0,Turnover by B. Wanamaker (bad pass),,42,30
143,2,9:25.0,,D. White enters the game for D. Murray,42,30
144,2,9:10.0,,D. White misses 2-pt jump shot from 17 ft,42,30
145,2,9:08.0,Defensive rebound by B. Wanamaker,,42,30
146,2,8:55.0,G. Hayward misses 2-pt layup from 7 ft (block by D. White),,42,30
147,2,8:52.0,,Defensive rebound by D. White,42,30
148,2,8:49.0,,Shooting foul by G. Williams (drawn by D. DeRozan),42,30
149,2,8:49.0,,D. DeRozan makes free throw 1 of 2,42,31
150,2,8:49.0,,D. DeRozan makes free throw 2 of 2,42,32
151,2,8:36.0,G. Hayward makes 2-pt layup from 2 ft,,44,32
152,2,8:29.0,,Personal foul by D. Theis (drawn by L. Aldridge),44,32
153,2,8:29.0,,R. Gay enters the game for T. Lyles,44,32
154,2,8:23.0,,Shooting foul by M. Smart (drawn by D. DeRozan),44,32
155,2,8:23.0,,D. DeRozan makes free throw 1 of 2,44,33
156,2,8:23.0,J. Brown enters the game for M. Smart,,44,33
157,2,8:23.0,K. Walker enters the game for B. Wanamaker,,44,33
158,2,8:23.0,,D. DeRozan makes free throw 2 of 2,44,34
159,2,8:09.0,D. Theis makes 3-pt jump shot from 23 ft (assist by K. Walker),,47,34
160,2,7:59.0,,D. White misses 2-pt layup from 1 ft,47,34
161,2,7:57.0,Defensive rebound by G. Williams,,47,34
162,2,7:44.0,D. Theis makes 2-pt layup from 1 ft (assist by K. Walker),,49,34
163,2,7:44.0,Shooting foul by B. Forbes (drawn by D. Theis),,49,34
164,2,7:44.0,,San Antonio full timeout,49,34
165,2,7:44.0,M. Smart enters the game for G. Hayward,,49,34
166,2,7:44.0,D. Theis makes free throw 1 of 1,,50,34
167,2,7:32.0,,D. DeRozan makes 2-pt jump shot from 8 ft (assist by B. Forbes),50,36
168,2,7:16.0,G. Williams misses 3-pt jump shot from 26 ft,,50,36
169,2,7:11.0,,Defensive rebound by R. Gay,50,36
170,2,7:05.0,,D. White makes 2-pt layup from 1 ft (assist by D. DeRozan),50,38
171,2,6:47.0,K. Walker misses 2-pt jump shot from 12 ft (block by D. White),,50,38
172,2,6:47.0,Offensive rebound by Team,,50,38
173,2,6:47.0,J. Tatum enters the game for D. Theis,,50,38
174,2,6:47.0,R. Williams enters the game for G. Williams,,50,38
175,2,6:47.0,,J. Poeltl enters the game for L. Aldridge,50,38
176,2,6:47.0,Shooting foul by J. Poeltl (drawn by J. Tatum),,50,38
177,2,6:47.0,J. Tatum makes free throw 1 of 2,,51,38
178,2,6:47.0,,D. Carroll enters the game for B. Forbes,51,38
179,2,6:47.0,,P. Mills enters the game for R. Gay,51,38
180,2,6:47.0,J. Tatum misses free throw 2 of 2,,51,38
181,2,6:45.0,,Defensive rebound by J. Poeltl,51,38
182,2,6:33.0,,D. DeRozan makes 2-pt jump shot from 22 ft (assist by D. White),51,40
183,2,6:18.0,K. Walker misses 3-pt jump shot from 25 ft,,51,40
184,2,6:15.0,Offensive rebound by R. Williams,,51,40
185,2,6:07.0,R. Williams makes 2-pt layup from 1 ft (assist by M. Smart),,53,40
186,2,5:56.0,,Turnover by P. Mills (bad pass; steal by J. Tatum),53,40
187,2,5:46.0,M. Smart misses 3-pt jump shot from 25 ft,,53,40
188,2,5:42.0,,Defensive rebound by D. Carroll,53,40
189,2,5:32.0,,P. Mills misses 3-pt jump shot from 24 ft,53,40
190,2,5:29.0,,Offensive rebound by J. Poeltl,53,40
191,2,5:27.0,,Turnover by J. Poeltl (lost ball; steal by M. Smart),53,40
192,2,5:24.0,K. Walker misses 3-pt jump shot from 25 ft,,53,40
193,2,5:22.0,,Defensive rebound by Team,53,40
194,2,5:07.0,,D. DeRozan misses 2-pt jump shot from 14 ft,53,40
195,2,5:05.0,Defensive rebound by J. Tatum,,53,40
196,2,4:50.0,Shooting foul by J. Poeltl (drawn by J. Brown),,53,40
197,2,4:50.0,J. Brown makes free throw 1 of 2,,54,40
198,2,4:50.0,,M. Belinelli enters the game for D. DeRozan,54,40
199,2,4:50.0,J. Brown makes free throw 2 of 2,,55,40
200,2,4:43.0,,Personal foul by J. Brown (drawn by J. Poeltl),55,40
201,2,4:43.0,,J. Poeltl makes free throw 1 of 2,55,41
202,2,4:43.0,,J. Poeltl misses free throw 2 of 2,55,41
203,2,4:40.0,Defensive rebound by J. Brown,,55,41
204,2,4:27.0,J. Tatum misses 2-pt layup from 4 ft,,55,41
205,2,4:25.0,,Defensive rebound by D. Carroll,55,41
206,2,4:20.0,,J. Poeltl misses 2-pt layup from 1 ft (block by R. Williams),55,41
207,2,4:07.0,Defensive rebound by M. Smart,,55,41
208,2,4:07.0,J. Tatum misses 2-pt layup from 3 ft,,55,41
209,2,4:03.0,Offensive rebound by K. Walker,,55,41
210,2,4:00.0,M. Smart misses 3-pt jump shot from 27 ft,,55,41
211,2,3:57.0,,Defensive rebound by D. Carroll,55,41
212,2,3:53.0,,D. White misses 2-pt layup from 2 ft (block by R. Williams),55,41
213,2,3:52.0,Defensive rebound by Team,,55,41
214,2,3:52.0,,D. Murray enters the game for D. White,55,41
215,2,3:44.0,M. Smart makes 3-pt jump shot from 26 ft (assist by J. Tatum),,58,41
216,2,3:30.0,,M. Belinelli makes 3-pt jump shot from 26 ft (assist by J. Poeltl),58,44
217,2,3:11.0,J. Tatum makes 2-pt jump shot from 17 ft,,60,44
218,2,2:52.0,,D. Carroll makes 3-pt jump shot from 25 ft (assist by D. Murray),60,47
219,2,2:29.0,J. Brown makes 2-pt jump shot from 10 ft,,62,47
220,2,2:15.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by J. Poeltl),62,50
221,2,2:15.0,Boston full timeout,,62,50
222,2,2:15.0,G. Hayward enters the game for M. Smart,,62,50
223,2,2:15.0,D. Theis enters the game for R. Williams,,62,50
224,2,2:03.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Tatum),,64,50
225,2,2:03.0,Shooting foul by M. Belinelli (drawn by J. Brown),,64,50
226,2,2:03.0,,L. Aldridge enters the game for M. Belinelli,64,50
227,2,2:03.0,,D. DeRozan enters the game for J. Poeltl,64,50
228,2,2:03.0,J. Brown misses free throw 1 of 1,,64,50
229,2,2:03.0,,Defensive rebound by D. Murray,64,50
230,2,1:50.0,,P. Mills misses 2-pt layup from 2 ft,64,50
231,2,1:47.0,Defensive rebound by J. Brown,,64,50
232,2,1:43.0,K. Walker misses 3-pt jump shot from 25 ft,,64,50
233,2,1:36.0,,Defensive rebound by D. Carroll,64,50
234,2,1:34.0,,Offensive foul by L. Aldridge (drawn by G. Hayward),64,50
235,2,1:34.0,,Turnover by L. Aldridge (offensive foul),64,50
236,2,1:34.0,M. Smart enters the game for G. Hayward,,64,50
237,2,1:20.0,J. Tatum misses 2-pt jump shot from 14 ft,,64,50
238,2,1:19.0,,Defensive rebound by Team,64,50
239,2,1:19.0,Loose ball foul by D. Theis (drawn by L. Aldridge),,64,50
240,2,1:19.0,,L. Aldridge misses free throw 1 of 2,64,50
241,2,1:19.0,,Offensive rebound by Team,64,50
242,2,1:19.0,,L. Aldridge makes free throw 2 of 2,64,51
243,2,1:04.0,M. Smart misses 3-pt jump shot from 24 ft,,64,51
244,2,0:59.0,Offensive rebound by K. Walker,,64,51
245,2,0:56.0,K. Walker makes 2-pt jump shot from 17 ft,,66,51
246,2,0:48.0,,D. DeRozan misses 2-pt jump shot from 8 ft,66,51
247,2,0:47.0,Defensive rebound by J. Brown,,66,51
248,2,0:47.0,Personal take foul by D. DeRozan (drawn by J. Brown),,66,51
249,2,0:47.0,J. Brown makes free throw 1 of 2,,67,51
250,2,0:47.0,J. Green enters the game for J. Tatum,,67,51
251,2,0:47.0,J. Brown makes free throw 2 of 2,,68,51
252,2,0:36.0,,D. DeRozan misses 2-pt jump shot from 19 ft,68,51
253,2,0:33.0,Defensive rebound by K. Walker,,68,51
254,2,0:28.0,K. Walker misses 2-pt layup from 6 ft (block by L. Aldridge),,68,51
255,2,0:28.0,Offensive rebound by Team,,68,51
256,2,0:25.0,J. Green makes 2-pt layup from 1 ft,,70,51
257,2,0:06.0,,D. Carroll makes 3-pt jump shot from 23 ft (assist by D. DeRozan),70,54
258,2,0:02.0,Shooting foul by D. Carroll (drawn by K. Walker),,70,54
259,2,0:02.0,K. Walker makes free throw 1 of 2,,71,54
260,2,0:02.0,K. Walker makes free throw 2 of 2,,72,54
261,3,11:48.0,Shooting foul by L. Aldridge (drawn by M. Smart),,72,54
262,3,11:48.0,M. Smart makes free throw 1 of 2,,73,54
263,3,11:48.0,M. Smart makes free throw 2 of 2,,74,54
264,3,11:29.0,,Offensive foul by D. Murray (drawn by K. Walker),74,54
265,3,11:29.0,,Turnover by D. Murray (offensive foul),74,54
266,3,11:14.0,Turnover by D. Theis (bad pass),,74,54
267,3,10:59.0,,D. DeRozan makes 2-pt jump shot from 16 ft,74,56
268,3,10:58.0,,Loose ball foul by T. Lyles (drawn by J. Tatum),74,56
269,3,10:44.0,K. Walker misses 3-pt jump shot from 25 ft,,74,56
270,3,10:40.0,Offensive rebound by D. Theis,,74,56
271,3,10:38.0,J. Tatum misses 3-pt jump shot from 23 ft,,74,56
272,3,10:36.0,,Defensive rebound by T. Lyles,74,56
273,3,10:32.0,,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Murray),74,59
274,3,10:16.0,K. Walker makes 2-pt layup from 1 ft (assist by D. Theis),,76,59
275,3,10:03.0,,B. Forbes misses 2-pt layup from 3 ft,76,59
276,3,9:59.0,Defensive rebound by J. Brown,,76,59
277,3,9:59.0,Shooting foul by D. DeRozan (drawn by J. Brown),,76,59
278,3,9:59.0,J. Brown makes free throw 1 of 2,,77,59
279,3,9:59.0,J. Brown makes free throw 2 of 2,,78,59
280,3,9:43.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by B. Forbes),78,62
281,3,9:27.0,K. Walker makes 2-pt jump shot from 9 ft,,80,62
282,3,9:16.0,,D. DeRozan misses 2-pt jump shot from 12 ft,80,62
283,3,9:16.0,Defensive rebound by D. Theis,,80,62
284,3,9:03.0,D. Theis misses 3-pt jump shot from 24 ft,,80,62
285,3,8:59.0,,Defensive rebound by Team,80,62
286,3,8:45.0,,D. DeRozan makes 2-pt jump shot from 14 ft (assist by D. Murray),80,64
287,3,8:23.0,J. Brown makes 2-pt layup from 2 ft,,82,64
288,3,8:11.0,,Turnover by D. Murray (out of bounds lost ball),82,64
289,3,8:01.0,Offensive foul by D. Theis (drawn by D. DeRozan),,82,64
290,3,8:01.0,Turnover by D. Theis (offensive foul),,82,64
291,3,7:48.0,,Shooting foul by D. Theis (drawn by D. DeRozan),82,64
292,3,7:48.0,,D. DeRozan misses free throw 1 of 2,82,64
293,3,7:48.0,,Offensive rebound by Team,82,64
294,3,7:48.0,R. Williams enters the game for D. Theis,,82,64
295,3,7:48.0,,D. DeRozan makes free throw 2 of 2,82,65
296,3,7:26.0,J. Brown misses 3-pt jump shot from 23 ft,,82,65
297,3,7:26.0,,Defensive rebound by T. Lyles,82,65
298,3,7:21.0,,B. Forbes makes 3-pt jump shot from 25 ft,82,68
299,3,7:12.0,Boston full timeout,,82,68
300,3,7:12.0,,J. Poeltl enters the game for L. Aldridge,82,68
301,3,7:12.0,,D. White enters the game for D. Murray,82,68
302,3,7:07.0,R. Williams makes 2-pt dunk from 1 ft (assist by M. Smart),,84,68
303,3,6:52.0,,D. White misses 3-pt jump shot from 25 ft,84,68
304,3,6:48.0,Defensive rebound by J. Tatum,,84,68
305,3,6:43.0,R. Williams makes 2-pt layup from 1 ft (assist by J. Brown),,86,68
306,3,6:30.0,,B. Forbes misses 3-pt jump shot from 26 ft,86,68
307,3,6:30.0,Defensive rebound by R. Williams,,86,68
308,3,6:20.0,J. Brown makes 2-pt jump shot from 7 ft,,88,68
309,3,6:20.0,,San Antonio full timeout,88,68
310,3,6:20.0,G. Williams enters the game for J. Brown,,88,68
311,3,6:09.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by D. DeRozan),88,71
312,3,6:09.0,,Shooting foul by G. Williams (drawn by T. Lyles),88,71
313,3,6:09.0,,T. Lyles makes free throw 1 of 1,88,72
314,3,5:58.0,J. Tatum misses 3-pt jump shot from 26 ft,,88,72
315,3,5:54.0,,Defensive rebound by D. White,88,72
316,3,5:40.0,,D. White misses 2-pt layup from 2 ft (block by R. Williams),88,72
317,3,5:33.0,,Offensive rebound by B. Forbes,88,72
318,3,5:32.0,,B. Forbes makes 2-pt jump shot from 23 ft,88,74
319,3,5:17.0,J. Tatum makes 2-pt dunk from 2 ft (assist by G. Williams),,90,74
320,3,5:04.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by D. DeRozan),90,77
321,3,4:42.0,G. Williams misses 2-pt jump shot from 12 ft,,90,77
322,3,4:37.0,,Defensive rebound by J. Poeltl,90,77
323,3,4:31.0,,J. Poeltl misses 2-pt jump shot from 14 ft (block by R. Williams),90,77
324,3,4:26.0,,Offensive rebound by J. Poeltl,90,77
325,3,4:26.0,,Personal foul by J. Tatum (drawn by J. Poeltl),90,77
326,3,4:13.0,,D. DeRozan misses 2-pt jump shot from 12 ft,90,77
327,3,4:12.0,Defensive rebound by K. Walker,,90,77
328,3,4:08.0,K. Walker misses 2-pt layup from 4 ft (block by D. White),,90,77
329,3,4:08.0,,Defensive rebound by D. DeRozan,90,77
330,3,4:08.0,,Technical foul by K. Walker,90,77
331,3,4:08.0,,D. DeRozan makes technical free throw,90,78
332,3,4:08.0,J. Green enters the game for M. Smart,,90,78
333,3,3:57.0,,D. DeRozan misses 2-pt jump shot from 15 ft,90,78
334,3,3:53.0,Defensive rebound by R. Williams,,90,78
335,3,3:50.0,K. Walker makes 3-pt jump shot from 26 ft,,93,78
336,3,3:50.0,Instant Replay (Request: Ruling Stands),,93,78
337,3,3:50.0,Away from play foul by B. Forbes (drawn by G. Williams),,93,78
338,3,3:50.0,G. Williams misses free throw 1 of 1,,93,78
339,3,3:50.0,,Defensive rebound by T. Lyles,93,78
340,3,3:50.0,,L. Aldridge enters the game for B. Forbes,93,78
341,3,3:50.0,,P. Mills enters the game for J. Poeltl,93,78
342,3,3:33.0,,D. White makes 2-pt layup from 2 ft (assist by P. Mills),93,80
343,3,3:20.0,Shooting foul by D. White (drawn by K. Walker),,93,80
344,3,3:20.0,K. Walker makes free throw 1 of 2,,94,80
345,3,3:20.0,K. Walker makes free throw 2 of 2,,95,80
346,3,3:06.0,,Turnover by T. Lyles (bad pass; steal by J. Tatum),95,80
347,3,3:00.0,J. Green makes 2-pt dunk at rim (assist by J. Tatum),,97,80
348,3,2:39.0,,P. Mills makes 3-pt jump shot from 25 ft,97,83
349,3,2:25.0,J. Tatum misses 3-pt jump shot from 25 ft,,97,83
350,3,2:21.0,,Defensive rebound by T. Lyles,97,83
351,3,2:17.0,,D. DeRozan makes 2-pt jump shot from 10 ft,97,85
352,3,1:58.0,R. Williams makes 2-pt dunk from 1 ft (assist by K. Walker),,99,85
353,3,1:48.0,,P. Mills makes 2-pt jump shot from 21 ft,99,87
354,3,1:21.0,J. Tatum makes 2-pt layup at rim (assist by K. Walker),,101,87
355,3,1:06.0,,D. DeRozan misses 2-pt jump shot from 10 ft,101,87
356,3,1:02.0,Defensive rebound by G. Williams,,101,87
357,3,0:50.0,K. Walker makes 3-pt jump shot from 26 ft (assist by J. Tatum),,104,87
358,3,0:40.0,,Personal foul by K. Walker (drawn by T. Lyles),104,87
359,3,0:40.0,J. Brown enters the game for J. Tatum,,104,87
360,3,0:40.0,B. Wanamaker enters the game for K. Walker,,104,87
361,3,0:40.0,,M. Belinelli enters the game for D. DeRozan,104,87
362,3,0:40.0,,R. Gay enters the game for T. Lyles,104,87
363,3,0:40.0,,Offensive foul by L. Aldridge (drawn by R. Williams),104,87
364,3,0:40.0,,Turnover by L. Aldridge (offensive foul),104,87
365,3,0:31.0,J. Brown misses 2-pt jump shot from 14 ft,,104,87
366,3,0:27.0,,Defensive rebound by L. Aldridge,104,87
367,3,0:17.0,,P. Mills makes 2-pt jump shot from 17 ft,104,89
368,3,0:07.0,Offensive foul by G. Williams (drawn by P. Mills),,104,89
369,3,0:07.0,Turnover by G. Williams (offensive foul),,104,89
370,3,0:07.0,Boston full timeout,,104,89
371,3,0:07.0,Instant Replay (Challenge: Stands),,104,89
372,3,0:07.0,M. Smart enters the game for R. Williams,,104,89
373,3,0:01.0,,D. White misses 2-pt layup from 1 ft,104,89
374,3,0:01.0,,Offensive rebound by L. Aldridge,104,89
375,3,0:01.0,,L. Aldridge makes 2-pt layup from 1 ft,104,91
376,4,11:43.0,,P. Mills misses 3-pt jump shot from 28 ft,104,91
377,4,11:37.0,Defensive rebound by J. Brown,,104,91
378,4,11:27.0,J. Brown makes 2-pt layup from 1 ft (assist by R. Williams),,106,91
379,4,11:13.0,,P. Mills makes 2-pt layup from 2 ft (assist by M. Belinelli),106,93
380,4,11:13.0,,Shooting foul by J. Green (drawn by P. Mills),106,93
381,4,11:13.0,,B. Forbes enters the game for M. Belinelli,106,93
382,4,11:13.0,,T. Lyles enters the game for R. Gay,106,93
383,4,11:13.0,,P. Mills misses free throw 1 of 1,106,93
384,4,11:10.0,Defensive rebound by R. Williams,,106,93
385,4,10:59.0,R. Williams makes 2-pt dunk from 2 ft (assist by J. Green),,108,93
386,4,10:59.0,Shooting foul by D. White (drawn by R. Williams),,108,93
