,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MINNESOTA_ACTION,ORLANDO_SCORE,MINNESOTA_SCORE
376,4,5:06.0,M. Fultz makes 2-pt layup from 3 ft,,124,105
377,4,4:46.0,,J. Hernangómez misses 3-pt jump shot from 23 ft,124,105
378,4,4:45.0,,Offensive rebound by Team,124,105
379,4,4:36.0,,J. Culver misses 3-pt jump shot from 25 ft (block by M. Bamba),124,105
380,4,4:34.0,Defensive rebound by D. Augustin,,124,105
381,4,4:27.0,T. Ross misses 3-pt jump shot from 23 ft,,124,105
382,4,4:25.0,,Defensive rebound by J. Culver,124,105
383,4,4:17.0,,J. Hernangómez makes 3-pt jump shot from 25 ft (assist by J. McLaughlin),124,108
384,4,3:48.0,Turnover by A. Gordon (lost ball; steal by N. Reid),,124,108
385,4,3:39.0,,Shooting foul by M. Bamba (drawn by N. Reid),124,108
386,4,3:39.0,,N. Reid makes free throw 1 of 2,124,109
387,4,3:39.0,M. Carter-Williams enters the game for D. Augustin,,124,109
388,4,3:39.0,,N. Reid misses free throw 2 of 2,124,109
389,4,3:37.0,Defensive rebound by A. Gordon,,124,109
390,4,3:20.0,M. Fultz makes 2-pt layup from 2 ft,,126,109
391,4,3:11.0,,Shooting foul by M. Carter-Williams (drawn by N. Reid),126,109
392,4,3:11.0,,N. Reid makes free throw 1 of 2,126,110
393,4,3:11.0,,N. Reid makes free throw 2 of 2,126,111
394,4,3:07.0,Orlando full timeout,,126,111
395,4,3:07.0,N. Vučević enters the game for M. Bamba,,126,111
396,4,3:00.0,M. Carter-Williams makes 2-pt layup from 2 ft,,128,111
397,4,2:43.0,,Shooting foul by T. Ross (drawn by J. Nowell),128,111
398,4,2:43.0,,J. Nowell makes free throw 1 of 2,128,112
399,4,2:43.0,,J. Nowell makes free throw 2 of 2,128,113
400,4,2:21.0,N. Vučević misses 2-pt jump shot from 13 ft,,128,113
401,4,2:19.0,Offensive rebound by A. Gordon,,128,113
402,4,2:19.0,Shooting foul by J. McLaughlin (drawn by A. Gordon),,128,113
403,4,2:19.0,Instant Replay (Request: Stands),,128,113
404,4,2:19.0,J. Ennis enters the game for M. Carter-Williams,,128,113
405,4,2:19.0,A. Gordon misses free throw 1 of 2,,128,113
406,4,2:19.0,Offensive rebound by Team,,128,113
407,4,2:19.0,A. Gordon misses free throw 2 of 2,,128,113
408,4,2:18.0,,Defensive rebound by J. Hernangómez,128,113
409,4,2:09.0,,N. Reid makes 2-pt layup from 1 ft (assist by J. McLaughlin),128,115
410,4,1:55.0,Shooting foul by J. McLaughlin (drawn by M. Fultz),,128,115
411,4,1:55.0,Orlando full timeout,,128,115
412,4,1:55.0,M. Fultz misses free throw 1 of 2,,128,115
413,4,1:55.0,Offensive rebound by Team,,128,115
414,4,1:55.0,M. Fultz misses free throw 2 of 2,,128,115
415,4,1:53.0,,Defensive rebound by J. Hernangómez,128,115
416,4,1:45.0,,Shooting foul by T. Ross (drawn by J. Nowell),128,115
417,4,1:45.0,D. Augustin enters the game for M. Fultz,,128,115
418,4,1:45.0,,J. Nowell makes free throw 1 of 3,128,116
419,4,1:45.0,,J. Nowell makes free throw 2 of 3,128,117
420,4,1:45.0,,J. Nowell makes free throw 3 of 3,128,118
421,4,1:30.0,A. Gordon misses 2-pt hook shot from 6 ft (block by N. Reid),,128,118
422,4,1:27.0,,Defensive rebound by J. McLaughlin,128,118
423,4,1:24.0,,J. McLaughlin misses 3-pt jump shot from 27 ft,128,118
424,4,1:22.0,Defensive rebound by N. Vučević,,128,118
425,4,1:15.0,Instant Replay (Request: Ruling Stands),,128,118
426,4,1:15.0,Shooting foul by J. McLaughlin (drawn by D. Augustin),,128,118
427,4,1:15.0,D. Augustin misses free throw 1 of 2,,128,118
428,4,1:15.0,Offensive rebound by Team,,128,118
429,4,1:15.0,D. Augustin makes free throw 2 of 2,,129,118
430,4,1:07.0,,N. Reid misses 3-pt jump shot from 25 ft,129,118
431,4,1:04.0,Defensive rebound by A. Gordon,,129,118
432,4,1:02.0,Personal take foul by J. Hernangómez (drawn by A. Gordon),,129,118
433,4,1:02.0,A. Gordon misses free throw 1 of 2,,129,118
434,4,1:02.0,Offensive rebound by Team,,129,118
435,4,1:02.0,A. Gordon makes free throw 2 of 2,,130,118
436,4,1:02.0,,Minnesota full timeout,130,118
437,4,0:59.0,,J. McLaughlin misses 3-pt jump shot from 23 ft,130,118
438,4,0:55.0,,Offensive rebound by J. Culver,130,118
439,4,0:52.0,,Offensive foul by J. Culver (drawn by D. Augustin),130,118
440,4,0:52.0,,Turnover by J. Culver (offensive foul),130,118
441,4,0:52.0,,Instant Replay (Request: Ruling Stands),130,118
442,4,0:48.0,Personal take foul by J. Hernangómez (drawn by D. Augustin),,130,118
443,4,0:48.0,D. Augustin makes free throw 1 of 2,,131,118
444,4,0:48.0,D. Augustin makes free throw 2 of 2,,132,118
445,4,0:41.0,,N. Reid misses 3-pt jump shot from 26 ft,132,118
446,4,0:37.0,Defensive rebound by D. Augustin,,132,118
447,4,0:35.0,Turnover by D. Augustin (lost ball; steal by J. Hernangómez),,132,118
448,4,0:32.0,,J. Culver misses 3-pt jump shot from 22 ft,132,118
449,4,0:30.0,,Offensive rebound by Team,132,118
450,4,0:29.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,132,118
451,4,0:27.0,Defensive rebound by Team,,132,118
452,4,0:03.0,Turnover by Team (shot clock),,132,118
