,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MINNESOTA_ACTION,CHICAGO_SCORE,MINNESOTA_SCORE
387,4,4:38.0,S. Harrison makes 2-pt jump shot from 8 ft,,97,106
388,4,4:19.0,,J. Hernangómez makes 2-pt layup at rim (assist by J. McLaughlin),97,108
389,4,4:07.0,T. Satoranský misses 2-pt hook shot from 8 ft,,97,108
390,4,4:02.0,Offensive rebound by W. Carter,,97,108
391,4,4:02.0,W. Carter misses 2-pt layup at rim,,97,108
392,4,4:00.0,,Defensive rebound by J. Hernangómez,97,108
393,4,3:50.0,,M. Beasley misses 3-pt jump shot from 23 ft,97,108
394,4,3:48.0,Defensive rebound by W. Carter,,97,108
395,4,3:38.0,C. White misses 2-pt layup from 3 ft (block by J. Johnson),,97,108
396,4,3:38.0,Offensive rebound by Team,,97,108
397,4,3:38.0,R. Arcidiacono enters the game for W. Carter,,97,108
398,4,3:38.0,,D. Russell enters the game for J. McLaughlin,97,108
399,4,3:37.0,Shooting foul by D. Russell (drawn by S. Harrison),,97,108
400,4,3:37.0,S. Harrison makes free throw 1 of 2,,98,108
401,4,3:37.0,S. Harrison makes free throw 2 of 2,,99,108
402,4,3:27.0,,D. Russell makes 2-pt layup from 1 ft (assist by J. Johnson),99,110
403,4,3:26.0,Chicago full timeout,,99,110
404,4,3:19.0,C. White misses 3-pt jump shot from 25 ft,,99,110
405,4,3:15.0,,Defensive rebound by J. Okogie,99,110
406,4,3:00.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by J. Johnson),99,113
407,4,2:41.0,C. White misses 2-pt jump shot from 13 ft,,99,113
408,4,2:38.0,,Defensive rebound by M. Beasley,99,113
409,4,2:25.0,,Turnover by J. Okogie (lost ball; steal by R. Arcidiacono),99,113
410,4,2:24.0,Personal take foul by J. Hernangómez (drawn by R. Arcidiacono),,99,113
411,4,2:12.0,R. Arcidiacono misses 3-pt jump shot from 25 ft,,99,113
412,4,2:09.0,,Defensive rebound by J. Johnson,99,113
413,4,1:58.0,,Turnover by J. Johnson (lost ball; steal by T. Young),99,113
414,4,1:55.0,T. Satoranský makes 2-pt dunk from 1 ft (assist by T. Young),,101,113
415,4,1:55.0,,Minnesota full timeout,101,113
416,4,1:55.0,,J. McLaughlin enters the game for J. Johnson,101,113
417,4,1:53.0,,Turnover by D. Russell (bad pass),101,113
418,4,1:38.0,C. White makes 2-pt layup at rim (assist by T. Satoranský),,103,113
419,4,1:20.0,,J. McLaughlin misses 3-pt jump shot from 25 ft,103,113
420,4,1:17.0,Defensive rebound by T. Satoranský,,103,113
421,4,1:13.0,R. Arcidiacono makes 3-pt jump shot from 23 ft (assist by S. Harrison),,106,113
422,4,1:09.0,,Turnover by J. McLaughlin (lost ball; steal by R. Arcidiacono),106,113
423,4,1:08.0,S. Harrison makes 2-pt layup from 1 ft,,108,113
424,4,0:49.0,,D. Russell misses 3-pt jump shot from 26 ft,108,113
425,4,0:45.0,,Offensive rebound by J. McLaughlin,108,113
426,4,0:45.0,,Personal foul by T. Young (drawn by J. McLaughlin),108,113
427,4,0:43.0,,Personal foul by S. Harrison (drawn by M. Beasley),108,113
428,4,0:43.0,,M. Beasley makes free throw 1 of 2,108,114
429,4,0:43.0,,J. Johnson enters the game for J. Okogie,108,114
430,4,0:43.0,,M. Beasley makes free throw 2 of 2,108,115
431,4,0:43.0,Chicago full timeout,,108,115
432,4,0:43.0,D. Valentine enters the game for S. Harrison,,108,115
433,4,0:43.0,,J. Okogie enters the game for J. McLaughlin,108,115
434,4,0:42.0,C. White misses 3-pt jump shot from 26 ft,,108,115
435,4,0:38.0,Offensive rebound by T. Satoranský,,108,115
436,4,0:37.0,D. Valentine misses 3-pt jump shot from 24 ft,,108,115
437,4,0:35.0,,Defensive rebound by Team,108,115
438,4,0:35.0,S. Harrison enters the game for D. Valentine,,108,115
439,4,0:35.0,,J. McLaughlin enters the game for J. Okogie,108,115
440,4,0:30.0,,Personal take foul by R. Arcidiacono (drawn by J. McLaughlin),108,115
441,4,0:30.0,,J. McLaughlin misses free throw 1 of 2,108,115
442,4,0:30.0,,Offensive rebound by Team,108,115
443,4,0:30.0,,J. McLaughlin misses free throw 2 of 2,108,115
444,4,0:28.0,,Offensive rebound by J. Johnson,108,115
445,4,0:15.0,,Turnover by Team (shot clock),108,115
