,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,DENVER_ACTION,CHARLOTTE_SCORE,DENVER_SCORE
388,4,5:11.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by D. Graham),,74,93
389,4,4:50.0,,Shooting foul by P. Washington (drawn by J. Grant),74,93
390,4,4:50.0,,J. Grant makes free throw 1 of 2,74,94
391,4,4:50.0,W. Hernangómez enters the game for B. Biyombo,,74,94
392,4,4:50.0,,W. Barton enters the game for M. Porter,74,94
393,4,4:50.0,,J. Grant misses free throw 2 of 2,74,94
394,4,4:47.0,Defensive rebound by W. Hernangómez,,74,94
395,4,4:29.0,Personal foul by J. Grant (drawn by D. Graham),,74,94
396,4,4:17.0,Turnover by D. Graham (bad pass; steal by W. Barton),,74,94
397,4,4:12.0,,W. Barton misses 2-pt layup from 2 ft,74,94
398,4,4:10.0,Defensive rebound by W. Hernangómez,,74,94
399,4,3:58.0,T. Rozier misses 2-pt jump shot from 9 ft,,74,94
400,4,3:53.0,,Defensive rebound by N. Jokić,74,94
401,4,3:48.0,,W. Barton misses 3-pt jump shot from 26 ft,74,94
402,4,3:45.0,Defensive rebound by W. Hernangómez,,74,94
403,4,3:35.0,W. Hernangómez makes 2-pt layup from 1 ft (assist by P. Washington),,76,94
404,4,3:18.0,,N. Jokić makes 2-pt layup from 2 ft (assist by M. Morris),76,96
405,4,3:06.0,Shooting foul by J. Grant (drawn by D. Graham),,76,96
406,4,3:06.0,D. Graham makes free throw 1 of 2,,77,96
407,4,3:06.0,D. Graham makes free throw 2 of 2,,78,96
408,4,2:45.0,,N. Jokić misses 2-pt jump shot from 13 ft,78,96
409,4,2:42.0,Defensive rebound by T. Rozier,,78,96
410,4,2:36.0,D. Graham misses 3-pt jump shot from 27 ft,,78,96
411,4,2:32.0,,Defensive rebound by T. Craig,78,96
412,4,2:15.0,,J. Grant makes 2-pt layup from 2 ft (assist by N. Jokić),78,98
413,4,2:15.0,,Shooting foul by M. Bridges (drawn by J. Grant),78,98
414,4,2:15.0,D. Bacon enters the game for D. Graham,,78,98
415,4,2:15.0,C. Martin enters the game for T. Rozier,,78,98
416,4,2:15.0,,V. Čančar enters the game for W. Barton,78,98
417,4,2:15.0,,P. Dozier enters the game for T. Craig,78,98
418,4,2:15.0,,J. Hernangómez enters the game for N. Jokić,78,98
419,4,2:15.0,,M. Porter enters the game for M. Morris,78,98
420,4,2:15.0,,J. Grant misses free throw 1 of 1,78,98
421,4,2:11.0,Defensive rebound by M. Bridges,,78,98
422,4,2:08.0,M. Bridges makes 2-pt layup from 1 ft,,80,98
423,4,1:45.0,,P. Dozier misses 3-pt jump shot from 25 ft,80,98
424,4,1:43.0,Defensive rebound by M. Bridges,,80,98
425,4,1:32.0,Shooting foul by V. Čančar (drawn by W. Hernangómez),,80,98
426,4,1:32.0,W. Hernangómez makes free throw 1 of 2,,81,98
427,4,1:32.0,,M. Beasley enters the game for J. Grant,81,98
428,4,1:32.0,W. Hernangómez misses free throw 2 of 2,,81,98
429,4,1:29.0,Offensive rebound by M. Bridges,,81,98
430,4,1:27.0,C. Martin misses 3-pt jump shot from 25 ft,,81,98
431,4,1:24.0,Offensive rebound by W. Hernangómez,,81,98
432,4,1:16.0,Shooting foul by M. Porter (drawn by W. Hernangómez),,81,98
433,4,1:16.0,W. Hernangómez misses free throw 1 of 2,,81,98
434,4,1:16.0,Offensive rebound by Team,,81,98
435,4,1:16.0,W. Hernangómez misses free throw 2 of 2,,81,98
436,4,1:14.0,,Defensive rebound by M. Porter,81,98
437,4,1:03.0,,V. Čančar makes 2-pt layup from 3 ft (assist by P. Dozier),81,100
438,4,0:50.0,M. Bridges makes 2-pt layup from 3 ft (assist by P. Washington),,83,100
439,4,0:50.0,Shooting foul by M. Porter (drawn by M. Bridges),,83,100
440,4,0:50.0,M. Bridges makes free throw 1 of 1,,84,100
441,4,0:34.0,,V. Čančar misses 3-pt jump shot from 26 ft,84,100
442,4,0:30.0,Defensive rebound by P. Washington,,84,100
443,4,0:26.0,C. Martin makes 2-pt layup from 3 ft,,86,100
444,4,0:01.0,,Turnover by Team (shot clock),86,100
