,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,ATLANTA_ACTION,MEMPHIS_SCORE,ATLANTA_SCORE
390,3,0:01.0,,J. Teague makes 2-pt jump shot from 11 ft,84,68
391,4,11:45.0,,D. Hunter misses 2-pt jump shot from 20 ft,84,68
392,4,11:41.0,Defensive rebound by G. Dieng,,84,68
393,4,11:36.0,T. Jones makes 3-pt jump shot from 25 ft (assist by J. Jackson),,87,68
394,4,11:24.0,,T. Young misses 2-pt layup from 1 ft,87,68
395,4,11:22.0,Defensive rebound by J. Konchar,,87,68
396,4,11:18.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by T. Jones),,90,68
397,4,10:52.0,,D. Hunter makes 2-pt jump shot from 11 ft (assist by K. Huerter),90,70
398,4,10:38.0,A. Tolliver misses 3-pt jump shot from 25 ft,,90,70
399,4,10:35.0,,Defensive rebound by D. Hunter,90,70
400,4,10:32.0,,Personal foul by J. Jackson (drawn by T. Young),90,70
401,4,10:23.0,,Turnover by T. Young (bad pass),90,70
402,4,10:04.0,T. Jones makes 2-pt jump shot from 10 ft,,92,70
403,4,9:47.0,,J. Collins misses 2-pt layup from 1 ft (block by G. Dieng),92,70
404,4,9:43.0,Defensive rebound by J. Konchar,,92,70
405,4,9:40.0,G. Dieng makes 2-pt dunk from 1 ft (assist by T. Jones),,94,70
406,4,9:40.0,,Atlanta full timeout,94,70
407,4,9:40.0,,V. Carter enters the game for J. Collins,94,70
408,4,9:40.0,,B. Goodwin enters the game for B. Fernando,94,70
409,4,9:40.0,,T. Graham enters the game for K. Huerter,94,70
410,4,9:40.0,,D. Jones enters the game for D. Hunter,94,70
411,4,9:40.0,,J. Teague enters the game for T. Young,94,70
412,4,9:25.0,,D. Jones misses 3-pt jump shot from 23 ft,94,70
413,4,9:23.0,,Offensive rebound by V. Carter,94,70
414,4,9:22.0,,V. Carter misses 2-pt layup at rim,94,70
415,4,9:22.0,,Offensive rebound by V. Carter,94,70
416,4,9:18.0,,V. Carter misses 2-pt layup from 1 ft,94,70
417,4,9:17.0,,Offensive rebound by D. Jones,94,70
418,4,9:17.0,,D. Jones makes 2-pt layup from 1 ft,94,72
419,4,9:03.0,G. Dieng makes 2-pt jump shot from 12 ft (assist by T. Jones),,96,72
420,4,8:51.0,,Turnover by J. Teague (lost ball; steal by T. Jones),96,72
421,4,8:45.0,Shooting foul by T. Graham (drawn by T. Jones),,96,72
422,4,8:45.0,T. Jones makes free throw 1 of 2,,97,72
423,4,8:45.0,T. Jones misses free throw 2 of 2,,97,72
424,4,8:42.0,,Defensive rebound by V. Carter,97,72
425,4,8:34.0,,Personal foul by G. Dieng (drawn by V. Carter),97,72
426,4,8:29.0,,B. Goodwin misses 3-pt jump shot from 26 ft,97,72
427,4,8:26.0,Defensive rebound by A. Tolliver,,97,72
428,4,8:18.0,J. Konchar makes 3-pt jump shot from 25 ft (assist by T. Jones),,100,72
429,4,8:04.0,,J. Teague misses 2-pt layup from 6 ft,100,72
430,4,8:03.0,Defensive rebound by Team,,100,72
431,4,8:03.0,,Loose ball foul by D. Jones (drawn by G. Dieng),100,72
432,4,7:50.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by T. Jones),,103,72
433,4,7:33.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by D. Jones),103,75
434,4,7:16.0,G. Dieng misses 3-pt jump shot from 25 ft,,103,75
435,4,7:13.0,,Defensive rebound by T. Graham,103,75
436,4,7:08.0,,T. Graham misses 2-pt jump shot from 5 ft,103,75
437,4,7:04.0,Defensive rebound by A. Tolliver,,103,75
438,4,6:59.0,J. Jackson makes 3-pt jump shot from 24 ft,,106,75
439,4,6:44.0,,J. Teague misses 2-pt layup from 2 ft,106,75
440,4,6:40.0,Defensive rebound by G. Dieng,,106,75
441,4,6:26.0,T. Jones misses 2-pt jump shot from 11 ft,,106,75
442,4,6:25.0,Offensive rebound by Team,,106,75
443,4,6:25.0,,B. Fernando enters the game for D. Jones,106,75
444,4,6:25.0,,D. Hunter enters the game for J. Teague,106,75
445,4,6:22.0,G. Dieng makes 2-pt dunk from 1 ft (assist by T. Jones),,108,75
446,4,6:04.0,,T. Graham misses 2-pt layup from 2 ft (block by J. Jackson),108,75
447,4,5:59.0,Defensive rebound by J. Konchar,,108,75
448,4,5:44.0,Shooting foul by T. Graham (drawn by J. Jackson),,108,75
449,4,5:44.0,J. Jackson makes free throw 1 of 3,,109,75
450,4,5:44.0,J. Jackson makes free throw 2 of 3,,110,75
451,4,5:44.0,,T. Young enters the game for T. Graham,110,75
452,4,5:44.0,J. Jackson makes free throw 3 of 3,,111,75
453,4,5:32.0,,D. Hunter misses 2-pt jump shot from 23 ft,111,75
454,4,5:28.0,Defensive rebound by J. Konchar,,111,75
455,4,5:25.0,Memphis full timeout,,111,75
456,4,5:25.0,M. Guduric enters the game for J. Jackson,,111,75
457,4,5:25.0,D. Melton enters the game for T. Jones,,111,75
458,4,5:25.0,Y. Watanabe enters the game for A. Tolliver,,111,75
459,4,5:25.0,,J. Collins enters the game for V. Carter,111,75
460,4,5:25.0,,K. Huerter enters the game for B. Goodwin,111,75
461,4,5:13.0,J. Konchar makes 2-pt layup from 6 ft (assist by Y. Watanabe),,113,75
462,4,4:59.0,,Turnover by J. Collins (bad pass),113,75
463,4,4:41.0,D. Melton misses 3-pt jump shot from 25 ft,,113,75
464,4,4:37.0,,Defensive rebound by B. Fernando,113,75
465,4,4:25.0,,J. Collins makes 2-pt dunk from 1 ft (assist by K. Huerter),113,77
466,4,4:01.0,Shooting foul by B. Fernando (drawn by G. Dieng),,113,77
467,4,4:01.0,Instant Replay (Request: Ruling Stands),,113,77
468,4,4:01.0,G. Dieng misses free throw 1 of 2,,113,77
469,4,4:01.0,Offensive rebound by Team,,113,77
470,4,4:01.0,G. Dieng makes free throw 2 of 2,,114,77
471,4,3:52.0,,Turnover by T. Young (bad pass; steal by M. Guduric),114,77
472,4,3:47.0,Turnover by M. Guduric (bad pass; steal by D. Hunter),,114,77
473,4,3:41.0,,J. Collins misses 2-pt jump shot from 17 ft,114,77
474,4,3:38.0,Defensive rebound by M. Guduric,,114,77
475,4,3:29.0,G. Dieng makes 2-pt dunk from 1 ft,,116,77
476,4,3:13.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by K. Huerter),116,80
477,4,3:05.0,Memphis full timeout,,116,80
478,4,3:05.0,A. Tolliver enters the game for G. Dieng,,116,80
479,4,3:05.0,J. Uthoff enters the game for D. Melton,,116,80
480,4,3:05.0,,B. Goodwin enters the game for J. Collins,116,80
481,4,3:05.0,,T. Graham enters the game for T. Young,116,80
482,4,2:52.0,M. Guduric makes 2-pt layup from 2 ft,,118,80
483,4,2:37.0,,K. Huerter makes 3-pt jump shot from 25 ft (assist by D. Hunter),118,83
484,4,2:19.0,A. Tolliver makes 3-pt jump shot from 26 ft (assist by M. Guduric),,121,83
485,4,1:51.0,,D. Hunter makes 2-pt layup from 1 ft (assist by B. Fernando),121,85
486,4,1:37.0,J. Konchar makes 3-pt jump shot from 26 ft,,124,85
487,4,1:18.0,,K. Huerter misses 3-pt jump shot from 24 ft,124,85
488,4,1:15.0,Defensive rebound by J. Konchar,,124,85
489,4,0:57.0,Y. Watanabe misses 2-pt jump shot from 16 ft,,124,85
490,4,0:54.0,,Defensive rebound by B. Goodwin,124,85
491,4,0:51.0,,Shooting foul by M. Guduric (drawn by B. Goodwin),124,85
492,4,0:51.0,,B. Goodwin misses free throw 1 of 2,124,85
493,4,0:51.0,,Offensive rebound by Team,124,85
494,4,0:51.0,,B. Goodwin makes free throw 2 of 2,124,86
495,4,0:35.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by J. Konchar),,127,86
496,4,0:20.0,,B. Fernando makes 2-pt dunk from 1 ft (assist by T. Graham),127,88
