,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
43,1,5:33.0,Offensive rebound by J. Hayes,,14,11
44,1,5:33.0,J. Hayes misses 2-pt layup at rim,,14,11
45,1,5:33.0,,Defensive rebound by M. Brogdon,14,11
46,1,5:26.0,,Shooting foul by N. Melli (drawn by M. Turner),14,11
47,1,5:26.0,,M. Turner makes free throw 1 of 2,14,12
48,1,5:26.0,,M. Turner makes free throw 2 of 2,14,13
49,1,5:26.0,J. Redick enters the game for J. Holiday,,14,13
50,1,5:04.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Hart),,17,13
51,1,4:50.0,,T. Warren makes 2-pt jump shot from 17 ft,17,15
52,1,4:36.0,Personal foul by T. Warren (drawn by J. Redick),,17,15
53,1,4:36.0,,T. McConnell enters the game for M. Brogdon,17,15
54,1,4:31.0,J. Hayes makes 2-pt dunk from 4 ft (assist by L. Ball),,19,15
55,1,4:16.0,,J. Lamb makes 3-pt jump shot from 29 ft (assist by M. Turner),19,18
56,1,4:06.0,J. Hayes misses 2-pt layup from 2 ft (block by M. Turner),,19,18
57,1,4:03.0,Offensive rebound by L. Ball,,19,18
58,1,3:57.0,L. Ball makes 2-pt layup from 1 ft,,21,18
59,1,3:49.0,,Shooting foul by J. Hayes (drawn by J. Lamb),21,18
60,1,3:49.0,,J. Lamb makes free throw 1 of 2,21,19
61,1,3:49.0,E. Moore enters the game for N. Melli,,21,19
62,1,3:49.0,,J. Lamb makes free throw 2 of 2,21,20
63,1,3:38.0,J. Redick misses 2-pt jump shot from 17 ft,,21,20
64,1,3:35.0,,Defensive rebound by J. Holiday,21,20
65,1,3:31.0,,Turnover by T. McConnell (bad pass),21,20
66,1,3:31.0,,A. Holiday enters the game for J. Lamb,21,20
67,1,3:13.0,L. Ball misses 3-pt jump shot from 25 ft,,21,20
68,1,3:10.0,,Defensive rebound by T. McConnell,21,20
69,1,3:03.0,,M. Turner misses 3-pt jump shot from 28 ft,21,20
70,1,2:59.0,Defensive rebound by E. Moore,,21,20
71,1,2:50.0,E. Moore makes 2-pt jump shot from 6 ft,,23,20
72,1,2:24.0,,A. Holiday makes 2-pt jump shot from 8 ft,23,22
73,1,2:09.0,Personal foul by J. Holiday (drawn by L. Ball),,23,22
74,1,2:09.0,New Orleans full timeout,,23,22
75,1,2:09.0,J. Holiday enters the game for J. Hart,,23,22
76,1,2:09.0,,G. Bitadze enters the game for M. Turner,23,22
77,1,1:56.0,J. Redick misses 2-pt jump shot from 14 ft,,23,22
78,1,1:53.0,,Defensive rebound by T. Warren,23,22
79,1,1:41.0,,J. Holiday misses 3-pt jump shot from 27 ft,23,22
80,1,1:38.0,Defensive rebound by J. Holiday,,23,22
81,1,1:27.0,Offensive foul by J. Hayes (drawn by T. McConnell),,23,22
82,1,1:27.0,Turnover by J. Hayes (offensive foul),,23,22
83,1,1:18.0,,T. Warren makes 2-pt layup from 1 ft (assist by T. McConnell),23,24
84,1,1:18.0,,Shooting foul by J. Holiday (drawn by T. Warren),23,24
85,1,1:18.0,,T. Warren misses free throw 1 of 1,23,24
86,1,1:16.0,Defensive rebound by L. Ball,,23,24
87,1,1:12.0,L. Ball makes 2-pt layup from 1 ft,,25,24
88,1,1:04.0,,T. McConnell misses 2-pt layup from 1 ft (block by J. Redick),25,24
89,1,1:04.0,Defensive rebound by J. Redick,,25,24
90,1,0:55.0,E. Moore makes 2-pt jump shot from 5 ft (assist by J. Redick),,27,24
91,1,0:36.0,,G. Bitadze makes 2-pt dunk from 1 ft (assist by A. Holiday),27,26
92,1,0:28.0,Shooting foul by T. Warren (drawn by J. Redick),,27,26
93,1,0:28.0,J. Redick makes free throw 1 of 3,,28,26
94,1,0:28.0,J. Redick makes free throw 2 of 3,,29,26
95,1,0:28.0,,D. McDermott enters the game for T. Warren,29,26
96,1,0:28.0,J. Redick makes free throw 3 of 3,,30,26
97,1,0:09.0,,T. McConnell misses 2-pt jump shot from 18 ft,30,26
98,1,0:07.0,Defensive rebound by J. Redick,,30,26
99,1,0:03.0,Personal foul by J. Holiday (drawn by E. Moore),,30,26
100,1,0:03.0,E. Moore misses free throw 1 of 2,,30,26
101,1,0:03.0,Offensive rebound by Team,,30,26
102,1,0:03.0,E. Moore makes free throw 2 of 2,,31,26
103,2,11:49.0,,A. Holiday misses 3-pt jump shot from 28 ft,31,26
104,2,11:47.0,Defensive rebound by J. Holiday,,31,26
105,2,11:26.0,J. Redick makes 2-pt jump shot from 14 ft (assist by D. Favors),,33,26
106,2,11:15.0,,D. McDermott makes 2-pt layup from 4 ft (assist by D. Sabonis),33,28
107,2,11:15.0,,Shooting foul by J. Redick (drawn by D. McDermott),33,28
108,2,11:15.0,,D. McDermott misses free throw 1 of 1,33,28
109,2,11:14.0,Defensive rebound by D. Favors,,33,28
110,2,11:10.0,Shooting foul by D. McDermott (drawn by F. Jackson),,33,28
111,2,11:10.0,F. Jackson makes free throw 1 of 2,,34,28
112,2,11:10.0,F. Jackson makes free throw 2 of 2,,35,28
113,2,10:58.0,,D. McDermott makes 2-pt layup from 1 ft (assist by D. Sabonis),35,30
114,2,10:46.0,J. Redick misses 3-pt jump shot from 27 ft,,35,30
115,2,10:43.0,,Defensive rebound by D. Sabonis,35,30
116,2,10:34.0,,A. Holiday misses 2-pt jump shot from 14 ft,35,30
117,2,10:31.0,Defensive rebound by J. Redick,,35,30
118,2,10:26.0,Turnover by F. Jackson (bad pass; steal by J. Holiday),,35,30
119,2,10:21.0,,D. McDermott makes 3-pt jump shot from 27 ft (assist by A. Holiday),35,33
120,2,10:05.0,J. Holiday misses 2-pt jump shot from 2 ft,,35,33
121,2,10:02.0,Offensive rebound by J. Holiday,,35,33
122,2,10:02.0,J. Holiday makes 2-pt layup at rim,,37,33
123,2,9:52.0,,A. Holiday misses 2-pt jump shot from 16 ft,37,33
124,2,9:49.0,Defensive rebound by F. Jackson,,37,33
125,2,9:39.0,E. Moore misses 2-pt jump shot from 8 ft,,37,33
126,2,9:36.0,,Defensive rebound by D. Sabonis,37,33
127,2,9:32.0,,Turnover by T. McConnell (lost ball; steal by J. Holiday),37,33
128,2,9:29.0,Turnover by J. Holiday (bad pass),,37,33
129,2,9:15.0,,D. McDermott misses 3-pt jump shot from 27 ft,37,33
130,2,9:12.0,Defensive rebound by D. Favors,,37,33
131,2,9:04.0,Personal foul by A. Holiday (drawn by E. Moore),,37,33
132,2,8:59.0,Offensive foul by D. Favors (drawn by A. Holiday),,37,33
133,2,8:59.0,Turnover by D. Favors (offensive foul),,37,33
134,2,8:59.0,J. Hayes enters the game for D. Favors,,37,33
135,2,8:50.0,,J. Holiday misses 3-pt jump shot from 26 ft,37,33
136,2,8:47.0,Defensive rebound by J. Holiday,,37,33
137,2,8:41.0,J. Redick makes 2-pt jump shot from 19 ft,,39,33
138,2,8:25.0,,Personal foul by E. Moore (drawn by A. Holiday),39,33
139,2,8:25.0,N. Melli enters the game for J. Hayes,,39,33
140,2,8:20.0,,Personal foul by N. Melli (drawn by D. Sabonis),39,33
141,2,8:12.0,,A. Holiday misses 3-pt jump shot from 28 ft,39,33
142,2,8:09.0,Defensive rebound by J. Holiday,,39,33
143,2,8:01.0,J. Holiday makes 2-pt layup from 1 ft,,41,33
144,2,8:01.0,Shooting foul by D. Sabonis (drawn by J. Holiday),,41,33
145,2,8:01.0,Technical foul by A. Holiday,,41,33
146,2,8:01.0,J. Redick makes technical free throw,,42,33
147,2,8:01.0,J. Holiday misses free throw 1 of 1,,42,33
148,2,8:00.0,,Defensive rebound by D. Sabonis,42,33
149,2,8:00.0,L. Ball enters the game for J. Holiday,,42,33
150,2,7:57.0,,Indiana full timeout,42,33
151,2,7:57.0,,M. Brogdon enters the game for A. Holiday,42,33
152,2,7:57.0,,J. Lamb enters the game for T. McConnell,42,33
153,2,7:45.0,,D. Sabonis misses 2-pt jump shot from 6 ft,42,33
154,2,7:43.0,Defensive rebound by L. Ball,,42,33
155,2,7:28.0,J. Redick makes 3-pt jump shot from 25 ft (assist by N. Melli),,45,33
156,2,7:12.0,,J. Holiday misses 2-pt jump shot from 16 ft,45,33
157,2,7:07.0,Defensive rebound by L. Ball,,45,33
158,2,6:54.0,N. Melli misses 2-pt jump shot from 8 ft,,45,33
159,2,6:49.0,,Defensive rebound by M. Brogdon,45,33
160,2,6:46.0,,Shooting foul by N. Melli (drawn by J. Holiday),45,33
161,2,6:46.0,,J. Holiday makes free throw 1 of 2,45,34
162,2,6:46.0,J. Hayes enters the game for N. Melli,,45,34
163,2,6:46.0,,J. Holiday makes free throw 2 of 2,45,35
164,2,6:33.0,L. Ball misses 3-pt jump shot from 26 ft,,45,35
165,2,6:30.0,,Defensive rebound by D. Sabonis,45,35
166,2,6:16.0,,D. Sabonis makes 2-pt jump shot from 13 ft (assist by M. Brogdon),45,37
167,2,6:08.0,Personal foul by J. Holiday (drawn by J. Redick),,45,37
168,2,6:08.0,J. Hart enters the game for J. Redick,,45,37
169,2,6:08.0,,T. Warren enters the game for J. Holiday,45,37
170,2,6:07.0,Offensive foul by J. Hayes (drawn by J. Lamb),,45,37
171,2,6:07.0,Turnover by J. Hayes (offensive foul),,45,37
172,2,6:07.0,J. Okafor enters the game for J. Hayes,,45,37
173,2,6:01.0,,D. McDermott misses 3-pt jump shot from 28 ft,45,37
174,2,5:58.0,Defensive rebound by E. Moore,,45,37
175,2,5:38.0,L. Ball makes 2-pt jump shot from 17 ft,,47,37
176,2,5:24.0,,M. Brogdon misses 2-pt layup from 3 ft,47,37
177,2,5:23.0,,Offensive rebound by Team,47,37
178,2,5:23.0,Loose ball foul by E. Moore (drawn by D. Sabonis),,47,37
179,2,5:23.0,,D. Sabonis misses free throw 1 of 2,47,37
180,2,5:23.0,,Offensive rebound by Team,47,37
181,2,5:23.0,,M. Turner enters the game for D. McDermott,47,37
182,2,5:23.0,,D. Sabonis makes free throw 2 of 2,47,38
183,2,5:14.0,E. Moore misses 3-pt jump shot from 30 ft,,47,38
184,2,5:11.0,,Defensive rebound by Team,47,38
185,2,5:00.0,,T. Warren makes 2-pt jump shot from 13 ft,47,40
186,2,5:00.0,,Shooting foul by L. Ball (drawn by T. Warren),47,40
187,2,5:00.0,,T. Warren misses free throw 1 of 1,47,40
188,2,4:58.0,Defensive rebound by J. Hart,,47,40
189,2,4:48.0,L. Ball misses 2-pt jump shot from 19 ft,,47,40
190,2,4:45.0,,Defensive rebound by T. Warren,47,40
191,2,4:35.0,,M. Brogdon misses 2-pt layup at rim,47,40
192,2,4:32.0,Defensive rebound by J. Okafor,,47,40
193,2,4:29.0,J. Hart makes 3-pt jump shot from 28 ft (assist by L. Ball),,50,40
194,2,4:14.0,,D. Sabonis misses 3-pt jump shot from 27 ft,50,40
195,2,4:11.0,Defensive rebound by J. Hart,,50,40
196,2,4:05.0,J. Hart misses 3-pt jump shot from 27 ft,,50,40
197,2,4:05.0,,Defensive rebound by M. Brogdon,50,40
198,2,3:59.0,,T. Warren makes 2-pt layup from 1 ft (assist by M. Brogdon),50,42
199,2,3:48.0,J. Okafor misses 2-pt layup from 2 ft,,50,42
200,2,3:46.0,Offensive rebound by J. Okafor,,50,42
201,2,3:46.0,J. Okafor makes 2-pt layup at rim,,52,42
202,2,3:27.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by D. Sabonis),52,44
203,2,3:10.0,F. Jackson misses 3-pt jump shot from 28 ft,,52,44
204,2,3:07.0,,Defensive rebound by D. Sabonis,52,44
205,2,2:56.0,,D. Sabonis makes 2-pt layup from 2 ft (assist by J. Lamb),52,46
206,2,2:46.0,E. Moore misses 2-pt layup from 4 ft (block by D. Sabonis),,52,46
207,2,2:42.0,Offensive rebound by E. Moore,,52,46
208,2,2:41.0,F. Jackson misses 3-pt jump shot from 22 ft,,52,46
209,2,2:37.0,,Defensive rebound by M. Brogdon,52,46
210,2,2:31.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by D. Sabonis),52,48
211,2,2:23.0,New Orleans full timeout,,52,48
212,2,2:23.0,J. Redick enters the game for E. Moore,,52,48
213,2,2:23.0,,D. McDermott enters the game for D. Sabonis,52,48
214,2,2:16.0,J. Redick makes 3-pt jump shot from 27 ft (assist by L. Ball),,55,48
215,2,1:54.0,,T. Warren makes 2-pt jump shot from 16 ft (assist by M. Turner),55,50
216,2,1:42.0,Personal foul by T. Warren (drawn by J. Redick),,55,50
217,2,1:42.0,J. Redick makes free throw 1 of 2,,56,50
218,2,1:42.0,,E. Sumner enters the game for T. Warren,56,50
219,2,1:42.0,J. Redick makes free throw 2 of 2,,57,50
220,2,1:31.0,,D. McDermott misses 3-pt jump shot from 26 ft,57,50
221,2,1:28.0,,Offensive rebound by Team,57,50
222,2,1:17.0,,J. Lamb makes 3-pt jump shot from 30 ft (assist by M. Brogdon),57,53
223,2,1:10.0,Turnover by L. Ball (bad pass; steal by J. Lamb),,57,53
224,2,1:04.0,,Turnover by J. Lamb (lost ball; steal by J. Okafor),57,53
225,2,0:59.0,J. Redick misses 2-pt jump shot from 19 ft,,57,53
226,2,0:54.0,,Defensive rebound by M. Turner,57,53
227,2,0:48.0,,M. Brogdon misses 2-pt layup from 2 ft,57,53
228,2,0:46.0,,Offensive rebound by Team,57,53
229,2,0:35.0,,D. McDermott makes 2-pt layup from 1 ft (assist by M. Brogdon),57,55
230,2,0:28.0,L. Ball makes 3-pt jump shot from 29 ft (assist by J. Okafor),,60,55
231,2,0:03.0,,M. Brogdon misses 2-pt jump shot from 17 ft,60,55
232,2,0:03.0,,Offensive rebound by Team,60,55
233,3,11:54.0,,Offensive foul by D. Sabonis (drawn by J. Holiday),60,55
234,3,11:54.0,,Turnover by D. Sabonis (offensive foul),60,55
235,3,11:47.0,J. Hart misses 3-pt jump shot from 27 ft,,60,55
236,3,11:43.0,,Defensive rebound by T. Warren,60,55
237,3,11:37.0,,Offensive foul by M. Turner (drawn by J. Holiday),60,55
238,3,11:37.0,,Turnover by M. Turner (offensive foul),60,55
239,3,11:26.0,J. Holiday misses 2-pt jump shot from 12 ft,,60,55
240,3,11:24.0,,Defensive rebound by J. Lamb,60,55
241,3,11:18.0,,J. Lamb misses 3-pt jump shot from 27 ft,60,55
242,3,11:15.0,Defensive rebound by D. Favors,,60,55
243,3,10:55.0,N. Melli misses 3-pt jump shot from 23 ft,,60,55
244,3,10:52.0,,Defensive rebound by M. Turner,60,55
245,3,10:45.0,,T. Warren misses 2-pt jump shot from 19 ft,60,55
246,3,10:40.0,,Offensive rebound by M. Brogdon,60,55
247,3,10:31.0,,D. Sabonis misses 2-pt jump shot from 20 ft,60,55
248,3,10:28.0,Defensive rebound by D. Favors,,60,55
249,3,10:19.0,J. Holiday misses 2-pt jump shot from 14 ft,,60,55
250,3,10:16.0,,Defensive rebound by T. Warren,60,55
251,3,10:05.0,,J. Lamb makes 2-pt layup from 2 ft,60,57
252,3,9:45.0,Personal take foul by J. Lamb (drawn by J. Hart),,60,57
253,3,9:43.0,J. Holiday misses 2-pt layup from 2 ft (block by T. Warren),,60,57
254,3,9:42.0,Offensive rebound by N. Melli,,60,57
255,3,9:41.0,N. Melli misses 2-pt layup from 5 ft (block by M. Turner),,60,57
256,3,9:40.0,,Defensive rebound by J. Lamb,60,57
257,3,9:36.0,,Shooting foul by J. Hart (drawn by T. Warren),60,57
258,3,9:36.0,,T. Warren makes free throw 1 of 2,60,58
259,3,9:36.0,,T. Warren misses free throw 2 of 2,60,58
260,3,9:35.0,Defensive rebound by D. Favors,,60,58
261,3,9:16.0,D. Favors misses 2-pt layup from 2 ft,,60,58
262,3,9:14.0,,Defensive rebound by M. Turner,60,58
263,3,9:12.0,,Turnover by M. Turner (bad pass; steal by L. Ball),60,58
264,3,9:04.0,J. Holiday misses 2-pt layup from 4 ft,,60,58
265,3,9:04.0,Offensive rebound by D. Favors,,60,58
266,3,8:59.0,J. Hart misses 3-pt jump shot from 27 ft,,60,58
267,3,8:56.0,Offensive rebound by N. Melli,,60,58
268,3,8:45.0,J. Hart misses 2-pt layup from 2 ft (block by M. Turner),,60,58
269,3,8:43.0,Offensive rebound by D. Favors,,60,58
270,3,8:41.0,L. Ball misses 3-pt jump shot from 29 ft,,60,58
271,3,8:39.0,,Defensive rebound by M. Brogdon,60,58
272,3,8:35.0,,T. Warren makes 2-pt jump shot from 17 ft (assist by J. Lamb),60,60
273,3,8:21.0,D. Favors makes 2-pt jump shot from 12 ft (assist by L. Ball),,62,60
274,3,8:07.0,,Shooting foul by L. Ball (drawn by M. Turner),62,60
275,3,8:07.0,,M. Turner makes free throw 1 of 2,62,61
276,3,8:07.0,,M. Turner makes free throw 2 of 2,62,62
277,3,7:45.0,Turnover by J. Holiday (traveling),,62,62
278,3,7:32.0,,D. Sabonis makes 2-pt hook shot from 8 ft,62,64
279,3,7:22.0,D. Favors makes 2-pt dunk from 1 ft (assist by L. Ball),,64,64
280,3,6:58.0,,D. Sabonis makes 3-pt jump shot from 28 ft (assist by M. Brogdon),64,67
281,3,6:44.0,N. Melli makes 3-pt jump shot from 27 ft (assist by J. Holiday),,67,67
282,3,6:30.0,,J. Lamb misses 2-pt jump shot from 16 ft,67,67
283,3,6:26.0,Defensive rebound by J. Hart,,67,67
284,3,6:21.0,Personal foul by J. Lamb (drawn by L. Ball),,67,67
285,3,6:21.0,,Indiana full timeout,67,67
286,3,6:11.0,N. Melli makes 3-pt jump shot from 28 ft (assist by J. Holiday),,70,67
287,3,5:50.0,,T. Warren makes 2-pt layup from 2 ft (assist by D. Sabonis),70,69
288,3,5:32.0,D. Favors misses 2-pt jump shot from 6 ft,,70,69
289,3,5:29.0,,Defensive rebound by D. Sabonis,70,69
290,3,5:17.0,,Shooting foul by N. Melli (drawn by M. Brogdon),70,69
291,3,5:17.0,,M. Brogdon makes free throw 1 of 2,70,70
292,3,5:17.0,F. Jackson enters the game for L. Ball,,70,70
293,3,5:17.0,J. Redick enters the game for N. Melli,,70,70
294,3,5:17.0,,J. Holiday enters the game for D. Sabonis,70,70
295,3,5:17.0,,M. Brogdon makes free throw 2 of 2,70,71
296,3,5:09.0,Offensive foul by D. Favors (drawn by J. Holiday),,70,71
297,3,5:09.0,Turnover by D. Favors (offensive foul),,70,71
298,3,5:09.0,J. Hayes enters the game for D. Favors,,70,71
299,3,5:02.0,,Shooting foul by J. Hayes (drawn by T. Warren),70,71
300,3,5:02.0,,T. Warren makes free throw 1 of 2,70,72
301,3,5:02.0,,T. Warren misses free throw 2 of 2,70,72
302,3,5:00.0,Defensive rebound by J. Hart,,70,72
303,3,4:42.0,J. Hart makes 3-pt jump shot from 27 ft (assist by J. Redick),,73,72
304,3,4:28.0,,M. Turner misses 3-pt jump shot from 26 ft,73,72
305,3,4:25.0,Defensive rebound by J. Redick,,73,72
306,3,4:14.0,J. Hart misses 2-pt layup from 2 ft (block by T. Warren),,73,72
307,3,4:14.0,Offensive rebound by Team,,73,72
308,3,4:11.0,J. Redick misses 3-pt jump shot from 23 ft,,73,72
309,3,4:08.0,,Defensive rebound by J. Lamb,73,72
310,3,4:05.0,,Shooting foul by J. Hayes (drawn by M. Turner),73,72
311,3,4:05.0,,M. Turner misses free throw 1 of 2,73,72
312,3,4:05.0,,Offensive rebound by Team,73,72
313,3,4:05.0,J. Okafor enters the game for J. Hayes,,73,72
314,3,4:05.0,,M. Turner makes free throw 2 of 2,73,73
315,3,3:54.0,J. Holiday makes 2-pt jump shot from 12 ft,,75,73
316,3,3:40.0,,J. Lamb makes 2-pt layup from 1 ft,75,75
317,3,3:27.0,J. Holiday makes 3-pt jump shot from 26 ft (assist by J. Redick),,78,75
318,3,3:06.0,,M. Brogdon makes 3-pt jump shot from 29 ft (assist by M. Turner),78,78
319,3,2:57.0,J. Holiday misses 2-pt layup from 3 ft (block by M. Turner),,78,78
320,3,2:54.0,,Defensive rebound by M. Brogdon,78,78
321,3,2:52.0,,J. Holiday misses 3-pt jump shot from 28 ft,78,78
322,3,2:48.0,Defensive rebound by J. Okafor,,78,78
323,3,2:37.0,J. Holiday misses 2-pt jump shot from 3 ft (block by M. Turner),,78,78
324,3,2:34.0,Offensive rebound by J. Holiday,,78,78
325,3,2:34.0,F. Jackson makes 3-pt jump shot from 24 ft (assist by J. Holiday),,81,78
326,3,2:19.0,,M. Brogdon makes 2-pt layup from 2 ft,81,80
327,3,2:19.0,,Shooting foul by F. Jackson (drawn by M. Brogdon),81,80
328,3,2:19.0,New Orleans full timeout,,81,80
329,3,2:19.0,E. Moore enters the game for J. Hart,,81,80
330,3,2:19.0,,D. Sabonis enters the game for J. Lamb,81,80
331,3,2:19.0,,E. Sumner enters the game for M. Turner,81,80
332,3,2:19.0,,M. Brogdon makes free throw 1 of 1,81,81
333,3,2:09.0,J. Redick misses 3-pt jump shot from 29 ft,,81,81
334,3,2:09.0,,Defensive rebound by E. Sumner,81,81
335,3,1:59.0,,Turnover by E. Sumner (bad pass; steal by J. Okafor),81,81
336,3,1:55.0,F. Jackson makes 2-pt layup from 3 ft (assist by J. Holiday),,83,81
337,3,1:55.0,,Violation by Team (def goaltending),83,81
338,3,1:37.0,,D. Sabonis misses 2-pt hook shot from 3 ft,83,81
339,3,1:36.0,Defensive rebound by Team,,83,81
340,3,1:36.0,,Loose ball foul by D. Sabonis (drawn by J. Okafor),83,81
341,3,1:36.0,,T. McConnell enters the game for M. Brogdon,83,81
342,3,1:27.0,J. Redick misses 3-pt jump shot from 29 ft,,83,81
343,3,1:25.0,Offensive rebound by F. Jackson,,83,81
344,3,1:25.0,Offensive foul by F. Jackson (drawn by T. McConnell),,83,81
345,3,1:25.0,Turnover by F. Jackson (offensive foul),,83,81
346,3,1:08.0,,Turnover by T. McConnell (bad pass; steal by J. Holiday),83,81
347,3,1:03.0,J. Holiday misses 2-pt layup at rim,,83,81
348,3,1:02.0,,Defensive rebound by Team,83,81
349,3,0:52.0,,T. McConnell makes 2-pt jump shot from 16 ft,83,83
350,3,0:42.0,J. Okafor makes 2-pt dunk from 3 ft (assist by J. Holiday),,85,83
351,3,0:42.0,Shooting foul by J. Holiday (drawn by J. Okafor),,85,83
352,3,0:42.0,J. Okafor misses free throw 1 of 1,,85,83
353,3,0:40.0,Offensive rebound by E. Moore,,85,83
354,3,0:37.0,J. Okafor misses 2-pt layup from 1 ft (block by D. Sabonis),,85,83
355,3,0:34.0,Offensive rebound by J. Okafor,,85,83
356,3,0:33.0,F. Jackson misses 3-pt jump shot from 27 ft,,85,83
357,3,0:33.0,,Defensive rebound by D. Sabonis,85,83
358,3,0:23.0,,Shooting foul by J. Holiday (drawn by T. Warren),85,83
359,3,0:23.0,,T. Warren makes free throw 1 of 2,85,84
360,3,0:23.0,,J. Lamb enters the game for J. Holiday,85,84
361,3,0:23.0,,T. Warren makes free throw 2 of 2,85,85
362,3,0:00.0,J. Holiday makes 2-pt jump shot from 4 ft,,87,85
363,3,0:00.0,Shooting foul by T. Warren (drawn by J. Holiday),,87,85
364,3,0:00.0,J. Holiday makes free throw 1 of 1,,88,85
365,4,11:49.0,E. Moore misses 3-pt jump shot from 28 ft,,88,85
366,4,11:45.0,,Defensive rebound by E. Sumner,88,85
367,4,11:25.0,,D. Sabonis makes 2-pt jump shot from 17 ft (assist by T. McConnell),88,87
368,4,11:06.0,Turnover by L. Ball (traveling),,88,87
369,4,10:57.0,,Turnover by T. McConnell (bad pass; steal by F. Jackson),88,87
370,4,10:53.0,Turnover by F. Jackson (bad pass; steal by E. Sumner),,88,87
371,4,10:47.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by T. McConnell),88,90
372,4,10:31.0,D. Favors makes 2-pt layup from 2 ft (assist by F. Jackson),,90,90
373,4,10:11.0,,Turnover by J. Holiday (bad pass; steal by J. Redick),90,90
374,4,9:58.0,J. Redick makes 2-pt jump shot from 16 ft (assist by L. Ball),,92,90
375,4,9:39.0,,D. McDermott misses 2-pt jump shot from 14 ft,92,90
376,4,9:36.0,Defensive rebound by F. Jackson,,92,90
377,4,9:22.0,Personal foul by E. Sumner (drawn by J. Redick),,92,90
378,4,9:17.0,Turnover by L. Ball (bad pass; steal by T. McConnell),,92,90
379,4,9:12.0,,J. Holiday makes 2-pt layup from 2 ft (assist by D. Sabonis),92,92
380,4,8:48.0,Shooting foul by D. McDermott (drawn by D. Favors),,92,92
381,4,8:48.0,D. Favors makes free throw 1 of 2,,93,92
382,4,8:48.0,D. Favors misses free throw 2 of 2,,93,92
