,QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
95,1,0:17.0,,N. Noel makes 2-pt layup from 1 ft (assist by D. Schröder),35,16
96,1,0:00.0,R. Arcidiacono makes 2-pt layup from 1 ft (assist by T. Young),,37,16
97,2,11:50.0,L. Markkanen misses 2-pt layup from 4 ft (block by N. Noel),,37,16
98,2,11:49.0,Offensive rebound by W. Carter,,37,16
99,2,11:49.0,Shooting foul by D. Bazley (drawn by W. Carter),,37,16
100,2,11:49.0,W. Carter misses free throw 1 of 2,,37,16
101,2,11:49.0,Offensive rebound by Team,,37,16
102,2,11:49.0,W. Carter misses free throw 2 of 2,,37,16
103,2,11:47.0,,Defensive rebound by D. Schröder,37,16
104,2,11:34.0,,D. Schröder makes 2-pt layup from 2 ft,37,18
105,2,11:18.0,C. White misses 2-pt jump shot from 15 ft,,37,18
106,2,11:16.0,,Defensive rebound by N. Noel,37,18
107,2,11:09.0,,C. Paul makes 2-pt jump shot from 8 ft,37,20
108,2,11:02.0,Chicago full timeout,,37,20
109,2,11:02.0,,S. Adams enters the game for N. Noel,37,20
110,2,10:48.0,D. Valentine misses 2-pt hook shot from 11 ft,,37,20
111,2,10:44.0,,Defensive rebound by T. Ferguson,37,20
112,2,10:38.0,,Turnover by D. Bazley (bad pass; steal by R. Arcidiacono),37,20
113,2,10:27.0,R. Arcidiacono makes 3-pt jump shot from 26 ft (assist by C. White),,40,20
114,2,10:06.0,,D. Schröder makes 3-pt jump shot from 23 ft (assist by C. Paul),40,23
115,2,9:54.0,C. White misses 2-pt jump shot from 13 ft,,40,23
116,2,9:52.0,,Defensive rebound by C. Paul,40,23
117,2,9:49.0,,Turnover by T. Ferguson (bad pass; steal by L. Markkanen),40,23
118,2,9:42.0,D. Valentine makes 3-pt jump shot from 31 ft (assist by C. White),,43,23
119,2,9:21.0,,D. Schröder misses 2-pt jump shot from 4 ft,43,23
120,2,9:17.0,Defensive rebound by W. Carter,,43,23
121,2,9:09.0,W. Carter misses 2-pt hook shot from 8 ft,,43,23
122,2,9:07.0,,Defensive rebound by C. Paul,43,23
123,2,9:05.0,,Turnover by C. Paul (lost ball; steal by C. White),43,23
124,2,8:53.0,D. Valentine misses 3-pt jump shot from 31 ft,,43,23
125,2,8:50.0,Offensive rebound by W. Carter,,43,23
126,2,8:47.0,D. Valentine makes 2-pt jump shot from 8 ft (assist by W. Carter),,45,23
127,2,8:36.0,,D. Schröder makes 2-pt layup from 2 ft (assist by C. Paul),45,25
128,2,8:27.0,W. Carter makes 2-pt jump shot from 15 ft (assist by R. Arcidiacono),,47,25
129,2,8:05.0,,D. Bazley misses 3-pt jump shot from 23 ft,47,25
130,2,8:02.0,Defensive rebound by D. Valentine,,47,25
131,2,7:59.0,R. Arcidiacono makes 3-pt jump shot from 24 ft (assist by C. White),,50,25
132,2,7:59.0,,Oklahoma City full timeout,50,25
133,2,7:59.0,T. Young enters the game for L. Markkanen,,50,25
134,2,7:59.0,,D. Gallinari enters the game for D. Bazley,50,25
135,2,7:59.0,,S. Gilgeous-Alexander enters the game for D. Schröder,50,25
136,2,7:42.0,,T. Ferguson makes 3-pt jump shot from 24 ft (assist by C. Paul),50,28
137,2,7:15.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by R. Arcidiacono),,53,28
138,2,7:00.0,,D. Gallinari misses 3-pt jump shot from 30 ft,53,28
139,2,6:55.0,Defensive rebound by D. Valentine,,53,28
140,2,6:48.0,W. Carter misses 2-pt jump shot from 11 ft,,53,28
141,2,6:46.0,,Defensive rebound by D. Gallinari,53,28
142,2,6:38.0,,Shooting foul by D. Valentine (drawn by S. Gilgeous-Alexander),53,28
143,2,6:38.0,,S. Gilgeous-Alexander misses free throw 1 of 2,53,28
144,2,6:38.0,,Offensive rebound by Team,53,28
145,2,6:38.0,Z. LaVine enters the game for R. Arcidiacono,,53,28
146,2,6:38.0,T. Satoranský enters the game for D. Valentine,,53,28
147,2,6:38.0,,S. Gilgeous-Alexander makes free throw 2 of 2,53,29
148,2,6:17.0,W. Carter makes 2-pt dunk from 3 ft (assist by C. White),,55,29
149,2,5:56.0,,Shooting foul by T. Young (drawn by D. Gallinari),55,29
150,2,5:56.0,,D. Gallinari makes free throw 1 of 2,55,30
151,2,5:56.0,,N. Noel enters the game for S. Adams,55,30
152,2,5:56.0,,D. Gallinari makes free throw 2 of 2,55,31
153,2,5:43.0,Shooting foul by N. Noel (drawn by W. Carter),,55,31
154,2,5:43.0,W. Carter makes free throw 1 of 2,,56,31
155,2,5:43.0,K. Dunn enters the game for C. White,,56,31
156,2,5:43.0,W. Carter makes free throw 2 of 2,,57,31
157,2,5:33.0,,N. Noel makes 2-pt dunk from 1 ft (assist by C. Paul),57,33
158,2,5:14.0,T. Young misses 2-pt hook shot from 4 ft,,57,33
159,2,5:12.0,,Defensive rebound by C. Paul,57,33
160,2,5:06.0,,C. Paul misses 3-pt jump shot from 25 ft,57,33
161,2,5:03.0,Defensive rebound by T. Satoranský,,57,33
162,2,4:59.0,Turnover by W. Carter (out of bounds lost ball),,57,33
163,2,4:59.0,,D. Schröder enters the game for C. Paul,57,33
164,2,4:40.0,,D. Gallinari makes 2-pt dunk from 2 ft,57,35
165,2,4:25.0,Z. LaVine makes 2-pt layup from 2 ft,,59,35
166,2,4:17.0,,Turnover by D. Schröder (bad pass),59,35
167,2,4:17.0,,A. Nader enters the game for T. Ferguson,59,35
168,2,4:01.0,,Violation by Team (kicked ball),59,35
169,2,4:01.0,L. Markkanen enters the game for T. Young,,59,35
170,2,3:56.0,Turnover by Z. LaVine (lost ball; steal by N. Noel),,59,35
171,2,3:51.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by A. Nader),59,38
172,2,3:42.0,Z. LaVine makes 3-pt jump shot from 26 ft,,62,38
173,2,3:25.0,,D. Gallinari makes 3-pt jump shot from 29 ft (assist by D. Schröder),62,41
174,2,3:09.0,L. Markkanen misses 3-pt jump shot from 24 ft,,62,41
175,2,3:06.0,,Defensive rebound by S. Gilgeous-Alexander,62,41
176,2,2:53.0,,A. Nader misses 3-pt jump shot from 24 ft,62,41
177,2,2:51.0,Defensive rebound by W. Carter,,62,41
178,2,2:45.0,Z. LaVine makes 2-pt layup from 2 ft (assist by T. Satoranský),,64,41
179,2,2:29.0,,D. Gallinari misses 2-pt layup from 6 ft (block by L. Markkanen),64,41
180,2,2:27.0,Defensive rebound by T. Satoranský,,64,41
181,2,2:20.0,W. Carter makes 2-pt dunk from 1 ft (assist by T. Satoranský),,66,41
182,2,2:01.0,,A. Nader makes 2-pt dunk from 1 ft (assist by D. Gallinari),66,43
183,2,1:31.0,L. Markkanen makes 2-pt jump shot from 12 ft,,68,43
184,2,1:18.0,,Flagrant foul type 1 by K. Dunn (drawn by D. Schröder),68,43
185,2,1:18.0,,Instant Replay (Request: Ruling Stands),68,43
186,2,1:18.0,,D. Schröder makes flagrant free throw 1 of 2,68,44
187,2,1:18.0,,D. Schröder makes flagrant free throw 2 of 2,68,45
188,2,1:18.0,R. Arcidiacono enters the game for W. Carter,,68,45
189,2,1:18.0,D. Gafford enters the game for K. Dunn,,68,45
190,2,1:18.0,,S. Adams enters the game for A. Nader,68,45
191,2,1:18.0,,C. Paul enters the game for N. Noel,68,45
192,2,1:11.0,,Shooting foul by L. Markkanen (drawn by D. Gallinari),68,45
193,2,1:11.0,,D. Gallinari makes free throw 1 of 2,68,46
194,2,1:11.0,,D. Gallinari makes free throw 2 of 2,68,47
195,2,0:53.0,Z. LaVine misses 2-pt layup from 4 ft,,68,47
196,2,0:51.0,,Defensive rebound by S. Adams,68,47
197,2,0:46.0,,Personal foul by R. Arcidiacono (drawn by S. Gilgeous-Alexander),68,47
198,2,0:46.0,,S. Gilgeous-Alexander makes free throw 1 of 2,68,48
199,2,0:46.0,,S. Gilgeous-Alexander makes free throw 2 of 2,68,49
200,2,0:30.0,Turnover by L. Markkanen (lost ball; steal by D. Gallinari),,68,49
201,2,0:09.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,68,49
202,2,0:08.0,,Offensive rebound by S. Adams,68,49
203,2,0:08.0,,S. Adams misses 2-pt layup at rim,68,49
204,2,0:07.0,,Offensive rebound by S. Adams,68,49
205,2,0:07.0,,S. Adams misses 2-pt layup at rim,68,49
206,2,0:06.0,,Offensive rebound by S. Adams,68,49
207,2,0:03.0,,Turnover by D. Schröder (bad pass; steal by T. Satoranský),68,49
208,2,0:00.0,T. Satoranský misses 3-pt jump shot from 32 ft,,68,49
209,2,0:00.0,Offensive rebound by Team,,68,49
210,3,11:47.0,Turnover by L. Markkanen (dbl dribble),,68,49
211,3,11:35.0,,Shooting foul by Z. LaVine (drawn by D. Gallinari),68,49
212,3,11:35.0,,D. Gallinari makes free throw 1 of 2,68,50
213,3,11:35.0,,D. Gallinari makes free throw 2 of 2,68,51
214,3,11:17.0,T. Satoranský makes 2-pt layup from 1 ft,,70,51
215,3,11:02.0,,C. Paul makes 3-pt jump shot from 27 ft (assist by D. Gallinari),70,54
216,3,10:45.0,Z. LaVine makes 2-pt jump shot from 18 ft (assist by K. Dunn),,72,54
217,3,10:36.0,,Turnover by S. Adams (bad pass),72,54
218,3,10:17.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by T. Satoranský),,75,54
219,3,10:03.0,,T. Ferguson misses 3-pt jump shot from 24 ft,75,54
220,3,10:01.0,Defensive rebound by K. Dunn,,75,54
221,3,9:57.0,L. Markkanen misses 2-pt jump shot from 7 ft,,75,54
222,3,9:56.0,,Defensive rebound by S. Adams,75,54
223,3,9:37.0,,D. Gallinari misses 2-pt jump shot from 9 ft,75,54
224,3,9:34.0,Defensive rebound by T. Satoranský,,75,54
225,3,9:27.0,W. Carter misses 3-pt jump shot from 25 ft,,75,54
226,3,9:24.0,,Defensive rebound by D. Gallinari,75,54
227,3,9:19.0,,Turnover by S. Adams (traveling),75,54
228,3,9:06.0,Personal foul by C. Paul (drawn by K. Dunn),,75,54
229,3,8:54.0,Z. LaVine misses 2-pt jump shot from 15 ft,,75,54
230,3,8:54.0,,Defensive rebound by Team,75,54
231,3,8:54.0,,Oklahoma City full timeout,75,54
232,3,8:54.0,,Instant Replay (Challenge: Ruling Stands),75,54
233,3,8:41.0,,S. Adams makes 2-pt dunk from 1 ft (assist by C. Paul),75,56
234,3,8:32.0,Away from play foul by T. Ferguson (drawn by Z. LaVine),,75,56
235,3,8:32.0,,D. Schröder enters the game for T. Ferguson,75,56
236,3,8:21.0,L. Markkanen makes 2-pt layup from 2 ft (assist by Z. LaVine),,77,56
237,3,8:21.0,Shooting foul by S. Adams (drawn by L. Markkanen),,77,56
238,3,8:21.0,L. Markkanen makes free throw 1 of 1,,78,56
239,3,8:05.0,,D. Schröder makes 2-pt layup from 3 ft,78,58
240,3,7:50.0,T. Satoranský misses 2-pt jump shot from 13 ft,,78,58
241,3,7:46.0,,Defensive rebound by S. Adams,78,58
242,3,7:26.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Gallinari),78,60
243,3,7:15.0,Turnover by Z. LaVine (lost ball; steal by C. Paul),,78,60
244,3,7:12.0,,C. Paul makes 2-pt layup from 2 ft (assist by S. Adams),78,62
245,3,7:12.0,Chicago full timeout,,78,62
246,3,7:12.0,T. Young enters the game for L. Markkanen,,78,62
247,3,6:59.0,Z. LaVine makes 2-pt dunk from 3 ft (assist by T. Young),,80,62
248,3,6:48.0,,Personal foul by K. Dunn (drawn by C. Paul),80,62
249,3,6:33.0,,Turnover by C. Paul (bad pass; steal by T. Satoranský),80,62
250,3,6:29.0,T. Satoranský misses 2-pt layup from 2 ft,,80,62
251,3,6:27.0,Offensive rebound by K. Dunn,,80,62
252,3,6:25.0,T. Satoranský misses 3-pt jump shot from 25 ft,,80,62
253,3,6:21.0,,Defensive rebound by D. Schröder,80,62
254,3,6:17.0,,Turnover by S. Gilgeous-Alexander (traveling),80,62
255,3,6:03.0,K. Dunn makes 3-pt jump shot from 26 ft (assist by T. Satoranský),,83,62
256,3,5:53.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by Z. LaVine),83,62
257,3,5:50.0,Turnover by K. Dunn (palming),,83,62
258,3,5:50.0,,T. Ferguson enters the game for S. Adams,83,62
259,3,5:50.0,,N. Noel enters the game for C. Paul,83,62
260,3,5:41.0,,D. Schröder makes 3-pt jump shot from 29 ft (assist by D. Gallinari),83,65
261,3,5:15.0,Z. LaVine makes 2-pt dunk from 2 ft (assist by K. Dunn),,85,65
262,3,5:05.0,,D. Gallinari misses 3-pt jump shot from 29 ft,85,65
263,3,5:03.0,Defensive rebound by K. Dunn,,85,65
264,3,4:44.0,Z. LaVine misses 3-pt jump shot from 28 ft,,85,65
265,3,4:41.0,Offensive rebound by T. Satoranský,,85,65
266,3,4:28.0,W. Carter misses 2-pt hook shot from 7 ft,,85,65
267,3,4:26.0,,Defensive rebound by D. Gallinari,85,65
268,3,4:11.0,,T. Ferguson makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),85,68
269,3,3:59.0,Chicago full timeout,,85,68
270,3,3:59.0,L. Markkanen enters the game for W. Carter,,85,68
271,3,3:59.0,D. Valentine enters the game for K. Dunn,,85,68
272,3,3:59.0,C. White enters the game for T. Satoranský,,85,68
273,3,3:59.0,,D. Bazley enters the game for D. Gallinari,85,68
274,3,3:47.0,D. Valentine misses 3-pt jump shot from 23 ft,,85,68
275,3,3:45.0,,Defensive rebound by N. Noel,85,68
276,3,3:33.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by D. Schröder),85,71
277,3,3:15.0,Z. LaVine misses 3-pt jump shot from 29 ft,,85,71
278,3,3:10.0,,Defensive rebound by N. Noel,85,71
279,3,3:04.0,,D. Schröder misses 2-pt layup from 3 ft,85,71
280,3,3:02.0,Defensive rebound by D. Valentine,,85,71
281,3,2:50.0,Offensive foul by T. Young (drawn by D. Schröder),,85,71
282,3,2:50.0,Turnover by T. Young (offensive foul),,85,71
283,3,2:39.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by C. White),85,71
284,3,2:39.0,Personal foul by N. Noel (drawn by C. White),,85,71
285,3,2:30.0,Z. LaVine makes 2-pt dunk from 1 ft,,87,71
286,3,2:30.0,Shooting foul by T. Ferguson (drawn by Z. LaVine),,87,71
287,3,2:30.0,Z. LaVine makes free throw 1 of 1,,88,71
288,3,2:12.0,,Shooting foul by Z. LaVine (drawn by S. Gilgeous-Alexander),88,71
289,3,2:12.0,,S. Gilgeous-Alexander makes free throw 1 of 2,88,72
290,3,2:12.0,R. Arcidiacono enters the game for Z. LaVine,,88,72
291,3,2:12.0,,S. Adams enters the game for N. Noel,88,72
292,3,2:12.0,,S. Gilgeous-Alexander misses free throw 2 of 2,88,72
293,3,2:09.0,Defensive rebound by L. Markkanen,,88,72
294,3,1:47.0,L. Markkanen misses 2-pt jump shot from 14 ft,,88,72
295,3,1:47.0,Offensive rebound by Team,,88,72
296,3,1:47.0,Turnover by Team (shot clock),,88,72
297,3,1:47.0,,A. Nader enters the game for S. Gilgeous-Alexander,88,72
298,3,1:34.0,,S. Adams makes 2-pt hook shot from 9 ft,88,74
299,3,1:17.0,D. Valentine misses 3-pt jump shot from 25 ft,,88,74
300,3,1:15.0,,Defensive rebound by D. Bazley,88,74
301,3,1:10.0,,Personal foul by D. Valentine (drawn by S. Adams),88,74
302,3,1:10.0,,C. Paul enters the game for T. Ferguson,88,74
303,3,1:04.0,,Personal foul by C. White (drawn by C. Paul),88,74
304,3,1:04.0,,C. Paul makes free throw 1 of 2,88,75
305,3,1:04.0,,C. Paul makes free throw 2 of 2,88,76
306,3,0:56.0,R. Arcidiacono makes 2-pt layup from 1 ft,,90,76
307,3,0:37.0,,D. Schröder makes 2-pt layup from 2 ft,90,78
308,3,0:37.0,Turnover by L. Markkanen (bad pass; steal by D. Schröder),,90,78
309,3,0:34.0,,C. Paul makes 2-pt jump shot from 14 ft (assist by D. Schröder),90,80
310,3,0:33.0,Chicago full timeout,,90,80
311,3,0:33.0,,N. Noel enters the game for S. Adams,90,80
312,3,0:21.0,R. Arcidiacono misses 2-pt jump shot from 7 ft (block by D. Schröder),,90,80
313,3,0:17.0,,Defensive rebound by C. Paul,90,80
314,3,0:00.0,,Shooting foul by D. Valentine (drawn by N. Noel),90,80
315,3,0:00.0,,Instant Replay (Request: Ruling Stands),90,80
316,3,0:00.0,,N. Noel makes free throw 1 of 2,90,81
317,3,0:00.0,,N. Noel makes free throw 2 of 2,90,82
318,4,11:51.0,,A. Nader misses 3-pt jump shot from 24 ft,90,82
319,4,11:47.0,Defensive rebound by D. Valentine,,90,82
320,4,11:31.0,D. Valentine makes 2-pt jump shot from 12 ft,,92,82
321,4,11:20.0,Violation by Team (kicked ball),,92,82
322,4,11:12.0,,Turnover by D. Schröder (bad pass; steal by D. Valentine),92,82
323,4,10:53.0,C. White misses 3-pt jump shot from 26 ft,,92,82
324,4,10:49.0,,Defensive rebound by D. Schröder,92,82
325,4,10:42.0,,N. Noel makes 2-pt dunk from 2 ft (assist by C. Paul),92,84
326,4,10:26.0,D. Valentine misses 2-pt jump shot from 11 ft (block by A. Nader),,92,84
327,4,10:25.0,,Defensive rebound by N. Noel,92,84
328,4,10:19.0,,Turnover by D. Schröder (out of bounds lost ball),92,84
329,4,10:06.0,L. Markkanen makes 2-pt hook shot from 4 ft (assist by T. Satoranský),,94,84
330,4,9:47.0,,Turnover by N. Noel (traveling),94,84
331,4,9:34.0,Turnover by W. Carter (bad pass; steal by D. Bazley),,94,84
332,4,9:29.0,,C. Paul makes 3-pt jump shot from 27 ft,94,87
333,4,9:12.0,L. Markkanen misses 3-pt jump shot from 28 ft,,94,87
334,4,9:08.0,,Defensive rebound by C. Paul,94,87
335,4,8:59.0,,C. Paul makes 3-pt jump shot from 26 ft,94,90
336,4,8:39.0,C. White misses 2-pt layup from 3 ft (block by N. Noel),,94,90
337,4,8:38.0,,Defensive rebound by C. Paul,94,90
338,4,8:22.0,,D. Schröder misses 2-pt jump shot from 3 ft (block by C. White),94,90
339,4,8:22.0,Defensive rebound by Team,,94,90
340,4,8:22.0,K. Dunn enters the game for D. Valentine,,94,90
341,4,8:22.0,Z. LaVine enters the game for C. White,,94,90
342,4,8:22.0,,S. Adams enters the game for N. Noel,94,90
343,4,8:03.0,Turnover by Z. LaVine (traveling),,94,90
344,4,8:03.0,T. Young enters the game for L. Markkanen,,94,90
345,4,8:03.0,,T. Ferguson enters the game for D. Bazley,94,90
346,4,8:03.0,,D. Gallinari enters the game for A. Nader,94,90
347,4,7:54.0,,D. Schröder misses 2-pt layup from 5 ft (block by T. Satoranský),94,90
348,4,7:52.0,Defensive rebound by T. Young,,94,90
349,4,7:52.0,Personal foul by C. Paul (drawn by T. Satoranský),,94,90
350,4,7:36.0,Z. LaVine makes 2-pt jump shot from 17 ft (assist by W. Carter),,96,90
351,4,7:21.0,,D. Gallinari misses 3-pt jump shot from 29 ft,96,90
352,4,7:18.0,,Offensive rebound by S. Adams,96,90
353,4,7:15.0,,C. Paul makes 3-pt jump shot from 27 ft,96,93
354,4,6:56.0,Turnover by Z. LaVine (bad pass; steal by D. Gallinari),,96,93
355,4,6:46.0,,Turnover by C. Paul (bad pass; steal by T. Young),96,93
356,4,6:41.0,Z. LaVine makes 2-pt dunk from 2 ft,,98,93
357,4,6:31.0,,Personal foul by T. Young (drawn by D. Gallinari),98,93
358,4,6:31.0,,Oklahoma City full timeout,98,93
359,4,6:31.0,,S. Gilgeous-Alexander enters the game for D. Schröder,98,93
360,4,6:21.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by T. Young),98,93
361,4,6:05.0,T. Young misses 2-pt layup from 7 ft (block by S. Adams),,98,93
362,4,6:03.0,,Defensive rebound by C. Paul,98,93
363,4,5:49.0,,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,98,95
364,4,5:30.0,Z. LaVine misses 3-pt jump shot from 31 ft,,98,95
365,4,5:28.0,,Defensive rebound by C. Paul,98,95
366,4,5:22.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by C. Paul),98,98
367,4,4:53.0,T. Satoranský makes 2-pt layup from 3 ft,,100,98
368,4,4:47.0,,Turnover by S. Gilgeous-Alexander (out of bounds lost ball),100,98
369,4,4:47.0,L. Markkanen enters the game for T. Young,,100,98
370,4,4:26.0,K. Dunn misses 2-pt layup from 1 ft,,100,98
371,4,4:23.0,,Defensive rebound by Team,100,98
372,4,4:10.0,,C. Paul makes 3-pt jump shot from 27 ft,100,101
