,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BROOKLYN_ACTION,PHOENIX_SCORE,BROOKLYN_SCORE
40,1,7:43.0,Defensive rebound by M. Bridges,,11,9
41,1,7:38.0,D. Ayton makes 2-pt dunk from 4 ft (assist by R. Rubio),,13,9
42,1,7:23.0,,S. Dinwiddie makes 2-pt layup from 4 ft (assist by J. Allen),13,11
43,1,7:04.0,Turnover by D. Ayton (out of bounds lost ball),,13,11
44,1,6:48.0,,Personal foul by R. Rubio (drawn by C. LeVert),13,11
45,1,6:48.0,,Brooklyn full timeout,13,11
46,1,6:48.0,,G. Temple enters the game for C. LeVert,13,11
47,1,6:37.0,,J. Allen makes 2-pt dunk from 4 ft (assist by S. Dinwiddie),13,13
48,1,6:18.0,D. Ayton makes 2-pt jump shot from 11 ft,,15,13
49,1,6:04.0,,S. Dinwiddie misses 2-pt jump shot from 11 ft,15,13
50,1,6:01.0,Defensive rebound by D. Ayton,,15,13
51,1,5:50.0,D. Booker makes 2-pt jump shot from 18 ft,,17,13
52,1,5:27.0,,T. Prince misses 2-pt jump shot from 8 ft,17,13
53,1,5:27.0,,Offensive rebound by Team,17,13
54,1,5:27.0,Loose ball foul by R. Rubio (drawn by J. Allen),,17,13
55,1,5:27.0,J. Carter enters the game for R. Rubio,,17,13
56,1,5:24.0,,Personal foul by D. Booker (drawn by J. Allen),17,13
57,1,5:15.0,,J. Harris makes 2-pt jump shot from 15 ft,17,15
58,1,4:59.0,D. Ayton misses 2-pt jump shot from 12 ft (block by G. Temple),,17,15
59,1,4:49.0,,Defensive rebound by G. Temple,17,15
60,1,4:45.0,,J. Harris misses 2-pt layup from 2 ft,17,15
61,1,4:42.0,Defensive rebound by K. Oubre,,17,15
62,1,4:42.0,,W. Chandler enters the game for J. Allen,17,15
63,1,4:42.0,,D. Jordan enters the game for T. Prince,17,15
64,1,4:33.0,D. Booker misses 2-pt jump shot from 20 ft,,17,15
65,1,4:30.0,,Defensive rebound by S. Dinwiddie,17,15
66,1,4:23.0,,J. Harris makes 2-pt layup from 4 ft (assist by W. Chandler),17,17
67,1,4:10.0,M. Bridges makes 2-pt jump shot from 8 ft (assist by D. Ayton),,19,17
68,1,4:02.0,,Shooting foul by D. Ayton (drawn by S. Dinwiddie),19,17
69,1,4:02.0,,S. Dinwiddie makes free throw 1 of 2,19,18
70,1,4:02.0,C. Diallo enters the game for D. Ayton,,19,18
71,1,4:02.0,,T. Luwawu-Cabarrot enters the game for J. Harris,19,18
72,1,4:02.0,,S. Dinwiddie makes free throw 2 of 2,19,19
73,1,3:53.0,C. Diallo misses 2-pt jump shot from 14 ft,,19,19
74,1,3:49.0,,Defensive rebound by D. Jordan,19,19
75,1,3:37.0,,S. Dinwiddie makes 2-pt layup from 4 ft (assist by D. Jordan),19,21
76,1,3:37.0,Phoenix full timeout,,19,21
77,1,3:23.0,K. Oubre makes 2-pt jump shot from 21 ft,,21,21
78,1,3:12.0,,S. Dinwiddie misses 2-pt layup from 4 ft,21,21
79,1,3:08.0,Defensive rebound by M. Bridges,,21,21
80,1,3:04.0,M. Bridges makes 2-pt jump shot from 20 ft,,23,21
81,1,2:51.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by D. Jordan),23,24
82,1,2:39.0,K. Oubre makes 2-pt jump shot from 14 ft,,25,24
83,1,2:24.0,,T. Luwawu-Cabarrot makes 2-pt layup from 6 ft (assist by D. Jordan),25,26
84,1,2:10.0,J. Carter misses 3-pt jump shot from 26 ft,,25,26
85,1,2:06.0,,Defensive rebound by G. Temple,25,26
86,1,2:01.0,,G. Temple misses 3-pt jump shot from 26 ft,25,26
87,1,1:58.0,Defensive rebound by C. Diallo,,25,26
88,1,1:50.0,D. Booker misses 3-pt jump shot from 26 ft,,25,26
89,1,1:49.0,,Defensive rebound by Team,25,26
90,1,1:49.0,J. Lecque enters the game for D. Booker,,25,26
91,1,1:49.0,E. Okobo enters the game for M. Bridges,,25,26
92,1,1:49.0,,C. LeVert enters the game for S. Dinwiddie,25,26
93,1,1:34.0,,Shooting foul by C. Diallo (drawn by C. LeVert),25,26
94,1,1:34.0,,C. LeVert makes free throw 1 of 2,25,27
95,1,1:34.0,,C. LeVert makes free throw 2 of 2,25,28
96,1,1:13.0,J. Lecque misses 3-pt jump shot from 24 ft,,25,28
97,1,1:11.0,,Defensive rebound by W. Chandler,25,28
98,1,1:03.0,,C. LeVert makes 2-pt layup from 5 ft,25,30
99,1,0:56.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by E. Okobo),,28,30
100,1,0:48.0,,Offensive foul by D. Jordan (drawn by K. Oubre),28,30
101,1,0:48.0,,Turnover by D. Jordan (offensive foul),28,30
102,1,0:35.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by C. Diallo),,31,30
103,1,0:27.0,,Personal foul by E. Okobo (drawn by C. LeVert),31,30
104,1,0:27.0,,C. LeVert makes free throw 1 of 2,31,31
105,1,0:27.0,,C. LeVert makes free throw 2 of 2,31,32
106,1,0:12.0,Personal foul by G. Temple (drawn by C. Diallo),,31,32
107,1,0:12.0,D. Booker enters the game for J. Lecque,,31,32
108,1,0:07.0,C. Diallo misses 2-pt jump shot from 17 ft,,31,32
109,1,0:04.0,,Defensive rebound by T. Luwawu-Cabarrot,31,32
110,1,0:00.0,,C. LeVert makes 3-pt jump shot from 26 ft,31,35
111,1,0:00.0,,Instant Replay (Request: Ruling Stands),31,35
112,2,11:42.0,J. Lecque misses 3-pt jump shot from 23 ft,,31,35
113,2,11:38.0,,Defensive rebound by D. Jordan,31,35
114,2,11:18.0,,W. Chandler misses 3-pt jump shot from 28 ft,31,35
115,2,11:15.0,Defensive rebound by D. Ayton,,31,35
116,2,10:56.0,J. Carter misses 3-pt jump shot from 26 ft,,31,35
117,2,10:53.0,,Defensive rebound by D. Jordan,31,35
118,2,10:44.0,,Shooting foul by J. Lecque (drawn by T. Luwawu-Cabarrot),31,35
119,2,10:44.0,,T. Luwawu-Cabarrot misses free throw 1 of 3,31,35
120,2,10:44.0,,Offensive rebound by Team,31,35
121,2,10:44.0,,T. Luwawu-Cabarrot makes free throw 2 of 3,31,36
122,2,10:44.0,,T. Luwawu-Cabarrot makes free throw 3 of 3,31,37
123,2,10:30.0,K. Oubre makes 2-pt layup from 4 ft (assist by D. Ayton),,33,37
124,2,10:18.0,,C. LeVert misses 2-pt layup from 6 ft,33,37
125,2,10:13.0,,Offensive rebound by C. LeVert,33,37
126,2,10:13.0,,C. LeVert misses 2-pt layup at rim,33,37
127,2,10:13.0,Defensive rebound by D. Ayton,,33,37
128,2,10:04.0,D. Ayton misses 2-pt jump shot from 14 ft,,33,37
129,2,9:58.0,,Defensive rebound by D. Jordan,33,37
130,2,9:48.0,,T. Luwawu-Cabarrot misses 2-pt layup from 4 ft (block by D. Ayton),33,37
131,2,9:48.0,,Offensive rebound by Team,33,37
132,2,9:48.0,M. Bridges enters the game for J. Lecque,,33,37
133,2,9:48.0,R. Rubio enters the game for K. Oubre,,33,37
134,2,9:42.0,,G. Temple misses 2-pt layup from 4 ft,33,37
135,2,9:42.0,Defensive rebound by D. Ayton,,33,37
136,2,9:42.0,Personal foul by G. Temple (drawn by D. Ayton),,33,37
137,2,9:32.0,,Violation by Team (kicked ball),33,37
138,2,9:22.0,R. Rubio misses 2-pt layup from 11 ft,,33,37
139,2,9:20.0,Offensive rebound by D. Ayton,,33,37
140,2,9:19.0,D. Ayton misses 2-pt layup from 3 ft (block by W. Chandler),,33,37
141,2,9:15.0,Offensive rebound by J. Carter,,33,37
142,2,9:14.0,J. Carter makes 3-pt jump shot from 27 ft,,36,37
143,2,9:02.0,,C. LeVert misses 2-pt jump shot from 7 ft,36,37
144,2,8:59.0,Defensive rebound by E. Okobo,,36,37
145,2,8:54.0,Shooting foul by T. Luwawu-Cabarrot (drawn by D. Ayton),,36,37
146,2,8:54.0,D. Ayton misses free throw 1 of 2,,36,37
147,2,8:54.0,Offensive rebound by Team,,36,37
148,2,8:54.0,D. Ayton makes free throw 2 of 2,,37,37
149,2,8:39.0,,Turnover by C. LeVert (bad pass; steal by M. Bridges),37,37
150,2,8:34.0,Personal foul by W. Chandler (drawn by D. Ayton),,37,37
151,2,8:34.0,D. Booker enters the game for J. Carter,,37,37
152,2,8:19.0,D. Booker misses 2-pt jump shot from 17 ft,,37,37
153,2,8:18.0,,Defensive rebound by W. Chandler,37,37
154,2,8:12.0,Violation by Team (kicked ball),,37,37
155,2,8:04.0,,C. LeVert makes 2-pt layup from 5 ft,37,39
156,2,7:56.0,Turnover by E. Okobo (bad pass),,37,39
157,2,7:34.0,,G. Temple misses 3-pt jump shot from 31 ft,37,39
158,2,7:32.0,Defensive rebound by Team,,37,39
159,2,7:19.0,Shooting foul by C. LeVert (drawn by R. Rubio),,37,39
160,2,7:19.0,R. Rubio makes free throw 1 of 2,,38,39
161,2,7:19.0,R. Rubio makes free throw 2 of 2,,39,39
162,2,7:19.0,,Brooklyn full timeout,39,39
163,2,7:19.0,,S. Dinwiddie enters the game for W. Chandler,39,39
164,2,7:19.0,,J. Harris enters the game for C. LeVert,39,39
165,2,7:19.0,,T. Prince enters the game for G. Temple,39,39
166,2,7:05.0,,D. Jordan makes 2-pt dunk from 2 ft (assist by S. Dinwiddie),39,41
167,2,6:50.0,R. Rubio misses 2-pt jump shot from 17 ft,,39,41
168,2,6:48.0,Offensive rebound by R. Rubio,,39,41
169,2,6:44.0,R. Rubio makes 2-pt layup from 3 ft,,41,41
170,2,6:30.0,,J. Harris makes 2-pt jump shot from 15 ft (assist by D. Jordan),41,43
171,2,6:13.0,D. Booker misses 2-pt jump shot from 16 ft,,41,43
172,2,6:12.0,,Defensive rebound by J. Harris,41,43
173,2,6:08.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),41,46
174,2,5:50.0,Turnover by M. Bridges (bad pass; steal by T. Luwawu-Cabarrot),,41,46
175,2,5:31.0,,Personal foul by R. Rubio (drawn by T. Luwawu-Cabarrot),41,46
176,2,5:31.0,J. Carter enters the game for D. Ayton,,41,46
177,2,5:31.0,C. Diallo enters the game for E. Okobo,,41,46
178,2,5:31.0,K. Oubre enters the game for R. Rubio,,41,46
179,2,5:31.0,,J. Allen enters the game for D. Jordan,41,46
180,2,5:25.0,,S. Dinwiddie misses 2-pt layup from 10 ft,41,46
181,2,5:24.0,,Offensive rebound by J. Allen,41,46
182,2,5:24.0,,J. Allen misses 2-pt layup at rim,41,46
183,2,5:23.0,,Offensive rebound by S. Dinwiddie,41,46
184,2,5:19.0,,Turnover by S. Dinwiddie (3 sec),41,46
185,2,5:12.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. Booker),,41,46
186,2,5:12.0,D. Booker makes free throw 1 of 2,,42,46
187,2,5:12.0,D. Booker makes free throw 2 of 2,,43,46
188,2,5:00.0,,T. Prince misses 3-pt jump shot from 24 ft,43,46
189,2,4:56.0,,Offensive rebound by J. Allen,43,46
190,2,4:55.0,,J. Harris misses 3-pt jump shot from 26 ft,43,46
191,2,4:52.0,Defensive rebound by K. Oubre,,43,46
192,2,4:44.0,K. Oubre misses 2-pt jump shot from 17 ft,,43,46
193,2,4:41.0,,Defensive rebound by T. Luwawu-Cabarrot,43,46
194,2,4:33.0,,S. Dinwiddie misses 2-pt layup from 9 ft,43,46
195,2,4:31.0,,Offensive rebound by J. Allen,43,46
196,2,4:31.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by J. Allen),43,49
197,2,4:23.0,Offensive foul by D. Booker (drawn by T. Luwawu-Cabarrot),,43,49
198,2,4:23.0,Turnover by D. Booker (offensive foul),,43,49
199,2,4:23.0,E. Okobo enters the game for D. Booker,,43,49
200,2,4:10.0,,Turnover by J. Allen (bad pass; steal by C. Diallo),43,49
201,2,3:57.0,Shooting foul by J. Allen (drawn by K. Oubre),,43,49
202,2,3:57.0,K. Oubre misses free throw 1 of 2,,43,49
203,2,3:57.0,Offensive rebound by Team,,43,49
204,2,3:57.0,D. Ayton enters the game for C. Diallo,,43,49
205,2,3:57.0,K. Oubre misses free throw 2 of 2,,43,49
206,2,3:55.0,,Defensive rebound by T. Prince,43,49
207,2,3:52.0,,Turnover by T. Prince (bad pass; steal by M. Bridges),43,49
208,2,3:46.0,E. Okobo makes 2-pt layup from 7 ft (assist by M. Bridges),,45,49
209,2,3:24.0,,S. Dinwiddie misses 2-pt jump shot from 14 ft,45,49
210,2,3:21.0,Defensive rebound by D. Ayton,,45,49
211,2,3:16.0,K. Oubre makes 2-pt layup from 4 ft (assist by E. Okobo),,47,49
212,2,3:16.0,Shooting foul by T. Prince (drawn by K. Oubre),,47,49
213,2,3:16.0,,C. LeVert enters the game for T. Luwawu-Cabarrot,47,49
214,2,3:16.0,K. Oubre makes free throw 1 of 1,,48,49
215,2,3:04.0,,Personal foul by K. Oubre (drawn by J. Allen),48,49
216,2,2:57.0,,C. LeVert makes 2-pt layup from 4 ft,48,51
217,2,2:34.0,D. Ayton misses 2-pt jump shot from 18 ft,,48,51
218,2,2:31.0,,Defensive rebound by T. Prince,48,51
219,2,2:22.0,,J. Allen makes 2-pt dunk from 1 ft (assist by C. LeVert),48,53
220,2,2:22.0,Phoenix full timeout,,48,53
221,2,2:09.0,K. Oubre misses 2-pt layup from 4 ft,,48,53
222,2,2:05.0,Offensive rebound by D. Ayton,,48,53
223,2,2:05.0,D. Ayton makes 2-pt dunk from 1 ft,,50,53
224,2,1:53.0,,C. LeVert misses 3-pt jump shot from 27 ft,50,53
225,2,1:53.0,,Offensive rebound by Team,50,53
226,2,1:53.0,Loose ball foul by M. Bridges (drawn by J. Allen),,50,53
227,2,1:40.0,,C. LeVert misses 2-pt layup from 4 ft,50,53
228,2,1:39.0,Defensive rebound by Team,,50,53
229,2,1:23.0,J. Carter misses 3-pt jump shot from 26 ft,,50,53
230,2,1:21.0,Offensive rebound by J. Carter,,50,53
231,2,1:08.0,Turnover by K. Oubre (lost ball; steal by J. Harris),,50,53
232,2,0:58.0,,J. Harris misses 2-pt layup from 4 ft,50,53
233,2,0:57.0,,Offensive rebound by J. Allen,50,53
234,2,0:57.0,,J. Allen makes 2-pt layup from 6 ft,50,55
235,2,0:41.0,Turnover by D. Ayton (lost ball; steal by C. LeVert),,50,55
236,2,0:39.0,,Turnover by C. LeVert (step out of bounds),50,55
237,2,0:32.0,D. Ayton misses 2-pt jump shot from 16 ft,,50,55
238,2,0:29.0,,Defensive rebound by T. Prince,50,55
239,2,0:17.0,,Offensive foul by S. Dinwiddie (drawn by J. Carter),50,55
240,2,0:17.0,,Turnover by S. Dinwiddie (offensive foul),50,55
241,2,0:17.0,D. Booker enters the game for E. Okobo,,50,55
242,2,0:02.0,D. Booker makes 2-pt jump shot from 15 ft,,52,55
243,2,0:00.0,,J. Allen misses 3-pt jump shot from 27 ft,52,55
244,2,0:00.0,,Offensive rebound by Team,52,55
245,3,11:35.0,M. Bridges misses 2-pt layup from 7 ft,,52,55
246,3,11:33.0,,Defensive rebound by J. Allen,52,55
247,3,11:21.0,,J. Allen makes 2-pt layup from 5 ft (assist by C. LeVert),52,57
248,3,11:21.0,,Shooting foul by D. Ayton (drawn by J. Allen),52,57
249,3,11:21.0,,J. Allen misses free throw 1 of 1,52,57
250,3,11:19.0,Defensive rebound by D. Ayton,,52,57
251,3,11:05.0,D. Booker misses 2-pt jump shot from 13 ft,,52,57
252,3,11:02.0,,Defensive rebound by C. LeVert,52,57
253,3,10:58.0,,C. LeVert makes 2-pt layup from 4 ft,52,59
254,3,10:40.0,Turnover by D. Booker (lost ball; steal by C. LeVert),,52,59
255,3,10:38.0,,Personal foul by K. Oubre (drawn by T. Prince),52,59
256,3,10:30.0,,C. LeVert misses 2-pt layup from 5 ft,52,59
257,3,10:25.0,Defensive rebound by R. Rubio,,52,59
258,3,10:23.0,M. Bridges makes 2-pt layup from 2 ft (assist by R. Rubio),,54,59
259,3,10:09.0,,J. Allen misses 2-pt hook shot from 7 ft,54,59
260,3,10:08.0,Defensive rebound by D. Ayton,,54,59
261,3,9:58.0,R. Rubio makes 2-pt jump shot from 12 ft,,56,59
262,3,9:48.0,,J. Harris misses 2-pt layup from 4 ft,56,59
263,3,9:48.0,Defensive rebound by D. Booker,,56,59
264,3,9:39.0,M. Bridges makes 2-pt jump shot from 9 ft (assist by D. Booker),,58,59
265,3,9:16.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft,58,62
266,3,9:03.0,Turnover by D. Booker (bad pass; steal by S. Dinwiddie),,58,62
267,3,9:00.0,,S. Dinwiddie misses 2-pt layup from 5 ft (block by M. Bridges),58,62
268,3,9:00.0,,Offensive rebound by Team,58,62
269,3,8:42.0,,Shooting foul by D. Ayton (drawn by S. Dinwiddie),58,62
270,3,8:42.0,,S. Dinwiddie makes free throw 1 of 2,58,63
271,3,8:42.0,,S. Dinwiddie misses free throw 2 of 2,58,63
272,3,8:39.0,Defensive rebound by K. Oubre,,58,63
273,3,8:31.0,K. Oubre misses 2-pt jump shot from 15 ft,,58,63
274,3,8:27.0,,Defensive rebound by S. Dinwiddie,58,63
275,3,8:13.0,,C. LeVert makes 2-pt layup from 4 ft,58,65
276,3,8:11.0,Phoenix full timeout,,58,65
277,3,8:11.0,C. Diallo enters the game for D. Ayton,,58,65
278,3,7:58.0,R. Rubio misses 2-pt layup from 4 ft,,58,65
279,3,7:53.0,Offensive rebound by C. Diallo,,58,65
280,3,7:53.0,C. Diallo makes 2-pt layup at rim,,60,65
281,3,7:46.0,,T. Prince makes 3-pt jump shot from 27 ft (assist by C. LeVert),60,68
282,3,7:30.0,M. Bridges misses 2-pt jump shot from 13 ft,,60,68
283,3,7:28.0,,Defensive rebound by T. Prince,60,68
284,3,7:18.0,,J. Harris makes 2-pt layup from 4 ft (assist by C. LeVert),60,70
285,3,7:04.0,R. Rubio misses 2-pt jump shot from 13 ft,,60,70
286,3,7:00.0,,Defensive rebound by J. Harris,60,70
287,3,6:52.0,,C. LeVert makes 2-pt jump shot from 9 ft,60,72
288,3,6:52.0,,Shooting foul by R. Rubio (drawn by C. LeVert),60,72
289,3,6:52.0,Phoenix full timeout,,60,72
290,3,6:52.0,Instant Replay (Challenge: Ruling Stands),,60,72
291,3,6:52.0,,C. LeVert makes free throw 1 of 1,60,73
292,3,6:42.0,R. Rubio misses 2-pt jump shot from 16 ft,,60,73
293,3,6:40.0,,Defensive rebound by C. LeVert,60,73
294,3,6:35.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by C. LeVert),60,76
295,3,6:24.0,Turnover by K. Oubre (bad pass; steal by T. Prince),,60,76
296,3,6:21.0,,T. Prince makes 2-pt layup from 4 ft,60,78
297,3,6:01.0,Shooting foul by S. Dinwiddie (drawn by R. Rubio),,60,78
298,3,6:01.0,R. Rubio makes free throw 1 of 2,,61,78
299,3,6:01.0,R. Rubio makes free throw 2 of 2,,62,78
300,3,5:50.0,,T. Prince makes 3-pt jump shot from 26 ft (assist by C. LeVert),62,81
301,3,5:35.0,D. Booker misses 2-pt jump shot from 12 ft,,62,81
302,3,5:33.0,,Defensive rebound by J. Allen,62,81
303,3,5:25.0,,T. Prince misses 3-pt jump shot from 25 ft,62,81
304,3,5:22.0,Defensive rebound by R. Rubio,,62,81
305,3,5:16.0,C. Diallo makes 2-pt layup from 3 ft (assist by M. Bridges),,64,81
306,3,4:51.0,,Offensive foul by C. LeVert (drawn by D. Booker),64,81
307,3,4:51.0,,Turnover by C. LeVert (offensive foul),64,81
308,3,4:51.0,D. Ayton enters the game for C. Diallo,,64,81
309,3,4:51.0,,G. Temple enters the game for C. LeVert,64,81
310,3,4:32.0,D. Booker misses 2-pt jump shot from 14 ft,,64,81
311,3,4:29.0,Offensive rebound by M. Bridges,,64,81
312,3,4:25.0,M. Bridges misses 3-pt jump shot from 24 ft,,64,81
313,3,4:22.0,,Defensive rebound by T. Prince,64,81
314,3,4:07.0,,Offensive foul by T. Prince (drawn by K. Oubre),64,81
315,3,4:07.0,,Turnover by T. Prince (offensive foul),64,81
316,3,4:07.0,J. Carter enters the game for R. Rubio,,64,81
317,3,4:07.0,,W. Chandler enters the game for J. Allen,64,81
318,3,4:07.0,,D. Jordan enters the game for T. Prince,64,81
319,3,3:58.0,D. Ayton makes 2-pt layup from 4 ft (assist by D. Booker),,66,81
320,3,3:58.0,,Brooklyn full timeout,66,81
321,3,3:37.0,,W. Chandler makes 3-pt jump shot from 26 ft (assist by J. Harris),66,84
322,3,3:15.0,D. Ayton misses 2-pt jump shot from 11 ft,,66,84
323,3,3:12.0,Offensive rebound by D. Ayton,,66,84
324,3,3:12.0,Personal foul by W. Chandler (drawn by D. Ayton),,66,84
325,3,3:12.0,E. Okobo enters the game for M. Bridges,,66,84
326,3,3:12.0,,T. Luwawu-Cabarrot enters the game for J. Harris,66,84
327,3,3:06.0,Personal foul by G. Temple (drawn by D. Booker),,66,84
328,3,3:06.0,,C. LeVert enters the game for S. Dinwiddie,66,84
329,3,3:01.0,K. Oubre makes 2-pt jump shot from 9 ft (assist by D. Ayton),,68,84
330,3,2:36.0,,C. LeVert misses 2-pt jump shot from 12 ft,68,84
331,3,2:34.0,Defensive rebound by D. Booker,,68,84
332,3,2:26.0,D. Booker makes 3-pt jump shot from 25 ft,,71,84
333,3,2:07.0,,D. Jordan makes 2-pt layup from 3 ft (assist by W. Chandler),71,86
334,3,1:59.0,Personal foul by W. Chandler (drawn by D. Booker),,71,86
335,3,1:51.0,K. Oubre misses 2-pt jump shot from 11 ft,,71,86
336,3,1:48.0,,Defensive rebound by W. Chandler,71,86
337,3,1:35.0,,W. Chandler misses 3-pt jump shot from 26 ft,71,86
338,3,1:32.0,Defensive rebound by D. Ayton,,71,86
339,3,1:23.0,D. Booker misses 2-pt jump shot from 15 ft,,71,86
340,3,1:20.0,,Defensive rebound by D. Jordan,71,86
341,3,1:12.0,,W. Chandler misses 3-pt jump shot from 26 ft,71,86
342,3,1:09.0,Defensive rebound by D. Ayton,,71,86
343,3,0:53.0,D. Ayton makes 2-pt jump shot from 9 ft (assist by J. Carter),,73,86
344,3,0:44.0,,C. LeVert makes 2-pt dunk from 2 ft (assist by D. Jordan),73,88
345,3,0:36.0,D. Booker misses 3-pt jump shot from 26 ft,,73,88
346,3,0:33.0,,Defensive rebound by D. Jordan,73,88
347,3,0:18.0,,Turnover by C. LeVert (bad pass; steal by D. Booker),73,88
348,3,0:14.0,D. Booker misses 2-pt layup from 4 ft (block by T. Luwawu-Cabarrot),,73,88
349,3,0:14.0,,Defensive rebound by Team,73,88
350,3,0:14.0,,Instant Replay (Challenge: Ruling Stands),73,88
351,3,0:14.0,J. Lecque enters the game for D. Booker,,73,88
352,3,0:14.0,,S. Dinwiddie enters the game for T. Luwawu-Cabarrot,73,88
353,3,0:14.0,,J. Harris enters the game for G. Temple,73,88
354,3,0:00.0,,Shooting foul by E. Okobo (drawn by C. LeVert),73,88
355,3,0:00.0,,C. LeVert makes free throw 1 of 2,73,89
356,3,0:00.0,,C. LeVert makes free throw 2 of 2,73,90
357,4,11:43.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,73,90
358,4,11:39.0,,Offensive rebound by W. Chandler,73,90
359,4,11:36.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by C. LeVert),73,93
360,4,11:11.0,D. Ayton misses 2-pt jump shot from 9 ft,,73,93
361,4,11:09.0,,Defensive rebound by T. Luwawu-Cabarrot,73,93
362,4,11:01.0,,W. Chandler misses 3-pt jump shot from 26 ft,73,93
363,4,10:58.0,,Offensive rebound by D. Jordan,73,93
364,4,10:58.0,,Shooting foul by K. Oubre (drawn by D. Jordan),73,93
365,4,10:58.0,,D. Jordan makes free throw 1 of 2,73,94
366,4,10:58.0,M. Bridges enters the game for J. Lecque,,73,94
367,4,10:58.0,,D. Jordan makes free throw 2 of 2,73,95
368,4,10:42.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by E. Okobo),,76,95
369,4,10:21.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by G. Temple),76,98
370,4,9:58.0,K. Oubre misses 2-pt jump shot from 23 ft,,76,98
371,4,9:54.0,Offensive rebound by D. Ayton,,76,98
372,4,9:53.0,D. Ayton makes 2-pt layup from 2 ft,,78,98
373,4,9:34.0,,G. Temple misses 3-pt jump shot from 23 ft,78,98
374,4,9:34.0,,Offensive rebound by D. Jordan,78,98
375,4,9:28.0,,D. Jordan makes 2-pt layup from 1 ft,78,100
376,4,9:11.0,M. Bridges makes 2-pt jump shot from 20 ft (assist by D. Ayton),,80,100
377,4,8:52.0,,T. Luwawu-Cabarrot misses 2-pt layup from 3 ft (block by D. Ayton),80,100
