,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW ORLEANS_ACTION,DALLAS_SCORE,NEW ORLEANS_SCORE
31,1,7:35.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by L. Dončić),,6,8
32,1,7:29.0,,L. Ball misses 3-pt jump shot from 26 ft,6,8
33,1,7:25.0,Defensive rebound by T. Hardaway,,6,8
34,1,7:19.0,T. Hardaway misses 3-pt jump shot from 26 ft,,6,8
35,1,7:16.0,,Defensive rebound by L. Ball,6,8
36,1,7:10.0,,J. Redick makes 2-pt jump shot from 14 ft,6,10
37,1,6:52.0,L. Dončić misses 2-pt jump shot from 16 ft,,6,10
38,1,6:48.0,,Defensive rebound by J. Redick,6,10
39,1,6:44.0,,J. Redick misses 3-pt jump shot from 28 ft,6,10
40,1,6:41.0,Defensive rebound by K. Porziņģis,,6,10
41,1,6:32.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,6,10
42,1,6:27.0,,Defensive rebound by L. Ball,6,10
43,1,6:18.0,,L. Ball makes 3-pt jump shot from 27 ft (assist by J. Redick),6,13
44,1,6:17.0,Dallas full timeout,,6,13
45,1,6:06.0,Shooting foul by J. Hayes (drawn by L. Dončić),,6,13
46,1,6:06.0,L. Dončić misses free throw 1 of 2,,6,13
47,1,6:06.0,Offensive rebound by Team,,6,13
48,1,6:06.0,L. Dončić makes free throw 2 of 2,,7,13
49,1,5:50.0,,J. Redick misses 2-pt jump shot from 6 ft (block by K. Porziņģis),7,13
50,1,5:47.0,Defensive rebound by D. Finney-Smith,,7,13
51,1,5:40.0,K. Porziņģis misses 2-pt layup from 2 ft,,7,13
52,1,5:37.0,Offensive rebound by K. Porziņģis,,7,13
53,1,5:37.0,K. Porziņģis makes 2-pt layup at rim,,9,13
54,1,5:33.0,,L. Ball misses 3-pt jump shot from 28 ft,9,13
55,1,5:29.0,Defensive rebound by L. Dončić,,9,13
56,1,5:17.0,L. Dončić makes 3-pt jump shot from 27 ft (assist by T. Hardaway),,12,13
57,1,5:03.0,,Shooting foul by K. Porziņģis (drawn by J. Holiday),12,13
58,1,5:03.0,,J. Holiday makes free throw 1 of 2,12,14
59,1,5:03.0,M. Kleber enters the game for K. Porziņģis,,12,14
60,1,5:03.0,D. Wright enters the game for D. Powell,,12,14
61,1,5:03.0,,J. Hart enters the game for L. Ball,12,14
62,1,5:03.0,,J. Holiday misses free throw 2 of 2,12,14
63,1,5:01.0,Defensive rebound by L. Dončić,,12,14
64,1,4:53.0,Shooting foul by J. Hayes (drawn by L. Dončić),,12,14
65,1,4:53.0,L. Dončić makes free throw 1 of 2,,13,14
66,1,4:53.0,,L. Ball enters the game for J. Hayes,13,14
67,1,4:53.0,,N. Melli enters the game for B. Ingram,13,14
68,1,4:53.0,L. Dončić misses free throw 2 of 2,,13,14
69,1,4:51.0,,Defensive rebound by J. Hart,13,14
70,1,4:33.0,,L. Ball misses 2-pt layup from 2 ft,13,14
71,1,4:29.0,,Offensive rebound by N. Melli,13,14
72,1,4:19.0,,J. Holiday misses 3-pt jump shot from 27 ft,13,14
73,1,4:17.0,Defensive rebound by Team,,13,14
74,1,4:07.0,L. Dončić misses 2-pt jump shot from 9 ft,,13,14
75,1,4:06.0,Offensive rebound by L. Dončić,,13,14
76,1,4:06.0,Shooting foul by J. Holiday (drawn by L. Dončić),,13,14
77,1,4:06.0,L. Dončić makes free throw 1 of 2,,14,14
78,1,4:06.0,L. Dončić makes free throw 2 of 2,,15,14
79,1,3:53.0,,J. Holiday makes 2-pt layup from 2 ft,15,16
80,1,3:44.0,L. Dončić misses 3-pt jump shot from 24 ft,,15,16
81,1,3:39.0,,Defensive rebound by N. Melli,15,16
82,1,3:25.0,,J. Holiday misses 2-pt layup from 2 ft,15,16
83,1,3:21.0,Defensive rebound by D. Wright,,15,16
84,1,3:14.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by D. Wright),,17,16
85,1,3:14.0,Shooting foul by J. Redick (drawn by D. Finney-Smith),,17,16
86,1,3:14.0,S. Curry enters the game for T. Hardaway,,17,16
87,1,3:14.0,D. Finney-Smith makes free throw 1 of 1,,18,16
88,1,3:04.0,,J. Redick misses 2-pt layup from 3 ft,18,16
89,1,3:01.0,Defensive rebound by L. Dončić,,18,16
90,1,2:54.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,18,16
91,1,2:52.0,,Defensive rebound by Team,18,16
92,1,2:52.0,,New Orleans full timeout,18,16
93,1,2:52.0,J. Jackson enters the game for D. Finney-Smith,,18,16
94,1,2:52.0,,F. Jackson enters the game for L. Ball,18,16
95,1,2:41.0,,N. Melli misses 3-pt jump shot from 27 ft,18,16
96,1,2:39.0,Defensive rebound by Team,,18,16
97,1,2:27.0,M. Kleber misses 2-pt layup from 2 ft,,18,16
98,1,2:25.0,,Defensive rebound by N. Melli,18,16
99,1,2:22.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by F. Jackson),18,19
100,1,2:08.0,M. Kleber misses 3-pt jump shot from 26 ft,,18,19
101,1,2:04.0,Offensive rebound by L. Dončić,,18,19
102,1,2:02.0,L. Dončić makes 2-pt layup from 1 ft,,20,19
103,1,1:53.0,,Turnover by N. Melli (bad pass),20,19
104,1,1:43.0,Shooting foul by N. Melli (drawn by M. Kleber),,20,19
105,1,1:43.0,M. Kleber makes free throw 1 of 2,,21,19
106,1,1:43.0,J. Brunson enters the game for L. Dončić,,21,19
107,1,1:43.0,M. Kleber makes free throw 2 of 2,,22,19
108,1,1:38.0,,Personal foul by S. Curry (drawn by N. Melli),22,19
109,1,1:33.0,,Shooting foul by S. Curry (drawn by J. Holiday),22,19
110,1,1:33.0,,J. Holiday misses free throw 1 of 2,22,19
111,1,1:33.0,,Offensive rebound by Team,22,19
112,1,1:33.0,T. Hardaway enters the game for S. Curry,,22,19
113,1,1:33.0,,J. Holiday makes free throw 2 of 2,22,20
114,1,1:17.0,T. Hardaway misses 2-pt jump shot from 14 ft,,22,20
115,1,1:13.0,,Defensive rebound by N. Melli,22,20
116,1,1:08.0,,Turnover by F. Jackson (bad pass; steal by D. Wright),22,20
117,1,1:03.0,J. Jackson misses 2-pt layup from 2 ft (block by N. Melli),,22,20
118,1,0:59.0,Offensive rebound by M. Kleber,,22,20
119,1,0:57.0,D. Wright misses 3-pt jump shot from 27 ft,,22,20
120,1,0:54.0,,Defensive rebound by J. Redick,22,20
121,1,0:49.0,,N. Melli makes 2-pt jump shot from 9 ft (assist by J. Redick),22,22
122,1,0:36.0,Personal foul by J. Hart (drawn by J. Brunson),,22,22
123,1,0:36.0,J. Brunson makes free throw 1 of 2,,23,22
124,1,0:36.0,J. Brunson makes free throw 2 of 2,,24,22
125,1,0:29.0,,J. Holiday makes 2-pt dunk from 1 ft,24,24
126,1,0:10.0,J. Brunson misses 2-pt jump shot from 8 ft,,24,24
127,1,0:07.0,Offensive rebound by M. Kleber,,24,24
128,1,0:06.0,T. Hardaway misses 3-pt jump shot from 28 ft,,24,24
129,1,0:03.0,,Defensive rebound by J. Redick,24,24
130,2,11:45.0,,N. Melli makes 3-pt jump shot from 25 ft (assist by B. Ingram),24,27
131,2,11:26.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,24,27
132,2,11:25.0,,Defensive rebound by J. Hart,24,27
133,2,11:25.0,,Technical foul by K. Porziņģis,24,27
134,2,11:25.0,,B. Ingram makes technical free throw,24,28
135,2,11:09.0,,Shooting foul by J. Jackson (drawn by B. Ingram),24,28
136,2,11:09.0,,B. Ingram makes free throw 1 of 2,24,29
137,2,11:09.0,,B. Ingram makes free throw 2 of 2,24,30
138,2,11:02.0,Offensive foul by K. Porziņģis (drawn by B. Ingram),,24,30
139,2,11:02.0,Turnover by K. Porziņģis (offensive foul),,24,30
140,2,10:40.0,,N. Melli misses 3-pt jump shot from 26 ft,24,30
141,2,10:36.0,Defensive rebound by J. Jackson,,24,30
142,2,10:29.0,J. Barea misses 2-pt layup from 2 ft,,24,30
143,2,10:27.0,,Defensive rebound by N. Melli,24,30
144,2,10:24.0,,J. Hart makes 3-pt jump shot from 25 ft (assist by N. Melli),24,33
145,2,10:22.0,Dallas full timeout,,24,33
146,2,10:22.0,D. Finney-Smith enters the game for J. Jackson,,24,33
147,2,9:57.0,J. Barea misses 3-pt jump shot from 24 ft,,24,33
148,2,9:54.0,,Defensive rebound by J. Hart,24,33
149,2,9:47.0,,Shooting foul by K. Porziņģis (drawn by B. Ingram),24,33
150,2,9:47.0,,B. Ingram makes free throw 1 of 2,24,34
151,2,9:47.0,S. Curry enters the game for T. Hardaway,,24,34
152,2,9:47.0,D. Powell enters the game for K. Porziņģis,,24,34
153,2,9:47.0,,B. Ingram makes free throw 2 of 2,24,35
154,2,9:39.0,D. Wright misses 2-pt jump shot from 2 ft,,24,35
155,2,9:36.0,,Defensive rebound by L. Ball,24,35
156,2,9:36.0,,Personal foul by D. Wright (drawn by L. Ball),24,35
157,2,9:20.0,,N. Melli misses 2-pt jump shot from 13 ft,24,35
158,2,9:18.0,Defensive rebound by D. Wright,,24,35
159,2,9:11.0,D. Wright misses 3-pt jump shot from 25 ft,,24,35
160,2,9:08.0,,Defensive rebound by J. Hart,24,35
161,2,8:57.0,,Turnover by F. Jackson (out of bounds lost ball),24,35
162,2,8:57.0,,J. Hayes enters the game for N. Melli,24,35
163,2,8:43.0,S. Curry makes 2-pt jump shot from 7 ft (assist by J. Barea),,26,35
164,2,8:33.0,,B. Ingram makes 2-pt layup from 3 ft,26,37
165,2,8:20.0,S. Curry misses 3-pt jump shot from 25 ft,,26,37
166,2,8:20.0,,Defensive rebound by B. Ingram,26,37
167,2,8:08.0,,Turnover by B. Ingram (bad pass; steal by D. Finney-Smith),26,37
168,2,8:02.0,J. Barea makes 2-pt layup from 2 ft,,28,37
169,2,7:49.0,,Turnover by J. Hart (bad pass; steal by D. Powell),28,37
170,2,7:45.0,D. Finney-Smith makes 2-pt layup from 2 ft (assist by J. Barea),,30,37
171,2,7:40.0,,New Orleans full timeout,30,37
172,2,7:40.0,,E. Moore enters the game for J. Hart,30,37
173,2,7:27.0,,Turnover by L. Ball (traveling),30,37
174,2,7:17.0,S. Curry makes 3-pt jump shot from 24 ft (assist by J. Barea),,33,37
175,2,6:53.0,,F. Jackson misses 2-pt layup from 1 ft,33,37
176,2,6:50.0,Defensive rebound by J. Barea,,33,37
177,2,6:44.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),,35,37
178,2,6:23.0,,B. Ingram makes 2-pt layup from 2 ft,35,39
179,2,6:12.0,,Violation by Team (kicked ball),35,39
180,2,6:12.0,L. Dončić enters the game for D. Wright,,35,39
181,2,6:12.0,,J. Holiday enters the game for F. Jackson,35,39
182,2,5:59.0,J. Barea makes 3-pt jump shot from 26 ft,,38,39
183,2,5:49.0,,J. Hayes makes 2-pt layup from 2 ft (assist by L. Ball),38,41
184,2,5:38.0,J. Barea misses 2-pt layup from 2 ft,,38,41
185,2,5:37.0,Offensive rebound by Team,,38,41
186,2,5:27.0,J. Barea makes 3-pt jump shot from 25 ft,,41,41
187,2,5:06.0,,J. Hayes makes 2-pt jump shot from 2 ft (assist by B. Ingram),41,43
188,2,4:49.0,D. Finney-Smith misses 2-pt layup from 2 ft,,41,43
189,2,4:44.0,,Defensive rebound by J. Hayes,41,43
190,2,4:41.0,,L. Ball misses 3-pt jump shot from 23 ft,41,43
191,2,4:37.0,Defensive rebound by D. Finney-Smith,,41,43
192,2,4:32.0,Personal foul by B. Ingram (drawn by L. Dončić),,41,43
193,2,4:32.0,T. Hardaway enters the game for J. Barea,,41,43
194,2,4:32.0,,J. Redick enters the game for L. Ball,41,43
195,2,4:28.0,L. Dončić misses 3-pt jump shot from 25 ft (block by J. Holiday),,41,43
196,2,4:25.0,,Defensive rebound by B. Ingram,41,43
197,2,4:19.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by B. Ingram),41,46
198,2,4:05.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by L. Dončić),,44,46
199,2,3:52.0,,J. Holiday misses 3-pt jump shot from 29 ft,44,46
200,2,3:50.0,Defensive rebound by T. Hardaway,,44,46
201,2,3:45.0,Shooting foul by J. Hayes (drawn by S. Curry),,44,46
202,2,3:45.0,S. Curry makes free throw 1 of 2,,45,46
203,2,3:45.0,M. Kleber enters the game for D. Powell,,45,46
204,2,3:45.0,,N. Melli enters the game for J. Hayes,45,46
205,2,3:45.0,S. Curry makes free throw 2 of 2,,46,46
206,2,3:31.0,,J. Redick misses 3-pt jump shot from 26 ft,46,46
207,2,3:28.0,Defensive rebound by L. Dončić,,46,46
208,2,3:19.0,L. Dončić makes 2-pt jump shot from 18 ft,,48,46
209,2,3:09.0,,Turnover by J. Redick (step out of bounds),48,46
210,2,2:57.0,L. Dončić makes 3-pt jump shot from 25 ft (assist by S. Curry),,51,46
211,2,2:47.0,,New Orleans full timeout,51,46
212,2,2:40.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Holiday),51,49
213,2,2:22.0,T. Hardaway makes 2-pt layup from 1 ft (assist by L. Dončić),,53,49
214,2,2:05.0,,J. Holiday misses 2-pt layup from 3 ft,53,49
215,2,2:01.0,,Offensive rebound by J. Holiday,53,49
216,2,2:01.0,,J. Holiday makes 2-pt layup from 1 ft,53,51
217,2,1:47.0,Turnover by T. Hardaway (lost ball; steal by N. Melli),,53,51
218,2,1:34.0,,J. Redick misses 2-pt layup from 4 ft,53,51
219,2,1:31.0,Defensive rebound by S. Curry,,53,51
220,2,1:27.0,Personal foul by J. Holiday (drawn by M. Kleber),,53,51
221,2,1:22.0,S. Curry misses 2-pt jump shot from 20 ft,,53,51
222,2,1:20.0,Offensive rebound by M. Kleber,,53,51
223,2,1:16.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),,56,51
224,2,1:01.0,,B. Ingram misses 3-pt jump shot from 27 ft,56,51
225,2,0:58.0,,Offensive rebound by N. Melli,56,51
226,2,0:57.0,,Turnover by N. Melli (bad pass; steal by T. Hardaway),56,51
227,2,0:55.0,T. Hardaway makes 2-pt dunk at rim,,58,51
228,2,0:37.0,,J. Holiday makes 2-pt layup from 1 ft,58,53
229,2,0:21.0,Personal foul by N. Melli (drawn by L. Dončić),,58,53
230,2,0:21.0,L. Dončić makes free throw 1 of 2,,59,53
231,2,0:21.0,L. Dončić misses free throw 2 of 2,,59,53
232,2,0:19.0,,Defensive rebound by B. Ingram,59,53
233,2,0:04.0,,Personal foul by D. Finney-Smith (drawn by B. Ingram),59,53
234,2,0:00.0,,B. Ingram misses 2-pt jump shot from 15 ft,59,53
235,2,0:00.0,,Offensive rebound by Team,59,53
236,3,11:44.0,,L. Ball makes 3-pt jump shot from 23 ft (assist by J. Redick),59,56
237,3,11:30.0,Turnover by L. Dončić (traveling),,59,56
238,3,11:23.0,,J. Redick misses 3-pt jump shot from 24 ft,59,56
239,3,11:20.0,Defensive rebound by L. Dončić,,59,56
240,3,11:08.0,L. Dončić misses 3-pt jump shot from 27 ft,,59,56
241,3,11:05.0,,Defensive rebound by J. Redick,59,56
242,3,10:52.0,,J. Hayes misses 2-pt layup from 4 ft,59,56
243,3,10:50.0,Defensive rebound by L. Dončić,,59,56
244,3,10:35.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,59,56
245,3,10:32.0,,Defensive rebound by J. Holiday,59,56
246,3,10:29.0,,J. Redick misses 3-pt jump shot from 26 ft,59,56
247,3,10:25.0,Defensive rebound by K. Porziņģis,,59,56
248,3,10:09.0,K. Porziņģis misses 2-pt jump shot from 16 ft,,59,56
249,3,10:06.0,,Defensive rebound by J. Hayes,59,56
250,3,9:56.0,,B. Ingram misses 2-pt jump shot from 15 ft,59,56
251,3,9:51.0,Defensive rebound by L. Dončić,,59,56
252,3,9:46.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by T. Hardaway),,61,56
253,3,9:36.0,,L. Ball misses 3-pt jump shot from 24 ft,61,56
254,3,9:34.0,Defensive rebound by L. Dončić,,61,56
255,3,9:19.0,L. Dončić makes 2-pt layup from 2 ft,,63,56
256,3,9:01.0,,Shooting foul by K. Porziņģis (drawn by J. Hayes),63,56
257,3,9:01.0,,J. Hayes makes free throw 1 of 2,63,57
258,3,9:01.0,,J. Hayes misses free throw 2 of 2,63,57
259,3,8:59.0,Defensive rebound by K. Porziņģis,,63,57
260,3,8:50.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,63,57
261,3,8:46.0,,Defensive rebound by J. Hayes,63,57
262,3,8:43.0,,J. Redick misses 3-pt jump shot from 26 ft,63,57
263,3,8:40.0,Defensive rebound by L. Dončić,,63,57
264,3,8:31.0,L. Dončić makes 3-pt jump shot from 28 ft,,66,57
265,3,8:12.0,,J. Hayes makes 2-pt layup from 1 ft (assist by J. Holiday),66,59
266,3,8:00.0,Personal foul by J. Holiday (drawn by L. Dončić),,66,59
267,3,7:51.0,K. Porziņģis misses 2-pt jump shot from 15 ft,,66,59
268,3,7:49.0,Offensive rebound by K. Porziņģis,,66,59
269,3,7:49.0,Shooting foul by J. Redick (drawn by K. Porziņģis),,66,59
270,3,7:49.0,K. Porziņģis makes free throw 1 of 2,,67,59
271,3,7:49.0,K. Porziņģis makes free throw 2 of 2,,68,59
272,3,7:31.0,,B. Ingram makes 2-pt layup from 1 ft (assist by L. Ball),68,61
273,3,7:13.0,K. Porziņģis misses 2-pt jump shot from 16 ft (block by B. Ingram),,68,61
274,3,7:09.0,,Defensive rebound by L. Ball,68,61
275,3,7:00.0,,L. Ball misses 3-pt jump shot from 25 ft,68,61
276,3,6:58.0,Defensive rebound by L. Dončić,,68,61
277,3,6:50.0,L. Dončić makes 3-pt jump shot from 30 ft (assist by K. Porziņģis),,71,61
278,3,6:24.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by J. Holiday),71,64
279,3,6:01.0,L. Dončić misses 3-pt jump shot from 29 ft,,71,64
280,3,5:58.0,,Defensive rebound by J. Redick,71,64
281,3,5:50.0,,L. Ball misses 3-pt jump shot from 25 ft,71,64
282,3,5:47.0,Defensive rebound by T. Hardaway,,71,64
283,3,5:39.0,T. Hardaway makes 2-pt jump shot from 15 ft,,73,64
284,3,5:28.0,,B. Ingram makes 2-pt jump shot from 14 ft,73,66
285,3,5:10.0,T. Hardaway misses 3-pt jump shot from 25 ft,,73,66
286,3,5:10.0,,Defensive rebound by Team,73,66
287,3,5:08.0,,New Orleans full timeout,73,66
288,3,5:08.0,,J. Hart enters the game for J. Holiday,73,66
289,3,5:00.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by L. Ball),73,69
290,3,4:43.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,73,69
291,3,4:40.0,,Defensive rebound by J. Hayes,73,69
292,3,4:33.0,,L. Ball misses 3-pt jump shot from 25 ft,73,69
293,3,4:29.0,Defensive rebound by D. Powell,,73,69
294,3,4:14.0,K. Porziņģis misses 2-pt jump shot from 14 ft,,73,69
295,3,4:09.0,,Defensive rebound by J. Hart,73,69
296,3,4:01.0,,B. Ingram misses 2-pt layup from 3 ft (block by K. Porziņģis),73,69
297,3,4:00.0,Defensive rebound by D. Powell,,73,69
298,3,3:47.0,L. Dončić makes 2-pt layup from 3 ft,,75,69
299,3,3:36.0,,B. Ingram misses 2-pt layup from 8 ft (block by T. Hardaway),75,69
300,3,3:36.0,,Offensive rebound by Team,75,69
301,3,3:36.0,S. Curry enters the game for T. Hardaway,,75,69
302,3,3:36.0,M. Kleber enters the game for K. Porziņģis,,75,69
303,3,3:36.0,,N. Melli enters the game for J. Hayes,75,69
304,3,3:31.0,,B. Ingram misses 3-pt jump shot from 26 ft,75,69
305,3,3:24.0,Defensive rebound by L. Dončić,,75,69
306,3,3:12.0,L. Dončić misses 3-pt jump shot from 28 ft,,75,69
307,3,3:10.0,,Defensive rebound by B. Ingram,75,69
308,3,3:10.0,,Personal foul by D. Powell (drawn by B. Ingram),75,69
309,3,3:10.0,,J. Holiday enters the game for L. Ball,75,69
310,3,2:56.0,,J. Holiday makes 2-pt jump shot from 11 ft,75,71
311,3,2:39.0,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),,77,71
312,3,2:39.0,Shooting foul by B. Ingram (drawn by D. Powell),,77,71
313,3,2:39.0,Dallas full timeout,,77,71
314,3,2:39.0,D. Powell misses free throw 1 of 1,,77,71
315,3,2:34.0,,Defensive rebound by J. Hart,77,71
316,3,2:18.0,,J. Redick misses 3-pt jump shot from 24 ft,77,71
317,3,2:16.0,,Offensive rebound by J. Holiday,77,71
318,3,2:14.0,,J. Hart misses 3-pt jump shot from 23 ft,77,71
319,3,2:10.0,Defensive rebound by L. Dončić,,77,71
320,3,1:51.0,S. Curry misses 2-pt layup from 2 ft,,77,71
321,3,1:49.0,,Defensive rebound by N. Melli,77,71
322,3,1:34.0,,B. Ingram makes 2-pt layup from 1 ft,77,73
323,3,1:24.0,Shooting foul by N. Melli (drawn by L. Dončić),,77,73
324,3,1:24.0,L. Dončić makes free throw 1 of 2,,78,73
325,3,1:24.0,D. Wright enters the game for D. Powell,,78,73
326,3,1:24.0,L. Dončić makes free throw 2 of 2,,79,73
327,3,1:03.0,,B. Ingram misses 2-pt jump shot from 9 ft,79,73
328,3,1:01.0,Defensive rebound by L. Dončić,,79,73
329,3,0:54.0,M. Kleber makes 2-pt hook shot from 4 ft (assist by L. Dončić),,81,73
330,3,0:37.0,,N. Melli misses 3-pt jump shot from 23 ft,81,73
331,3,0:34.0,Defensive rebound by L. Dončić,,81,73
332,3,0:28.0,Shooting foul by J. Hart (drawn by L. Dončić),,81,73
333,3,0:28.0,,New Orleans full timeout,81,73
334,3,0:28.0,,Instant Replay (Challenge: Ruling Stands),81,73
335,3,0:28.0,L. Dončić makes free throw 1 of 3,,82,73
336,3,0:28.0,L. Dončić makes free throw 2 of 3,,83,73
337,3,0:28.0,L. Dončić makes free throw 3 of 3,,84,73
338,3,0:08.0,,J. Holiday makes 2-pt dunk from 1 ft (assist by J. Redick),84,75
339,3,0:00.0,L. Dončić misses 3-pt jump shot from 26 ft,,84,75
340,3,0:00.0,Offensive rebound by Team,,84,75
341,4,11:42.0,Turnover by D. Wright (out of bounds lost ball),,84,75
342,4,11:28.0,,J. Hart misses 3-pt jump shot from 25 ft,84,75
343,4,11:24.0,Defensive rebound by D. Powell,,84,75
344,4,11:14.0,D. Wright misses 2-pt layup from 1 ft,,84,75
345,4,11:12.0,,Defensive rebound by N. Melli,84,75
346,4,11:05.0,,J. Holiday misses 2-pt layup from 2 ft,84,75
347,4,11:03.0,Defensive rebound by S. Curry,,84,75
348,4,10:42.0,J. Jackson makes 2-pt hook shot from 6 ft,,86,75
349,4,10:21.0,,J. Holiday misses 3-pt jump shot from 24 ft,86,75
350,4,10:19.0,Defensive rebound by D. Wright,,86,75
351,4,10:07.0,J. Jackson misses 3-pt jump shot from 25 ft,,86,75
352,4,10:05.0,,Defensive rebound by L. Ball,86,75
353,4,9:57.0,,N. Alexander-Walker misses 3-pt jump shot from 26 ft,86,75
354,4,9:56.0,Defensive rebound by Team,,86,75
355,4,9:56.0,,Loose ball foul by J. Hart (drawn by J. Jackson),86,75
356,4,9:38.0,D. Powell makes 2-pt layup from 1 ft,,88,75
357,4,9:23.0,,Turnover by J. Holiday (lost ball; steal by J. Jackson),88,75
358,4,9:16.0,Shooting foul by L. Ball (drawn by D. Wright),,88,75
359,4,9:16.0,D. Wright makes free throw 1 of 2,,89,75
360,4,9:16.0,D. Finney-Smith enters the game for D. Powell,,89,75
361,4,9:16.0,,B. Ingram enters the game for N. Melli,89,75
362,4,9:16.0,D. Wright makes free throw 2 of 2,,90,75
363,4,8:57.0,,Shooting foul by D. Finney-Smith (drawn by B. Ingram),90,75
364,4,8:57.0,,B. Ingram makes free throw 1 of 2,90,76
365,4,8:57.0,,B. Ingram makes free throw 2 of 2,90,77
366,4,8:45.0,J. Jackson misses 3-pt jump shot from 23 ft,,90,77
367,4,8:41.0,Offensive rebound by J. Jackson,,90,77
368,4,8:38.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by D. Wright),,93,77
369,4,8:29.0,,J. Hart makes 2-pt layup from 2 ft,93,79
370,4,8:08.0,D. Wright misses 2-pt layup from 7 ft (block by J. Holiday),,93,79
371,4,8:04.0,Offensive rebound by D. Wright,,93,79
372,4,8:02.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Wright),,96,79
373,4,7:52.0,,L. Ball misses 3-pt jump shot from 26 ft,96,79
374,4,7:50.0,,Offensive rebound by L. Ball,96,79
375,4,7:47.0,,J. Hart misses 3-pt jump shot from 25 ft,96,79
376,4,7:45.0,Defensive rebound by Team,,96,79
377,4,7:38.0,Offensive foul by S. Curry (drawn by N. Alexander-Walker),,96,79
378,4,7:38.0,Turnover by S. Curry (offensive foul),,96,79
379,4,7:31.0,,N. Alexander-Walker misses 2-pt layup from 2 ft (block by M. Kleber),96,79
380,4,7:26.0,,Offensive rebound by N. Alexander-Walker,96,79
381,4,7:25.0,,N. Alexander-Walker makes 2-pt layup from 2 ft,96,81
382,4,7:08.0,S. Curry misses 3-pt jump shot from 26 ft,,96,81
383,4,7:08.0,Offensive rebound by M. Kleber,,96,81
384,4,7:05.0,S. Curry makes 3-pt jump shot from 22 ft (assist by D. Wright),,99,81
385,4,7:04.0,,New Orleans full timeout,99,81
