,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DETROIT_ACTION,PHOENIX_SCORE,DETROIT_SCORE
63,1,2:31.0,D. Booker makes 2-pt jump shot from 12 ft,,28,30
64,1,2:17.0,,Personal foul by K. Oubre (drawn by T. Snell),28,30
65,1,2:17.0,,Detroit full timeout,28,30
66,1,2:17.0,J. Carter enters the game for M. Bridges,,28,30
67,1,2:17.0,C. Diallo enters the game for K. Oubre,,28,30
68,1,2:17.0,,J. Bone enters the game for B. Brown,28,30
69,1,2:05.0,,T. Snell misses 3-pt jump shot from 25 ft,28,30
70,1,2:03.0,Defensive rebound by E. Okobo,,28,30
71,1,1:57.0,D. Ayton makes 2-pt jump shot from 13 ft (assist by E. Okobo),,30,30
72,1,1:34.0,,J. Bone misses 2-pt jump shot from 8 ft,30,30
73,1,1:31.0,Defensive rebound by C. Diallo,,30,30
74,1,1:21.0,D. Ayton misses 2-pt jump shot from 16 ft,,30,30
75,1,1:19.0,,Defensive rebound by A. Drummond,30,30
76,1,1:12.0,,C. Wood makes 2-pt layup from 3 ft (assist by L. Galloway),30,32
77,1,1:12.0,,Shooting foul by C. Diallo (drawn by C. Wood),30,32
78,1,1:12.0,,C. Wood makes free throw 1 of 1,30,33
79,1,0:58.0,Turnover by C. Diallo (bad pass; steal by C. Wood),,30,33
80,1,0:54.0,,C. Wood makes 2-pt dunk from 3 ft,30,35
81,1,0:40.0,C. Diallo misses 2-pt hook shot from 7 ft,,30,35
82,1,0:38.0,,Defensive rebound by A. Drummond,30,35
83,1,0:31.0,,T. Snell misses 2-pt jump shot from 7 ft,30,35
84,1,0:29.0,,Offensive rebound by C. Wood,30,35
85,1,0:29.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by C. Wood),30,38
86,1,0:14.0,Shooting foul by L. Galloway (drawn by D. Booker),,30,38
87,1,0:14.0,D. Booker misses free throw 1 of 2,,30,38
88,1,0:14.0,Offensive rebound by Team,,30,38
89,1,0:14.0,D. Booker makes free throw 2 of 2,,31,38
90,1,0:01.0,,C. Wood misses 2-pt jump shot from 18 ft,31,38
91,1,0:01.0,,Offensive rebound by Team,31,38
92,2,11:44.0,K. Oubre makes 2-pt jump shot from 11 ft,,33,38
93,2,11:24.0,,L. Galloway makes 2-pt jump shot from 18 ft (assist by T. Maker),33,40
94,2,11:13.0,Personal foul by J. Bone (drawn by R. Rubio),,33,40
95,2,10:59.0,J. Carter misses 3-pt jump shot from 24 ft,,33,40
96,2,10:57.0,,Defensive rebound by T. Maker,33,40
97,2,10:43.0,,C. Wood makes 2-pt dunk from 2 ft,33,42
98,2,10:43.0,,Shooting foul by M. Bridges (drawn by C. Wood),33,42
99,2,10:43.0,,C. Wood makes free throw 1 of 1,33,43
100,2,10:31.0,J. Carter makes 3-pt jump shot from 24 ft (assist by R. Rubio),,36,43
101,2,10:07.0,,J. Bone misses 3-pt jump shot from 25 ft,36,43
102,2,10:07.0,Defensive rebound by Team,,36,43
103,2,9:43.0,J. Carter misses 3-pt jump shot from 27 ft,,36,43
104,2,9:41.0,,Defensive rebound by L. Galloway,36,43
105,2,9:18.0,,C. Wood misses 2-pt jump shot from 13 ft,36,43
106,2,9:16.0,,Offensive rebound by T. Maker,36,43
107,2,9:13.0,,J. Bone misses 2-pt layup from 5 ft,36,43
108,2,9:11.0,,Offensive rebound by C. Wood,36,43
109,2,9:09.0,,C. Wood makes 2-pt layup from 2 ft,36,45
110,2,8:50.0,R. Rubio misses 3-pt jump shot from 27 ft,,36,45
111,2,8:46.0,,Defensive rebound by J. Bone,36,45
112,2,8:39.0,,R. Jackson makes 3-pt jump shot from 25 ft (assist by J. Bone),36,48
113,2,8:39.0,Phoenix full timeout,,36,48
114,2,8:39.0,D. Ayton enters the game for J. Carter,,36,48
115,2,8:39.0,D. Booker enters the game for C. Diallo,,36,48
116,2,8:23.0,K. Oubre makes 2-pt jump shot from 5 ft (assist by D. Ayton),,38,48
117,2,8:07.0,,L. Galloway misses 3-pt jump shot from 25 ft,38,48
118,2,8:06.0,Defensive rebound by Team,,38,48
119,2,8:06.0,,Loose ball foul by T. Maker (drawn by M. Bridges),38,48
120,2,7:57.0,D. Booker misses 2-pt jump shot from 15 ft,,38,48
121,2,7:54.0,,Defensive rebound by C. Wood,38,48
122,2,7:46.0,,R. Jackson misses 2-pt layup from 2 ft,38,48
123,2,7:44.0,,Offensive rebound by R. Jackson,38,48
124,2,7:31.0,,R. Jackson misses 3-pt jump shot from 26 ft,38,48
125,2,7:29.0,Defensive rebound by D. Booker,,38,48
126,2,7:16.0,K. Oubre makes 2-pt jump shot from 20 ft,,40,48
127,2,7:02.0,,R. Jackson misses 2-pt hook shot from 5 ft,40,48
128,2,6:59.0,Defensive rebound by M. Bridges,,40,48
129,2,6:59.0,Personal foul by R. Jackson (drawn by D. Booker),,40,48
130,2,6:59.0,,B. Brown enters the game for J. Bone,40,48
131,2,6:59.0,,S. Doumbouya enters the game for C. Wood,40,48
132,2,6:55.0,K. Oubre makes 3-pt jump shot from 27 ft (assist by D. Ayton),,43,48
133,2,6:36.0,,Personal foul by D. Booker (drawn by S. Doumbouya),43,48
134,2,6:22.0,,B. Brown misses 3-pt jump shot from 23 ft,43,48
135,2,6:22.0,Defensive rebound by Team,,43,48
136,2,6:08.0,M. Bridges makes 3-pt jump shot from 24 ft (assist by R. Rubio),,46,48
137,2,6:08.0,,Detroit full timeout,46,48
138,2,6:08.0,,A. Drummond enters the game for R. Jackson,46,48
139,2,6:08.0,,T. Snell enters the game for T. Maker,46,48
140,2,5:41.0,,B. Brown misses 2-pt jump shot from 6 ft,46,48
141,2,5:39.0,Defensive rebound by M. Bridges,,46,48
142,2,5:22.0,D. Ayton misses 2-pt jump shot from 15 ft,,46,48
143,2,5:20.0,,Defensive rebound by A. Drummond,46,48
144,2,5:03.0,,S. Doumbouya misses 3-pt jump shot from 25 ft,46,48
145,2,5:01.0,Defensive rebound by K. Oubre,,46,48
146,2,4:53.0,M. Bridges misses 3-pt jump shot from 23 ft,,46,48
147,2,4:51.0,Offensive rebound by D. Ayton,,46,48
148,2,4:51.0,D. Ayton misses 2-pt layup at rim,,46,48
149,2,4:51.0,Offensive rebound by D. Ayton,,46,48
150,2,4:51.0,D. Ayton makes 2-pt dunk at rim,,48,48
151,2,4:51.0,Shooting foul by S. Doumbouya (drawn by D. Ayton),,48,48
152,2,4:51.0,D. Ayton misses free throw 1 of 1,,48,48
153,2,4:49.0,,Defensive rebound by A. Drummond,48,48
154,2,4:26.0,,B. Brown misses 2-pt layup from 4 ft,48,48
155,2,4:26.0,,Offensive rebound by Team,48,48
156,2,4:26.0,J. Carter enters the game for R. Rubio,,48,48
157,2,4:26.0,,Turnover by Team (shot clock),48,48
158,2,4:10.0,D. Booker misses 2-pt jump shot from 18 ft,,48,48
159,2,4:07.0,,Defensive rebound by A. Drummond,48,48
160,2,4:01.0,,Personal foul by J. Carter (drawn by T. Snell),48,48
161,2,3:47.0,,S. Doumbouya makes 2-pt layup from 2 ft (assist by L. Galloway),48,50
162,2,3:31.0,Personal foul by L. Galloway (drawn by D. Ayton),,48,50
163,2,3:31.0,D. Ayton makes free throw 1 of 2,,49,50
164,2,3:31.0,,C. Wood enters the game for L. Galloway,49,50
165,2,3:31.0,D. Ayton misses free throw 2 of 2,,49,50
166,2,3:28.0,,Defensive rebound by A. Drummond,49,50
167,2,3:05.0,,B. Brown makes 2-pt hook shot from 5 ft,49,52
168,2,3:05.0,Turnover by D. Ayton (inbound),,49,52
169,2,2:55.0,,Shooting foul by K. Oubre (drawn by A. Drummond),49,52
170,2,2:55.0,,A. Drummond makes free throw 1 of 2,49,53
171,2,2:55.0,,A. Drummond makes free throw 2 of 2,49,54
172,2,2:40.0,K. Oubre misses 3-pt jump shot from 26 ft,,49,54
173,2,2:38.0,,Defensive rebound by A. Drummond,49,54
174,2,2:32.0,,A. Drummond makes 2-pt jump shot from 2 ft,49,56
175,2,2:23.0,K. Oubre makes 2-pt layup from 3 ft (assist by D. Ayton),,51,56
176,2,2:23.0,Shooting foul by S. Doumbouya (drawn by K. Oubre),,51,56
177,2,2:23.0,R. Rubio enters the game for J. Carter,,51,56
178,2,2:23.0,,R. Jackson enters the game for S. Doumbouya,51,56
179,2,2:23.0,K. Oubre makes free throw 1 of 1,,52,56
180,2,2:05.0,,R. Jackson misses 2-pt hook shot from 5 ft,52,56
181,2,2:03.0,Defensive rebound by D. Booker,,52,56
182,2,1:54.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by R. Rubio),,55,56
183,2,1:36.0,,C. Wood makes 2-pt layup from 2 ft (assist by B. Brown),55,58
184,2,1:36.0,,Shooting foul by M. Bridges (drawn by C. Wood),55,58
185,2,1:36.0,,C. Wood makes free throw 1 of 1,55,59
186,2,1:18.0,M. Bridges makes 2-pt layup from 3 ft (assist by D. Booker),,57,59
187,2,0:59.0,,A. Drummond makes 2-pt layup from 2 ft (assist by R. Jackson),57,61
188,2,0:59.0,,Shooting foul by D. Ayton (drawn by A. Drummond),57,61
189,2,0:59.0,,A. Drummond misses free throw 1 of 1,57,61
190,2,0:57.0,Defensive rebound by M. Bridges,,57,61
191,2,0:41.0,Turnover by R. Rubio (bad pass),,57,61
192,2,0:32.0,,R. Jackson misses 2-pt layup from 4 ft,57,61
193,2,0:27.0,Defensive rebound by M. Bridges,,57,61
194,2,0:25.0,D. Ayton makes 2-pt layup from 3 ft (assist by R. Rubio),,59,61
195,2,0:04.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by R. Jackson),59,64
196,2,0:00.0,M. Bridges makes 2-pt layup from 2 ft (assist by D. Ayton),,61,64
197,3,11:40.0,D. Ayton makes 2-pt jump shot from 5 ft (assist by K. Oubre),,63,64
198,3,11:12.0,,A. Drummond misses 2-pt layup from 2 ft,63,64
199,3,11:11.0,Defensive rebound by D. Booker,,63,64
200,3,11:10.0,Turnover by R. Rubio (step out of bounds),,63,64
201,3,10:47.0,,Turnover by B. Brown (bad pass; steal by R. Rubio),63,64
202,3,10:42.0,D. Booker misses 3-pt jump shot from 26 ft,,63,64
203,3,10:39.0,,Defensive rebound by S. Doumbouya,63,64
204,3,10:31.0,,R. Jackson makes 2-pt layup from 3 ft,63,66
205,3,10:26.0,Offensive foul by R. Rubio (drawn by B. Brown),,63,66
206,3,10:26.0,Turnover by R. Rubio (offensive foul),,63,66
207,3,10:06.0,,A. Drummond makes 2-pt layup from 2 ft (assist by T. Snell),63,68
208,3,10:06.0,,Shooting foul by M. Bridges (drawn by A. Drummond),63,68
209,3,10:06.0,,A. Drummond misses free throw 1 of 1,63,68
210,3,10:04.0,Defensive rebound by D. Booker,,63,68
211,3,9:45.0,D. Ayton makes 2-pt layup from 5 ft (assist by M. Bridges),,65,68
212,3,9:21.0,,B. Brown misses 3-pt jump shot from 23 ft,65,68
213,3,9:19.0,Defensive rebound by D. Ayton,,65,68
214,3,9:01.0,K. Oubre misses 3-pt jump shot from 23 ft,,65,68
215,3,9:00.0,Offensive rebound by D. Ayton,,65,68
216,3,8:58.0,D. Ayton makes 2-pt layup from 3 ft,,67,68
217,3,8:36.0,,R. Jackson misses 3-pt jump shot from 32 ft,67,68
218,3,8:33.0,Defensive rebound by D. Ayton,,67,68
219,3,8:19.0,D. Ayton misses 2-pt jump shot from 15 ft,,67,68
220,3,8:17.0,,Defensive rebound by R. Jackson,67,68
221,3,8:15.0,,A. Drummond makes 2-pt layup from 3 ft (assist by R. Jackson),67,70
222,3,8:15.0,,Shooting foul by D. Ayton (drawn by A. Drummond),67,70
223,3,8:15.0,,A. Drummond makes free throw 1 of 1,67,71
224,3,7:55.0,K. Oubre misses 3-pt jump shot from 25 ft,,67,71
225,3,7:50.0,,Defensive rebound by A. Drummond,67,71
226,3,7:42.0,,R. Jackson misses 2-pt layup from 7 ft (block by D. Ayton),67,71
227,3,7:39.0,Defensive rebound by D. Ayton,,67,71
228,3,7:39.0,Shooting foul by T. Snell (drawn by K. Oubre),,67,71
229,3,7:39.0,K. Oubre makes free throw 1 of 2,,68,71
230,3,7:39.0,,L. King enters the game for S. Doumbouya,68,71
231,3,7:39.0,K. Oubre makes free throw 2 of 2,,69,71
232,3,7:17.0,,Personal foul by R. Rubio (drawn by B. Brown),69,71
233,3,7:10.0,,T. Snell misses 3-pt jump shot from 27 ft,69,71
234,3,7:07.0,Defensive rebound by K. Oubre,,69,71
235,3,7:03.0,K. Oubre makes 2-pt dunk from 2 ft,,71,71
236,3,6:49.0,,L. King misses 3-pt jump shot from 27 ft,71,71
237,3,6:46.0,Defensive rebound by Team,,71,71
238,3,6:46.0,,Detroit full timeout,71,71
239,3,6:46.0,,L. Galloway enters the game for R. Jackson,71,71
240,3,6:46.0,,C. Wood enters the game for T. Snell,71,71
241,3,6:33.0,D. Booker makes 3-pt jump shot from 26 ft (assist by K. Oubre),,74,71
242,3,6:15.0,,Personal foul by D. Booker (drawn by L. Galloway),74,71
243,3,5:59.0,,L. Galloway makes 3-pt jump shot from 23 ft (assist by B. Brown),74,74
244,3,5:40.0,D. Booker misses 3-pt jump shot from 26 ft,,74,74
245,3,5:38.0,,Defensive rebound by C. Wood,74,74
246,3,5:19.0,,C. Wood makes 2-pt jump shot from 5 ft,74,76
247,3,5:06.0,Personal foul by L. King (drawn by D. Booker),,74,76
248,3,5:06.0,E. Okobo enters the game for R. Rubio,,74,76
249,3,4:59.0,K. Oubre misses 2-pt jump shot from 10 ft,,74,76
250,3,4:57.0,Offensive rebound by K. Oubre,,74,76
251,3,4:54.0,Turnover by D. Ayton (traveling),,74,76
252,3,4:45.0,,Shooting foul by E. Okobo (drawn by B. Brown),74,76
253,3,4:45.0,,B. Brown makes free throw 1 of 2,74,77
254,3,4:45.0,,B. Brown misses free throw 2 of 2,74,77
255,3,4:43.0,Defensive rebound by D. Ayton,,74,77
256,3,4:23.0,K. Oubre misses 2-pt jump shot from 9 ft,,74,77
257,3,4:20.0,,Defensive rebound by A. Drummond,74,77
258,3,4:00.0,,L. King makes 3-pt jump shot from 26 ft (assist by A. Drummond),74,80
259,3,3:58.0,Technical foul by L. King,,74,80
260,3,3:58.0,D. Booker makes technical free throw,,75,80
261,3,3:58.0,C. Diallo enters the game for M. Bridges,,75,80
262,3,3:46.0,Personal foul by B. Brown (drawn by D. Booker),,75,80
263,3,3:46.0,J. Carter enters the game for K. Oubre,,75,80
264,3,3:34.0,D. Booker makes 3-pt jump shot from 25 ft,,78,80
265,3,3:18.0,,Personal foul by D. Booker (drawn by B. Brown),78,80
266,3,3:18.0,,B. Brown makes free throw 1 of 2,78,81
267,3,3:18.0,,B. Brown makes free throw 2 of 2,78,82
268,3,3:02.0,C. Diallo makes 2-pt layup from 2 ft (assist by D. Booker),,80,82
269,3,3:02.0,Shooting foul by C. Wood (drawn by C. Diallo),,80,82
270,3,3:02.0,C. Diallo makes free throw 1 of 1,,81,82
271,3,2:41.0,,L. Galloway misses 3-pt jump shot from 27 ft,81,82
272,3,2:41.0,,Offensive rebound by Team,81,82
273,3,2:41.0,Loose ball foul by C. Diallo (drawn by C. Wood),,81,82
274,3,2:41.0,Phoenix full timeout,,81,82
275,3,2:41.0,,R. Jackson enters the game for B. Brown,81,82
276,3,2:41.0,,T. Snell enters the game for L. King,81,82
277,3,2:41.0,,C. Wood makes free throw 1 of 2,81,83
278,3,2:41.0,,C. Wood misses free throw 2 of 2,81,83
279,3,2:39.0,Defensive rebound by C. Diallo,,81,83
280,3,2:18.0,D. Ayton misses 2-pt hook shot from 6 ft,,81,83
281,3,2:15.0,,Defensive rebound by R. Jackson,81,83
282,3,2:11.0,,C. Wood misses 2-pt layup from 6 ft (block by D. Ayton),81,83
283,3,2:08.0,Defensive rebound by C. Diallo,,81,83
284,3,2:03.0,E. Okobo makes 3-pt jump shot from 23 ft (assist by D. Booker),,84,83
285,3,1:44.0,,A. Drummond misses 2-pt layup from 3 ft (block by D. Ayton),84,83
286,3,1:42.0,,Offensive rebound by A. Drummond,84,83
287,3,1:39.0,,Turnover by Team (shot clock),84,83
288,3,1:26.0,Turnover by D. Booker (bad pass; steal by R. Jackson),,84,83
289,3,1:23.0,,R. Jackson makes 2-pt layup from 2 ft,84,85
290,3,1:04.0,Turnover by D. Booker (bad pass; steal by A. Drummond),,84,85
291,3,0:58.0,,R. Jackson misses 2-pt layup from 3 ft,84,85
292,3,0:56.0,Defensive rebound by D. Ayton,,84,85
293,3,0:46.0,E. Okobo misses 2-pt layup from 6 ft,,84,85
294,3,0:44.0,Offensive rebound by C. Diallo,,84,85
295,3,0:43.0,C. Diallo misses 2-pt layup from 2 ft,,84,85
296,3,0:40.0,,Defensive rebound by R. Jackson,84,85
297,3,0:38.0,,T. Snell makes 2-pt dunk from 2 ft (assist by R. Jackson),84,87
298,3,0:30.0,D. Booker misses 3-pt jump shot from 28 ft,,84,87
299,3,0:28.0,,Defensive rebound by C. Wood,84,87
300,3,0:10.0,,R. Jackson makes 2-pt layup from 3 ft,84,89
301,3,0:03.0,C. Diallo makes 2-pt layup from 1 ft (assist by D. Booker),,86,89
302,4,11:41.0,,T. Snell misses 2-pt jump shot from 12 ft,86,89
303,4,11:39.0,,Offensive rebound by T. Maker,86,89
304,4,11:39.0,,T. Maker misses 2-pt layup from 2 ft,86,89
305,4,11:38.0,Defensive rebound by E. Okobo,,86,89
306,4,11:15.0,Turnover by M. Bridges (bad pass; steal by L. Galloway),,86,89
307,4,11:09.0,,L. Galloway makes 2-pt dunk from 2 ft (assist by T. Snell),86,91
308,4,10:51.0,K. Oubre makes 3-pt jump shot from 24 ft (assist by M. Bridges),,89,91
309,4,10:37.0,,C. Wood misses 2-pt layup from 3 ft,89,91
310,4,10:35.0,Defensive rebound by C. Diallo,,89,91
311,4,10:31.0,K. Oubre misses 2-pt jump shot from 3 ft,,89,91
312,4,10:31.0,,Defensive rebound by Team,89,91
313,4,10:24.0,,Personal foul by E. Okobo (drawn by L. Galloway),89,91
314,4,10:17.0,,Personal foul by R. Rubio (drawn by T. Maker),89,91
315,4,10:05.0,,R. Jackson misses 3-pt jump shot from 28 ft,89,91
316,4,10:03.0,Defensive rebound by C. Diallo,,89,91
317,4,9:52.0,C. Diallo makes 2-pt layup from 1 ft (assist by M. Bridges),,91,91
318,4,9:38.0,,R. Jackson makes 2-pt jump shot from 4 ft (assist by L. Galloway),91,93
319,4,9:13.0,Turnover by Team (shot clock),,91,93
320,4,9:11.0,,Detroit full timeout,91,93
321,4,9:11.0,D. Booker enters the game for E. Okobo,,91,93
322,4,8:56.0,,C. Wood misses 3-pt jump shot from 28 ft,91,93
323,4,8:54.0,Defensive rebound by C. Diallo,,91,93
324,4,8:36.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by D. Booker),,94,93
325,4,8:36.0,D. Ayton enters the game for C. Diallo,,94,93
326,4,8:16.0,,R. Jackson makes 3-pt jump shot from 29 ft (assist by T. Maker),94,96
327,4,8:00.0,Turnover by M. Bridges (bad pass),,94,96
328,4,8:00.0,,A. Drummond enters the game for T. Maker,94,96
329,4,7:50.0,,R. Jackson misses 2-pt hook shot from 3 ft,94,96
330,4,7:49.0,,Offensive rebound by A. Drummond,94,96
331,4,7:49.0,,C. Wood misses 2-pt layup from 2 ft,94,96
332,4,7:49.0,,Offensive rebound by C. Wood,94,96
333,4,7:48.0,,A. Drummond makes 2-pt layup at rim,94,98
334,4,7:19.0,D. Booker misses 3-pt jump shot from 26 ft,,94,98
335,4,7:17.0,,Defensive rebound by C. Wood,94,98
336,4,7:11.0,,C. Wood makes 3-pt jump shot from 27 ft (assist by R. Jackson),94,101
337,4,7:11.0,Phoenix full timeout,,94,101
338,4,7:11.0,,B. Brown enters the game for T. Snell,94,101
339,4,6:53.0,D. Ayton makes 2-pt dunk from 2 ft (assist by R. Rubio),,96,101
340,4,6:27.0,,L. Galloway misses 2-pt layup from 3 ft,96,101
341,4,6:25.0,Defensive rebound by D. Ayton,,96,101
342,4,6:14.0,D. Booker makes 2-pt jump shot from 10 ft,,98,101
343,4,6:01.0,,Personal foul by D. Ayton (drawn by B. Brown),98,101
344,4,5:51.0,,Detroit full timeout,98,101
345,4,5:45.0,,Turnover by A. Drummond (lost ball; steal by R. Rubio),98,101
346,4,5:33.0,D. Booker makes 2-pt hook shot from 7 ft,,100,101
347,4,5:10.0,,R. Jackson makes 2-pt layup from 2 ft (assist by A. Drummond),100,103
348,4,4:52.0,R. Rubio misses 2-pt layup from 5 ft,,100,103
349,4,4:50.0,,Defensive rebound by A. Drummond,100,103
350,4,4:46.0,,Turnover by A. Drummond (lost ball; steal by R. Rubio),100,103
351,4,4:43.0,D. Ayton makes 2-pt layup from 2 ft,,102,103
352,4,4:33.0,,A. Drummond makes 2-pt jump shot from 7 ft (assist by R. Jackson),102,105
353,4,4:09.0,D. Booker misses 2-pt jump shot from 17 ft (block by B. Brown),,102,105
354,4,4:05.0,,Defensive rebound by C. Wood,102,105
355,4,4:04.0,,L. Galloway makes 2-pt layup from 4 ft (assist by B. Brown),102,107
356,4,3:50.0,D. Booker misses 2-pt jump shot from 10 ft,,102,107
357,4,3:50.0,,Defensive rebound by R. Jackson,102,107
358,4,3:41.0,,R. Jackson makes 3-pt jump shot from 28 ft,102,110
359,4,3:40.0,Phoenix full timeout,,102,110
360,4,3:40.0,,T. Snell enters the game for L. Galloway,102,110
361,4,3:29.0,K. Oubre misses 3-pt jump shot from 26 ft,,102,110
362,4,3:27.0,,Defensive rebound by A. Drummond,102,110
363,4,3:10.0,,Turnover by R. Jackson (bad pass; steal by R. Rubio),102,110
364,4,3:05.0,M. Bridges misses 2-pt layup from 5 ft,,102,110
365,4,3:00.0,Offensive rebound by K. Oubre,,102,110
366,4,3:00.0,K. Oubre makes 2-pt dunk from 1 ft,,104,110
367,4,2:44.0,,C. Wood misses 3-pt jump shot from 23 ft,104,110
368,4,2:42.0,,Offensive rebound by A. Drummond,104,110
369,4,2:39.0,,A. Drummond misses 2-pt layup from 4 ft (block by D. Ayton),104,110
370,4,2:39.0,,Offensive rebound by Team,104,110
371,4,2:29.0,,R. Jackson misses 2-pt jump shot from 7 ft,104,110
372,4,2:27.0,Defensive rebound by R. Rubio,,104,110
373,4,2:21.0,Turnover by R. Rubio (bad pass; steal by T. Snell),,104,110
374,4,2:18.0,,T. Snell makes 2-pt dunk from 2 ft,104,112
375,4,1:59.0,Shooting foul by B. Brown (drawn by R. Rubio),,104,112
376,4,1:59.0,R. Rubio makes free throw 1 of 2,,105,112
377,4,1:59.0,R. Rubio makes free throw 2 of 2,,106,112
378,4,1:41.0,,A. Drummond makes 2-pt layup from 3 ft (assist by R. Jackson),106,114
379,4,1:27.0,R. Rubio misses 2-pt layup from 1 ft,,106,114
380,4,1:25.0,,Defensive rebound by A. Drummond,106,114
