,QUARTER,TIME_REMAINING,ATLANTA_ACTION,TORONTO_ACTION,ATLANTA_SCORE,TORONTO_SCORE
33,1,8:00.0,D. Hunter makes 3-pt jump shot from 24 ft (assist by T. Young),,10,11
34,1,7:37.0,,M. Gasol makes 2-pt layup from 1 ft (assist by O. Anunoby),10,13
35,1,7:30.0,Turnover by T. Young (out of bounds lost ball),,10,13
36,1,7:19.0,,K. Lowry makes 2-pt layup from 2 ft (assist by P. Siakam),10,15
37,1,7:19.0,,Violation by Team (delay of game),10,15
38,1,7:04.0,C. Reddish misses 2-pt layup from 1 ft (block by M. Gasol),,10,15
39,1,7:01.0,Offensive rebound by C. Reddish,,10,15
40,1,6:58.0,K. Huerter misses 3-pt jump shot from 27 ft,,10,15
41,1,6:57.0,,Defensive rebound by P. Siakam,10,15
42,1,6:42.0,,O. Anunoby misses 3-pt jump shot from 25 ft,10,15
43,1,6:39.0,Defensive rebound by J. Collins,,10,15
44,1,6:31.0,Turnover by T. Young (bad pass; steal by F. VanVleet),,10,15
45,1,6:26.0,,F. VanVleet makes 2-pt layup from 1 ft,10,17
46,1,6:24.0,Atlanta full timeout,,10,17
47,1,6:24.0,D. Jones enters the game for D. Hunter,,10,17
48,1,6:09.0,C. Reddish misses 3-pt jump shot from 27 ft (block by O. Anunoby),,10,17
49,1,6:06.0,,Defensive rebound by K. Lowry,10,17
50,1,6:03.0,,K. Lowry misses 3-pt jump shot from 27 ft,10,17
51,1,6:00.0,,Offensive rebound by M. Gasol,10,17
52,1,5:57.0,,F. VanVleet misses 3-pt jump shot from 26 ft,10,17
53,1,5:52.0,Defensive rebound by D. Jones,,10,17
54,1,5:45.0,T. Young misses 3-pt jump shot from 30 ft,,10,17
55,1,5:42.0,,Defensive rebound by F. VanVleet,10,17
56,1,5:38.0,,F. VanVleet makes 2-pt layup at rim,10,19
57,1,5:31.0,C. Reddish makes 2-pt hook shot from 11 ft (assist by T. Young),,12,19
58,1,5:23.0,,Personal foul by T. Young (drawn by F. VanVleet),12,19
59,1,5:16.0,,M. Gasol makes 2-pt dunk from 1 ft,12,21
60,1,5:06.0,J. Collins makes 2-pt hook shot from 5 ft,,14,21
61,1,5:06.0,Shooting foul by M. Gasol (drawn by J. Collins),,14,21
62,1,5:06.0,J. Collins makes free throw 1 of 1,,15,21
63,1,4:59.0,,Personal foul by T. Young (drawn by K. Lowry),15,21
64,1,4:59.0,,K. Lowry makes free throw 1 of 2,15,22
65,1,4:59.0,J. Teague enters the game for T. Young,,15,22
66,1,4:59.0,,K. Lowry makes free throw 2 of 2,15,23
67,1,4:46.0,Turnover by C. Reddish (palming),,15,23
68,1,4:26.0,,P. Siakam makes 3-pt jump shot from 25 ft,15,26
69,1,4:10.0,J. Collins misses 3-pt jump shot from 23 ft (block by O. Anunoby),,15,26
70,1,4:06.0,,Defensive rebound by K. Lowry,15,26
71,1,4:01.0,,Turnover by K. Lowry (bad pass),15,26
72,1,3:52.0,Personal foul by K. Lowry (drawn by K. Huerter),,15,26
73,1,3:52.0,D. Hunter enters the game for K. Huerter,,15,26
74,1,3:52.0,,S. Ibaka enters the game for O. Anunoby,15,26
75,1,3:52.0,,N. Powell enters the game for K. Lowry,15,26
76,1,3:39.0,C. Reddish misses 2-pt jump shot from 5 ft,,15,26
77,1,3:35.0,Offensive rebound by C. Reddish,,15,26
78,1,3:35.0,C. Reddish makes 2-pt layup at rim,,17,26
79,1,3:19.0,,P. Siakam misses 3-pt jump shot from 23 ft,17,26
80,1,3:16.0,Defensive rebound by J. Collins,,17,26
81,1,3:08.0,J. Collins makes 2-pt layup from 1 ft (assist by J. Teague),,19,26
82,1,2:53.0,,M. Gasol makes 3-pt jump shot from 28 ft (assist by F. VanVleet),19,29
83,1,2:41.0,J. Collins makes 2-pt layup from 1 ft (assist by J. Teague),,21,29
84,1,2:22.0,,Turnover by N. Powell (bad pass; steal by J. Teague),21,29
85,1,2:17.0,J. Teague misses 2-pt jump shot from 3 ft (block by P. Siakam),,21,29
86,1,2:14.0,,Defensive rebound by N. Powell,21,29
87,1,2:13.0,,Shooting foul by C. Reddish (drawn by P. Siakam),21,29
88,1,2:13.0,,Toronto full timeout,21,29
89,1,2:13.0,V. Carter enters the game for J. Collins,,21,29
90,1,2:13.0,B. Goodwin enters the game for C. Reddish,,21,29
91,1,2:13.0,,T. Davis enters the game for M. Gasol,21,29
92,1,2:13.0,,P. Siakam makes free throw 1 of 2,21,30
93,1,2:13.0,,P. Siakam misses free throw 2 of 2,21,30
94,1,2:11.0,Defensive rebound by V. Carter,,21,30
95,1,2:02.0,D. Hunter misses 3-pt jump shot from 26 ft,,21,30
96,1,2:00.0,,Defensive rebound by T. Davis,21,30
97,1,1:52.0,,T. Davis misses 3-pt jump shot from 27 ft,21,30
98,1,1:49.0,Defensive rebound by D. Hunter,,21,30
99,1,1:34.0,D. Hunter misses 3-pt jump shot from 24 ft,,21,30
100,1,1:30.0,,Defensive rebound by S. Ibaka,21,30
101,1,1:22.0,,F. VanVleet misses 2-pt jump shot from 16 ft,21,30
102,1,1:21.0,Defensive rebound by Team,,21,30
103,1,1:21.0,,Loose ball foul by S. Ibaka (drawn by V. Carter),21,30
104,1,1:21.0,,O. Anunoby enters the game for P. Siakam,21,30
105,1,1:21.0,,K. Lowry enters the game for F. VanVleet,21,30
106,1,1:07.0,V. Carter makes 2-pt jump shot from 7 ft,,23,30
107,1,0:51.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by O. Anunoby),23,33
108,1,0:38.0,V. Carter misses 2-pt jump shot from 15 ft,,23,33
109,1,0:35.0,,Defensive rebound by O. Anunoby,23,33
110,1,0:28.0,,K. Lowry misses 3-pt jump shot from 33 ft,23,33
111,1,0:25.0,Defensive rebound by D. Hunter,,23,33
112,1,0:04.0,D. Hunter misses 3-pt jump shot from 24 ft,,23,33
113,1,0:01.0,,Defensive rebound by S. Ibaka,23,33
114,2,11:41.0,V. Carter makes 3-pt jump shot from 23 ft (assist by D. Hunter),,26,33
115,2,11:21.0,,S. Ibaka makes 2-pt jump shot from 13 ft (assist by K. Lowry),26,35
116,2,11:07.0,B. Goodwin misses 3-pt jump shot from 24 ft,,26,35
117,2,11:04.0,,Defensive rebound by S. Ibaka,26,35
118,2,11:01.0,,Shooting foul by V. Carter (drawn by T. Davis),26,35
119,2,11:01.0,,T. Davis makes free throw 1 of 2,26,36
120,2,11:01.0,,T. Davis makes free throw 2 of 2,26,37
121,2,10:49.0,Turnover by B. Goodwin (lost ball; steal by S. Ibaka),,26,37
122,2,10:43.0,,N. Powell misses 2-pt layup from 4 ft,26,37
123,2,10:42.0,,Offensive rebound by T. Davis,26,37
124,2,10:41.0,,T. Davis makes 2-pt layup from 2 ft,26,39
125,2,10:30.0,Turnover by K. Huerter (lost ball; steal by N. Powell),,26,39
126,2,10:26.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by T. Davis),26,41
127,2,10:04.0,B. Goodwin makes 2-pt layup from 3 ft (assist by K. Huerter),,28,41
128,2,9:48.0,,N. Powell misses 2-pt layup from 3 ft,28,41
129,2,9:46.0,Defensive rebound by V. Carter,,28,41
130,2,9:46.0,Technical foul by N. Powell,,28,41
131,2,9:46.0,K. Huerter makes technical free throw,,29,41
132,2,9:46.0,T. Young enters the game for B. Goodwin,,29,41
133,2,9:39.0,V. Carter makes 3-pt jump shot from 26 ft (assist by T. Young),,32,41
134,2,9:30.0,,K. Lowry makes 2-pt layup from 2 ft,32,43
135,2,9:21.0,T. Young misses 3-pt jump shot from 29 ft,,32,43
136,2,9:18.0,,Defensive rebound by S. Ibaka,32,43
137,2,9:12.0,,T. Davis makes 2-pt dunk at rim (assist by K. Lowry),32,45
138,2,9:12.0,Atlanta full timeout,,32,45
139,2,8:57.0,V. Carter makes 2-pt jump shot from 13 ft (assist by T. Young),,34,45
140,2,8:43.0,,K. Lowry makes 3-pt jump shot from 27 ft,34,48
141,2,8:19.0,Turnover by V. Carter (bad pass; steal by N. Powell),,34,48
142,2,8:15.0,,T. Davis makes 3-pt jump shot from 26 ft (assist by N. Powell),34,51
143,2,7:59.0,V. Carter misses 3-pt jump shot from 26 ft,,34,51
144,2,7:57.0,,Defensive rebound by K. Lowry,34,51
145,2,7:57.0,C. Reddish enters the game for V. Carter,,34,51
146,2,7:47.0,,K. Lowry misses 3-pt jump shot from 24 ft,34,51
147,2,7:44.0,Defensive rebound by C. Reddish,,34,51
148,2,7:37.0,Personal foul by K. Lowry (drawn by J. Collins),,34,51
149,2,7:37.0,,F. VanVleet enters the game for K. Lowry,34,51
150,2,7:33.0,Personal foul by N. Powell (drawn by T. Young),,34,51
151,2,7:33.0,,P. Siakam enters the game for O. Anunoby,34,51
152,2,7:33.0,Personal foul by T. Davis (drawn by D. Hunter),,34,51
153,2,7:27.0,T. Young makes 3-pt jump shot from 27 ft,,37,51
154,2,7:07.0,,P. Siakam misses 2-pt layup from 3 ft (block by C. Reddish),37,51
155,2,7:01.0,,Offensive rebound by S. Ibaka,37,51
156,2,7:00.0,,S. Ibaka makes 2-pt hook shot from 4 ft,37,53
157,2,6:54.0,K. Huerter misses 3-pt jump shot from 28 ft,,37,53
158,2,6:51.0,,Defensive rebound by T. Davis,37,53
159,2,6:42.0,,S. Ibaka misses 3-pt jump shot from 23 ft,37,53
160,2,6:40.0,Defensive rebound by K. Huerter,,37,53
161,2,6:31.0,J. Collins makes 2-pt jump shot from 8 ft (assist by T. Young),,39,53
162,2,6:19.0,,F. VanVleet misses 2-pt layup from 2 ft,39,53
163,2,6:16.0,,Offensive rebound by Team,39,53
164,2,6:09.0,,T. Davis misses 3-pt jump shot from 23 ft,39,53
165,2,6:06.0,Defensive rebound by D. Hunter,,39,53
166,2,5:56.0,Shooting foul by S. Ibaka (drawn by T. Young),,39,53
167,2,5:56.0,T. Young misses free throw 1 of 2,,39,53
168,2,5:56.0,Offensive rebound by Team,,39,53
169,2,5:56.0,,M. Gasol enters the game for S. Ibaka,39,53
170,2,5:56.0,,M. Thomas enters the game for N. Powell,39,53
171,2,5:56.0,T. Young makes free throw 2 of 2,,40,53
172,2,5:36.0,,P. Siakam misses 2-pt jump shot from 18 ft,40,53
173,2,5:32.0,Defensive rebound by K. Huerter,,40,53
174,2,5:16.0,K. Huerter makes 2-pt jump shot from 7 ft,,42,53
175,2,5:08.0,,F. VanVleet misses 2-pt layup from 5 ft,42,53
176,2,5:07.0,Defensive rebound by J. Collins,,42,53
177,2,4:59.0,C. Reddish misses 3-pt jump shot from 24 ft,,42,53
178,2,4:55.0,,Defensive rebound by M. Thomas,42,53
179,2,4:43.0,,Shooting foul by C. Reddish (drawn by T. Davis),42,53
180,2,4:43.0,,T. Davis makes free throw 1 of 2,42,54
181,2,4:43.0,D. Jones enters the game for C. Reddish,,42,54
182,2,4:43.0,,T. Davis makes free throw 2 of 2,42,55
183,2,4:38.0,Shooting foul by F. VanVleet (drawn by T. Young),,42,55
184,2,4:38.0,T. Young makes free throw 1 of 2,,43,55
185,2,4:38.0,T. Young makes free throw 2 of 2,,44,55
186,2,4:26.0,,P. Siakam makes 3-pt jump shot from 26 ft (assist by M. Thomas),44,58
187,2,4:12.0,Personal foul by M. Thomas (drawn by J. Collins),,44,58
188,2,4:12.0,J. Collins makes free throw 1 of 2,,45,58
189,2,4:12.0,J. Collins makes free throw 2 of 2,,46,58
190,2,3:55.0,,P. Siakam misses 3-pt jump shot from 24 ft,46,58
191,2,3:50.0,Defensive rebound by K. Huerter,,46,58
192,2,3:48.0,Turnover by J. Collins (out of bounds lost ball),,46,58
193,2,3:48.0,,K. Lowry enters the game for T. Davis,46,58
194,2,3:25.0,,P. Siakam misses 3-pt jump shot from 31 ft,46,58
195,2,3:22.0,Defensive rebound by Team,,46,58
196,2,3:11.0,D. Hunter misses 3-pt jump shot from 24 ft,,46,58
197,2,3:07.0,Offensive rebound by D. Jones,,46,58
198,2,3:01.0,D. Hunter misses 2-pt layup from 1 ft,,46,58
199,2,3:00.0,Offensive rebound by J. Collins,,46,58
200,2,3:00.0,J. Collins makes 2-pt layup from 2 ft,,48,58
201,2,3:00.0,Shooting foul by M. Gasol (drawn by J. Collins),,48,58
202,2,3:00.0,J. Teague enters the game for T. Young,,48,58
203,2,3:00.0,J. Collins makes free throw 1 of 1,,49,58
204,2,2:50.0,,Personal foul by D. Jones (drawn by K. Lowry),49,58
205,2,2:50.0,,Toronto full timeout,49,58
206,2,2:42.0,,M. Thomas makes 3-pt jump shot from 23 ft (assist by K. Lowry),49,61
207,2,2:21.0,Personal foul by M. Gasol (drawn by J. Collins),,49,61
208,2,2:21.0,J. Collins makes free throw 1 of 2,,50,61
209,2,2:21.0,,S. Ibaka enters the game for M. Gasol,50,61
210,2,2:21.0,J. Collins makes free throw 2 of 2,,51,61
211,2,2:09.0,,S. Ibaka misses 3-pt jump shot from 26 ft,51,61
212,2,2:05.0,Defensive rebound by J. Teague,,51,61
213,2,1:56.0,D. Hunter makes 2-pt layup from 2 ft,,53,61
214,2,1:47.0,,Personal foul by J. Teague (drawn by P. Siakam),53,61
215,2,1:47.0,V. Carter enters the game for D. Jones,,53,61
216,2,1:40.0,,S. Ibaka makes 2-pt hook shot from 12 ft (assist by M. Thomas),53,63
217,2,1:23.0,Turnover by J. Collins (bad pass; steal by K. Lowry),,53,63
218,2,1:18.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by K. Lowry),53,65
219,2,1:00.0,K. Huerter misses 3-pt jump shot from 31 ft,,53,65
220,2,0:58.0,,Defensive rebound by P. Siakam,53,65
221,2,0:52.0,,Shooting foul by D. Hunter (drawn by P. Siakam),53,65
222,2,0:52.0,,P. Siakam misses free throw 1 of 2,53,65
223,2,0:52.0,,Offensive rebound by Team,53,65
224,2,0:52.0,B. Goodwin enters the game for D. Hunter,,53,65
225,2,0:52.0,,P. Siakam makes free throw 2 of 2,53,66
226,2,0:29.0,V. Carter misses 3-pt jump shot from 26 ft,,53,66
227,2,0:27.0,,Defensive rebound by P. Siakam,53,66
228,2,0:11.0,,Personal foul by B. Goodwin (drawn by S. Ibaka),53,66
229,2,0:11.0,,S. Ibaka makes free throw 1 of 2,53,67
230,2,0:11.0,D. Hunter enters the game for B. Goodwin,,53,67
231,2,0:11.0,,O. Anunoby enters the game for M. Thomas,53,67
232,2,0:11.0,,S. Ibaka makes free throw 2 of 2,53,68
233,2,0:00.0,D. Hunter makes 3-pt jump shot from 26 ft (assist by J. Teague),,56,68
234,2,0:00.0,Instant Replay (Request: Ruling Stands),,56,68
235,3,11:53.0,Turnover by T. Young (bad pass),,56,68
236,3,11:43.0,,Personal foul by J. Collins (drawn by K. Lowry),56,68
237,3,11:41.0,,Turnover by K. Lowry (bad pass; steal by K. Huerter),56,68
238,3,11:33.0,K. Huerter misses 3-pt jump shot from 28 ft,,56,68
239,3,11:30.0,Offensive rebound by J. Collins,,56,68
240,3,11:24.0,Personal foul by P. Siakam (drawn by D. Hunter),,56,68
241,3,11:17.0,C. Reddish misses 3-pt jump shot from 29 ft,,56,68
242,3,11:13.0,Offensive rebound by J. Collins,,56,68
243,3,11:12.0,J. Collins misses 2-pt jump shot from 14 ft,,56,68
244,3,11:09.0,,Defensive rebound by K. Lowry,56,68
245,3,10:51.0,,F. VanVleet misses 2-pt layup from 3 ft (block by J. Collins),56,68
246,3,10:51.0,,Offensive rebound by Team,56,68
247,3,10:47.0,,Turnover by Team (shot clock),56,68
248,3,10:37.0,Personal foul by O. Anunoby (drawn by J. Collins),,56,68
249,3,10:27.0,Shooting foul by K. Lowry (drawn by K. Huerter),,56,68
250,3,10:27.0,K. Huerter misses free throw 1 of 2,,56,68
251,3,10:27.0,Offensive rebound by Team,,56,68
252,3,10:27.0,K. Huerter misses free throw 2 of 2,,56,68
253,3,10:25.0,,Defensive rebound by P. Siakam,56,68
254,3,10:17.0,,P. Siakam misses 3-pt jump shot from 25 ft,56,68
255,3,10:14.0,Defensive rebound by C. Reddish,,56,68
256,3,10:09.0,Personal foul by P. Siakam (drawn by J. Collins),,56,68
257,3,10:02.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,58,68
258,3,9:42.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by M. Gasol),58,70
259,3,9:38.0,Atlanta full timeout,,58,70
260,3,9:22.0,T. Young misses 3-pt jump shot from 26 ft,,58,70
261,3,9:19.0,,Defensive rebound by K. Lowry,58,70
262,3,9:10.0,,P. Siakam makes 2-pt hook shot from 3 ft,58,72
263,3,9:10.0,,Shooting foul by J. Collins (drawn by P. Siakam),58,72
264,3,9:10.0,,P. Siakam misses free throw 1 of 1,58,72
265,3,9:07.0,Defensive rebound by K. Huerter,,58,72
266,3,8:58.0,Turnover by C. Reddish (out of bounds lost ball),,58,72
267,3,8:53.0,Technical foul by,,58,72
268,3,8:53.0,T. Young makes technical free throw,,59,72
269,3,8:53.0,,S. Ibaka enters the game for M. Gasol,59,72
270,3,8:38.0,,F. VanVleet makes 3-pt jump shot from 27 ft (assist by P. Siakam),59,75
271,3,8:27.0,C. Reddish misses 3-pt jump shot from 24 ft,,59,75
272,3,8:25.0,,Defensive rebound by O. Anunoby,59,75
273,3,8:20.0,,P. Siakam misses 2-pt dunk from 2 ft,59,75
274,3,8:17.0,Defensive rebound by J. Collins,,59,75
275,3,8:12.0,J. Collins makes 2-pt dunk at rim (assist by T. Young),,61,75
276,3,8:03.0,,S. Ibaka misses 3-pt jump shot from 26 ft,61,75
277,3,8:03.0,,Offensive rebound by S. Ibaka,61,75
278,3,8:00.0,,S. Ibaka misses 3-pt jump shot from 26 ft,61,75
279,3,7:57.0,Defensive rebound by T. Young,,61,75
280,3,7:54.0,D. Hunter makes 2-pt layup from 1 ft (assist by T. Young),,63,75
281,3,7:41.0,,P. Siakam misses 2-pt hook shot from 2 ft,63,75
282,3,7:39.0,Defensive rebound by D. Hunter,,63,75
283,3,7:34.0,C. Reddish misses 3-pt jump shot from 23 ft,,63,75
284,3,7:31.0,,Defensive rebound by O. Anunoby,63,75
285,3,7:22.0,,Shooting foul by K. Huerter (drawn by P. Siakam),63,75
286,3,7:22.0,V. Carter enters the game for C. Reddish,,63,75
287,3,7:22.0,,P. Siakam makes free throw 1 of 2,63,76
288,3,7:22.0,,P. Siakam makes free throw 2 of 2,63,77
289,3,7:06.0,J. Collins misses 2-pt layup from 1 ft,,63,77
290,3,7:04.0,,Defensive rebound by O. Anunoby,63,77
291,3,7:02.0,,Shooting foul by V. Carter (drawn by P. Siakam),63,77
292,3,7:02.0,,P. Siakam makes free throw 1 of 2,63,78
293,3,7:02.0,,P. Siakam makes free throw 2 of 2,63,79
294,3,6:51.0,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),,65,79
295,3,6:43.0,,F. VanVleet makes 3-pt jump shot from 29 ft (assist by K. Lowry),65,82
296,3,6:25.0,D. Hunter makes 2-pt jump shot from 20 ft (assist by T. Young),,67,82
297,3,6:09.0,,F. VanVleet misses 3-pt jump shot from 25 ft,67,82
298,3,6:06.0,Defensive rebound by J. Collins,,67,82
299,3,6:05.0,Turnover by J. Collins (bad pass; steal by O. Anunoby),,67,82
300,3,6:05.0,,Shooting foul by J. Collins (drawn by O. Anunoby),67,82
301,3,6:05.0,,O. Anunoby makes free throw 1 of 2,67,83
302,3,6:05.0,,O. Anunoby makes free throw 2 of 2,67,84
303,3,5:53.0,D. Hunter makes 3-pt jump shot from 28 ft (assist by V. Carter),,70,84
304,3,5:37.0,,P. Siakam makes 2-pt layup from 1 ft,70,86
305,3,5:26.0,T. Young misses 3-pt jump shot from 34 ft,,70,86
306,3,5:23.0,,Defensive rebound by K. Lowry,70,86
307,3,5:21.0,,P. Siakam makes 2-pt layup at rim (assist by K. Lowry),70,88
308,3,5:21.0,Atlanta full timeout,,70,88
309,3,5:21.0,D. Jones enters the game for J. Collins,,70,88
310,3,5:21.0,J. Teague enters the game for K. Huerter,,70,88
311,3,5:09.0,T. Young makes 2-pt jump shot from 10 ft,,72,88
312,3,5:09.0,Shooting foul by O. Anunoby (drawn by T. Young),,72,88
313,3,5:09.0,T. Young makes free throw 1 of 1,,73,88
314,3,4:50.0,,S. Ibaka misses 3-pt jump shot from 23 ft,73,88
315,3,4:45.0,,Offensive rebound by P. Siakam,73,88
316,3,4:43.0,,P. Siakam misses 2-pt layup from 3 ft,73,88
317,3,4:41.0,Defensive rebound by V. Carter,,73,88
318,3,4:38.0,T. Young makes 2-pt layup from 1 ft,,75,88
319,3,4:24.0,,P. Siakam misses 3-pt jump shot from 29 ft,75,88
320,3,4:20.0,Defensive rebound by D. Jones,,75,88
321,3,4:15.0,D. Hunter misses 3-pt jump shot from 23 ft,,75,88
322,3,4:12.0,,Defensive rebound by K. Lowry,75,88
323,3,4:07.0,,Turnover by K. Lowry (bad pass; steal by J. Teague),75,88
324,3,4:00.0,Turnover by J. Teague (bad pass),,75,88
325,3,4:00.0,,N. Powell enters the game for K. Lowry,75,88
326,3,3:49.0,,F. VanVleet makes 3-pt jump shot from 26 ft,75,91
327,3,3:31.0,V. Carter misses 3-pt jump shot from 26 ft,,75,91
328,3,3:27.0,,Defensive rebound by S. Ibaka,75,91
329,3,3:22.0,,P. Siakam misses 3-pt jump shot from 24 ft,75,91
330,3,3:19.0,Defensive rebound by D. Hunter,,75,91
331,3,3:15.0,Shooting foul by F. VanVleet (drawn by T. Young),,75,91
332,3,3:15.0,,Toronto full timeout,75,91
333,3,3:15.0,,Instant Replay (Challenge: Stands),75,91
334,3,3:15.0,T. Young makes free throw 1 of 2,,76,91
335,3,3:15.0,K. Huerter enters the game for D. Hunter,,76,91
336,3,3:15.0,,T. Davis enters the game for P. Siakam,76,91
337,3,3:15.0,T. Young makes free throw 2 of 2,,77,91
338,3,3:01.0,,Turnover by F. VanVleet (bad pass; steal by V. Carter),77,91
339,3,2:57.0,T. Young makes 2-pt layup from 1 ft (assist by V. Carter),,79,91
340,3,2:46.0,,Turnover by F. VanVleet (bad pass; steal by V. Carter),79,91
341,3,2:42.0,T. Young misses 3-pt jump shot from 30 ft,,79,91
342,3,2:38.0,Offensive rebound by T. Young,,79,91
343,3,2:36.0,T. Young makes 2-pt layup from 1 ft,,81,91
344,3,2:10.0,,N. Powell misses 2-pt jump shot from 14 ft,81,91
345,3,2:08.0,Defensive rebound by V. Carter,,81,91
346,3,2:03.0,V. Carter misses 3-pt jump shot from 30 ft,,81,91
347,3,2:00.0,,Defensive rebound by S. Ibaka,81,91
348,3,1:45.0,,F. VanVleet makes 2-pt jump shot from 23 ft,81,93
349,3,1:30.0,K. Huerter misses 3-pt jump shot from 26 ft,,81,93
350,3,1:27.0,,Defensive rebound by O. Anunoby,81,93
351,3,1:22.0,,F. VanVleet makes 2-pt layup from 1 ft,81,95
352,3,1:11.0,T. Young misses 2-pt jump shot from 19 ft,,81,95
353,3,1:09.0,Offensive rebound by D. Jones,,81,95
354,3,1:02.0,Turnover by T. Young (bad pass),,81,95
355,3,1:02.0,,C. Boucher enters the game for O. Anunoby,81,95
356,3,1:02.0,,K. Lowry enters the game for F. VanVleet,81,95
357,3,0:56.0,,N. Powell makes 2-pt dunk from 1 ft (assist by K. Lowry),81,97
358,3,0:46.0,Turnover by T. Young (bad pass; steal by N. Powell),,81,97
359,3,0:40.0,,N. Powell misses 3-pt jump shot from 25 ft,81,97
360,3,0:36.0,,Offensive rebound by C. Boucher,81,97
361,3,0:26.0,,Turnover by K. Lowry (bad pass; steal by J. Teague),81,97
362,3,0:21.0,J. Teague makes 2-pt layup from 1 ft,,83,97
363,3,0:01.0,,K. Lowry misses 2-pt layup from 2 ft,83,97
364,3,0:01.0,Defensive rebound by J. Teague,,83,97
365,3,0:00.0,J. Teague misses 3-pt jump shot from 39 ft,,83,97
366,3,0:00.0,Offensive rebound by Team,,83,97
367,4,11:46.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by C. Boucher),83,100
368,4,11:31.0,B. Goodwin misses 3-pt jump shot from 29 ft,,83,100
369,4,11:27.0,,Defensive rebound by S. Ibaka,83,100
370,4,11:13.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by K. Lowry),83,102
371,4,11:02.0,Personal foul by T. Davis (drawn by J. Teague),,83,102
372,4,10:54.0,J. Teague misses 2-pt jump shot from 7 ft,,83,102
373,4,10:52.0,,Defensive rebound by C. Boucher,83,102
374,4,10:44.0,,Personal foul by C. Reddish (drawn by N. Powell),83,102
375,4,10:33.0,,Shooting foul by J. Collins (drawn by S. Ibaka),83,102
376,4,10:33.0,,S. Ibaka misses free throw 1 of 2,83,102
377,4,10:33.0,,Offensive rebound by Team,83,102
378,4,10:33.0,,S. Ibaka makes free throw 2 of 2,83,103
379,4,10:14.0,C. Reddish misses 3-pt jump shot from 27 ft,,83,103
380,4,10:10.0,,Defensive rebound by T. Davis,83,103
381,4,10:02.0,,C. Boucher misses 3-pt jump shot from 24 ft,83,103
382,4,10:01.0,Defensive rebound by Team,,83,103
383,4,9:48.0,K. Huerter misses 3-pt jump shot from 27 ft,,83,103
384,4,9:44.0,,Defensive rebound by T. Davis,83,103
385,4,9:33.0,,T. Davis makes 2-pt hook shot from 6 ft,83,105
