,QUARTER,TIME_REMAINING,TORONTO_ACTION,NEW ORLEANS_ACTION,TORONTO_SCORE,NEW ORLEANS_SCORE
39,1,7:31.0,P. Siakam makes 2-pt layup from 3 ft (assist by O. Anunoby),,13,10
40,1,7:21.0,,B. Ingram misses 2-pt layup from 4 ft,13,10
41,1,7:17.0,Defensive rebound by M. Gasol,,13,10
42,1,7:15.0,P. Siakam makes 3-pt jump shot from 24 ft (assist by K. Lowry),,16,10
43,1,7:10.0,,New Orleans full timeout,16,10
44,1,6:57.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by L. Ball),16,13
45,1,6:41.0,O. Anunoby makes 3-pt jump shot from 25 ft (assist by P. Siakam),,19,13
46,1,6:19.0,,J. Okafor makes 2-pt jump shot from 9 ft,19,15
47,1,6:09.0,Shooting foul by N. Melli (drawn by M. Gasol),,19,15
48,1,6:09.0,M. Gasol makes free throw 1 of 2,,20,15
49,1,6:09.0,,J. Hart enters the game for N. Melli,20,15
50,1,6:09.0,M. Gasol makes free throw 2 of 2,,21,15
51,1,5:59.0,,J. Holiday makes 2-pt layup from 2 ft (assist by J. Okafor),21,17
52,1,5:39.0,P. Siakam misses 3-pt jump shot from 23 ft,,21,17
53,1,5:38.0,,Defensive rebound by Team,21,17
54,1,5:38.0,Loose ball foul by M. Gasol (drawn by B. Ingram),,21,17
55,1,5:38.0,S. Ibaka enters the game for M. Gasol,,21,17
56,1,5:38.0,,D. Favors enters the game for J. Okafor,21,17
57,1,5:23.0,,B. Ingram misses 2-pt layup from 3 ft,21,17
58,1,5:23.0,Defensive rebound by K. Lowry,,21,17
59,1,5:23.0,Personal foul by B. Ingram (drawn by K. Lowry),,21,17
60,1,5:11.0,K. Lowry misses 3-pt jump shot from 26 ft,,21,17
61,1,5:07.0,,Defensive rebound by J. Hart,21,17
62,1,4:59.0,,B. Ingram makes 2-pt jump shot from 13 ft,21,19
63,1,4:45.0,F. VanVleet misses 2-pt layup from 2 ft,,21,19
64,1,4:43.0,,Defensive rebound by D. Favors,21,19
65,1,4:34.0,,B. Ingram misses 3-pt jump shot from 23 ft,21,19
66,1,4:32.0,Defensive rebound by S. Ibaka,,21,19
67,1,4:22.0,P. Siakam misses 2-pt jump shot from 18 ft,,21,19
68,1,4:18.0,,Defensive rebound by J. Hart,21,19
69,1,4:09.0,,Turnover by D. Favors (bad pass; steal by K. Lowry),21,19
70,1,4:02.0,O. Anunoby makes 2-pt layup from 2 ft (assist by K. Lowry),,23,19
71,1,3:56.0,,J. Hart makes 2-pt layup from 2 ft (assist by B. Ingram),23,21
72,1,3:42.0,K. Lowry misses 3-pt jump shot from 26 ft,,23,21
73,1,3:40.0,,Defensive rebound by B. Ingram,23,21
74,1,3:32.0,,B. Ingram misses 2-pt jump shot from 7 ft,23,21
75,1,3:29.0,,Offensive rebound by J. Holiday,23,21
76,1,3:27.0,,J. Holiday misses 3-pt jump shot from 25 ft,23,21
77,1,3:25.0,,Offensive rebound by D. Favors,23,21
78,1,3:23.0,,D. Favors makes 2-pt layup from 2 ft,23,23
79,1,3:18.0,Toronto full timeout,,23,23
80,1,3:18.0,T. Davis enters the game for O. Anunoby,,23,23
81,1,3:18.0,N. Powell enters the game for K. Lowry,,23,23
82,1,3:18.0,,J. Redick enters the game for B. Ingram,23,23
83,1,3:04.0,S. Ibaka makes 2-pt jump shot from 8 ft,,25,23
84,1,2:48.0,,L. Ball misses 2-pt jump shot from 17 ft,25,23
85,1,2:44.0,Defensive rebound by P. Siakam,,25,23
86,1,2:31.0,S. Ibaka misses 2-pt jump shot from 12 ft,,25,23
87,1,2:25.0,,Defensive rebound by D. Favors,25,23
88,1,2:18.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by J. Holiday),25,26
89,1,1:58.0,F. VanVleet misses 2-pt layup from 2 ft,,25,26
90,1,1:56.0,,Defensive rebound by J. Holiday,25,26
91,1,1:50.0,,Turnover by L. Ball (traveling),25,26
92,1,1:50.0,,F. Jackson enters the game for J. Holiday,25,26
93,1,1:37.0,Turnover by F. VanVleet (lost ball; steal by L. Ball),,25,26
94,1,1:37.0,,Personal foul by F. VanVleet (drawn by J. Hart),25,26
95,1,1:37.0,K. Lowry enters the game for F. VanVleet,,25,26
96,1,1:18.0,,J. Hart misses 2-pt layup from 3 ft,25,26
97,1,1:15.0,,Offensive rebound by D. Favors,25,26
98,1,1:14.0,,D. Favors misses 2-pt layup from 2 ft,25,26
99,1,1:14.0,,Offensive rebound by D. Favors,25,26
100,1,1:10.0,,D. Favors makes 2-pt dunk from 1 ft,25,28
101,1,0:59.0,P. Siakam misses 2-pt layup from 2 ft,,25,28
102,1,0:58.0,Offensive rebound by S. Ibaka,,25,28
103,1,0:58.0,S. Ibaka makes 2-pt dunk at rim,,27,28
104,1,0:49.0,,F. Jackson makes 2-pt jump shot from 8 ft,27,30
105,1,0:37.0,P. Siakam makes 3-pt jump shot from 25 ft,,30,30
106,1,0:24.0,,F. Jackson misses 2-pt jump shot from 14 ft,30,30
107,1,0:23.0,,Offensive rebound by D. Favors,30,30
108,1,0:21.0,,D. Favors misses 2-pt dunk from 1 ft,30,30
109,1,0:18.0,Defensive rebound by P. Siakam,,30,30
110,1,0:03.0,P. Siakam misses 3-pt jump shot from 25 ft,,30,30
111,1,0:00.0,,Defensive rebound by L. Ball,30,30
112,1,0:00.0,,L. Ball misses 3-pt jump shot from 60 ft,30,30
113,1,0:00.0,,Offensive rebound by Team,30,30
114,2,11:47.0,,J. Hart misses 3-pt jump shot from 26 ft,30,30
115,2,11:45.0,Defensive rebound by Team,,30,30
116,2,11:37.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by T. Davis),,33,30
117,2,11:20.0,,Personal foul by C. Boucher (drawn by D. Favors),33,30
118,2,11:14.0,,Turnover by J. Redick (bad pass; steal by T. Davis),33,30
119,2,11:09.0,N. Powell misses 2-pt jump shot from 2 ft,,33,30
120,2,11:06.0,,Defensive rebound by J. Redick,33,30
121,2,11:03.0,,J. Hart misses 3-pt jump shot from 26 ft,33,30
122,2,10:59.0,,Offensive rebound by F. Jackson,33,30
123,2,10:54.0,,J. Hart misses 3-pt jump shot from 27 ft,33,30
124,2,10:51.0,Defensive rebound by S. Ibaka,,33,30
125,2,10:45.0,N. Powell misses 3-pt jump shot from 23 ft,,33,30
126,2,10:41.0,,Defensive rebound by E. Moore,33,30
127,2,10:23.0,,J. Hart misses 2-pt layup from 2 ft,33,30
128,2,10:21.0,Defensive rebound by C. Boucher,,33,30
129,2,10:20.0,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),,35,30
130,2,10:20.0,Shooting foul by E. Moore (drawn by N. Powell),,35,30
131,2,10:20.0,N. Powell makes free throw 1 of 1,,36,30
132,2,10:11.0,,F. Jackson misses 3-pt jump shot from 27 ft,36,30
133,2,10:07.0,Defensive rebound by S. Ibaka,,36,30
134,2,9:57.0,Shooting foul by D. Favors (drawn by S. Ibaka),,36,30
135,2,9:57.0,S. Ibaka makes free throw 1 of 2,,37,30
136,2,9:57.0,,B. Ingram enters the game for J. Hart,37,30
137,2,9:57.0,S. Ibaka makes free throw 2 of 2,,38,30
138,2,9:42.0,,F. Jackson misses 3-pt jump shot from 26 ft,38,30
139,2,9:39.0,Defensive rebound by K. Lowry,,38,30
140,2,9:35.0,C. Boucher misses 2-pt layup from 3 ft,,38,30
141,2,9:34.0,Offensive rebound by Team,,38,30
142,2,9:29.0,Turnover by S. Ibaka (bad pass; steal by F. Jackson),,38,30
143,2,9:25.0,,F. Jackson misses 2-pt layup from 1 ft,38,30
144,2,9:19.0,,Offensive rebound by F. Jackson,38,30
145,2,9:19.0,,F. Jackson misses 2-pt layup from 1 ft,38,30
146,2,9:18.0,Defensive rebound by S. Ibaka,,38,30
147,2,9:15.0,N. Powell makes 3-pt jump shot from 24 ft (assist by K. Lowry),,41,30
148,2,9:08.0,,New Orleans full timeout,41,30
149,2,8:56.0,,E. Moore misses 3-pt jump shot from 23 ft,41,30
150,2,8:53.0,Defensive rebound by N. Powell,,41,30
151,2,8:48.0,Shooting foul by F. Jackson (drawn by N. Powell),,41,30
152,2,8:48.0,N. Powell makes free throw 1 of 2,,42,30
153,2,8:48.0,,J. Holiday enters the game for F. Jackson,42,30
154,2,8:48.0,N. Powell makes free throw 2 of 2,,43,30
155,2,8:33.0,,J. Redick misses 2-pt jump shot from 18 ft,43,30
156,2,8:29.0,Defensive rebound by C. Boucher,,43,30
157,2,8:26.0,K. Lowry misses 3-pt jump shot from 25 ft,,43,30
158,2,8:17.0,Offensive rebound by C. Boucher,,43,30
159,2,8:17.0,C. Boucher makes 2-pt dunk at rim,,45,30
160,2,8:10.0,,J. Holiday misses 2-pt jump shot from 7 ft,45,30
161,2,8:07.0,,Offensive rebound by B. Ingram,45,30
162,2,8:07.0,,B. Ingram makes 2-pt jump shot from 8 ft,45,32
163,2,8:07.0,,Shooting foul by S. Ibaka (drawn by B. Ingram),45,32
164,2,8:07.0,,J. Okafor enters the game for D. Favors,45,32
165,2,8:07.0,,B. Ingram makes free throw 1 of 1,45,33
166,2,7:54.0,S. Ibaka misses 2-pt jump shot from 11 ft,,45,33
167,2,7:51.0,,Defensive rebound by J. Redick,45,33
168,2,7:43.0,,B. Ingram misses 3-pt jump shot from 26 ft,45,33
169,2,7:38.0,Defensive rebound by T. Davis,,45,33
170,2,7:34.0,N. Powell makes 2-pt layup from 2 ft (assist by C. Boucher),,47,33
171,2,7:22.0,,J. Holiday misses 2-pt layup from 2 ft,47,33
172,2,7:19.0,Defensive rebound by S. Ibaka,,47,33
173,2,7:18.0,K. Lowry makes 3-pt jump shot from 25 ft,,50,33
174,2,7:05.0,,Offensive foul by J. Okafor (drawn by C. Boucher),50,33
175,2,7:05.0,,Turnover by J. Okafor (offensive foul),50,33
176,2,6:45.0,S. Ibaka makes 2-pt jump shot from 14 ft (assist by K. Lowry),,52,33
177,2,6:32.0,,J. Holiday makes 2-pt layup from 2 ft,52,35
178,2,6:25.0,C. Boucher misses 2-pt jump shot from 23 ft,,52,35
179,2,6:20.0,,Defensive rebound by J. Okafor,52,35
180,2,6:17.0,,B. Ingram makes 3-pt jump shot from 23 ft (assist by J. Holiday),52,38
181,2,6:07.0,Toronto full timeout,,52,38
182,2,6:07.0,M. Gasol enters the game for C. Boucher,,52,38
183,2,6:07.0,P. Siakam enters the game for T. Davis,,52,38
184,2,6:07.0,M. Thomas enters the game for S. Ibaka,,52,38
185,2,6:07.0,F. VanVleet enters the game for K. Lowry,,52,38
186,2,6:07.0,,L. Ball enters the game for E. Moore,52,38
187,2,6:07.0,,J. Hart enters the game for J. Redick,52,38
188,2,5:54.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,55,38
189,2,5:43.0,,Shooting foul by F. VanVleet (drawn by J. Holiday),55,38
190,2,5:43.0,,J. Holiday misses free throw 1 of 2,55,38
191,2,5:43.0,,Offensive rebound by Team,55,38
192,2,5:43.0,,J. Holiday makes free throw 2 of 2,55,39
193,2,5:24.0,N. Powell makes 2-pt layup from 4 ft (assist by M. Gasol),,57,39
194,2,5:12.0,,J. Okafor makes 2-pt layup from 2 ft (assist by L. Ball),57,41
195,2,4:57.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,60,41
196,2,4:51.0,,Turnover by B. Ingram (lost ball; steal by F. VanVleet),60,41
197,2,4:45.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by P. Siakam),,63,41
198,2,4:38.0,,New Orleans full timeout,63,41
199,2,4:38.0,O. Anunoby enters the game for N. Powell,,63,41
200,2,4:26.0,,Turnover by J. Okafor (traveling),63,41
201,2,4:18.0,P. Siakam makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,66,41
202,2,3:59.0,,B. Ingram misses 2-pt layup from 4 ft,66,41
203,2,3:56.0,,Offensive rebound by B. Ingram,66,41
204,2,3:56.0,,B. Ingram misses 2-pt layup from 1 ft,66,41
205,2,3:56.0,Defensive rebound by O. Anunoby,,66,41
206,2,3:44.0,P. Siakam misses 2-pt layup from 7 ft,,66,41
207,2,3:41.0,,Defensive rebound by J. Okafor,66,41
208,2,3:33.0,,B. Ingram makes 2-pt jump shot from 19 ft (assist by J. Okafor),66,43
209,2,3:08.0,P. Siakam makes 2-pt layup from 2 ft,,68,43
210,2,2:52.0,,L. Ball misses 3-pt jump shot from 28 ft,68,43
211,2,2:48.0,Defensive rebound by M. Gasol,,68,43
212,2,2:47.0,Turnover by M. Gasol (bad pass; steal by J. Holiday),,68,43
213,2,2:44.0,,J. Holiday makes 2-pt layup from 2 ft,68,45
214,2,2:44.0,,J. Hayes enters the game for J. Okafor,68,45
215,2,2:19.0,F. VanVleet misses 2-pt layup from 3 ft,,68,45
216,2,2:16.0,Offensive rebound by P. Siakam,,68,45
217,2,2:15.0,P. Siakam misses 2-pt layup from 2 ft,,68,45
218,2,2:15.0,Offensive rebound by P. Siakam,,68,45
219,2,2:15.0,Shooting foul by J. Hayes (drawn by P. Siakam),,68,45
220,2,2:15.0,P. Siakam makes free throw 1 of 2,,69,45
221,2,2:15.0,P. Siakam makes free throw 2 of 2,,70,45
222,2,2:04.0,,J. Holiday makes 2-pt layup from 2 ft,70,47
223,2,1:55.0,O. Anunoby misses 3-pt jump shot from 25 ft,,70,47
224,2,1:52.0,,Defensive rebound by J. Hayes,70,47
225,2,1:47.0,,J. Hart misses 3-pt jump shot from 26 ft,70,47
226,2,1:43.0,Defensive rebound by P. Siakam,,70,47
227,2,1:33.0,Personal foul by J. Hart (drawn by O. Anunoby),,70,47
228,2,1:33.0,O. Anunoby makes free throw 1 of 2,,71,47
229,2,1:33.0,S. Ibaka enters the game for M. Gasol,,71,47
230,2,1:33.0,N. Powell enters the game for M. Thomas,,71,47
231,2,1:33.0,O. Anunoby makes free throw 2 of 2,,72,47
232,2,1:21.0,,J. Holiday makes 2-pt layup from 1 ft,72,49
233,2,1:07.0,S. Ibaka misses 2-pt jump shot from 8 ft,,72,49
234,2,1:05.0,,Defensive rebound by J. Hayes,72,49
235,2,0:59.0,,B. Ingram misses 2-pt layup from 3 ft,72,49
236,2,0:56.0,Defensive rebound by F. VanVleet,,72,49
237,2,0:53.0,N. Powell makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,75,49
238,2,0:49.0,,J. Hart misses 3-pt jump shot from 26 ft,75,49
239,2,0:45.0,,Offensive rebound by L. Ball,75,49
240,2,0:44.0,,Shooting foul by O. Anunoby (drawn by B. Ingram),75,49
241,2,0:44.0,C. Boucher enters the game for S. Ibaka,,75,49
242,2,0:44.0,,B. Ingram makes free throw 1 of 2,75,50
243,2,0:44.0,,B. Ingram makes free throw 2 of 2,75,51
244,2,0:32.0,Turnover by P. Siakam (lost ball; steal by J. Holiday),,75,51
245,2,0:23.0,,B. Ingram makes 2-pt layup from 2 ft (assist by J. Holiday),75,53
246,2,0:05.0,P. Siakam misses 3-pt jump shot from 24 ft,,75,53
247,2,0:01.0,,Defensive rebound by L. Ball,75,53
248,2,0:00.0,,Turnover by L. Ball (lost ball; steal by C. Boucher),75,53
249,3,11:41.0,,J. Holiday misses 3-pt jump shot from 25 ft (block by O. Anunoby),75,53
250,3,11:36.0,Defensive rebound by M. Gasol,,75,53
251,3,11:21.0,N. Powell misses 3-pt jump shot from 23 ft,,75,53
252,3,11:18.0,,Defensive rebound by J. Holiday,75,53
253,3,11:07.0,,Def 3 sec tech foul by Team,75,53
254,3,11:07.0,,J. Holiday misses technical free throw,75,53
255,3,11:07.0,,Offensive rebound by Team,75,53
256,3,10:59.0,,B. Ingram misses 3-pt jump shot from 24 ft,75,53
257,3,10:55.0,Defensive rebound by O. Anunoby,,75,53
258,3,10:41.0,Personal foul by B. Ingram (drawn by P. Siakam),,75,53
259,3,10:34.0,Offensive foul by N. Powell (drawn by J. Holiday),,75,53
260,3,10:34.0,Turnover by N. Powell (offensive foul),,75,53
261,3,10:24.0,,L. Ball makes 2-pt jump shot from 8 ft,75,55
262,3,10:17.0,F. VanVleet misses 3-pt jump shot from 27 ft,,75,55
263,3,10:13.0,,Defensive rebound by J. Holiday,75,55
264,3,10:10.0,,L. Ball misses 3-pt jump shot from 26 ft,75,55
265,3,10:06.0,Defensive rebound by O. Anunoby,,75,55
266,3,10:01.0,O. Anunoby misses 2-pt layup from 2 ft (block by N. Melli),,75,55
267,3,9:58.0,,Defensive rebound by B. Ingram,75,55
268,3,9:57.0,,Turnover by B. Ingram (bad pass; steal by F. VanVleet),75,55
269,3,9:53.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by F. VanVleet),,77,55
270,3,9:49.0,,Turnover by L. Ball (out of bounds lost ball),77,55
271,3,9:49.0,,Violation by Team (delay of game),77,55
272,3,9:26.0,M. Gasol misses 2-pt layup from 2 ft (block by J. Okafor),,77,55
273,3,9:26.0,,Defensive rebound by Team,77,55
274,3,9:26.0,,New Orleans full timeout,77,55
275,3,9:15.0,,Shooting foul by P. Siakam (drawn by J. Holiday),77,55
276,3,9:15.0,,J. Holiday makes free throw 1 of 2,77,56
277,3,9:15.0,,D. Favors enters the game for J. Okafor,77,56
278,3,9:15.0,,J. Holiday makes free throw 2 of 2,77,57
279,3,9:02.0,Turnover by P. Siakam (bad pass; steal by B. Ingram),,77,57
280,3,8:53.0,,B. Ingram misses 2-pt layup from 2 ft,77,57
281,3,8:50.0,Defensive rebound by N. Powell,,77,57
282,3,8:37.0,Turnover by O. Anunoby (traveling),,77,57
283,3,8:21.0,,L. Ball misses 2-pt layup from 4 ft (block by M. Gasol),77,57
284,3,8:21.0,,Offensive rebound by Team,77,57
285,3,8:17.0,,B. Ingram misses 2-pt jump shot from 15 ft,77,57
286,3,8:15.0,,Offensive rebound by Team,77,57
287,3,8:07.0,,Turnover by J. Holiday (lost ball; steal by M. Gasol),77,57
288,3,8:02.0,O. Anunoby misses 2-pt jump shot from 4 ft,,77,57
289,3,8:00.0,Offensive rebound by O. Anunoby,,77,57
290,3,7:59.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by P. Siakam),,80,57
291,3,7:45.0,,Turnover by L. Ball (back court),80,57
292,3,7:39.0,,Violation by Team (kicked ball),80,57
293,3,7:39.0,,F. Jackson enters the game for L. Ball,80,57
294,3,7:39.0,,J. Redick enters the game for N. Melli,80,57
295,3,7:31.0,F. VanVleet makes 3-pt jump shot from 28 ft (assist by O. Anunoby),,83,57
296,3,7:15.0,,J. Holiday misses 2-pt layup from 2 ft,83,57
297,3,7:09.0,,Offensive rebound by D. Favors,83,57
298,3,7:04.0,,B. Ingram makes 2-pt dunk at rim (assist by J. Redick),83,59
299,3,6:52.0,F. VanVleet misses 3-pt jump shot from 26 ft,,83,59
300,3,6:48.0,,Defensive rebound by B. Ingram,83,59
301,3,6:44.0,,Turnover by B. Ingram (traveling),83,59
302,3,6:29.0,P. Siakam misses 2-pt layup from 3 ft,,83,59
303,3,6:27.0,,Defensive rebound by D. Favors,83,59
304,3,6:21.0,,B. Ingram misses 3-pt jump shot from 25 ft,83,59
305,3,6:19.0,Defensive rebound by Team,,83,59
306,3,6:14.0,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),,85,59
307,3,6:14.0,,New Orleans full timeout,85,59
308,3,5:59.0,,B. Ingram misses 3-pt jump shot from 24 ft,85,59
309,3,5:56.0,Defensive rebound by F. VanVleet,,85,59
310,3,5:48.0,F. VanVleet misses 3-pt jump shot from 27 ft,,85,59
311,3,5:44.0,Offensive rebound by O. Anunoby,,85,59
312,3,5:37.0,O. Anunoby misses 3-pt jump shot from 23 ft,,85,59
313,3,5:34.0,,Defensive rebound by J. Redick,85,59
314,3,5:22.0,,F. Jackson makes 3-pt jump shot from 23 ft (assist by J. Holiday),85,62
315,3,4:57.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,88,62
316,3,4:43.0,,Personal foul by N. Powell (drawn by B. Ingram),88,62
317,3,4:36.0,,F. Jackson misses 3-pt jump shot from 26 ft,88,62
318,3,4:31.0,,Offensive rebound by D. Favors,88,62
319,3,4:30.0,,B. Ingram makes 3-pt jump shot from 26 ft (assist by D. Favors),88,65
320,3,4:30.0,,N. Alexander-Walker enters the game for J. Holiday,88,65
321,3,4:11.0,P. Siakam makes 2-pt layup from 1 ft,,90,65
322,3,3:58.0,,B. Ingram misses 3-pt jump shot from 25 ft,90,65
323,3,3:55.0,Defensive rebound by F. VanVleet,,90,65
324,3,3:52.0,P. Siakam makes 2-pt dunk at rim (assist by O. Anunoby),,92,65
325,3,3:35.0,,Turnover by F. Jackson (bad pass),92,65
326,3,3:35.0,T. Davis enters the game for O. Anunoby,,92,65
327,3,3:35.0,M. Thomas enters the game for N. Powell,,92,65
328,3,3:19.0,F. VanVleet misses 3-pt jump shot from 23 ft,,92,65
329,3,3:14.0,Offensive rebound by M. Thomas,,92,65
330,3,3:09.0,Personal foul by B. Ingram (drawn by P. Siakam),,92,65
331,3,3:09.0,C. Boucher enters the game for M. Gasol,,92,65
332,3,3:09.0,,K. Williams enters the game for B. Ingram,92,65
333,3,3:00.0,P. Siakam makes 2-pt jump shot from 6 ft,,94,65
334,3,2:48.0,,N. Alexander-Walker makes 3-pt jump shot from 26 ft (assist by K. Williams),94,68
335,3,2:27.0,P. Siakam misses 3-pt jump shot from 26 ft,,94,68
336,3,2:23.0,,Defensive rebound by D. Favors,94,68
337,3,2:13.0,,Shooting foul by M. Thomas (drawn by J. Redick),94,68
338,3,2:13.0,,J. Redick misses free throw 1 of 2,94,68
339,3,2:13.0,,Offensive rebound by Team,94,68
340,3,2:13.0,,J. Redick makes free throw 2 of 2,94,69
341,3,2:01.0,Personal foul by K. Williams (drawn by P. Siakam),,94,69
342,3,1:51.0,Turnover by M. Thomas (dbl dribble),,94,69
343,3,1:39.0,,F. Jackson makes 3-pt jump shot from 25 ft (assist by K. Williams),94,72
344,3,1:39.0,,Shooting foul by C. Boucher (drawn by F. Jackson),94,72
345,3,1:39.0,,F. Jackson makes free throw 1 of 1,94,73
346,3,1:37.0,Offensive foul by P. Siakam (drawn by K. Williams),,94,73
347,3,1:37.0,Turnover by P. Siakam (offensive foul),,94,73
348,3,1:27.0,,F. Jackson makes 2-pt layup from 1 ft,94,75
349,3,1:27.0,,Shooting foul by M. Thomas (drawn by F. Jackson),94,75
350,3,1:27.0,,F. Jackson misses free throw 1 of 1,94,75
351,3,1:21.0,Defensive rebound by C. Boucher,,94,75
352,3,1:20.0,Toronto full timeout,,94,75
353,3,1:06.0,Turnover by F. VanVleet (traveling),,94,75
354,3,0:57.0,,Offensive foul by F. Jackson (drawn by F. VanVleet),94,75
355,3,0:57.0,,Turnover by F. Jackson (offensive foul),94,75
356,3,0:46.0,M. Thomas makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,97,75
357,3,0:36.0,,N. Alexander-Walker misses 3-pt jump shot from 24 ft,97,75
358,3,0:33.0,Defensive rebound by F. VanVleet,,97,75
359,3,0:28.0,F. VanVleet misses 2-pt jump shot from 14 ft,,97,75
360,3,0:26.0,,Defensive rebound by D. Favors,97,75
361,3,0:24.0,,K. Williams misses 3-pt jump shot from 26 ft,97,75
362,3,0:20.0,Defensive rebound by M. Thomas,,97,75
363,3,0:01.0,C. Boucher misses 2-pt layup from 3 ft,,97,75
364,3,0:01.0,Offensive rebound by P. Siakam,,97,75
365,3,0:01.0,P. Siakam misses 2-pt layup from 5 ft,,97,75
366,3,0:01.0,Offensive rebound by Team,,97,75
367,4,11:52.0,Offensive foul by M. Gasol (drawn by N. Alexander-Walker),,97,75
368,4,11:52.0,Turnover by M. Gasol (offensive foul),,97,75
369,4,11:40.0,,E. Moore makes 2-pt jump shot from 6 ft (assist by N. Alexander-Walker),97,77
370,4,11:25.0,T. Davis misses 3-pt jump shot from 27 ft,,97,77
371,4,11:23.0,,Defensive rebound by K. Williams,97,77
372,4,11:17.0,,Turnover by N. Alexander-Walker (bad pass; steal by M. Thomas),97,77
373,4,11:07.0,Personal foul by F. Jackson (drawn by M. Gasol),,97,77
374,4,11:05.0,Offensive foul by M. Thomas (drawn by N. Alexander-Walker),,97,77
375,4,11:05.0,Turnover by M. Thomas (offensive foul),,97,77
376,4,10:51.0,,N. Alexander-Walker makes 3-pt jump shot from 23 ft (assist by F. Jackson),97,80
377,4,10:36.0,P. Siakam makes 2-pt layup from 2 ft,,99,80
378,4,10:36.0,Shooting foul by K. Williams (drawn by P. Siakam),,99,80
379,4,10:36.0,M. Miller enters the game for C. Boucher,,99,80
380,4,10:36.0,P. Siakam makes free throw 1 of 1,,100,80
381,4,10:16.0,,N. Alexander-Walker misses 2-pt layup from 2 ft,100,80
382,4,10:16.0,,Offensive rebound by J. Hayes,100,80
