,QUARTER,TIME_REMAINING,DALLAS_ACTION,ATLANTA_ACTION,DALLAS_SCORE,ATLANTA_SCORE
386,4,9:15.0,,Offensive rebound by B. Fernando,90,81
387,4,9:15.0,,B. Fernando makes 2-pt layup from 1 ft,90,83
388,4,9:15.0,,Shooting foul by M. Kleber (drawn by B. Fernando),90,83
389,4,9:15.0,D. Wright enters the game for C. Lee,,90,83
390,4,9:15.0,,J. Collins enters the game for V. Carter,90,83
391,4,9:15.0,,K. Huerter enters the game for J. Teague,90,83
392,4,9:15.0,,B. Fernando misses free throw 1 of 1,90,83
393,4,9:13.0,Defensive rebound by M. Kleber,,90,83
394,4,8:55.0,M. Kleber makes 2-pt layup from 2 ft (assist by J. Barea),,92,83
395,4,8:45.0,,C. Reddish misses 3-pt jump shot from 23 ft,92,83
396,4,8:45.0,Defensive rebound by Team,,92,83
397,4,8:45.0,,Loose ball foul by B. Fernando (drawn by J. Jackson),92,83
398,4,8:45.0,,D. Dedmon enters the game for B. Fernando,92,83
399,4,8:32.0,M. Kleber misses 3-pt jump shot from 23 ft,,92,83
400,4,8:29.0,,Defensive rebound by D. Dedmon,92,83
401,4,8:24.0,,Shooting foul by M. Kleber (drawn by J. Collins),92,83
402,4,8:24.0,,J. Collins makes free throw 1 of 2,92,84
403,4,8:24.0,D. Finney-Smith enters the game for J. Barea,,92,84
404,4,8:24.0,T. Hardaway enters the game for M. Kleber,,92,84
405,4,8:24.0,,J. Collins misses free throw 2 of 2,92,84
406,4,8:22.0,Defensive rebound by J. Jackson,,92,84
407,4,8:17.0,Turnover by T. Hardaway (step out of bounds),,92,84
408,4,8:04.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),92,86
409,4,7:44.0,Turnover by D. Wright (bad pass; steal by C. Reddish),,92,86
410,4,7:39.0,,J. Collins makes 2-pt layup from 2 ft (assist by T. Young),92,88
411,4,7:39.0,Dallas full timeout,,92,88
412,4,7:16.0,Turnover by D. Wright (lost ball; steal by K. Huerter),,92,88
413,4,7:13.0,,J. Collins makes 2-pt dunk from 2 ft (assist by K. Huerter),92,90
414,4,6:54.0,Personal foul by J. Collins (drawn by J. Jackson),,92,90
415,4,6:40.0,Turnover by S. Curry (bad pass),,92,90
416,4,6:33.0,,T. Young makes 2-pt layup from 2 ft,92,92
417,4,6:21.0,S. Curry makes 3-pt jump shot from 26 ft (assist by T. Hardaway),,95,92
418,4,6:06.0,,T. Young misses 3-pt jump shot from 30 ft,95,92
419,4,6:06.0,Defensive rebound by Team,,95,92
420,4,6:06.0,J. Barea enters the game for D. Wright,,95,92
421,4,5:56.0,S. Curry misses 3-pt jump shot from 27 ft,,95,92
422,4,5:53.0,,Defensive rebound by D. Dedmon,95,92
423,4,5:44.0,,D. Dedmon makes 2-pt layup from 1 ft (assist by T. Young),95,94
424,4,5:32.0,D. Finney-Smith misses 3-pt jump shot from 25 ft (block by D. Dedmon),,95,94
425,4,5:29.0,,Defensive rebound by T. Young,95,94
426,4,5:27.0,,T. Young misses 2-pt layup from 1 ft,95,94
427,4,5:24.0,,Offensive rebound by D. Dedmon,95,94
428,4,5:24.0,,D. Dedmon makes 2-pt layup from 1 ft,95,96
429,4,5:24.0,Dallas full timeout,,95,96
430,4,5:24.0,M. Kleber enters the game for J. Barea,,95,96
431,4,5:24.0,D. Wright enters the game for J. Jackson,,95,96
432,4,5:05.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by S. Curry),,98,96
433,4,4:49.0,,D. Dedmon misses 3-pt jump shot from 23 ft,98,96
434,4,4:44.0,Defensive rebound by D. Finney-Smith,,98,96
435,4,4:27.0,T. Hardaway makes 2-pt layup from 2 ft,,100,96
436,4,4:11.0,,T. Young misses 2-pt layup from 1 ft (block by M. Kleber),100,96
437,4,4:09.0,Defensive rebound by S. Curry,,100,96
438,4,4:06.0,T. Hardaway misses 3-pt jump shot from 25 ft,,100,96
439,4,4:03.0,,Defensive rebound by D. Dedmon,100,96
440,4,4:00.0,,T. Young makes 3-pt jump shot from 26 ft,100,99
441,4,3:32.0,M. Kleber misses 2-pt layup from 4 ft (block by J. Collins),,100,99
442,4,3:29.0,Offensive rebound by M. Kleber,,100,99
443,4,3:28.0,M. Kleber makes 2-pt jump shot from 12 ft,,102,99
444,4,3:21.0,,Atlanta full timeout,102,99
445,4,3:08.0,,K. Huerter misses 3-pt jump shot from 29 ft,102,99
446,4,3:04.0,,Offensive rebound by J. Collins,102,99
447,4,3:00.0,,T. Young makes 3-pt jump shot from 33 ft (assist by J. Collins),102,102
448,4,2:40.0,S. Curry misses 2-pt jump shot from 8 ft,,102,102
449,4,2:38.0,,Defensive rebound by T. Young,102,102
450,4,2:28.0,,D. Dedmon misses 3-pt jump shot from 26 ft,102,102
451,4,2:25.0,Defensive rebound by T. Hardaway,,102,102
452,4,2:17.0,Shooting foul by C. Reddish (drawn by T. Hardaway),,102,102
453,4,2:17.0,T. Hardaway makes free throw 1 of 2,,103,102
454,4,2:17.0,T. Hardaway misses free throw 2 of 2,,103,102
455,4,2:12.0,Offensive rebound by M. Kleber,,103,102
456,4,2:11.0,Shooting foul by D. Dedmon (drawn by T. Hardaway),,103,102
457,4,2:11.0,T. Hardaway misses free throw 1 of 2,,103,102
458,4,2:11.0,Offensive rebound by Team,,103,102
459,4,2:11.0,T. Hardaway makes free throw 2 of 2,,104,102
460,4,1:53.0,,T. Young makes 3-pt jump shot from 28 ft (assist by C. Reddish),104,105
461,4,1:53.0,,Shooting foul by D. Finney-Smith (drawn by T. Young),104,105
462,4,1:53.0,,T. Young misses free throw 1 of 1,104,105
463,4,1:47.0,Defensive rebound by D. Wright,,104,105
464,4,1:38.0,M. Kleber misses 3-pt jump shot from 24 ft,,104,105
465,4,1:35.0,,Defensive rebound by T. Young,104,105
466,4,1:17.0,,T. Young misses 3-pt jump shot from 37 ft,104,105
467,4,1:14.0,,Offensive rebound by J. Collins,104,105
468,4,1:13.0,,Shooting foul by M. Kleber (drawn by J. Collins),104,105
469,4,1:13.0,J. Jackson enters the game for M. Kleber,,104,105
470,4,1:13.0,,J. Collins makes free throw 1 of 2,104,106
471,4,1:13.0,,J. Collins makes free throw 2 of 2,104,107
472,4,1:13.0,Dallas full timeout,,104,107
473,4,1:08.0,T. Hardaway makes 3-pt jump shot from 26 ft,,107,107
474,4,0:57.0,,T. Young makes 2-pt layup from 1 ft,107,109
475,4,0:39.0,T. Hardaway misses 2-pt layup from 1 ft,,107,109
476,4,0:36.0,Offensive rebound by Team,,107,109
477,4,0:36.0,Instant Replay (Request: Ruling Stands),,107,109
478,4,0:36.0,T. Hardaway misses 2-pt jump shot from 14 ft,,107,109
479,4,0:32.0,,Defensive rebound by D. Dedmon,107,109
480,4,0:08.0,,Instant Replay (Request: Ruling Stands),107,109
481,4,0:08.0,,T. Young misses 2-pt layup from 5 ft (block by D. Finney-Smith),107,109
482,4,0:08.0,,Offensive rebound by J. Collins,107,109
483,4,0:08.0,,J. Collins makes 2-pt layup at rim,107,111
484,4,0:08.0,Dallas full timeout,,107,111
485,4,0:04.0,T. Hardaway misses 3-pt jump shot from 26 ft,,107,111
486,4,0:00.0,Offensive rebound by S. Curry,,107,111
