,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
377,4,2:41.0,,B. Marjanović misses 2-pt jump shot from 19 ft,96,132
378,4,2:37.0,Defensive rebound by D. Wade,,96,132
379,4,2:25.0,A. McKinnie misses 3-pt jump shot from 25 ft,,96,132
380,4,2:22.0,Offensive rebound by A. McKinnie,,96,132
381,4,2:14.0,K. Porter misses 2-pt jump shot from 4 ft,,96,132
382,4,2:10.0,Offensive rebound by A. Žižić,,96,132
383,4,2:10.0,A. Žižić misses 2-pt layup at rim,,96,132
384,4,2:09.0,,Defensive rebound by B. Marjanović,96,132
385,4,2:00.0,,C. Lee misses 2-pt jump shot from 18 ft,96,132
386,4,1:56.0,Defensive rebound by D. Wade,,96,132
387,4,1:51.0,D. Garland misses 3-pt jump shot from 27 ft,,96,132
388,4,1:49.0,,Defensive rebound by J. Barea,96,132
389,4,1:34.0,,B. Marjanović misses 2-pt layup from 6 ft (block by A. McKinnie),96,132
390,4,1:32.0,,Offensive rebound by B. Marjanović,96,132
391,4,1:31.0,,B. Marjanović makes 2-pt layup from 1 ft,96,134
392,4,1:20.0,K. Porter makes 2-pt layup from 1 ft,,98,134
393,4,1:20.0,Shooting foul by J. Jackson (drawn by K. Porter),,98,134
394,4,1:20.0,K. Porter makes free throw 1 of 1,,99,134
395,4,1:06.0,,J. Barea makes 2-pt jump shot from 16 ft,99,136
396,4,0:58.0,Turnover by D. Garland (bad pass; steal by J. Barea),,99,136
397,4,0:54.0,,J. Jackson makes 2-pt layup from 2 ft (assist by C. Lee),99,138
398,4,0:40.0,K. Porter misses 2-pt jump shot from 11 ft,,99,138
399,4,0:37.0,,Defensive rebound by R. Broekhoff,99,138
400,4,0:34.0,,C. Lee makes 2-pt layup from 2 ft (assist by R. Broekhoff),99,140
401,4,0:29.0,K. Porter makes 2-pt dunk at rim (assist by D. Garland),,101,140
402,4,0:13.0,,J. Barea makes 3-pt jump shot from 26 ft,101,143
403,4,0:00.0,K. Porter misses 3-pt jump shot from 26 ft,,101,143
404,4,0:00.0,Offensive rebound by Team,,101,143
