,QUARTER,TIME_REMAINING,TORONTO_ACTION,GOLDEN STATE_ACTION,TORONTO_SCORE,GOLDEN STATE_SCORE
52,1,5:56.0,S. Ibaka misses 3-pt jump shot from 26 ft,,21,16
53,1,5:54.0,,Defensive rebound by E. Paschall,21,16
54,1,5:49.0,,E. Paschall makes 2-pt jump shot from 18 ft (assist by M. Mulder),21,18
55,1,5:31.0,P. Siakam misses 2-pt hook shot from 12 ft,,21,18
56,1,5:27.0,,Defensive rebound by M. Chriss,21,18
57,1,5:25.0,,A. Wiggins misses 2-pt jump shot from 20 ft,21,18
58,1,5:23.0,Defensive rebound by S. Ibaka,,21,18
59,1,5:13.0,K. Lowry misses 3-pt jump shot from 26 ft,,21,18
60,1,5:11.0,,Defensive rebound by D. Lee,21,18
61,1,5:04.0,,Turnover by D. Lee (bad pass; steal by K. Lowry),21,18
62,1,4:46.0,S. Ibaka makes 2-pt jump shot from 5 ft (assist by K. Lowry),,23,18
63,1,4:31.0,,E. Paschall misses 2-pt jump shot from 19 ft,23,18
64,1,4:29.0,Defensive rebound by S. Ibaka,,23,18
65,1,4:26.0,Turnover by K. Lowry (out of bounds lost ball),,23,18
66,1,4:06.0,,M. Mulder misses 3-pt jump shot from 28 ft,23,18
67,1,4:04.0,,Offensive rebound by Team,23,18
68,1,4:04.0,T. Davis enters the game for S. Ibaka,,23,18
69,1,4:04.0,P. McCaw enters the game for N. Powell,,23,18
70,1,4:04.0,,D. Bender enters the game for M. Chriss,23,18
71,1,4:04.0,,J. Poole enters the game for A. Wiggins,23,18
72,1,3:56.0,,D. Lee misses 3-pt jump shot from 27 ft,23,18
73,1,3:54.0,Defensive rebound by P. McCaw,,23,18
74,1,3:43.0,P. Siakam misses 3-pt jump shot from 26 ft,,23,18
75,1,3:41.0,,Defensive rebound by J. Poole,23,18
76,1,3:33.0,,D. Lee makes 2-pt jump shot from 12 ft (assist by D. Bender),23,20
77,1,3:27.0,Shooting foul by M. Mulder (drawn by K. Lowry),,23,20
78,1,3:27.0,K. Lowry makes free throw 1 of 2,,24,20
79,1,3:27.0,K. Lowry makes free throw 2 of 2,,25,20
80,1,3:17.0,,Personal foul by T. Davis (drawn by J. Poole),25,20
81,1,3:17.0,C. Boucher enters the game for O. Anunoby,,25,20
82,1,3:11.0,,D. Bender misses 3-pt jump shot from 28 ft,25,20
83,1,3:09.0,Defensive rebound by P. Siakam,,25,20
84,1,3:01.0,P. Siakam misses 2-pt jump shot from 7 ft,,25,20
85,1,3:00.0,,Defensive rebound by D. Bender,25,20
86,1,2:52.0,,E. Paschall makes 2-pt dunk from 2 ft,25,22
87,1,2:44.0,P. Siakam makes 2-pt layup from 8 ft (assist by K. Lowry),,27,22
88,1,2:37.0,,J. Poole misses 3-pt jump shot from 28 ft,27,22
89,1,2:35.0,Defensive rebound by K. Lowry,,27,22
90,1,2:22.0,K. Lowry makes 3-pt jump shot from 27 ft,,30,22
91,1,2:02.0,,E. Paschall misses 3-pt jump shot from 25 ft (block by P. Siakam),30,22
92,1,2:00.0,Defensive rebound by P. McCaw,,30,22
93,1,1:50.0,Offensive foul by P. Siakam (drawn by D. Bender),,30,22
94,1,1:50.0,Turnover by P. Siakam (offensive foul),,30,22
95,1,1:50.0,Toronto full timeout,,30,22
96,1,1:50.0,N. Powell enters the game for K. Lowry,,30,22
97,1,1:50.0,,A. Wiggins enters the game for D. Lee,30,22
98,1,1:34.0,,Shooting foul by C. Boucher (drawn by E. Paschall),30,22
99,1,1:34.0,,E. Paschall makes free throw 1 of 2,30,23
100,1,1:34.0,,E. Paschall makes free throw 2 of 2,30,24
101,1,1:31.0,T. Davis misses 3-pt jump shot from 27 ft,,30,24
102,1,1:29.0,,Defensive rebound by A. Wiggins,30,24
103,1,1:09.0,,M. Mulder makes 3-pt jump shot from 23 ft (assist by D. Bender),30,27
104,1,0:54.0,C. Boucher makes 2-pt dunk from 1 ft (assist by P. McCaw),,32,27
105,1,0:44.0,,A. Wiggins misses 2-pt hook shot from 11 ft,32,27
106,1,0:43.0,,Offensive rebound by D. Bender,32,27
107,1,0:39.0,,D. Bender misses 2-pt layup from 8 ft (block by C. Boucher),32,27
108,1,0:37.0,Defensive rebound by C. Boucher,,32,27
109,1,0:25.0,N. Powell misses 3-pt jump shot from 26 ft,,32,27
110,1,0:23.0,,Defensive rebound by E. Paschall,32,27
111,1,0:00.0,,M. Mulder misses 3-pt jump shot from 27 ft,32,27
112,1,0:00.0,,Offensive rebound by Team,32,27
113,2,11:47.0,,D. Bender makes 2-pt dunk from 2 ft (assist by J. Poole),32,29
114,2,11:21.0,T. Davis misses 2-pt jump shot from 15 ft (block by A. Wiggins),,32,29
115,2,11:20.0,,Defensive rebound by S. Curry,32,29
116,2,11:16.0,,Turnover by S. Curry (lost ball; steal by N. Powell),32,29
117,2,11:14.0,Shooting foul by J. Poole (drawn by N. Powell),,32,29
118,2,11:14.0,N. Powell makes free throw 1 of 2,,33,29
119,2,11:14.0,N. Powell makes free throw 2 of 2,,34,29
120,2,11:06.0,,Turnover by A. Wiggins (out of bounds lost ball),34,29
121,2,10:49.0,N. Powell makes 2-pt jump shot from 17 ft (assist by T. Davis),,36,29
122,2,10:37.0,,D. Bender misses 3-pt jump shot from 27 ft,36,29
123,2,10:35.0,Defensive rebound by T. Davis,,36,29
124,2,10:20.0,N. Powell makes 3-pt jump shot from 27 ft (assist by T. Davis),,39,29
125,2,10:09.0,,S. Curry makes 2-pt jump shot from 17 ft,39,31
126,2,10:09.0,,Shooting foul by P. McCaw (drawn by S. Curry),39,31
127,2,10:09.0,,J. Toscano-Anderson enters the game for E. Paschall,39,31
128,2,10:09.0,,S. Curry makes free throw 1 of 1,39,32
129,2,9:56.0,N. Powell makes 2-pt layup from 4 ft (assist by T. Davis),,41,32
130,2,9:46.0,,D. Bender misses 2-pt layup from 2 ft,41,32
131,2,9:45.0,Defensive rebound by Team,,41,32
132,2,9:44.0,,Loose ball foul by D. Bender (drawn by C. Boucher),41,32
133,2,9:33.0,N. Powell makes 3-pt jump shot from 26 ft (assist by T. Davis),,44,32
134,2,9:15.0,,S. Curry misses 3-pt jump shot from 28 ft,44,32
135,2,9:13.0,,Offensive rebound by J. Toscano-Anderson,44,32
136,2,9:13.0,,J. Toscano-Anderson makes 2-pt layup from 1 ft,44,34
137,2,9:05.0,T. Davis makes 2-pt dunk from 1 ft,,46,34
138,2,9:05.0,,Golden State full timeout,46,34
139,2,9:05.0,,M. Chriss enters the game for D. Bender,46,34
140,2,9:05.0,,M. Mulder enters the game for J. Poole,46,34
141,2,8:50.0,,Shooting foul by C. Boucher (drawn by M. Chriss),46,34
142,2,8:50.0,,M. Chriss misses free throw 1 of 2,46,34
143,2,8:50.0,,Offensive rebound by Team,46,34
144,2,8:50.0,,M. Chriss makes free throw 2 of 2,46,35
145,2,8:30.0,N. Powell makes 3-pt jump shot from 26 ft,,49,35
146,2,8:12.0,,M. Chriss misses 2-pt dunk from 2 ft,49,35
147,2,8:12.0,,Offensive rebound by Team,49,35
148,2,8:08.0,,S. Curry misses 3-pt jump shot from 28 ft,49,35
149,2,8:06.0,Defensive rebound by T. Davis,,49,35
150,2,7:54.0,C. Boucher misses 3-pt jump shot from 25 ft,,49,35
151,2,7:52.0,,Defensive rebound by M. Chriss,49,35
152,2,7:40.0,,S. Curry makes 3-pt jump shot from 29 ft (assist by J. Toscano-Anderson),49,38
153,2,7:26.0,T. Davis makes 2-pt dunk from 1 ft,,51,38
154,2,7:26.0,Shooting foul by M. Chriss (drawn by T. Davis),,51,38
155,2,7:26.0,S. Ibaka enters the game for C. Boucher,,51,38
156,2,7:26.0,K. Lowry enters the game for P. McCaw,,51,38
157,2,7:26.0,,D. Lee enters the game for S. Curry,51,38
158,2,7:26.0,,E. Paschall enters the game for A. Wiggins,51,38
159,2,7:26.0,T. Davis makes free throw 1 of 1,,52,38
160,2,7:06.0,,D. Lee misses 3-pt jump shot from 25 ft,52,38
161,2,7:04.0,Defensive rebound by K. Lowry,,52,38
162,2,6:59.0,N. Powell misses 3-pt jump shot from 23 ft,,52,38
163,2,6:57.0,,Defensive rebound by M. Mulder,52,38
164,2,6:49.0,,Shooting foul by K. Lowry (drawn by D. Lee),52,38
165,2,6:49.0,,D. Lee makes free throw 1 of 2,52,39
166,2,6:49.0,P. McCaw enters the game for O. Anunoby,,52,39
167,2,6:49.0,P. Siakam enters the game for T. Davis,,52,39
168,2,6:49.0,,D. Lee makes free throw 2 of 2,52,40
169,2,6:37.0,S. Ibaka makes 2-pt dunk from 2 ft (assist by N. Powell),,54,40
170,2,6:17.0,,Turnover by E. Paschall (traveling),54,40
171,2,5:54.0,K. Lowry misses 3-pt jump shot from 31 ft,,54,40
172,2,5:53.0,Offensive rebound by Team,,54,40
173,2,5:53.0,Turnover by Team (shot clock),,54,40
174,2,5:32.0,,M. Chriss makes 2-pt dunk from 3 ft (assist by E. Paschall),54,42
175,2,5:15.0,S. Ibaka misses 2-pt hook shot from 11 ft,,54,42
176,2,5:14.0,,Defensive rebound by M. Mulder,54,42
177,2,4:56.0,,D. Lee makes 2-pt jump shot from 16 ft (assist by M. Chriss),54,44
178,2,4:46.0,,Golden State full timeout,54,44
179,2,4:46.0,,Instant Replay (Challenge: Ruling Stands),54,44
180,2,4:46.0,M. Thomas enters the game for N. Powell,,54,44
181,2,4:26.0,P. Siakam misses 3-pt jump shot from 27 ft,,54,44
182,2,4:24.0,Offensive rebound by S. Ibaka,,54,44
183,2,4:21.0,S. Ibaka misses 2-pt layup from 6 ft,,54,44
184,2,4:19.0,,Defensive rebound by J. Toscano-Anderson,54,44
185,2,4:02.0,,D. Lee misses 2-pt jump shot from 11 ft,54,44
186,2,4:01.0,Defensive rebound by M. Thomas,,54,44
187,2,3:49.0,P. McCaw misses 3-pt jump shot from 27 ft,,54,44
188,2,3:47.0,,Defensive rebound by J. Toscano-Anderson,54,44
189,2,3:47.0,,S. Curry enters the game for M. Mulder,54,44
190,2,3:47.0,,A. Wiggins enters the game for J. Toscano-Anderson,54,44
191,2,3:24.0,,S. Curry makes 3-pt jump shot from 32 ft (assist by E. Paschall),54,47
192,2,3:12.0,Turnover by M. Thomas (step out of bounds),,54,47
193,2,3:04.0,,S. Curry misses 2-pt layup from 3 ft,54,47
194,2,3:03.0,,Offensive rebound by M. Chriss,54,47
195,2,3:02.0,,M. Chriss misses 2-pt layup at rim,54,47
196,2,3:01.0,Defensive rebound by P. Siakam,,54,47
197,2,2:50.0,P. Siakam makes 2-pt jump shot from 10 ft (assist by K. Lowry),,56,47
198,2,2:41.0,,A. Wiggins misses 3-pt jump shot from 28 ft,56,47
199,2,2:39.0,Defensive rebound by S. Ibaka,,56,47
200,2,2:29.0,P. Siakam misses 2-pt jump shot from 10 ft,,56,47
201,2,2:28.0,,Defensive rebound by S. Curry,56,47
202,2,2:21.0,,E. Paschall misses 3-pt jump shot from 26 ft,56,47
203,2,2:19.0,,Offensive rebound by M. Chriss,56,47
204,2,2:13.0,,D. Lee misses 3-pt jump shot from 28 ft,56,47
205,2,2:12.0,,Offensive rebound by Team,56,47
206,2,2:12.0,Loose ball foul by S. Ibaka (drawn by A. Wiggins),,56,47
207,2,2:12.0,O. Anunoby enters the game for M. Thomas,,56,47
208,2,2:06.0,,Shooting foul by K. Lowry (drawn by M. Chriss),56,47
209,2,2:06.0,,M. Chriss makes free throw 1 of 2,56,48
210,2,2:06.0,,M. Chriss makes free throw 2 of 2,56,49
211,2,1:51.0,K. Lowry misses 3-pt jump shot from 27 ft,,56,49
212,2,1:49.0,,Defensive rebound by D. Lee,56,49
213,2,1:34.0,,E. Paschall makes 2-pt layup from 2 ft (assist by S. Curry),56,51
214,2,1:20.0,Shooting foul by E. Paschall (drawn by P. Siakam),,56,51
215,2,1:20.0,P. Siakam makes free throw 1 of 2,,57,51
216,2,1:20.0,N. Powell enters the game for S. Ibaka,,57,51
217,2,1:20.0,,M. Mulder enters the game for M. Chriss,57,51
218,2,1:20.0,P. Siakam makes free throw 2 of 2,,58,51
219,2,1:02.0,,M. Mulder misses 3-pt jump shot from 26 ft,58,51
220,2,1:00.0,Defensive rebound by K. Lowry,,58,51
221,2,0:56.0,N. Powell makes 2-pt layup from 3 ft (assist by K. Lowry),,60,51
222,2,0:45.0,,S. Curry misses 3-pt jump shot from 31 ft,60,51
223,2,0:43.0,Defensive rebound by K. Lowry,,60,51
224,2,0:35.0,N. Powell makes 2-pt layup from 2 ft (assist by K. Lowry),,62,51
225,2,0:29.0,,Shooting foul by O. Anunoby (drawn by S. Curry),62,51
226,2,0:29.0,,S. Curry makes free throw 1 of 2,62,52
227,2,0:29.0,,J. Toscano-Anderson enters the game for M. Mulder,62,52
228,2,0:29.0,,S. Curry makes free throw 2 of 2,62,53
229,2,0:08.0,Turnover by N. Powell (lost ball; steal by J. Toscano-Anderson),,62,53
230,2,0:04.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by E. Paschall),62,55
231,3,11:45.0,,J. Toscano-Anderson misses 3-pt jump shot from 24 ft,62,55
232,3,11:40.0,Defensive rebound by P. Siakam,,62,55
233,3,11:36.0,P. Siakam makes 2-pt layup from 10 ft,,64,55
234,3,11:18.0,,D. Lee makes 3-pt jump shot from 22 ft (assist by S. Curry),64,58
235,3,10:55.0,P. Siakam misses 3-pt jump shot from 24 ft,,64,58
236,3,10:53.0,,Defensive rebound by A. Wiggins,64,58
237,3,10:43.0,,M. Chriss misses 2-pt layup from 3 ft,64,58
238,3,10:41.0,Defensive rebound by P. Siakam,,64,58
239,3,10:37.0,K. Lowry makes 3-pt jump shot from 32 ft (assist by P. Siakam),,67,58
240,3,10:29.0,,D. Lee misses 3-pt jump shot from 29 ft,67,58
241,3,10:27.0,Defensive rebound by S. Ibaka,,67,58
242,3,10:15.0,K. Lowry misses 3-pt jump shot from 27 ft,,67,58
243,3,10:10.0,Offensive rebound by O. Anunoby,,67,58
244,3,10:09.0,S. Ibaka misses 3-pt jump shot from 29 ft,,67,58
245,3,10:07.0,,Defensive rebound by S. Curry,67,58
246,3,10:04.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by S. Curry),67,60
247,3,9:53.0,Shooting foul by J. Toscano-Anderson (drawn by P. Siakam),,67,60
248,3,9:53.0,P. Siakam makes free throw 1 of 2,,68,60
249,3,9:53.0,P. Siakam misses free throw 2 of 2,,68,60
250,3,9:52.0,,Defensive rebound by M. Chriss,68,60
251,3,9:41.0,,Shooting foul by N. Powell (drawn by S. Curry),68,60
252,3,9:41.0,,S. Curry makes free throw 1 of 2,68,61
253,3,9:41.0,,S. Curry makes free throw 2 of 2,68,62
254,3,9:25.0,S. Ibaka misses 2-pt hook shot from 8 ft,,68,62
255,3,9:24.0,,Defensive rebound by M. Chriss,68,62
256,3,9:14.0,,A. Wiggins misses 3-pt jump shot from 23 ft,68,62
257,3,9:12.0,Defensive rebound by N. Powell,,68,62
258,3,9:02.0,S. Ibaka makes 3-pt jump shot from 27 ft (assist by K. Lowry),,71,62
259,3,8:41.0,,S. Curry makes 2-pt jump shot from 17 ft (assist by D. Lee),71,64
260,3,8:25.0,Turnover by P. Siakam (bad pass),,71,64
261,3,8:17.0,,S. Curry misses 3-pt jump shot from 25 ft,71,64
262,3,8:15.0,Defensive rebound by K. Lowry,,71,64
263,3,8:05.0,Shooting foul by J. Toscano-Anderson (drawn by K. Lowry),,71,64
264,3,8:05.0,K. Lowry makes free throw 1 of 2,,72,64
265,3,8:05.0,K. Lowry makes free throw 2 of 2,,73,64
266,3,7:54.0,,A. Wiggins makes 2-pt jump shot from 18 ft,73,66
267,3,7:35.0,N. Powell makes 2-pt layup from 1 ft (assist by S. Ibaka),,75,66
268,3,7:25.0,,M. Chriss misses 2-pt hook shot from 2 ft,75,66
269,3,7:23.0,,Offensive rebound by M. Chriss,75,66
270,3,7:22.0,,M. Chriss misses 2-pt layup from 5 ft,75,66
271,3,7:21.0,,Offensive rebound by A. Wiggins,75,66
272,3,7:16.0,,S. Curry makes 3-pt jump shot from 31 ft (assist by A. Wiggins),75,69
273,3,7:16.0,,Shooting foul by K. Lowry (drawn by S. Curry),75,69
274,3,7:16.0,,S. Curry makes free throw 1 of 1,75,70
275,3,6:58.0,P. Siakam misses 3-pt jump shot from 26 ft,,75,70
276,3,6:56.0,,Defensive rebound by A. Wiggins,75,70
277,3,6:50.0,,A. Wiggins misses 2-pt layup from 6 ft (block by S. Ibaka),75,70
278,3,6:50.0,,Offensive rebound by Team,75,70
279,3,6:50.0,,Golden State full timeout,75,70
280,3,6:50.0,,M. Mulder enters the game for S. Curry,75,70
281,3,6:43.0,,M. Mulder misses 3-pt jump shot from 26 ft,75,70
282,3,6:41.0,Defensive rebound by S. Ibaka,,75,70
283,3,6:36.0,Shooting foul by M. Mulder (drawn by K. Lowry),,75,70
284,3,6:36.0,K. Lowry makes free throw 1 of 2,,76,70
285,3,6:36.0,K. Lowry makes free throw 2 of 2,,77,70
286,3,6:20.0,,D. Lee makes 3-pt jump shot from 28 ft (assist by A. Wiggins),77,73
287,3,5:58.0,O. Anunoby makes 2-pt layup from 3 ft (assist by S. Ibaka),,79,73
288,3,5:45.0,,M. Chriss misses 2-pt jump shot from 10 ft,79,73
289,3,5:44.0,Defensive rebound by S. Ibaka,,79,73
290,3,5:35.0,K. Lowry misses 3-pt jump shot from 28 ft,,79,73
291,3,5:33.0,,Defensive rebound by A. Wiggins,79,73
292,3,5:31.0,,Personal foul by K. Lowry (drawn by J. Toscano-Anderson),79,73
293,3,5:31.0,,E. Paschall enters the game for J. Toscano-Anderson,79,73
294,3,5:31.0,,J. Poole enters the game for A. Wiggins,79,73
295,3,5:26.0,,E. Paschall makes 2-pt jump shot from 21 ft (assist by M. Chriss),79,75
296,3,5:07.0,N. Powell makes 2-pt jump shot from 17 ft,,81,75
297,3,4:53.0,,M. Chriss makes 2-pt hook shot from 3 ft (assist by E. Paschall),81,77
298,3,4:44.0,K. Lowry makes 2-pt layup from 10 ft,,83,77
299,3,4:27.0,,D. Lee makes 3-pt jump shot from 26 ft (assist by E. Paschall),83,80
300,3,4:13.0,Turnover by K. Lowry (bad pass; steal by M. Mulder),,83,80
301,3,4:10.0,,M. Chriss makes 2-pt dunk from 2 ft (assist by D. Lee),83,82
302,3,4:08.0,Toronto full timeout,,83,82
303,3,4:08.0,R. Hollis-Jefferson enters the game for S. Ibaka,,83,82
304,3,4:08.0,P. McCaw enters the game for K. Lowry,,83,82
305,3,4:08.0,,D. Bender enters the game for M. Chriss,83,82
306,3,3:44.0,O. Anunoby misses 2-pt jump shot from 12 ft,,83,82
307,3,3:43.0,,Defensive rebound by D. Lee,83,82
308,3,3:31.0,,M. Mulder misses 3-pt jump shot from 28 ft,83,82
309,3,3:29.0,,Offensive rebound by D. Bender,83,82
310,3,3:27.0,,E. Paschall makes 3-pt jump shot from 26 ft (assist by D. Bender),83,85
311,3,3:11.0,O. Anunoby misses 3-pt jump shot from 28 ft,,83,85
312,3,3:09.0,,Defensive rebound by D. Lee,83,85
313,3,2:59.0,,Turnover by J. Poole (lost ball; steal by N. Powell),83,85
314,3,2:57.0,N. Powell makes 2-pt layup from 3 ft,,85,85
315,3,2:57.0,Shooting foul by D. Lee (drawn by N. Powell),,85,85
316,3,2:57.0,N. Powell makes free throw 1 of 1,,86,85
317,3,2:43.0,,Turnover by M. Mulder (bad pass; steal by O. Anunoby),86,85
318,3,2:29.0,P. Siakam misses 3-pt jump shot from 23 ft,,86,85
319,3,2:28.0,,Defensive rebound by Team,86,85
320,3,2:28.0,,Personal foul by O. Anunoby (drawn by E. Paschall),86,85
321,3,2:28.0,T. Davis enters the game for O. Anunoby,,86,85
322,3,2:28.0,,A. Wiggins enters the game for D. Lee,86,85
323,3,2:20.0,,Shooting foul by T. Davis (drawn by D. Bender),86,85
324,3,2:20.0,,D. Bender misses free throw 1 of 2,86,85
325,3,2:20.0,,Offensive rebound by Team,86,85
326,3,2:20.0,,D. Bender makes free throw 2 of 2,86,86
327,3,2:07.0,Turnover by T. Davis (step out of bounds),,86,86
328,3,1:56.0,,Offensive foul by D. Bender (drawn by P. McCaw),86,86
329,3,1:56.0,,Turnover by D. Bender (offensive foul),86,86
330,3,1:43.0,N. Powell misses 2-pt layup from 4 ft (block by A. Wiggins),,86,86
331,3,1:43.0,,Defensive rebound by Team,86,86
332,3,1:36.0,,A. Wiggins misses 3-pt jump shot from 26 ft,86,86
333,3,1:33.0,Defensive rebound by N. Powell,,86,86
334,3,1:25.0,N. Powell makes 3-pt jump shot from 28 ft (assist by P. Siakam),,89,86
335,3,0:57.0,,E. Paschall makes 2-pt jump shot from 6 ft (assist by D. Bender),89,88
336,3,0:44.0,P. Siakam misses 3-pt jump shot from 27 ft,,89,88
337,3,0:41.0,,Defensive rebound by D. Bender,89,88
338,3,0:31.0,,Turnover by J. Poole (bad pass; steal by P. Siakam),89,88
339,3,0:26.0,Offensive foul by P. Siakam (drawn by E. Paschall),,89,88
340,3,0:26.0,Turnover by P. Siakam (offensive foul),,89,88
341,3,0:26.0,,S. Curry enters the game for D. Bender,89,88
342,3,0:26.0,,D. Lee enters the game for J. Poole,89,88
343,3,0:04.0,,D. Lee misses 3-pt jump shot from 28 ft,89,88
344,3,0:02.0,,Offensive rebound by Team,89,88
345,3,0:02.0,,Turnover by Team (shot clock),89,88
346,3,0:02.0,M. Thomas enters the game for R. Hollis-Jefferson,,89,88
347,3,0:02.0,,J. Toscano-Anderson enters the game for S. Curry,89,88
348,3,0:00.0,P. Siakam misses 3-pt jump shot from 34 ft,,89,88
349,3,0:00.0,Offensive rebound by Team,,89,88
350,4,11:44.0,T. Davis makes 3-pt jump shot from 27 ft (assist by P. McCaw),,92,88
351,4,11:23.0,,E. Paschall misses 3-pt jump shot from 26 ft,92,88
352,4,11:21.0,Defensive rebound by R. Hollis-Jefferson,,92,88
353,4,11:08.0,T. Davis misses 3-pt jump shot from 26 ft,,92,88
354,4,11:06.0,,Defensive rebound by E. Paschall,92,88
355,4,10:58.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by J. Poole),92,91
356,4,10:43.0,O. Anunoby makes 3-pt jump shot from 24 ft (assist by R. Hollis-Jefferson),,95,91
357,4,10:34.0,,J. Poole misses 2-pt layup from 2 ft,95,91
358,4,10:33.0,Defensive rebound by R. Hollis-Jefferson,,95,91
359,4,10:17.0,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,,95,91
360,4,10:16.0,,Defensive rebound by D. Bender,95,91
361,4,10:09.0,,A. Wiggins makes 3-pt jump shot from 23 ft (assist by E. Paschall),95,94
362,4,9:52.0,Turnover by T. Davis (bad pass),,95,94
363,4,9:39.0,,Shooting foul by M. Thomas (drawn by E. Paschall),95,94
364,4,9:39.0,,E. Paschall misses free throw 1 of 2,95,94
365,4,9:39.0,,Offensive rebound by Team,95,94
366,4,9:39.0,,E. Paschall makes free throw 2 of 2,95,95
367,4,9:25.0,M. Thomas misses 3-pt jump shot from 27 ft (block by J. Poole),,95,95
368,4,9:23.0,,Defensive rebound by S. Curry,95,95
369,4,9:09.0,,Turnover by E. Paschall (bad pass; steal by R. Hollis-Jefferson),95,95
370,4,9:09.0,Personal foul by S. Curry (drawn by R. Hollis-Jefferson),,95,95
371,4,9:09.0,,J. Toscano-Anderson enters the game for E. Paschall,95,95
372,4,8:48.0,M. Thomas misses 3-pt jump shot from 26 ft,,95,95
373,4,8:46.0,,Defensive rebound by J. Poole,95,95
374,4,8:40.0,,Turnover by J. Poole (bad pass),95,95
375,4,8:29.0,M. Thomas makes 2-pt jump shot from 18 ft (assist by P. McCaw),,97,95
