,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MIAMI_ACTION,LA LAKERS_SCORE,MIAMI_SCORE
389,4,5:46.0,,K. Nunn makes 2-pt layup from 2 ft,100,97
390,4,5:46.0,Violation by Team (def goaltending),,100,97
391,4,5:27.0,D. Green misses 2-pt jump shot from 15 ft,,100,97
392,4,5:24.0,,Defensive rebound by D. Robinson,100,97
393,4,5:12.0,,K. Nunn misses 3-pt jump shot from 23 ft,100,97
394,4,5:11.0,,Offensive rebound by K. Olynyk,100,97
395,4,5:10.0,,Personal foul by A. Bradley (drawn by K. Olynyk),100,97
396,4,5:10.0,L. James enters the game for R. Rondo,,100,97
397,4,5:07.0,,K. Olynyk misses 2-pt layup from 1 ft,100,97
398,4,5:06.0,Defensive rebound by Team,,100,97
399,4,5:06.0,,Loose ball foul by K. Olynyk (drawn by A. Davis),100,97
400,4,5:06.0,K. Caldwell-Pope enters the game for A. Bradley,,100,97
401,4,5:06.0,,D. Jones enters the game for K. Olynyk,100,97
402,4,4:46.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. James),,103,97
403,4,4:28.0,,B. Adebayo makes 2-pt dunk from 2 ft (assist by K. Nunn),103,99
404,4,4:04.0,A. Davis misses 3-pt jump shot from 24 ft,,103,99
405,4,4:02.0,Offensive rebound by D. Howard,,103,99
406,4,3:59.0,D. Green misses 3-pt jump shot from 26 ft,,103,99
407,4,3:58.0,Offensive rebound by K. Caldwell-Pope,,103,99
408,4,3:46.0,L. James makes 2-pt layup from 1 ft,,105,99
409,4,3:36.0,,K. Nunn misses 2-pt layup from 1 ft (block by A. Davis),105,99
410,4,3:34.0,Defensive rebound by A. Davis,,105,99
411,4,3:28.0,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,,105,99
412,4,3:27.0,Offensive rebound by L. James,,105,99
413,4,3:26.0,A. Davis makes 2-pt dunk from 2 ft (assist by L. James),,107,99
414,4,3:06.0,,J. Butler misses 2-pt jump shot from 9 ft,107,99
415,4,3:04.0,Defensive rebound by D. Howard,,107,99
416,4,2:59.0,LA Lakers full timeout,,107,99
417,4,2:46.0,L. James misses 2-pt jump shot from 16 ft,,107,99
418,4,2:44.0,,Defensive rebound by D. Jones,107,99
419,4,2:28.0,,K. Nunn makes 3-pt jump shot from 25 ft (assist by D. Jones),107,102
420,4,2:15.0,Personal foul by D. Jones (drawn by L. James),,107,102
421,4,2:15.0,R. Rondo enters the game for D. Howard,,107,102
422,4,2:07.0,Turnover by D. Green (step out of bounds),,107,102
423,4,1:55.0,,D. Robinson makes 3-pt jump shot from 24 ft (assist by J. Butler),107,105
424,4,1:38.0,A. Davis makes 3-pt jump shot from 23 ft (assist by L. James),,110,105
425,4,1:27.0,,J. Butler makes 2-pt layup from 2 ft,110,107
426,4,1:15.0,Personal foul by K. Nunn (drawn by D. Green),,110,107
427,4,1:01.0,D. Green misses 3-pt jump shot from 23 ft,,110,107
428,4,1:01.0,Offensive rebound by Team,,110,107
429,4,1:01.0,,Loose ball foul by D. Robinson (drawn by A. Davis),110,107
430,4,1:01.0,A. Davis makes free throw 1 of 2,,111,107
431,4,1:01.0,A. Davis misses free throw 2 of 2,,111,107
432,4,0:58.0,,Defensive rebound by B. Adebayo,111,107
433,4,0:42.0,,J. Butler misses 3-pt jump shot from 25 ft,111,107
434,4,0:40.0,Defensive rebound by A. Davis,,111,107
435,4,0:18.0,LA Lakers full timeout,,111,107
436,4,0:16.0,A. Davis misses 3-pt jump shot from 26 ft,,111,107
437,4,0:15.0,,Defensive rebound by D. Jones,111,107
438,4,0:09.0,,K. Nunn makes 3-pt jump shot from 24 ft,111,110
439,4,0:08.0,Personal take foul by D. Robinson (drawn by K. Caldwell-Pope),,111,110
440,4,0:08.0,K. Caldwell-Pope makes free throw 1 of 2,,112,110
441,4,0:08.0,K. Caldwell-Pope misses free throw 2 of 2,,112,110
442,4,0:04.0,Offensive rebound by K. Caldwell-Pope,,112,110
443,4,0:04.0,Personal take foul by J. Butler (drawn by K. Caldwell-Pope),,112,110
444,4,0:04.0,K. Caldwell-Pope misses free throw 1 of 2,,112,110
445,4,0:04.0,Offensive rebound by Team,,112,110
446,4,0:04.0,K. Caldwell-Pope makes free throw 2 of 2,,113,110
447,4,0:04.0,,Miami full timeout,113,110
448,4,0:04.0,A. Bradley enters the game for K. Caldwell-Pope,,113,110
449,4,0:04.0,A. Caruso enters the game for D. Green,,113,110
450,4,0:04.0,,K. Olynyk enters the game for D. Jones,113,110
451,4,0:01.0,,J. Butler misses 3-pt jump shot from 23 ft,113,110
452,4,0:00.0,,Offensive rebound by Team,113,110
