,QUARTER,TIME_REMAINING,UTAH_ACTION,CLEVELAND_ACTION,UTAH_SCORE,CLEVELAND_SCORE
378,4,2:31.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,118,101
379,4,2:27.0,,Defensive rebound by K. Love,118,101
380,4,2:25.0,,C. Sexton makes 2-pt dunk at rim (assist by K. Love),118,103
381,4,2:05.0,Turnover by B. Bogdanović (bad pass; steal by C. Sexton),,118,103
382,4,2:00.0,,L. Nance makes 2-pt layup from 1 ft (assist by C. Sexton),118,105
383,4,1:46.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by M. Conley),,121,105
384,4,1:39.0,,C. Sexton makes 3-pt jump shot from 30 ft,121,108
385,4,1:28.0,D. Mitchell misses 2-pt layup from 3 ft,,121,108
386,4,1:26.0,,Defensive rebound by K. Porter,121,108
387,4,1:22.0,,K. Porter makes 3-pt jump shot from 25 ft,121,111
388,4,1:14.0,Personal foul by L. Nance (drawn by D. Mitchell),,121,111
389,4,1:14.0,D. Mitchell makes free throw 1 of 2,,122,111
390,4,1:14.0,T. Bradley enters the game for B. Bogdanović,,122,111
391,4,1:14.0,G. Niang enters the game for M. Conley,,122,111
392,4,1:14.0,R. O'Neale enters the game for R. Gobert,,122,111
393,4,1:14.0,,M. Mooney enters the game for K. Love,122,111
394,4,1:14.0,,D. Wade enters the game for L. Nance,122,111
395,4,1:14.0,D. Mitchell makes free throw 2 of 2,,123,111
396,4,1:06.0,,K. Porter misses 3-pt jump shot from 22 ft,123,111
397,4,1:04.0,,Offensive rebound by C. Osman,123,111
398,4,1:02.0,,C. Osman misses 2-pt layup at rim,123,111
399,4,1:00.0,,Offensive rebound by D. Wade,123,111
400,4,1:00.0,,D. Wade makes 2-pt layup from 1 ft,123,113
401,4,0:42.0,G. Niang makes 3-pt jump shot from 23 ft (assist by J. Ingles),,126,113
402,4,0:41.0,,Personal take foul by D. Mitchell (drawn by M. Mooney),126,113
403,4,0:41.0,J. Brantley enters the game for J. Ingles,,126,113
404,4,0:41.0,M. Oni enters the game for D. Mitchell,,126,113
405,4,0:33.0,,D. Wade misses 3-pt jump shot from 25 ft,126,113
406,4,0:29.0,Defensive rebound by T. Bradley,,126,113
407,4,0:11.0,Turnover by J. Brantley (lost ball; steal by M. Mooney),,126,113
408,4,0:05.0,,C. Osman misses 2-pt layup from 1 ft (block by R. O'Neale),126,113
409,4,0:05.0,Defensive rebound by M. Oni,,126,113
