,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PHILADELPHIA_ACTION,GOLDEN STATE_SCORE,PHILADELPHIA_SCORE
391,4,6:48.0,D. Lee makes 3-pt jump shot from 26 ft (assist by D. Green),,88,95
392,4,6:25.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by F. Korkmaz),88,97
393,4,6:12.0,Shooting foul by M. Thybulle (drawn by G. Robinson),,88,97
394,4,6:12.0,G. Robinson makes free throw 1 of 2,,89,97
395,4,6:12.0,G. Robinson makes free throw 2 of 2,,90,97
396,4,6:01.0,,T. Harris misses 2-pt layup from 2 ft (block by D. Green),90,97
397,4,6:00.0,,Offensive rebound by Team,90,97
398,4,6:00.0,A. Burks enters the game for D. Russell,,90,97
399,4,6:00.0,,S. Milton enters the game for F. Korkmaz,90,97
400,4,5:48.0,,Shooting foul by D. Green (drawn by A. Horford),90,97
401,4,5:48.0,,A. Horford makes free throw 1 of 2,90,98
402,4,5:48.0,,A. Horford makes free throw 2 of 2,90,99
403,4,5:41.0,Personal foul by S. Milton (drawn by D. Lee),,90,99
404,4,5:41.0,D. Lee makes free throw 1 of 2,,91,99
405,4,5:41.0,D. Lee misses free throw 2 of 2,,91,99
406,4,5:39.0,,Defensive rebound by A. Horford,91,99
407,4,5:20.0,,T. Harris makes 2-pt jump shot from 19 ft (assist by B. Simmons),91,101
408,4,5:01.0,Turnover by A. Burks (bad pass; steal by A. Horford),,91,101
409,4,4:55.0,,S. Milton makes 2-pt layup from 2 ft,91,103
410,4,4:55.0,Golden State full timeout,,91,103
411,4,4:55.0,D. Russell enters the game for D. Lee,,91,103
412,4,4:44.0,D. Russell misses 3-pt jump shot from 26 ft,,91,103
413,4,4:40.0,,Defensive rebound by T. Harris,91,103
414,4,4:36.0,,A. Horford misses 3-pt jump shot from 26 ft,91,103
415,4,4:32.0,Defensive rebound by D. Russell,,91,103
416,4,4:17.0,D. Green misses 3-pt jump shot from 25 ft,,91,103
417,4,4:13.0,,Defensive rebound by B. Simmons,91,103
418,4,4:04.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by B. Simmons),91,106
419,4,3:49.0,D. Green misses 3-pt jump shot from 27 ft,,91,106
420,4,3:46.0,,Defensive rebound by A. Horford,91,106
421,4,3:40.0,,Turnover by A. Horford (bad pass; steal by D. Russell),91,106
422,4,3:34.0,M. Chriss makes 2-pt dunk from 1 ft (assist by A. Burks),,93,106
423,4,3:18.0,,Shooting foul by A. Burks (drawn by B. Simmons),93,106
424,4,3:18.0,,B. Simmons makes free throw 1 of 2,93,107
425,4,3:18.0,,B. Simmons makes free throw 2 of 2,93,108
426,4,3:04.0,D. Russell makes 2-pt jump shot from 17 ft (assist by D. Green),,95,108
427,4,2:47.0,,S. Milton makes 3-pt jump shot from 27 ft (assist by B. Simmons),95,111
428,4,2:35.0,Personal foul by M. Thybulle (drawn by D. Russell),,95,111
429,4,2:35.0,D. Russell makes free throw 1 of 2,,96,111
430,4,2:35.0,D. Russell misses free throw 2 of 2,,96,111
431,4,2:32.0,,Defensive rebound by T. Harris,96,111
432,4,2:14.0,,A. Horford misses 2-pt jump shot from 19 ft,96,111
433,4,2:10.0,Defensive rebound by D. Russell,,96,111
434,4,2:00.0,G. Robinson makes 2-pt jump shot from 21 ft (assist by M. Chriss),,98,111
435,4,1:44.0,,Turnover by S. Milton (bad pass; steal by D. Green),98,111
436,4,1:41.0,Shooting foul by B. Simmons (drawn by A. Burks),,98,111
437,4,1:41.0,A. Burks makes free throw 1 of 2,,99,111
438,4,1:41.0,A. Burks misses free throw 2 of 2,,99,111
439,4,1:38.0,Offensive rebound by A. Burks,,99,111
440,4,1:37.0,G. Robinson makes 3-pt jump shot from 27 ft (assist by A. Burks),,102,111
441,4,1:33.0,,Personal take foul by D. Green (drawn by B. Simmons),102,111
442,4,1:33.0,,B. Simmons makes free throw 1 of 2,102,112
443,4,1:33.0,,B. Simmons makes free throw 2 of 2,102,113
444,4,1:28.0,D. Russell misses 3-pt jump shot from 27 ft,,102,113
445,4,1:26.0,,Defensive rebound by B. Simmons,102,113
446,4,1:25.0,,Personal take foul by D. Russell (drawn by B. Simmons),102,113
447,4,1:25.0,,B. Simmons makes free throw 1 of 2,102,114
448,4,1:25.0,J. Evans enters the game for A. Burks,,102,114
449,4,1:25.0,D. Lee enters the game for M. Chriss,,102,114
450,4,1:25.0,E. Paschall enters the game for D. Green,,102,114
451,4,1:25.0,J. Poole enters the game for G. Robinson,,102,114
452,4,1:25.0,O. Spellman enters the game for D. Russell,,102,114
453,4,1:25.0,,M. Scott enters the game for T. Harris,102,114
454,4,1:25.0,,Z. Smith enters the game for A. Horford,102,114
455,4,1:25.0,,B. Simmons makes free throw 2 of 2,102,115
456,4,1:03.0,,Violation by Team (kicked ball),102,115
457,4,1:03.0,,R. Neto enters the game for B. Simmons,102,115
458,4,0:55.0,O. Spellman misses 2-pt jump shot from 20 ft,,102,115
459,4,0:53.0,,Defensive rebound by Z. Smith,102,115
460,4,0:35.0,,Z. Smith misses 3-pt jump shot from 27 ft,102,115
461,4,0:32.0,Defensive rebound by E. Paschall,,102,115
462,4,0:26.0,E. Paschall makes 2-pt layup from 2 ft (assist by J. Evans),,104,115
463,4,0:02.0,,Turnover by Team (shot clock),104,115
