,QUARTER,TIME_REMAINING,DALLAS_ACTION,MIAMI_ACTION,DALLAS_SCORE,MIAMI_SCORE
27,1,8:05.0,,J. Butler makes 2-pt layup from 3 ft,11,10
28,1,7:37.0,L. Dončić misses 2-pt layup from 6 ft,,11,10
29,1,7:36.0,Offensive rebound by Team,,11,10
30,1,7:26.0,S. Curry makes 2-pt jump shot from 16 ft,,13,10
31,1,7:16.0,,B. Adebayo makes 2-pt jump shot from 13 ft (assist by K. Nunn),13,12
32,1,7:02.0,T. Hardaway misses 2-pt hook shot from 8 ft,,13,12
33,1,6:59.0,,Defensive rebound by B. Adebayo,13,12
34,1,6:50.0,,K. Nunn makes 3-pt jump shot from 26 ft (assist by B. Adebayo),13,15
35,1,6:34.0,L. Dončić misses 3-pt jump shot from 26 ft,,13,15
36,1,6:32.0,,Defensive rebound by Team,13,15
37,1,6:32.0,,Miami full timeout,13,15
38,1,6:32.0,M. Kidd-Gilchrist enters the game for T. Hardaway,,13,15
39,1,6:12.0,,J. Butler makes 2-pt layup from 3 ft (assist by D. Jones),13,17
40,1,6:12.0,,Shooting foul by M. Kidd-Gilchrist (drawn by J. Butler),13,17
41,1,6:12.0,,J. Butler makes free throw 1 of 1,13,18
42,1,5:47.0,S. Curry makes 3-pt jump shot from 27 ft (assist by M. Kidd-Gilchrist),,16,18
43,1,5:39.0,,Personal foul by S. Curry (drawn by D. Jones),16,18
44,1,5:39.0,,G. Dragić enters the game for D. Robinson,16,18
45,1,5:31.0,,K. Nunn makes 3-pt jump shot from 26 ft (assist by B. Adebayo),16,21
46,1,5:13.0,Turnover by S. Curry (bad pass; steal by D. Jones),,16,21
47,1,5:07.0,,B. Adebayo misses 2-pt jump shot from 10 ft,16,21
48,1,5:06.0,,Offensive rebound by B. Adebayo,16,21
49,1,5:06.0,,Turnover by B. Adebayo (bad pass),16,21
50,1,4:53.0,S. Curry makes 2-pt jump shot from 20 ft (assist by K. Porziņģis),,18,21
51,1,4:41.0,,D. Jones misses 3-pt jump shot from 26 ft,18,21
52,1,4:37.0,Defensive rebound by M. Kidd-Gilchrist,,18,21
53,1,4:34.0,Offensive foul by L. Dončić (drawn by D. Jones),,18,21
54,1,4:34.0,Turnover by L. Dončić (offensive foul),,18,21
55,1,4:34.0,Violation by Team (delay of game),,18,21
56,1,4:34.0,M. Kleber enters the game for K. Porziņģis,,18,21
57,1,4:34.0,,J. Crowder enters the game for D. Jones,18,21
58,1,4:16.0,,J. Butler misses 2-pt layup from 4 ft,18,21
59,1,4:13.0,Defensive rebound by M. Kleber,,18,21
60,1,4:11.0,Shooting foul by J. Crowder (drawn by L. Dončić),,18,21
61,1,4:11.0,L. Dončić makes free throw 1 of 2,,19,21
62,1,4:11.0,,K. Olynyk enters the game for B. Adebayo,19,21
63,1,4:11.0,L. Dončić makes free throw 2 of 2,,20,21
64,1,4:03.0,,G. Dragić misses 3-pt jump shot from 26 ft,20,21
65,1,4:01.0,Defensive rebound by M. Kidd-Gilchrist,,20,21
66,1,3:49.0,M. Kleber misses 3-pt jump shot from 23 ft,,20,21
67,1,3:46.0,,Defensive rebound by J. Crowder,20,21
68,1,3:38.0,,K. Nunn misses 2-pt jump shot from 15 ft,20,21
69,1,3:38.0,,Offensive rebound by Team,20,21
70,1,3:38.0,Violation by Team (kicked ball),,20,21
71,1,3:37.0,,K. Nunn misses 2-pt jump shot from 18 ft,20,21
72,1,3:35.0,Defensive rebound by L. Dončić,,20,21
73,1,3:26.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),,23,21
74,1,3:16.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by G. Dragić),23,24
75,1,3:15.0,Dallas full timeout,,23,24
76,1,3:15.0,J. Barea enters the game for S. Curry,,23,24
77,1,3:15.0,T. Hardaway enters the game for D. Finney-Smith,,23,24
78,1,3:15.0,,D. Robinson enters the game for K. Nunn,23,24
79,1,2:57.0,J. Barea makes 3-pt jump shot from 26 ft (assist by L. Dončić),,26,24
80,1,2:40.0,,J. Butler makes 2-pt layup from 2 ft (assist by K. Olynyk),26,26
81,1,2:11.0,M. Kleber misses 3-pt jump shot from 26 ft,,26,26
82,1,2:07.0,,Defensive rebound by G. Dragić,26,26
83,1,2:04.0,,D. Robinson makes 3-pt jump shot from 28 ft (assist by G. Dragić),26,29
84,1,1:51.0,Turnover by M. Kidd-Gilchrist (traveling),,26,29
85,1,1:51.0,K. Porziņģis enters the game for M. Kidd-Gilchrist,,26,29
86,1,1:51.0,,A. Iguodala enters the game for J. Butler,26,29
87,1,1:27.0,,J. Crowder misses 3-pt jump shot from 25 ft,26,29
88,1,1:23.0,,Offensive rebound by K. Olynyk,26,29
89,1,1:19.0,,Shooting foul by L. Dončić (drawn by K. Olynyk),26,29
90,1,1:19.0,,K. Olynyk misses free throw 1 of 2,26,29
91,1,1:19.0,,Offensive rebound by Team,26,29
92,1,1:19.0,D. Wright enters the game for L. Dončić,,26,29
93,1,1:19.0,,K. Olynyk misses free throw 2 of 2,26,29
94,1,1:17.0,Defensive rebound by K. Porziņģis,,26,29
95,1,0:57.0,K. Porziņģis misses 3-pt jump shot from 23 ft,,26,29
96,1,0:53.0,,Defensive rebound by D. Robinson,26,29
97,1,0:49.0,,K. Olynyk misses 3-pt jump shot from 27 ft,26,29
98,1,0:48.0,Defensive rebound by T. Hardaway,,26,29
99,1,0:34.0,J. Barea makes 3-pt jump shot from 27 ft (assist by T. Hardaway),,29,29
100,1,0:24.0,,G. Dragić makes 2-pt layup from 2 ft (assist by K. Olynyk),29,31
101,1,0:03.0,Personal foul by K. Olynyk (drawn by M. Kleber),,29,31
102,1,0:00.0,M. Kleber makes 2-pt layup from 5 ft (assist by D. Wright),,31,31
103,1,0:00.0,Instant Replay (Request: Ruling Stands),,31,31
104,2,11:44.0,K. Porziņģis misses 2-pt jump shot from 21 ft,,31,31
105,2,11:42.0,,Defensive rebound by J. Crowder,31,31
106,2,11:27.0,,A. Iguodala misses 3-pt jump shot from 23 ft,31,31
107,2,11:26.0,Defensive rebound by K. Porziņģis,,31,31
108,2,11:22.0,Personal foul by G. Dragić (drawn by J. Barea),,31,31
109,2,11:18.0,T. Hardaway misses 3-pt jump shot from 22 ft,,31,31
110,2,11:15.0,,Defensive rebound by D. Robinson,31,31
111,2,11:07.0,,Shooting foul by D. Wright (drawn by G. Dragić),31,31
112,2,11:07.0,,G. Dragić misses free throw 1 of 2,31,31
113,2,11:07.0,,Offensive rebound by Team,31,31
114,2,11:07.0,,G. Dragić makes free throw 2 of 2,31,32
115,2,10:48.0,J. Barea misses 3-pt jump shot from 27 ft,,31,32
116,2,10:45.0,,Defensive rebound by D. Robinson,31,32
117,2,10:38.0,,G. Dragić misses 2-pt layup from 4 ft (block by M. Kleber),31,32
118,2,10:36.0,,Offensive rebound by A. Iguodala,31,32
119,2,10:36.0,,K. Olynyk makes 3-pt jump shot from 27 ft (assist by A. Iguodala),31,35
120,2,10:18.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by J. Barea),,34,35
121,2,10:07.0,,G. Dragić misses 3-pt jump shot from 24 ft,34,35
122,2,10:04.0,Defensive rebound by K. Porziņģis,,34,35
123,2,9:55.0,T. Hardaway makes 2-pt layup from 4 ft,,36,35
124,2,9:40.0,,K. Olynyk makes 3-pt jump shot from 24 ft,36,38
125,2,9:21.0,K. Porziņģis misses 2-pt layup from 5 ft,,36,38
126,2,9:19.0,Offensive rebound by K. Porziņģis,,36,38
127,2,9:08.0,D. Wright misses 2-pt jump shot from 9 ft,,36,38
128,2,9:06.0,,Defensive rebound by K. Olynyk,36,38
129,2,8:43.0,,A. Iguodala misses 3-pt jump shot from 27 ft,36,38
130,2,8:41.0,Defensive rebound by T. Hardaway,,36,38
131,2,8:36.0,T. Hardaway makes 3-pt jump shot from 27 ft,,39,38
132,2,8:19.0,,K. Olynyk misses 2-pt jump shot from 9 ft,39,38
133,2,8:17.0,Defensive rebound by M. Kleber,,39,38
134,2,8:09.0,Turnover by J. Barea (lost ball; steal by J. Crowder),,39,38
135,2,8:06.0,,D. Robinson makes 2-pt layup from 2 ft (assist by J. Crowder),39,40
136,2,8:06.0,,Shooting foul by K. Porziņģis (drawn by D. Robinson),39,40
137,2,8:06.0,D. Finney-Smith enters the game for M. Kleber,,39,40
138,2,8:06.0,,D. Robinson makes free throw 1 of 1,39,41
139,2,7:44.0,K. Porziņģis misses 3-pt jump shot from 27 ft,,39,41
140,2,7:41.0,,Defensive rebound by K. Olynyk,39,41
141,2,7:34.0,,K. Olynyk makes 2-pt jump shot from 12 ft (assist by G. Dragić),39,43
142,2,7:33.0,Dallas full timeout,,39,43
143,2,7:33.0,,B. Adebayo enters the game for K. Olynyk,39,43
144,2,7:13.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,39,43
145,2,7:08.0,,Defensive rebound by B. Adebayo,39,43
146,2,6:46.0,,Turnover by Team (shot clock),39,43
147,2,6:46.0,L. Dončić enters the game for J. Barea,,39,43
148,2,6:46.0,,J. Butler enters the game for A. Iguodala,39,43
149,2,6:39.0,K. Porziņģis misses 3-pt jump shot from 28 ft,,39,43
150,2,6:39.0,,Defensive rebound by Team,39,43
151,2,6:39.0,S. Curry enters the game for T. Hardaway,,39,43
152,2,6:39.0,M. Kleber enters the game for K. Porziņģis,,39,43
153,2,6:31.0,,G. Dragić makes 2-pt layup from 3 ft,39,45
154,2,6:08.0,L. Dončić misses 2-pt layup from 6 ft (block by J. Butler),,39,45
155,2,6:07.0,,Defensive rebound by B. Adebayo,39,45
156,2,6:03.0,,D. Robinson makes 3-pt jump shot from 28 ft (assist by J. Butler),39,48
157,2,5:53.0,D. Wright makes 2-pt layup from 4 ft,,41,48
158,2,5:37.0,,J. Butler misses 2-pt jump shot from 13 ft,41,48
159,2,5:36.0,Defensive rebound by D. Finney-Smith,,41,48
160,2,5:32.0,Personal foul by J. Crowder (drawn by D. Finney-Smith),,41,48
161,2,5:32.0,,D. Jones enters the game for G. Dragić,41,48
162,2,5:24.0,M. Kleber misses 2-pt jump shot from 9 ft,,41,48
163,2,5:23.0,,Defensive rebound by B. Adebayo,41,48
164,2,5:07.0,,D. Robinson misses 3-pt jump shot from 23 ft,41,48
165,2,5:06.0,Defensive rebound by M. Kleber,,41,48
166,2,4:57.0,L. Dončić makes 2-pt jump shot from 4 ft,,43,48
167,2,4:42.0,,D. Robinson makes 3-pt jump shot from 26 ft (assist by B. Adebayo),43,51
168,2,4:19.0,,Violation by Team (kicked ball),43,51
169,2,4:05.0,L. Dončić misses 3-pt jump shot from 28 ft,,43,51
170,2,4:03.0,Offensive rebound by Team,,43,51
171,2,4:03.0,Shooting foul by B. Adebayo (drawn by D. Finney-Smith),,43,51
172,2,4:03.0,D. Finney-Smith makes free throw 1 of 2,,44,51
173,2,4:03.0,T. Hardaway enters the game for D. Wright,,44,51
174,2,4:03.0,D. Finney-Smith misses free throw 2 of 2,,44,51
175,2,4:01.0,,Defensive rebound by B. Adebayo,44,51
176,2,3:44.0,,J. Butler makes 2-pt jump shot from 11 ft,44,53
177,2,3:28.0,S. Curry makes 3-pt jump shot from 29 ft (assist by M. Kleber),,47,53
178,2,3:13.0,,Shooting foul by D. Finney-Smith (drawn by J. Butler),47,53
179,2,3:13.0,,J. Butler makes free throw 1 of 2,47,54
180,2,3:13.0,K. Porziņģis enters the game for M. Kleber,,47,54
181,2,3:13.0,,G. Dragić enters the game for D. Robinson,47,54
182,2,3:13.0,,J. Butler misses free throw 2 of 2,47,54
183,2,3:11.0,Defensive rebound by D. Finney-Smith,,47,54
184,2,3:07.0,Personal foul by J. Butler (drawn by D. Finney-Smith),,47,54
185,2,3:00.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by D. Finney-Smith),,49,54
186,2,2:50.0,,Shooting foul by D. Finney-Smith (drawn by B. Adebayo),49,54
187,2,2:50.0,,Miami full timeout,49,54
188,2,2:50.0,,B. Adebayo makes free throw 1 of 2,49,55
189,2,2:50.0,,B. Adebayo makes free throw 2 of 2,49,56
190,2,2:39.0,L. Dončić misses 3-pt jump shot from 27 ft,,49,56
191,2,2:37.0,,Defensive rebound by G. Dragić,49,56
192,2,2:21.0,,G. Dragić misses 3-pt jump shot from 27 ft,49,56
193,2,2:20.0,,Offensive rebound by B. Adebayo,49,56
194,2,2:20.0,,B. Adebayo misses 2-pt layup at rim,49,56
195,2,2:18.0,Defensive rebound by L. Dončić,,49,56
196,2,2:08.0,Turnover by L. Dončić (traveling),,49,56
197,2,2:08.0,,K. Olynyk enters the game for B. Adebayo,49,56
198,2,1:51.0,,J. Butler misses 2-pt jump shot from 19 ft,49,56
199,2,1:47.0,Defensive rebound by S. Curry,,49,56
200,2,1:34.0,Personal foul by J. Butler (drawn by L. Dončić),,49,56
201,2,1:34.0,,K. Nunn enters the game for J. Crowder,49,56
202,2,1:34.0,L. Dončić makes free throw 1 of 2,,50,56
203,2,1:34.0,L. Dončić makes free throw 2 of 2,,51,56
204,2,1:24.0,,Personal foul by S. Curry (drawn by G. Dragić),51,56
205,2,1:24.0,,G. Dragić makes free throw 1 of 2,51,57
206,2,1:24.0,,G. Dragić misses free throw 2 of 2,51,57
207,2,1:24.0,Defensive rebound by K. Porziņģis,,51,57
208,2,1:24.0,,A. Iguodala enters the game for J. Butler,51,57
209,2,1:05.0,T. Hardaway misses 3-pt jump shot from 26 ft,,51,57
210,2,1:03.0,,Defensive rebound by K. Olynyk,51,57
211,2,0:44.0,,K. Nunn makes 3-pt jump shot from 25 ft (assist by K. Olynyk),51,60
212,2,0:41.0,Personal foul by K. Nunn (drawn by D. Finney-Smith),,51,60
213,2,0:41.0,D. Finney-Smith makes free throw 1 of 2,,52,60
214,2,0:41.0,D. Finney-Smith makes free throw 2 of 2,,53,60
215,2,0:27.0,,K. Nunn misses 3-pt jump shot from 25 ft,53,60
216,2,0:25.0,Defensive rebound by S. Curry,,53,60
217,2,0:06.0,Shooting foul by K. Olynyk (drawn by L. Dončić),,53,60
218,2,0:06.0,L. Dončić makes free throw 1 of 2,,54,60
219,2,0:06.0,M. Kleber enters the game for S. Curry,,54,60
220,2,0:06.0,,D. Robinson enters the game for D. Jones,54,60
221,2,0:06.0,L. Dončić makes free throw 2 of 2,,55,60
222,2,0:02.0,,G. Dragić makes 3-pt jump shot from 26 ft,55,63
223,2,0:00.0,Turnover by L. Dončić (bad pass; steal by D. Robinson),,55,63
224,3,11:38.0,K. Porziņģis misses 3-pt jump shot from 26 ft,,55,63
225,3,11:33.0,,Defensive rebound by J. Butler,55,63
226,3,11:27.0,,Shooting foul by K. Porziņģis (drawn by B. Adebayo),55,63
227,3,11:27.0,,B. Adebayo misses free throw 1 of 2,55,63
228,3,11:27.0,,Offensive rebound by Team,55,63
229,3,11:27.0,,B. Adebayo makes free throw 2 of 2,55,64
230,3,11:11.0,Personal foul by D. Jones (drawn by K. Porziņģis),,55,64
231,3,11:06.0,L. Dončić makes 2-pt jump shot from 12 ft (assist by S. Curry),,57,64
232,3,11:06.0,Shooting foul by D. Robinson (drawn by L. Dončić),,57,64
233,3,11:06.0,L. Dončić makes free throw 1 of 1,,58,64
234,3,10:53.0,,Personal foul by D. Finney-Smith (drawn by D. Jones),58,64
235,3,10:50.0,,D. Robinson misses 3-pt jump shot from 25 ft,58,64
236,3,10:46.0,Defensive rebound by L. Dončić,,58,64
237,3,10:39.0,L. Dončić misses 3-pt jump shot from 27 ft,,58,64
238,3,10:37.0,,Defensive rebound by Team,58,64
239,3,10:21.0,,K. Nunn makes 3-pt jump shot from 28 ft (assist by D. Jones),58,67
240,3,9:59.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,58,67
241,3,9:58.0,,Defensive rebound by Team,58,67
242,3,9:44.0,,Turnover by D. Robinson (step out of bounds),58,67
243,3,9:35.0,K. Porziņģis misses 3-pt jump shot from 23 ft,,58,67
244,3,9:33.0,,Defensive rebound by J. Butler,58,67
245,3,9:16.0,,J. Butler misses 2-pt jump shot from 5 ft,58,67
246,3,9:13.0,Defensive rebound by K. Porziņģis,,58,67
247,3,9:05.0,S. Curry misses 3-pt jump shot from 25 ft,,58,67
248,3,9:01.0,,Defensive rebound by B. Adebayo,58,67
249,3,8:48.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by J. Butler),58,70
250,3,8:48.0,Dallas full timeout,,58,70
251,3,8:27.0,S. Curry makes 2-pt jump shot from 19 ft (assist by K. Porziņģis),,60,70
252,3,8:11.0,Violation by Team (kicked ball),,60,70
253,3,8:03.0,,K. Nunn makes 2-pt layup from 4 ft,60,72
254,3,7:45.0,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Finney-Smith),,63,72
255,3,7:27.0,,J. Butler makes 2-pt layup from 5 ft (assist by D. Jones),63,74
256,3,7:17.0,Shooting foul by D. Robinson (drawn by T. Hardaway),,63,74
257,3,7:17.0,T. Hardaway makes free throw 1 of 2,,64,74
258,3,7:17.0,T. Hardaway makes free throw 2 of 2,,65,74
259,3,7:04.0,,K. Nunn misses 3-pt jump shot from 26 ft,65,74
260,3,7:01.0,Defensive rebound by K. Porziņģis,,65,74
261,3,6:40.0,L. Dončić makes 2-pt layup from 4 ft,,67,74
262,3,6:34.0,,Shooting foul by D. Finney-Smith (drawn by J. Butler),67,74
263,3,6:34.0,,Technical foul by L. Dončić,67,74
264,3,6:34.0,,J. Butler makes technical free throw,67,75
265,3,6:34.0,,J. Butler makes free throw 1 of 2,67,76
266,3,6:34.0,M. Kleber enters the game for D. Finney-Smith,,67,76
267,3,6:34.0,,J. Butler makes free throw 2 of 2,67,77
268,3,6:22.0,S. Curry makes 3-pt jump shot from 24 ft (assist by M. Kleber),,70,77
269,3,6:12.0,,Turnover by J. Butler (traveling),70,77
270,3,6:01.0,Turnover by L. Dončić (bad pass; steal by D. Jones),,70,77
271,3,5:58.0,,B. Adebayo makes 2-pt dunk from 3 ft (assist by D. Jones),70,79
272,3,5:58.0,,G. Dragić enters the game for D. Robinson,70,79
273,3,5:45.0,Turnover by T. Hardaway (bad pass; steal by G. Dragić),,70,79
274,3,5:36.0,,Personal foul by M. Kleber (drawn by B. Adebayo),70,79
275,3,5:36.0,D. Wright enters the game for T. Hardaway,,70,79
276,3,5:24.0,,G. Dragić misses 3-pt jump shot from 26 ft,70,79
277,3,5:22.0,Defensive rebound by K. Porziņģis,,70,79
278,3,5:14.0,L. Dončić makes 2-pt jump shot from 2 ft,,72,79
279,3,4:55.0,,Personal foul by D. Wright (drawn by D. Jones),72,79
280,3,4:55.0,,D. Jones makes free throw 1 of 2,72,80
281,3,4:55.0,,D. Jones makes free throw 2 of 2,72,81
282,3,4:37.0,L. Dončić misses 3-pt jump shot from 27 ft,,72,81
283,3,4:35.0,,Defensive rebound by B. Adebayo,72,81
284,3,4:27.0,,B. Adebayo misses 2-pt layup from 5 ft,72,81
285,3,4:25.0,Defensive rebound by D. Wright,,72,81
286,3,4:05.0,Shooting foul by D. Jones (drawn by L. Dončić),,72,81
287,3,4:05.0,L. Dončić makes free throw 1 of 2,,73,81
288,3,4:05.0,L. Dončić makes free throw 2 of 2,,74,81
289,3,4:05.0,,Miami full timeout,74,81
290,3,3:45.0,,K. Nunn makes 2-pt jump shot from 5 ft,74,83
291,3,3:36.0,S. Curry makes 3-pt jump shot from 26 ft (assist by L. Dončić),,77,83
292,3,3:36.0,Shooting foul by D. Jones (drawn by S. Curry),,77,83
293,3,3:36.0,,J. Crowder enters the game for D. Jones,77,83
294,3,3:36.0,S. Curry misses free throw 1 of 1,,77,83
295,3,3:33.0,,Defensive rebound by B. Adebayo,77,83
296,3,3:16.0,,J. Crowder misses 3-pt jump shot from 24 ft,77,83
297,3,3:15.0,Defensive rebound by Team,,77,83
298,3,3:00.0,K. Porziņģis makes 3-pt jump shot from 27 ft (assist by S. Curry),,80,83
299,3,2:37.0,,Turnover by K. Nunn (discontinued dribble),80,83
300,3,2:24.0,S. Curry misses 2-pt jump shot from 3 ft,,80,83
301,3,2:22.0,Offensive rebound by K. Porziņģis,,80,83
302,3,2:22.0,K. Porziņģis makes 2-pt dunk at rim,,82,83
303,3,2:01.0,,J. Butler makes 2-pt jump shot from 9 ft (assist by K. Nunn),82,85
304,3,1:43.0,M. Kleber makes 3-pt jump shot from 23 ft (assist by L. Dončić),,85,85
305,3,1:32.0,,B. Adebayo misses 2-pt jump shot from 5 ft (block by K. Porziņģis),85,85
306,3,1:30.0,Defensive rebound by D. Wright,,85,85
307,3,1:16.0,S. Curry makes 3-pt jump shot from 25 ft,,88,85
308,3,1:06.0,,G. Dragić makes 2-pt jump shot from 8 ft,88,87
309,3,0:52.0,Turnover by L. Dončić (lost ball; steal by J. Crowder),,88,87
310,3,0:46.0,,Turnover by G. Dragić (out of bounds lost ball),88,87
311,3,0:46.0,T. Hardaway enters the game for D. Wright,,88,87
312,3,0:46.0,,A. Iguodala enters the game for J. Butler,88,87
313,3,0:46.0,,D. Robinson enters the game for K. Nunn,88,87
314,3,0:30.0,K. Porziņģis makes 3-pt jump shot from 32 ft (assist by L. Dončić),,91,87
315,3,0:24.0,,Shooting foul by M. Kleber (drawn by B. Adebayo),91,87
316,3,0:24.0,,B. Adebayo makes free throw 1 of 2,91,88
317,3,0:24.0,,D. Jones enters the game for D. Robinson,91,88
318,3,0:24.0,,B. Adebayo misses free throw 2 of 2,91,88
319,3,0:22.0,Defensive rebound by M. Kleber,,91,88
320,3,0:01.0,L. Dončić makes 2-pt jump shot from 6 ft,,93,88
321,3,0:00.0,,Offensive foul by J. Crowder (drawn by T. Hardaway),93,88
322,3,0:00.0,,Turnover by J. Crowder (offensive foul),93,88
323,3,0:00.0,,Instant Replay (Request: Stands),93,88
324,3,0:00.0,B. Marjanović enters the game for S. Curry,,93,88
325,3,0:00.0,,K. Olynyk enters the game for G. Dragić,93,88
326,3,0:00.0,,Instant Replay (Request: Stands),93,88
327,4,11:44.0,,Personal foul by T. Hardaway (drawn by A. Iguodala),93,88
328,4,11:39.0,,Shooting foul by T. Hardaway (drawn by G. Dragić),93,88
329,4,11:39.0,,G. Dragić makes free throw 1 of 2,93,89
330,4,11:39.0,,G. Dragić makes free throw 2 of 2,93,90
331,4,11:22.0,T. Hardaway misses 2-pt layup from 3 ft,,93,90
332,4,11:19.0,Offensive rebound by M. Kleber,,93,90
333,4,11:16.0,D. Wright misses 3-pt jump shot from 31 ft,,93,90
334,4,11:14.0,Violation by Team (kicked ball),,93,90
335,4,11:14.0,,Defensive rebound by Team,93,90
336,4,11:03.0,,Personal foul by D. Wright (drawn by G. Dragić),93,90
337,4,11:00.0,,D. Robinson makes 3-pt jump shot from 27 ft (assist by K. Olynyk),93,93
338,4,10:47.0,D. Finney-Smith misses 3-pt jump shot from 24 ft,,93,93
339,4,10:45.0,,Defensive rebound by A. Iguodala,93,93
340,4,10:31.0,,K. Olynyk misses 2-pt hook shot from 3 ft (block by M. Kleber),93,93
341,4,10:31.0,,Offensive rebound by Team,93,93
342,4,10:28.0,,K. Olynyk makes 3-pt jump shot from 27 ft (assist by G. Dragić),93,96
343,4,10:02.0,J. Barea misses 2-pt jump shot from 6 ft,,93,96
344,4,9:59.0,,Defensive rebound by G. Dragić,93,96
345,4,9:46.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by K. Olynyk),93,99
346,4,9:44.0,Dallas full timeout,,93,99
347,4,9:29.0,T. Hardaway misses 3-pt jump shot from 28 ft,,93,99
348,4,9:27.0,,Defensive rebound by K. Olynyk,93,99
349,4,9:15.0,,Offensive foul by K. Olynyk (drawn by J. Barea),93,99
350,4,9:15.0,,Turnover by K. Olynyk (offensive foul),93,99
351,4,9:04.0,Personal foul by A. Iguodala (drawn by D. Finney-Smith),,93,99
352,4,8:50.0,J. Barea misses 2-pt jump shot from 7 ft,,93,99
353,4,8:49.0,,Defensive rebound by J. Crowder,93,99
354,4,8:44.0,,A. Iguodala makes 2-pt dunk from 3 ft (assist by D. Robinson),93,101
355,4,8:44.0,Dallas full timeout,,93,101
356,4,8:44.0,S. Curry enters the game for J. Barea,,93,101
357,4,8:44.0,L. Dončić enters the game for M. Kleber,,93,101
358,4,8:44.0,K. Porziņģis enters the game for D. Wright,,93,101
359,4,8:16.0,S. Curry makes 2-pt jump shot from 12 ft,,95,101
360,4,8:02.0,,D. Robinson makes 3-pt jump shot from 28 ft (assist by K. Olynyk),95,104
361,4,7:51.0,Shooting foul by A. Iguodala (drawn by S. Curry),,95,104
362,4,7:51.0,S. Curry makes free throw 1 of 3,,96,104
363,4,7:51.0,S. Curry makes free throw 2 of 3,,97,104
364,4,7:51.0,S. Curry makes free throw 3 of 3,,98,104
365,4,7:32.0,,G. Dragić misses 2-pt layup from 3 ft,98,104
366,4,7:32.0,,Offensive rebound by Team,98,104
367,4,7:32.0,,Personal foul by D. Finney-Smith (drawn by A. Iguodala),98,104
368,4,7:32.0,,Technical foul by K. Porziņģis,98,104
369,4,7:32.0,,D. Robinson makes technical free throw,98,105
370,4,7:32.0,M. Kleber enters the game for D. Finney-Smith,,98,105
371,4,7:21.0,,G. Dragić makes 2-pt jump shot from 19 ft (assist by K. Olynyk),98,107
372,4,7:04.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by L. Dončić),,101,107
373,4,6:50.0,,J. Crowder makes 3-pt jump shot from 23 ft (assist by K. Olynyk),101,110
374,4,6:31.0,M. Kleber misses 3-pt jump shot from 23 ft,,101,110
375,4,6:30.0,,Defensive rebound by K. Olynyk,101,110
376,4,6:25.0,,Personal foul by S. Curry (drawn by G. Dragić),101,110
377,4,6:25.0,,G. Dragić makes free throw 1 of 2,101,111
