,QUARTER,TIME_REMAINING,DETROIT_ACTION,UTAH_ACTION,DETROIT_SCORE,UTAH_SCORE
87,1,2:16.0,Offensive rebound by A. Drummond,,19,13
88,1,2:06.0,L. Galloway makes 2-pt layup from 2 ft,,21,13
89,1,1:54.0,,D. Mitchell misses 2-pt jump shot from 6 ft,21,13
90,1,1:51.0,Defensive rebound by C. Wood,,21,13
91,1,1:42.0,Shooting foul by T. Bradley (drawn by A. Drummond),,21,13
92,1,1:42.0,A. Drummond misses free throw 1 of 2,,21,13
93,1,1:42.0,Offensive rebound by Team,,21,13
94,1,1:42.0,,J. Morgan enters the game for G. Niang,21,13
95,1,1:42.0,A. Drummond misses free throw 2 of 2,,21,13
96,1,1:41.0,,Defensive rebound by T. Bradley,21,13
97,1,1:28.0,,D. Mitchell misses 2-pt jump shot from 9 ft,21,13
98,1,1:24.0,Defensive rebound by L. Galloway,,21,13
99,1,1:10.0,A. Drummond misses 2-pt layup from 2 ft (block by T. Bradley),,21,13
100,1,1:08.0,Offensive rebound by A. Drummond,,21,13
101,1,1:07.0,A. Drummond misses 2-pt layup from 2 ft,,21,13
102,1,1:07.0,,Defensive rebound by T. Bradley,21,13
103,1,1:02.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by E. Mudiay),21,16
104,1,0:50.0,Offensive foul by A. Drummond (drawn by E. Mudiay),,21,16
105,1,0:50.0,Turnover by A. Drummond (offensive foul),,21,16
106,1,0:50.0,T. Maker enters the game for A. Drummond,,21,16
107,1,0:27.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by E. Mudiay),21,19
108,1,0:04.0,D. Rose misses 2-pt jump shot from 10 ft,,21,19
109,1,0:01.0,Offensive rebound by T. Maker,,21,19
110,1,0:00.0,D. Rose misses 2-pt jump shot from 14 ft,,21,19
111,1,0:00.0,Offensive rebound by Team,,21,19
112,2,11:45.0,,J. Clarkson misses 2-pt jump shot from 9 ft,21,19
113,2,11:43.0,Defensive rebound by B. Brown,,21,19
114,2,11:34.0,B. Brown misses 2-pt layup from 6 ft (block by J. Morgan),,21,19
115,2,11:31.0,,Defensive rebound by J. Morgan,21,19
116,2,11:23.0,,T. Bradley misses 2-pt hook shot from 6 ft,21,19
117,2,11:21.0,Defensive rebound by T. Maker,,21,19
118,2,11:05.0,D. Rose makes 2-pt layup from 3 ft,,23,19
119,2,10:56.0,,Personal foul by L. Galloway (drawn by J. Ingles),23,19
120,2,10:50.0,,D. Mitchell misses 3-pt jump shot from 25 ft,23,19
121,2,10:47.0,Defensive rebound by B. Brown,,23,19
122,2,10:36.0,L. Galloway misses 3-pt jump shot from 25 ft,,23,19
123,2,10:34.0,,Defensive rebound by D. Mitchell,23,19
124,2,10:18.0,,J. Clarkson misses 2-pt jump shot from 7 ft,23,19
125,2,10:15.0,,Offensive rebound by T. Bradley,23,19
126,2,10:15.0,,T. Bradley makes 2-pt layup from 1 ft,23,21
127,2,9:56.0,D. Rose makes 2-pt layup from 4 ft,,25,21
128,2,9:38.0,,J. Morgan misses 3-pt jump shot from 23 ft,25,21
129,2,9:35.0,Defensive rebound by B. Brown,,25,21
130,2,9:25.0,Turnover by D. Rose (bad pass; steal by D. Mitchell),,25,21
131,2,9:19.0,,Personal foul by C. Wood (drawn by J. Ingles),25,21
132,2,9:19.0,A. Drummond enters the game for T. Maker,,25,21
133,2,9:19.0,,B. Bogdanović enters the game for T. Bradley,25,21
134,2,9:19.0,,R. Gobert enters the game for J. Morgan,25,21
135,2,9:10.0,,R. Gobert misses 2-pt layup from 2 ft (block by A. Drummond),25,21
136,2,9:08.0,Defensive rebound by C. Wood,,25,21
137,2,9:03.0,C. Wood misses 2-pt dunk from 3 ft,,25,21
138,2,9:01.0,,Defensive rebound by R. Gobert,25,21
139,2,8:57.0,,J. Clarkson misses 3-pt jump shot from 23 ft,25,21
140,2,8:57.0,Defensive rebound by B. Brown,,25,21
141,2,8:47.0,Turnover by A. Drummond (discontinued dribble),,25,21
142,2,8:47.0,,E. Mudiay enters the game for D. Mitchell,25,21
143,2,8:39.0,,J. Clarkson makes 2-pt jump shot from 6 ft,25,23
144,2,8:26.0,A. Drummond misses 2-pt dunk from 3 ft,,25,23
145,2,8:24.0,,Defensive rebound by E. Mudiay,25,23
146,2,8:20.0,,E. Mudiay misses 2-pt dunk from 1 ft,25,23
147,2,8:18.0,Defensive rebound by L. Galloway,,25,23
148,2,8:15.0,C. Wood makes 2-pt layup from 2 ft (assist by L. Galloway),,27,23
149,2,8:01.0,,J. Ingles misses 3-pt jump shot from 28 ft,27,23
150,2,7:57.0,,Offensive rebound by B. Bogdanović,27,23
151,2,7:57.0,T. Frazier enters the game for D. Rose,,27,23
152,2,7:43.0,,B. Bogdanović misses 2-pt jump shot from 9 ft (block by A. Drummond),27,23
153,2,7:40.0,Defensive rebound by T. Frazier,,27,23
154,2,7:38.0,C. Wood misses 2-pt dunk from 4 ft,,27,23
155,2,7:35.0,Offensive rebound by B. Brown,,27,23
156,2,7:34.0,B. Brown makes 2-pt layup from 2 ft,,29,23
157,2,7:11.0,,Turnover by J. Ingles (bad pass; steal by A. Drummond),29,23
158,2,6:53.0,L. Galloway misses 2-pt jump shot from 16 ft,,29,23
159,2,6:51.0,,Defensive rebound by J. Ingles,29,23
160,2,6:41.0,,J. Ingles makes 2-pt layup from 3 ft,29,25
161,2,6:33.0,Detroit full timeout,,29,25
162,2,6:33.0,S. Mykhailiuk enters the game for L. Galloway,,29,25
163,2,6:33.0,T. Snell enters the game for C. Wood,,29,25
164,2,6:33.0,,R. O'Neale enters the game for J. Ingles,29,25
165,2,6:18.0,Turnover by T. Frazier (bad pass; steal by J. Clarkson),,29,25
166,2,6:14.0,,R. O'Neale makes 2-pt layup from 2 ft (assist by J. Clarkson),29,27
167,2,5:56.0,T. Frazier misses 2-pt jump shot from 21 ft,,29,27
168,2,5:54.0,,Defensive rebound by B. Bogdanović,29,27
169,2,5:41.0,,Shooting foul by T. Frazier (drawn by J. Clarkson),29,27
170,2,5:41.0,,J. Clarkson makes free throw 1 of 2,29,28
171,2,5:41.0,,J. Clarkson makes free throw 2 of 2,29,29
172,2,5:19.0,A. Drummond misses 2-pt jump shot from 6 ft,,29,29
173,2,5:17.0,Offensive rebound by S. Mykhailiuk,,29,29
174,2,5:17.0,,D. Mitchell enters the game for E. Mudiay,29,29
175,2,5:16.0,S. Mykhailiuk makes 3-pt jump shot from 24 ft (assist by T. Frazier),,32,29
176,2,4:55.0,,J. Clarkson misses 2-pt jump shot from 4 ft,32,29
177,2,4:53.0,,Offensive rebound by Team,32,29
178,2,4:43.0,,D. Mitchell misses 2-pt jump shot from 7 ft,32,29
179,2,4:42.0,Defensive rebound by B. Brown,,32,29
180,2,4:36.0,S. Mykhailiuk misses 3-pt jump shot from 24 ft,,32,29
181,2,4:32.0,,Defensive rebound by J. Clarkson,32,29
182,2,4:29.0,,R. O'Neale misses 3-pt jump shot from 23 ft,32,29
183,2,4:25.0,Defensive rebound by S. Mykhailiuk,,32,29
184,2,4:08.0,A. Drummond makes 2-pt dunk from 2 ft (assist by B. Brown),,34,29
185,2,3:43.0,,D. Mitchell makes 2-pt jump shot from 6 ft,34,31
186,2,3:22.0,Shooting foul by J. Clarkson (drawn by B. Brown),,34,31
187,2,3:22.0,B. Brown makes free throw 1 of 2,,35,31
188,2,3:22.0,,J. Ingles enters the game for J. Clarkson,35,31
189,2,3:22.0,B. Brown makes free throw 2 of 2,,36,31
190,2,3:10.0,,D. Mitchell misses 2-pt jump shot from 8 ft,36,31
191,2,3:06.0,Defensive rebound by A. Drummond,,36,31
192,2,2:59.0,T. Frazier makes 2-pt layup from 3 ft,,38,31
193,2,2:56.0,,Utah full timeout,38,31
194,2,2:33.0,,D. Mitchell misses 3-pt jump shot from 27 ft,38,31
195,2,2:29.0,Defensive rebound by S. Mykhailiuk,,38,31
196,2,2:14.0,S. Mykhailiuk misses 3-pt jump shot from 25 ft,,38,31
197,2,2:11.0,,Defensive rebound by R. Gobert,38,31
198,2,2:04.0,,Personal foul by S. Mykhailiuk (drawn by J. Ingles),38,31
199,2,1:51.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),38,33
200,2,1:34.0,Turnover by T. Frazier (out of bounds lost ball),,38,33
201,2,1:27.0,,Shooting foul by B. Brown (drawn by D. Mitchell),38,33
202,2,1:27.0,,D. Mitchell makes free throw 1 of 2,38,34
203,2,1:27.0,,D. Mitchell makes free throw 2 of 2,38,35
204,2,1:08.0,S. Mykhailiuk misses 2-pt jump shot from 9 ft,,38,35
205,2,1:06.0,,Defensive rebound by B. Bogdanović,38,35
206,2,0:59.0,,B. Bogdanović misses 3-pt jump shot from 27 ft,38,35
207,2,0:56.0,,Offensive rebound by R. Gobert,38,35
208,2,0:55.0,,Turnover by R. Gobert (lost ball; steal by T. Frazier),38,35
209,2,0:49.0,A. Drummond makes 2-pt dunk from 2 ft (assist by T. Frazier),,40,35
210,2,0:40.0,,D. Mitchell makes 2-pt dunk from 1 ft,40,37
211,2,0:31.0,T. Frazier misses 2-pt jump shot from 14 ft,,40,37
212,2,0:29.0,,Defensive rebound by R. Gobert,40,37
213,2,0:13.0,,Personal foul by T. Snell (drawn by B. Bogdanović),40,37
214,2,0:13.0,,B. Bogdanović makes free throw 1 of 2,40,38
215,2,0:13.0,D. Rose enters the game for T. Frazier,,40,38
216,2,0:13.0,,B. Bogdanović makes free throw 2 of 2,40,39
217,2,0:05.0,Personal foul by R. O'Neale (drawn by D. Rose),,40,39
218,2,0:00.0,D. Rose misses 2-pt jump shot from 8 ft,,40,39
219,2,0:00.0,Offensive rebound by Team,,40,39
220,3,12:00.0,,Violation by Team (delay of game),40,39
221,3,11:35.0,,Turnover by Team (shot clock),40,39
222,3,11:28.0,Personal foul by R. O'Neale (drawn by B. Brown),,40,39
223,3,11:19.0,Turnover by T. Frazier (traveling),,40,39
224,3,11:07.0,,R. Gobert misses 2-pt layup from 2 ft,40,39
225,3,11:03.0,Defensive rebound by T. Snell,,40,39
226,3,11:00.0,Turnover by B. Brown (bad pass),,40,39
227,3,10:49.0,,D. Mitchell makes 2-pt jump shot from 13 ft,40,41
228,3,10:35.0,S. Mykhailiuk makes 2-pt layup from 3 ft (assist by A. Drummond),,42,41
229,3,10:18.0,,D. Mitchell makes 2-pt layup from 5 ft,42,43
230,3,10:10.0,S. Mykhailiuk misses 3-pt jump shot from 27 ft,,42,43
231,3,10:07.0,,Defensive rebound by Team,42,43
232,3,9:48.0,,Shooting foul by B. Brown (drawn by D. Mitchell),42,43
233,3,9:48.0,,D. Mitchell makes free throw 1 of 2,42,44
234,3,9:48.0,,D. Mitchell makes free throw 2 of 2,42,45
235,3,9:30.0,Turnover by A. Drummond (3 sec),,42,45
236,3,9:19.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by R. Gobert),42,48
237,3,8:59.0,T. Frazier misses 2-pt jump shot from 21 ft,,42,48
238,3,8:56.0,,Defensive rebound by R. O'Neale,42,48
239,3,8:47.0,,R. Gobert misses 2-pt layup from 3 ft (block by A. Drummond),42,48
240,3,8:45.0,Defensive rebound by A. Drummond,,42,48
241,3,8:37.0,Offensive foul by A. Drummond (drawn by J. Ingles),,42,48
242,3,8:37.0,Turnover by A. Drummond (offensive foul),,42,48
243,3,8:28.0,,R. O'Neale misses 3-pt jump shot from 23 ft,42,48
244,3,8:23.0,,Offensive rebound by R. Gobert,42,48
245,3,8:23.0,,R. Gobert makes 2-pt dunk at rim,42,50
246,3,8:23.0,Detroit full timeout,,42,50
247,3,8:23.0,D. Rose enters the game for T. Frazier,,42,50
248,3,8:23.0,C. Wood enters the game for S. Mykhailiuk,,42,50
249,3,8:09.0,Turnover by D. Rose (bad pass),,42,50
250,3,7:56.0,,Turnover by J. Ingles (bad pass; steal by A. Drummond),42,50
251,3,7:36.0,D. Rose misses 2-pt layup from 2 ft,,42,50
252,3,7:34.0,,Defensive rebound by J. Ingles,42,50
253,3,7:14.0,,Turnover by R. O'Neale (traveling),42,50
254,3,6:51.0,A. Drummond misses 2-pt layup from 9 ft,,42,50
255,3,6:50.0,Offensive rebound by A. Drummond,,42,50
256,3,6:50.0,Turnover by A. Drummond (traveling),,42,50
257,3,6:34.0,,J. Ingles makes 2-pt jump shot from 10 ft,42,52
258,3,6:10.0,Turnover by B. Brown (bad pass; steal by R. Gobert),,42,52
259,3,6:07.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. O'Neale),42,55
260,3,6:05.0,Detroit full timeout,,42,55
261,3,6:05.0,L. Galloway enters the game for B. Brown,,42,55
262,3,6:05.0,,E. Mudiay enters the game for D. Mitchell,42,55
263,3,5:51.0,D. Rose misses 2-pt layup from 3 ft (block by R. Gobert),,42,55
264,3,5:46.0,Offensive rebound by L. Galloway,,42,55
265,3,5:44.0,L. Galloway misses 2-pt jump shot from 16 ft,,42,55
266,3,5:41.0,Offensive rebound by C. Wood,,42,55
267,3,5:41.0,C. Wood makes 2-pt layup from 1 ft,,44,55
268,3,5:33.0,Violation by Team (kicked ball),,44,55
269,3,5:19.0,,Turnover by E. Mudiay (bad pass; steal by A. Drummond),44,55
270,3,5:16.0,Shooting foul by R. Gobert (drawn by A. Drummond),,44,55
271,3,5:16.0,A. Drummond makes free throw 1 of 2,,45,55
272,3,5:16.0,A. Drummond makes free throw 2 of 2,,46,55
273,3,5:08.0,,Personal foul by A. Drummond (drawn by R. Gobert),46,55
274,3,5:08.0,,G. Niang enters the game for R. O'Neale,46,55
275,3,5:01.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by J. Ingles),46,57
276,3,4:49.0,Personal foul by R. Gobert (drawn by C. Wood),,46,57
277,3,4:42.0,D. Rose makes 2-pt layup from 3 ft,,48,57
278,3,4:27.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,48,57
279,3,4:23.0,,Offensive rebound by R. Gobert,48,57
280,3,4:19.0,,Turnover by R. Gobert (bad pass; steal by D. Rose),48,57
281,3,4:12.0,A. Drummond makes 2-pt layup from 2 ft (assist by D. Rose),,50,57
282,3,4:02.0,,Personal foul by T. Snell (drawn by B. Bogdanović),50,57
283,3,4:02.0,,J. Clarkson enters the game for J. Ingles,50,57
284,3,3:50.0,,J. Clarkson makes 3-pt jump shot from 25 ft,50,60
285,3,3:30.0,L. Galloway misses 3-pt jump shot from 25 ft,,50,60
286,3,3:27.0,,Defensive rebound by R. Gobert,50,60
287,3,3:21.0,,J. Clarkson misses 3-pt jump shot from 25 ft,50,60
288,3,3:17.0,Defensive rebound by A. Drummond,,50,60
289,3,3:05.0,D. Rose misses 2-pt hook shot from 6 ft,,50,60
290,3,3:03.0,,Defensive rebound by R. Gobert,50,60
291,3,2:57.0,,E. Mudiay makes 2-pt layup from 2 ft,50,62
292,3,2:34.0,A. Drummond makes 2-pt jump shot from 6 ft,,52,62
293,3,2:32.0,,Utah full timeout,52,62
294,3,2:32.0,T. Maker enters the game for A. Drummond,,52,62
295,3,2:32.0,S. Mykhailiuk enters the game for T. Snell,,52,62
296,3,2:32.0,,T. Bradley enters the game for B. Bogdanović,52,62
297,3,2:32.0,,D. Mitchell enters the game for R. Gobert,52,62
298,3,2:11.0,,E. Mudiay makes 3-pt jump shot from 25 ft,52,65
299,3,1:55.0,D. Rose misses 2-pt layup from 5 ft,,52,65
300,3,1:52.0,,Defensive rebound by E. Mudiay,52,65
301,3,1:49.0,,E. Mudiay misses 2-pt layup from 4 ft,52,65
302,3,1:47.0,Defensive rebound by C. Wood,,52,65
303,3,1:41.0,Shooting foul by T. Bradley (drawn by C. Wood),,52,65
304,3,1:41.0,C. Wood makes free throw 1 of 2,,53,65
305,3,1:41.0,C. Wood makes free throw 2 of 2,,54,65
306,3,1:23.0,,E. Mudiay misses 2-pt jump shot from 12 ft,54,65
307,3,1:20.0,Defensive rebound by C. Wood,,54,65
308,3,1:06.0,C. Wood makes 2-pt jump shot from 19 ft (assist by L. Galloway),,56,65
309,3,0:52.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by D. Mitchell),56,68
310,3,0:36.0,C. Wood makes 2-pt jump shot from 5 ft (assist by D. Rose),,58,68
311,3,0:28.0,,D. Mitchell misses 3-pt jump shot from 24 ft,58,68
312,3,0:25.0,Defensive rebound by C. Wood,,58,68
313,3,0:03.0,T. Maker misses 2-pt jump shot from 5 ft,,58,68
314,3,0:01.0,Offensive rebound by C. Wood,,58,68
315,3,0:00.0,C. Wood misses 2-pt jump shot from 20 ft,,58,68
316,3,0:00.0,Offensive rebound by Team,,58,68
317,4,11:48.0,Shooting foul by J. Clarkson (drawn by D. Rose),,58,68
318,4,11:48.0,D. Rose makes free throw 1 of 2,,59,68
319,4,11:48.0,,J. Ingles enters the game for E. Mudiay,59,68
320,4,11:48.0,D. Rose misses free throw 2 of 2,,59,68
321,4,11:46.0,,Defensive rebound by T. Bradley,59,68
322,4,11:33.0,,J. Ingles misses 2-pt jump shot from 9 ft,59,68
323,4,11:30.0,,Offensive rebound by T. Bradley,59,68
324,4,11:30.0,,T. Bradley misses 2-pt layup from 1 ft,59,68
325,4,11:30.0,,Offensive rebound by T. Bradley,59,68
326,4,11:30.0,,T. Bradley misses 2-pt layup at rim,59,68
327,4,11:28.0,Defensive rebound by C. Wood,,59,68
328,4,11:22.0,S. Mykhailiuk makes 2-pt layup from 3 ft (assist by D. Rose),,61,68
329,4,11:09.0,,D. Mitchell makes 2-pt jump shot from 14 ft,61,70
330,4,10:46.0,D. Rose makes 2-pt jump shot from 3 ft,,63,70
331,4,10:46.0,Shooting foul by G. Niang (drawn by D. Rose),,63,70
332,4,10:46.0,D. Rose misses free throw 1 of 1,,63,70
333,4,10:45.0,,Defensive rebound by Team,63,70
334,4,10:21.0,,J. Ingles misses 3-pt jump shot from 23 ft,63,70
335,4,10:19.0,Defensive rebound by C. Wood,,63,70
336,4,10:00.0,Turnover by C. Wood (lost ball; steal by T. Bradley),,63,70
337,4,9:56.0,,J. Clarkson misses 3-pt jump shot from 24 ft (block by D. Rose),63,70
338,4,9:54.0,,Offensive rebound by Team,63,70
339,4,9:46.0,,J. Clarkson makes 2-pt jump shot from 7 ft,63,72
340,4,9:28.0,L. Galloway misses 3-pt jump shot from 31 ft,,63,72
341,4,9:24.0,,Defensive rebound by T. Bradley,63,72
342,4,9:16.0,,T. Bradley makes 2-pt jump shot from 5 ft (assist by J. Ingles),63,74
343,4,9:16.0,A. Drummond enters the game for T. Maker,,63,74
344,4,9:16.0,,B. Bogdanović enters the game for T. Bradley,63,74
345,4,9:16.0,,R. Gobert enters the game for D. Mitchell,63,74
346,4,9:16.0,,E. Mudiay enters the game for G. Niang,63,74
347,4,9:01.0,S. Mykhailiuk misses 2-pt jump shot from 14 ft (block by J. Ingles),,63,74
348,4,8:58.0,,Defensive rebound by J. Ingles,63,74
349,4,8:55.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Ingles),63,77
350,4,8:52.0,Detroit full timeout,,63,77
351,4,8:52.0,B. Brown enters the game for L. Galloway,,63,77
352,4,8:52.0,T. Snell enters the game for D. Rose,,63,77
353,4,8:41.0,S. Mykhailiuk makes 2-pt dunk at rim (assist by A. Drummond),,65,77
354,4,8:26.0,,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by J. Clarkson),65,79
355,4,8:26.0,,Shooting foul by T. Snell (drawn by B. Bogdanović),65,79
356,4,8:26.0,,B. Bogdanović misses free throw 1 of 1,65,79
357,4,8:25.0,Defensive rebound by A. Drummond,,65,79
358,4,8:09.0,B. Brown misses 3-pt jump shot from 26 ft,,65,79
359,4,8:05.0,,Defensive rebound by B. Bogdanović,65,79
360,4,7:58.0,,R. Gobert makes 2-pt hook shot from 2 ft (assist by B. Bogdanović),65,81
361,4,7:37.0,Turnover by A. Drummond (bad pass; steal by B. Bogdanović),,65,81
362,4,7:33.0,,J. Ingles makes 2-pt layup from 2 ft (assist by E. Mudiay),65,83
363,4,7:14.0,Shooting foul by R. Gobert (drawn by A. Drummond),,65,83
364,4,7:14.0,A. Drummond misses free throw 1 of 2,,65,83
365,4,7:14.0,Offensive rebound by Team,,65,83
366,4,7:14.0,A. Drummond makes free throw 2 of 2,,66,83
367,4,7:01.0,,B. Bogdanović misses 2-pt dunk from 3 ft (block by T. Snell),66,83
368,4,6:59.0,Defensive rebound by A. Drummond,,66,83
369,4,6:53.0,Turnover by A. Drummond (out of bounds lost ball),,66,83
370,4,6:38.0,,J. Ingles misses 2-pt layup from 3 ft,66,83
371,4,6:34.0,Defensive rebound by B. Brown,,66,83
372,4,6:28.0,C. Wood misses 2-pt jump shot from 18 ft,,66,83
373,4,6:25.0,,Defensive rebound by R. Gobert,66,83
374,4,6:16.0,,R. Gobert makes 2-pt layup from 3 ft (assist by J. Ingles),66,85
375,4,6:16.0,,Shooting foul by A. Drummond (drawn by R. Gobert),66,85
376,4,6:16.0,D. Rose enters the game for C. Wood,,66,85
377,4,6:16.0,,R. O'Neale enters the game for J. Ingles,66,85
378,4,6:16.0,,R. Gobert makes free throw 1 of 1,66,86
379,4,6:05.0,S. Mykhailiuk makes 3-pt jump shot from 27 ft,,69,86
380,4,5:49.0,,Personal foul by B. Brown (drawn by B. Bogdanović),69,86
381,4,5:49.0,,D. Mitchell enters the game for E. Mudiay,69,86
382,4,5:42.0,,B. Bogdanović makes 2-pt layup from 3 ft,69,88
