,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CLEVELAND_ACTION,ORLANDO_SCORE,CLEVELAND_SCORE
65,1,3:19.0,D. Augustin misses 2-pt jump shot from 13 ft,,17,17
66,1,3:19.0,,Defensive rebound by K. Porter,17,17
67,1,3:08.0,,J. Henson makes 2-pt dunk from 2 ft (assist by K. Porter),17,19
68,1,2:54.0,T. Ross misses 2-pt layup from 2 ft,,17,19
69,1,2:54.0,,Defensive rebound by L. Nance,17,19
70,1,2:46.0,,L. Nance makes 2-pt dunk from 1 ft,17,21
71,1,2:38.0,Orlando full timeout,,17,21
72,1,2:38.0,M. Bamba enters the game for K. Birch,,17,21
73,1,2:38.0,A. Gordon enters the game for J. Isaac,,17,21
74,1,2:38.0,,M. Dellavedova enters the game for L. Nance,17,21
75,1,2:38.0,,A. McKinnie enters the game for C. Sexton,17,21
76,1,2:27.0,M. Bamba misses 3-pt jump shot from 27 ft,,17,21
77,1,2:23.0,,Defensive rebound by K. Porter,17,21
78,1,2:06.0,,J. Henson makes 2-pt layup from 5 ft (assist by M. Dellavedova),17,23
79,1,1:48.0,A. Gordon makes 2-pt layup from 4 ft (assist by M. Carter-Williams),,19,23
80,1,1:31.0,,Turnover by J. Henson (bad pass; steal by D. Augustin),19,23
81,1,1:27.0,D. Augustin misses 3-pt jump shot from 25 ft,,19,23
82,1,1:26.0,Offensive rebound by M. Bamba,,19,23
83,1,1:18.0,Shooting foul by J. Henson (drawn by D. Augustin),,19,23
84,1,1:18.0,D. Augustin makes free throw 1 of 2,,20,23
85,1,1:18.0,D. Augustin makes free throw 2 of 2,,21,23
86,1,1:07.0,,K. Porter makes 2-pt dunk from 4 ft (assist by J. Henson),21,25
87,1,0:50.0,A. Gordon makes 2-pt jump shot from 10 ft,,23,25
88,1,0:50.0,Shooting foul by A. McKinnie (drawn by A. Gordon),,23,25
89,1,0:50.0,A. Gordon makes free throw 1 of 1,,24,25
90,1,0:42.0,,Turnover by A. McKinnie (step out of bounds),24,25
91,1,0:27.0,T. Ross misses 3-pt jump shot from 29 ft,,24,25
92,1,0:23.0,,Defensive rebound by A. McKinnie,24,25
93,1,0:10.0,,Personal foul by M. Carter-Williams (drawn by J. Clarkson),24,25
94,1,0:01.0,,A. McKinnie misses 3-pt jump shot from 24 ft,24,25
95,1,0:01.0,,Offensive rebound by Team,24,25
96,2,11:48.0,,J. Clarkson misses 2-pt jump shot from 6 ft (block by M. Bamba),24,25
97,2,11:42.0,Defensive rebound by M. Carter-Williams,,24,25
98,2,11:40.0,A. Gordon makes 2-pt dunk from 2 ft (assist by M. Carter-Williams),,26,25
99,2,11:31.0,,Personal foul by M. Carter-Williams (drawn by J. Clarkson),26,25
100,2,11:23.0,,Turnover by J. Clarkson (bad pass; steal by M. Carter-Williams),26,25
101,2,11:18.0,M. Carter-Williams makes 2-pt layup from 4 ft,,28,25
102,2,11:08.0,,T. Thompson makes 2-pt dunk from 3 ft (assist by M. Dellavedova),28,27
103,2,10:43.0,Shooting foul by K. Porter (drawn by T. Ross),,28,27
104,2,10:43.0,T. Ross makes free throw 1 of 3,,29,27
105,2,10:43.0,T. Ross makes free throw 2 of 3,,30,27
106,2,10:43.0,T. Ross makes free throw 3 of 3,,31,27
107,2,10:29.0,,J. Clarkson misses 2-pt jump shot from 17 ft,31,27
108,2,10:25.0,Defensive rebound by M. Bamba,,31,27
109,2,10:21.0,T. Ross makes 3-pt jump shot from 28 ft (assist by D. Augustin),,34,27
110,2,9:54.0,,A. McKinnie misses 3-pt jump shot from 24 ft,34,27
111,2,9:50.0,,Offensive rebound by A. McKinnie,34,27
112,2,9:43.0,,K. Porter makes 2-pt layup from 3 ft,34,29
113,2,9:21.0,T. Ross makes 2-pt jump shot from 19 ft (assist by D. Augustin),,36,29
114,2,9:08.0,,Shooting foul by T. Ross (drawn by A. McKinnie),36,29
115,2,9:08.0,,A. McKinnie makes free throw 1 of 2,36,30
116,2,9:08.0,J. Isaac enters the game for A. Gordon,,36,30
117,2,9:08.0,,A. McKinnie misses free throw 2 of 2,36,30
118,2,9:04.0,Defensive rebound by M. Bamba,,36,30
119,2,8:57.0,Personal foul by J. Clarkson (drawn by T. Ross),,36,30
120,2,8:57.0,,L. Nance enters the game for A. McKinnie,36,30
121,2,8:51.0,T. Ross misses 3-pt jump shot from 26 ft,,36,30
122,2,8:48.0,,Defensive rebound by T. Thompson,36,30
123,2,8:43.0,,J. Clarkson makes 2-pt jump shot from 21 ft (assist by M. Dellavedova),36,32
124,2,8:31.0,M. Bamba misses 2-pt dunk from 5 ft,,36,32
125,2,8:28.0,,Defensive rebound by M. Dellavedova,36,32
126,2,8:19.0,,K. Porter misses 2-pt jump shot from 4 ft (block by J. Isaac),36,32
127,2,8:16.0,,Offensive rebound by L. Nance,36,32
128,2,8:14.0,,T. Thompson misses 2-pt hook shot from 3 ft,36,32
129,2,8:11.0,Defensive rebound by M. Carter-Williams,,36,32
130,2,8:01.0,M. Bamba makes 3-pt jump shot from 25 ft (assist by D. Augustin),,39,32
131,2,7:54.0,,Personal foul by D. Augustin (drawn by M. Dellavedova),39,32
132,2,7:46.0,,L. Nance misses 3-pt jump shot from 29 ft,39,32
133,2,7:46.0,Defensive rebound by M. Bamba,,39,32
134,2,7:40.0,Shooting foul by M. Dellavedova (drawn by D. Augustin),,39,32
135,2,7:40.0,D. Augustin makes free throw 1 of 2,,40,32
136,2,7:40.0,,D. Garland enters the game for M. Dellavedova,40,32
137,2,7:40.0,D. Augustin makes free throw 2 of 2,,41,32
138,2,7:28.0,,Personal foul by J. Isaac (drawn by L. Nance),41,32
139,2,7:24.0,,J. Clarkson makes 3-pt jump shot from 27 ft (assist by L. Nance),41,35
140,2,7:03.0,T. Ross misses 3-pt jump shot from 27 ft,,41,35
141,2,7:01.0,Offensive rebound by M. Carter-Williams,,41,35
142,2,7:00.0,Turnover by M. Carter-Williams (bad pass; steal by K. Porter),,41,35
143,2,6:55.0,,J. Clarkson misses 3-pt jump shot from 23 ft,41,35
144,2,6:52.0,Defensive rebound by T. Ross,,41,35
145,2,6:40.0,T. Ross misses 3-pt jump shot from 27 ft,,41,35
146,2,6:38.0,Offensive rebound by T. Ross,,41,35
147,2,6:28.0,,Cleveland full timeout,41,35
148,2,6:28.0,K. Birch enters the game for M. Bamba,,41,35
149,2,6:28.0,E. Fournier enters the game for M. Carter-Williams,,41,35
150,2,6:28.0,M. Fultz enters the game for T. Ross,,41,35
151,2,6:28.0,,J. Henson enters the game for J. Clarkson,41,35
152,2,6:28.0,,C. Osman enters the game for K. Porter,41,35
153,2,6:28.0,,C. Sexton enters the game for T. Thompson,41,35
154,2,6:27.0,E. Fournier makes 2-pt jump shot from 20 ft (assist by M. Fultz),,43,35
155,2,6:11.0,,Shooting foul by E. Fournier (drawn by C. Osman),43,35
156,2,6:11.0,,C. Osman makes free throw 1 of 2,43,36
157,2,6:11.0,,C. Osman misses free throw 2 of 2,43,36
158,2,6:11.0,Defensive rebound by D. Augustin,,43,36
159,2,5:56.0,M. Fultz misses 2-pt jump shot from 7 ft,,43,36
160,2,5:55.0,,Defensive rebound by C. Osman,43,36
161,2,5:48.0,,C. Osman misses 2-pt layup from 5 ft (block by K. Birch),43,36
162,2,5:45.0,,Offensive rebound by J. Henson,43,36
163,2,5:42.0,,J. Henson misses 2-pt layup from 3 ft,43,36
164,2,5:40.0,Defensive rebound by J. Isaac,,43,36
165,2,5:30.0,D. Augustin makes 3-pt jump shot from 23 ft,,46,36
166,2,5:21.0,,L. Nance misses 3-pt jump shot from 23 ft,46,36
167,2,5:18.0,Defensive rebound by E. Fournier,,46,36
168,2,5:15.0,D. Augustin misses 3-pt jump shot from 27 ft,,46,36
169,2,5:09.0,,Defensive rebound by D. Garland,46,36
170,2,4:50.0,,Shooting foul by K. Birch (drawn by J. Henson),46,36
171,2,4:50.0,,J. Henson misses free throw 1 of 2,46,36
172,2,4:50.0,,Offensive rebound by Team,46,36
173,2,4:50.0,,J. Henson makes free throw 2 of 2,46,37
174,2,4:34.0,Turnover by J. Isaac (lost ball; steal by C. Sexton),,46,37
175,2,4:32.0,,Turnover by C. Sexton (lost ball; steal by D. Augustin),46,37
176,2,4:31.0,D. Augustin makes 2-pt layup from 3 ft,,48,37
177,2,4:11.0,,C. Sexton makes 2-pt jump shot from 19 ft,48,39
178,2,3:52.0,J. Isaac misses 2-pt jump shot from 12 ft,,48,39
179,2,3:49.0,,Defensive rebound by C. Sexton,48,39
180,2,3:42.0,,Turnover by J. Henson (step out of bounds),48,39
181,2,3:42.0,A. Gordon enters the game for D. Augustin,,48,39
182,2,3:42.0,,T. Thompson enters the game for J. Henson,48,39
183,2,3:28.0,E. Fournier misses 2-pt layup from 4 ft,,48,39
184,2,3:27.0,Offensive rebound by K. Birch,,48,39
185,2,3:26.0,K. Birch misses 2-pt layup from 3 ft (block by C. Osman),,48,39
186,2,3:24.0,Offensive rebound by K. Birch,,48,39
187,2,3:22.0,K. Birch misses 2-pt layup from 1 ft,,48,39
188,2,3:22.0,,Defensive rebound by L. Nance,48,39
189,2,3:21.0,,L. Nance misses 2-pt layup from 6 ft (block by J. Isaac),48,39
190,2,3:20.0,,Offensive rebound by Team,48,39
191,2,3:12.0,,D. Garland misses 3-pt jump shot from 26 ft,48,39
192,2,3:04.0,Defensive rebound by A. Gordon,,48,39
193,2,3:02.0,A. Gordon misses 2-pt layup from 1 ft,,48,39
194,2,3:01.0,,Defensive rebound by D. Garland,48,39
195,2,2:54.0,,Shooting foul by M. Fultz (drawn by D. Garland),48,39
196,2,2:54.0,Orlando full timeout,,48,39
197,2,2:54.0,T. Ross enters the game for J. Isaac,,48,39
198,2,2:54.0,,D. Garland makes free throw 1 of 2,48,40
199,2,2:54.0,,D. Garland makes free throw 2 of 2,48,41
200,2,2:40.0,Turnover by E. Fournier (lost ball; steal by C. Osman),,48,41
201,2,2:35.0,,C. Sexton makes 2-pt layup from 4 ft (assist by C. Osman),48,43
202,2,2:16.0,M. Fultz makes 2-pt layup from 6 ft,,50,43
203,2,1:58.0,,C. Sexton misses 2-pt jump shot from 15 ft,50,43
204,2,1:52.0,Defensive rebound by K. Birch,,50,43
205,2,1:45.0,A. Gordon misses 3-pt jump shot from 26 ft,,50,43
206,2,1:41.0,,Defensive rebound by D. Garland,50,43
207,2,1:33.0,,T. Thompson makes 2-pt dunk from 2 ft (assist by D. Garland),50,45
208,2,1:14.0,E. Fournier makes 2-pt jump shot from 12 ft,,52,45
209,2,0:50.0,,C. Sexton makes 2-pt layup from 4 ft,52,47
210,2,0:33.0,A. Gordon misses 2-pt jump shot from 10 ft,,52,47
211,2,0:28.0,,Defensive rebound by T. Thompson,52,47
212,2,0:07.0,,Turnover by Team (shot clock),52,47
213,2,0:07.0,M. Bamba enters the game for K. Birch,,52,47
214,2,0:07.0,,M. Dellavedova enters the game for D. Garland,52,47
215,2,0:00.0,Personal foul by T. Thompson (drawn by M. Fultz),,52,47
216,2,0:00.0,M. Bamba misses 2-pt layup from 3 ft (block by T. Thompson),,52,47
217,2,0:00.0,Offensive rebound by Team,,52,47
218,3,11:48.0,,C. Sexton makes 2-pt jump shot from 8 ft (assist by C. Osman),52,49
219,3,11:48.0,,Shooting foul by E. Fournier (drawn by C. Sexton),52,49
220,3,11:48.0,,C. Sexton makes free throw 1 of 1,52,50
221,3,11:33.0,Shooting foul by T. Thompson (drawn by E. Fournier),,52,50
222,3,11:33.0,E. Fournier makes free throw 1 of 2,,53,50
223,3,11:33.0,E. Fournier makes free throw 2 of 2,,54,50
224,3,11:20.0,,Turnover by C. Sexton (bad pass; steal by K. Birch),54,50
225,3,11:12.0,Personal foul by L. Nance (drawn by J. Isaac),,54,50
226,3,11:10.0,Turnover by M. Fultz (bad pass; steal by C. Osman),,54,50
227,3,10:51.0,,D. Garland misses 3-pt jump shot from 26 ft,54,50
228,3,10:46.0,Defensive rebound by A. Gordon,,54,50
229,3,10:26.0,E. Fournier misses 3-pt jump shot from 28 ft,,54,50
230,3,10:22.0,Offensive rebound by K. Birch,,54,50
231,3,10:19.0,M. Fultz misses 2-pt jump shot from 10 ft,,54,50
232,3,10:15.0,,Defensive rebound by C. Osman,54,50
233,3,10:07.0,,C. Sexton makes 3-pt jump shot from 28 ft (assist by C. Osman),54,53
234,3,9:41.0,Turnover by A. Gordon (lost ball; steal by T. Thompson),,54,53
235,3,9:34.0,,C. Osman makes 3-pt jump shot from 26 ft (assist by C. Sexton),54,56
236,3,9:10.0,E. Fournier misses 2-pt jump shot from 15 ft,,54,56
237,3,9:09.0,,Defensive rebound by D. Garland,54,56
238,3,8:57.0,,D. Garland makes 2-pt jump shot from 17 ft (assist by T. Thompson),54,58
239,3,8:38.0,J. Isaac makes 2-pt jump shot from 14 ft (assist by K. Birch),,56,58
240,3,8:21.0,,C. Osman makes 2-pt layup from 6 ft (assist by T. Thompson),56,60
241,3,8:21.0,Orlando full timeout,,56,60
242,3,8:05.0,E. Fournier misses 3-pt jump shot from 26 ft,,56,60
243,3,8:01.0,Offensive rebound by Team,,56,60
244,3,8:01.0,,Loose ball foul by T. Thompson (drawn by K. Birch),56,60
245,3,8:01.0,,Violation by Team (delay of game),56,60
246,3,7:52.0,M. Fultz misses 2-pt jump shot from 12 ft,,56,60
247,3,7:50.0,,Defensive rebound by L. Nance,56,60
248,3,7:30.0,,C. Sexton misses 2-pt jump shot from 20 ft,56,60
249,3,7:26.0,Defensive rebound by J. Isaac,,56,60
250,3,7:08.0,J. Isaac makes 2-pt jump shot from 7 ft (assist by A. Gordon),,58,60
251,3,6:42.0,,C. Osman misses 3-pt jump shot from 27 ft,58,60
252,3,6:37.0,Defensive rebound by M. Fultz,,58,60
253,3,6:35.0,Turnover by M. Fultz (bad pass; steal by C. Osman),,58,60
254,3,6:35.0,,J. Henson enters the game for T. Thompson,58,60
255,3,6:13.0,,C. Osman makes 2-pt jump shot from 12 ft,58,62
256,3,5:53.0,J. Isaac misses 2-pt layup from 4 ft,,58,62
257,3,5:51.0,Offensive rebound by Team,,58,62
258,3,5:51.0,T. Ross enters the game for A. Gordon,,58,62
259,3,5:44.0,Shooting foul by C. Osman (drawn by E. Fournier),,58,62
260,3,5:44.0,E. Fournier makes free throw 1 of 2,,59,62
261,3,5:44.0,E. Fournier makes free throw 2 of 2,,60,62
262,3,5:31.0,,C. Osman makes 3-pt jump shot from 26 ft,60,65
263,3,5:13.0,M. Fultz misses 2-pt layup from 4 ft (block by J. Henson),,60,65
264,3,5:10.0,,Defensive rebound by J. Henson,60,65
265,3,4:54.0,,Turnover by C. Osman (bad pass),60,65
266,3,4:54.0,D. Augustin enters the game for E. Fournier,,60,65
267,3,4:54.0,M. Carter-Williams enters the game for M. Fultz,,60,65
268,3,4:32.0,D. Augustin misses 2-pt jump shot from 7 ft,,60,65
269,3,4:28.0,,Defensive rebound by J. Henson,60,65
270,3,4:17.0,,Turnover by D. Garland (bad pass; steal by D. Augustin),60,65
271,3,4:12.0,J. Isaac misses 2-pt layup from 8 ft (block by J. Henson),,60,65
272,3,4:11.0,Offensive rebound by K. Birch,,60,65
273,3,4:11.0,K. Birch makes 2-pt layup from 2 ft,,62,65
274,3,3:52.0,,C. Sexton makes 2-pt layup from 4 ft,62,67
275,3,3:52.0,,Shooting foul by J. Isaac (drawn by C. Sexton),62,67
276,3,3:52.0,M. Bamba enters the game for K. Birch,,62,67
277,3,3:52.0,,J. Clarkson enters the game for D. Garland,62,67
278,3,3:52.0,,K. Porter enters the game for L. Nance,62,67
279,3,3:52.0,,C. Sexton makes free throw 1 of 1,62,68
280,3,3:30.0,D. Augustin misses 2-pt jump shot from 3 ft,,62,68
281,3,3:30.0,,Defensive rebound by C. Osman,62,68
282,3,3:23.0,,Turnover by K. Porter (traveling),62,68
283,3,3:12.0,T. Ross makes 3-pt jump shot from 28 ft (assist by D. Augustin),,65,68
284,3,2:55.0,,C. Sexton misses 2-pt jump shot from 6 ft,65,68
285,3,2:55.0,Defensive rebound by J. Isaac,,65,68
286,3,2:39.0,M. Carter-Williams makes 2-pt jump shot from 6 ft,,67,68
287,3,2:34.0,,Cleveland full timeout,67,68
288,3,2:34.0,A. Gordon enters the game for J. Isaac,,67,68
289,3,2:34.0,,M. Dellavedova enters the game for J. Henson,67,68
290,3,2:34.0,,T. Thompson enters the game for C. Sexton,67,68
291,3,2:28.0,,J. Clarkson misses 3-pt jump shot from 29 ft,67,68
292,3,2:22.0,Defensive rebound by M. Bamba,,67,68
293,3,2:10.0,T. Ross misses 2-pt jump shot from 15 ft,,67,68
294,3,2:09.0,Offensive rebound by Team,,67,68
295,3,2:09.0,,Loose ball foul by T. Thompson (drawn by M. Bamba),67,68
296,3,2:09.0,M. Bamba makes free throw 1 of 2,,68,68
297,3,2:09.0,,L. Nance enters the game for T. Thompson,68,68
298,3,2:09.0,M. Bamba misses free throw 2 of 2,,68,68
299,3,2:08.0,,Defensive rebound by C. Osman,68,68
300,3,1:53.0,,K. Porter misses 3-pt jump shot from 26 ft,68,68
301,3,1:49.0,Defensive rebound by M. Carter-Williams,,68,68
302,3,1:35.0,T. Ross misses 3-pt jump shot from 26 ft,,68,68
303,3,1:31.0,Offensive rebound by D. Augustin,,68,68
304,3,1:27.0,Turnover by D. Augustin (out of bounds lost ball),,68,68
305,3,1:10.0,,J. Clarkson misses 3-pt jump shot from 25 ft,68,68
306,3,1:08.0,,Offensive rebound by J. Clarkson,68,68
307,3,0:57.0,,L. Nance misses 2-pt layup from 7 ft,68,68
308,3,0:53.0,,Offensive rebound by M. Dellavedova,68,68
309,3,0:53.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,68,70
310,3,0:38.0,Turnover by T. Ross (bad pass),,68,70
311,3,0:22.0,,L. Nance misses 2-pt hook shot from 10 ft,68,70
312,3,0:18.0,Defensive rebound by M. Carter-Williams,,68,70
313,3,0:02.0,Turnover by D. Augustin (bad pass; steal by C. Osman),,68,70
314,4,11:41.0,T. Ross makes 2-pt jump shot from 16 ft (assist by A. Gordon),,70,70
315,4,11:15.0,,M. Dellavedova makes 3-pt jump shot from 27 ft (assist by J. Clarkson),70,73
316,4,10:52.0,M. Bamba misses 3-pt jump shot from 24 ft,,70,73
317,4,10:49.0,Offensive rebound by M. Carter-Williams,,70,73
318,4,10:46.0,T. Ross makes 3-pt jump shot from 28 ft (assist by M. Carter-Williams),,73,73
319,4,10:33.0,,K. Porter makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),73,76
320,4,10:09.0,Offensive foul by A. Gordon (drawn by L. Nance),,73,76
321,4,10:09.0,Turnover by A. Gordon (offensive foul),,73,76
322,4,9:57.0,,L. Nance misses 2-pt jump shot from 9 ft,73,76
323,4,9:51.0,Defensive rebound by M. Carter-Williams,,73,76
324,4,9:45.0,A. Gordon misses 3-pt jump shot from 28 ft,,73,76
325,4,9:42.0,,Defensive rebound by K. Porter,73,76
326,4,9:34.0,,Turnover by K. Porter (lost ball; steal by M. Carter-Williams),73,76
327,4,9:20.0,A. Gordon makes 2-pt jump shot from 7 ft,,75,76
328,4,9:20.0,Shooting foul by L. Nance (drawn by A. Gordon),,75,76
329,4,9:20.0,A. Gordon makes free throw 1 of 1,,76,76
330,4,9:06.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by T. Thompson),76,79
331,4,8:51.0,Turnover by T. Ross (bad pass; steal by T. Thompson),,76,79
332,4,8:46.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,76,79
333,4,8:40.0,,Offensive rebound by L. Nance,76,79
334,4,8:40.0,,L. Nance misses 2-pt layup at rim,76,79
335,4,8:40.0,,Offensive rebound by L. Nance,76,79
336,4,8:40.0,,Turnover by L. Nance (bad pass; steal by A. Gordon),76,79
337,4,8:40.0,Personal foul by K. Porter (drawn by A. Gordon),,76,79
338,4,8:40.0,J. Isaac enters the game for A. Gordon,,76,79
339,4,8:28.0,D. Augustin misses 2-pt layup from 4 ft,,76,79
340,4,8:25.0,,Defensive rebound by T. Thompson,76,79
341,4,8:17.0,,J. Clarkson misses 3-pt jump shot from 28 ft,76,79
342,4,8:15.0,Defensive rebound by Team,,76,79
343,4,8:03.0,T. Ross makes 3-pt jump shot from 28 ft (assist by D. Augustin),,79,79
344,4,7:44.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,79,79
345,4,7:44.0,Defensive rebound by M. Bamba,,79,79
346,4,7:29.0,Turnover by D. Augustin (traveling),,79,79
347,4,7:29.0,K. Birch enters the game for M. Bamba,,79,79
348,4,7:29.0,E. Fournier enters the game for M. Carter-Williams,,79,79
349,4,7:29.0,,J. Henson enters the game for T. Thompson,79,79
350,4,7:18.0,,Turnover by J. Clarkson (out of bounds lost ball),79,79
351,4,7:18.0,,D. Garland enters the game for M. Dellavedova,79,79
352,4,7:18.0,,Cleveland full timeout,79,79
353,4,7:02.0,T. Ross misses 3-pt jump shot from 25 ft (block by J. Henson),,79,79
354,4,6:58.0,,Defensive rebound by J. Henson,79,79
355,4,6:57.0,,K. Porter makes 2-pt dunk from 5 ft (assist by J. Henson),79,81
356,4,6:42.0,E. Fournier makes 2-pt layup from 6 ft,,81,81
357,4,6:42.0,M. Fultz enters the game for T. Ross,,81,81
358,4,6:17.0,,J. Clarkson misses 3-pt jump shot from 26 ft,81,81
359,4,6:16.0,,Offensive rebound by Team,81,81
360,4,6:16.0,,Turnover by Team (shot clock),81,81
361,4,5:50.0,D. Augustin misses 3-pt jump shot from 27 ft,,81,81
362,4,5:47.0,,Defensive rebound by K. Porter,81,81
363,4,5:42.0,,K. Porter misses 3-pt jump shot from 26 ft,81,81
364,4,5:38.0,Defensive rebound by J. Isaac,,81,81
365,4,5:29.0,J. Isaac makes 3-pt jump shot from 26 ft (assist by D. Augustin),,84,81
366,4,5:05.0,,J. Clarkson misses 2-pt jump shot from 12 ft (block by K. Birch),84,81
367,4,5:04.0,Defensive rebound by D. Augustin,,84,81
368,4,4:57.0,Offensive foul by E. Fournier (drawn by D. Garland),,84,81
369,4,4:57.0,Turnover by E. Fournier (offensive foul),,84,81
370,4,4:57.0,,C. Osman enters the game for J. Clarkson,84,81
371,4,4:57.0,,C. Sexton enters the game for J. Henson,84,81
372,4,4:57.0,,T. Thompson enters the game for K. Porter,84,81
373,4,4:49.0,,C. Sexton misses 2-pt jump shot from 15 ft,84,81
374,4,4:47.0,Defensive rebound by M. Fultz,,84,81
375,4,4:42.0,M. Fultz misses 2-pt layup from 2 ft,,84,81
376,4,4:39.0,,Defensive rebound by Team,84,81
377,4,4:17.0,,C. Osman misses 3-pt jump shot from 27 ft,84,81
378,4,4:13.0,,Offensive rebound by C. Sexton,84,81
379,4,4:11.0,,C. Sexton makes 2-pt jump shot from 7 ft,84,83
380,4,3:54.0,D. Augustin misses 3-pt jump shot from 26 ft,,84,83
381,4,3:52.0,,Defensive rebound by C. Sexton,84,83
382,4,3:52.0,,Instant Replay (Challenge: Ruling Stands),84,83
