,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ORLANDO_ACTION,PHOENIX_SCORE,ORLANDO_SCORE
39,1,7:06.0,,K. Birch makes free throw 2 of 2,16,14
40,1,6:52.0,F. Kaminsky misses 2-pt jump shot from 15 ft,,16,14
41,1,6:49.0,,Defensive rebound by A. Gordon,16,14
42,1,6:42.0,,Personal foul by D. Šarić (drawn by J. Isaac),16,14
43,1,6:32.0,,M. Fultz misses 2-pt jump shot from 11 ft,16,14
44,1,6:30.0,Defensive rebound by F. Kaminsky,,16,14
45,1,6:19.0,K. Oubre misses 2-pt jump shot from 21 ft,,16,14
46,1,6:16.0,Offensive rebound by F. Kaminsky,,16,14
47,1,6:15.0,F. Kaminsky makes 2-pt layup from 2 ft,,18,14
48,1,5:58.0,,A. Gordon misses 2-pt jump shot from 11 ft,18,14
49,1,5:56.0,Defensive rebound by D. Šarić,,18,14
50,1,5:47.0,D. Booker makes 2-pt layup from 2 ft,,20,14
51,1,5:40.0,,E. Fournier misses 3-pt jump shot from 25 ft,20,14
52,1,5:37.0,Defensive rebound by K. Oubre,,20,14
53,1,5:31.0,D. Šarić misses 3-pt jump shot from 23 ft,,20,14
54,1,5:27.0,Offensive rebound by R. Rubio,,20,14
55,1,5:27.0,R. Rubio misses 3-pt jump shot from 25 ft,,20,14
56,1,5:24.0,,Defensive rebound by A. Gordon,20,14
57,1,5:13.0,,Turnover by E. Fournier (lost ball; steal by K. Oubre),20,14
58,1,5:09.0,D. Booker makes 2-pt layup from 4 ft (assist by K. Oubre),,22,14
59,1,4:53.0,,Turnover by E. Fournier (back court),22,14
60,1,4:53.0,,D. Augustin enters the game for E. Fournier,22,14
61,1,4:53.0,,W. Iwundu enters the game for M. Fultz,22,14
62,1,4:53.0,,T. Ross enters the game for A. Gordon,22,14
63,1,4:39.0,D. Booker misses 2-pt jump shot from 13 ft,,22,14
64,1,4:36.0,,Defensive rebound by Team,22,14
65,1,4:24.0,,J. Isaac misses 2-pt jump shot from 19 ft,22,14
66,1,4:22.0,Defensive rebound by D. Booker,,22,14
67,1,4:15.0,Turnover by D. Booker (bad pass; steal by T. Ross),,22,14
68,1,4:08.0,,Personal foul by F. Kaminsky (drawn by J. Isaac),22,14
69,1,4:08.0,M. Bridges enters the game for R. Rubio,,22,14
70,1,4:08.0,T. Jerome enters the game for D. Šarić,,22,14
71,1,3:53.0,,D. Augustin misses 3-pt jump shot from 26 ft,22,14
72,1,3:49.0,,Offensive rebound by K. Birch,22,14
73,1,3:42.0,,Offensive foul by T. Ross (drawn by K. Oubre),22,14
74,1,3:42.0,,Turnover by T. Ross (offensive foul),22,14
75,1,3:42.0,,M. Bamba enters the game for K. Birch,22,14
76,1,3:27.0,T. Jerome misses 2-pt jump shot from 14 ft,,22,14
77,1,3:24.0,,Defensive rebound by W. Iwundu,22,14
78,1,3:16.0,,T. Ross makes 3-pt jump shot from 25 ft (assist by D. Augustin),22,17
79,1,3:16.0,,Shooting foul by K. Oubre (drawn by T. Ross),22,17
80,1,3:16.0,C. Johnson enters the game for K. Oubre,,22,17
81,1,3:16.0,,A. Gordon enters the game for J. Isaac,22,17
82,1,3:16.0,,T. Ross makes free throw 1 of 1,22,18
83,1,3:07.0,D. Booker misses 2-pt jump shot from 14 ft,,22,18
84,1,3:05.0,,Defensive rebound by W. Iwundu,22,18
85,1,2:59.0,,A. Gordon makes 2-pt dunk from 2 ft (assist by W. Iwundu),22,20
86,1,2:53.0,Phoenix full timeout,,22,20
87,1,2:48.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by T. Jerome),,25,20
88,1,2:31.0,,T. Ross makes 2-pt jump shot from 7 ft (assist by D. Augustin),25,22
89,1,2:31.0,,Shooting foul by C. Johnson (drawn by T. Ross),25,22
90,1,2:31.0,,T. Ross makes free throw 1 of 1,25,23
91,1,2:16.0,C. Johnson makes 3-pt jump shot from 24 ft (assist by T. Jerome),,28,23
92,1,1:49.0,,T. Ross makes 2-pt jump shot from 22 ft,28,25
93,1,1:37.0,T. Jerome makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),,31,25
94,1,1:17.0,,Turnover by T. Ross (bad pass; steal by T. Jerome),31,25
95,1,1:14.0,M. Bridges makes 2-pt layup from 2 ft (assist by D. Booker),,33,25
96,1,1:14.0,Shooting foul by T. Ross (drawn by M. Bridges),,33,25
97,1,1:14.0,J. Carter enters the game for D. Booker,,33,25
98,1,1:14.0,C. Diallo enters the game for F. Kaminsky,,33,25
99,1,1:14.0,M. Bridges makes free throw 1 of 1,,34,25
100,1,0:52.0,,W. Iwundu makes 2-pt jump shot from 14 ft (assist by A. Gordon),34,27
101,1,0:34.0,T. Jerome misses 2-pt jump shot from 6 ft,,34,27
102,1,0:32.0,Offensive rebound by Team,,34,27
103,1,0:30.0,C. Diallo makes 3-pt jump shot from 23 ft (assist by T. Jerome),,37,27
104,1,0:11.0,,A. Gordon makes 2-pt jump shot from 15 ft,37,29
105,1,0:02.0,Turnover by T. Jerome (bad pass; steal by A. Gordon),,37,29
106,1,0:00.0,,W. Iwundu makes 2-pt layup from 2 ft (assist by A. Gordon),37,31
107,1,0:00.0,,Instant Replay (Request: Ruling Stands),37,31
108,2,11:43.0,,T. Ross misses 3-pt jump shot from 26 ft,37,31
109,2,11:40.0,Defensive rebound by C. Diallo,,37,31
110,2,11:25.0,Shooting foul by M. Bamba (drawn by C. Diallo),,37,31
111,2,11:25.0,C. Diallo makes free throw 1 of 2,,38,31
112,2,11:25.0,C. Diallo makes free throw 2 of 2,,39,31
113,2,11:08.0,,D. Augustin misses 2-pt layup from 4 ft,39,31
114,2,11:02.0,,Offensive rebound by M. Bamba,39,31
115,2,11:02.0,,M. Bamba makes 2-pt layup from 1 ft,39,33
116,2,10:54.0,C. Diallo makes 2-pt jump shot from 14 ft (assist by M. Bridges),,41,33
117,2,10:32.0,,T. Ross misses 2-pt layup from 3 ft,41,33
118,2,10:30.0,Defensive rebound by C. Johnson,,41,33
119,2,10:18.0,T. Jerome misses 2-pt layup from 4 ft (block by M. Bamba),,41,33
120,2,10:18.0,Offensive rebound by Team,,41,33
121,2,10:15.0,C. Johnson misses 3-pt jump shot from 26 ft,,41,33
122,2,10:13.0,,Defensive rebound by T. Ross,41,33
123,2,10:00.0,,A. Gordon makes 3-pt jump shot from 27 ft (assist by D. Augustin),41,36
124,2,9:39.0,C. Diallo misses 2-pt layup from 4 ft,,41,36
125,2,9:36.0,,Defensive rebound by M. Bamba,41,36
126,2,9:21.0,,M. Bamba makes 3-pt jump shot from 25 ft (assist by D. Augustin),41,39
127,2,9:20.0,Phoenix full timeout,,41,39
128,2,9:20.0,R. Rubio enters the game for C. Diallo,,41,39
129,2,9:20.0,D. Šarić enters the game for T. Jerome,,41,39
130,2,9:07.0,C. Johnson misses 2-pt jump shot from 16 ft,,41,39
131,2,9:04.0,,Defensive rebound by D. Augustin,41,39
132,2,9:00.0,,D. Augustin makes 3-pt jump shot from 25 ft,41,42
133,2,9:00.0,,Shooting foul by J. Carter (drawn by D. Augustin),41,42
134,2,9:00.0,,D. Augustin makes free throw 1 of 1,41,43
135,2,8:43.0,R. Rubio misses 2-pt jump shot from 16 ft (block by M. Bamba),,41,43
136,2,8:36.0,,Defensive rebound by T. Ross,41,43
137,2,8:33.0,,T. Ross misses 2-pt jump shot from 5 ft,41,43
138,2,8:31.0,,Offensive rebound by M. Bamba,41,43
139,2,8:31.0,,Turnover by M. Bamba (out of bounds lost ball),41,43
140,2,8:31.0,K. Oubre enters the game for C. Johnson,,41,43
141,2,8:20.0,D. Šarić misses 3-pt jump shot from 26 ft,,41,43
142,2,8:16.0,,Defensive rebound by M. Bamba,41,43
143,2,8:02.0,,A. Gordon misses 2-pt jump shot from 16 ft,41,43
144,2,8:02.0,Defensive rebound by J. Carter,,41,43
145,2,7:53.0,M. Bridges makes 2-pt layup from 4 ft (assist by J. Carter),,43,43
146,2,7:39.0,,D. Augustin misses 2-pt jump shot from 7 ft,43,43
147,2,7:37.0,,Offensive rebound by M. Bamba,43,43
148,2,7:37.0,,M. Bamba makes 2-pt layup from 3 ft,43,45
149,2,7:28.0,Shooting foul by W. Iwundu (drawn by D. Šarić),,43,45
150,2,7:28.0,D. Šarić makes free throw 1 of 2,,44,45
151,2,7:28.0,D. Booker enters the game for J. Carter,,44,45
152,2,7:28.0,,E. Fournier enters the game for A. Gordon,44,45
153,2,7:28.0,,J. Isaac enters the game for W. Iwundu,44,45
154,2,7:28.0,D. Šarić misses free throw 2 of 2,,44,45
155,2,7:26.0,,Defensive rebound by M. Bamba,44,45
156,2,7:18.0,,Turnover by D. Augustin (bad pass; steal by R. Rubio),44,45
157,2,7:15.0,R. Rubio makes 2-pt layup from 1 ft,,46,45
158,2,7:15.0,,Violation by Team (def goaltending),46,45
159,2,6:55.0,,T. Ross misses 2-pt hook shot from 6 ft,46,45
160,2,6:52.0,,Offensive rebound by J. Isaac,46,45
161,2,6:51.0,,J. Isaac makes 2-pt layup from 3 ft,46,47
162,2,6:51.0,F. Kaminsky enters the game for M. Bridges,,46,47
163,2,6:51.0,,K. Birch enters the game for M. Bamba,46,47
164,2,6:51.0,,M. Fultz enters the game for T. Ross,46,47
165,2,6:33.0,F. Kaminsky makes 2-pt layup from 4 ft (assist by D. Booker),,48,47
166,2,6:18.0,,J. Isaac misses 2-pt jump shot from 15 ft,48,47
167,2,6:12.0,,Offensive rebound by Team,48,47
168,2,5:52.0,,Shooting foul by D. Šarić (drawn by D. Augustin),48,47
169,2,5:52.0,,D. Augustin makes free throw 1 of 3,48,48
170,2,5:52.0,,D. Augustin makes free throw 2 of 3,48,49
171,2,5:52.0,,D. Augustin makes free throw 3 of 3,48,50
172,2,5:45.0,D. Booker makes 2-pt layup from 5 ft (assist by R. Rubio),,50,50
173,2,5:22.0,,E. Fournier misses 3-pt jump shot from 26 ft,50,50
174,2,5:20.0,,Offensive rebound by E. Fournier,50,50
175,2,5:18.0,,E. Fournier makes 2-pt jump shot from 14 ft,50,52
176,2,4:58.0,R. Rubio misses 3-pt jump shot from 26 ft,,50,52
177,2,4:56.0,,Defensive rebound by M. Fultz,50,52
178,2,4:43.0,,J. Isaac makes 2-pt jump shot from 10 ft (assist by E. Fournier),50,54
179,2,4:31.0,K. Oubre misses 3-pt jump shot from 26 ft,,50,54
180,2,4:28.0,,Defensive rebound by M. Fultz,50,54
181,2,4:13.0,,D. Augustin makes 2-pt layup from 3 ft,50,56
182,2,3:57.0,Turnover by D. Šarić (traveling),,50,56
183,2,3:57.0,,A. Gordon enters the game for D. Augustin,50,56
184,2,3:46.0,,K. Birch makes 2-pt dunk from 2 ft (assist by E. Fournier),50,58
185,2,3:36.0,R. Rubio makes 2-pt jump shot from 12 ft,,52,58
186,2,3:17.0,,E. Fournier misses 2-pt layup from 3 ft,52,58
187,2,3:15.0,Defensive rebound by F. Kaminsky,,52,58
188,2,3:10.0,D. Booker misses 3-pt jump shot from 27 ft,,52,58
189,2,3:04.0,Offensive rebound by D. Šarić,,52,58
190,2,3:02.0,D. Booker misses 3-pt jump shot from 25 ft,,52,58
191,2,2:58.0,Offensive rebound by D. Šarić,,52,58
192,2,2:53.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by K. Oubre),,54,58
193,2,2:53.0,,Orlando full timeout,54,58
194,2,2:53.0,C. Johnson enters the game for K. Oubre,,54,58
195,2,2:53.0,,T. Ross enters the game for J. Isaac,54,58
196,2,2:37.0,,M. Fultz misses 2-pt layup from 2 ft,54,58
197,2,2:35.0,Defensive rebound by D. Šarić,,54,58
198,2,2:20.0,F. Kaminsky makes 2-pt dunk from 2 ft (assist by D. Šarić),,56,58
199,2,2:01.0,,Turnover by K. Birch (bad pass),56,58
200,2,1:50.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,56,58
201,2,1:47.0,,Defensive rebound by A. Gordon,56,58
202,2,1:42.0,,M. Fultz misses 2-pt jump shot from 20 ft,56,58
203,2,1:38.0,,Offensive rebound by K. Birch,56,58
204,2,1:36.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by K. Birch),56,61
205,2,1:24.0,Personal foul by E. Fournier (drawn by D. Booker),,56,61
206,2,1:24.0,,J. Isaac enters the game for T. Ross,56,61
207,2,1:18.0,D. Booker misses 3-pt jump shot from 26 ft,,56,61
208,2,1:17.0,,Defensive rebound by Team,56,61
209,2,1:04.0,,A. Gordon makes 2-pt layup from 2 ft (assist by M. Fultz),56,63
210,2,1:04.0,,Shooting foul by D. Booker (drawn by A. Gordon),56,63
211,2,1:04.0,,A. Gordon misses free throw 1 of 1,56,63
212,2,1:01.0,Defensive rebound by D. Šarić,,56,63
213,2,0:45.0,F. Kaminsky makes 2-pt jump shot from 7 ft (assist by R. Rubio),,58,63
214,2,0:36.0,,M. Fultz misses 2-pt jump shot from 9 ft,58,63
215,2,0:33.0,Defensive rebound by D. Booker,,58,63
216,2,0:15.0,Offensive foul by D. Booker (drawn by E. Fournier),,58,63
217,2,0:15.0,Turnover by D. Booker (offensive foul),,58,63
218,2,0:15.0,M. Bridges enters the game for D. Booker,,58,63
219,2,0:15.0,J. Carter enters the game for D. Šarić,,58,63
220,2,0:02.0,,E. Fournier makes 2-pt layup from 2 ft,58,65
221,2,0:00.0,R. Rubio misses 3-pt jump shot from 36 ft,,58,65
222,2,0:00.0,Offensive rebound by Team,,58,65
223,3,11:48.0,,M. Fultz misses 2-pt jump shot from 12 ft,58,65
224,3,11:44.0,Defensive rebound by F. Kaminsky,,58,65
225,3,11:30.0,D. Booker makes 3-pt jump shot from 25 ft (assist by R. Rubio),,61,65
226,3,11:05.0,,Shooting foul by D. Šarić (drawn by J. Isaac),61,65
227,3,11:05.0,,J. Isaac misses free throw 1 of 2,61,65
228,3,11:05.0,,Offensive rebound by Team,61,65
229,3,11:05.0,,J. Isaac makes free throw 2 of 2,61,66
230,3,10:52.0,K. Oubre misses 2-pt jump shot from 12 ft,,61,66
231,3,10:49.0,,Defensive rebound by J. Isaac,61,66
232,3,10:41.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Fultz),61,69
233,3,10:24.0,D. Booker misses 2-pt jump shot from 7 ft,,61,69
234,3,10:23.0,,Defensive rebound by K. Birch,61,69
235,3,10:17.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by M. Fultz),61,72
236,3,9:52.0,Personal foul by A. Gordon (drawn by K. Oubre),,61,72
237,3,9:50.0,Turnover by D. Šarić (bad pass; steal by E. Fournier),,61,72
238,3,9:48.0,,Turnover by A. Gordon (bad pass; steal by F. Kaminsky),61,72
239,3,9:44.0,Shooting foul by E. Fournier (drawn by K. Oubre),,61,72
240,3,9:44.0,K. Oubre makes free throw 1 of 2,,62,72
241,3,9:44.0,K. Oubre misses free throw 2 of 2,,62,72
242,3,9:42.0,,Defensive rebound by J. Isaac,62,72
243,3,9:23.0,,E. Fournier makes 2-pt jump shot from 9 ft,62,74
244,3,9:04.0,R. Rubio misses 2-pt jump shot from 20 ft,,62,74
245,3,9:00.0,,Defensive rebound by M. Fultz,62,74
246,3,8:50.0,,A. Gordon makes 2-pt jump shot from 13 ft (assist by E. Fournier),62,76
247,3,8:50.0,Phoenix full timeout,,62,76
248,3,8:36.0,Turnover by F. Kaminsky (bad pass; steal by J. Isaac),,62,76
249,3,8:35.0,,Personal foul by K. Oubre (drawn by J. Isaac),62,76
250,3,8:22.0,,E. Fournier makes 3-pt jump shot from 24 ft (assist by K. Birch),62,79
251,3,8:08.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by D. Booker),,65,79
252,3,7:44.0,,M. Fultz makes 2-pt jump shot from 19 ft,65,81
253,3,7:22.0,D. Booker misses 2-pt jump shot from 21 ft,,65,81
254,3,7:20.0,,Defensive rebound by K. Birch,65,81
255,3,7:15.0,,E. Fournier misses 2-pt jump shot from 20 ft,65,81
256,3,7:11.0,Defensive rebound by F. Kaminsky,,65,81
257,3,7:07.0,D. Booker makes 2-pt layup from 2 ft (assist by R. Rubio),,67,81
258,3,6:49.0,,J. Isaac misses 2-pt jump shot from 12 ft,67,81
259,3,6:47.0,Defensive rebound by R. Rubio,,67,81
260,3,6:38.0,D. Šarić makes 2-pt layup from 3 ft (assist by R. Rubio),,69,81
261,3,6:27.0,,M. Fultz makes 2-pt layup from 4 ft,69,83
262,3,6:14.0,D. Šarić makes 3-pt jump shot from 27 ft (assist by D. Booker),,72,83
263,3,5:57.0,,E. Fournier makes 3-pt jump shot from 23 ft,72,86
264,3,5:46.0,R. Rubio misses 2-pt layup from 2 ft,,72,86
265,3,5:44.0,Offensive rebound by R. Rubio,,72,86
266,3,5:42.0,F. Kaminsky makes 2-pt hook shot from 3 ft (assist by R. Rubio),,74,86
267,3,5:42.0,Shooting foul by K. Birch (drawn by F. Kaminsky),,74,86
268,3,5:42.0,,T. Ross enters the game for A. Gordon,74,86
269,3,5:42.0,F. Kaminsky misses free throw 1 of 1,,74,86
270,3,5:38.0,Offensive rebound by D. Šarić,,74,86
271,3,5:33.0,D. Booker misses 2-pt layup from 4 ft,,74,86
272,3,5:30.0,,Defensive rebound by E. Fournier,74,86
273,3,5:29.0,,T. Ross misses 3-pt jump shot from 27 ft,74,86
274,3,5:25.0,,Offensive rebound by Team,74,86
275,3,5:25.0,,M. Fultz makes 2-pt layup from 3 ft (assist by E. Fournier),74,88
276,3,5:25.0,,Shooting foul by R. Rubio (drawn by M. Fultz),74,88
277,3,5:25.0,,M. Fultz makes free throw 1 of 1,74,89
278,3,5:12.0,K. Oubre makes 2-pt dunk from 1 ft (assist by R. Rubio),,76,89
279,3,4:51.0,,M. Fultz makes 2-pt jump shot from 17 ft,76,91
280,3,4:30.0,D. Booker makes 3-pt jump shot from 25 ft (assist by R. Rubio),,79,91
281,3,4:06.0,,Turnover by E. Fournier (traveling),79,91
282,3,4:06.0,T. Jerome enters the game for R. Rubio,,79,91
283,3,4:06.0,,D. Augustin enters the game for E. Fournier,79,91
284,3,4:06.0,,W. Iwundu enters the game for M. Fultz,79,91
285,3,3:43.0,D. Šarić misses 2-pt hook shot from 5 ft,,79,91
286,3,3:41.0,,Defensive rebound by K. Birch,79,91
287,3,3:32.0,,K. Birch misses 2-pt hook shot from 8 ft,79,91
288,3,3:29.0,Defensive rebound by D. Booker,,79,91
289,3,3:26.0,Shooting foul by T. Ross (drawn by D. Booker),,79,91
290,3,3:26.0,D. Booker makes free throw 1 of 2,,80,91
291,3,3:26.0,M. Bridges enters the game for F. Kaminsky,,80,91
292,3,3:26.0,C. Diallo enters the game for D. Šarić,,80,91
293,3,3:26.0,,M. Bamba enters the game for K. Birch,80,91
294,3,3:26.0,,A. Gordon enters the game for J. Isaac,80,91
295,3,3:26.0,D. Booker misses free throw 2 of 2,,80,91
296,3,3:20.0,,Defensive rebound by M. Bamba,80,91
297,3,3:17.0,,Personal foul by K. Oubre (drawn by A. Gordon),80,91
298,3,3:17.0,C. Johnson enters the game for K. Oubre,,80,91
299,3,3:07.0,Phoenix full timeout,,80,91
300,3,3:07.0,Instant Replay (Challenge: Ruling Stands),,80,91
301,3,3:05.0,,Shooting foul by M. Bridges (drawn by T. Ross),80,91
302,3,3:05.0,,T. Ross makes free throw 1 of 3,80,92
303,3,3:05.0,,T. Ross makes free throw 2 of 3,80,93
304,3,3:05.0,,T. Ross makes free throw 3 of 3,80,94
305,3,2:52.0,C. Diallo misses 2-pt jump shot from 9 ft,,80,94
306,3,2:52.0,Offensive rebound by Team,,80,94
307,3,2:52.0,,Loose ball foul by T. Ross (drawn by M. Bridges),80,94
308,3,2:52.0,M. Bridges misses free throw 1 of 2,,80,94
309,3,2:52.0,Offensive rebound by Team,,80,94
310,3,2:52.0,M. Bridges makes free throw 2 of 2,,81,94
311,3,2:39.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by T. Ross),81,96
312,3,2:17.0,M. Bridges misses 3-pt jump shot from 23 ft,,81,96
313,3,2:14.0,,Defensive rebound by D. Augustin,81,96
314,3,2:03.0,,A. Gordon makes 2-pt layup from 3 ft,81,98
315,3,1:47.0,C. Johnson misses 2-pt layup from 3 ft (block by M. Bamba),,81,98
316,3,1:43.0,,Defensive rebound by T. Ross,81,98
317,3,1:36.0,,Orlando full timeout,81,98
318,3,1:27.0,,T. Ross makes 2-pt jump shot from 17 ft,81,100
319,3,0:57.0,M. Bridges misses 2-pt jump shot from 9 ft (block by M. Bamba),,81,100
320,3,0:54.0,,Defensive rebound by M. Bamba,81,100
321,3,0:49.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by W. Iwundu),81,103
322,3,0:29.0,M. Bridges makes 2-pt jump shot from 22 ft (assist by D. Booker),,83,103
323,3,0:09.0,,D. Augustin misses 2-pt layup from 3 ft,83,103
324,3,0:07.0,Defensive rebound by T. Jerome,,83,103
325,3,0:04.0,C. Johnson makes 3-pt jump shot from 26 ft (assist by T. Jerome),,86,103
326,3,0:00.0,,T. Ross misses 3-pt jump shot from 35 ft,86,103
327,3,0:00.0,,Offensive rebound by Team,86,103
328,4,11:45.0,Turnover by T. Jerome (bad pass),,86,103
329,4,11:29.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by A. Gordon),86,106
330,4,11:17.0,C. Diallo makes 2-pt dunk from 1 ft (assist by T. Jerome),,88,106
331,4,11:06.0,,Personal foul by M. Bridges (drawn by T. Ross),88,106
332,4,10:58.0,,D. Augustin misses 3-pt jump shot from 23 ft,88,106
333,4,10:56.0,Defensive rebound by C. Diallo,,88,106
334,4,10:48.0,Turnover by T. Jerome (bad pass; steal by T. Ross),,88,106
335,4,10:44.0,,A. Gordon makes 2-pt dunk from 3 ft (assist by D. Augustin),88,108
336,4,10:26.0,C. Johnson misses 2-pt jump shot from 11 ft,,88,108
337,4,10:23.0,,Defensive rebound by M. Bamba,88,108
338,4,10:16.0,,M. Bamba makes 3-pt jump shot from 26 ft (assist by D. Augustin),88,111
339,4,9:55.0,Turnover by T. Jerome (bad pass; steal by M. Bamba),,88,111
340,4,9:42.0,,Personal foul by C. Johnson (drawn by A. Gordon),88,111
341,4,9:37.0,,T. Ross misses 2-pt jump shot from 13 ft,88,111
342,4,9:33.0,Defensive rebound by J. Carter,,88,111
343,4,9:27.0,C. Diallo makes 2-pt layup from 2 ft (assist by J. Carter),,90,111
344,4,9:13.0,,T. Ross makes 2-pt jump shot from 11 ft (assist by A. Gordon),90,113
345,4,8:54.0,T. Jerome misses 2-pt jump shot from 11 ft (block by W. Iwundu),,90,113
346,4,8:54.0,Offensive rebound by Team,,90,113
347,4,8:49.0,J. Carter misses 2-pt jump shot from 17 ft,,90,113
348,4,8:45.0,,Defensive rebound by M. Bamba,90,113
349,4,8:41.0,,Offensive foul by M. Bamba (drawn by C. Diallo),90,113
350,4,8:41.0,,Turnover by M. Bamba (offensive foul),90,113
351,4,8:31.0,M. Bridges makes 3-pt jump shot from 26 ft (assist by T. Jerome),,93,113
352,4,8:14.0,,Turnover by D. Augustin (out of bounds lost ball),93,113
353,4,7:55.0,J. Carter misses 3-pt jump shot from 26 ft,,93,113
354,4,7:52.0,,Defensive rebound by A. Gordon,93,113
355,4,7:37.0,,A. Gordon makes 2-pt layup from 2 ft,93,115
356,4,7:37.0,,Shooting foul by C. Johnson (drawn by A. Gordon),93,115
357,4,7:37.0,,K. Birch enters the game for M. Bamba,93,115
358,4,7:37.0,,E. Fournier enters the game for W. Iwundu,93,115
359,4,7:37.0,,A. Gordon makes free throw 1 of 1,93,116
360,4,7:22.0,C. Johnson makes 3-pt jump shot from 23 ft (assist by T. Jerome),,96,116
361,4,7:06.0,,Turnover by E. Fournier (bad pass; steal by C. Johnson),96,116
362,4,7:04.0,Turnover by C. Diallo (bad pass),,96,116
363,4,7:04.0,,M. Fultz enters the game for A. Gordon,96,116
364,4,7:04.0,,J. Isaac enters the game for T. Ross,96,116
365,4,6:52.0,,Turnover by J. Isaac (bad pass; steal by J. Carter),96,116
366,4,6:52.0,Personal take foul by D. Augustin (drawn by J. Carter),,96,116
367,4,6:52.0,,Orlando full timeout,96,116
368,4,6:35.0,Turnover by M. Bridges (bad pass; steal by J. Isaac),,96,116
369,4,6:16.0,,E. Fournier makes 2-pt jump shot from 14 ft,96,118
370,4,6:07.0,Personal foul by E. Fournier (drawn by M. Bridges),,96,118
371,4,5:58.0,C. Diallo makes 2-pt dunk from 2 ft (assist by J. Carter),,98,118
372,4,5:51.0,,Orlando full timeout,98,118
373,4,5:44.0,,E. Fournier makes 2-pt layup from 2 ft (assist by D. Augustin),98,120
374,4,5:24.0,T. Jerome makes 2-pt jump shot from 16 ft,,100,120
375,4,5:11.0,,D. Augustin misses 3-pt jump shot from 26 ft,100,120
376,4,5:07.0,,Offensive rebound by D. Augustin,100,120
