,QUARTER,TIME_REMAINING,MIAMI_ACTION,SAN ANTONIO_ACTION,MIAMI_SCORE,SAN ANTONIO_SCORE
383,4,4:47.0,,Offensive rebound by L. Aldridge,98,95
384,4,4:47.0,,L. Aldridge misses 2-pt layup from 1 ft,98,95
385,4,4:47.0,,Offensive rebound by L. Aldridge,98,95
386,4,4:46.0,,L. Aldridge misses 2-pt layup at rim,98,95
387,4,4:46.0,,Offensive rebound by P. Mills,98,95
388,4,4:39.0,,L. Aldridge makes 2-pt hook shot from 8 ft (assist by D. White),98,97
389,4,4:22.0,G. Dragić misses 2-pt layup from 6 ft,,98,97
390,4,4:20.0,,Defensive rebound by P. Mills,98,97
391,4,4:04.0,,D. White misses 3-pt jump shot from 26 ft,98,97
392,4,4:02.0,Defensive rebound by G. Dragić,,98,97
393,4,3:40.0,J. Butler misses 2-pt layup from 4 ft,,98,97
394,4,3:40.0,,Defensive rebound by Team,98,97
395,4,3:40.0,Loose ball foul by M. Leonard (drawn by D. DeRozan),,98,97
396,4,3:40.0,,D. DeRozan makes free throw 1 of 2,98,98
397,4,3:40.0,,D. DeRozan makes free throw 2 of 2,98,99
398,4,3:40.0,B. Adebayo enters the game for G. Dragić,,98,99
399,4,3:40.0,,M. Belinelli enters the game for L. Walker,98,99
400,4,3:22.0,Turnover by B. Adebayo (bad pass; steal by D. White),,98,99
401,4,3:20.0,,L. Aldridge makes 2-pt layup from 2 ft (assist by D. White),98,101
402,4,3:20.0,,Shooting foul by K. Nunn (drawn by L. Aldridge),98,101
403,4,3:20.0,,L. Aldridge makes free throw 1 of 1,98,102
404,4,3:04.0,J. Butler misses 2-pt layup from 4 ft,,98,102
405,4,3:01.0,,Defensive rebound by P. Mills,98,102
406,4,2:54.0,,P. Mills misses 3-pt jump shot from 23 ft,98,102
407,4,2:54.0,Defensive rebound by B. Adebayo,,98,102
408,4,2:36.0,M. Leonard misses 3-pt jump shot from 27 ft,,98,102
409,4,2:31.0,,Defensive rebound by M. Belinelli,98,102
410,4,2:19.0,,M. Belinelli misses 2-pt layup from 10 ft (block by D. Robinson),98,102
411,4,2:19.0,,Offensive rebound by Team,98,102
412,4,2:19.0,G. Dragić enters the game for M. Leonard,,98,102
413,4,2:13.0,,M. Belinelli misses 3-pt jump shot from 35 ft,98,102
414,4,2:10.0,,Offensive rebound by P. Mills,98,102
415,4,2:07.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by D. DeRozan),98,105
416,4,1:46.0,B. Adebayo makes 2-pt dunk from 2 ft (assist by G. Dragić),,100,105
417,4,1:32.0,,D. DeRozan misses 2-pt jump shot from 5 ft,100,105
418,4,1:30.0,Defensive rebound by B. Adebayo,,100,105
419,4,1:28.0,Personal foul by D. DeRozan (drawn by J. Butler),,100,105
420,4,1:28.0,Instant Replay (Challenge: Ruling Stands),,100,105
421,4,1:22.0,Shooting foul by M. Belinelli (drawn by J. Butler),,100,105
422,4,1:22.0,J. Butler makes free throw 1 of 2,,101,105
423,4,1:22.0,J. Butler makes free throw 2 of 2,,102,105
424,4,1:05.0,,P. Mills misses 3-pt jump shot from 26 ft,102,105
425,4,1:00.0,Defensive rebound by B. Adebayo,,102,105
426,4,0:44.0,J. Butler misses 3-pt jump shot from 26 ft,,102,105
427,4,0:39.0,,Defensive rebound by D. DeRozan,102,105
428,4,0:18.0,,D. White misses 2-pt jump shot from 3 ft,102,105
429,4,0:17.0,Defensive rebound by B. Adebayo,,102,105
430,4,0:10.0,D. Robinson misses 3-pt jump shot from 28 ft,,102,105
431,4,0:06.0,,Defensive rebound by M. Belinelli,102,105
432,4,0:06.0,,Personal foul by D. Robinson (drawn by M. Belinelli),102,105
433,4,0:06.0,,M. Belinelli makes free throw 1 of 2,102,106
434,4,0:06.0,,M. Belinelli makes free throw 2 of 2,102,107
435,4,0:06.0,Miami full timeout,,102,107
436,4,0:06.0,,L. Walker enters the game for M. Belinelli,102,107
437,4,0:04.0,B. Adebayo misses 3-pt jump shot from 26 ft,,102,107
438,4,0:01.0,,Defensive rebound by D. DeRozan,102,107
