,QUARTER,TIME_REMAINING,NEW YORK_ACTION,DENVER_ACTION,NEW YORK_SCORE,DENVER_SCORE
387,4,4:14.0,M. Morris misses 2-pt jump shot from 14 ft,,100,99
388,4,4:08.0,,Defensive rebound by N. Jokić,100,99
389,4,3:54.0,,Personal foul by R. Barrett (drawn by N. Jokić),100,99
390,4,3:48.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by M. Plumlee),100,102
391,4,3:46.0,New York full timeout,,100,102
392,4,3:27.0,Turnover by M. Morris (lost ball; steal by W. Barton),,100,102
393,4,3:22.0,,W. Barton misses 2-pt layup from 3 ft,100,102
394,4,3:21.0,Defensive rebound by J. Randle,,100,102
395,4,3:06.0,J. Randle misses 3-pt jump shot from 27 ft,,100,102
396,4,3:01.0,,Defensive rebound by J. Murray,100,102
397,4,2:49.0,,N. Jokić misses 3-pt jump shot from 25 ft,100,102
398,4,2:48.0,Defensive rebound by Team,,100,102
399,4,2:27.0,J. Randle misses 2-pt layup from 5 ft,,100,102
400,4,2:23.0,Offensive rebound by E. Payton,,100,102
401,4,2:21.0,E. Payton misses 2-pt layup from 4 ft,,100,102
402,4,2:19.0,,Defensive rebound by W. Barton,100,102
403,4,2:06.0,,Shooting foul by M. Robinson (drawn by N. Jokić),100,102
404,4,2:06.0,,N. Jokić makes free throw 1 of 2,100,103
405,4,2:06.0,,N. Jokić makes free throw 2 of 2,100,104
406,4,1:50.0,E. Payton misses 3-pt jump shot from 26 ft,,100,104
407,4,1:46.0,,Defensive rebound by M. Plumlee,100,104
408,4,1:32.0,,J. Murray makes 3-pt jump shot from 26 ft (assist by W. Barton),100,107
409,4,1:31.0,New York full timeout,,100,107
410,4,1:15.0,R. Barrett misses 3-pt jump shot from 25 ft,,100,107
411,4,1:11.0,,Defensive rebound by N. Jokić,100,107
412,4,0:51.0,,J. Murray misses 2-pt jump shot from 16 ft,100,107
413,4,0:49.0,Defensive rebound by J. Randle,,100,107
414,4,0:44.0,M. Morris misses 3-pt jump shot from 28 ft,,100,107
415,4,0:44.0,,Defensive rebound by W. Barton,100,107
416,4,0:24.0,,N. Jokić makes 2-pt layup from 1 ft (assist by G. Harris),100,109
417,4,0:18.0,Personal take foul by M. Plumlee (drawn by J. Randle),,100,109
418,4,0:18.0,,J. Grant enters the game for N. Jokić,100,109
419,4,0:11.0,R. Barrett makes 3-pt jump shot from 26 ft (assist by E. Payton),,103,109
420,4,0:08.0,,Denver full timeout,103,109
421,4,0:08.0,,N. Jokić enters the game for M. Plumlee,103,109
422,4,0:08.0,,Denver full timeout,103,109
423,4,0:04.0,,Personal take foul by J. Randle (drawn by J. Murray),103,109
424,4,0:04.0,,J. Murray makes free throw 1 of 2,103,110
425,4,0:04.0,,J. Murray makes free throw 2 of 2,103,111
426,4,0:04.0,New York full timeout,,103,111
427,4,0:04.0,B. Portis enters the game for M. Robinson,,103,111
428,4,0:04.0,,M. Plumlee enters the game for N. Jokić,103,111
429,4,0:02.0,R. Barrett misses 3-pt jump shot from 27 ft,,103,111
430,4,0:00.0,Offensive rebound by B. Portis,,103,111
431,4,0:00.0,B. Portis makes 2-pt layup from 3 ft,,105,111
