,QUARTER,TIME_REMAINING,PHOENIX_ACTION,TORONTO_ACTION,PHOENIX_SCORE,TORONTO_SCORE
375,4,9:15.0,,Violation by Team (delay of game),86,95
376,4,8:52.0,,Turnover by O. Anunoby (bad pass; steal by C. Johnson),86,95
377,4,8:41.0,D. Ayton makes 2-pt hook shot from 5 ft (assist by D. Šarić),,88,95
378,4,8:36.0,,Toronto full timeout,88,95
379,4,8:36.0,D. Booker enters the game for J. Carter,,88,95
380,4,8:36.0,R. Rubio enters the game for T. Jerome,,88,95
381,4,8:36.0,,P. Siakam enters the game for C. Boucher,88,95
382,4,8:36.0,,F. VanVleet enters the game for T. Davis,88,95
383,4,8:33.0,,Shooting foul by D. Ayton (drawn by R. Hollis-Jefferson),88,95
384,4,8:33.0,,R. Hollis-Jefferson makes free throw 1 of 2,88,96
385,4,8:33.0,,R. Hollis-Jefferson misses free throw 2 of 2,88,96
386,4,8:31.0,Defensive rebound by D. Ayton,,88,96
387,4,8:08.0,D. Ayton makes 2-pt jump shot from 17 ft,,90,96
388,4,7:58.0,,Shooting foul by D. Ayton (drawn by R. Hollis-Jefferson),90,96
389,4,7:58.0,,R. Hollis-Jefferson makes free throw 1 of 2,90,97
390,4,7:58.0,K. Oubre enters the game for D. Šarić,,90,97
391,4,7:58.0,,R. Hollis-Jefferson makes free throw 2 of 2,90,98
392,4,7:47.0,Turnover by R. Rubio (bad pass; steal by O. Anunoby),,90,98
393,4,7:45.0,,Turnover by O. Anunoby (step out of bounds),90,98
394,4,7:37.0,D. Ayton misses 2-pt hook shot from 7 ft (block by R. Hollis-Jefferson),,90,98
395,4,7:35.0,,Defensive rebound by P. Siakam,90,98
396,4,7:32.0,,Personal take foul by R. Rubio (drawn by P. Siakam),90,98
397,4,7:25.0,,F. VanVleet makes 2-pt layup from 1 ft,90,100
398,4,7:11.0,D. Booker misses 2-pt jump shot from 18 ft,,90,100
399,4,7:09.0,,Defensive rebound by P. Siakam,90,100
400,4,6:58.0,,P. Siakam makes 2-pt hook shot from 4 ft,90,102
401,4,6:58.0,Phoenix full timeout,,90,102
402,4,6:47.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Oubre),,90,102
403,4,6:47.0,K. Oubre makes free throw 1 of 2,,91,102
404,4,6:47.0,M. Bridges enters the game for C. Johnson,,91,102
405,4,6:47.0,K. Oubre misses free throw 2 of 2,,91,102
406,4,6:45.0,,Defensive rebound by P. Siakam,91,102
407,4,6:23.0,,K. Lowry misses 2-pt layup from 6 ft,91,102
408,4,6:22.0,,Offensive rebound by Team,91,102
409,4,6:22.0,,Turnover by Team (shot clock),91,102
410,4,6:13.0,D. Ayton makes 2-pt dunk from 1 ft (assist by D. Booker),,93,102
411,4,5:50.0,,K. Lowry misses 3-pt jump shot from 27 ft,93,102
412,4,5:47.0,Defensive rebound by K. Oubre,,93,102
413,4,5:29.0,R. Rubio makes 2-pt layup from 1 ft (assist by D. Booker),,95,102
414,4,5:13.0,,Offensive foul by F. VanVleet (drawn by D. Booker),95,102
415,4,5:13.0,,Turnover by F. VanVleet (offensive foul),95,102
416,4,5:13.0,,Toronto full timeout,95,102
417,4,5:13.0,,Instant Replay (Challenge: Ruling Stands),95,102
418,4,5:13.0,,S. Ibaka enters the game for R. Hollis-Jefferson,95,102
419,4,4:58.0,M. Bridges misses 2-pt layup at rim (block by P. Siakam),,95,102
420,4,4:56.0,,Defensive rebound by P. Siakam,95,102
421,4,4:48.0,,Turnover by S. Ibaka (bad pass; steal by R. Rubio),95,102
422,4,4:45.0,D. Booker misses 3-pt jump shot from 26 ft,,95,102
423,4,4:41.0,,Defensive rebound by S. Ibaka,95,102
424,4,4:37.0,,O. Anunoby makes 2-pt dunk at rim (assist by P. Siakam),95,104
425,4,4:20.0,M. Bridges misses 3-pt jump shot from 23 ft,,95,104
426,4,4:18.0,,Defensive rebound by K. Lowry,95,104
427,4,4:13.0,,S. Ibaka makes 3-pt jump shot from 27 ft (assist by K. Lowry),95,107
428,4,4:04.0,Phoenix full timeout,,95,107
429,4,3:50.0,D. Ayton misses 2-pt hook shot from 9 ft,,95,107
430,4,3:46.0,,Defensive rebound by P. Siakam,95,107
431,4,3:34.0,,O. Anunoby misses 2-pt layup from 2 ft,95,107
432,4,3:33.0,Defensive rebound by M. Bridges,,95,107
433,4,3:28.0,K. Oubre makes 2-pt layup from 1 ft (assist by R. Rubio),,97,107
434,4,3:03.0,,F. VanVleet misses 2-pt layup from 3 ft,97,107
435,4,2:59.0,,Offensive rebound by P. Siakam,97,107
436,4,2:59.0,,P. Siakam makes 2-pt dunk from 1 ft,97,109
437,4,2:49.0,Turnover by R. Rubio (bad pass; steal by F. VanVleet),,97,109
438,4,2:44.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by O. Anunoby),97,111
439,4,2:44.0,Phoenix full timeout,,97,111
440,4,2:44.0,C. Johnson enters the game for M. Bridges,,97,111
441,4,2:28.0,D. Booker makes 2-pt layup from 2 ft,,99,111
442,4,2:12.0,,P. Siakam makes 2-pt layup from 1 ft (assist by K. Lowry),99,113
443,4,2:00.0,K. Oubre makes 2-pt jump shot from 7 ft (assist by C. Johnson),,101,113
444,4,1:50.0,,Personal foul by K. Oubre (drawn by K. Lowry),101,113
445,4,1:50.0,,K. Lowry makes free throw 1 of 2,101,114
446,4,1:50.0,,K. Lowry makes free throw 2 of 2,101,115
447,4,1:43.0,D. Booker misses 3-pt jump shot from 27 ft,,101,115
448,4,1:40.0,,Defensive rebound by S. Ibaka,101,115
449,4,1:28.0,,K. Lowry makes 3-pt jump shot from 26 ft,101,118
450,4,1:28.0,Phoenix full timeout,,101,118
451,4,1:28.0,J. Bolden enters the game for D. Ayton,,101,118
452,4,1:28.0,J. Carter enters the game for D. Booker,,101,118
453,4,1:28.0,C. Diallo enters the game for C. Johnson,,101,118
454,4,1:28.0,T. Jerome enters the game for K. Oubre,,101,118
455,4,1:28.0,E. Okobo enters the game for R. Rubio,,101,118
456,4,1:28.0,,O. Brissett enters the game for O. Anunoby,101,118
457,4,1:28.0,,T. Davis enters the game for S. Ibaka,101,118
458,4,1:28.0,,S. Johnson enters the game for K. Lowry,101,118
459,4,1:28.0,,M. Miller enters the game for P. Siakam,101,118
460,4,1:28.0,,M. Thomas enters the game for F. VanVleet,101,118
461,4,1:11.0,E. Okobo misses 2-pt layup from 4 ft,,101,118
462,4,1:09.0,,Defensive rebound by O. Brissett,101,118
463,4,1:03.0,,Turnover by T. Davis (step out of bounds),101,118
464,4,0:51.0,C. Diallo misses 2-pt layup from 5 ft,,101,118
465,4,0:49.0,,Defensive rebound by M. Thomas,101,118
466,4,0:43.0,,Turnover by T. Davis (lost ball; steal by J. Bolden),101,118
467,4,0:37.0,T. Jerome misses 3-pt jump shot from 23 ft,,101,118
468,4,0:34.0,Offensive rebound by J. Carter,,101,118
469,4,0:24.0,J. Bolden misses 3-pt jump shot from 26 ft,,101,118
470,4,0:21.0,,Defensive rebound by O. Brissett,101,118
