,QUARTER,TIME_REMAINING,DETROIT_ACTION,LA LAKERS_ACTION,DETROIT_SCORE,LA LAKERS_SCORE
387,4,7:10.0,Defensive rebound by L. Galloway,,81,90
388,4,7:02.0,A. Drummond misses 2-pt hook shot from 4 ft,,81,90
389,4,6:59.0,,Defensive rebound by L. James,81,90
390,4,6:44.0,,Turnover by L. James (lost ball; steal by L. Galloway),81,90
391,4,6:36.0,D. Rose makes 2-pt layup from 1 ft (assist by S. Mykhailiuk),,83,90
392,4,6:36.0,,LA Lakers full timeout,83,90
393,4,6:36.0,B. Brown enters the game for L. Galloway,,83,90
394,4,6:36.0,,K. Caldwell-Pope enters the game for A. Caruso,83,90
395,4,6:36.0,,A. Davis enters the game for L. James,83,90
396,4,6:36.0,Violation by Team (delay of game),,83,90
397,4,6:21.0,,Turnover by K. Kuzma (bad pass; steal by S. Mykhailiuk),83,90
398,4,6:17.0,S. Doumbouya makes 2-pt dunk from 4 ft (assist by S. Mykhailiuk),,85,90
399,4,6:00.0,,D. Howard misses 2-pt layup from 3 ft,85,90
400,4,5:59.0,Defensive rebound by A. Drummond,,85,90
401,4,5:52.0,S. Mykhailiuk makes 3-pt jump shot from 26 ft (assist by D. Rose),,88,90
402,4,5:39.0,,Personal foul by S. Doumbouya (drawn by A. Davis),88,90
403,4,5:39.0,,Technical foul by A. Drummond,88,90
404,4,5:39.0,,A. Davis makes technical free throw,88,91
405,4,5:37.0,,K. Caldwell-Pope misses 2-pt jump shot from 16 ft,88,91
406,4,5:34.0,Defensive rebound by A. Drummond,,88,91
407,4,5:24.0,Shooting foul by A. Davis (drawn by S. Doumbouya),,88,91
408,4,5:24.0,S. Doumbouya makes free throw 1 of 2,,89,91
409,4,5:24.0,S. Doumbouya makes free throw 2 of 2,,90,91
410,4,5:06.0,,Turnover by R. Rondo (bad pass; steal by S. Mykhailiuk),90,91
411,4,5:00.0,Turnover by S. Mykhailiuk (bad pass; steal by K. Caldwell-Pope),,90,91
412,4,5:00.0,,Turnover by K. Caldwell-Pope (out of bounds lost ball),90,91
413,4,5:00.0,,A. Caruso enters the game for K. Kuzma,90,91
414,4,5:00.0,,L. James enters the game for R. Rondo,90,91
415,4,4:51.0,Shooting foul by A. Caruso (drawn by D. Rose),,90,91
416,4,4:51.0,D. Rose makes free throw 1 of 2,,91,91
417,4,4:51.0,D. Rose makes free throw 2 of 2,,92,91
418,4,4:41.0,,Personal foul by B. Brown (drawn by L. James),92,91
419,4,4:41.0,,L. James misses free throw 1 of 2,92,91
420,4,4:41.0,,Offensive rebound by Team,92,91
421,4,4:41.0,,L. James makes free throw 2 of 2,92,92
422,4,4:22.0,S. Doumbouya misses 3-pt jump shot from 27 ft,,92,92
423,4,4:19.0,,Defensive rebound by D. Howard,92,92
424,4,3:57.0,,L. James misses 2-pt jump shot from 20 ft,92,92
425,4,3:54.0,Defensive rebound by S. Doumbouya,,92,92
426,4,3:46.0,D. Rose misses 2-pt layup from 3 ft (block by D. Howard),,92,92
427,4,3:43.0,,Defensive rebound by A. Davis,92,92
428,4,3:40.0,,Personal foul by S. Doumbouya (drawn by A. Davis),92,92
429,4,3:40.0,,A. Davis makes free throw 1 of 2,92,93
430,4,3:40.0,,A. Davis makes free throw 2 of 2,92,94
431,4,3:29.0,A. Drummond misses 2-pt hook shot from 5 ft (block by D. Howard),,92,94
432,4,3:26.0,,Defensive rebound by L. James,92,94
433,4,3:22.0,,L. James makes 2-pt dunk from 1 ft,92,96
434,4,3:14.0,Detroit full timeout,,92,96
435,4,3:01.0,D. Rose misses 3-pt jump shot from 25 ft,,92,96
436,4,2:57.0,Offensive rebound by A. Drummond,,92,96
437,4,2:57.0,Shooting foul by K. Caldwell-Pope (drawn by S. Mykhailiuk),,92,96
438,4,2:57.0,S. Mykhailiuk makes free throw 1 of 2,,93,96
439,4,2:57.0,S. Mykhailiuk makes free throw 2 of 2,,94,96
440,4,2:48.0,,Personal foul by S. Doumbouya (drawn by A. Davis),94,96
441,4,2:48.0,C. Wood enters the game for S. Doumbouya,,94,96
442,4,2:48.0,,A. Davis makes free throw 1 of 2,94,97
443,4,2:48.0,,A. Davis makes free throw 2 of 2,94,98
444,4,2:24.0,B. Brown misses 3-pt jump shot from 23 ft,,94,98
445,4,2:21.0,,Defensive rebound by L. James,94,98
446,4,2:08.0,,A. Davis misses 2-pt jump shot from 15 ft,94,98
447,4,2:05.0,,Offensive rebound by A. Caruso,94,98
448,4,2:03.0,,L. James misses 3-pt jump shot from 28 ft,94,98
449,4,2:00.0,Defensive rebound by A. Drummond,,94,98
450,4,1:52.0,D. Rose makes 3-pt jump shot from 23 ft (assist by C. Wood),,97,98
451,4,1:28.0,,A. Davis makes 3-pt jump shot from 23 ft (assist by L. James),97,101
452,4,1:07.0,S. Mykhailiuk misses 2-pt layup from 7 ft (block by D. Howard),,97,101
453,4,1:04.0,,Defensive rebound by A. Davis,97,101
454,4,0:45.0,,L. James misses 2-pt jump shot from 14 ft,97,101
455,4,0:43.0,,Offensive rebound by D. Howard,97,101
456,4,0:32.0,,A. Davis makes 2-pt layup from 2 ft,97,103
457,4,0:32.0,Violation by Team (def goaltending),,97,103
458,4,0:32.0,Detroit full timeout,,97,103
459,4,0:32.0,L. Galloway enters the game for B. Brown,,97,103
460,4,0:32.0,,D. Green enters the game for D. Howard,97,103
461,4,0:25.0,D. Rose makes 2-pt layup from 2 ft (assist by C. Wood),,99,103
462,4,0:25.0,,LA Lakers full timeout,99,103
463,4,0:25.0,B. Brown enters the game for L. Galloway,,99,103
464,4,0:25.0,,R. Rondo enters the game for K. Caldwell-Pope,99,103
465,4,0:17.0,,Personal foul by D. Rose (drawn by A. Caruso),99,103
466,4,0:17.0,,A. Caruso misses free throw 1 of 2,99,103
467,4,0:17.0,,Offensive rebound by Team,99,103
468,4,0:17.0,L. Galloway enters the game for B. Brown,,99,103
469,4,0:17.0,,K. Caldwell-Pope enters the game for R. Rondo,99,103
470,4,0:17.0,,A. Caruso makes free throw 2 of 2,99,104
471,4,0:07.0,A. Drummond misses 2-pt layup from 3 ft,,99,104
472,4,0:05.0,,Defensive rebound by A. Davis,99,104
473,4,0:04.0,,Personal take foul by A. Drummond (drawn by A. Davis),99,104
474,4,0:04.0,,A. Davis makes free throw 1 of 2,99,105
475,4,0:04.0,,K. Kuzma enters the game for L. James,99,105
476,4,0:04.0,,A. Davis makes free throw 2 of 2,99,106
