,QUARTER,TIME_REMAINING,MIAMI_ACTION,DENVER_ACTION,MIAMI_SCORE,DENVER_SCORE
152,2,7:02.0,,W. Barton misses 2-pt jump shot from 20 ft,41,40
153,2,6:59.0,Defensive rebound by B. Adebayo,,41,40
154,2,6:51.0,K. Nunn misses 2-pt jump shot from 10 ft,,41,40
155,2,6:48.0,,Defensive rebound by W. Barton,41,40
156,2,6:44.0,,Offensive foul by W. Barton (drawn by K. Olynyk),41,40
157,2,6:44.0,,Turnover by W. Barton (offensive foul),41,40
158,2,6:44.0,,P. Millsap enters the game for J. Grant,41,40
159,2,6:43.0,Miami full timeout,,41,40
160,2,6:43.0,J. Butler enters the game for G. Dragić,,41,40
161,2,6:43.0,M. Leonard enters the game for K. Olynyk,,41,40
162,2,6:43.0,D. Robinson enters the game for J. Winslow,,41,40
163,2,6:33.0,J. Butler makes 2-pt layup from 1 ft (assist by B. Adebayo),,43,40
164,2,6:13.0,,J. Murray misses 3-pt jump shot from 25 ft,43,40
165,2,6:09.0,Defensive rebound by K. Nunn,,43,40
166,2,6:04.0,Personal foul by P. Millsap (drawn by B. Adebayo),,43,40
167,2,5:48.0,Turnover by Team (shot clock),,43,40
168,2,5:29.0,,M. Plumlee misses 2-pt jump shot from 20 ft,43,40
169,2,5:26.0,,Offensive rebound by J. Murray,43,40
170,2,5:25.0,,J. Murray makes 2-pt layup from 2 ft,43,42
171,2,5:09.0,K. Nunn misses 3-pt jump shot from 24 ft,,43,42
172,2,5:05.0,,Defensive rebound by P. Millsap,43,42
173,2,5:04.0,,W. Barton makes 2-pt layup from 3 ft (assist by P. Millsap),43,44
174,2,5:04.0,,Shooting foul by D. Robinson (drawn by W. Barton),43,44
175,2,5:04.0,,W. Barton makes free throw 1 of 1,43,45
176,2,4:52.0,Turnover by M. Leonard (out of bounds lost ball),,43,45
177,2,4:35.0,,P. Millsap misses 2-pt jump shot from 16 ft (block by B. Adebayo),43,45
178,2,4:31.0,,Offensive rebound by J. Murray,43,45
179,2,4:28.0,,J. Murray makes 2-pt layup from 5 ft,43,47
180,2,4:10.0,M. Leonard misses 2-pt jump shot from 11 ft,,43,47
181,2,4:06.0,,Defensive rebound by W. Barton,43,47
182,2,4:03.0,,G. Harris misses 3-pt jump shot from 25 ft,43,47
183,2,3:59.0,Defensive rebound by B. Adebayo,,43,47
184,2,3:39.0,J. Butler misses 2-pt jump shot from 21 ft,,43,47
185,2,3:37.0,,Defensive rebound by M. Plumlee,43,47
186,2,3:24.0,,M. Plumlee makes 2-pt jump shot from 15 ft (assist by W. Barton),43,49
187,2,3:23.0,Miami full timeout,,43,49
188,2,3:23.0,T. Herro enters the game for K. Nunn,,43,49
189,2,3:03.0,D. Robinson misses 3-pt jump shot from 28 ft,,43,49
190,2,3:01.0,Offensive rebound by Team,,43,49
191,2,2:55.0,D. Robinson misses 3-pt jump shot from 25 ft,,43,49
192,2,2:50.0,,Defensive rebound by P. Millsap,43,49
193,2,2:33.0,,J. Murray makes 3-pt jump shot from 25 ft,43,52
194,2,2:15.0,T. Herro makes 2-pt dunk from 1 ft (assist by B. Adebayo),,45,52
195,2,2:02.0,,Shooting foul by M. Leonard (drawn by W. Barton),45,52
196,2,2:02.0,,W. Barton makes free throw 1 of 2,45,53
197,2,2:02.0,G. Dragić enters the game for M. Leonard,,45,53
198,2,2:02.0,K. Olynyk enters the game for D. Robinson,,45,53
199,2,2:02.0,,W. Barton misses free throw 2 of 2,45,53
200,2,2:02.0,Defensive rebound by K. Olynyk,,45,53
201,2,1:42.0,K. Olynyk misses 2-pt jump shot from 20 ft,,45,53
202,2,1:36.0,,Defensive rebound by J. Murray,45,53
203,2,1:31.0,,Turnover by P. Millsap (bad pass; steal by K. Olynyk),45,53
204,2,1:21.0,G. Dragić misses 2-pt jump shot from 13 ft,,45,53
205,2,1:18.0,,Defensive rebound by W. Barton,45,53
206,2,1:15.0,,M. Plumlee misses 2-pt layup from 3 ft (block by G. Dragić),45,53
207,2,1:15.0,,Offensive rebound by Team,45,53
208,2,1:05.0,,M. Plumlee misses 2-pt jump shot from 9 ft,45,53
209,2,1:02.0,,Offensive rebound by P. Millsap,45,53
210,2,0:56.0,,G. Harris misses 2-pt layup from 4 ft (block by K. Olynyk),45,53
211,2,0:53.0,,Offensive rebound by G. Harris,45,53
212,2,0:51.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by M. Plumlee),45,56
213,2,0:44.0,Personal foul by P. Millsap (drawn by J. Butler),,45,56
214,2,0:44.0,,J. Grant enters the game for P. Millsap,45,56
215,2,0:33.0,K. Olynyk makes 3-pt jump shot from 26 ft (assist by G. Dragić),,48,56
216,2,0:28.0,Violation by Team (kicked ball),,48,56
217,2,0:22.0,,G. Harris makes 2-pt jump shot from 8 ft (assist by M. Plumlee),48,58
218,2,0:02.0,B. Adebayo misses 2-pt jump shot from 7 ft,,48,58
219,2,0:02.0,Offensive rebound by K. Olynyk,,48,58
220,2,0:00.0,K. Olynyk misses 2-pt jump shot from 9 ft,,48,58
221,2,0:00.0,Offensive rebound by Team,,48,58
222,3,11:47.0,K. Nunn makes 3-pt jump shot from 26 ft (assist by J. Butler),,51,58
223,3,11:23.0,,J. Murray misses 2-pt jump shot from 6 ft,51,58
224,3,11:21.0,Defensive rebound by B. Adebayo,,51,58
225,3,11:15.0,M. Leonard misses 2-pt jump shot from 6 ft,,51,58
226,3,11:12.0,,Defensive rebound by W. Barton,51,58
227,3,10:52.0,,N. Jokić misses 3-pt jump shot from 25 ft,51,58
228,3,10:49.0,,Offensive rebound by T. Craig,51,58
229,3,10:48.0,,Shooting foul by B. Adebayo (drawn by J. Murray),51,58
230,3,10:48.0,,J. Murray misses free throw 1 of 3,51,58
231,3,10:48.0,,Offensive rebound by Team,51,58
232,3,10:48.0,,J. Murray makes free throw 2 of 3,51,59
233,3,10:48.0,,J. Murray misses free throw 3 of 3,51,59
234,3,10:44.0,Defensive rebound by B. Adebayo,,51,59
235,3,10:27.0,J. Butler misses 3-pt jump shot from 27 ft,,51,59
236,3,10:23.0,,Defensive rebound by P. Millsap,51,59
237,3,10:18.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by J. Murray),51,62
238,3,9:56.0,J. Winslow makes 2-pt jump shot from 9 ft,,53,62
239,3,9:40.0,,N. Jokić misses 3-pt jump shot from 25 ft,53,62
240,3,9:37.0,Defensive rebound by B. Adebayo,,53,62
241,3,9:32.0,K. Nunn misses 3-pt jump shot from 26 ft,,53,62
242,3,9:27.0,,Defensive rebound by P. Millsap,53,62
243,3,9:26.0,,Flagrant foul type 1 by M. Leonard (drawn by P. Millsap),53,62
244,3,9:26.0,,Instant Replay (Request: Ruling Stands),53,62
245,3,9:26.0,,P. Millsap makes flagrant free throw 1 of 2,53,63
246,3,9:26.0,,P. Millsap makes flagrant free throw 2 of 2,53,64
247,3,9:26.0,,J. Grant enters the game for P. Millsap,53,64
248,3,9:17.0,,J. Grant makes 2-pt layup from 2 ft (assist by T. Craig),53,66
249,3,9:01.0,B. Adebayo misses 2-pt jump shot from 4 ft,,53,66
250,3,8:57.0,,Defensive rebound by J. Grant,53,66
251,3,8:53.0,Violation by Team (kicked ball),,53,66
252,3,8:46.0,,J. Grant makes 2-pt jump shot from 7 ft (assist by T. Craig),53,68
253,3,8:45.0,Miami full timeout,,53,68
254,3,8:32.0,Personal foul by T. Craig (drawn by B. Adebayo),,53,68
255,3,8:25.0,J. Butler misses 2-pt layup from 7 ft (block by N. Jokić),,53,68
256,3,8:25.0,Offensive rebound by Team,,53,68
257,3,8:20.0,B. Adebayo misses 2-pt layup from 6 ft,,53,68
258,3,8:17.0,,Defensive rebound by J. Murray,53,68
259,3,8:07.0,,Turnover by J. Murray (bad pass; steal by J. Butler),53,68
260,3,8:07.0,Personal foul by N. Jokić (drawn by J. Butler),,53,68
261,3,8:07.0,Instant Replay (Request: Ruling Stands),,53,68
262,3,8:07.0,,M. Plumlee enters the game for N. Jokić,53,68
263,3,7:51.0,Turnover by J. Butler (bad pass; steal by W. Barton),,53,68
264,3,7:47.0,,Turnover by W. Barton (bad pass; steal by K. Nunn),53,68
265,3,7:47.0,K. Nunn misses 2-pt layup from 3 ft (block by W. Barton),,53,68
266,3,7:47.0,,Defensive rebound by Team,53,68
267,3,7:32.0,,J. Murray misses 2-pt jump shot from 16 ft,53,68
268,3,7:29.0,Defensive rebound by B. Adebayo,,53,68
269,3,7:17.0,Shooting foul by J. Grant (drawn by B. Adebayo),,53,68
270,3,7:17.0,B. Adebayo misses free throw 1 of 2,,53,68
271,3,7:17.0,Offensive rebound by Team,,53,68
272,3,7:17.0,K. Olynyk enters the game for M. Leonard,,53,68
273,3,7:17.0,B. Adebayo misses free throw 2 of 2,,53,68
274,3,7:14.0,,Defensive rebound by M. Plumlee,53,68
275,3,7:07.0,,Turnover by W. Barton (bad pass),53,68
276,3,7:07.0,D. Jones enters the game for B. Adebayo,,53,68
277,3,6:58.0,J. Butler misses 2-pt jump shot from 14 ft,,53,68
278,3,6:56.0,Offensive rebound by J. Butler,,53,68
279,3,6:55.0,J. Butler misses 2-pt layup from 3 ft,,53,68
280,3,6:55.0,,Defensive rebound by W. Barton,53,68
281,3,6:53.0,,Personal foul by D. Jones (drawn by W. Barton),53,68
282,3,6:43.0,,J. Grant misses 3-pt jump shot from 25 ft,53,68
283,3,6:40.0,,Offensive rebound by T. Craig,53,68
284,3,6:34.0,,J. Murray misses 2-pt layup from 3 ft,53,68
285,3,6:32.0,Defensive rebound by J. Butler,,53,68
286,3,6:26.0,Shooting foul by M. Plumlee (drawn by K. Olynyk),,53,68
287,3,6:26.0,K. Olynyk misses free throw 1 of 2,,53,68
288,3,6:26.0,Offensive rebound by Team,,53,68
289,3,6:26.0,G. Dragić enters the game for J. Winslow,,53,68
290,3,6:26.0,K. Olynyk makes free throw 2 of 2,,54,68
291,3,6:08.0,,Personal foul by K. Olynyk (drawn by M. Plumlee),54,68
292,3,6:00.0,,J. Grant misses 3-pt jump shot from 23 ft,54,68
293,3,5:57.0,,Offensive rebound by W. Barton,54,68
294,3,5:56.0,,W. Barton misses 2-pt jump shot from 6 ft,54,68
295,3,5:56.0,Defensive rebound by Team,,54,68
296,3,5:47.0,D. Jones misses 2-pt layup from 3 ft,,54,68
297,3,5:44.0,,Defensive rebound by W. Barton,54,68
298,3,5:41.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by W. Barton),54,70
299,3,5:23.0,Shooting foul by J. Grant (drawn by J. Butler),,54,70
300,3,5:23.0,J. Butler makes free throw 1 of 2,,55,70
301,3,5:23.0,,M. Beasley enters the game for T. Craig,55,70
302,3,5:23.0,J. Butler makes free throw 2 of 2,,56,70
303,3,5:08.0,,W. Barton misses 2-pt jump shot from 2 ft,56,70
304,3,5:08.0,,Offensive rebound by M. Plumlee,56,70
305,3,5:08.0,,M. Plumlee makes 2-pt dunk from 3 ft,56,72
306,3,4:57.0,Turnover by G. Dragić (bad pass; steal by J. Murray),,56,72
307,3,4:52.0,,W. Barton makes 3-pt jump shot from 26 ft (assist by J. Murray),56,75
308,3,4:51.0,Miami full timeout,,56,75
309,3,4:34.0,J. Butler misses 2-pt jump shot from 9 ft,,56,75
310,3,4:31.0,Offensive rebound by D. Jones,,56,75
311,3,4:25.0,D. Jones misses 3-pt jump shot from 26 ft,,56,75
312,3,4:22.0,,Defensive rebound by M. Plumlee,56,75
313,3,4:08.0,,J. Murray makes 2-pt jump shot from 7 ft (assist by M. Plumlee),56,77
314,3,4:08.0,,Shooting foul by K. Nunn (drawn by J. Murray),56,77
315,3,4:08.0,,J. Murray makes free throw 1 of 1,56,78
316,3,3:48.0,G. Dragić makes 3-pt jump shot from 26 ft,,59,78
317,3,3:28.0,,Turnover by J. Grant (lost ball; steal by D. Jones),59,78
318,3,3:18.0,D. Jones misses 3-pt jump shot from 22 ft,,59,78
319,3,3:13.0,,Defensive rebound by M. Plumlee,59,78
320,3,3:13.0,,M. Morris enters the game for J. Murray,59,78
321,3,3:01.0,,W. Barton misses 2-pt layup from 4 ft,59,78
322,3,2:59.0,Defensive rebound by J. Butler,,59,78
323,3,2:59.0,Personal take foul by M. Plumlee (drawn by J. Butler),,59,78
324,3,2:59.0,J. Butler makes free throw 1 of 2,,60,78
325,3,2:59.0,,N. Jokić enters the game for M. Plumlee,60,78
326,3,2:59.0,J. Butler makes free throw 2 of 2,,61,78
327,3,2:39.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Grant),61,81
328,3,2:24.0,D. Jones makes 2-pt dunk from 2 ft (assist by G. Dragić),,63,81
329,3,2:07.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by M. Morris),63,84
330,3,1:56.0,G. Dragić misses 3-pt jump shot from 27 ft,,63,84
331,3,1:53.0,Offensive rebound by Team,,63,84
332,3,1:53.0,T. Herro enters the game for K. Nunn,,63,84
333,3,1:53.0,,T. Craig enters the game for W. Barton,63,84
334,3,1:51.0,T. Herro misses 2-pt jump shot from 15 ft,,63,84
335,3,1:45.0,,Defensive rebound by T. Craig,63,84
336,3,1:26.0,,T. Craig misses 3-pt jump shot from 23 ft,63,84
337,3,1:24.0,Defensive rebound by T. Herro,,63,84
338,3,1:17.0,Personal foul by M. Beasley (drawn by J. Butler),,63,84
339,3,1:17.0,J. Butler makes free throw 1 of 2,,64,84
340,3,1:17.0,J. Butler misses free throw 2 of 2,,64,84
341,3,1:14.0,,Defensive rebound by T. Craig,64,84
342,3,1:04.0,,N. Jokić makes 2-pt jump shot from 17 ft (assist by M. Morris),64,86
343,3,1:04.0,,Shooting foul by K. Olynyk (drawn by N. Jokić),64,86
344,3,1:04.0,,N. Jokić misses free throw 1 of 1,64,86
345,3,0:58.0,Defensive rebound by K. Olynyk,,64,86
346,3,0:42.0,K. Olynyk makes 3-pt jump shot from 28 ft (assist by J. Butler),,67,86
347,3,0:40.0,,Turnover by N. Jokić (bad pass),67,86
348,3,0:40.0,,M. Plumlee enters the game for N. Jokić,67,86
349,3,0:26.0,D. Jones makes 2-pt dunk from 1 ft (assist by J. Butler),,69,86
350,3,0:03.0,,M. Morris makes 2-pt jump shot from 4 ft,69,88
351,3,0:03.0,,Shooting foul by G. Dragić (drawn by M. Morris),69,88
352,3,0:03.0,,M. Morris makes free throw 1 of 1,69,89
353,3,0:00.0,J. Butler misses 3-pt jump shot from 23 ft,,69,89
354,3,0:00.0,Offensive rebound by Team,,69,89
355,4,11:44.0,,M. Beasley misses 3-pt jump shot from 24 ft,69,89
356,4,11:41.0,Defensive rebound by K. Olynyk,,69,89
357,4,11:32.0,K. Olynyk misses 3-pt jump shot from 27 ft,,69,89
358,4,11:30.0,,Defensive rebound by M. Beasley,69,89
359,4,11:22.0,,M. Morris makes 2-pt layup from 1 ft (assist by N. Jokić),69,91
360,4,11:09.0,Turnover by J. Winslow (bad pass; steal by M. Morris),,69,91
361,4,11:04.0,,M. Beasley misses 3-pt jump shot from 25 ft,69,91
362,4,11:04.0,Defensive rebound by Team,,69,91
363,4,10:43.0,Turnover by T. Herro (bad pass; steal by J. Grant),,69,91
364,4,10:39.0,,M. Morris makes 2-pt jump shot from 17 ft,69,93
365,4,10:19.0,J. Winslow misses 3-pt jump shot from 22 ft,,69,93
366,4,10:14.0,,Defensive rebound by M. Morris,69,93
367,4,10:02.0,,N. Jokić makes 2-pt jump shot from 9 ft (assist by T. Craig),69,95
368,4,10:02.0,Miami full timeout,,69,95
369,4,10:02.0,B. Adebayo enters the game for D. Jones,,69,95
370,4,9:48.0,Turnover by T. Herro (out of bounds lost ball),,69,95
371,4,9:26.0,,J. Grant misses 2-pt layup from 5 ft (block by B. Adebayo),69,95
372,4,9:22.0,Defensive rebound by T. Herro,,69,95
373,4,9:22.0,Shooting foul by T. Craig (drawn by G. Dragić),,69,95
374,4,9:22.0,G. Dragić misses free throw 1 of 2,,69,95
375,4,9:22.0,Offensive rebound by Team,,69,95
376,4,9:22.0,K. Nunn enters the game for T. Herro,,69,95
377,4,9:22.0,G. Dragić makes free throw 2 of 2,,70,95
378,4,9:06.0,,Turnover by T. Craig (bad pass; steal by K. Olynyk),70,95
379,4,9:02.0,Turnover by G. Dragić (lost ball; steal by N. Jokić),,70,95
380,4,8:58.0,,T. Craig makes 2-pt dunk from 1 ft (assist by N. Jokić),70,97
381,4,8:39.0,B. Adebayo misses 2-pt layup from 3 ft,,70,97
382,4,8:38.0,Offensive rebound by B. Adebayo,,70,97
383,4,8:37.0,B. Adebayo misses 2-pt layup from 3 ft,,70,97
384,4,8:36.0,Offensive rebound by B. Adebayo,,70,97
385,4,8:36.0,B. Adebayo makes 2-pt layup from 1 ft,,72,97
