,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
386,4,8:36.0,Turnover by C. Diallo (lost ball; steal by J. Randle),,97,83
387,4,8:30.0,,B. Portis misses 3-pt jump shot from 26 ft,97,83
388,4,8:28.0,Defensive rebound by M. Bridges,,97,83
389,4,8:22.0,Phoenix full timeout,,97,83
390,4,8:22.0,D. Ayton enters the game for A. Baynes,,97,83
391,4,8:22.0,D. Booker enters the game for C. Diallo,,97,83
392,4,8:22.0,D. Šarić enters the game for C. Johnson,,97,83
393,4,8:22.0,,M. Morris enters the game for K. Knox,97,83
394,4,8:15.0,D. Ayton makes 2-pt dunk from 1 ft (assist by R. Rubio),,99,83
395,4,7:57.0,,D. Dotson misses 3-pt jump shot from 23 ft,99,83
396,4,7:55.0,Defensive rebound by D. Ayton,,99,83
397,4,7:46.0,D. Booker makes 3-pt jump shot from 25 ft (assist by M. Bridges),,102,83
398,4,7:33.0,,J. Randle misses 3-pt jump shot from 26 ft,102,83
399,4,7:31.0,Defensive rebound by M. Bridges,,102,83
400,4,7:15.0,D. Booker misses 3-pt jump shot from 22 ft,,102,83
401,4,7:14.0,,Defensive rebound by D. Dotson,102,83
402,4,7:13.0,,Personal foul by D. Booker (drawn by D. Dotson),102,83
403,4,7:13.0,C. Johnson enters the game for D. Booker,,102,83
404,4,7:13.0,,M. Robinson enters the game for B. Portis,102,83
405,4,6:57.0,,M. Robinson makes 2-pt dunk from 2 ft (assist by E. Payton),102,85
406,4,6:42.0,R. Rubio makes 2-pt jump shot from 16 ft,,104,85
407,4,6:32.0,,E. Payton misses 2-pt layup from 2 ft,104,85
408,4,6:31.0,Defensive rebound by Team,,104,85
409,4,6:16.0,R. Rubio makes 2-pt jump shot from 8 ft,,106,85
410,4,6:00.0,,M. Morris makes 3-pt jump shot from 26 ft,106,88
411,4,5:47.0,Shooting foul by M. Robinson (drawn by D. Ayton),,106,88
412,4,5:47.0,D. Ayton makes free throw 1 of 2,,107,88
413,4,5:47.0,,K. Allen enters the game for D. Dotson,107,88
414,4,5:47.0,,F. Ntilikina enters the game for E. Payton,107,88
415,4,5:47.0,D. Ayton makes free throw 2 of 2,,108,88
416,4,5:35.0,,K. Allen misses 3-pt jump shot from 25 ft,108,88
417,4,5:33.0,,Offensive rebound by F. Ntilikina,108,88
418,4,5:28.0,,J. Randle misses 2-pt layup from 2 ft,108,88
419,4,5:27.0,,Offensive rebound by M. Robinson,108,88
420,4,5:27.0,,M. Robinson misses 2-pt layup from 1 ft,108,88
421,4,5:25.0,,Offensive rebound by M. Robinson,108,88
422,4,5:25.0,,M. Robinson makes 2-pt layup from 1 ft,108,90
423,4,5:25.0,,Shooting foul by C. Johnson (drawn by M. Robinson),108,90
424,4,5:25.0,D. Booker enters the game for M. Bridges,,108,90
425,4,5:25.0,,M. Robinson misses free throw 1 of 1,108,90
426,4,5:22.0,Defensive rebound by D. Ayton,,108,90
427,4,5:15.0,Personal foul by F. Ntilikina (drawn by D. Booker),,108,90
428,4,5:06.0,Personal foul by K. Allen (drawn by R. Rubio),,108,90
429,4,4:57.0,D. Ayton makes 2-pt dunk at rim (assist by D. Booker),,110,90
430,4,4:43.0,,F. Ntilikina misses 2-pt jump shot from 23 ft,110,90
431,4,4:41.0,Defensive rebound by D. Ayton,,110,90
432,4,4:23.0,D. Šarić misses 3-pt jump shot from 24 ft,,110,90
433,4,4:21.0,,Defensive rebound by J. Randle,110,90
434,4,4:05.0,,Turnover by K. Allen (bad pass; steal by R. Rubio),110,90
435,4,3:59.0,Personal foul by M. Robinson (drawn by D. Booker),,110,90
436,4,3:59.0,D. Booker makes free throw 1 of 2,,111,90
437,4,3:59.0,D. Booker makes free throw 2 of 2,,112,90
438,4,3:48.0,,F. Ntilikina misses 2-pt jump shot from 12 ft,112,90
439,4,3:46.0,Defensive rebound by D. Ayton,,112,90
440,4,3:34.0,Turnover by C. Johnson (bad pass; steal by J. Randle),,112,90
441,4,3:22.0,,M. Morris misses 3-pt jump shot from 27 ft,112,90
442,4,3:20.0,Defensive rebound by D. Ayton,,112,90
443,4,3:13.0,D. Booker makes 2-pt layup from 1 ft (assist by R. Rubio),,114,90
444,4,2:59.0,,K. Allen misses 2-pt jump shot from 21 ft,114,90
445,4,2:57.0,Defensive rebound by D. Ayton,,114,90
446,4,2:42.0,D. Booker misses 2-pt jump shot from 12 ft,,114,90
447,4,2:40.0,Offensive rebound by D. Ayton,,114,90
448,4,2:37.0,D. Šarić makes 2-pt jump shot from 12 ft,,116,90
449,4,2:22.0,,M. Morris misses 3-pt jump shot from 25 ft,116,90
450,4,2:20.0,Defensive rebound by D. Šarić,,116,90
451,4,2:15.0,D. Ayton makes 2-pt dunk at rim (assist by R. Rubio),,118,90
452,4,2:10.0,,Personal take foul by R. Rubio (drawn by F. Ntilikina),118,90
453,4,2:10.0,J. Carter enters the game for D. Ayton,,118,90
454,4,2:10.0,C. Diallo enters the game for D. Booker,,118,90
455,4,2:10.0,T. Jerome enters the game for C. Johnson,,118,90
456,4,2:10.0,J. Lecque enters the game for R. Rubio,,118,90
457,4,2:10.0,E. Okobo enters the game for D. Šarić,,118,90
458,4,1:56.0,,J. Randle makes 2-pt dunk from 1 ft (assist by K. Allen),118,92
459,4,1:34.0,J. Carter makes 3-pt jump shot from 25 ft (assist by T. Jerome),,121,92
460,4,1:18.0,,K. Allen misses 3-pt jump shot from 24 ft,121,92
461,4,1:15.0,Defensive rebound by Team,,121,92
462,4,1:15.0,,D. Dotson enters the game for M. Morris,121,92
463,4,0:53.0,J. Carter misses 2-pt jump shot from 21 ft,,121,92
464,4,0:50.0,,Defensive rebound by J. Randle,121,92
465,4,0:43.0,,J. Randle makes 2-pt layup from 1 ft,121,94
466,4,0:43.0,,Shooting foul by T. Jerome (drawn by J. Randle),121,94
467,4,0:43.0,,J. Randle makes free throw 1 of 1,121,95
468,4,0:34.0,J. Lecque misses 2-pt layup from 1 ft,,121,95
469,4,0:32.0,,Defensive rebound by M. Robinson,121,95
470,4,0:22.0,,K. Allen makes 3-pt jump shot from 23 ft (assist by F. Ntilikina),121,98
471,4,0:01.0,Turnover by J. Carter (step out of bounds),,121,98
472,4,0:00.0,,Turnover by J. Randle (bad pass; steal by E. Okobo),121,98
